ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100WerkzamePersonenOfMeer_9;NatuurlijkePersonen_10;Rechtspersonen_11
4817;71202 Keuringsdiensten van machines e.d.;2008;630;365;95;45;55;20;25;10;15;405;225
4818;71202 Keuringsdiensten van machines e.d.;2009;690;405;115;50;45;25;25;10;15;445;245
4819;71202 Keuringsdiensten van machines e.d.;2010;720;435;110;50;45;25;25;10;20;470;250
4820;71203 Overige keuringsdiensten;2006;50;25;5;5;5;5;5;0;5;25;25
4821;71203 Overige keuringsdiensten;2007;60;30;0;5;5;5;5;5;5;30;30
4822;71203 Overige keuringsdiensten;2008;60;35;5;0;5;5;5;0;5;30;30
4823;71203 Overige keuringsdiensten;2009;75;45;5;5;5;10;5;0;5;35;40
4824;71203 Overige keuringsdiensten;2010;70;40;5;5;5;5;5;0;5;40;35
4825;72 Research;2006;1960;1115;275;130;170;115;85;30;40;725;1235
4826;72 Research;2007;2090;1155;240;185;205;130;100;30;45;685;1405
4827;72 Research;2008;2260;1360;255;180;195;110;90;30;45;770;1490
4828;72 Research;2009;2515;1550;240;210;195;140;100;30;50;890;1625
4829;72 Research;2010;2715;1730;280;200;195;130;100;35;45;1030;1685
4830;721 Natuurwetenschappelijke research;2006;1425;775;195;100;135;85;65;25;40;460;960
4831;721 Natuurwetenschappelijke research;2007;1510;780;170;155;155;105;75;25;40;415;1095
4832;721 Natuurwetenschappelijke research;2008;1650;955;185;150;135;85;70;25;40;475;1175
4833;721 Natuurwetenschappelijke research;2009;1840;1085;175;170;150;110;80;25;45;555;1280
4834;721 Natuurwetenschappelijke research;2010;1920;1160;200;160;155;105;80;25;45;605;1315
4835;72111 Biotechnologische landbouwresearch;2006;35;10;0;0;0;10;5;0;0;5;30
4836;72111 Biotechnologische landbouwresearch;2007;35;10;0;5;5;10;5;0;0;5;30
4837;72111 Biotechnologische landbouwresearch;2008;35;10;5;0;5;5;10;0;0;5;30
4838;72111 Biotechnologische landbouwresearch;2009;30;10;0;5;0;5;5;0;0;5;25
4839;72111 Biotechnologische landbouwresearch;2010;25;10;0;5;0;5;5;0;0;5;20
4840;72112 Medisch-biotechnologische research;2006;25;5;0;0;5;5;5;5;0;5;20
4841;72112 Medisch-biotechnologische research;2007;30;5;0;5;0;5;5;5;0;5;25
4842;72112 Medisch-biotechnologische research;2008;25;5;0;0;5;5;5;5;0;0;25
4843;72112 Medisch-biotechnologische research;2009;25;5;0;0;5;5;5;5;0;0;25
4844;72112 Medisch-biotechnologische research;2010;25;5;0;0;0;5;5;5;0;0;25
4845;72113 Overige biotechnologische research;2006;15;10;5;0;0;0;0;0;0;10;10
4846;72113 Overige biotechnologische research;2007;10;5;5;0;0;0;0;0;0;5;5
4847;72113 Overige biotechnologische research;2008;15;10;0;0;0;0;0;0;0;10;5
4848;72113 Overige biotechnologische research;2009;10;5;5;0;0;0;0;0;0;10;5
4849;72113 Overige biotechnologische research;2010;15;5;5;0;0;0;0;0;0;10;5
4850;72191 Landbouwresearch (geen biotech);2006;250;145;40;10;25;10;5;5;10;105;145
4851;72191 Landbouwresearch (geen biotech);2007;250;140;25;20;25;15;5;5;10;95;160
4852;72191 Landbouwresearch (geen biotech);2008;275;175;25;25;15;15;10;0;5;100;175
4853;72191 Landbouwresearch (geen biotech);2009;290;190;20;25;20;20;10;0;5;115;175
4854;72191 Landbouwresearch (geen biotech);2010;295;195;25;20;20;20;10;0;5;120;175
4855;72192 Technische research;2006;550;300;75;50;60;25;20;10;10;190;355
4856;72192 Technische research;2007;575;300;70;60;60;35;25;10;10;170;405
4857;72192 Technische research;2008;640;370;80;60;50;30;20;10;15;195;445
4858;72192 Technische research;2009;735;435;85;70;65;30;25;10;15;230;505
4859;72192 Technische research;2010;800;480;105;65;70;30;30;10;15;270;530
4860;72193 Medische research (geen biotech);2006;385;200;50;30;40;30;20;5;10;80;305
4861;72193 Medische research (geen biotech);2007;425;200;45;50;55;30;25;10;10;70;350
4862;72193 Medische research (geen biotech);2008;460;245;50;50;50;25;20;10;15;85;370
4863;72193 Medische research (geen biotech);2009;520;290;45;60;50;35;20;5;15;105;415
4864;72193 Medische research (geen biotech);2010;530;305;40;55;50;35;20;5;15;115;415
4865;72199 R&D natuurwetenschap, geen biotech;2006;170;105;25;10;10;10;5;0;5;65;100
4866;72199 R&D natuurwetenschap, geen biotech;2007;190;115;25;15;10;10;5;0;5;70;120
4867;72199 R&D natuurwetenschap, geen biotech;2008;205;135;25;10;10;10;5;0;5;80;125
4868;72199 R&D natuurwetenschap, geen biotech;2009;225;155;25;10;10;10;5;0;5;85;140
4869;72199 R&D natuurwetenschap, geen biotech;2010;235;160;25;10;10;10;5;0;5;90;145
4870;722 Geesteswetenschappelijke research;2006;535;340;80;30;35;25;20;5;0;265;270
4871;722 Geesteswetenschappelijke research;2007;580;375;70;35;45;25;25;5;0;270;310
4872;722 Geesteswetenschappelijke research;2008;610;405;65;35;55;25;20;5;5;295;315
4873;722 Geesteswetenschappelijke research;2009;680;465;65;40;45;30;20;5;5;335;345
4874;722 Geesteswetenschappelijke research;2010;795;570;80;40;40;25;20;10;5;425;370
4875;7220 Geesteswetenschappelijke research;2006;535;340;80;30;35;25;20;5;0;265;270
4876;7220 Geesteswetenschappelijke research;2007;580;375;70;35;45;25;25;5;0;270;310
4877;7220 Geesteswetenschappelijke research;2008;610;405;65;35;55;25;20;5;5;295;315
4878;7220 Geesteswetenschappelijke research;2009;680;465;65;40;45;30;20;5;5;335;345
4879;7220 Geesteswetenschappelijke research;2010;795;570;80;40;40;25;20;10;5;425;370
4880;73 Reclamewezen en marktonderzoek;2006;17055;11060;3320;1060;875;445;195;60;35;13305;3750
4881;73 Reclamewezen en marktonderzoek;2007;18450;12250;2895;1370;1070;530;230;70;35;14375;4075
4882;73 Reclamewezen en marktonderzoek;2008;19665;13640;2870;1335;990;515;225;60;35;15285;4380
4883;73 Reclamewezen en marktonderzoek;2009;21225;14905;3030;1260;1085;555;285;65;40;16460;4765
4884;73 Reclamewezen en marktonderzoek;2010;22380;16110;3125;1220;1030;525;265;65;40;17585;4795
4885;731 Reclamewezen;2006;14490;9465;2875;870;730;365;135;35;20;11765;2725
4886;731 Reclamewezen;2007;15465;10375;2460;1110;890;410;160;40;20;12575;2890
4887;731 Reclamewezen;2008;16105;11225;2390;1100;795;385;160;35;20;13065;3045
4888;731 Reclamewezen;2009;17135;12095;2495;1010;865;415;190;40;20;13915;3220
4889;731 Reclamewezen;2010;18065;13060;2570;990;820;395;170;40;20;14840;3225
4890;7311 Reclamebureaus;2006;13845;9110;2750;820;670;335;115;30;20;11340;2505
4891;7311 Reclamebureaus;2007;14770;9985;2350;1040;830;375;135;35;20;12115;2655
4892;7311 Reclamebureaus;2008;15375;10795;2270;1030;760;340;135;30;15;12590;2790
4893;7311 Reclamebureaus;2009;16340;11640;2355;940;820;380;165;30;15;13415;2925
4894;7311 Reclamebureaus;2010;17290;12600;2430;925;775;360;150;35;15;14345;2945
4895;7312 Handel in advertentieruimte;2006;650;360;125;50;60;30;20;5;5;430;220
4896;7312 Handel in advertentieruimte;2007;695;390;110;70;55;35;25;5;5;460;235
4897;7312 Handel in advertentieruimte;2008;730;430;120;65;40;40;25;5;5;475;255
4898;7312 Handel in advertentieruimte;2009;795;460;145;70;50;35;25;5;5;500;295
4899;7312 Handel in advertentieruimte;2010;775;460;140;65;45;35;25;5;5;495;280
4900;732 Markt- en opinieonderzoek;2006;2565;1595;445;195;145;80;60;25;15;1540;1025
4901;732 Markt- en opinieonderzoek;2007;2985;1870;435;260;180;120;75;30;15;1800;1185
4902;732 Markt- en opinieonderzoek;2008;3560;2415;480;235;190;130;65;25;15;2220;1335
4903;732 Markt- en opinieonderzoek;2009;4090;2805;535;250;220;140;95;25;20;2545;1545
4904;732 Markt- en opinieonderzoek;2010;4315;3045;560;230;210;130;95;25;20;2745;1575
4905;7320 Markt- en opinieonderzoek;2006;2565;1595;445;195;145;80;60;25;15;1540;1025
4906;7320 Markt- en opinieonderzoek;2007;2985;1870;435;260;180;120;75;30;15;1800;1185
4907;7320 Markt- en opinieonderzoek;2008;3560;2415;480;235;190;130;65;25;15;2220;1335
4908;7320 Markt- en opinieonderzoek;2009;4090;2805;535;250;220;140;95;25;20;2545;1545
4909;7320 Markt- en opinieonderzoek;2010;4315;3045;560;230;210;130;95;25;20;2745;1575
4910;74 Design, fotografie, vertaalbureaus;2006;14840;11425;2185;560;330;170;115;25;30;12885;1955
4911;74 Design, fotografie, vertaalbureaus;2007;16140;12770;1890;685;415;190;125;35;25;14070;2070
4912;74 Design, fotografie, vertaalbureaus;2008;17540;14300;1885;620;365;210;115;30;15;15345;2195
4913;74 Design, fotografie, vertaalbureaus;2009;19540;16125;2070;560;385;210;130;40;20;17400;2140
4914;74 Design, fotografie, vertaalbureaus;2010;21795;18320;2175;555;370;195;125;35;20;19490;2305
4915;741 Industrieel design;2006;3385;2590;530;140;85;35;10;0;0;2970;415
4916;741 Industrieel design;2007;3775;2955;495;175;110;35;10;0;0;3325;450
4917;741 Industrieel design;2008;4165;3325;530;155;90;50;10;0;0;3650;515
4918;741 Industrieel design;2009;4670;3730;610;160;100;55;15;0;0;4105;565
4919;741 Industrieel design;2010;5165;4235;615;145;95;55;15;0;0;4570;595
4920;7410 Industrieel design;2006;3385;2590;530;140;85;35;10;0;0;2970;415
4921;7410 Industrieel design;2007;3775;2955;495;175;110;35;10;0;0;3325;450
4922;7410 Industrieel design;2008;4165;3325;530;155;90;50;10;0;0;3650;515
4923;7410 Industrieel design;2009;4670;3730;610;160;100;55;15;0;0;4105;565
4924;7410 Industrieel design;2010;5165;4235;615;145;95;55;15;0;0;4570;595
4925;742 Fotografie en foto-ontwikkeling;2006;4210;3325;640;150;60;15;10;5;5;3955;255
4926;742 Fotografie en foto-ontwikkeling;2007;4590;3755;550;180;75;15;10;0;5;4325;265
4927;742 Fotografie en foto-ontwikkeling;2008;4995;4230;535;140;60;15;10;0;0;4720;275
4928;742 Fotografie en foto-ontwikkeling;2009;5655;4870;580;110;70;15;10;0;0;5395;265
4929;742 Fotografie en foto-ontwikkeling;2010;6460;5670;595;105;65;15;10;0;0;6195;270
4930;74201 Fotografie;2006;4075;3275;605;130;45;15;5;0;0;3865;210
4931;74201 Fotografie;2007;4460;3705;515;150;60;15;5;0;0;4240;220
4932;74201 Fotografie;2008;4870;4175;515;115;50;10;5;0;0;4640;235
4933;74201 Fotografie;2009;5535;4815;555;90;55;15;5;0;0;5310;225
4934;74201 Fotografie;2010;6345;5615;565;90;55;10;5;0;0;6110;235
4935;74202 Ontwikkelwinkels;2006;80;35;25;10;5;0;5;0;0;60;20
4936;74202 Ontwikkelwinkels;2007;80;30;20;15;5;0;5;0;0;55;20
4937;74202 Ontwikkelwinkels;2008;75;35;15;10;5;0;0;0;0;50;20
4938;74202 Ontwikkelwinkels;2009;75;35;15;10;5;5;0;0;0;55;20
4939;74202 Ontwikkelwinkels;2010;70;35;15;10;5;5;0;0;0;55;15
4940;74203 Ontwikkelcentrales;2006;55;20;10;10;5;0;5;0;0;30;25
4941;74203 Ontwikkelcentrales;2007;55;15;15;10;5;0;5;0;0;30;25
4942;74203 Ontwikkelcentrales;2008;50;20;10;10;5;5;5;0;0;30;25
4943;74203 Ontwikkelcentrales;2009;45;15;15;5;5;0;5;0;0;25;20
4944;74203 Ontwikkelcentrales;2010;45;15;10;5;5;0;5;0;0;25;20
4945;743 Vertaalbureaus en tolken;2006;3085;2660;315;40;35;20;10;0;0;2920;165
4946;743 Vertaalbureaus en tolken;2007;3210;2845;245;45;45;20;10;0;0;3045;165
4947;743 Vertaalbureaus en tolken;2008;3255;2910;230;50;30;20;10;0;0;3080;170
4948;743 Vertaalbureaus en tolken;2009;3445;3120;215;35;35;20;10;5;0;3285;160
4949;743 Vertaalbureaus en tolken;2010;3820;3485;230;35;35;20;10;5;0;3650;170
4950;7430 Vertaalbureaus en tolken;2006;3085;2660;315;40;35;20;10;0;0;2920;165
4951;7430 Vertaalbureaus en tolken;2007;3210;2845;245;45;45;20;10;0;0;3045;165
4952;7430 Vertaalbureaus en tolken;2008;3255;2910;230;50;30;20;10;0;0;3080;170
4953;7430 Vertaalbureaus en tolken;2009;3445;3120;215;35;35;20;10;5;0;3285;160
4954;7430 Vertaalbureaus en tolken;2010;3820;3485;230;35;35;20;10;5;0;3650;170
4955;749 Overige adviesbureaus;2006;4160;2850;700;230;150;105;90;20;25;3040;1120
4956;749 Overige adviesbureaus;2007;4560;3220;600;290;185;115;95;30;20;3370;1185
4957;749 Overige adviesbureaus;2008;5125;3835;590;275;180;125;85;25;15;3895;1230
4958;749 Overige adviesbureaus;2009;5765;4410;660;260;180;115;90;35;15;4615;1150
4959;749 Overige adviesbureaus;2010;6350;4930;740;270;170;105;90;35;15;5075;1275
4960;7490 Overige adviesbureaus;2006;4160;2850;700;230;150;105;90;20;25;3040;1120
4961;7490 Overige adviesbureaus;2007;4560;3220;600;290;185;115;95;30;20;3370;1185
4962;7490 Overige adviesbureaus;2008;5125;3835;590;275;180;125;85;25;15;3895;1230
4963;7490 Overige adviesbureaus;2009;5765;4410;660;260;180;115;90;35;15;4615;1150
4964;7490 Overige adviesbureaus;2010;6350;4930;740;270;170;105;90;35;15;5075;1275
4965;75 Veterinaire dienstverlening;2006;1595;575;390;280;240;90;20;0;0;1360;235
4966;75 Veterinaire dienstverlening;2007;1615;605;310;305;265;100;25;0;0;1355;260
4967;75 Veterinaire dienstverlening;2008;1645;715;285;280;240;100;25;0;0;1350;295
4968;75 Veterinaire dienstverlening;2009;1685;720;285;285;230;125;35;0;0;1370;315
4969;75 Veterinaire dienstverlening;2010;1745;780;300;280;225;125;40;0;0;1425;320
4970;750 Veterinaire dienstverlening;2006;1595;575;390;280;240;90;20;0;0;1360;235
4971;750 Veterinaire dienstverlening;2007;1615;605;310;305;265;100;25;0;0;1355;260
4972;750 Veterinaire dienstverlening;2008;1645;715;285;280;240;100;25;0;0;1350;295
4973;750 Veterinaire dienstverlening;2009;1685;720;285;285;230;125;35;0;0;1370;315
4974;750 Veterinaire dienstverlening;2010;1745;780;300;280;225;125;40;0;0;1425;320
4975;7500 Veterinaire dienstverlening;2006;1595;575;390;280;240;90;20;0;0;1360;235
4976;7500 Veterinaire dienstverlening;2007;1615;605;310;305;265;100;25;0;0;1355;260
4977;7500 Veterinaire dienstverlening;2008;1645;715;285;280;240;100;25;0;0;1350;295
4978;7500 Veterinaire dienstverlening;2009;1685;720;285;285;230;125;35;0;0;1370;315
4979;7500 Veterinaire dienstverlening;2010;1745;780;300;280;225;125;40;0;0;1425;320
4980;N Verhuur en overige zakelijke diensten;2006;29460;13390;5690;3045;2690;1820;1645;620;560;19585;9875
4981;N Verhuur en overige zakelijke diensten;2007;31520;15105;4810;3510;3075;2030;1745;635;615;20920;10605
4982;N Verhuur en overige zakelijke diensten;2008;33605;17010;4915;3435;2955;2150;1845;720;575;21935;11670
4983;N Verhuur en overige zakelijke diensten;2009;36470;18735;5305;3310;3170;2305;2080;820;740;23695;12775
4984;N Verhuur en overige zakelijke diensten;2010;37505;20045;5470;3230;3035;2215;1975;795;735;24500;13005
4985;77 Verhuur van roerende goederen;2006;4775;2465;1075;470;380;190;125;40;30;3010;1765
4986;77 Verhuur van roerende goederen;2007;5065;2725;895;590;435;220;140;35;25;3175;1895
4987;77 Verhuur van roerende goederen;2008;5080;2890;895;510;380;215;115;45;25;3100;1980
4988;77 Verhuur van roerende goederen;2009;5115;2980;825;445;425;230;130;50;30;3025;2090
4989;77 Verhuur van roerende goederen;2010;5095;3015;825;430;405;225;125;45;30;3020;2075
4990;771 Verhuur en lease van auto's;2006;510;235;85;45;60;35;25;10;15;145;365
4991;771 Verhuur en lease van auto's;2007;540;255;80;50;65;45;25;10;10;165;375
4992;771 Verhuur en lease van auto's;2008;540;275;70;45;60;40;25;15;10;155;385
4993;771 Verhuur en lease van auto's;2009;560;295;70;40;60;45;25;10;15;160;395
4994;771 Verhuur en lease van auto's;2010;555;300;70;40;55;40;25;10;10;155;395
4995;77111 Verhuur van personenauto's;2006;250;115;50;25;20;10;10;5;5;105;140
4996;77111 Verhuur van personenauto's;2007;270;125;50;30;25;20;10;5;5;115;155
4997;77111 Verhuur van personenauto's;2008;265;140;40;25;30;15;10;5;5;105;155
4998;77111 Verhuur van personenauto's;2009;265;145;40;25;25;20;10;5;0;115;155
4999;77111 Verhuur van personenauto's;2010;265;145;40;25;25;15;10;5;0;110;155
5000;77112 Operational lease personenauto's;2006;170;75;25;10;25;15;5;5;10;15;155
5001;77112 Operational lease personenauto's;2007;175;80;20;10;25;15;10;5;10;20;155
5002;77112 Operational lease personenauto's;2008;175;85;20;15;20;15;10;5;5;20;155
5003;77112 Operational lease personenauto's;2009;180;90;20;10;25;15;5;5;10;25;155
5004;77112 Operational lease personenauto's;2010;180;95;20;10;25;15;5;5;10;25;160
5005;7712 Verhuur van vrachtwagens;2006;90;45;15;5;10;10;5;0;0;25;70
5006;7712 Verhuur van vrachtwagens;2007;95;45;10;10;10;10;5;0;0;25;70
5007;7712 Verhuur van vrachtwagens;2008;100;50;10;5;10;10;10;0;0;25;75
5008;7712 Verhuur van vrachtwagens;2009;110;60;10;5;10;10;10;0;0;25;85
5009;7712 Verhuur van vrachtwagens;2010;105;60;10;5;10;10;5;0;0;20;85
5010;772 Verhuur van consumentenartikelen;2006;2160;1015;575;255;175;60;60;15;5;1680;475
5011;772 Verhuur van consumentenartikelen;2007;2230;1125;465;310;185;70;60;10;5;1750;485
5012;772 Verhuur van consumentenartikelen;2008;2180;1185;460;250;150;80;40;10;5;1700;480
5013;772 Verhuur van consumentenartikelen;2009;2145;1180;405;225;175;90;50;15;5;1685;460
5014;772 Verhuur van consumentenartikelen;2010;2145;1210;405;215;165;85;45;15;5;1690;455
5015;7721 Verhuur van recreatieartikelen;2006;415;225;105;40;30;5;5;0;0;325;90
5016;7721 Verhuur van recreatieartikelen;2007;455;260;95;45;35;5;5;0;0;360;95
5017;7721 Verhuur van recreatieartikelen;2008;460;275;100;45;25;10;5;0;0;365;95
5018;7721 Verhuur van recreatieartikelen;2009;460;270;95;45;35;10;5;0;0;365;90
5019;7721 Verhuur van recreatieartikelen;2010;475;285;100;40;30;10;5;0;0;380;95
5020;7722 Videotheken;2006;495;170;170;95;40;5;10;0;0;415;80
5021;7722 Videotheken;2007;460;170;120;115;35;10;5;0;0;380;80
5022;7722 Videotheken;2008;400;175;115;75;25;5;0;0;0;325;75
5023;7722 Videotheken;2009;350;155;90;70;25;10;0;0;0;290;60
5024;7722 Videotheken;2010;315;140;75;65;25;10;0;0;0;265;55
5025;77291 Verhuur van leesportefeuilles;2006;95;45;25;0;5;10;5;0;0;65;30
5026;77291 Verhuur van leesportefeuilles;2007;90;50;15;5;5;10;10;0;0;65;25
5027;77291 Verhuur van leesportefeuilles;2008;80;45;10;5;5;5;10;0;0;60;25
5028;77291 Verhuur van leesportefeuilles;2009;70;40;10;0;5;10;5;0;0;50;20
5029;77291 Verhuur van leesportefeuilles;2010;65;35;10;0;5;5;5;0;0;45;20
5030;77292 Verhuur van huishoudartikelen;2006;465;255;110;40;35;10;10;5;0;370;95
5031;77292 Verhuur van huishoudartikelen;2007;490;280;90;55;35;15;5;5;0;395;90
5032;77292 Verhuur van huishoudartikelen;2008;490;295;85;50;25;20;5;5;5;400;90
5033;77292 Verhuur van huishoudartikelen;2009;485;295;80;40;35;15;10;5;5;400;85
5034;77292 Verhuur van huishoudartikelen;2010;490;300;85;40;35;15;10;5;5;405;85
5035;77299 Verhuur overige consumentenwaren;2006;685;315;165;80;65;30;30;5;5;500;190
5036;77299 Verhuur overige consumentenwaren;2007;740;360;145;90;75;30;30;5;5;545;195
5037;77299 Verhuur overige consumentenwaren;2008;745;395;145;75;65;40;20;10;0;550;200
5038;77299 Verhuur overige consumentenwaren;2009;780;420;130;70;75;45;30;10;0;575;205
5039;77299 Verhuur overige consumentenwaren;2010;800;445;135;70;70;45;30;10;0;595;205
5040;773 Zakelijke verhuur van goederen;2006;1575;910;305;130;110;70;35;15;5;970;605
5041;773 Zakelijke verhuur van goederen;2007;1705;1010;255;165;130;80;40;15;5;1055;650
5042;773 Zakelijke verhuur van goederen;2008;1730;1060;260;150;115;80;35;15;10;1055;675
5043;773 Zakelijke verhuur van goederen;2009;1715;1085;240;120;135;70;40;20;10;1055;660
5044;773 Zakelijke verhuur van goederen;2010;1725;1095;240;120;130;65;40;20;10;1060;665
5045;7731 Verhuur van landbouwmachines;2006;100;70;15;5;5;5;0;0;0;70;30
5046;7731 Verhuur van landbouwmachines;2007;105;75;10;10;5;5;0;0;0;75;30
5047;7731 Verhuur van landbouwmachines;2008;110;80;10;10;5;5;0;0;0;75;35
5048;7731 Verhuur van landbouwmachines;2009;115;85;10;5;5;5;0;0;0;80;35
5049;7731 Verhuur van landbouwmachines;2010;120;90;15;5;5;5;0;0;0;85;40
5050;7732 Verhuur van bouwmachines;2006;485;245;75;50;60;30;15;5;5;260;225
5051;7732 Verhuur van bouwmachines;2007;520;265;65;55;70;35;15;10;5;275;245
5052;7732 Verhuur van bouwmachines;2008;530;270;70;50;65;40;20;10;5;265;265
5053;7732 Verhuur van bouwmachines;2009;515;270;65;40;65;30;25;10;5;255;260
5054;7732 Verhuur van bouwmachines;2010;520;280;65;40;65;30;30;10;5;250;275
5055;7733 Verhuur en lease van computers;2006;55;30;10;5;5;0;5;0;0;20;35
5056;7733 Verhuur en lease van computers;2007;60;35;5;10;5;0;0;0;0;20;35
5057;7733 Verhuur en lease van computers;2008;60;35;10;10;5;0;0;0;0;20;40
5058;7733 Verhuur en lease van computers;2009;55;30;10;5;5;0;0;0;0;20;35
5059;7733 Verhuur en lease van computers;2010;50;30;5;5;5;0;0;0;0;20;30
5060;7734 Verhuur en lease van schepen;2006;45;30;5;5;5;5;0;0;0;20;25
5061;7734 Verhuur en lease van schepen;2007;55;35;10;5;0;5;0;0;0;25;30
5062;7734 Verhuur en lease van schepen;2008;60;35;10;5;0;5;0;0;0;30;30
5063;7734 Verhuur en lease van schepen;2009;55;30;15;5;5;5;0;0;0;30;25
5064;7734 Verhuur en lease van schepen;2010;60;30;15;5;5;5;0;0;0;30;30
5065;7735 Verhuur en lease van vliegtuigen;2006;50;35;5;5;0;5;0;0;0;10;40
5066;7735 Verhuur en lease van vliegtuigen;2007;45;35;5;5;0;0;0;0;0;5;40
5067;7735 Verhuur en lease van vliegtuigen;2008;45;30;5;5;0;0;0;0;0;10;35
5068;7735 Verhuur en lease van vliegtuigen;2009;45;30;5;0;5;0;0;0;0;10;35
5069;7735 Verhuur en lease van vliegtuigen;2010;40;30;5;0;0;0;0;0;0;10;30
5070;77391 Verhuur van automaten;2006;65;35;20;5;5;0;0;0;0;45;20
5071;77391 Verhuur van automaten;2007;60;30;15;5;5;0;0;0;0;40;15
5072;77391 Verhuur van automaten;2008;50;35;15;5;0;0;0;0;0;35;15
5073;77391 Verhuur van automaten;2009;30;20;5;0;0;0;0;0;0;25;5
5074;77391 Verhuur van automaten;2010;40;30;5;0;0;0;0;0;0;30;10
5075;77399 Verhuur van overige goederen;2006;775;465;170;55;35;25;20;5;0;550;225
5076;77399 Verhuur van overige goederen;2007;860;540;140;80;45;35;20;5;0;610;250
5077;77399 Verhuur van overige goederen;2008;875;575;140;70;40;25;15;5;5;620;255
5078;77399 Verhuur van overige goederen;2009;900;610;130;65;50;25;10;10;5;640;260
5079;77399 Verhuur van overige goederen;2010;895;605;130;60;50;25;10;10;5;645;250
5080;774 Exploitatie van patenten;2006;530;305;115;45;35;20;5;0;0;210;320
5081;774 Exploitatie van patenten;2007;590;335;100;65;55;25;10;0;0;210;380
5082;774 Exploitatie van patenten;2008;630;370;105;65;55;20;15;5;0;190;440
5083;774 Exploitatie van patenten;2009;695;420;115;60;50;30;15;5;0;125;575
5084;774 Exploitatie van patenten;2010;670;410;105;55;50;25;15;5;0;110;560
5085;7740 Exploitatie van patenten;2006;530;305;115;45;35;20;5;0;0;210;320
5086;7740 Exploitatie van patenten;2007;590;335;100;65;55;25;10;0;0;210;380
5087;7740 Exploitatie van patenten;2008;630;370;105;65;55;20;15;5;0;190;440
5088;7740 Exploitatie van patenten;2009;695;420;115;60;50;30;15;5;0;125;575
5089;7740 Exploitatie van patenten;2010;670;410;105;55;50;25;15;5;0;110;560
5090;78 Uitzendbureaus en arbeidsbemiddeling;2006;6575;2100;920;655;720;680;775;380;345;2670;3910
5091;78 Uitzendbureaus en arbeidsbemiddeling;2007;7280;2475;865;780;785;770;820;385;400;2960;4315
5092;78 Uitzendbureaus en arbeidsbemiddeling;2008;8345;2940;960;855;865;915;990;430;390;3285;5060
5093;78 Uitzendbureaus en arbeidsbemiddeling;2009;9540;3475;1180;870;915;990;1100;500;515;3795;5745
5094;78 Uitzendbureaus en arbeidsbemiddeling;2010;9795;3825;1220;865;880;960;1040;490;510;3860;5935
5095;781 Arbeidsbemiddeling;2006;2190;1180;415;210;160;105;85;20;10;1260;930
5096;781 Arbeidsbemiddeling;2007;2565;1410;395;250;215;150;95;30;15;1515;1050
5097;781 Arbeidsbemiddeling;2008;2975;1715;445;270;220;160;130;35;10;1755;1225
5098;781 Arbeidsbemiddeling;2009;3540;2080;530;290;255;190;145;35;20;2100;1440
5099;781 Arbeidsbemiddeling;2010;3715;2250;570;280;245;180;145;30;20;2220;1500
5100;7810 Arbeidsbemiddeling;2006;2190;1180;415;210;160;105;85;20;10;1260;930
5101;7810 Arbeidsbemiddeling;2007;2565;1410;395;250;215;150;95;30;15;1515;1050
5102;7810 Arbeidsbemiddeling;2008;2975;1715;445;270;220;160;130;35;10;1755;1225
5103;7810 Arbeidsbemiddeling;2009;3540;2080;530;290;255;190;145;35;20;2100;1440
5104;7810 Arbeidsbemiddeling;2010;3715;2250;570;280;245;180;145;30;20;2220;1500
5105;"782 Uitzend- en uitleenbureaus; pools";2006;4380;920;500;445;560;575;690;360;330;1405;2975
5106;"782 Uitzend- en uitleenbureaus; pools";2007;4705;1065;470;530;570;620;725;350;380;1445;3260
5107;"782 Uitzend- en uitleenbureaus; pools";2008;5355;1225;520;585;645;755;865;395;370;1535;3825
5108;"782 Uitzend- en uitleenbureaus; pools";2009;5985;1395;650;580;660;800;950;465;485;1700;4290
5109;"782 Uitzend- en uitleenbureaus; pools";2010;6035;1575;650;585;635;775;890;455;470;1640;4395
5110;78201 Uitzendbureaus;2006;2730;505;350;310;370;365;420;205;195;1035;1695
5111;78201 Uitzendbureaus;2007;2875;595;300;355;370;395;430;210;215;1040;1835
5112;78201 Uitzendbureaus;2008;3255;670;315;395;415;485;525;240;210;1080;2175
5113;78201 Uitzendbureaus;2009;3640;740;395;375;430;515;590;300;295;1165;2480
5114;78201 Uitzendbureaus;2010;3625;830;390;380;405;490;555;285;290;1095;2530
5115;78202 Uitleenbureaus;2006;1555;400;145;125;180;195;255;135;120;365;1190
5116;78202 Uitleenbureaus;2007;1735;455;165;170;190;210;275;125;140;400;1335
5117;78202 Uitleenbureaus;2008;2005;540;200;185;220;265;310;140;140;450;1555
5118;78202 Uitleenbureaus;2009;2255;640;255;200;225;275;340;155;165;530;1725
5119;78202 Uitleenbureaus;2010;2320;730;260;200;225;275;315;155;160;540;1780
5120;78203 Banenpools (werkgelegenheid);2006;90;15;5;5;5;10;20;20;15;5;90
5121;78203 Banenpools (werkgelegenheid);2007;100;15;5;5;10;10;20;15;20;5;95
