ID;Geslacht;Leeftijdsklasse;Herkomstgroepering;Perioden;PersonenMetEenUitkering_1;PersonenMetWAOWajongWAZUitkering_2;VolledigArbeidsongeschikt_3;GedeeltelijkArbeidsongeschikt_4;PsychischeAandoeningen_5;ZiektenVanBotspierstelsel_6;OverigeAandoeningen_7;PersonenMetEenABWUitkering_8;Alleenstaand_9;AlleenstaandeOuder_10;EchtPaar_11;Anders_12;PersonenMetWWUitkering_13;PersonenMetIOAWIOAZUitkering_14
894;Mannen;35 tot 40 jaar;Antillianen en Arubanen;2003;1.1;0.2;0.1;0.1;0.1;0.0;0.1;0.7;0.6;0.0;0.1;0.0;0.3;0.0
895;Mannen;35 tot 40 jaar;Overige niet-westerse allochtonen;1999;5.5;0.5;0.4;0.1;0.2;0.2;0.2;4.4;2.1;0.2;2.2;0.0;0.7;0.0
896;Mannen;35 tot 40 jaar;Overige niet-westerse allochtonen;2000;5.3;0.6;0.5;0.2;0.3;0.2;0.2;4.2;1.9;0.1;2.1;0.0;0.5;0.0
897;Mannen;35 tot 40 jaar;Overige niet-westerse allochtonen;2001;5.6;0.7;0.5;0.2;0.3;0.2;0.2;4.4;2.0;0.2;2.2;0.0;0.6;0.0
898;Mannen;35 tot 40 jaar;Overige niet-westerse allochtonen;2002;5.9;0.8;0.5;0.2;0.3;0.3;0.2;4.4;2.1;0.2;2.1;0.0;0.9;0.0
899;Mannen;35 tot 40 jaar;Overige niet-westerse allochtonen;2003;7.1;0.8;0.5;0.2;0.3;0.3;0.2;5.0;2.5;0.2;2.3;0.0;1.5;0.0
900;Mannen;40 tot 45 jaar;Totaal herkomstgroeperingen;1999;73.6;45.9;28.8;17.0;14.5;13.7;17.6;20.6;12.3;0.7;7.5;0.1;9.5;0.3
901;Mannen;40 tot 45 jaar;Totaal herkomstgroeperingen;2000;71.6;46.4;29.3;17.0;15.4;14.0;16.9;19.5;11.5;0.7;7.2;0.0;7.9;0.3
902;Mannen;40 tot 45 jaar;Totaal herkomstgroeperingen;2001;71.0;46.7;29.0;17.0;16.9;14.2;15.5;19.0;11.1;0.7;7.1;0.0;7.5;0.2
903;Mannen;40 tot 45 jaar;Totaal herkomstgroeperingen;2002;74.6;46.6;29.1;17.4;18.1;14.3;14.1;19.1;11.2;0.7;7.2;0.0;11.6;0.2
904;Mannen;40 tot 45 jaar;Totaal herkomstgroeperingen;2003;81.5;45.3;28.8;16.5;18.0;13.8;13.5;20.6;12.0;0.8;7.8;0.0;18.9;0.2
905;Mannen;40 tot 45 jaar;Autochtonen;1999;53.4;37.8;23.3;14.5;11.5;11.6;14.7;10.2;7.2;0.3;2.6;0.1;7.0;0.2
906;Mannen;40 tot 45 jaar;Autochtonen;2000;51.0;37.7;23.3;14.3;12.1;11.7;13.9;9.1;6.5;0.3;2.2;0.0;5.6;0.2
907;Mannen;40 tot 45 jaar;Autochtonen;2001;49.7;37.5;22.8;14.1;13.2;11.6;12.6;8.5;6.1;0.3;2.0;0.0;5.2;0.1
908;Mannen;40 tot 45 jaar;Autochtonen;2002;51.4;36.8;22.5;14.2;14.0;11.5;11.3;8.3;6.0;0.3;1.9;0.0;8.0;0.1
909;Mannen;40 tot 45 jaar;Autochtonen;2003;55.1;35.5;22.2;13.3;13.9;10.9;10.7;8.7;6.4;0.4;1.9;0.0;13.0;0.1
910;Mannen;40 tot 45 jaar;Allochtonen;1999;20.2;8.1;5.6;2.5;3.1;2.1;2.9;10.3;5.1;0.4;4.8;0.0;2.5;0.1
911;Mannen;40 tot 45 jaar;Allochtonen;2000;20.6;8.7;6.0;2.7;3.3;2.3;3.0;10.4;5.0;0.4;5.0;0.0;2.3;0.1
912;Mannen;40 tot 45 jaar;Allochtonen;2001;21.3;9.2;6.2;2.9;3.7;2.6;2.9;10.5;5.0;0.3;5.1;0.0;2.3;0.1
913;Mannen;40 tot 45 jaar;Allochtonen;2002;23.2;9.8;6.6;3.2;4.1;2.8;2.8;10.8;5.2;0.3;5.3;0.0;3.6;0.1
914;Mannen;40 tot 45 jaar;Allochtonen;2003;26.4;9.9;6.6;3.2;4.2;2.9;2.8;11.9;5.6;0.4;5.9;0.0;5.9;0.1
915;Mannen;40 tot 45 jaar;Westerse allochtonen;1999;6.4;3.5;2.3;1.2;1.2;0.9;1.3;2.2;1.4;0.1;0.7;0.0;1.0;0.0
916;Mannen;40 tot 45 jaar;Westerse allochtonen;2000;6.1;3.5;2.3;1.1;1.3;0.9;1.3;2.0;1.3;0.1;0.6;0.0;0.8;0.0
917;Mannen;40 tot 45 jaar;Westerse allochtonen;2001;6.0;3.5;2.2;1.2;1.4;0.9;1.2;1.9;1.2;0.1;0.6;0.0;0.8;0.0
918;Mannen;40 tot 45 jaar;Westerse allochtonen;2002;6.4;3.5;2.3;1.2;1.5;0.9;1.1;1.9;1.2;0.1;0.6;0.0;1.3;0.0
919;Mannen;40 tot 45 jaar;Westerse allochtonen;2003;7.3;3.4;2.2;1.2;1.4;0.9;1.0;2.1;1.3;0.1;0.7;0.0;2.1;0.0
920;Mannen;40 tot 45 jaar;Niet-westerse allochtonen;1999;13.8;4.6;3.3;1.3;1.8;1.2;1.6;8.1;3.7;0.3;4.1;0.0;1.6;0.1
921;Mannen;40 tot 45 jaar;Niet-westerse allochtonen;2000;14.5;5.2;3.7;1.5;2.1;1.4;1.7;8.4;3.8;0.3;4.3;0.0;1.5;0.1
922;Mannen;40 tot 45 jaar;Niet-westerse allochtonen;2001;15.3;5.8;3.9;1.7;2.4;1.7;1.7;8.6;3.8;0.3;4.5;0.0;1.5;0.1
923;Mannen;40 tot 45 jaar;Niet-westerse allochtonen;2002;16.8;6.3;4.3;2.0;2.6;1.9;1.7;8.9;3.9;0.3;4.7;0.0;2.3;0.1
924;Mannen;40 tot 45 jaar;Niet-westerse allochtonen;2003;19.1;6.5;4.4;2.1;2.7;2.0;1.8;9.8;4.2;0.3;5.2;0.0;3.9;0.1
925;Mannen;40 tot 45 jaar;Marokkanen;1999;2.5;1.0;0.8;0.3;0.5;0.2;0.3;1.4;0.3;0.0;1.0;0.0;0.2;0.0
926;Mannen;40 tot 45 jaar;Marokkanen;2000;2.9;1.3;0.9;0.3;0.6;0.3;0.4;1.5;0.3;0.0;1.2;0.0;0.3;0.0
927;Mannen;40 tot 45 jaar;Marokkanen;2001;3.2;1.5;1.0;0.4;0.7;0.4;0.4;1.7;0.4;0.0;1.3;0.0;0.3;0.0
928;Mannen;40 tot 45 jaar;Marokkanen;2002;3.6;1.6;1.2;0.4;0.8;0.5;0.4;1.8;0.4;0.0;1.4;0.0;0.4;0.0
929;Mannen;40 tot 45 jaar;Marokkanen;2003;4.1;1.6;1.2;0.5;0.8;0.5;0.4;2.0;0.5;0.0;1.5;0.0;0.7;0.0
930;Mannen;40 tot 45 jaar;Turken;1999;3.1;1.6;1.0;0.6;0.6;0.5;0.5;1.3;0.3;0.0;0.9;0.0;0.4;0.0
931;Mannen;40 tot 45 jaar;Turken;2000;3.5;2.0;1.3;0.7;0.7;0.6;0.6;1.3;0.3;0.0;1.0;0.0;0.4;0.0
932;Mannen;40 tot 45 jaar;Turken;2001;3.6;2.1;1.4;0.7;0.8;0.7;0.6;1.3;0.3;0.0;0.9;0.0;0.4;0.0
933;Mannen;40 tot 45 jaar;Turken;2002;4.1;2.3;1.5;0.8;0.9;0.8;0.6;1.4;0.4;0.0;1.0;0.0;0.6;0.0
934;Mannen;40 tot 45 jaar;Turken;2003;4.6;2.5;1.6;0.9;1.0;0.8;0.6;1.5;0.4;0.0;1.0;0.0;1.0;0.0
935;Mannen;40 tot 45 jaar;Surinamers;1999;2.8;1.1;0.8;0.2;0.4;0.2;0.4;1.5;1.3;0.1;0.2;0.0;0.3;0.0
936;Mannen;40 tot 45 jaar;Surinamers;2000;2.6;1.0;0.8;0.2;0.4;0.2;0.4;1.4;1.2;0.1;0.2;0.0;0.2;0.0
937;Mannen;40 tot 45 jaar;Surinamers;2001;2.6;1.1;0.8;0.3;0.5;0.2;0.4;1.3;1.1;0.1;0.1;0.0;0.3;0.0
938;Mannen;40 tot 45 jaar;Surinamers;2002;2.6;1.1;0.8;0.3;0.5;0.2;0.4;1.2;1.0;0.1;0.1;0.0;0.4;0.0
939;Mannen;40 tot 45 jaar;Surinamers;2003;2.8;1.1;0.7;0.3;0.5;0.3;0.3;1.2;1.0;0.1;0.1;0.0;0.6;0.0
940;Mannen;40 tot 45 jaar;Antillianen en Arubanen;1999;0.9;0.2;0.2;0.0;0.1;0.0;0.1;0.6;0.5;0.0;0.1;0.0;0.1;0.0
941;Mannen;40 tot 45 jaar;Antillianen en Arubanen;2000;0.9;0.2;0.2;0.1;0.1;0.1;0.1;0.6;0.5;0.0;0.1;0.0;0.1;0.0
942;Mannen;40 tot 45 jaar;Antillianen en Arubanen;2001;0.9;0.2;0.2;0.1;0.1;0.1;0.1;0.6;0.5;0.0;0.1;0.0;0.1;0.0
943;Mannen;40 tot 45 jaar;Antillianen en Arubanen;2002;1.0;0.2;0.2;0.1;0.1;0.1;0.1;0.6;0.6;0.0;0.1;0.0;0.1;0.0
944;Mannen;40 tot 45 jaar;Antillianen en Arubanen;2003;1.1;0.2;0.2;0.1;0.1;0.1;0.1;0.7;0.6;0.0;0.1;0.0;0.2;0.0
945;Mannen;40 tot 45 jaar;Overige niet-westerse allochtonen;1999;4.5;0.7;0.5;0.2;0.2;0.2;0.2;3.4;1.4;0.2;1.9;0.0;0.5;0.0
946;Mannen;40 tot 45 jaar;Overige niet-westerse allochtonen;2000;4.7;0.8;0.5;0.2;0.3;0.2;0.3;3.5;1.4;0.1;1.9;0.0;0.5;0.0
947;Mannen;40 tot 45 jaar;Overige niet-westerse allochtonen;2001;5.0;0.9;0.6;0.3;0.3;0.3;0.3;3.7;1.5;0.1;2.1;0.0;0.5;0.0
948;Mannen;40 tot 45 jaar;Overige niet-westerse allochtonen;2002;5.5;1.0;0.7;0.3;0.4;0.4;0.3;3.8;1.6;0.1;2.1;0.0;0.8;0.0
949;Mannen;40 tot 45 jaar;Overige niet-westerse allochtonen;2003;6.5;1.1;0.7;0.4;0.4;0.4;0.3;4.4;1.8;0.2;2.4;0.0;1.3;0.0
950;Mannen;45 tot 50 jaar;Totaal herkomstgroeperingen;1999;90.8;65.5;39.2;26.2;18.5;21.7;25.3;18.5;10.7;0.6;7.2;0.1;10.0;0.5
951;Mannen;45 tot 50 jaar;Totaal herkomstgroeperingen;2000;87.1;64.9;38.8;26.0;18.9;21.3;24.7;17.0;10.2;0.5;6.2;0.0;7.9;0.4
952;Mannen;45 tot 50 jaar;Totaal herkomstgroeperingen;2001;85.4;64.3;37.6;25.7;19.5;20.8;23.9;16.4;10.0;0.5;5.9;0.0;7.3;0.4
953;Mannen;45 tot 50 jaar;Totaal herkomstgroeperingen;2002;87.0;62.6;37.1;25.4;20.4;20.2;22.0;16.5;10.1;0.5;5.9;0.0;10.9;0.3
954;Mannen;45 tot 50 jaar;Totaal herkomstgroeperingen;2003;91.1;60.2;35.7;24.4;20.2;19.3;20.7;17.7;10.8;0.6;6.2;0.0;17.0;0.3
955;Mannen;45 tot 50 jaar;Autochtonen;1999;69.8;54.8;32.1;22.7;15.0;18.6;21.2;9.7;6.5;0.3;2.9;0.0;7.7;0.4
956;Mannen;45 tot 50 jaar;Autochtonen;2000;67.2;54.3;31.7;22.5;15.3;18.3;20.7;8.8;6.1;0.3;2.4;0.0;6.0;0.3
957;Mannen;45 tot 50 jaar;Autochtonen;2001;65.3;53.4;30.6;22.0;15.6;17.7;20.1;8.2;5.9;0.2;2.1;0.0;5.5;0.2
958;Mannen;45 tot 50 jaar;Autochtonen;2002;65.9;51.7;30.0;21.6;16.3;17.0;18.4;8.2;5.9;0.3;2.0;0.0;8.0;0.2
959;Mannen;45 tot 50 jaar;Autochtonen;2003;67.5;49.2;28.5;20.6;16.0;16.1;17.2;8.5;6.2;0.3;2.0;0.0;12.4;0.2
960;Mannen;45 tot 50 jaar;Allochtonen;1999;20.9;10.7;7.1;3.5;3.5;3.1;4.1;8.8;4.3;0.3;4.2;0.0;2.4;0.2
961;Mannen;45 tot 50 jaar;Allochtonen;2000;19.9;10.6;7.1;3.6;3.6;3.0;4.0;8.2;4.1;0.2;3.8;0.0;1.9;0.1
962;Mannen;45 tot 50 jaar;Allochtonen;2001;20.1;10.9;7.0;3.7;3.9;3.1;3.9;8.2;4.1;0.2;3.8;0.0;1.9;0.1
963;Mannen;45 tot 50 jaar;Allochtonen;2002;21.1;10.9;7.1;3.8;4.1;3.2;3.6;8.3;4.1;0.3;3.9;0.0;2.8;0.1
964;Mannen;45 tot 50 jaar;Allochtonen;2003;23.6;11.0;7.2;3.8;4.2;3.2;3.5;9.2;4.6;0.3;4.2;0.0;4.6;0.1
965;Mannen;45 tot 50 jaar;Westerse allochtonen;1999;9.0;5.7;3.6;2.1;1.7;1.7;2.3;2.5;1.5;0.1;0.8;0.0;1.1;0.0
966;Mannen;45 tot 50 jaar;Westerse allochtonen;2000;8.2;5.5;3.4;2.0;1.7;1.6;2.2;2.1;1.4;0.1;0.7;0.0;0.9;0.0
967;Mannen;45 tot 50 jaar;Westerse allochtonen;2001;7.7;5.2;3.2;2.0;1.8;1.5;2.0;1.9;1.2;0.1;0.6;0.0;0.8;0.0
968;Mannen;45 tot 50 jaar;Westerse allochtonen;2002;7.9;5.0;3.1;1.9;1.8;1.4;1.8;1.9;1.2;0.1;0.6;0.0;1.3;0.0
969;Mannen;45 tot 50 jaar;Westerse allochtonen;2003;8.4;4.8;3.0;1.8;1.8;1.3;1.7;1.9;1.2;0.1;0.6;0.0;2.0;0.0
970;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;1999;12.0;5.0;3.5;1.5;1.8;1.4;1.8;6.3;2.7;0.2;3.4;0.0;1.2;0.1
971;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2000;11.7;5.2;3.6;1.5;1.9;1.4;1.8;6.1;2.7;0.2;3.1;0.0;1.0;0.1
972;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2001;12.4;5.6;3.8;1.7;2.1;1.6;1.9;6.3;2.9;0.2;3.2;0.0;1.0;0.1
973;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2002;13.3;5.9;4.0;1.9;2.3;1.7;1.8;6.5;2.9;0.2;3.3;0.0;1.5;0.1
974;Mannen;45 tot 50 jaar;Niet-westerse allochtonen;2003;15.2;6.2;4.2;2.0;2.4;1.9;1.9;7.2;3.4;0.2;3.6;0.0;2.5;0.1
975;Mannen;45 tot 50 jaar;Marokkanen;1999;2.3;1.2;0.9;0.3;0.5;0.3;0.4;1.1;0.2;0.0;0.9;0.0;0.2;0.0
976;Mannen;45 tot 50 jaar;Marokkanen;2000;2.2;1.2;0.9;0.3;0.5;0.3;0.4;1.0;0.2;0.0;0.8;0.0;0.1;0.0
977;Mannen;45 tot 50 jaar;Marokkanen;2001;2.3;1.2;0.9;0.3;0.6;0.3;0.4;1.0;0.2;0.0;0.8;0.0;0.2;0.0
978;Mannen;45 tot 50 jaar;Marokkanen;2002;2.4;1.3;0.9;0.3;0.6;0.4;0.3;1.0;0.2;0.0;0.8;0.0;0.2;0.0
979;Mannen;45 tot 50 jaar;Marokkanen;2003;2.7;1.4;1.0;0.4;0.6;0.4;0.3;1.2;0.3;0.0;0.9;0.0;0.4;0.0
980;Mannen;45 tot 50 jaar;Turken;1999;2.5;1.5;1.0;0.5;0.5;0.5;0.5;1.0;0.2;0.0;0.7;0.0;0.3;0.1
981;Mannen;45 tot 50 jaar;Turken;2000;2.4;1.4;1.0;0.5;0.5;0.5;0.5;0.8;0.2;0.0;0.6;0.0;0.2;0.0
982;Mannen;45 tot 50 jaar;Turken;2001;2.7;1.7;1.1;0.6;0.6;0.6;0.6;0.9;0.2;0.0;0.7;0.0;0.2;0.1
983;Mannen;45 tot 50 jaar;Turken;2002;2.9;1.8;1.2;0.6;0.7;0.6;0.5;0.9;0.2;0.0;0.7;0.0;0.3;0.0
984;Mannen;45 tot 50 jaar;Turken;2003;3.3;2.0;1.3;0.7;0.7;0.7;0.6;1.0;0.3;0.0;0.7;0.0;0.5;0.0
985;Mannen;45 tot 50 jaar;Surinamers;1999;2.8;1.4;1.0;0.4;0.5;0.3;0.6;1.2;1.0;0.0;0.2;0.0;0.2;0.0
986;Mannen;45 tot 50 jaar;Surinamers;2000;2.8;1.5;1.1;0.4;0.6;0.3;0.6;1.2;1.0;0.0;0.1;0.0;0.2;0.0
987;Mannen;45 tot 50 jaar;Surinamers;2001;2.7;1.5;1.0;0.4;0.6;0.3;0.6;1.2;1.0;0.0;0.1;0.0;0.2;0.0
988;Mannen;45 tot 50 jaar;Surinamers;2002;2.9;1.5;1.0;0.4;0.6;0.3;0.5;1.2;1.0;0.0;0.1;0.0;0.3;0.0
989;Mannen;45 tot 50 jaar;Surinamers;2003;3.0;1.4;1.0;0.4;0.6;0.3;0.5;1.2;1.0;0.1;0.1;0.0;0.5;0.0
990;Mannen;45 tot 50 jaar;Antillianen en Arubanen;1999;0.7;0.2;0.1;0.1;0.1;0.0;0.1;0.4;0.3;0.0;0.1;0.0;0.1;0.0
991;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2000;0.7;0.2;0.2;0.1;0.1;0.1;0.1;0.4;0.4;0.0;0.1;0.0;0.1;0.0
992;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2001;0.8;0.3;0.2;0.1;0.1;0.1;0.1;0.5;0.4;0.0;0.1;0.0;0.1;0.0
993;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2002;0.9;0.3;0.2;0.1;0.1;0.1;0.1;0.5;0.4;0.0;0.1;0.0;0.1;0.0
994;Mannen;45 tot 50 jaar;Antillianen en Arubanen;2003;1.0;0.3;0.2;0.1;0.1;0.1;0.1;0.6;0.5;0.0;0.1;0.0;0.2;0.0
995;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;1999;3.6;0.7;0.5;0.2;0.2;0.2;0.3;2.6;0.9;0.1;1.5;0.0;0.4;0.0
996;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2000;3.6;0.8;0.6;0.3;0.3;0.3;0.3;2.5;0.9;0.1;1.5;0.0;0.3;0.0
997;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2001;3.9;0.9;0.6;0.3;0.3;0.3;0.3;2.7;1.0;0.1;1.6;0.0;0.4;0.0
998;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2002;4.3;1.0;0.7;0.4;0.3;0.4;0.4;2.8;1.1;0.1;1.7;0.0;0.5;0.0
999;Mannen;45 tot 50 jaar;Overige niet-westerse allochtonen;2003;5.2;1.1;0.7;0.4;0.4;0.4;0.3;3.3;1.3;0.1;1.8;0.0;0.9;0.0
1000;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;1999;123.4;98.0;62.0;36.0;25.9;33.9;38.3;17.6;9.3;0.3;8.0;0.1;11.6;0.8
1001;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2000;123.5;100.0;62.4;37.5;26.8;34.4;38.9;17.0;9.1;0.4;7.4;0.0;10.2;0.7
1002;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2001;117.0;95.7;57.5;37.1;26.6;32.8;36.3;16.1;9.0;0.4;6.8;0.0;8.5;0.7
1003;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2002;114.3;90.8;54.1;36.7;26.1;30.9;33.8;15.6;8.9;0.4;6.3;0.0;11.4;0.6
1004;Mannen;50 tot 55 jaar;Totaal herkomstgroeperingen;2003;114.1;85.6;50.5;35.0;25.8;28.8;31.1;16.2;9.6;0.3;6.2;0.0;16.5;0.6
1005;Mannen;50 tot 55 jaar;Autochtonen;1999;98.7;82.0;51.0;31.1;21.5;28.7;31.9;10.2;6.1;0.2;3.8;0.1;9.3;0.6
1006;Mannen;50 tot 55 jaar;Autochtonen;2000;98.7;83.7;51.4;32.4;22.1;29.1;32.5;9.5;6.0;0.2;3.4;0.0;8.1;0.5
1007;Mannen;50 tot 55 jaar;Autochtonen;2001;92.9;79.9;47.1;31.9;21.9;27.8;30.3;8.7;5.7;0.2;2.9;0.0;6.7;0.4
1008;Mannen;50 tot 55 jaar;Autochtonen;2002;90.3;75.8;44.2;31.5;21.4;26.2;28.2;8.2;5.5;0.2;2.5;0.0;9.0;0.4
1009;Mannen;50 tot 55 jaar;Autochtonen;2003;89.4;71.4;41.3;30.0;21.1;24.4;26.0;8.4;5.9;0.2;2.3;0.0;12.8;0.3
1010;Mannen;50 tot 55 jaar;Allochtonen;1999;24.7;16.0;11.0;5.0;4.4;5.2;6.4;7.5;3.1;0.2;4.1;0.0;2.2;0.3
1011;Mannen;50 tot 55 jaar;Allochtonen;2000;24.8;16.3;11.1;5.2;4.6;5.2;6.4;7.5;3.2;0.2;4.1;0.0;2.0;0.2
1012;Mannen;50 tot 55 jaar;Allochtonen;2001;24.2;15.8;10.4;5.2;4.8;5.0;6.0;7.4;3.3;0.2;3.9;0.0;1.8;0.2
1013;Mannen;50 tot 55 jaar;Allochtonen;2002;24.0;15.1;9.9;5.2;4.8;4.7;5.6;7.4;3.4;0.2;3.8;0.0;2.5;0.3
1014;Mannen;50 tot 55 jaar;Allochtonen;2003;24.7;14.2;9.2;5.0;4.7;4.4;5.1;7.8;3.8;0.2;3.9;0.0;3.8;0.2
1015;Mannen;50 tot 55 jaar;Westerse allochtonen;1999;12.8;9.4;6.2;3.2;2.6;3.1;3.8;2.4;1.4;0.0;1.0;0.0;1.4;0.1
1016;Mannen;50 tot 55 jaar;Westerse allochtonen;2000;12.7;9.5;6.3;3.3;2.7;3.1;3.8;2.3;1.4;0.1;0.9;0.0;1.2;0.1
1017;Mannen;50 tot 55 jaar;Westerse allochtonen;2001;12.2;9.2;5.8;3.3;2.7;2.9;3.6;2.2;1.3;0.1;0.8;0.0;1.1;0.0
1018;Mannen;50 tot 55 jaar;Westerse allochtonen;2002;11.7;8.5;5.3;3.2;2.6;2.7;3.2;2.1;1.3;0.1;0.7;0.0;1.5;0.0
1019;Mannen;50 tot 55 jaar;Westerse allochtonen;2003;11.6;7.8;4.8;3.0;2.5;2.4;2.9;2.1;1.4;0.1;0.7;0.0;2.2;0.0
1020;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;1999;11.9;6.6;4.8;1.8;1.8;2.1;2.6;5.1;1.8;0.1;3.2;0.0;0.9;0.2
1021;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2000;12.1;6.7;4.8;1.9;1.9;2.1;2.7;5.2;1.8;0.1;3.2;0.0;0.8;0.2
1022;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2001;12.0;6.6;4.6;1.9;2.1;2.1;2.4;5.2;2.0;0.1;3.1;0.0;0.7;0.2
1023;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2002;12.3;6.6;4.5;2.0;2.2;2.0;2.4;5.4;2.1;0.1;3.1;0.0;1.0;0.2
1024;Mannen;50 tot 55 jaar;Niet-westerse allochtonen;2003;13.1;6.4;4.4;2.0;2.2;2.0;2.3;5.7;2.4;0.1;3.2;0.0;1.5;0.2
1025;Mannen;50 tot 55 jaar;Marokkanen;1999;3.0;1.8;1.3;0.5;0.5;0.6;0.7;1.2;0.2;0.0;1.0;0.0;0.2;0.1
1026;Mannen;50 tot 55 jaar;Marokkanen;2000;3.1;1.9;1.4;0.5;0.6;0.6;0.7;1.2;0.2;0.0;1.0;0.0;0.2;0.0
1027;Mannen;50 tot 55 jaar;Marokkanen;2001;2.9;1.8;1.3;0.5;0.6;0.5;0.6;1.1;0.2;0.0;0.9;0.0;0.1;0.1
1028;Mannen;50 tot 55 jaar;Marokkanen;2002;2.8;1.7;1.2;0.5;0.6;0.5;0.6;1.1;0.2;0.0;0.9;0.0;0.2;0.1
1029;Mannen;50 tot 55 jaar;Marokkanen;2003;2.6;1.5;1.1;0.4;0.6;0.4;0.5;1.1;0.2;0.0;0.8;0.0;0.2;0.0
1030;Mannen;50 tot 55 jaar;Turken;1999;3.4;2.3;1.7;0.6;0.6;0.8;0.9;1.1;0.2;0.0;0.9;0.0;0.2;0.1
1031;Mannen;50 tot 55 jaar;Turken;2000;3.4;2.3;1.6;0.7;0.6;0.8;0.9;1.1;0.2;0.0;0.9;0.0;0.2;0.1
1032;Mannen;50 tot 55 jaar;Turken;2001;3.1;2.1;1.4;0.7;0.6;0.8;0.8;1.0;0.2;0.0;0.8;0.0;0.2;0.1
1033;Mannen;50 tot 55 jaar;Turken;2002;3.0;2.1;1.4;0.7;0.6;0.7;0.7;1.0;0.2;0.0;0.8;0.0;0.2;0.1
1034;Mannen;50 tot 55 jaar;Turken;2003;2.9;1.9;1.3;0.6;0.6;0.7;0.6;0.9;0.2;0.0;0.7;0.0;0.3;0.1
1035;Mannen;50 tot 55 jaar;Surinamers;1999;2.4;1.4;1.0;0.4;0.5;0.3;0.6;0.8;0.6;0.0;0.2;0.0;0.2;0.0
1036;Mannen;50 tot 55 jaar;Surinamers;2000;2.4;1.5;1.1;0.4;0.5;0.3;0.6;0.8;0.6;0.0;0.2;0.0;0.1;0.0
1037;Mannen;50 tot 55 jaar;Surinamers;2001;2.4;1.5;1.1;0.4;0.5;0.4;0.6;0.8;0.7;0.0;0.2;0.0;0.1;0.0
1038;Mannen;50 tot 55 jaar;Surinamers;2002;2.6;1.6;1.1;0.5;0.6;0.4;0.6;0.9;0.7;0.0;0.1;0.0;0.2;0.0
1039;Mannen;50 tot 55 jaar;Surinamers;2003;2.9;1.7;1.2;0.5;0.6;0.4;0.6;1.0;0.8;0.0;0.2;0.0;0.4;0.0
1040;Mannen;50 tot 55 jaar;Antillianen en Arubanen;1999;0.6;0.2;0.2;0.1;0.1;0.1;0.1;0.3;0.2;0.0;0.1;0.0;0.1;0.0
1041;Mannen;50 tot 55 jaar;Antillianen en Arubanen;2000;0.6;0.2;0.2;0.1;0.1;0.1;0.1;0.3;0.2;0.0;0.1;0.0;0.1;0.0
1042;Mannen;50 tot 55 jaar;Antillianen en Arubanen;2001;0.6;0.2;0.2;0.1;0.1;0.1;0.1;0.3;0.3;0.0;0.1;0.0;0.1;0.0
1043;Mannen;50 tot 55 jaar;Antillianen en Arubanen;2002;0.7;0.3;0.2;0.1;0.1;0.1;0.1;0.4;0.3;0.0;0.1;0.0;0.1;0.0
1044;Mannen;50 tot 55 jaar;Antillianen en Arubanen;2003;0.8;0.3;0.2;0.1;0.1;0.1;0.1;0.4;0.3;0.0;0.1;0.0;0.2;0.0
1045;Mannen;50 tot 55 jaar;Overige niet-westerse allochtonen;1999;2.6;0.8;0.5;0.2;0.2;0.3;0.3;1.6;0.5;0.1;1.1;0.0;0.2;0.0
1046;Mannen;50 tot 55 jaar;Overige niet-westerse allochtonen;2000;2.8;0.9;0.6;0.3;0.2;0.3;0.4;1.8;0.6;0.1;1.2;0.0;0.2;0.0
1047;Mannen;50 tot 55 jaar;Overige niet-westerse allochtonen;2001;3.0;0.9;0.6;0.3;0.2;0.3;0.4;2.0;0.6;0.1;1.2;0.0;0.2;0.0
1048;Mannen;50 tot 55 jaar;Overige niet-westerse allochtonen;2002;3.3;1.0;0.7;0.4;0.3;0.3;0.4;2.1;0.7;0.1;1.3;0.0;0.3;0.0
1049;Mannen;50 tot 55 jaar;Overige niet-westerse allochtonen;2003;3.8;1.0;0.7;0.4;0.3;0.4;0.4;2.4;0.9;0.1;1.4;0.0;0.5;0.0
1050;Mannen;55 tot 60 jaar;Totaal herkomstgroeperingen;1999;145.7;109.1;73.3;35.8;26.7;38.2;44.2;15.2;6.7;0.2;8.3;0.1;22.8;4.9
