ID;Geslacht;Leeftijden;TypeZorg;SamenstellingHuishoudens;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
4410;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2004;4020;3.39;353;88;2.98
4411;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2005;4770;3.88;464;97;3.77
4412;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2006;5110;3.99;498;97;3.89
4413;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2007;5425;4.08;538;99;4.04
4414;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2008;5800;4.17;612;105;4.4
4415;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2009;6250;4.3;695;111;4.79
4416;Mannen;80 jaar of ouder;1;Huishoudens met paar zonder kinderen;2010;6545;4.3;763;117;5.02
4417;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2004;135;0.61;10;71;0.44
4418;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2005;170;0.78;13;76;0.59
4419;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2006;205;0.94;17;81;0.76
4420;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2007;185;0.86;17;90;0.78
4421;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2008;185;0.84;18;99;0.83
4422;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2009;205;0.96;20;95;0.92
4423;Mannen;80 jaar of ouder;1;Overige huishoudens zonder kinderen;2010;185;0.85;20;106;0.9
4424;Mannen;80 jaar of ouder;2;Totaal huishoudens;2004;4325;2.09;1005;232;4.85
4425;Mannen;80 jaar of ouder;2;Totaal huishoudens;2005;5045;2.36;869;172;4.06
4426;Mannen;80 jaar of ouder;2;Totaal huishoudens;2006;6020;2.73;749;124;3.39
4427;Mannen;80 jaar of ouder;2;Totaal huishoudens;2007;9205;4.04;904;98;3.97
4428;Mannen;80 jaar of ouder;2;Totaal huishoudens;2008;13625;5.76;1225;90;5.18
4429;Mannen;80 jaar of ouder;2;Totaal huishoudens;2009;16895;6.89;1557;92;6.35
4430;Mannen;80 jaar of ouder;2;Totaal huishoudens;2010;19800;7.74;1778;90;6.95
4431;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2004;1380;2.48;401;291;7.22
4432;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2005;1100;1.91;340;309;5.91
4433;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2006;1125;1.88;270;241;4.52
4434;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2007;1810;2.92;245;135;3.95
4435;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2008;2940;4.57;332;113;5.17
4436;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2009;3760;5.61;407;108;6.07
4437;Mannen;80 jaar of ouder;2;Eénpersoonshuishoudens;2010;4515;6.44;467;104;6.66
4438;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2004;245;2.26;17;70;1.58
4439;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2005;325;2.95;17;52;1.53
4440;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2006;420;3.78;25;60;2.26
4441;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2007;590;5.31;47;79;4.2
4442;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2008;850;7.53;73;86;6.45
4443;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2009;940;8.33;82;87;7.23
4444;Mannen;80 jaar of ouder;2;Totaal meerpers.huishoudens met kinderen;2010;1060;9.21;97;92;8.43
4445;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2004;90;3.07;7;75;2.29
4446;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2005;95;3.26;5;55;1.8
4447;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2006;115;3.98;8;68;2.69
4448;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2007;170;5.95;12;71;4.21
4449;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2008;250;8.55;20;80;6.88
4450;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2009;280;9.64;24;85;8.15
4451;Mannen;80 jaar of ouder;2;Eénouderhuishoudens;2010;330;10.97;32;98;10.7
4452;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2004;160;1.97;11;67;1.32
4453;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2005;230;2.84;12;50;1.43
4454;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2006;305;3.71;17;57;2.1
4455;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2007;420;5.08;35;83;4.2
4456;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2008;605;7.18;53;88;6.3
4457;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2009;665;7.88;58;88;6.92
4458;Mannen;80 jaar of ouder;2;Huishoudens met paar met kinderen;2010;735;8.59;65;89;7.63
4459;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2004;2700;1.92;587;217;4.17
4460;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2005;3620;2.49;512;141;3.52
4461;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2006;4475;2.99;454;101;3.03
4462;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2007;6800;4.4;612;90;3.96
4463;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2008;9830;6.11;819;83;5.09
4464;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2009;12195;7.32;1069;88;6.41
4465;Mannen;80 jaar of ouder;2;Totaal meerpers.huish. zonder kinderen;2010;14225;8.17;1214;85;6.97
4466;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2004;2550;2.15;524;205;4.42
4467;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2005;3480;2.83;475;136;3.86
4468;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2006;4300;3.36;424;99;3.31
4469;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2007;6575;4.94;588;89;4.42
4470;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2008;9520;6.84;759;80;5.45
4471;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2009;11805;8.13;991;84;6.82
4472;Mannen;80 jaar of ouder;2;Huishoudens met paar zonder kinderen;2010;13730;9.03;1171;85;7.7
4473;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2004;150;0.69;63;415;2.86
4474;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2005;135;0.62;37;271;1.67
4475;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2006;180;0.82;30;166;1.36
4476;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2007;230;1.06;25;108;1.15
4477;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2008;315;1.44;60;193;2.79
4478;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2009;390;1.82;77;198;3.61
4479;Mannen;80 jaar of ouder;2;Overige huishoudens zonder kinderen;2010;495;2.26;43;87;1.96
4480;Mannen;80 jaar of ouder;3;Totaal huishoudens;2004;7165;3.46;215;30;1.04
4481;Mannen;80 jaar of ouder;3;Totaal huishoudens;2005;5870;2.75;121;21;0.57
4482;Mannen;80 jaar of ouder;3;Totaal huishoudens;2006;6025;2.73;118;20;0.53
4483;Mannen;80 jaar of ouder;3;Totaal huishoudens;2007;5200;2.28;102;20;0.45
4484;Mannen;80 jaar of ouder;3;Totaal huishoudens;2008;4330;1.83;83;19;0.35
4485;Mannen;80 jaar of ouder;3;Totaal huishoudens;2009;3650;1.49;69;19;0.28
4486;Mannen;80 jaar of ouder;3;Totaal huishoudens;2010;3440;1.34;67;19;0.26
4487;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2004;1370;2.46;51;37;0.92
4488;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2005;1245;2.16;29;24;0.51
4489;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2006;1295;2.17;29;23;0.49
4490;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2007;1155;1.86;26;23;0.42
4491;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2008;860;1.33;22;26;0.35
4492;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2009;750;1.12;18;24;0.27
4493;Mannen;80 jaar of ouder;3;Eénpersoonshuishoudens;2010;775;1.11;19;24;0.27
4494;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2004;480;4.4;13;27;1.19
4495;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2005;380;3.47;9;24;0.83
4496;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2006;345;3.09;7;21;0.66
4497;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2007;290;2.62;6;19;0.51
4498;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2008;260;2.3;4;17;0.38
4499;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2009;235;2.08;5;23;0.47
4500;Mannen;80 jaar of ouder;3;Totaal meerpers.huishoudens met kinderen;2010;195;1.7;4;19;0.33
4501;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2004;150;5.18;4;24;1.26
4502;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2005;110;3.78;3;26;0.97
4503;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2006;85;2.99;2;25;0.76
4504;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2007;85;2.89;2;18;0.53
4505;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2008;55;1.93;1;18;0.35
4506;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2009;55;1.87;1;22;0.4
4507;Mannen;80 jaar of ouder;3;Eénouderhuishoudens;2010;55;1.87;1;23;0.43
4508;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2004;330;4.12;9;28;1.17
4509;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2005;270;3.36;6;23;0.79
4510;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2006;255;3.13;5;20;0.63
4511;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2007;210;2.53;4;20;0.5
4512;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2008;205;2.43;3;16;0.4
4513;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2009;180;2.15;4;23;0.5
4514;Mannen;80 jaar of ouder;3;Huishoudens met paar met kinderen;2010;140;1.64;3;18;0.3
4515;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2004;5315;3.78;151;28;1.08
4516;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2005;4245;2.92;83;19;0.57
4517;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2006;4385;2.93;81;19;0.54
4518;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2007;3755;2.43;70;19;0.45
4519;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2008;3210;2.0;56;18;0.35
4520;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2009;2660;1.6;46;17;0.27
4521;Mannen;80 jaar of ouder;3;Totaal meerpers.huish. zonder kinderen;2010;2465;1.42;44;18;0.25
4522;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2004;5015;4.23;144;29;1.21
4523;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2005;3960;3.22;79;20;0.64
4524;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2006;4065;3.18;74;18;0.58
4525;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2007;3495;2.62;64;18;0.48
4526;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2008;3000;2.16;52;17;0.37
4527;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2009;2490;1.72;41;17;0.28
4528;Mannen;80 jaar of ouder;3;Huishoudens met paar zonder kinderen;2010;2325;1.53;41;18;0.27
4529;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2004;300;1.36;8;26;0.35
4530;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2005;285;1.28;4;15;0.19
4531;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2006;315;1.45;7;21;0.31
4532;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2007;260;1.22;6;25;0.3
4533;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2008;210;0.96;5;22;0.21
4534;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2009;170;0.79;4;26;0.2
4535;Mannen;80 jaar of ouder;3;Overige huishoudens zonder kinderen;2010;140;0.64;3;20;0.13
4536;Mannen;80 jaar of ouder;4;Totaal huishoudens;2004;9300;4.49;1432;154;6.92
4537;Mannen;80 jaar of ouder;4;Totaal huishoudens;2005;5665;2.65;933;165;4.37
4538;Mannen;80 jaar of ouder;4;Totaal huishoudens;2006;4875;2.21;888;182;4.02
4539;Mannen;80 jaar of ouder;4;Totaal huishoudens;2007;5500;2.42;1081;197;4.75
4540;Mannen;80 jaar of ouder;4;Totaal huishoudens;2008;8270;3.5;1815;219;7.67
4541;Mannen;80 jaar of ouder;4;Totaal huishoudens;2009;10510;4.29;2557;243;10.44
4542;Mannen;80 jaar of ouder;4;Totaal huishoudens;2010;11965;4.68;3108;260;12.15
4543;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2004;5830;10.49;909;156;16.36
4544;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2005;3350;5.81;594;177;10.32
4545;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2006;2775;4.65;558;201;9.33
4546;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2007;3395;5.48;714;210;11.52
4547;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2008;5410;8.41;1248;231;19.4
4548;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2009;7175;10.7;1829;255;27.28
4549;Mannen;80 jaar of ouder;4;Eénpersoonshuishoudens;2010;8315;11.86;2277;274;32.49
4550;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2004;330;3.01;54;164;4.92
4551;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2005;230;2.08;39;169;3.52
4552;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2006;180;1.64;34;185;3.03
4553;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2007;190;1.71;39;203;3.46
4554;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2008;245;2.17;60;243;5.27
4555;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2009;255;2.27;70;273;6.2
4556;Mannen;80 jaar of ouder;4;Totaal meerpers.huishoudens met kinderen;2010;215;1.87;56;260;4.86
4557;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2004;145;5.04;27;182;9.17
4558;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2005;100;3.43;20;197;6.76
4559;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2006;80;2.75;17;209;5.74
4560;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2007;65;2.23;15;240;5.35
4561;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2008;95;3.31;23;244;8.08
4562;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2009;105;3.57;30;287;10.23
4563;Mannen;80 jaar of ouder;4;Eénouderhuishoudens;2010;95;3.24;25;261;8.46
4564;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2004;180;2.27;27;149;3.39
4565;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2005;130;1.59;19;148;2.36
4566;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2006;100;1.25;17;166;2.06
4567;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2007;125;1.52;23;184;2.8
4568;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2008;150;1.77;36;242;4.3
4569;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2009;155;1.83;41;264;4.82
4570;Mannen;80 jaar of ouder;4;Huishoudens met paar met kinderen;2010;120;1.39;31;259;3.61
4571;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2004;3145;2.24;469;149;3.34
4572;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2005;2090;1.44;300;144;2.07
4573;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2006;1915;1.28;296;155;1.98
4574;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2007;1915;1.24;329;172;2.13
4575;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2008;2615;1.63;507;194;3.15
4576;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2009;3080;1.85;658;214;3.95
4577;Mannen;80 jaar of ouder;4;Totaal meerpers.huish. zonder kinderen;2010;3435;1.97;774;226;4.45
4578;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2004;3035;2.56;433;143;3.65
4579;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2005;1980;1.61;274;139;2.23
4580;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2006;1830;1.43;281;154;2.2
4581;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2007;1810;1.36;311;172;2.33
4582;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2008;2475;1.78;479;194;3.44
4583;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2009;2935;2.02;627;214;4.32
4584;Mannen;80 jaar of ouder;4;Huishoudens met paar zonder kinderen;2010;3255;2.14;731;225;4.81
4585;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2004;110;0.49;36;330;1.63
4586;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2005;110;0.49;26;238;1.18
4587;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2006;85;0.39;15;179;0.69
4588;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2007;105;0.5;19;174;0.86
4589;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2008;145;0.66;28;198;1.3
4590;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2009;145;0.68;31;215;1.46
4591;Mannen;80 jaar of ouder;4;Overige huishoudens zonder kinderen;2010;180;0.81;43;243;1.97
4592;Mannen;80 jaar of ouder;5;Totaal huishoudens;2004;1985;0.96;253;128;1.22
4593;Mannen;80 jaar of ouder;5;Totaal huishoudens;2005;2425;1.13;316;130;1.48
4594;Mannen;80 jaar of ouder;5;Totaal huishoudens;2006;2795;1.27;386;138;1.75
4595;Mannen;80 jaar of ouder;5;Totaal huishoudens;2007;2140;0.94;317;148;1.39
4596;Mannen;80 jaar of ouder;5;Totaal huishoudens;2008;1440;0.61;218;151;0.92
4597;Mannen;80 jaar of ouder;5;Totaal huishoudens;2009;1105;0.45;173;157;0.71
4598;Mannen;80 jaar of ouder;5;Totaal huishoudens;2010;905;0.35;142;157;0.56
4599;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2004;1005;1.81;142;141;2.55
4600;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2005;1430;2.49;205;143;3.55
4601;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2006;1790;2.99;265;148;4.43
4602;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2007;1460;2.36;228;156;3.68
4603;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2008;935;1.45;149;159;2.31
4604;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2009;745;1.11;122;164;1.83
4605;Mannen;80 jaar of ouder;5;Eénpersoonshuishoudens;2010;600;0.85;97;162;1.39
4606;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2004;75;0.68;10;135;0.91
4607;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2005;65;0.57;10;151;0.87
4608;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2006;60;0.52;10;167;0.87
4609;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2007;45;0.4;7;158;0.64
4610;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2008;40;0.35;6;145;0.51
4611;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2009;30;0.26;5;160;0.41
4612;Mannen;80 jaar of ouder;5;Totaal meerpers.huishoudens met kinderen;2010;20;0.18;3;149;0.27
4613;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2004;30;1.0;4;121;1.21
4614;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2005;30;1.03;4;146;1.51
4615;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2006;25;0.79;4;183;1.44
4616;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2007;20;0.77;4;172;1.32
4617;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2008;25;0.79;4;175;1.39
4618;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2009;15;0.45;2;178;0.8
4619;Mannen;80 jaar of ouder;5;Eénouderhuishoudens;2010;10;0.33;2;182;0.61
4620;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2004;45;0.56;6;144;0.81
4621;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2005;35;0.41;5;156;0.64
4622;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2006;35;0.43;5;157;0.67
4623;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2007;25;0.28;3;144;0.4
4624;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2008;15;0.2;2;103;0.21
4625;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2009;15;0.19;2;145;0.28
4626;Mannen;80 jaar of ouder;5;Huishoudens met paar met kinderen;2010;10;0.13;1;120;0.15
4627;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2004;905;0.64;101;112;0.72
4628;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2005;930;0.64;102;110;0.7
4629;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2006;950;0.63;111;118;0.74
4630;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2007;630;0.41;81;129;0.53
4631;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2008;465;0.29;63;136;0.39
4632;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2009;330;0.2;46;139;0.28
4633;Mannen;80 jaar of ouder;5;Totaal meerpers.huish. zonder kinderen;2010;285;0.16;42;146;0.24
4634;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2004;870;0.74;99;113;0.83
4635;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2005;890;0.72;99;111;0.8
4636;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2006;900;0.7;106;118;0.83
4637;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2007;595;0.45;77;129;0.58
4638;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2008;445;0.32;61;137;0.44
4639;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2009;320;0.22;45;140;0.31
4640;Mannen;80 jaar of ouder;5;Huishoudens met paar zonder kinderen;2010;280;0.18;41;145;0.27
4641;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2004;30;0.15;3;80;0.12
4642;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2005;45;0.19;4;86;0.17
4643;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2006;45;0.22;5;105;0.23
4644;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2007;35;0.16;4;123;0.2
4645;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2008;20;0.09;2;119;0.11
4646;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2009;10;0.05;1;128;0.06
4647;Mannen;80 jaar of ouder;5;Overige huishoudens zonder kinderen;2010;5;0.03;1;165;0.05
4648;Mannen;80 jaar of ouder;6;Totaal huishoudens;2004;12515;6.04;1602;128;7.74
4649;Mannen;80 jaar of ouder;6;Totaal huishoudens;2005;13340;6.24;1494;112;6.99
4650;Mannen;80 jaar of ouder;6;Totaal huishoudens;2006;14075;6.38;1658;118;7.52
4651;Mannen;80 jaar of ouder;6;Totaal huishoudens;2007;15905;6.98;2164;136;9.51
4652;Mannen;80 jaar of ouder;6;Totaal huishoudens;2008;14580;6.17;2041;140;8.63
4653;Mannen;80 jaar of ouder;6;Totaal huishoudens;2009;13620;5.56;1934;142;7.89
4654;Mannen;80 jaar of ouder;6;Totaal huishoudens;2010;13510;5.28;1976;146;7.73
4655;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2004;3320;5.97;518;156;9.33
4656;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2005;2805;4.87;326;116;5.67
4657;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2006;2795;4.67;339;121;5.67
4658;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2007;3275;5.29;485;148;7.83
4659;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2008;3145;4.89;460;146;7.16
4660;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2009;2910;4.34;445;153;6.64
4661;Mannen;80 jaar of ouder;6;Eénpersoonshuishoudens;2010;3025;4.31;477;158;6.81
4662;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2004;850;7.77;113;134;10.39
4663;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2005;910;8.27;118;130;10.74
4664;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2006;975;8.8;132;135;11.87
4665;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2007;1020;9.14;152;150;13.69
4666;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2008;845;7.5;136;161;12.04
4667;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2009;825;7.31;137;166;12.12
4668;Mannen;80 jaar of ouder;6;Totaal meerpers.huishoudens met kinderen;2010;820;7.13;137;166;11.84
4669;Mannen;80 jaar of ouder;6;Eénouderhuishoudens;2004;280;9.6;38;137;13.18
4670;Mannen;80 jaar of ouder;6;Eénouderhuishoudens;2005;265;9.06;38;144;13.06
