ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenAanZorgVoorIngezetenen_1
4259;HC22: Dagbehandeling revalidatiezorg;HP34: Ambulante zorgcentra;2016;0
4260;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2005;0
4261;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2006;0
4262;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2007;0
4263;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2008;0
4264;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2009;0
4265;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2010;0
4266;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2011;0
4267;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2012;0
4268;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2013;0
4269;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2014;0
4270;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2015;0
4271;HC22: Dagbehandeling revalidatiezorg;HP4: Ondersteunende diensten;2016;0
4272;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2005;0
4273;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2006;0
4274;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2007;0
4275;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2008;0
4276;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2009;0
4277;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2010;0
4278;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2011;0
4279;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2012;0
4280;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2013;0
4281;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2014;0
4282;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2015;0
4283;HC22: Dagbehandeling revalidatiezorg;HP41: Ambulance, ziekenvervoer;2016;0
4284;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2005;0
4285;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2006;0
4286;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2007;0
4287;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2008;0
4288;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2009;0
4289;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2010;0
4290;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2011;0
4291;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2012;0
4292;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2013;0
4293;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2014;0
4294;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2015;0
4295;HC22: Dagbehandeling revalidatiezorg;HP42: Laboratoria;2016;0
4296;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2005;0
4297;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2006;0
4298;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2007;0
4299;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2008;0
4300;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2009;0
4301;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2010;0
4302;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2011;0
4303;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2012;0
4304;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2013;0
4305;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2014;0
4306;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2015;0
4307;HC22: Dagbehandeling revalidatiezorg;HP5: Leveranciers genees-en hulpmiddelen;2016;0
4308;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2005;0
4309;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2006;0
4310;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2007;0
4311;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2008;0
4312;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2009;0
4313;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2010;0
4314;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2011;0
4315;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2012;0
4316;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2013;0
4317;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2014;0
4318;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2015;0
4319;HC22: Dagbehandeling revalidatiezorg;HP51: Leveranciers geneesmiddelen;2016;0
4320;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2005;0
4321;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2006;0
4322;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2007;0
4323;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2008;0
4324;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2009;0
4325;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2010;0
4326;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2011;0
4327;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2012;0
4328;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2013;0
4329;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2014;0
4330;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2015;0
4331;HC22: Dagbehandeling revalidatiezorg;HP52: Leveranciers hulpmiddelen;2016;0
4332;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2005;0
4333;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2006;0
4334;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2007;0
4335;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2008;0
4336;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2009;0
4337;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2010;0
4338;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2011;0
4339;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2012;0
4340;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2013;0
4341;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2014;0
4342;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2015;0
4343;HC22: Dagbehandeling revalidatiezorg;HP6: Aanbieders van preventieve zorg;2016;0
4344;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2005;0
4345;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2006;0
4346;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2007;0
4347;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2008;0
4348;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2009;0
4349;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2010;0
4350;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2011;0
4351;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2012;0
4352;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2013;0
4353;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2014;0
4354;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2015;0
4355;HC22: Dagbehandeling revalidatiezorg;HP7: Organisaties beheer en financiering;2016;0
4356;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2005;0
4357;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2006;0
4358;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2007;0
4359;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2008;0
4360;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2009;0
4361;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2010;0
4362;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2011;0
4363;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2012;0
4364;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2013;0
4365;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2014;0
4366;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2015;0
4367;HC22: Dagbehandeling revalidatiezorg;HP71: Overheidsbeleid en beheer org.;2016;0
4368;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2005;0
4369;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2006;0
4370;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2007;0
4371;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2008;0
4372;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2009;0
4373;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2010;0
4374;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2011;0
4375;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2012;0
4376;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2013;0
4377;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2014;0
4378;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2015;0
4379;HC22: Dagbehandeling revalidatiezorg;HP72: Zorgverzekeraars, ziekenfondsen;2016;0
4380;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2005;0
4381;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2006;0
4382;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2007;0
4383;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2008;0
4384;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2009;0
4385;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2010;0
4386;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2011;0
4387;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2012;0
4388;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2013;0
4389;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2014;0
4390;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2015;0
4391;HC22: Dagbehandeling revalidatiezorg;HP73: Particuliere verzekeraars;2016;0
4392;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2005;0
4393;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2006;0
4394;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2007;0
4395;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2008;0
4396;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2009;0
4397;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2010;0
4398;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2011;0
4399;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2012;0
4400;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2013;0
4401;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2014;0
4402;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2015;0
4403;HC22: Dagbehandeling revalidatiezorg;HP79: Ov. Instellingen beheer en financ.;2016;0
4404;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2005;0
4405;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2006;0
4406;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2007;0
4407;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2008;0
4408;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2009;0
4409;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2010;0
4410;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2011;0
4411;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2012;0
4412;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2013;0
4413;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2014;0
4414;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2015;0
4415;HC22: Dagbehandeling revalidatiezorg;HP8: Overige sectoren;2016;0
4416;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2005;0
4417;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2006;0
4418;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2007;0
4419;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2008;0
4420;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2009;0
4421;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2010;0
4422;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2011;0
4423;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2012;0
4424;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2013;0
4425;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2014;0
4426;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2015;0
4427;HC22: Dagbehandeling revalidatiezorg;HP81: Huishoudens;2016;0
4428;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2005;0
4429;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2006;0
4430;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2007;0
4431;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2008;0
4432;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2009;0
4433;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2010;0
4434;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2011;0
4435;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2012;0
4436;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2013;0
4437;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2014;0
4438;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2015;0
4439;HC22: Dagbehandeling revalidatiezorg;HP82: Zorg als nevenactiviteit;2016;0
4440;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2005;0
4441;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2006;0
4442;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2007;0
4443;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2008;0
4444;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2009;0
4445;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2010;0
4446;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2011;0
4447;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2012;0
4448;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2013;0
4449;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2014;0
4450;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2015;0
4451;HC22: Dagbehandeling revalidatiezorg;HP9: Buitenland;2016;0
4452;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2005;0
4453;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2006;0
4454;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2007;0
4455;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2008;0
4456;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2009;0
4457;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2010;0
4458;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2011;0
4459;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2012;0
4460;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2013;0
4461;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2014;0
4462;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2015;0
4463;HC22: Dagbehandeling revalidatiezorg;Welzijn, kinderopvang;2016;0
4464;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2005;1180
4465;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2006;1322
4466;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2007;1424
4467;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2008;1513
4468;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2009;1601
4469;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2010;1661
4470;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2011;1780
4471;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2012;1766
4472;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2013;1757
4473;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2014;1785
4474;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2015;1836
4475;HC23: Polikl./ambulante revalidatie;Totaal aanbieders zorg en welzijn;2016;1987
4476;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2005;1180
4477;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2006;1322
4478;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2007;1424
4479;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2008;1513
4480;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2009;1601
4481;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2010;1661
4482;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2011;1780
4483;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2012;1766
4484;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2013;1757
4485;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2014;1785
4486;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2015;1836
4487;HC23: Polikl./ambulante revalidatie;Totaal aanbieders gezondheidszorg;2016;1987
4488;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2005;113
4489;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2006;113
4490;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2007;111
4491;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2008;112
4492;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2009;112
4493;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2010;133
4494;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2011;156
4495;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2012;167
4496;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2013;171
4497;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2014;162
4498;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2015;184
4499;HC23: Polikl./ambulante revalidatie;HP1: Ziekenhuizen;2016;192
4500;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2005;0
4501;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2006;0
4502;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2007;0
4503;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2008;0
4504;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2009;0
4505;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2010;0
4506;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2011;0
4507;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2012;0
4508;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2013;0
4509;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2014;0
4510;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2015;0
4511;HC23: Polikl./ambulante revalidatie;HP11:Algemene en academ. Ziekenhuizen;2016;0
4512;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2005;0
4513;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2006;0
4514;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2007;0
4515;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2008;0
4516;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2009;0
4517;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2010;0
4518;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2011;0
4519;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2012;0
4520;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2013;0
4521;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2014;0
4522;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2015;0
4523;HC23: Polikl./ambulante revalidatie;HP12: Geestelijke gez., verslavingszorg;2016;0
4524;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2005;113
4525;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2006;113
4526;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2007;111
4527;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2008;112
4528;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2009;112
4529;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2010;133
4530;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2011;156
4531;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2012;167
4532;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2013;171
4533;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2014;162
4534;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2015;184
4535;HC23: Polikl./ambulante revalidatie;HP13: Categorale ziekenhuizen;2016;192
4536;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2005;0
4537;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2006;0
4538;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2007;0
4539;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2008;0
4540;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2009;0
4541;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2010;0
4542;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2011;0
4543;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2012;0
4544;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2013;0
4545;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2014;0
4546;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2015;0
4547;HC23: Polikl./ambulante revalidatie;HP2: Instellingen langdurige zorg;2016;0
4548;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;0
4549;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;0
4550;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;0
4551;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;0
4552;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;0
4553;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;0
4554;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;0
4555;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;0
4556;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;0
4557;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;0
4558;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;0
4559;HC23: Polikl./ambulante revalidatie;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;0
4560;HC23: Polikl./ambulante revalidatie;HP29: Instellingen gehandicaptenzorg;2005;0
