ID;Geslacht;Leeftijd;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstroomInArbeidAlsWerknemer_1;UitstroomUitArbeidAlsWerknemer_2
4770;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig totaal;30 september 2011 tot 28 september 2012;0.1;0.0
4771;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig totaal;28 september 2012 tot 27 september 2013;0.1;0.0
4772;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig totaal;27 september 2013 tot 26 september 2014;0.1;0.0
4773;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig totaal;26 september 2014 tot 25 september 2015;0.1;0.0
4774;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2001 tot 27 september 2002;0.2;0.1
4775;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2002 tot 26 september 2003;0.2;0.0
4776;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2003 tot 24 september 2004;0.1;0.0
4777;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2004 tot 30 september 2005;0.1;0.0
4778;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2005 tot 29 september 2006;0.1;0.0
4779;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;29 september 2006 tot 28 september 2007;0.1;0.0
4780;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2007 tot 26 september 2008;0.1;0.0
4781;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2008 tot 25 september 2009;0.1;0.0
4782;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;25 september 2009 tot 24 september 2010;0.1;0.0
4783;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;24 september 2010 tot 30 september 2011;0.1;0.0
4784;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;30 september 2011 tot 28 september 2012;0.1;0.0
4785;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;28 september 2012 tot 27 september 2013;0.1;0.0
4786;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;27 september 2013 tot 26 september 2014;0.1;0.0
4787;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: scholier / student;26 september 2014 tot 25 september 2015;0.1;0.0
4788;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2001 tot 27 september 2002;;
4789;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2002 tot 26 september 2003;;
4790;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2003 tot 24 september 2004;;
4791;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2004 tot 30 september 2005;;
4792;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2005 tot 29 september 2006;;
4793;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;29 september 2006 tot 28 september 2007;;
4794;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2007 tot 26 september 2008;;
4795;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2008 tot 25 september 2009;;
4796;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;25 september 2009 tot 24 september 2010;;
4797;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;24 september 2010 tot 30 september 2011;;
4798;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;30 september 2011 tot 28 september 2012;;
4799;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;28 september 2012 tot 27 september 2013;;
4800;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;27 september 2013 tot 26 september 2014;;
4801;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Inkomsten overig: geen of anders;26 september 2014 tot 25 september 2015;;
4802;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2001 tot 27 september 2002;0.0;
4803;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2002 tot 26 september 2003;0.0;
4804;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2003 tot 24 september 2004;0.0;
4805;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2004 tot 30 september 2005;0.0;
4806;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2005 tot 29 september 2006;0.0;
4807;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;29 september 2006 tot 28 september 2007;0.0;
4808;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2007 tot 26 september 2008;0.0;
4809;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2008 tot 25 september 2009;0.0;
4810;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;25 september 2009 tot 24 september 2010;0.0;
4811;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;24 september 2010 tot 30 september 2011;0.0;
4812;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;30 september 2011 tot 28 september 2012;0.0;
4813;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;28 september 2012 tot 27 september 2013;0.0;
4814;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;27 september 2013 tot 26 september 2014;0.0;
4815;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Instroom door Immigratie;26 september 2014 tot 25 september 2015;0.0;
4816;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2001 tot 27 september 2002;;0.0
4817;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;27 september 2002 tot 26 september 2003;;0.0
4818;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2003 tot 24 september 2004;;0.0
4819;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;24 september 2004 tot 30 september 2005;;0.0
4820;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;30 september 2005 tot 29 september 2006;;0.0
4821;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;29 september 2006 tot 28 september 2007;;0.0
4822;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2007 tot 26 september 2008;;0.0
4823;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2008 tot 25 september 2009;;0.0
4824;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;25 september 2009 tot 24 september 2010;;0.0
4825;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;24 september 2010 tot 30 september 2011;;0.0
4826;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;30 september 2011 tot 28 september 2012;;0.0
4827;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;28 september 2012 tot 27 september 2013;;0.0
4828;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;27 september 2013 tot 26 september 2014;;0.0
4829;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 1e generatie;Uitstroom door emigratie / sterfte;26 september 2014 tot 25 september 2015;;0.0
4830;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2001 tot 27 september 2002;0.9;0.1
4831;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;27 september 2002 tot 26 september 2003;0.7;0.2
4832;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2003 tot 24 september 2004;0.5;0.1
4833;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;24 september 2004 tot 30 september 2005;0.4;0.1
4834;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;30 september 2005 tot 29 september 2006;0.3;0.1
4835;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;29 september 2006 tot 28 september 2007;0.3;0.0
4836;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2007 tot 26 september 2008;0.4;0.0
4837;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2008 tot 25 september 2009;0.3;0.0
4838;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;25 september 2009 tot 24 september 2010;0.3;0.0
4839;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;24 september 2010 tot 30 september 2011;0.3;0.0
4840;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;30 september 2011 tot 28 september 2012;0.3;0.0
4841;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;28 september 2012 tot 27 september 2013;0.2;0.0
4842;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;27 september 2013 tot 26 september 2014;0.2;0.0
4843;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit alle bronnen;26 september 2014 tot 25 september 2015;0.3;0.0
4844;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2001 tot 27 september 2002;0.0;0.0
4845;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;27 september 2002 tot 26 september 2003;0.0;0.0
4846;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2003 tot 24 september 2004;0.0;0.0
4847;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;24 september 2004 tot 30 september 2005;0.0;0.0
4848;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;30 september 2005 tot 29 september 2006;0.0;0.0
4849;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;29 september 2006 tot 28 september 2007;0.0;0.0
4850;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2007 tot 26 september 2008;0.0;0.0
4851;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2008 tot 25 september 2009;0.0;0.0
4852;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;25 september 2009 tot 24 september 2010;0.0;0.0
4853;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;24 september 2010 tot 30 september 2011;0.0;0.0
4854;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;30 september 2011 tot 28 september 2012;0.0;0.0
4855;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;28 september 2012 tot 27 september 2013;0.0;0.0
4856;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;27 september 2013 tot 26 september 2014;0.0;0.0
4857;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid totaal;26 september 2014 tot 25 september 2015;0.0;0.0
4858;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;28 september 2001 tot 27 september 2002;0.0;0.0
4859;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;27 september 2002 tot 26 september 2003;0.0;0.0
4860;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;26 september 2003 tot 24 september 2004;0.0;0.0
4861;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;24 september 2004 tot 30 september 2005;0.0;0.0
4862;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;30 september 2005 tot 29 september 2006;0.0;0.0
4863;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;29 september 2006 tot 28 september 2007;0.0;0.0
4864;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;28 september 2007 tot 26 september 2008;0.0;0.0
4865;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;26 september 2008 tot 25 september 2009;0.0;0.0
4866;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;25 september 2009 tot 24 september 2010;0.0;0.0
4867;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;24 september 2010 tot 30 september 2011;0.0;0.0
4868;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;30 september 2011 tot 28 september 2012;0.0;0.0
4869;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;28 september 2012 tot 27 september 2013;0.0;0.0
4870;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;27 september 2013 tot 26 september 2014;0.0;0.0
4871;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid in het buitenland;26 september 2014 tot 25 september 2015;0.0;0.0
4872;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2001 tot 27 september 2002;0.0;0.0
4873;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;27 september 2002 tot 26 september 2003;0.0;0.0
4874;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2003 tot 24 september 2004;0.0;0.0
4875;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;24 september 2004 tot 30 september 2005;0.0;0.0
4876;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;30 september 2005 tot 29 september 2006;0.0;0.0
4877;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;29 september 2006 tot 28 september 2007;0.0;0.0
4878;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2007 tot 26 september 2008;0.0;0.0
4879;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2008 tot 25 september 2009;0.0;0.0
4880;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;25 september 2009 tot 24 september 2010;0.0;0.0
4881;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;24 september 2010 tot 30 september 2011;0.0;0.0
4882;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;30 september 2011 tot 28 september 2012;0.0;0.0
4883;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;28 september 2012 tot 27 september 2013;0.0;0.0
4884;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;27 september 2013 tot 26 september 2014;0.0;0.0
4885;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit arbeid als zelfstandige;26 september 2014 tot 25 september 2015;0.0;0.0
4886;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2001 tot 27 september 2002;0.0;0.0
4887;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;27 september 2002 tot 26 september 2003;0.0;0.0
4888;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2003 tot 24 september 2004;0.0;0.0
4889;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;24 september 2004 tot 30 september 2005;0.0;0.0
4890;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;30 september 2005 tot 29 september 2006;0.0;0.0
4891;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;29 september 2006 tot 28 september 2007;0.0;0.0
4892;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2007 tot 26 september 2008;0.0;0.0
4893;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2008 tot 25 september 2009;0.0;0.0
4894;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;25 september 2009 tot 24 september 2010;0.0;0.0
4895;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;24 september 2010 tot 30 september 2011;0.0;0.0
4896;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;30 september 2011 tot 28 september 2012;0.0;0.0
4897;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;28 september 2012 tot 27 september 2013;0.0;0.0
4898;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;27 september 2013 tot 26 september 2014;0.0;0.0
4899;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit uitkering totaal;26 september 2014 tot 25 september 2015;0.0;0.0
4900;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0
4901;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0
4902;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
4903;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
4904;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
4905;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
4906;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
4907;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0
4908;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
4909;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
4910;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0
4911;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
4912;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
4913;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit AO-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
4914;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2001 tot 27 september 2002;0.0;0.0
4915;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;27 september 2002 tot 26 september 2003;0.0;0.0
4916;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2003 tot 24 september 2004;0.0;0.0
4917;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;24 september 2004 tot 30 september 2005;0.0;0.0
4918;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;30 september 2005 tot 29 september 2006;0.0;0.0
4919;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;29 september 2006 tot 28 september 2007;0.0;0.0
4920;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2007 tot 26 september 2008;0.0;0.0
4921;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2008 tot 25 september 2009;0.0;0.0
4922;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;25 september 2009 tot 24 september 2010;0.0;0.0
4923;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;24 september 2010 tot 30 september 2011;0.0;0.0
4924;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;30 september 2011 tot 28 september 2012;0.0;0.0
4925;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;28 september 2012 tot 27 september 2013;0.0;0.0
4926;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;27 september 2013 tot 26 september 2014;0.0;0.0
4927;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit WW-uitkering;26 september 2014 tot 25 september 2015;0.0;0.0
4928;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;28 september 2001 tot 27 september 2002;0.0;0.0
4929;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;27 september 2002 tot 26 september 2003;0.0;0.0
4930;Totaal mannen en vrouwen;Jonger dan 15 jaar;Westerse allochtoon 2e generatie;Inkomsten uit bijstandsuitkering;26 september 2003 tot 24 september 2004;0.0;0.0
