ID;Geslacht;Migratieachtergrond;OnderwijspositieInBasisjaar;SectorInBasisjaar;PositieInVolgendStudiejaar;SectorInVolgendStudiejaar;Perioden;StudentenMbo_1
3716;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Combinatie van sectoren;2019/'20 naar 2020/'21;
3717;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Combinatie van sectoren;2020/'21 naar 2021/'22;
3718;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2008/'09 naar 2009/'10;367.0
3719;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2009/'10 naar 2010/'11;425.0
3720;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2010/'11 naar 2011/'12;403.0
3721;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2011/'12 naar 2012/'13;494.0
3722;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2012/'13 naar 2013/'14;463.0
3723;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2013/'14 naar 2014/'15;357.0
3724;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2014/'15 naar 2015/'16;246.0
3725;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2015/'16 naar 2016/'17;218.0
3726;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2016/'17 naar 2017/'18;310.0
3727;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2017/'18 naar 2018/'19;346.0
3728;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2018/'19 naar 2019/'20;212.0
3729;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2019/'20 naar 2020/'21;282.0
3730;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Extranei;Niet van toepassing;2020/'21 naar 2021/'22;323.0
3731;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2008/'09 naar 2009/'10;785.0
3732;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2009/'10 naar 2010/'11;859.0
3733;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2010/'11 naar 2011/'12;887.0
3734;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2011/'12 naar 2012/'13;901.0
3735;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2012/'13 naar 2013/'14;919.0
3736;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2013/'14 naar 2014/'15;983.0
3737;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2014/'15 naar 2015/'16;892.0
3738;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2015/'16 naar 2016/'17;899.0
3739;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2016/'17 naar 2017/'18;1457.0
3740;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2017/'18 naar 2018/'19;1167.0
3741;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2018/'19 naar 2019/'20;1095.0
3742;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2019/'20 naar 2020/'21;1123.0
3743;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Totaal;2020/'21 naar 2021/'22;1068.0
3744;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2008/'09 naar 2009/'10;
3745;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2009/'10 naar 2010/'11;
3746;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2010/'11 naar 2011/'12;
3747;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2011/'12 naar 2012/'13;
3748;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2012/'13 naar 2013/'14;
3749;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2013/'14 naar 2014/'15;
3750;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2014/'15 naar 2015/'16;
3751;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2015/'16 naar 2016/'17;
3752;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2016/'17 naar 2017/'18;
3753;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2017/'18 naar 2018/'19;
3754;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2018/'19 naar 2019/'20;
3755;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2019/'20 naar 2020/'21;
3756;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector landbouw;2020/'21 naar 2021/'22;
3757;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2008/'09 naar 2009/'10;
3758;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2009/'10 naar 2010/'11;
3759;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2010/'11 naar 2011/'12;
3760;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2011/'12 naar 2012/'13;
3761;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2012/'13 naar 2013/'14;
3762;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2013/'14 naar 2014/'15;
3763;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2014/'15 naar 2015/'16;
3764;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2015/'16 naar 2016/'17;
3765;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2016/'17 naar 2017/'18;
3766;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2017/'18 naar 2018/'19;
3767;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2018/'19 naar 2019/'20;
3768;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2019/'20 naar 2020/'21;
3769;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector economie;2020/'21 naar 2021/'22;
3770;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2008/'09 naar 2009/'10;
3771;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2009/'10 naar 2010/'11;
3772;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2010/'11 naar 2011/'12;
3773;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2011/'12 naar 2012/'13;
3774;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2012/'13 naar 2013/'14;
3775;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2013/'14 naar 2014/'15;
3776;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2014/'15 naar 2015/'16;
3777;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2015/'16 naar 2016/'17;
3778;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2016/'17 naar 2017/'18;
3779;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2017/'18 naar 2018/'19;
3780;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2018/'19 naar 2019/'20;
3781;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2019/'20 naar 2020/'21;
3782;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector techniek;2020/'21 naar 2021/'22;
3783;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2008/'09 naar 2009/'10;
3784;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2009/'10 naar 2010/'11;
3785;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2010/'11 naar 2011/'12;
3786;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2011/'12 naar 2012/'13;
3787;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2012/'13 naar 2013/'14;
3788;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2013/'14 naar 2014/'15;
3789;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2014/'15 naar 2015/'16;
3790;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2015/'16 naar 2016/'17;
3791;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2016/'17 naar 2017/'18;
3792;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2017/'18 naar 2018/'19;
3793;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2018/'19 naar 2019/'20;
3794;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2019/'20 naar 2020/'21;
3795;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Sector zorg en welzijn;2020/'21 naar 2021/'22;
3796;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2008/'09 naar 2009/'10;
3797;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2009/'10 naar 2010/'11;
3798;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2010/'11 naar 2011/'12;
3799;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2011/'12 naar 2012/'13;
3800;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2012/'13 naar 2013/'14;
3801;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2013/'14 naar 2014/'15;
3802;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2014/'15 naar 2015/'16;
3803;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2015/'16 naar 2016/'17;
3804;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2016/'17 naar 2017/'18;
3805;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2017/'18 naar 2018/'19;
3806;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2018/'19 naar 2019/'20;
3807;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2019/'20 naar 2020/'21;
3808;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Combinatie van sectoren;2020/'21 naar 2021/'22;
3809;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2008/'09 naar 2009/'10;785.0
3810;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2009/'10 naar 2010/'11;859.0
3811;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2010/'11 naar 2011/'12;887.0
3812;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2011/'12 naar 2012/'13;901.0
3813;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2012/'13 naar 2013/'14;919.0
3814;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2013/'14 naar 2014/'15;983.0
3815;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2014/'15 naar 2015/'16;892.0
3816;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2015/'16 naar 2016/'17;899.0
3817;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2016/'17 naar 2017/'18;1457.0
3818;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2017/'18 naar 2018/'19;1167.0
3819;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2018/'19 naar 2019/'20;1095.0
3820;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2019/'20 naar 2020/'21;1123.0
3821;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Hoger beroepsonderwijs;Niet van toepassing;2020/'21 naar 2021/'22;1068.0
3822;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2008/'09 naar 2009/'10;87.0
3823;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2009/'10 naar 2010/'11;80.0
3824;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2010/'11 naar 2011/'12;73.0
3825;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2011/'12 naar 2012/'13;80.0
3826;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2012/'13 naar 2013/'14;67.0
3827;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2013/'14 naar 2014/'15;84.0
3828;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2014/'15 naar 2015/'16;97.0
3829;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2015/'16 naar 2016/'17;93.0
3830;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2016/'17 naar 2017/'18;74.0
3831;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2017/'18 naar 2018/'19;72.0
3832;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2018/'19 naar 2019/'20;71.0
3833;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2019/'20 naar 2020/'21;58.0
3834;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Totaal;2020/'21 naar 2021/'22;69.0
3835;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2008/'09 naar 2009/'10;
3836;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2009/'10 naar 2010/'11;
3837;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2010/'11 naar 2011/'12;
3838;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2011/'12 naar 2012/'13;
3839;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2012/'13 naar 2013/'14;
3840;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2013/'14 naar 2014/'15;
3841;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2014/'15 naar 2015/'16;
3842;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2015/'16 naar 2016/'17;
3843;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2016/'17 naar 2017/'18;
3844;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2017/'18 naar 2018/'19;
3845;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2018/'19 naar 2019/'20;
3846;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2019/'20 naar 2020/'21;
3847;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector landbouw;2020/'21 naar 2021/'22;
3848;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2008/'09 naar 2009/'10;
3849;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2009/'10 naar 2010/'11;
3850;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2010/'11 naar 2011/'12;
3851;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2011/'12 naar 2012/'13;
3852;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2012/'13 naar 2013/'14;
3853;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2013/'14 naar 2014/'15;
3854;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2014/'15 naar 2015/'16;
3855;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2015/'16 naar 2016/'17;
3856;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2016/'17 naar 2017/'18;
3857;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2017/'18 naar 2018/'19;
3858;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2018/'19 naar 2019/'20;
3859;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2019/'20 naar 2020/'21;
3860;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector economie;2020/'21 naar 2021/'22;
3861;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2008/'09 naar 2009/'10;
3862;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2009/'10 naar 2010/'11;
3863;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2010/'11 naar 2011/'12;
3864;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2011/'12 naar 2012/'13;
3865;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2012/'13 naar 2013/'14;
3866;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2013/'14 naar 2014/'15;
3867;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2014/'15 naar 2015/'16;
3868;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2015/'16 naar 2016/'17;
3869;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2016/'17 naar 2017/'18;
3870;Totaal mannen en vrouwen;Totaal migratieachtergrond;Totaal mbo (excl. extranei);Sector landbouw;Overig onderwijs;Sector techniek;2017/'18 naar 2018/'19;
