ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
2015;Castricum;Pensioenontvanger;6.1;18.5
2016;Diemen;Totaal sociaal-economische categorie;16.3;20.0
2017;Diemen;Totaal actief;10.9;22.8
2018;Diemen;Werknemer;9.6;22.7
2019;Diemen;Zelfstandige;1.3;23.7
2020;Diemen;Totaal niet-actief;5.4;14.2
2021;Diemen;Werkloosheids- en bijstandsuitk. ontv.;0.5;11.6
2022;Diemen;Pensioenontvanger;3.2;16.5
2023;Edam-Volendam;Totaal sociaal-economische categorie;18.8;18.7
2024;Edam-Volendam;Totaal actief;13.7;20.5
2025;Edam-Volendam;Werknemer;11.6;19.6
2026;Edam-Volendam;Zelfstandige;2.1;25.7
2027;Edam-Volendam;Totaal niet-actief;5.1;13.9
2028;Edam-Volendam;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.5
2029;Edam-Volendam;Pensioenontvanger;3.2;15.3
2030;Enkhuizen;Totaal sociaal-economische categorie;11.5;16.9
2031;Enkhuizen;Totaal actief;7.6;18.7
2032;Enkhuizen;Werknemer;6.5;18.6
2033;Enkhuizen;Zelfstandige;1.1;19.5
2034;Enkhuizen;Totaal niet-actief;3.9;13.5
2035;Enkhuizen;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.9
2036;Enkhuizen;Pensioenontvanger;2.4;14.7
2037;Haarlem;Totaal sociaal-economische categorie;104.2;18.0
2038;Haarlem;Totaal actief;65.2;20.6
2039;Haarlem;Werknemer;58.2;20.6
2040;Haarlem;Zelfstandige;7.0;20.8
2041;Haarlem;Totaal niet-actief;38.9;13.8
2042;Haarlem;Werkloosheids- en bijstandsuitk. ontv.;3.6;10.7
2043;Haarlem;Pensioenontvanger;23.4;15.6
2044;Haarlemmerliede en Spaarnwoude;Totaal sociaal-economische categorie;3.7;20.4
2045;Haarlemmerliede en Spaarnwoude;Totaal actief;2.5;22.9
2046;Haarlemmerliede en Spaarnwoude;Werknemer;2.2;22.3
2047;Haarlemmerliede en Spaarnwoude;Zelfstandige;0.3;27.0
2048;Haarlemmerliede en Spaarnwoude;Totaal niet-actief;1.1;15.0
2049;Haarlemmerliede en Spaarnwoude;Werkloosheids- en bijstandsuitk. ontv.;;
2050;Haarlemmerliede en Spaarnwoude;Pensioenontvanger;0.8;16.5
2051;Haarlemmermeer;Totaal sociaal-economische categorie;83.0;19.3
2052;Haarlemmermeer;Totaal actief;59.9;21.3
2053;Haarlemmermeer;Werknemer;53.7;21.2
2054;Haarlemmermeer;Zelfstandige;6.1;22.5
2055;Haarlemmermeer;Totaal niet-actief;23.0;14.3
2056;Haarlemmermeer;Werkloosheids- en bijstandsuitk. ontv.;1.2;12.6
2057;Haarlemmermeer;Pensioenontvanger;14.2;16.5
2058;Harenkarspel;Totaal sociaal-economische categorie;10.5;17.7
2059;Harenkarspel;Totaal actief;7.5;19.3
2060;Harenkarspel;Werknemer;6.2;19.2
2061;Harenkarspel;Zelfstandige;1.3;20.0
2062;Harenkarspel;Totaal niet-actief;3.0;13.5
2063;Harenkarspel;Werkloosheids- en bijstandsuitk. ontv.;;
2064;Harenkarspel;Pensioenontvanger;1.8;15.0
2065;Heemskerk;Totaal sociaal-economische categorie;24.9;17.8
2066;Heemskerk;Totaal actief;15.2;19.7
2067;Heemskerk;Werknemer;13.8;19.4
2068;Heemskerk;Zelfstandige;1.4;21.9
2069;Heemskerk;Totaal niet-actief;9.6;14.8
2070;Heemskerk;Werkloosheids- en bijstandsuitk. ontv.;0.7;12.4
2071;Heemskerk;Pensioenontvanger;6.4;16.7
2072;Heemstede;Totaal sociaal-economische categorie;17.8;24.1
2073;Heemstede;Totaal actief;10.1;28.0
2074;Heemstede;Werknemer;8.6;27.8
2075;Heemstede;Zelfstandige;1.5;29.4
2076;Heemstede;Totaal niet-actief;7.6;18.8
2077;Heemstede;Werkloosheids- en bijstandsuitk. ontv.;0.2;14.9
2078;Heemstede;Pensioenontvanger;5.6;21.2
2079;Heerhugowaard;Totaal sociaal-economische categorie;31.2;17.6
2080;Heerhugowaard;Totaal actief;21.9;19.3
2081;Heerhugowaard;Werknemer;19.7;19.2
2082;Heerhugowaard;Zelfstandige;2.2;20.4
2083;Heerhugowaard;Totaal niet-actief;9.2;13.5
2084;Heerhugowaard;Werkloosheids- en bijstandsuitk. ontv.;0.8;12.0
2085;Heerhugowaard;Pensioenontvanger;4.9;15.5
2086;Heiloo;Totaal sociaal-economische categorie;14.9;20.4
2087;Heiloo;Totaal actief;8.9;23.0
2088;Heiloo;Werknemer;7.9;22.6
2089;Heiloo;Zelfstandige;1.0;26.2
2090;Heiloo;Totaal niet-actief;6.0;16.6
2091;Heiloo;Werkloosheids- en bijstandsuitk. ontv.;0.2;12.2
2092;Heiloo;Pensioenontvanger;4.2;18.5
2093;Den Helder;Totaal sociaal-economische categorie;40.6;16.7
2094;Den Helder;Totaal actief;24.3;18.6
2095;Den Helder;Werknemer;22.4;18.4
2096;Den Helder;Zelfstandige;2.0;21.0
2097;Den Helder;Totaal niet-actief;16.2;14.0
2098;Den Helder;Werkloosheids- en bijstandsuitk. ontv.;1.9;11.8
2099;Den Helder;Pensioenontvanger;9.9;15.8
2100;Hilversum;Totaal sociaal-economische categorie;58.5;19.8
2101;Hilversum;Totaal actief;35.7;22.6
2102;Hilversum;Werknemer;31.0;22.6
2103;Hilversum;Zelfstandige;4.7;22.6
2104;Hilversum;Totaal niet-actief;22.8;15.4
2105;Hilversum;Werkloosheids- en bijstandsuitk. ontv.;1.5;11.8
2106;Hilversum;Pensioenontvanger;15.7;17.3
2107;Hoorn;Totaal sociaal-economische categorie;45.3;17.9
2108;Hoorn;Totaal actief;30.1;20.0
2109;Hoorn;Werknemer;27.0;19.9
2110;Hoorn;Zelfstandige;3.1;21.1
2111;Hoorn;Totaal niet-actief;15.2;13.6
2112;Hoorn;Werkloosheids- en bijstandsuitk. ontv.;1.5;12.5
2113;Hoorn;Pensioenontvanger;8.5;15.4
2114;Huizen;Totaal sociaal-economische categorie;27.9;19.9
2115;Huizen;Totaal actief;18.8;22.4
2116;Huizen;Werknemer;16.5;22.0
2117;Huizen;Zelfstandige;2.3;25.4
2118;Huizen;Totaal niet-actief;9.1;14.9
2119;Huizen;Werkloosheids- en bijstandsuitk. ontv.;0.7;12.3
2120;Huizen;Pensioenontvanger;5.6;17.4
2121;Niedorp;Totaal sociaal-economische categorie;7.5;18.0
2122;Niedorp;Totaal actief;5.4;20.0
2123;Niedorp;Werknemer;4.4;19.5
2124;Niedorp;Zelfstandige;1.0;22.6
2125;Niedorp;Totaal niet-actief;2.2;13.0
2126;Niedorp;Werkloosheids- en bijstandsuitk. ontv.;;
2127;Niedorp;Pensioenontvanger;1.4;14.2
2128;Landsmeer;Totaal sociaal-economische categorie;7.2;19.7
2129;Landsmeer;Totaal actief;4.8;22.1
2130;Landsmeer;Werknemer;4.0;22.2
2131;Landsmeer;Zelfstandige;0.8;21.8
2132;Landsmeer;Totaal niet-actief;2.4;14.9
2133;Landsmeer;Werkloosheids- en bijstandsuitk. ontv.;;
2134;Landsmeer;Pensioenontvanger;1.7;16.1
2135;Langedijk;Totaal sociaal-economische categorie;16.4;18.2
2136;Langedijk;Totaal actief;11.6;20.2
2137;Langedijk;Werknemer;10.0;19.9
2138;Langedijk;Zelfstandige;1.5;22.2
2139;Langedijk;Totaal niet-actief;4.9;13.4
2140;Langedijk;Werkloosheids- en bijstandsuitk. ontv.;0.2;14.0
2141;Langedijk;Pensioenontvanger;3.0;15.0
2142;Laren (NH.);Totaal sociaal-economische categorie;7.4;25.4
2143;Laren (NH.);Totaal actief;4.0;29.2
2144;Laren (NH.);Werknemer;3.1;30.0
2145;Laren (NH.);Zelfstandige;0.8;26.2
2146;Laren (NH.);Totaal niet-actief;3.4;21.1
2147;Laren (NH.);Werkloosheids- en bijstandsuitk. ontv.;;
2148;Laren (NH.);Pensioenontvanger;2.9;22.7
2149;Medemblik;Totaal sociaal-economische categorie;5.4;17.2
2150;Medemblik;Totaal actief;3.6;19.2
2151;Medemblik;Werknemer;3.1;18.3
2152;Medemblik;Zelfstandige;0.5;24.7
2153;Medemblik;Totaal niet-actief;1.8;13.3
2154;Medemblik;Werkloosheids- en bijstandsuitk. ontv.;;
2155;Medemblik;Pensioenontvanger;1.1;14.4
2156;Muiden;Totaal sociaal-economische categorie;4.5;21.8
2157;Muiden;Totaal actief;3.0;24.1
2158;Muiden;Werknemer;2.5;24.3
2159;Muiden;Zelfstandige;0.5;22.9
2160;Muiden;Totaal niet-actief;1.4;17.0
2161;Muiden;Werkloosheids- en bijstandsuitk. ontv.;;
2162;Muiden;Pensioenontvanger;1.0;18.2
2163;Naarden;Totaal sociaal-economische categorie;10.9;25.5
2164;Naarden;Totaal actief;6.7;29.6
2165;Naarden;Werknemer;5.9;29.7
2166;Naarden;Zelfstandige;0.9;28.7
2167;Naarden;Totaal niet-actief;4.2;18.9
2168;Naarden;Werkloosheids- en bijstandsuitk. ontv.;;
2169;Naarden;Pensioenontvanger;3.3;21.2
2170;Obdam;Totaal sociaal-economische categorie;4.5;17.5
2171;Obdam;Totaal actief;3.4;19.1
2172;Obdam;Werknemer;2.9;18.6
2173;Obdam;Zelfstandige;0.5;22.2
2174;Obdam;Totaal niet-actief;1.2;12.8
2175;Obdam;Werkloosheids- en bijstandsuitk. ontv.;;
2176;Obdam;Pensioenontvanger;0.7;14.6
2177;Oostzaan;Totaal sociaal-economische categorie;6.3;19.2
2178;Oostzaan;Totaal actief;4.3;21.7
2179;Oostzaan;Werknemer;3.8;21.2
2180;Oostzaan;Zelfstandige;0.5;25.1
2181;Oostzaan;Totaal niet-actief;2.0;13.9
2182;Oostzaan;Werkloosheids- en bijstandsuitk. ontv.;;
2183;Oostzaan;Pensioenontvanger;1.4;15.4
2184;Opmeer;Totaal sociaal-economische categorie;7.4;17.1
2185;Opmeer;Totaal actief;5.2;18.6
2186;Opmeer;Werknemer;4.2;18.9
2187;Opmeer;Zelfstandige;1.0;17.3
2188;Opmeer;Totaal niet-actief;2.2;13.6
2189;Opmeer;Werkloosheids- en bijstandsuitk. ontv.;;
2190;Opmeer;Pensioenontvanger;1.4;14.6
2191;Ouder-Amstel;Totaal sociaal-economische categorie;9.1;21.8
2192;Ouder-Amstel;Totaal actief;6.1;24.5
2193;Ouder-Amstel;Werknemer;5.3;24.4
2194;Ouder-Amstel;Zelfstandige;0.9;25.3
2195;Ouder-Amstel;Totaal niet-actief;3.0;16.1
2196;Ouder-Amstel;Werkloosheids- en bijstandsuitk. ontv.;;
2197;Ouder-Amstel;Pensioenontvanger;2.1;18.2
2198;Purmerend;Totaal sociaal-economische categorie;51.6;17.3
2199;Purmerend;Totaal actief;34.1;19.3
2200;Purmerend;Werknemer;31.0;19.5
2201;Purmerend;Zelfstandige;3.1;17.7
2202;Purmerend;Totaal niet-actief;17.5;13.5
2203;Purmerend;Werkloosheids- en bijstandsuitk. ontv.;1.4;12.1
2204;Purmerend;Pensioenontvanger;10.4;15.2
2205;Schagen;Totaal sociaal-economische categorie;12.1;17.5
2206;Schagen;Totaal actief;7.6;19.4
2207;Schagen;Werknemer;6.9;19.3
2208;Schagen;Zelfstandige;0.7;20.8
2209;Schagen;Totaal niet-actief;4.5;14.3
2210;Schagen;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.8
2211;Schagen;Pensioenontvanger;3.0;15.6
2212;Texel;Totaal sociaal-economische categorie;9.1;16.1
2213;Texel;Totaal actief;6.1;17.2
2214;Texel;Werknemer;4.3;17.5
2215;Texel;Zelfstandige;1.7;16.5
2216;Texel;Totaal niet-actief;3.0;13.9
2217;Texel;Werkloosheids- en bijstandsuitk. ontv.;;
2218;Texel;Pensioenontvanger;2.1;14.7
2219;Uitgeest;Totaal sociaal-economische categorie;7.8;19.3
2220;Uitgeest;Totaal actief;5.4;21.4
2221;Uitgeest;Werknemer;4.8;21.5
2222;Uitgeest;Zelfstandige;0.6;20.2
2223;Uitgeest;Totaal niet-actief;2.4;14.5
2224;Uitgeest;Werkloosheids- en bijstandsuitk. ontv.;;
2225;Uitgeest;Pensioenontvanger;1.5;16.5
2226;Uithoorn;Totaal sociaal-economische categorie;18.2;20.5
2227;Uithoorn;Totaal actief;12.6;22.6
2228;Uithoorn;Werknemer;11.2;22.0
2229;Uithoorn;Zelfstandige;1.4;27.5
2230;Uithoorn;Totaal niet-actief;5.7;15.7
2231;Uithoorn;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.0
2232;Uithoorn;Pensioenontvanger;4.0;17.2
2233;Velsen;Totaal sociaal-economische categorie;46.4;18.3
2234;Velsen;Totaal actief;29.0;20.6
2235;Velsen;Werknemer;26.2;20.4
2236;Velsen;Zelfstandige;2.7;23.0
2237;Velsen;Totaal niet-actief;17.4;14.5
2238;Velsen;Werkloosheids- en bijstandsuitk. ontv.;1.1;12.2
2239;Velsen;Pensioenontvanger;12.0;16.2
2240;Venhuizen;Totaal sociaal-economische categorie;5.0;18.6
2241;Venhuizen;Totaal actief;3.5;20.3
2242;Venhuizen;Werknemer;2.7;19.9
2243;Venhuizen;Zelfstandige;0.8;22.1
2244;Venhuizen;Totaal niet-actief;1.5;14.4
2245;Venhuizen;Werkloosheids- en bijstandsuitk. ontv.;;
2246;Venhuizen;Pensioenontvanger;1.0;15.9
2247;Weesp;Totaal sociaal-economische categorie;12.7;18.9
2248;Weesp;Totaal actief;8.4;21.1
2249;Weesp;Werknemer;7.4;20.9
2250;Weesp;Zelfstandige;0.9;23.1
2251;Weesp;Totaal niet-actief;4.4;14.6
2252;Weesp;Werkloosheids- en bijstandsuitk. ontv.;0.4;11.1
2253;Weesp;Pensioenontvanger;2.9;16.3
2254;Schermer;Totaal sociaal-economische categorie;3.2;18.0
2255;Schermer;Totaal actief;2.3;19.5
2256;Schermer;Werknemer;1.7;20.2
2257;Schermer;Zelfstandige;0.6;17.4
2258;Schermer;Totaal niet-actief;0.9;14.1
2259;Schermer;Werkloosheids- en bijstandsuitk. ontv.;;
2260;Schermer;Pensioenontvanger;0.6;15.6
2261;Wervershoof;Totaal sociaal-economische categorie;5.5;16.7
2262;Wervershoof;Totaal actief;3.8;18.7
2263;Wervershoof;Werknemer;3.1;18.6
2264;Wervershoof;Zelfstandige;0.6;19.1
2265;Wervershoof;Totaal niet-actief;1.8;12.5
2266;Wervershoof;Werkloosheids- en bijstandsuitk. ontv.;;
2267;Wervershoof;Pensioenontvanger;1.1;13.8
2268;Wieringen;Totaal sociaal-economische categorie;5.7;17.7
2269;Wieringen;Totaal actief;3.6;20.2
2270;Wieringen;Werknemer;2.8;19.1
2271;Wieringen;Zelfstandige;0.8;23.9
2272;Wieringen;Totaal niet-actief;2.0;13.4
2273;Wieringen;Werkloosheids- en bijstandsuitk. ontv.;;
2274;Wieringen;Pensioenontvanger;1.5;14.0
2275;Wieringermeer;Totaal sociaal-economische categorie;8.3;16.4
2276;Wieringermeer;Totaal actief;5.5;17.8
2277;Wieringermeer;Werknemer;4.3;18.6
2278;Wieringermeer;Zelfstandige;1.2;15.0
2279;Wieringermeer;Totaal niet-actief;2.8;13.6
2280;Wieringermeer;Werkloosheids- en bijstandsuitk. ontv.;;
2281;Wieringermeer;Pensioenontvanger;1.8;14.8
2282;Wognum;Totaal sociaal-economische categorie;5.3;17.6
2283;Wognum;Totaal actief;3.5;20.1
2284;Wognum;Werknemer;3.0;19.8
2285;Wognum;Zelfstandige;0.6;21.3
2286;Wognum;Totaal niet-actief;1.7;12.6
2287;Wognum;Werkloosheids- en bijstandsuitk. ontv.;;
2288;Wognum;Pensioenontvanger;1.0;14.6
2289;Zandvoort;Totaal sociaal-economische categorie;12.0;19.6
2290;Zandvoort;Totaal actief;7.2;22.1
2291;Zandvoort;Werknemer;6.0;22.2
2292;Zandvoort;Zelfstandige;1.2;21.6
2293;Zandvoort;Totaal niet-actief;4.8;15.8
2294;Zandvoort;Werkloosheids- en bijstandsuitk. ontv.;0.3;11.8
2295;Zandvoort;Pensioenontvanger;3.2;17.8
2296;Zijpe;Totaal sociaal-economische categorie;7.5;16.5
2297;Zijpe;Totaal actief;5.1;17.6
2298;Zijpe;Werknemer;4.0;18.8
2299;Zijpe;Zelfstandige;1.1;13.4
2300;Zijpe;Totaal niet-actief;2.4;14.3
2301;Zijpe;Werkloosheids- en bijstandsuitk. ontv.;;
2302;Zijpe;Pensioenontvanger;1.6;15.5
2303;Zeevang;Totaal sociaal-economische categorie;4.2;19.5
2304;Zeevang;Totaal actief;3.0;21.6
2305;Zeevang;Werknemer;2.4;21.7
2306;Zeevang;Zelfstandige;0.6;21.0
2307;Zeevang;Totaal niet-actief;1.2;14.3
2308;Zeevang;Werkloosheids- en bijstandsuitk. ontv.;;
2309;Zeevang;Pensioenontvanger;0.8;15.8
2310;Zaanstad;Totaal sociaal-economische categorie;96.4;17.5
2311;Zaanstad;Totaal actief;61.9;19.7
2312;Zaanstad;Werknemer;56.3;19.6
2313;Zaanstad;Zelfstandige;5.5;21.2
2314;Zaanstad;Totaal niet-actief;34.5;13.5
2315;Zaanstad;Werkloosheids- en bijstandsuitk. ontv.;2.9;11.6
2316;Zaanstad;Pensioenontvanger;20.9;15.0
2317;Ter Aar;Totaal sociaal-economische categorie;5.9;18.2
2318;Ter Aar;Totaal actief;4.3;20.2
2319;Ter Aar;Werknemer;3.5;19.8
2320;Ter Aar;Zelfstandige;0.7;22.2
2321;Ter Aar;Totaal niet-actief;1.6;13.1
2322;Ter Aar;Werkloosheids- en bijstandsuitk. ontv.;;
2323;Ter Aar;Pensioenontvanger;1.1;14.7
2324;Alblasserdam;Totaal sociaal-economische categorie;11.7;17.5
2325;Alblasserdam;Totaal actief;7.4;20.0
2326;Alblasserdam;Werknemer;6.8;19.6
2327;Alblasserdam;Zelfstandige;0.6;25.2
2328;Alblasserdam;Totaal niet-actief;4.3;13.2
2329;Alblasserdam;Werkloosheids- en bijstandsuitk. ontv.;0.3;10.7
2330;Alblasserdam;Pensioenontvanger;3.0;14.5
2331;Alkemade;Totaal sociaal-economische categorie;9.6;18.3
2332;Alkemade;Totaal actief;6.9;20.5
2333;Alkemade;Werknemer;5.8;19.5
2334;Alkemade;Zelfstandige;1.1;25.4
2335;Alkemade;Totaal niet-actief;2.8;12.8
2336;Alkemade;Werkloosheids- en bijstandsuitk. ontv.;;
2337;Alkemade;Pensioenontvanger;1.9;14.2
2338;Alphen aan den Rijn;Totaal sociaal-economische categorie;47.4;18.8
2339;Alphen aan den Rijn;Totaal actief;33.6;20.7
2340;Alphen aan den Rijn;Werknemer;30.8;20.6
2341;Alphen aan den Rijn;Zelfstandige;2.7;21.8
2342;Alphen aan den Rijn;Totaal niet-actief;13.8;14.2
2343;Alphen aan den Rijn;Werkloosheids- en bijstandsuitk. ontv.;1.1;12.3
2344;Alphen aan den Rijn;Pensioenontvanger;8.3;16.6
2345;Barendrecht;Totaal sociaal-economische categorie;23.3;19.8
2346;Barendrecht;Totaal actief;17.1;21.8
2347;Barendrecht;Werknemer;15.5;21.2
2348;Barendrecht;Zelfstandige;1.6;27.1
2349;Barendrecht;Totaal niet-actief;6.2;14.5
2350;Barendrecht;Werkloosheids- en bijstandsuitk. ontv.;0.2;14.6
2351;Barendrecht;Pensioenontvanger;4.3;16.3
2352;Bergambacht;Totaal sociaal-economische categorie;5.9;18.8
2353;Bergambacht;Totaal actief;4.0;20.7
2354;Bergambacht;Werknemer;3.5;20.8
2355;Bergambacht;Zelfstandige;0.6;20.2
2356;Bergambacht;Totaal niet-actief;1.8;14.5
2357;Bergambacht;Werkloosheids- en bijstandsuitk. ontv.;;
2358;Bergambacht;Pensioenontvanger;1.4;16.0
2359;Bergschenhoek;Totaal sociaal-economische categorie;9.4;21.5
2360;Bergschenhoek;Totaal actief;7.3;23.6
2361;Bergschenhoek;Werknemer;6.6;23.3
2362;Bergschenhoek;Zelfstandige;0.7;26.0
2363;Bergschenhoek;Totaal niet-actief;2.1;14.3
2364;Bergschenhoek;Werkloosheids- en bijstandsuitk. ontv.;;
2365;Bergschenhoek;Pensioenontvanger;1.4;16.0
2366;Berkel en Rodenrijs;Totaal sociaal-economische categorie;11.3;19.7
2367;Berkel en Rodenrijs;Totaal actief;7.8;22.0
2368;Berkel en Rodenrijs;Werknemer;6.7;21.6
2369;Berkel en Rodenrijs;Zelfstandige;1.1;24.1
2370;Berkel en Rodenrijs;Totaal niet-actief;3.5;14.6
2371;Berkel en Rodenrijs;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.4
2372;Berkel en Rodenrijs;Pensioenontvanger;2.3;16.6
2373;Bleiswijk;Totaal sociaal-economische categorie;6.5;19.7
2374;Bleiswijk;Totaal actief;4.7;21.4
2375;Bleiswijk;Werknemer;4.1;21.7
2376;Bleiswijk;Zelfstandige;0.6;18.9
2377;Bleiswijk;Totaal niet-actief;1.8;15.2
2378;Bleiswijk;Werkloosheids- en bijstandsuitk. ontv.;;
2379;Bleiswijk;Pensioenontvanger;1.2;17.9
2380;Bodegraven;Totaal sociaal-economische categorie;12.6;18.9
2381;Bodegraven;Totaal actief;8.9;21.0
2382;Bodegraven;Werknemer;7.8;20.4
2383;Bodegraven;Zelfstandige;1.2;24.8
2384;Bodegraven;Totaal niet-actief;3.6;13.7
2385;Bodegraven;Werkloosheids- en bijstandsuitk. ontv.;;
2386;Bodegraven;Pensioenontvanger;2.4;15.6
2387;Drechterland;Totaal sociaal-economische categorie;6.7;18.0
2388;Drechterland;Totaal actief;4.8;20.1
2389;Drechterland;Werknemer;4.1;19.2
2390;Drechterland;Zelfstandige;0.7;25.4
2391;Drechterland;Totaal niet-actief;1.9;12.9
2392;Drechterland;Werkloosheids- en bijstandsuitk. ontv.;;
2393;Drechterland;Pensioenontvanger;1.2;13.8
2394;Boskoop;Totaal sociaal-economische categorie;9.9;18.8
2395;Boskoop;Totaal actief;7.2;20.8
2396;Boskoop;Werknemer;5.8;19.9
2397;Boskoop;Zelfstandige;1.3;24.6
2398;Boskoop;Totaal niet-actief;2.7;13.8
2399;Boskoop;Werkloosheids- en bijstandsuitk. ontv.;;
2400;Boskoop;Pensioenontvanger;1.9;15.3
2401;Brielle;Totaal sociaal-economische categorie;10.6;19.7
2402;Brielle;Totaal actief;7.4;21.7
2403;Brielle;Werknemer;6.4;21.9
2404;Brielle;Zelfstandige;1.0;20.5
2405;Brielle;Totaal niet-actief;3.3;15.4
2406;Brielle;Werkloosheids- en bijstandsuitk. ontv.;0.2;13.9
2407;Brielle;Pensioenontvanger;2.4;17.1
2408;Capelle aan den IJssel;Totaal sociaal-economische categorie;44.4;18.9
2409;Capelle aan den IJssel;Totaal actief;29.6;21.3
2410;Capelle aan den IJssel;Werknemer;26.8;21.2
2411;Capelle aan den IJssel;Zelfstandige;2.7;22.5
2412;Capelle aan den IJssel;Totaal niet-actief;14.8;14.1
2413;Capelle aan den IJssel;Werkloosheids- en bijstandsuitk. ontv.;1.7;11.8
2414;Capelle aan den IJssel;Pensioenontvanger;9.8;15.7
2415;Delft;Totaal sociaal-economische categorie;64.4;17.5
2416;Delft;Totaal actief;39.3;20.5
2417;Delft;Werknemer;35.9;20.5
2418;Delft;Zelfstandige;3.4;20.7
2419;Delft;Totaal niet-actief;25.1;12.9
2420;Delft;Werkloosheids- en bijstandsuitk. ontv.;3.2;10.8
2421;Delft;Pensioenontvanger;13.4;15.9
2422;Dirksland;Totaal sociaal-economische categorie;5.2;18.2
2423;Dirksland;Totaal actief;3.6;20.2
2424;Dirksland;Werknemer;3.0;19.7
2425;Dirksland;Zelfstandige;0.6;22.9
2426;Dirksland;Totaal niet-actief;1.7;13.9
2427;Dirksland;Werkloosheids- en bijstandsuitk. ontv.;;
2428;Dirksland;Pensioenontvanger;1.2;15.1
2429;Dordrecht;Totaal sociaal-economische categorie;79.1;17.5
2430;Dordrecht;Totaal actief;49.4;20.1
2431;Dordrecht;Werknemer;44.9;19.9
2432;Dordrecht;Zelfstandige;4.4;22.2
2433;Dordrecht;Totaal niet-actief;29.6;13.2
2434;Dordrecht;Werkloosheids- en bijstandsuitk. ontv.;5.0;10.6
2435;Dordrecht;Pensioenontvanger;17.7;15.1
2436;Goedereede;Totaal sociaal-economische categorie;7.3;18.3
2437;Goedereede;Totaal actief;4.9;20.3
2438;Goedereede;Werknemer;4.0;19.8
2439;Goedereede;Zelfstandige;0.9;23.0
2440;Goedereede;Totaal niet-actief;2.4;14.3
2441;Goedereede;Werkloosheids- en bijstandsuitk. ontv.;;
2442;Goedereede;Pensioenontvanger;1.8;15.5
2443;Gorinchem;Totaal sociaal-economische categorie;23.4;17.6
2444;Gorinchem;Totaal actief;15.4;19.9
2445;Gorinchem;Werknemer;14.0;19.5
2446;Gorinchem;Zelfstandige;1.4;23.9
2447;Gorinchem;Totaal niet-actief;7.9;13.2
2448;Gorinchem;Werkloosheids- en bijstandsuitk. ontv.;0.6;10.0
2449;Gorinchem;Pensioenontvanger;5.3;14.7
2450;Gouda;Totaal sociaal-economische categorie;47.5;18.3
2451;Gouda;Totaal actief;31.7;20.7
2452;Gouda;Werknemer;28.8;20.6
2453;Gouda;Zelfstandige;2.8;21.4
2454;Gouda;Totaal niet-actief;15.9;13.7
2455;Gouda;Werkloosheids- en bijstandsuitk. ontv.;1.8;10.4
2456;Gouda;Pensioenontvanger;10.1;15.4
2457;'s-Gravendeel;Totaal sociaal-economische categorie;6.0;17.8
2458;'s-Gravendeel;Totaal actief;4.3;19.8
2459;'s-Gravendeel;Werknemer;3.8;19.8
2460;'s-Gravendeel;Zelfstandige;0.5;20.4
2461;'s-Gravendeel;Totaal niet-actief;1.7;12.9
2462;'s-Gravendeel;Werkloosheids- en bijstandsuitk. ontv.;;
2463;'s-Gravendeel;Pensioenontvanger;1.3;13.9
2464;'s-Gravenhage (gemeente);Totaal sociaal-economische categorie;308.3;18.5
2465;'s-Gravenhage (gemeente);Totaal actief;185.9;21.1
2466;'s-Gravenhage (gemeente);Werknemer;165.4;21.2
2467;'s-Gravenhage (gemeente);Zelfstandige;20.4;20.5
2468;'s-Gravenhage (gemeente);Totaal niet-actief;122.3;14.5
2469;'s-Gravenhage (gemeente);Werkloosheids- en bijstandsuitk. ontv.;22.0;10.8
2470;'s-Gravenhage (gemeente);Pensioenontvanger;69.5;17.0
2471;'s-Gravenzande;Totaal sociaal-economische categorie;13.0;18.1
2472;'s-Gravenzande;Totaal actief;9.3;20.0
2473;'s-Gravenzande;Werknemer;7.6;18.9
2474;'s-Gravenzande;Zelfstandige;1.7;24.7
2475;'s-Gravenzande;Totaal niet-actief;3.7;13.5
2476;'s-Gravenzande;Werkloosheids- en bijstandsuitk. ontv.;;
2477;'s-Gravenzande;Pensioenontvanger;2.6;15.2
2478;Hardinxveld-Giessendam;Totaal sociaal-economische categorie;11.1;18.0
2479;Hardinxveld-Giessendam;Totaal actief;7.6;20.0
2480;Hardinxveld-Giessendam;Werknemer;6.9;19.5
2481;Hardinxveld-Giessendam;Zelfstandige;0.7;25.6
2482;Hardinxveld-Giessendam;Totaal niet-actief;3.4;13.4
2483;Hardinxveld-Giessendam;Werkloosheids- en bijstandsuitk. ontv.;;
2484;Hardinxveld-Giessendam;Pensioenontvanger;2.5;14.6
2485;Noorder-Koggenland;Totaal sociaal-economische categorie;6.9;18.6
2486;Noorder-Koggenland;Totaal actief;5.0;20.7
2487;Noorder-Koggenland;Werknemer;3.9;20.3
2488;Noorder-Koggenland;Zelfstandige;1.1;22.3
2489;Noorder-Koggenland;Totaal niet-actief;2.0;13.3
2490;Noorder-Koggenland;Werkloosheids- en bijstandsuitk. ontv.;;
2491;Noorder-Koggenland;Pensioenontvanger;1.3;14.5
