ID;Geslacht;Persoonskenmerken;Perioden;Verkeersdeelname_1;GebruikVanHetOpenbaarVervoer_2
686;Vrouwen;Actueel onderwijsniveau: hoog;2016;84.7;10.0
687;Vrouwen;Actueel onderwijsniveau: hoog;2017;84.2;10.5
688;Vrouwen;Migratieachtergrond: Nederland;2010;80.5;6.0
689;Vrouwen;Migratieachtergrond: Nederland;2011;80.4;6.1
690;Vrouwen;Migratieachtergrond: Nederland;2012;80.6;5.7
691;Vrouwen;Migratieachtergrond: Nederland;2013;80.1;6.0
692;Vrouwen;Migratieachtergrond: Nederland;2014;80.8;5.7
693;Vrouwen;Migratieachtergrond: Nederland;2015;80.0;6.1
694;Vrouwen;Migratieachtergrond: Nederland;2016;79.8;5.7
695;Vrouwen;Migratieachtergrond: Nederland;2017;79.0;5.9
696;Vrouwen;Migratieachtergrond: westers;2010;76.5;8.9
697;Vrouwen;Migratieachtergrond: westers;2011;76.7;8.9
698;Vrouwen;Migratieachtergrond: westers;2012;75.1;7.8
699;Vrouwen;Migratieachtergrond: westers;2013;77.5;8.3
700;Vrouwen;Migratieachtergrond: westers;2014;75.9;9.3
701;Vrouwen;Migratieachtergrond: westers;2015;76.2;8.7
702;Vrouwen;Migratieachtergrond: westers;2016;75.6;8.6
703;Vrouwen;Migratieachtergrond: westers;2017;75.3;8.0
704;Vrouwen;Migratieachtergrond: niet-westers;2010;74.1;16.5
705;Vrouwen;Migratieachtergrond: niet-westers;2011;77.3;17.2
706;Vrouwen;Migratieachtergrond: niet-westers;2012;73.1;15.2
707;Vrouwen;Migratieachtergrond: niet-westers;2013;77.3;17.6
708;Vrouwen;Migratieachtergrond: niet-westers;2014;75.4;14.6
709;Vrouwen;Migratieachtergrond: niet-westers;2015;74.4;16.6
710;Vrouwen;Migratieachtergrond: niet-westers;2016;74.1;15.7
711;Vrouwen;Migratieachtergrond: niet-westers;2017;72.5;14.9
712;Vrouwen;Hoogte inkomen: tot 10 000 euro;2010;78.5;16.0
713;Vrouwen;Hoogte inkomen: tot 10 000 euro;2011;81.8;15.8
714;Vrouwen;Hoogte inkomen: tot 10 000 euro;2012;82.8;15.3
715;Vrouwen;Hoogte inkomen: tot 10 000 euro;2013;81.0;18.5
716;Vrouwen;Hoogte inkomen: tot 10 000 euro;2014;81.4;14.3
717;Vrouwen;Hoogte inkomen: tot 10 000 euro;2015;81.9;17.9
718;Vrouwen;Hoogte inkomen: tot 10 000 euro;2016;80.4;16.3
719;Vrouwen;Hoogte inkomen: tot 10 000 euro;2017;83.8;19.6
720;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2010;74.8;7.5
721;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2011;75.0;7.3
722;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2012;75.1;6.6
723;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2013;76.7;7.3
724;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2014;75.4;6.9
725;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2015;73.0;7.8
726;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2016;71.9;8.2
727;Vrouwen;Hoogte inkomen: 10 000 tot 20 000 euro;2017;70.4;7.7
728;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2010;82.1;6.6
729;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2011;82.1;6.8
730;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2012;81.1;6.4
731;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2013;80.3;6.6
732;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2014;82.1;6.6
733;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2015;81.6;6.5
734;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2016;79.7;6.0
735;Vrouwen;Hoogte inkomen: 20 000 tot 30 000 euro;2017;78.2;6.5
736;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2010;83.6;7.3
737;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2011;83.0;7.8
738;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2012;83.2;7.1
739;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2013;83.5;7.3
740;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2014;83.2;6.7
741;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2015;83.9;6.9
742;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2016;83.7;6.4
743;Vrouwen;Hoogte inkomen: 30 000 tot 40 000 euro;2017;81.6;6.3
744;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2010;82.4;6.9
745;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2011;86.5;8.5
746;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2012;80.9;6.4
747;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2013;82.1;8.6
748;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2014;82.5;7.0
749;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2015;81.8;7.5
750;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2016;84.2;7.0
751;Vrouwen;Hoogte inkomen: 40 000 tot 50 000 euro;2017;83.1;7.1
752;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2010;82.9;4.8
753;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2011;82.5;5.2
754;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2012;80.8;4.8
755;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2013;83.5;4.9
756;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2014;81.3;4.6
757;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2015;82.0;6.0
758;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2016;81.9;6.6
759;Vrouwen;Hoogte inkomen: 50 000 euro of meer;2017;83.2;7.6
760;Vrouwen;Leeftijd: 12 jaar of ouder;2010;78.6;8.2
761;Vrouwen;Leeftijd: 12 jaar of ouder;2011;78.8;8.4
762;Vrouwen;Leeftijd: 12 jaar of ouder;2012;78.4;7.7
763;Vrouwen;Leeftijd: 12 jaar of ouder;2013;78.6;8.3
764;Vrouwen;Leeftijd: 12 jaar of ouder;2014;78.9;7.8
765;Vrouwen;Leeftijd: 12 jaar of ouder;2015;78.1;8.4
766;Vrouwen;Leeftijd: 12 jaar of ouder;2016;77.8;7.9
767;Vrouwen;Leeftijd: 12 jaar of ouder;2017;77.1;8.0
768;Vrouwen;Leeftijd: 0 tot 12 jaar;2010;84.3;2.2
769;Vrouwen;Leeftijd: 0 tot 12 jaar;2011;85.3;1.9
770;Vrouwen;Leeftijd: 0 tot 12 jaar;2012;84.9;1.8
771;Vrouwen;Leeftijd: 0 tot 12 jaar;2013;85.5;2.1
772;Vrouwen;Leeftijd: 0 tot 12 jaar;2014;85.3;2.3
773;Vrouwen;Leeftijd: 0 tot 12 jaar;2015;84.9;1.9
774;Vrouwen;Leeftijd: 0 tot 12 jaar;2016;84.8;2.0
775;Vrouwen;Leeftijd: 0 tot 12 jaar;2017;82.9;1.8
776;Vrouwen;Leeftijd: 12 tot 18 jaar;2010;83.7;11.6
777;Vrouwen;Leeftijd: 12 tot 18 jaar;2011;84.7;10.5
778;Vrouwen;Leeftijd: 12 tot 18 jaar;2012;81.0;9.3
779;Vrouwen;Leeftijd: 12 tot 18 jaar;2013;81.6;10.3
780;Vrouwen;Leeftijd: 12 tot 18 jaar;2014;84.3;9.8
781;Vrouwen;Leeftijd: 12 tot 18 jaar;2015;81.1;11.3
782;Vrouwen;Leeftijd: 12 tot 18 jaar;2016;80.5;9.8
783;Vrouwen;Leeftijd: 12 tot 18 jaar;2017;81.1;10.1
784;Vrouwen;Leeftijd: 18 tot 25 jaar;2010;85.2;26.7
785;Vrouwen;Leeftijd: 18 tot 25 jaar;2011;83.7;24.0
786;Vrouwen;Leeftijd: 18 tot 25 jaar;2012;84.9;25.4
787;Vrouwen;Leeftijd: 18 tot 25 jaar;2013;85.2;28.7
788;Vrouwen;Leeftijd: 18 tot 25 jaar;2014;84.5;27.0
789;Vrouwen;Leeftijd: 18 tot 25 jaar;2015;83.6;26.1
790;Vrouwen;Leeftijd: 18 tot 25 jaar;2016;84.0;25.0
791;Vrouwen;Leeftijd: 18 tot 25 jaar;2017;85.4;24.3
792;Vrouwen;Leeftijd: 25 tot 35 jaar;2010;85.9;10.3
793;Vrouwen;Leeftijd: 25 tot 35 jaar;2011;85.9;10.5
794;Vrouwen;Leeftijd: 25 tot 35 jaar;2012;84.8;8.9
795;Vrouwen;Leeftijd: 25 tot 35 jaar;2013;83.9;10.8
796;Vrouwen;Leeftijd: 25 tot 35 jaar;2014;84.4;9.0
797;Vrouwen;Leeftijd: 25 tot 35 jaar;2015;84.1;11.5
798;Vrouwen;Leeftijd: 25 tot 35 jaar;2016;83.7;10.5
799;Vrouwen;Leeftijd: 25 tot 35 jaar;2017;83.0;11.8
800;Vrouwen;Leeftijd: 35 tot 50 jaar;2010;84.0;4.9
801;Vrouwen;Leeftijd: 35 tot 50 jaar;2011;84.4;6.3
802;Vrouwen;Leeftijd: 35 tot 50 jaar;2012;83.6;5.2
803;Vrouwen;Leeftijd: 35 tot 50 jaar;2013;83.6;4.8
804;Vrouwen;Leeftijd: 35 tot 50 jaar;2014;84.0;5.4
805;Vrouwen;Leeftijd: 35 tot 50 jaar;2015;83.5;6.2
806;Vrouwen;Leeftijd: 35 tot 50 jaar;2016;82.9;5.7
807;Vrouwen;Leeftijd: 35 tot 50 jaar;2017;81.6;6.1
808;Vrouwen;Leeftijd: 50 tot 65 jaar;2010;78.8;5.7
809;Vrouwen;Leeftijd: 50 tot 65 jaar;2011;79.1;6.2
810;Vrouwen;Leeftijd: 50 tot 65 jaar;2012;79.6;5.2
811;Vrouwen;Leeftijd: 50 tot 65 jaar;2013;80.4;5.5
812;Vrouwen;Leeftijd: 50 tot 65 jaar;2014;79.6;5.0
813;Vrouwen;Leeftijd: 50 tot 65 jaar;2015;79.0;5.1
814;Vrouwen;Leeftijd: 50 tot 65 jaar;2016;79.8;5.4
815;Vrouwen;Leeftijd: 50 tot 65 jaar;2017;79.1;5.1
816;Vrouwen;Leeftijd: 65 tot 75 jaar;2010;70.5;3.6
817;Vrouwen;Leeftijd: 65 tot 75 jaar;2011;71.9;4.8
818;Vrouwen;Leeftijd: 65 tot 75 jaar;2012;72.2;4.2
819;Vrouwen;Leeftijd: 65 tot 75 jaar;2013;71.8;4.0
820;Vrouwen;Leeftijd: 65 tot 75 jaar;2014;72.9;3.9
821;Vrouwen;Leeftijd: 65 tot 75 jaar;2015;71.8;3.5
822;Vrouwen;Leeftijd: 65 tot 75 jaar;2016;70.8;3.8
823;Vrouwen;Leeftijd: 65 tot 75 jaar;2017;71.6;3.8
824;Vrouwen;Leeftijd: 75 jaar of ouder;2010;49.1;3.3
825;Vrouwen;Leeftijd: 75 jaar of ouder;2011;48.8;2.5
826;Vrouwen;Leeftijd: 75 jaar of ouder;2012;49.4;3.1
827;Vrouwen;Leeftijd: 75 jaar of ouder;2013;52.4;3.1
828;Vrouwen;Leeftijd: 75 jaar of ouder;2014;52.9;2.9
829;Vrouwen;Leeftijd: 75 jaar of ouder;2015;54.6;3.5
830;Vrouwen;Leeftijd: 75 jaar of ouder;2016;53.3;2.6
831;Vrouwen;Leeftijd: 75 jaar of ouder;2017;50.5;2.4
832;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2010;75.8;10.8
833;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2011;76.1;10.9
834;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2012;75.8;10.0
835;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2013;76.2;11.1
836;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2014;75.6;10.3
837;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2015;75.0;11.5
838;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2016;74.2;10.9
839;Vrouwen;Bezit rijbewijs: geen auto beschikbaar;2017;72.9;10.5
840;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2010;80.0;8.0
841;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2011;80.7;8.2
842;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2012;79.5;8.1
843;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2013;80.2;7.7
844;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2014;79.9;8.1
845;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2015;80.2;7.5
846;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2016;78.9;7.8
847;Vrouwen;Bezit rijbewijs: soms auto beschikbaar;2017;78.2;8.2
848;Vrouwen;Bezit rijbewijs: bezit auto;2010;83.5;3.0
849;Vrouwen;Bezit rijbewijs: bezit auto;2011;83.3;3.3
850;Vrouwen;Bezit rijbewijs: bezit auto;2012;83.0;2.8
851;Vrouwen;Bezit rijbewijs: bezit auto;2013;83.0;3.3
852;Vrouwen;Bezit rijbewijs: bezit auto;2014;84.2;3.0
853;Vrouwen;Bezit rijbewijs: bezit auto;2015;82.8;3.3
854;Vrouwen;Bezit rijbewijs: bezit auto;2016;83.5;2.8
855;Vrouwen;Bezit rijbewijs: bezit auto;2017;83.1;3.3
856;Vrouwen;Categorie: arbeidsongeschikte;2010;71.4;5.3
857;Vrouwen;Categorie: arbeidsongeschikte;2011;72.4;6.3
858;Vrouwen;Categorie: arbeidsongeschikte;2012;67.4;4.4
859;Vrouwen;Categorie: arbeidsongeschikte;2013;73.8;5.3
860;Vrouwen;Categorie: arbeidsongeschikte;2014;69.0;6.0
861;Vrouwen;Categorie: arbeidsongeschikte;2015;69.5;4.5
862;Vrouwen;Categorie: arbeidsongeschikte;2016;66.7;5.6
863;Vrouwen;Categorie: arbeidsongeschikte;2017;69.0;5.1
864;Vrouwen;Categorie: baby's/kleuters;2010;81.8;2.6
865;Vrouwen;Categorie: baby's/kleuters;2011;83.2;2.2
866;Vrouwen;Categorie: baby's/kleuters;2012;83.7;2.3
867;Vrouwen;Categorie: baby's/kleuters;2013;83.0;2.0
868;Vrouwen;Categorie: baby's/kleuters;2014;83.0;2.5
869;Vrouwen;Categorie: baby's/kleuters;2015;83.0;2.0
870;Vrouwen;Categorie: baby's/kleuters;2016;82.3;2.2
871;Vrouwen;Categorie: baby's/kleuters;2017;80.9;2.2
872;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2010;85.9;5.4
873;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2011;86.3;6.2
874;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2012;85.4;5.7
875;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2013;86.5;5.7
876;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2014;86.4;4.9
877;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2015;86.3;5.9
878;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2016;86.7;5.6
879;Vrouwen;Categorie: werkzaam 12 tot 30 uur pw;2017;84.6;5.5
880;Vrouwen;Categorie: werkzaam >= 30 uur pw;2010;87.1;10.8
881;Vrouwen;Categorie: werkzaam >= 30 uur pw;2011;86.6;11.4
882;Vrouwen;Categorie: werkzaam >= 30 uur pw;2012;87.2;9.8
883;Vrouwen;Categorie: werkzaam >= 30 uur pw;2013;86.0;10.8
884;Vrouwen;Categorie: werkzaam >= 30 uur pw;2014;86.3;10.2
885;Vrouwen;Categorie: werkzaam >= 30 uur pw;2015;86.0;10.8
886;Vrouwen;Categorie: werkzaam >= 30 uur pw;2016;86.2;9.6
887;Vrouwen;Categorie: werkzaam >= 30 uur pw;2017;85.2;11.3
888;Vrouwen;Categorie: scholier/student;2010;84.7;14.1
889;Vrouwen;Categorie: scholier/student;2011;85.3;12.9
890;Vrouwen;Categorie: scholier/student;2012;83.3;13.0
891;Vrouwen;Categorie: scholier/student;2013;83.9;14.8
892;Vrouwen;Categorie: scholier/student;2014;85.0;14.0
893;Vrouwen;Categorie: scholier/student;2015;83.1;14.8
894;Vrouwen;Categorie: scholier/student;2016;83.1;13.3
895;Vrouwen;Categorie: scholier/student;2017;82.9;13.0
896;Vrouwen;Categorie: werkloos;2010;73.2;8.7
897;Vrouwen;Categorie: werkloos;2011;79.1;12.0
898;Vrouwen;Categorie: werkloos;2012;77.3;8.7
899;Vrouwen;Categorie: werkloos;2013;77.5;5.5
900;Vrouwen;Categorie: werkloos;2014;73.9;9.2
901;Vrouwen;Categorie: werkloos;2015;75.1;10.3
902;Vrouwen;Categorie: werkloos;2016;71.4;10.0
903;Vrouwen;Categorie: werkloos;2017;73.0;10.2
904;Vrouwen;Categorie: overig;2010;76.8;4.0
905;Vrouwen;Categorie: overig;2011;75.5;3.9
906;Vrouwen;Categorie: overig;2012;76.7;3.2
907;Vrouwen;Categorie: overig;2013;76.5;4.2
908;Vrouwen;Categorie: overig;2014;77.3;3.0
909;Vrouwen;Categorie: overig;2015;75.3;3.8
910;Vrouwen;Categorie: overig;2016;74.4;4.7
911;Vrouwen;Categorie: overig;2017;74.1;3.7
912;Vrouwen;Categorie: gepensioneerd/VUT;2010;61.9;3.6
913;Vrouwen;Categorie: gepensioneerd/VUT;2011;62.3;3.7
914;Vrouwen;Categorie: gepensioneerd/VUT;2012;63.1;3.7
915;Vrouwen;Categorie: gepensioneerd/VUT;2013;63.8;3.6
916;Vrouwen;Categorie: gepensioneerd/VUT;2014;64.3;3.5
917;Vrouwen;Categorie: gepensioneerd/VUT;2015;64.3;3.5
918;Vrouwen;Categorie: gepensioneerd/VUT;2016;63.4;3.3
919;Vrouwen;Categorie: gepensioneerd/VUT;2017;62.6;3.1
920;Vrouwen;Studenten met OV-weekkaart;2010;85.0;37.6
921;Vrouwen;Studenten met OV-weekkaart;2011;84.3;37.5
922;Vrouwen;Studenten met OV-weekkaart;2012;86.0;36.7
923;Vrouwen;Studenten met OV-weekkaart;2013;83.8;44.6
924;Vrouwen;Studenten met OV-weekkaart;2014;83.3;36.3
925;Vrouwen;Studenten met OV-weekkaart;2015;82.2;38.8
926;Vrouwen;Studenten met OV-weekkaart;2016;82.1;35.9
927;Vrouwen;Studenten met OV-weekkaart;2017;82.3;35.8
928;Vrouwen;Studenten met OV-weekendkaart;2010;89.1;29.1
929;Vrouwen;Studenten met OV-weekendkaart;2011;81.3;20.7
930;Vrouwen;Studenten met OV-weekendkaart;2012;96.3;29.2
931;Vrouwen;Studenten met OV-weekendkaart;2013;;
932;Vrouwen;Studenten met OV-weekendkaart;2014;95.4;31.7
933;Vrouwen;Studenten met OV-weekendkaart;2015;86.2;26.6
934;Vrouwen;Studenten met OV-weekendkaart;2016;92.7;25.1
935;Vrouwen;Studenten met OV-weekendkaart;2017;88.6;27.6
936;Vrouwen;Personen zonder studenten-OV-kaart;2010;79.1;5.9
937;Vrouwen;Personen zonder studenten-OV-kaart;2011;79.4;6.1
938;Vrouwen;Personen zonder studenten-OV-kaart;2012;78.9;5.5
939;Vrouwen;Personen zonder studenten-OV-kaart;2013;79.3;5.8
940;Vrouwen;Personen zonder studenten-OV-kaart;2014;79.4;5.7
941;Vrouwen;Personen zonder studenten-OV-kaart;2015;78.7;6.1
942;Vrouwen;Personen zonder studenten-OV-kaart;2016;78.4;5.7
943;Vrouwen;Personen zonder studenten-OV-kaart;2017;77.5;5.6
944;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2010;74.2;9.2
945;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2011;74.7;9.3
946;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2012;75.3;8.8
947;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2013;76.9;10.6
948;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2014;75.9;9.5
949;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2015;74.2;10.8
950;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2016;73.3;9.7
951;Vrouwen;Besteedbaar inkomen: 1e 20%-groep;2017;74.1;11.0
952;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2010;77.5;7.4
953;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2011;77.8;6.4
954;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2012;77.8;6.0
955;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2013;77.6;5.8
956;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2014;77.4;5.7
957;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2015;76.1;6.4
958;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2016;76.1;5.3
959;Vrouwen;Besteedbaar inkomen: 2e 20%-groep;2017;71.3;6.5
960;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2010;81.7;6.3
961;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2011;81.6;7.3
962;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2012;79.6;6.2
963;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2013;80.1;6.8
964;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2014;83.0;6.2
965;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2015;81.9;6.3
966;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2016;81.0;6.8
967;Vrouwen;Besteedbaar inkomen: 3e 20%-groep;2017;78.8;6.1
968;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2010;83.2;7.0
969;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2011;82.6;7.0
970;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2012;83.3;6.6
971;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2013;81.7;6.3
972;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2014;82.4;6.8
973;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2015;82.9;6.7
974;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2016;83.6;6.6
975;Vrouwen;Besteedbaar inkomen: 4e 20%-groep;2017;81.2;6.0
976;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2010;82.9;6.6
977;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2011;84.2;7.4
978;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2012;82.2;6.4
979;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2013;83.4;7.4
980;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2014;82.3;6.2
981;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2015;82.5;6.9
982;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2016;83.4;6.6
983;Vrouwen;Besteedbaar inkomen: 5e 20%-groep;2017;83.1;7.4
