ID;Geslacht;Leeftijd;GestandaardiseerdInkomen;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
4655;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03 Middelen bij funct. maagdarmstoorn.;2023;37280.0;2.04;2220.0;1213.0
4656;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2012;11110.0;0.65;;
4657;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2013;10420.0;0.61;;
4658;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2014;9930.0;0.58;;
4659;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2015;10930.0;0.63;;
4660;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2016;10565.0;0.61;;
4661;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2017;10600.0;0.61;;
4662;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2018;10750.0;0.61;;
4663;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2019;10755.0;0.61;;
4664;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2020;10435.0;0.59;1746.0;981.0
4665;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2021;10785.0;0.6;1844.0;1030.0
4666;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2022;10485.0;0.58;1897.0;1045.0
4667;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03A Middelen bij funct. darmstoornissen;2023;9220.0;0.5;1722.0;941.0
4668;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2012;380.0;0.02;;
4669;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2013;335.0;0.02;;
4670;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2014;350.0;0.02;;
4671;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2015;390.0;0.02;;
4672;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2016;440.0;0.03;;
4673;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2017;450.0;0.03;;
4674;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2018;475.0;0.03;;
4675;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2019;465.0;0.03;;
4676;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2020;425.0;0.02;3.0;2.0
4677;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2021;465.0;0.03;4.0;2.0
4678;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2022;410.0;0.02;4.0;2.0
4679;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03B Belladonna en derivaten;2023;440.0;0.02;4.0;2.0
4680;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2012;0.0;0.0;;
4681;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2013;0.0;0.0;;
4682;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2014;0.0;0.0;;
4683;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2015;0.0;0.0;;
4684;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2016;0.0;0.0;;
4685;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2017;0.0;0.0;;
4686;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2018;0.0;0.0;;
4687;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2019;0.0;0.0;;
4688;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2020;0.0;0.0;0.0;0.0
4689;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2021;0.0;0.0;0.0;0.0
4690;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2022;0.0;0.0;0.0;0.0
4691;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03C Spasmolytica met psycholeptica;2023;0.0;0.0;0.0;0.0
4692;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2012;0.0;0.0;;
4693;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2013;0.0;0.0;;
4694;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2014;0.0;0.0;;
4695;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2015;0.0;0.0;;
4696;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2016;0.0;0.0;;
4697;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2017;0.0;0.0;;
4698;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2018;0.0;0.0;;
4699;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2019;0.0;0.0;;
4700;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2020;0.0;0.0;0.0;0.0
4701;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2021;0.0;0.0;0.0;0.0
4702;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2022;0.0;0.0;0.0;0.0
4703;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03D Spasmolytica met analgetica;2023;0.0;0.0;0.0;0.0
4704;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2012;0.0;0.0;;
4705;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2013;0.0;0.0;;
4706;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2014;0.0;0.0;;
4707;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2015;0.0;0.0;;
4708;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2016;0.0;0.0;;
4709;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2017;0.0;0.0;;
4710;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2018;0.0;0.0;;
4711;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2019;0.0;0.0;;
4712;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2020;0.0;0.0;0.0;0.0
4713;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2021;0.0;0.0;0.0;0.0
4714;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2022;0.0;0.0;0.0;0.0
4715;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03E Ov spasmolytica en parasympath.comb;2023;0.0;0.0;0.0;0.0
4716;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2012;19710.0;1.15;;
4717;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2013;18075.0;1.06;;
4718;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2014;20265.0;1.18;;
4719;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2015;28905.0;1.67;;
4720;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2016;28970.0;1.67;;
4721;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2017;28650.0;1.64;;
4722;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2018;30705.0;1.74;;
4723;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2019;29565.0;1.67;;
4724;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2020;28020.0;1.57;540.0;303.0
4725;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2021;29895.0;1.67;549.0;307.0
4726;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2022;31030.0;1.71;554.0;305.0
4727;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A03F Motiliteitsbevorderende middelen;2023;28660.0;1.57;494.0;270.0
4728;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2012;3195.0;0.19;;
4729;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2013;3320.0;0.19;;
4730;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2014;3340.0;0.19;;
4731;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2015;3960.0;0.23;;
4732;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2016;4775.0;0.27;;
4733;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2017;5375.0;0.31;;
4734;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2018;7010.0;0.4;;
4735;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2019;7975.0;0.45;;
4736;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2020;6875.0;0.39;89.0;50.0
4737;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2021;10060.0;0.56;104.0;58.0
4738;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2022;13605.0;0.75;125.0;69.0
4739;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04 Anti-emetica;2023;13485.0;0.74;122.0;67.0
4740;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2012;3195.0;0.19;;
4741;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2013;3320.0;0.19;;
4742;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2014;3340.0;0.19;;
4743;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2015;3960.0;0.23;;
4744;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2016;4775.0;0.27;;
4745;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2017;5375.0;0.31;;
4746;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2018;7010.0;0.4;;
4747;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2019;7975.0;0.45;;
4748;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2020;6875.0;0.39;89.0;50.0
4749;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2021;10060.0;0.56;104.0;58.0
4750;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2022;13605.0;0.75;125.0;69.0
4751;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A04A Anti-emetica;2023;13485.0;0.74;122.0;67.0
4752;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2012;770.0;0.04;;
4753;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2013;805.0;0.05;;
4754;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2014;795.0;0.05;;
4755;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2015;935.0;0.05;;
4756;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2016;960.0;0.06;;
4757;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2017;1070.0;0.06;;
4758;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2018;1145.0;0.06;;
4759;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2019;1190.0;0.07;;
4760;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2020;1260.0;0.07;329.0;185.0
4761;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2021;1300.0;0.07;343.0;191.0
4762;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2022;1510.0;0.08;392.0;216.0
4763;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05 Gal- en levertherapeutica;2023;1390.0;0.08;364.0;199.0
4764;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2012;770.0;0.04;;
4765;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2013;805.0;0.05;;
4766;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2014;795.0;0.05;;
4767;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2015;935.0;0.05;;
4768;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2016;960.0;0.06;;
4769;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2017;1070.0;0.06;;
4770;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2018;1145.0;0.06;;
4771;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2019;1190.0;0.07;;
4772;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2020;1260.0;0.07;329.0;185.0
4773;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2021;1300.0;0.07;343.0;191.0
4774;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2022;1510.0;0.08;392.0;216.0
4775;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05A Galtherapeutica;2023;1390.0;0.08;364.0;199.0
4776;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2012;0.0;0.0;;
4777;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2013;0.0;0.0;;
4778;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2014;0.0;0.0;;
4779;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2015;0.0;0.0;;
4780;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2016;0.0;0.0;;
4781;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2017;0.0;0.0;;
4782;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2018;0.0;0.0;;
4783;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2019;0.0;0.0;;
4784;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2020;0.0;0.0;0.0;0.0
4785;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2021;0.0;0.0;0.0;0.0
4786;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2022;0.0;0.0;0.0;0.0
4787;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05B Levertherapeutica, lipotrope midd.;2023;0.0;0.0;0.0;0.0
4788;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2012;0.0;0.0;;
4789;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2013;0.0;0.0;;
4790;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2014;0.0;0.0;;
4791;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2015;0.0;0.0;;
4792;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2016;0.0;0.0;;
4793;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2017;0.0;0.0;;
4794;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2018;0.0;0.0;;
4795;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2019;0.0;0.0;;
4796;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2020;0.0;0.0;0.0;0.0
4797;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2021;0.0;0.0;0.0;0.0
4798;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2022;0.0;0.0;0.0;0.0
4799;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A05C Galtherapeutica met lipotrope midd.;2023;0.0;0.0;0.0;0.0
4800;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2012;85405.0;5.0;;
4801;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2013;83760.0;4.89;;
4802;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2014;81095.0;4.72;;
4803;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2015;101390.0;5.86;;
4804;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2016;106040.0;6.1;;
4805;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2017;113725.0;6.5;;
4806;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2018;120520.0;6.85;;
4807;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2019;124040.0;7.0;;
4808;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2020;123535.0;6.94;12249.0;6882.0
4809;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2021;135075.0;7.54;13573.0;7579.0
4810;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2022;137950.0;7.6;13938.0;7677.0
4811;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06 Laxantia;2023;130165.0;7.11;9270.0;5065.0
4812;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2012;85405.0;5.0;;
4813;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2013;83760.0;4.89;;
4814;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2014;81095.0;4.72;;
4815;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2015;101390.0;5.86;;
4816;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2016;106040.0;6.1;;
4817;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2017;113725.0;6.5;;
4818;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2018;120520.0;6.85;;
4819;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2019;124040.0;7.0;;
4820;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2020;123535.0;6.94;12249.0;6882.0
4821;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2021;135075.0;7.54;13573.0;7579.0
4822;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2022;137950.0;7.6;13938.0;7677.0
4823;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A06A Laxantia;2023;130165.0;7.11;9270.0;5065.0
4824;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2012;19895.0;1.16;;
4825;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2013;18825.0;1.1;;
4826;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2014;18465.0;1.07;;
4827;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2015;18590.0;1.08;;
4828;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2016;18255.0;1.05;;
4829;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2017;18295.0;1.05;;
4830;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2018;19420.0;1.1;;
4831;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2019;18825.0;1.06;;
4832;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2020;18310.0;1.03;4888.0;2747.0
4833;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2021;18575.0;1.04;4858.0;2713.0
4834;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2022;14315.0;0.79;4522.0;2491.0
4835;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07 Antidiarr/-inflamm/-microb. darmmidd;2023;15235.0;0.83;4177.0;2282.0
4836;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2012;13085.0;0.77;;
4837;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2013;12375.0;0.72;;
4838;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2014;12445.0;0.72;;
4839;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2015;11915.0;0.69;;
4840;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2016;11665.0;0.67;;
4841;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2017;11605.0;0.66;;
4842;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2018;12290.0;0.7;;
4843;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2019;12015.0;0.68;;
4844;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2020;11365.0;0.64;145.0;81.0
4845;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2021;11280.0;0.63;155.0;87.0
4846;Totaal mannen en vrouwen;10000;1e 10%-groep (personen) (laag inkomen);A07A Antimicrobiële darmmiddelen;2022;6805.0;0.37;146.0;81.0
