ID;Geslacht;Leeftijd;Migratieachtergrond;Onderwijssoort;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
1919;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2014/'15;4410;40;4370;1.0
1920;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2015/'16;4360;40;4320;1.0
1921;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2016/'17;4300;50;4250;1.0
1922;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2017/'18;4330;40;4290;1.0
1923;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2018/'19;4320;40;4280;1.0
1924;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2019/20;4350;30;4320;1.0
1925;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vo (excl. praktijkonderwijs);2020/'21;4430;40;4400;1.0
1926;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2012/'13;3270;470;2810;14.0
1927;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2013/'14;3300;430;2870;13.0
1928;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2014/'15;3290;400;2890;12.0
1929;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2015/'16;3290;410;2880;12.0
1930;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2016/'17;3290;450;2840;14.0
1931;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2017/'18;3230;440;2790;14.0
1932;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2018/'19;3270;440;2840;13.0
1933;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2019/20;3340;370;2970;11.0
1934;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Mbo (incl. extranei);2020/'21;3470;430;3040;12.0
1935;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2012/'13;80;10;60;17.0
1936;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2013/'14;80;20;60;25.0
1937;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2014/'15;90;20;70;18.0
1938;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2015/'16;70;10;60;15.0
1939;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2016/'17;70;20;60;24.0
1940;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2017/'18;70;20;50;29.0
1941;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2018/'19;90;20;70;24.0
1942;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2019/20;80;20;60;19.0
1943;Mannen;Totaal leeftijd;(voormalige) Nederlandse Antillen, Aruba;Vavo;2020/'21;50;20;30;33.0
1944;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2012/'13;35200;1660;33540;5.0
1945;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2013/'14;36760;1730;35030;5.0
1946;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2014/'15;38280;1800;36480;5.0
1947;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2015/'16;40580;1810;38780;4.0
1948;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2016/'17;45060;2320;42740;5.0
1949;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2017/'18;48550;2670;45880;6.0
1950;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2018/'19;50970;2990;47980;6.0
1951;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2019/20;52560;2630;49930;5.0
1952;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Totaal onderwijs;2020/'21;54210;2620;51590;5.0
1953;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2012/'13;23750;320;23430;1.0
1954;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2013/'14;24810;340;24480;1.0
1955;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2014/'15;26240;400;25840;2.0
1956;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2015/'16;28310;500;27820;2.0
1957;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2016/'17;31870;820;31050;3.0
1958;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2017/'18;33500;780;32730;2.0
1959;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2018/'19;33890;630;33260;2.0
1960;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2019/20;34400;480;33930;1.0
1961;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vo (excl. praktijkonderwijs);2020/'21;35320;410;34910;1.0
1962;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2012/'13;10750;1260;9500;12.0
1963;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2013/'14;11240;1280;9970;11.0
1964;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2014/'15;11350;1280;10070;11.0
1965;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2015/'16;11520;1200;10320;10.0
1966;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2016/'17;12300;1330;10970;11.0
1967;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2017/'18;13950;1680;12270;12.0
1968;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2018/'19;16040;2180;13860;14.0
1969;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2019/20;17140;1990;15150;12.0
1970;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Mbo (incl. extranei);2020/'21;18210;2080;16130;11.0
1971;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2012/'13;700;90;610;12.0
1972;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2013/'14;700;120;580;17.0
1973;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2014/'15;700;120;580;17.0
1974;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2015/'16;750;120;640;15.0
1975;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2016/'17;890;170;720;19.0
1976;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2017/'18;1100;210;890;19.0
1977;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2018/'19;1050;180;870;17.0
1978;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2019/20;1020;170;850;16.0
1979;Mannen;Totaal leeftijd;Overige niet-westerse migratieachterg...;Vavo;2020/'21;670;130;550;19.0
1980;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2012/'13;444130;2290;441840;1.0
1981;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2013/'14;451480;2300;449180;1.0
1982;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2014/'15;457400;2160;455240;0.0
1983;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2015/'16;462520;2240;460280;0.0
1984;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2016/'17;463080;2040;461050;0.0
1985;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2017/'18;458740;2030;456710;0.0
1986;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2018/'19;452540;2020;450520;0.0
1987;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2019/20;445720;1720;444000;0.0
1988;Mannen;Jonger dan 18 jaar;Totaal;Totaal onderwijs;2020/'21;439570;1800;437770;0.0
1989;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2012/'13;417620;1710;415910;0.0
1990;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2013/'14;424220;1690;422530;0.0
1991;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2014/'15;429810;1580;428240;0.0
1992;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2015/'16;433390;1660;431730;0.0
1993;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2016/'17;432280;1510;430770;0.0
1994;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2017/'18;426540;1490;425050;0.0
1995;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2018/'19;419180;1380;417800;0.0
1996;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2019/20;411390;1120;410270;0.0
1997;Mannen;Jonger dan 18 jaar;Totaal;Vo (excl. praktijkonderwijs);2020/'21;404670;1230;403430;0.0
1998;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2012/'13;26290;560;25730;2.0
1999;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2013/'14;27000;600;26400;2.0
2000;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2014/'15;27330;570;26760;2.0
2001;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2015/'16;28850;570;28280;2.0
2002;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2016/'17;30480;500;29980;2.0
2003;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2017/'18;31880;520;31360;2.0
2004;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2018/'19;33020;620;32400;2.0
2005;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2019/20;33930;580;33350;2.0
2006;Mannen;Jonger dan 18 jaar;Totaal;Mbo (incl. extranei);2020/'21;34700;560;34140;2.0
2007;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2012/'13;220;20;200;9.0
2008;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2013/'14;270;20;250;7.0
2009;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2014/'15;250;10;240;5.0
2010;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2015/'16;290;20;270;7.0
2011;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2016/'17;320;20;300;6.0
2012;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2017/'18;320;20;300;6.0
2013;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2018/'19;340;20;320;6.0
2014;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2019/20;400;20;380;5.0
2015;Mannen;Jonger dan 18 jaar;Totaal;Vavo;2020/'21;210;10;200;5.0
2016;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2012/'13;351510;1480;350040;0.0
2017;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2013/'14;356620;1430;355190;0.0
2018;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2014/'15;360340;1370;358970;0.0
2019;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2015/'16;363010;1460;361550;0.0
2020;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2016/'17;360790;1310;359480;0.0
2021;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2017/'18;354420;1330;353080;0.0
2022;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2018/'19;347090;1370;345720;0.0
2023;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2019/20;339110;1160;337950;0.0
2024;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Totaal onderwijs;2020/'21;331530;1190;330340;0.0
2025;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2012/'13;330250;1080;329160;0.0
2026;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2013/'14;334940;1030;333900;0.0
2027;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2014/'15;338340;1010;337330;0.0
2028;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2015/'16;339750;1060;338680;0.0
2029;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2016/'17;336270;980;335290;0.0
2030;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2017/'18;329110;1000;328110;0.0
2031;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2018/'19;320920;940;319980;0.0
2032;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2019/20;312220;740;311480;0.0
2033;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vo (excl. praktijkonderwijs);2020/'21;304340;820;303520;0.0
2034;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2012/'13;21110;380;20730;2.0
2035;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2013/'14;21530;390;21140;2.0
2036;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2014/'15;21830;350;21480;2.0
2037;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2015/'16;23080;390;22690;2.0
2038;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2016/'17;24310;320;23990;1.0
2039;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2017/'18;25120;320;24800;1.0
2040;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2018/'19;25950;410;25530;2.0
2041;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2019/20;26650;410;26240;2.0
2042;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Mbo (incl. extranei);2020/'21;27070;370;26700;1.0
2043;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2012/'13;160;20;140;10.0
2044;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2013/'14;160;10;150;
2045;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2014/'15;160;10;150;
2046;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2015/'16;190;10;180;5.0
2047;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2016/'17;200;10;200;
2048;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2017/'18;190;10;170;6.0
2049;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2018/'19;220;10;210;4.0
2050;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2019/20;240;10;230;5.0
2051;Mannen;Jonger dan 18 jaar;Totaal Nederlandse achtergrond;Vavo;2020/'21;120;10;120;
2052;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2012/'13;27340;230;27110;1.0
2053;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2013/'14;27670;210;27460;1.0
2054;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2014/'15;28260;200;28060;1.0
2055;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2015/'16;29020;230;28790;1.0
2056;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2016/'17;29210;220;28990;1.0
2057;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2017/'18;29680;210;29470;1.0
2058;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2018/'19;30300;190;30110;1.0
2059;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2019/20;31010;160;30850;1.0
2060;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Totaal onderwijs;2020/'21;31700;220;31480;1.0
2061;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;25990;200;25790;1.0
2062;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;26360;170;26180;1.0
2063;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;26980;150;26830;1.0
2064;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;27600;180;27420;1.0
2065;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;27760;180;27580;1.0
2066;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;28110;160;27950;1.0
2067;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;28690;150;28540;1.0
2068;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;29280;120;29160;0.0
2069;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;29970;170;29800;1.0
2070;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;1340;40;1300;3.0
2071;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;1290;40;1250;3.0
2072;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;1260;50;1220;4.0
2073;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;1400;50;1340;4.0
2074;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;1420;40;1380;3.0
2075;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;1550;50;1500;3.0
2076;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;1590;40;1550;3.0
2077;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2019/20;1710;40;1670;2.0
2078;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;1710;50;1660;3.0
2079;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2012/'13;20;0;20;
2080;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2013/'14;20;0;20;
2081;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2014/'15;20;0;20;
2082;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2015/'16;20;0;20;
2083;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2016/'17;30;0;30;
2084;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2017/'18;20;0;20;
2085;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2018/'19;20;0;20;
2086;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2019/20;30;0;30;
2087;Mannen;Jonger dan 18 jaar;Totaal westerse migratieachtergrond;Vavo;2020/'21;20;0;20;
2088;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;65270;580;64690;1.0
2089;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;67190;660;66530;1.0
2090;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;68800;590;68210;1.0
2091;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;70500;560;69940;1.0
2092;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;73090;510;72580;1.0
2093;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;74650;480;74160;1.0
2094;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;75160;470;74690;1.0
2095;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;75590;400;75190;1.0
2096;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;76340;390;75950;1.0
2097;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;61390;430;60960;1.0
2098;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;62920;480;62450;1.0
2099;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2014/'15;64490;410;64080;1.0
2100;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2015/'16;66040;410;65620;1.0
2101;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2016/'17;68260;360;67900;1.0
2102;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2017/'18;69320;330;68990;0.0
2103;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2018/'19;69570;290;69280;0.0
2104;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2019/20;69890;260;69630;0.0
2105;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2020/'21;70360;240;70110;0.0
2106;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2012/'13;3840;140;3700;4.0
2107;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2013/'14;4180;170;4010;4.0
2108;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2014/'15;4240;180;4060;4.0
2109;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2015/'16;4380;130;4240;3.0
2110;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2016/'17;4750;140;4610;3.0
2111;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2017/'18;5220;150;5070;3.0
2112;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2018/'19;5480;170;5320;3.0
2113;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2019/20;5580;130;5440;2.0
2114;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Mbo (incl. extranei);2020/'21;5930;150;5780;2.0
2115;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2012/'13;50;10;40;
2116;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2013/'14;80;10;70;14.0
2117;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2014/'15;70;10;70;
2118;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2015/'16;80;10;70;
2119;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2016/'17;90;10;80;
2120;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2017/'18;110;10;110;
2121;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2018/'19;100;10;90;
2122;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2019/20;130;10;120;
2123;Mannen;Jonger dan 18 jaar;Totaal niet-westerse migratieachtergrond;Vavo;2020/'21;60;0;60;
2124;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2012/'13;8800;140;8660;2.0
2125;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2013/'14;8100;130;7970;2.0
2126;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2014/'15;7680;130;7550;2.0
2127;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2015/'16;7820;100;7720;1.0
2128;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2016/'17;9230;110;9120;1.0
2129;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2017/'18;10110;110;10000;1.0
2130;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2018/'19;10770;110;10660;1.0
2131;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2019/20;11590;70;11510;1.0
2132;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Totaal onderwijs;2020/'21;12370;80;12280;1.0
2133;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2012/'13;8190;110;8080;1.0
2134;Mannen;Jonger dan 18 jaar;1e gen niet-westerse migratieachtergrond;Vo (excl. praktijkonderwijs);2013/'14;7510;100;7410;1.0
