ID;Geslacht;KenmerkenPersonen;CaribischNederland;Perioden;Personen_1;PersoonlijkBrutoInkomenGemiddeld_2;PersoonlijkBrutoInkomenMediaan_3;PersoonlijkInkomenGemiddeld_4;PersoonlijkInkomenMediaan_5
1446;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2017;1250.0;23.4;17.5;21.1;16.8
1447;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2018;1300.0;23.7;18.1;21.2;17.4
1448;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2019;1350.0;23.5;17.9;21.1;17.4
1449;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2020;1450.0;22.7;17.1;20.7;16.7
1450;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2021;1550.0;23.2;17.1;20.9;16.5
1451;Mannen;Positie hh: partner van hoofdkostwinner;Caribisch Nederland;2022;1450.0;25.5;19.3;22.4;18.3
1452;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2011;700.0;18.4;14.5;17.4;14.1
1453;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2012;750.0;19.3;15.1;18.3;14.7
1454;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2013;750.0;19.0;15.7;18.1;15.3
1455;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2014;900.0;19.1;15.4;18.2;15.0
1456;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2015;900.0;19.5;15.8;18.4;15.5
1457;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2016;1000.0;20.6;16.0;18.9;15.6
1458;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2017;1050.0;23.0;17.1;20.7;16.7
1459;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2018;1100.0;23.5;18.0;20.9;17.3
1460;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2019;1150.0;23.2;17.8;20.7;17.1
1461;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2020;1200.0;22.1;16.6;20.1;16.3
1462;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2021;1300.0;22.6;16.9;20.1;16.1
1463;Mannen;Positie hh: partner van hoofdkostwinner;Bonaire;2022;1250.0;24.9;18.7;21.7;17.9
1464;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2011;100.0;;;;
1465;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2012;100.0;;;;
1466;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2013;100.0;;;;
1467;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2014;100.0;25.4;19.5;23.5;19.2
1468;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2015;100.0;25.9;22.4;24.1;21.1
1469;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2016;100.0;24.5;19.5;21.7;17.3
1470;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2017;100.0;;;;
1471;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2018;100.0;26.8;21.5;24.6;20.9
1472;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2019;100.0;25.9;19.7;24.1;18.5
1473;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2020;150.0;27.3;23.5;25.4;22.4
1474;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2021;150.0;27.4;21.7;25.5;20.4
1475;Mannen;Positie hh: partner van hoofdkostwinner;Sint Eustatius;2022;150.0;28.0;22.5;25.9;21.3
1476;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2011;50.0;;;;
1477;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2012;50.0;;;;
1478;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2013;100.0;;;;
1479;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2014;100.0;;;;
1480;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2015;100.0;;;;
1481;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2016;100.0;;;;
1482;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2017;100.0;;;;
1483;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2018;100.0;;;;
1484;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2019;100.0;;;;
1485;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2020;100.0;23.7;19.0;22.0;18.1
1486;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2021;100.0;26.2;20.3;24.5;20.1
1487;Mannen;Positie hh: partner van hoofdkostwinner;Saba;2022;100.0;28.7;24.9;26.5;23.4
1488;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2011;100.0;;;;
1489;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2012;100.0;;;;
1490;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2013;50.0;;;;
1491;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2014;50.0;;;;
1492;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2015;100.0;;;;
1493;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2016;100.0;;;;
1494;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2017;100.0;;;;
1495;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2018;100.0;2.2;1.5;2.1;1.4
1496;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2019;100.0;;;;
1497;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2020;100.0;;;;
1498;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2021;100.0;;;;
1499;Mannen;Positie hh: kind < 18 jaar;Caribisch Nederland;2022;150.0;2.7;2.3;2.7;2.3
1500;Mannen;Positie hh: kind < 18 jaar;Bonaire;2011;100.0;;;;
1501;Mannen;Positie hh: kind < 18 jaar;Bonaire;2012;50.0;;;;
1502;Mannen;Positie hh: kind < 18 jaar;Bonaire;2013;50.0;;;;
1503;Mannen;Positie hh: kind < 18 jaar;Bonaire;2014;50.0;;;;
1504;Mannen;Positie hh: kind < 18 jaar;Bonaire;2015;100.0;;;;
1505;Mannen;Positie hh: kind < 18 jaar;Bonaire;2016;100.0;;;;
1506;Mannen;Positie hh: kind < 18 jaar;Bonaire;2017;100.0;;;;
1507;Mannen;Positie hh: kind < 18 jaar;Bonaire;2018;100.0;;;;
1508;Mannen;Positie hh: kind < 18 jaar;Bonaire;2019;100.0;;;;
1509;Mannen;Positie hh: kind < 18 jaar;Bonaire;2020;50.0;;;;
1510;Mannen;Positie hh: kind < 18 jaar;Bonaire;2021;100.0;;;;
1511;Mannen;Positie hh: kind < 18 jaar;Bonaire;2022;100.0;2.6;2.2;2.5;2.2
1512;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2011;0.0;;;;
1513;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2012;0.0;;;;
1514;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2013;0.0;;;;
1515;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2014;0.0;;;;
1516;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2015;0.0;;;;
1517;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2016;0.0;;;;
1518;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2017;0.0;;;;
1519;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2018;0.0;;;;
1520;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2019;0.0;;;;
1521;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2020;0.0;;;;
1522;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2021;0.0;;;;
1523;Mannen;Positie hh: kind < 18 jaar;Sint Eustatius;2022;0.0;;;;
1524;Mannen;Positie hh: kind < 18 jaar;Saba;2011;0.0;;;;
1525;Mannen;Positie hh: kind < 18 jaar;Saba;2012;0.0;;;;
1526;Mannen;Positie hh: kind < 18 jaar;Saba;2013;0.0;;;;
1527;Mannen;Positie hh: kind < 18 jaar;Saba;2014;0.0;;;;
1528;Mannen;Positie hh: kind < 18 jaar;Saba;2015;0.0;;;;
1529;Mannen;Positie hh: kind < 18 jaar;Saba;2016;0.0;;;;
1530;Mannen;Positie hh: kind < 18 jaar;Saba;2017;0.0;;;;
1531;Mannen;Positie hh: kind < 18 jaar;Saba;2018;0.0;;;;
1532;Mannen;Positie hh: kind < 18 jaar;Saba;2019;0.0;;;;
1533;Mannen;Positie hh: kind < 18 jaar;Saba;2020;0.0;;;;
1534;Mannen;Positie hh: kind < 18 jaar;Saba;2021;0.0;;;;
1535;Mannen;Positie hh: kind < 18 jaar;Saba;2022;0.0;;;;
1536;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2011;700.0;17.4;13.4;16.5;13.1
1537;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2012;750.0;18.3;14.4;17.3;14.0
1538;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2013;750.0;18.1;14.1;17.2;13.8
1539;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2014;850.0;19.2;15.0;18.2;14.6
1540;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2015;950.0;18.3;13.4;17.4;13.1
1541;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2016;950.0;18.8;14.1;17.6;13.8
1542;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2017;1050.0;19.7;14.6;18.4;14.1
1543;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2018;1100.0;19.8;14.7;18.7;14.4
1544;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2019;1150.0;19.6;14.8;18.6;14.5
1545;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2020;1150.0;20.3;14.5;18.8;14.3
1546;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2021;1200.0;19.8;14.8;18.6;14.6
1547;Mannen;Positie hh: kind >=18 jaar;Caribisch Nederland;2022;1250.0;21.3;16.0;20.0;15.7
1548;Mannen;Positie hh: kind >=18 jaar;Bonaire;2011;600.0;16.2;13.1;15.4;12.9
1549;Mannen;Positie hh: kind >=18 jaar;Bonaire;2012;650.0;16.5;13.7;15.7;13.4
1550;Mannen;Positie hh: kind >=18 jaar;Bonaire;2013;650.0;16.5;13.7;15.7;13.4
1551;Mannen;Positie hh: kind >=18 jaar;Bonaire;2014;700.0;17.9;14.6;17.0;14.3
1552;Mannen;Positie hh: kind >=18 jaar;Bonaire;2015;800.0;17.0;13.0;16.1;12.8
1553;Mannen;Positie hh: kind >=18 jaar;Bonaire;2016;850.0;17.6;13.8;16.4;13.6
1554;Mannen;Positie hh: kind >=18 jaar;Bonaire;2017;900.0;18.2;13.8;16.9;13.5
1555;Mannen;Positie hh: kind >=18 jaar;Bonaire;2018;950.0;19.0;14.6;18.0;14.2
1556;Mannen;Positie hh: kind >=18 jaar;Bonaire;2019;950.0;18.6;14.3;17.6;14.1
1557;Mannen;Positie hh: kind >=18 jaar;Bonaire;2020;950.0;19.6;14.5;18.1;14.3
1558;Mannen;Positie hh: kind >=18 jaar;Bonaire;2021;1000.0;18.6;14.6;17.5;14.3
1559;Mannen;Positie hh: kind >=18 jaar;Bonaire;2022;1050.0;20.6;15.9;19.2;15.6
1560;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2011;100.0;;;;
1561;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2012;100.0;;;;
1562;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2013;100.0;;;;
1563;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2014;100.0;;;;
1564;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2015;100.0;;;;
1565;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2016;100.0;;;;
1566;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2017;100.0;33.5;24.0;32.1;23.5
1567;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2018;150.0;25.4;18.2;24.4;17.9
1568;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2019;150.0;28.1;18.9;26.9;18.7
1569;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2020;150.0;25.1;15.0;23.9;14.9
1570;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2021;150.0;26.9;18.2;25.6;17.9
1571;Mannen;Positie hh: kind >=18 jaar;Sint Eustatius;2022;150.0;25.9;15.9;24.7;15.7
1572;Mannen;Positie hh: kind >=18 jaar;Saba;2011;50.0;;;;
1573;Mannen;Positie hh: kind >=18 jaar;Saba;2012;50.0;;;;
1574;Mannen;Positie hh: kind >=18 jaar;Saba;2013;50.0;;;;
1575;Mannen;Positie hh: kind >=18 jaar;Saba;2014;50.0;;;;
1576;Mannen;Positie hh: kind >=18 jaar;Saba;2015;50.0;;;;
1577;Mannen;Positie hh: kind >=18 jaar;Saba;2016;50.0;;;;
1578;Mannen;Positie hh: kind >=18 jaar;Saba;2017;50.0;;;;
1579;Mannen;Positie hh: kind >=18 jaar;Saba;2018;50.0;;;;
1580;Mannen;Positie hh: kind >=18 jaar;Saba;2019;50.0;;;;
1581;Mannen;Positie hh: kind >=18 jaar;Saba;2020;50.0;;;;
1582;Mannen;Positie hh: kind >=18 jaar;Saba;2021;50.0;;;;
1583;Mannen;Positie hh: kind >=18 jaar;Saba;2022;50.0;;;;
1584;Mannen;Positie hh: overig lid;Caribisch Nederland;2011;700.0;15.7;11.8;14.9;11.6
1585;Mannen;Positie hh: overig lid;Caribisch Nederland;2012;650.0;16.2;11.6;15.5;11.4
1586;Mannen;Positie hh: overig lid;Caribisch Nederland;2013;700.0;16.6;12.0;15.9;11.8
1587;Mannen;Positie hh: overig lid;Caribisch Nederland;2014;600.0;17.2;12.3;16.4;12.1
1588;Mannen;Positie hh: overig lid;Caribisch Nederland;2015;650.0;17.9;14.0;17.2;13.7
1589;Mannen;Positie hh: overig lid;Caribisch Nederland;2016;600.0;18.1;13.6;17.0;13.1
1590;Mannen;Positie hh: overig lid;Caribisch Nederland;2017;550.0;18.3;13.5;17.3;13.3
1591;Mannen;Positie hh: overig lid;Caribisch Nederland;2018;500.0;19.0;14.0;17.5;13.7
1592;Mannen;Positie hh: overig lid;Caribisch Nederland;2019;550.0;18.7;13.9;17.5;13.4
1593;Mannen;Positie hh: overig lid;Caribisch Nederland;2020;550.0;18.1;14.3;17.0;13.6
1594;Mannen;Positie hh: overig lid;Caribisch Nederland;2021;650.0;16.9;13.1;15.8;12.7
1595;Mannen;Positie hh: overig lid;Caribisch Nederland;2022;600.0;18.7;15.1;17.7;14.7
1596;Mannen;Positie hh: overig lid;Bonaire;2011;600.0;15.0;12.0;14.4;11.7
1597;Mannen;Positie hh: overig lid;Bonaire;2012;550.0;14.8;11.4;14.3;11.2
1598;Mannen;Positie hh: overig lid;Bonaire;2013;600.0;15.7;11.8;15.0;11.6
1599;Mannen;Positie hh: overig lid;Bonaire;2014;500.0;16.0;12.2;15.3;11.9
1600;Mannen;Positie hh: overig lid;Bonaire;2015;550.0;17.2;14.0;16.5;13.9
1601;Mannen;Positie hh: overig lid;Bonaire;2016;550.0;17.4;13.5;16.2;13.1
1602;Mannen;Positie hh: overig lid;Bonaire;2017;500.0;17.4;12.8;16.5;12.5
1603;Mannen;Positie hh: overig lid;Bonaire;2018;400.0;18.0;13.4;16.5;13.2
1604;Mannen;Positie hh: overig lid;Bonaire;2019;450.0;17.4;12.8;16.4;12.6
1605;Mannen;Positie hh: overig lid;Bonaire;2020;500.0;17.6;13.7;16.5;13.5
1606;Mannen;Positie hh: overig lid;Bonaire;2021;550.0;16.8;13.1;15.6;12.7
1607;Mannen;Positie hh: overig lid;Bonaire;2022;550.0;17.9;15.1;17.0;14.8
1608;Mannen;Positie hh: overig lid;Sint Eustatius;2011;100.0;;;;
1609;Mannen;Positie hh: overig lid;Sint Eustatius;2012;100.0;;;;
1610;Mannen;Positie hh: overig lid;Sint Eustatius;2013;50.0;;;;
1611;Mannen;Positie hh: overig lid;Sint Eustatius;2014;50.0;;;;
1612;Mannen;Positie hh: overig lid;Sint Eustatius;2015;50.0;;;;
1613;Mannen;Positie hh: overig lid;Sint Eustatius;2016;50.0;;;;
1614;Mannen;Positie hh: overig lid;Sint Eustatius;2017;50.0;;;;
1615;Mannen;Positie hh: overig lid;Sint Eustatius;2018;50.0;;;;
1616;Mannen;Positie hh: overig lid;Sint Eustatius;2019;50.0;;;;
1617;Mannen;Positie hh: overig lid;Sint Eustatius;2020;50.0;;;;
1618;Mannen;Positie hh: overig lid;Sint Eustatius;2021;50.0;;;;
1619;Mannen;Positie hh: overig lid;Sint Eustatius;2022;50.0;;;;
1620;Mannen;Positie hh: overig lid;Saba;2011;50.0;;;;
1621;Mannen;Positie hh: overig lid;Saba;2012;0.0;;;;
1622;Mannen;Positie hh: overig lid;Saba;2013;0.0;;;;
1623;Mannen;Positie hh: overig lid;Saba;2014;0.0;;;;
1624;Mannen;Positie hh: overig lid;Saba;2015;0.0;;;;
1625;Mannen;Positie hh: overig lid;Saba;2016;0.0;;;;
1626;Mannen;Positie hh: overig lid;Saba;2017;0.0;;;;
1627;Mannen;Positie hh: overig lid;Saba;2018;0.0;;;;
1628;Mannen;Positie hh: overig lid;Saba;2019;0.0;;;;
1629;Mannen;Positie hh: overig lid;Saba;2020;50.0;;;;
1630;Mannen;Positie hh: overig lid;Saba;2021;50.0;;;;
1631;Mannen;Positie hh: overig lid;Saba;2022;50.0;;;;
1632;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2011;200.0;4.6;2.4;4.5;2.4
1633;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2012;200.0;4.0;2.4;3.9;2.3
1634;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2013;200.0;3.8;2.9;3.8;2.9
1635;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2014;200.0;3.6;2.2;3.5;2.2
1636;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2015;250.0;3.0;1.7;2.9;1.6
1637;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2016;250.0;3.5;2.4;3.4;2.4
1638;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2017;250.0;3.5;2.2;3.5;2.2
1639;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2018;300.0;3.6;2.4;3.5;2.3
1640;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2019;300.0;4.2;2.7;4.1;2.7
1641;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2020;250.0;3.8;2.9;3.7;2.9
1642;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2021;300.0;3.7;2.8;3.7;2.8
1643;Mannen;Leeftijd: jonger dan 20 jaar;Caribisch Nederland;2022;350.0;4.4;3.1;4.3;3.1
1644;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2011;200.0;4.4;2.3;4.3;2.3
1645;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2012;200.0;3.8;2.2;3.7;2.2
1646;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2013;150.0;3.7;2.6;3.7;2.6
1647;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2014;150.0;3.6;2.2;3.5;2.1
1648;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2015;250.0;2.9;1.5;2.8;1.4
1649;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2016;250.0;3.3;2.1;3.3;2.1
1650;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2017;250.0;3.4;2.2;3.4;2.2
1651;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2018;250.0;3.5;2.1;3.4;2.1
1652;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2019;250.0;4.1;2.4;4.0;2.4
1653;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2020;200.0;3.5;2.3;3.5;2.3
1654;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2021;250.0;3.6;2.6;3.5;2.5
1655;Mannen;Leeftijd: jonger dan 20 jaar;Bonaire;2022;250.0;4.3;3.1;4.3;3.0
1656;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2011;0.0;;;;
1657;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2012;0.0;;;;
1658;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2013;0.0;;;;
1659;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2014;0.0;;;;
1660;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2015;0.0;;;;
1661;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2016;0.0;;;;
1662;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2017;0.0;;;;
1663;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2018;0.0;;;;
1664;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2019;0.0;;;;
1665;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2020;50.0;;;;
1666;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2021;50.0;;;;
1667;Mannen;Leeftijd: jonger dan 20 jaar;Sint Eustatius;2022;0.0;;;;
1668;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2011;0.0;;;;
1669;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2012;0.0;;;;
1670;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2013;0.0;;;;
1671;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2014;0.0;;;;
1672;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2015;0.0;;;;
1673;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2016;0.0;;;;
1674;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2017;0.0;;;;
1675;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2018;0.0;;;;
1676;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2019;0.0;;;;
1677;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2020;0.0;;;;
1678;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2021;0.0;;;;
1679;Mannen;Leeftijd: jonger dan 20 jaar;Saba;2022;50.0;;;;
1680;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2011;1950.0;23.3;17.7;21.9;17.0
1681;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2012;2050.0;23.3;17.7;21.9;17.1
1682;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2013;2200.0;24.5;18.8;23.0;18.3
1683;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2014;2250.0;25.0;19.0;23.4;18.4
1684;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2015;2400.0;24.9;19.3;23.4;18.7
1685;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2016;2450.0;25.0;19.9;23.5;19.4
1686;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2017;2600.0;26.3;21.0;24.8;20.4
1687;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2018;2700.0;26.7;22.0;25.3;21.7
1688;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2019;2800.0;26.4;21.0;24.9;20.7
1689;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2020;2850.0;26.5;20.4;24.9;20.2
1690;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2021;2950.0;26.3;20.3;24.7;20.1
1691;Mannen;Leeftijd: 20 tot 40  jaar;Caribisch Nederland;2022;3150.0;28.0;21.7;26.0;21.2
1692;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2011;1600.0;21.4;16.8;20.1;16.4
1693;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2012;1700.0;21.2;16.7;20.0;16.2
1694;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2013;1800.0;22.5;17.8;21.2;17.4
1695;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2014;1900.0;22.9;18.0;21.5;17.6
1696;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2015;2000.0;22.7;18.4;21.4;17.9
1697;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2016;2050.0;23.0;19.0;21.7;18.4
1698;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2017;2150.0;24.1;20.2;22.7;19.5
1699;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2018;2200.0;25.1;21.4;23.8;21.1
1700;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2019;2350.0;24.9;20.4;23.4;20.1
1701;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2020;2400.0;25.2;19.9;23.7;19.7
1702;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2021;2500.0;24.9;19.8;23.5;19.5
1703;Mannen;Leeftijd: 20 tot 40  jaar;Bonaire;2022;2650.0;26.7;21.0;24.7;20.5
1704;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2011;200.0;36.5;26.9;34.0;26.2
1705;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2012;250.0;35.9;26.4;33.5;25.8
1706;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2013;250.0;37.8;28.2;35.3;27.1
1707;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2014;250.0;38.9;29.8;36.4;29.2
1708;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2015;250.0;40.9;31.8;38.7;31.2
1709;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2016;250.0;39.7;28.8;37.8;28.2
1710;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2017;300.0;42.4;34.8;40.4;34.3
1711;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2018;300.0;36.9;26.5;35.3;26.5
1712;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2019;300.0;36.8;27.2;35.1;26.5
1713;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2020;300.0;34.7;25.7;32.9;24.9
1714;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2021;300.0;36.2;25.7;33.7;25.4
1715;Mannen;Leeftijd: 20 tot 40  jaar;Sint Eustatius;2022;300.0;36.3;25.3;34.3;24.3
1716;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2011;150.0;26.1;22.0;24.2;21.0
1717;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2012;150.0;29.7;24.9;27.4;22.6
1718;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2013;150.0;26.0;20.3;24.1;19.7
1719;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2014;150.0;29.7;22.5;26.9;21.4
1720;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2015;150.0;27.4;20.6;24.9;19.6
1721;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2016;150.0;27.9;22.3;25.4;21.4
1722;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2017;150.0;28.0;22.4;25.5;20.9
1723;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2018;150.0;29.2;24.6;27.1;23.2
1724;Mannen;Leeftijd: 20 tot 40  jaar;Saba;2019;150.0;28.7;22.4;26.7;21.7
