ID;Providers;Financing;Periods;HealthCareExpenditure_1
754;HP42-49: Laboratories, other anc. serv.;HF23: Enterprise financing schemes;2022;0.0
755;HP42-49: Laboratories, other anc. serv.;HF23: Enterprise financing schemes;2023;0.0
756;HP42-49: Laboratories, other anc. serv.;HF3: Household out-of-pocket payments;2021;33.0
757;HP42-49: Laboratories, other anc. serv.;HF3: Household out-of-pocket payments;2022;19.0
758;HP42-49: Laboratories, other anc. serv.;HF3: Household out-of-pocket payments;2023;19.0
759;HP42-49: Laboratories, other anc. serv.;HF31: Out-of-pocket excl cost sharing;2021;14.0
760;HP42-49: Laboratories, other anc. serv.;HF31: Out-of-pocket excl cost sharing;2022;0.0
761;HP42-49: Laboratories, other anc. serv.;HF31: Out-of-pocket excl cost sharing;2023;0.0
762;HP42-49: Laboratories, other anc. serv.;HF32: Cost sharing;2021;18.0
763;HP42-49: Laboratories, other anc. serv.;HF32: Cost sharing;2022;19.0
764;HP42-49: Laboratories, other anc. serv.;HF32: Cost sharing;2023;19.0
765;HP5: Retailers of medical goods;Total financing of residents;2021;8230.0
766;HP5: Retailers of medical goods;Total financing of residents;2022;8319.0
767;HP5: Retailers of medical goods;Total financing of residents;2023;8604.0
768;HP5: Retailers of medical goods;HF1: Government, comp. contr. schemes;2021;5628.0
769;HP5: Retailers of medical goods;HF1: Government, comp. contr. schemes;2022;5743.0
770;HP5: Retailers of medical goods;HF1: Government, comp. contr. schemes;2023;5877.0
771;HP5: Retailers of medical goods;HF11: Government schemes;2021;348.0
772;HP5: Retailers of medical goods;HF11: Government schemes;2022;137.0
773;HP5: Retailers of medical goods;HF11: Government schemes;2023;0.0
774;HP5: Retailers of medical goods;HF12: Compulsory contributory schemes;2021;5280.0
775;HP5: Retailers of medical goods;HF12: Compulsory contributory schemes;2022;5606.0
776;HP5: Retailers of medical goods;HF12: Compulsory contributory schemes;2023;5877.0
777;HP5: Retailers of medical goods;HF121a: Long-term care insurance;2021;193.0
778;HP5: Retailers of medical goods;HF121a: Long-term care insurance;2022;198.0
779;HP5: Retailers of medical goods;HF121a: Long-term care insurance;2023;237.0
780;HP5: Retailers of medical goods;HF121b: Health Insurance Fund;2021;
781;HP5: Retailers of medical goods;HF121b: Health Insurance Fund;2022;
782;HP5: Retailers of medical goods;HF121b: Health Insurance Fund;2023;
783;HP5: Retailers of medical goods;HF122: Compulsory private insurance;2021;5086.0
784;HP5: Retailers of medical goods;HF122: Compulsory private insurance;2022;5408.0
785;HP5: Retailers of medical goods;HF122: Compulsory private insurance;2023;5640.0
786;HP5: Retailers of medical goods;Voluntary schemes (incl. OOP);2021;2602.0
787;HP5: Retailers of medical goods;Voluntary schemes (incl. OOP);2022;2576.0
788;HP5: Retailers of medical goods;Voluntary schemes (incl. OOP);2023;2726.0
789;HP5: Retailers of medical goods;HF2: Voluntary schemes;2021;296.0
790;HP5: Retailers of medical goods;HF2: Voluntary schemes;2022;220.0
791;HP5: Retailers of medical goods;HF2: Voluntary schemes;2023;237.0
792;HP5: Retailers of medical goods;HF21: Voluntary health insurance schemes;2021;242.0
793;HP5: Retailers of medical goods;HF21: Voluntary health insurance schemes;2022;220.0
794;HP5: Retailers of medical goods;HF21: Voluntary health insurance schemes;2023;237.0
795;HP5: Retailers of medical goods;HF22: Financing schemes NPISH;2021;0.0
796;HP5: Retailers of medical goods;HF22: Financing schemes NPISH;2022;0.0
797;HP5: Retailers of medical goods;HF22: Financing schemes NPISH;2023;0.0
798;HP5: Retailers of medical goods;HF23: Enterprise financing schemes;2021;54.0
799;HP5: Retailers of medical goods;HF23: Enterprise financing schemes;2022;0.0
800;HP5: Retailers of medical goods;HF23: Enterprise financing schemes;2023;0.0
801;HP5: Retailers of medical goods;HF3: Household out-of-pocket payments;2021;2306.0
802;HP5: Retailers of medical goods;HF3: Household out-of-pocket payments;2022;2356.0
803;HP5: Retailers of medical goods;HF3: Household out-of-pocket payments;2023;2489.0
804;HP5: Retailers of medical goods;HF31: Out-of-pocket excl cost sharing;2021;1345.0
805;HP5: Retailers of medical goods;HF31: Out-of-pocket excl cost sharing;2022;1393.0
806;HP5: Retailers of medical goods;HF31: Out-of-pocket excl cost sharing;2023;1494.0
807;HP5: Retailers of medical goods;HF32: Cost sharing;2021;961.0
808;HP5: Retailers of medical goods;HF32: Cost sharing;2022;962.0
809;HP5: Retailers of medical goods;HF32: Cost sharing;2023;995.0
810;HP51: Pharmacies;Total financing of residents;2021;4759.0
811;HP51: Pharmacies;Total financing of residents;2022;5008.0
812;HP51: Pharmacies;Total financing of residents;2023;5193.0
813;HP51: Pharmacies;HF1: Government, comp. contr. schemes;2021;3744.0
814;HP51: Pharmacies;HF1: Government, comp. contr. schemes;2022;3997.0
815;HP51: Pharmacies;HF1: Government, comp. contr. schemes;2023;4119.0
816;HP51: Pharmacies;HF11: Government schemes;2021;6.0
817;HP51: Pharmacies;HF11: Government schemes;2022;0.0
818;HP51: Pharmacies;HF11: Government schemes;2023;0.0
819;HP51: Pharmacies;HF12: Compulsory contributory schemes;2021;3738.0
820;HP51: Pharmacies;HF12: Compulsory contributory schemes;2022;3997.0
821;HP51: Pharmacies;HF12: Compulsory contributory schemes;2023;4119.0
822;HP51: Pharmacies;HF121a: Long-term care insurance;2021;0.0
823;HP51: Pharmacies;HF121a: Long-term care insurance;2022;0.0
824;HP51: Pharmacies;HF121a: Long-term care insurance;2023;0.0
825;HP51: Pharmacies;HF121b: Health Insurance Fund;2021;
826;HP51: Pharmacies;HF121b: Health Insurance Fund;2022;
827;HP51: Pharmacies;HF121b: Health Insurance Fund;2023;
828;HP51: Pharmacies;HF122: Compulsory private insurance;2021;3738.0
829;HP51: Pharmacies;HF122: Compulsory private insurance;2022;3997.0
830;HP51: Pharmacies;HF122: Compulsory private insurance;2023;4119.0
831;HP51: Pharmacies;Voluntary schemes (incl. OOP);2021;1015.0
832;HP51: Pharmacies;Voluntary schemes (incl. OOP);2022;1012.0
833;HP51: Pharmacies;Voluntary schemes (incl. OOP);2023;1074.0
834;HP51: Pharmacies;HF2: Voluntary schemes;2021;41.0
835;HP51: Pharmacies;HF2: Voluntary schemes;2022;31.0
836;HP51: Pharmacies;HF2: Voluntary schemes;2023;33.0
837;HP51: Pharmacies;HF21: Voluntary health insurance schemes;2021;41.0
838;HP51: Pharmacies;HF21: Voluntary health insurance schemes;2022;31.0
839;HP51: Pharmacies;HF21: Voluntary health insurance schemes;2023;33.0
840;HP51: Pharmacies;HF22: Financing schemes NPISH;2021;0.0
841;HP51: Pharmacies;HF22: Financing schemes NPISH;2022;0.0
842;HP51: Pharmacies;HF22: Financing schemes NPISH;2023;0.0
843;HP51: Pharmacies;HF23: Enterprise financing schemes;2021;0.0
844;HP51: Pharmacies;HF23: Enterprise financing schemes;2022;0.0
845;HP51: Pharmacies;HF23: Enterprise financing schemes;2023;0.0
846;HP51: Pharmacies;HF3: Household out-of-pocket payments;2021;974.0
847;HP51: Pharmacies;HF3: Household out-of-pocket payments;2022;981.0
848;HP51: Pharmacies;HF3: Household out-of-pocket payments;2023;1041.0
849;HP51: Pharmacies;HF31: Out-of-pocket excl cost sharing;2021;246.0
850;HP51: Pharmacies;HF31: Out-of-pocket excl cost sharing;2022;258.0
851;HP51: Pharmacies;HF31: Out-of-pocket excl cost sharing;2023;297.0
852;HP51: Pharmacies;HF32: Cost sharing;2021;727.0
853;HP51: Pharmacies;HF32: Cost sharing;2022;722.0
854;HP51: Pharmacies;HF32: Cost sharing;2023;744.0
855;HP52-59 : Suppl. med. appliances, other;Total financing of residents;2021;3471.0
856;HP52-59 : Suppl. med. appliances, other;Total financing of residents;2022;3311.0
857;HP52-59 : Suppl. med. appliances, other;Total financing of residents;2023;3410.0
858;HP52-59 : Suppl. med. appliances, other;HF1: Government, comp. contr. schemes;2021;1883.0
859;HP52-59 : Suppl. med. appliances, other;HF1: Government, comp. contr. schemes;2022;1746.0
860;HP52-59 : Suppl. med. appliances, other;HF1: Government, comp. contr. schemes;2023;1758.0
861;HP52-59 : Suppl. med. appliances, other;HF11: Government schemes;2021;342.0
862;HP52-59 : Suppl. med. appliances, other;HF11: Government schemes;2022;137.0
863;HP52-59 : Suppl. med. appliances, other;HF11: Government schemes;2023;0.0
864;HP52-59 : Suppl. med. appliances, other;HF12: Compulsory contributory schemes;2021;1541.0
865;HP52-59 : Suppl. med. appliances, other;HF12: Compulsory contributory schemes;2022;1609.0
866;HP52-59 : Suppl. med. appliances, other;HF12: Compulsory contributory schemes;2023;1758.0
867;HP52-59 : Suppl. med. appliances, other;HF121a: Long-term care insurance;2021;193.0
868;HP52-59 : Suppl. med. appliances, other;HF121a: Long-term care insurance;2022;198.0
869;HP52-59 : Suppl. med. appliances, other;HF121a: Long-term care insurance;2023;237.0
870;HP52-59 : Suppl. med. appliances, other;HF121b: Health Insurance Fund;2021;
871;HP52-59 : Suppl. med. appliances, other;HF121b: Health Insurance Fund;2022;
872;HP52-59 : Suppl. med. appliances, other;HF121b: Health Insurance Fund;2023;
873;HP52-59 : Suppl. med. appliances, other;HF122: Compulsory private insurance;2021;1348.0
874;HP52-59 : Suppl. med. appliances, other;HF122: Compulsory private insurance;2022;1412.0
875;HP52-59 : Suppl. med. appliances, other;HF122: Compulsory private insurance;2023;1521.0
876;HP52-59 : Suppl. med. appliances, other;Voluntary schemes (incl. OOP);2021;1588.0
877;HP52-59 : Suppl. med. appliances, other;Voluntary schemes (incl. OOP);2022;1564.0
878;HP52-59 : Suppl. med. appliances, other;Voluntary schemes (incl. OOP);2023;1652.0
879;HP52-59 : Suppl. med. appliances, other;HF2: Voluntary schemes;2021;255.0
880;HP52-59 : Suppl. med. appliances, other;HF2: Voluntary schemes;2022;189.0
881;HP52-59 : Suppl. med. appliances, other;HF2: Voluntary schemes;2023;204.0
882;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2021;201.0
883;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2022;189.0
884;HP52-59 : Suppl. med. appliances, other;HF21: Voluntary health insurance schemes;2023;204.0
885;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPISH;2021;0.0
886;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPISH;2022;0.0
887;HP52-59 : Suppl. med. appliances, other;HF22: Financing schemes NPISH;2023;0.0
888;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2021;54.0
889;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2022;0.0
890;HP52-59 : Suppl. med. appliances, other;HF23: Enterprise financing schemes;2023;0.0
891;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2021;1332.0
892;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2022;1375.0
893;HP52-59 : Suppl. med. appliances, other;HF3: Household out-of-pocket payments;2023;1448.0
894;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2021;1098.0
895;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2022;1135.0
896;HP52-59 : Suppl. med. appliances, other;HF31: Out-of-pocket excl cost sharing;2023;1197.0
897;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2021;234.0
898;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2022;240.0
899;HP52-59 : Suppl. med. appliances, other;HF32: Cost sharing;2023;251.0
900;HP6: Providers of preventive care;Total financing of residents;2021;6901.0
901;HP6: Providers of preventive care;Total financing of residents;2022;4667.0
902;HP6: Providers of preventive care;Total financing of residents;2023;3698.0
903;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2021;6163.0
904;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2022;3911.0
905;HP6: Providers of preventive care;HF1: Government, comp. contr. schemes;2023;2888.0
906;HP6: Providers of preventive care;HF11: Government schemes;2021;5928.0
907;HP6: Providers of preventive care;HF11: Government schemes;2022;3640.0
908;HP6: Providers of preventive care;HF11: Government schemes;2023;2585.0
909;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2021;235.0
910;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2022;271.0
911;HP6: Providers of preventive care;HF12: Compulsory contributory schemes;2023;303.0
912;HP6: Providers of preventive care;HF121a: Long-term care insurance;2021;5.0
913;HP6: Providers of preventive care;HF121a: Long-term care insurance;2022;6.0
914;HP6: Providers of preventive care;HF121a: Long-term care insurance;2023;7.0
915;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2021;
916;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2022;
917;HP6: Providers of preventive care;HF121b: Health Insurance Fund;2023;
918;HP6: Providers of preventive care;HF122: Compulsory private insurance;2021;230.0
919;HP6: Providers of preventive care;HF122: Compulsory private insurance;2022;266.0
920;HP6: Providers of preventive care;HF122: Compulsory private insurance;2023;296.0
921;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2021;738.0
922;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2022;756.0
923;HP6: Providers of preventive care;Voluntary schemes (incl. OOP);2023;810.0
924;HP6: Providers of preventive care;HF2: Voluntary schemes;2021;688.0
925;HP6: Providers of preventive care;HF2: Voluntary schemes;2022;718.0
926;HP6: Providers of preventive care;HF2: Voluntary schemes;2023;771.0
927;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2021;2.0
928;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2022;1.0
929;HP6: Providers of preventive care;HF21: Voluntary health insurance schemes;2023;2.0
930;HP6: Providers of preventive care;HF22: Financing schemes NPISH;2021;0.0
931;HP6: Providers of preventive care;HF22: Financing schemes NPISH;2022;0.0
932;HP6: Providers of preventive care;HF22: Financing schemes NPISH;2023;0.0
933;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2021;686.0
934;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2022;717.0
935;HP6: Providers of preventive care;HF23: Enterprise financing schemes;2023;769.0
936;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2021;50.0
937;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2022;38.0
938;HP6: Providers of preventive care;HF3: Household out-of-pocket payments;2023;39.0
939;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2021;35.0
940;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2022;21.0
941;HP6: Providers of preventive care;HF31: Out-of-pocket excl cost sharing;2023;22.0
942;HP6: Providers of preventive care;HF32: Cost sharing;2021;14.0
943;HP6: Providers of preventive care;HF32: Cost sharing;2022;17.0
944;HP6: Providers of preventive care;HF32: Cost sharing;2023;18.0
945;HP7: Healthcare adm. and financ.;Total financing of residents;2021;3686.0
946;HP7: Healthcare adm. and financ.;Total financing of residents;2022;3774.0
947;HP7: Healthcare adm. and financ.;Total financing of residents;2023;3844.0
948;HP7: Healthcare adm. and financ.;HF1: Government, comp. contr. schemes;2021;3224.0
949;HP7: Healthcare adm. and financ.;HF1: Government, comp. contr. schemes;2022;3284.0
950;HP7: Healthcare adm. and financ.;HF1: Government, comp. contr. schemes;2023;3351.0
951;HP7: Healthcare adm. and financ.;HF11: Government schemes;2021;1761.0
952;HP7: Healthcare adm. and financ.;HF11: Government schemes;2022;1729.0
953;HP7: Healthcare adm. and financ.;HF11: Government schemes;2023;1739.0
954;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2021;1463.0
955;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2022;1555.0
956;HP7: Healthcare adm. and financ.;HF12: Compulsory contributory schemes;2023;1612.0
957;HP7: Healthcare adm. and financ.;HF121a: Long-term care insurance;2021;419.0
958;HP7: Healthcare adm. and financ.;HF121a: Long-term care insurance;2022;446.0
959;HP7: Healthcare adm. and financ.;HF121a: Long-term care insurance;2023;476.0
960;HP7: Healthcare adm. and financ.;HF121b: Health Insurance Fund;2021;
961;HP7: Healthcare adm. and financ.;HF121b: Health Insurance Fund;2022;
962;HP7: Healthcare adm. and financ.;HF121b: Health Insurance Fund;2023;
963;HP7: Healthcare adm. and financ.;HF122: Compulsory private insurance;2021;1044.0
964;HP7: Healthcare adm. and financ.;HF122: Compulsory private insurance;2022;1109.0
965;HP7: Healthcare adm. and financ.;HF122: Compulsory private insurance;2023;1137.0
966;HP7: Healthcare adm. and financ.;Voluntary schemes (incl. OOP);2021;463.0
967;HP7: Healthcare adm. and financ.;Voluntary schemes (incl. OOP);2022;489.0
968;HP7: Healthcare adm. and financ.;Voluntary schemes (incl. OOP);2023;493.0
969;HP7: Healthcare adm. and financ.;HF2: Voluntary schemes;2021;462.0
970;HP7: Healthcare adm. and financ.;HF2: Voluntary schemes;2022;488.0
971;HP7: Healthcare adm. and financ.;HF2: Voluntary schemes;2023;492.0
972;HP7: Healthcare adm. and financ.;HF21: Voluntary health insurance schemes;2021;462.0
973;HP7: Healthcare adm. and financ.;HF21: Voluntary health insurance schemes;2022;488.0
974;HP7: Healthcare adm. and financ.;HF21: Voluntary health insurance schemes;2023;492.0
975;HP7: Healthcare adm. and financ.;HF22: Financing schemes NPISH;2021;0.0
976;HP7: Healthcare adm. and financ.;HF22: Financing schemes NPISH;2022;0.0
977;HP7: Healthcare adm. and financ.;HF22: Financing schemes NPISH;2023;0.0
978;HP7: Healthcare adm. and financ.;HF23: Enterprise financing schemes;2021;0.0
979;HP7: Healthcare adm. and financ.;HF23: Enterprise financing schemes;2022;0.0
980;HP7: Healthcare adm. and financ.;HF23: Enterprise financing schemes;2023;0.0
981;HP7: Healthcare adm. and financ.;HF3: Household out-of-pocket payments;2021;1.0
982;HP7: Healthcare adm. and financ.;HF3: Household out-of-pocket payments;2022;1.0
983;HP7: Healthcare adm. and financ.;HF3: Household out-of-pocket payments;2023;1.0
984;HP7: Healthcare adm. and financ.;HF31: Out-of-pocket excl cost sharing;2021;0.0
985;HP7: Healthcare adm. and financ.;HF31: Out-of-pocket excl cost sharing;2022;0.0
986;HP7: Healthcare adm. and financ.;HF31: Out-of-pocket excl cost sharing;2023;0.0
987;HP7: Healthcare adm. and financ.;HF32: Cost sharing;2021;1.0
988;HP7: Healthcare adm. and financ.;HF32: Cost sharing;2022;1.0
989;HP7: Healthcare adm. and financ.;HF32: Cost sharing;2023;1.0
990;HP71: Government health administration;Total financing of residents;2021;1394.0
991;HP71: Government health administration;Total financing of residents;2022;1398.0
992;HP71: Government health administration;Total financing of residents;2023;1370.0
993;HP71: Government health administration;HF1: Government, comp. contr. schemes;2021;1394.0
994;HP71: Government health administration;HF1: Government, comp. contr. schemes;2022;1398.0
995;HP71: Government health administration;HF1: Government, comp. contr. schemes;2023;1370.0
996;HP71: Government health administration;HF11: Government schemes;2021;1394.0
997;HP71: Government health administration;HF11: Government schemes;2022;1398.0
998;HP71: Government health administration;HF11: Government schemes;2023;1370.0
999;HP71: Government health administration;HF12: Compulsory contributory schemes;2021;0.0
1000;HP71: Government health administration;HF12: Compulsory contributory schemes;2022;0.0
1001;HP71: Government health administration;HF12: Compulsory contributory schemes;2023;0.0
1002;HP71: Government health administration;HF121a: Long-term care insurance;2021;0.0
1003;HP71: Government health administration;HF121a: Long-term care insurance;2022;0.0
1004;HP71: Government health administration;HF121a: Long-term care insurance;2023;0.0
1005;HP71: Government health administration;HF121b: Health Insurance Fund;2021;
1006;HP71: Government health administration;HF121b: Health Insurance Fund;2022;
1007;HP71: Government health administration;HF121b: Health Insurance Fund;2023;
1008;HP71: Government health administration;HF122: Compulsory private insurance;2021;0.0
1009;HP71: Government health administration;HF122: Compulsory private insurance;2022;0.0
1010;HP71: Government health administration;HF122: Compulsory private insurance;2023;0.0
1011;HP71: Government health administration;Voluntary schemes (incl. OOP);2021;0.0
1012;HP71: Government health administration;Voluntary schemes (incl. OOP);2022;0.0
1013;HP71: Government health administration;Voluntary schemes (incl. OOP);2023;0.0
1014;HP71: Government health administration;HF2: Voluntary schemes;2021;0.0
1015;HP71: Government health administration;HF2: Voluntary schemes;2022;0.0
1016;HP71: Government health administration;HF2: Voluntary schemes;2023;0.0
1017;HP71: Government health administration;HF21: Voluntary health insurance schemes;2021;0.0
1018;HP71: Government health administration;HF21: Voluntary health insurance schemes;2022;0.0
1019;HP71: Government health administration;HF21: Voluntary health insurance schemes;2023;0.0
1020;HP71: Government health administration;HF22: Financing schemes NPISH;2021;0.0
1021;HP71: Government health administration;HF22: Financing schemes NPISH;2022;0.0
1022;HP71: Government health administration;HF22: Financing schemes NPISH;2023;0.0
1023;HP71: Government health administration;HF23: Enterprise financing schemes;2021;0.0
1024;HP71: Government health administration;HF23: Enterprise financing schemes;2022;0.0
1025;HP71: Government health administration;HF23: Enterprise financing schemes;2023;0.0
1026;HP71: Government health administration;HF3: Household out-of-pocket payments;2021;0.0
1027;HP71: Government health administration;HF3: Household out-of-pocket payments;2022;0.0
1028;HP71: Government health administration;HF3: Household out-of-pocket payments;2023;0.0
1029;HP71: Government health administration;HF31: Out-of-pocket excl cost sharing;2021;0.0
1030;HP71: Government health administration;HF31: Out-of-pocket excl cost sharing;2022;0.0
1031;HP71: Government health administration;HF31: Out-of-pocket excl cost sharing;2023;0.0
1032;HP71: Government health administration;HF32: Cost sharing;2021;0.0
1033;HP71: Government health administration;HF32: Cost sharing;2022;0.0
1034;HP71: Government health administration;HF32: Cost sharing;2023;0.0
1035;HP72: Social health insurance agencies;Total financing of residents;2021;1797.0
1036;HP72: Social health insurance agencies;Total financing of residents;2022;1849.0
1037;HP72: Social health insurance agencies;Total financing of residents;2023;1939.0
1038;HP72: Social health insurance agencies;HF1: Government, comp. contr. schemes;2021;1797.0
1039;HP72: Social health insurance agencies;HF1: Government, comp. contr. schemes;2022;1849.0
1040;HP72: Social health insurance agencies;HF1: Government, comp. contr. schemes;2023;1939.0
1041;HP72: Social health insurance agencies;HF11: Government schemes;2021;367.0
1042;HP72: Social health insurance agencies;HF11: Government schemes;2022;331.0
1043;HP72: Social health insurance agencies;HF11: Government schemes;2023;369.0
1044;HP72: Social health insurance agencies;HF12: Compulsory contributory schemes;2021;1430.0
1045;HP72: Social health insurance agencies;HF12: Compulsory contributory schemes;2022;1518.0
1046;HP72: Social health insurance agencies;HF12: Compulsory contributory schemes;2023;1570.0
1047;HP72: Social health insurance agencies;HF121a: Long-term care insurance;2021;395.0
1048;HP72: Social health insurance agencies;HF121a: Long-term care insurance;2022;415.0
1049;HP72: Social health insurance agencies;HF121a: Long-term care insurance;2023;440.0
1050;HP72: Social health insurance agencies;HF121b: Health Insurance Fund;2021;
1051;HP72: Social health insurance agencies;HF121b: Health Insurance Fund;2022;
1052;HP72: Social health insurance agencies;HF121b: Health Insurance Fund;2023;
1053;HP72: Social health insurance agencies;HF122: Compulsory private insurance;2021;1035.0
1054;HP72: Social health insurance agencies;HF122: Compulsory private insurance;2022;1103.0
1055;HP72: Social health insurance agencies;HF122: Compulsory private insurance;2023;1130.0
1056;HP72: Social health insurance agencies;Voluntary schemes (incl. OOP);2021;0.0
1057;HP72: Social health insurance agencies;Voluntary schemes (incl. OOP);2022;0.0
1058;HP72: Social health insurance agencies;Voluntary schemes (incl. OOP);2023;0.0
1059;HP72: Social health insurance agencies;HF2: Voluntary schemes;2021;0.0
1060;HP72: Social health insurance agencies;HF2: Voluntary schemes;2022;0.0
1061;HP72: Social health insurance agencies;HF2: Voluntary schemes;2023;0.0
1062;HP72: Social health insurance agencies;HF21: Voluntary health insurance schemes;2021;0.0
1063;HP72: Social health insurance agencies;HF21: Voluntary health insurance schemes;2022;0.0
1064;HP72: Social health insurance agencies;HF21: Voluntary health insurance schemes;2023;0.0
1065;HP72: Social health insurance agencies;HF22: Financing schemes NPISH;2021;0.0
1066;HP72: Social health insurance agencies;HF22: Financing schemes NPISH;2022;0.0
1067;HP72: Social health insurance agencies;HF22: Financing schemes NPISH;2023;0.0
1068;HP72: Social health insurance agencies;HF23: Enterprise financing schemes;2021;0.0
1069;HP72: Social health insurance agencies;HF23: Enterprise financing schemes;2022;0.0
1070;HP72: Social health insurance agencies;HF23: Enterprise financing schemes;2023;0.0
1071;HP72: Social health insurance agencies;HF3: Household out-of-pocket payments;2021;0.0
1072;HP72: Social health insurance agencies;HF3: Household out-of-pocket payments;2022;0.0
1073;HP72: Social health insurance agencies;HF3: Household out-of-pocket payments;2023;0.0
1074;HP72: Social health insurance agencies;HF31: Out-of-pocket excl cost sharing;2021;0.0
1075;HP72: Social health insurance agencies;HF31: Out-of-pocket excl cost sharing;2022;0.0
1076;HP72: Social health insurance agencies;HF31: Out-of-pocket excl cost sharing;2023;0.0
1077;HP72: Social health insurance agencies;HF32: Cost sharing;2021;0.0
1078;HP72: Social health insurance agencies;HF32: Cost sharing;2022;0.0
1079;HP72: Social health insurance agencies;HF32: Cost sharing;2023;0.0
1080;HP73: Providers of health insurance;Total financing of residents;2021;462.0
1081;HP73: Providers of health insurance;Total financing of residents;2022;488.0
1082;HP73: Providers of health insurance;Total financing of residents;2023;492.0
1083;HP73: Providers of health insurance;HF1: Government, comp. contr. schemes;2021;0.0
1084;HP73: Providers of health insurance;HF1: Government, comp. contr. schemes;2022;0.0
1085;HP73: Providers of health insurance;HF1: Government, comp. contr. schemes;2023;0.0
1086;HP73: Providers of health insurance;HF11: Government schemes;2021;0.0
1087;HP73: Providers of health insurance;HF11: Government schemes;2022;0.0
1088;HP73: Providers of health insurance;HF11: Government schemes;2023;0.0
1089;HP73: Providers of health insurance;HF12: Compulsory contributory schemes;2021;0.0
1090;HP73: Providers of health insurance;HF12: Compulsory contributory schemes;2022;0.0
1091;HP73: Providers of health insurance;HF12: Compulsory contributory schemes;2023;0.0
1092;HP73: Providers of health insurance;HF121a: Long-term care insurance;2021;0.0
1093;HP73: Providers of health insurance;HF121a: Long-term care insurance;2022;0.0
1094;HP73: Providers of health insurance;HF121a: Long-term care insurance;2023;0.0
1095;HP73: Providers of health insurance;HF121b: Health Insurance Fund;2021;
1096;HP73: Providers of health insurance;HF121b: Health Insurance Fund;2022;
1097;HP73: Providers of health insurance;HF121b: Health Insurance Fund;2023;
1098;HP73: Providers of health insurance;HF122: Compulsory private insurance;2021;0.0
1099;HP73: Providers of health insurance;HF122: Compulsory private insurance;2022;0.0
1100;HP73: Providers of health insurance;HF122: Compulsory private insurance;2023;0.0
1101;HP73: Providers of health insurance;Voluntary schemes (incl. OOP);2021;462.0
1102;HP73: Providers of health insurance;Voluntary schemes (incl. OOP);2022;488.0
1103;HP73: Providers of health insurance;Voluntary schemes (incl. OOP);2023;492.0
1104;HP73: Providers of health insurance;HF2: Voluntary schemes;2021;462.0
1105;HP73: Providers of health insurance;HF2: Voluntary schemes;2022;488.0
1106;HP73: Providers of health insurance;HF2: Voluntary schemes;2023;492.0
1107;HP73: Providers of health insurance;HF21: Voluntary health insurance schemes;2021;462.0
1108;HP73: Providers of health insurance;HF21: Voluntary health insurance schemes;2022;488.0
1109;HP73: Providers of health insurance;HF21: Voluntary health insurance schemes;2023;492.0
1110;HP73: Providers of health insurance;HF22: Financing schemes NPISH;2021;0.0
1111;HP73: Providers of health insurance;HF22: Financing schemes NPISH;2022;0.0
1112;HP73: Providers of health insurance;HF22: Financing schemes NPISH;2023;0.0
1113;HP73: Providers of health insurance;HF23: Enterprise financing schemes;2021;0.0
1114;HP73: Providers of health insurance;HF23: Enterprise financing schemes;2022;0.0
1115;HP73: Providers of health insurance;HF23: Enterprise financing schemes;2023;0.0
1116;HP73: Providers of health insurance;HF3: Household out-of-pocket payments;2021;0.0
1117;HP73: Providers of health insurance;HF3: Household out-of-pocket payments;2022;0.0
1118;HP73: Providers of health insurance;HF3: Household out-of-pocket payments;2023;0.0
1119;HP73: Providers of health insurance;HF31: Out-of-pocket excl cost sharing;2021;0.0
