ID;Geslacht;LeeftijdBeginPeriode;Herkomstgroepering;InkomstenbronVoorInstroomNaUitstroom;Perioden;InstromersInAOUitkering_1;InstromersInWWUitkering_2;InstromersInBijstandsuitkering_3;UitstromersUitAOUitkering_4;UitstromersUitWWUitkering_5;UitstromersUitBijstandsuitkering_6
3943;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
3944;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
3945;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
3946;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
3947;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
3948;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
3949;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.1;0.0
3950;Totaal mannen en vrouwen;0;Suriname, 2e generatie;3;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
3951;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.1;0.1
3952;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;29 september 2000 tot 28 september 2001;0.1;0.0;0.1;0.0;0.1;0.1
3953;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;28 september 2001 tot 27 september 2002;0.1;0.1;0.1;0.0;0.1;0.1
3954;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;27 september 2002 tot 26 september 2003;0.1;0.2;0.2;0.0;0.1;0.1
3955;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;26 september 2003 tot 24 september 2004;0.1;0.1;0.2;0.0;0.1;0.1
3956;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;24 september 2004 tot 30 september 2005;0.1;0.1;0.2;0.1;0.3;0.1
3957;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;30 september 2005 tot 29 september 2006;0.1;0.1;0.2;0.0;0.3;0.3
3958;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;29 september 2006 tot 28 september 2007;0.1;0.1;0.1;0.0;0.1;0.3
3959;Totaal mannen en vrouwen;0;Suriname, 2e generatie;4;28 september 2007 tot 26 september 2008;0.2;0.1;0.1;0.0;0.1;0.2
3960;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
3961;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
3962;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
3963;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
3964;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
3965;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
3966;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.1
3967;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.1
3968;Totaal mannen en vrouwen;0;Suriname, 2e generatie;5;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.1
3969;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
3970;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
3971;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
3972;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
3973;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;26 september 2003 tot 24 september 2004;0.0;0.0;0.1;0.0;0.0;0.0
3974;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.0;0.0;0.0
3975;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;30 september 2005 tot 29 september 2006;0.0;0.0;0.1;0.0;0.0;0.0
3976;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;29 september 2006 tot 28 september 2007;0.0;0.0;0.1;0.0;0.0;0.0
3977;Totaal mannen en vrouwen;0;Suriname, 2e generatie;6;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
3978;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
3979;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
3980;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
3981;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
3982;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.1;0.0
3983;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.2;0.0
3984;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.1;0.0
3985;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;29 september 2006 tot 28 september 2007;0.1;0.0;0.0;0.0;0.1;0.0
3986;Totaal mannen en vrouwen;0;Suriname, 2e generatie;7;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.0
3987;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.0;0.1
3988;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;29 september 2000 tot 28 september 2001;0.1;0.0;0.1;0.0;0.0;0.0
3989;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;28 september 2001 tot 27 september 2002;0.1;0.1;0.1;0.0;0.0;0.0
3990;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;27 september 2002 tot 26 september 2003;0.1;0.1;0.1;0.0;0.0;0.0
3991;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;26 september 2003 tot 24 september 2004;0.1;0.1;0.1;0.0;0.1;0.0
3992;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;24 september 2004 tot 30 september 2005;0.0;0.1;0.1;0.0;0.1;0.0
3993;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;30 september 2005 tot 29 september 2006;0.1;0.1;0.1;0.0;0.1;0.3
3994;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;29 september 2006 tot 28 september 2007;0.1;0.1;0.1;0.0;0.1;0.3
3995;Totaal mannen en vrouwen;0;Suriname, 2e generatie;8;28 september 2007 tot 26 september 2008;0.1;0.1;0.1;0.0;0.1;0.2
3996;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
3997;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
3998;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
3999;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4000;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4001;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
4002;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
4003;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
4004;Totaal mannen en vrouwen;0;Suriname, 2e generatie;9;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
4005;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;24 september 1999 tot 29 september 2000;0.1;0.0;0.4;0.0;0.0;0.3
4006;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;29 september 2000 tot 28 september 2001;0.1;0.0;0.4;0.0;0.0;0.2
4007;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;28 september 2001 tot 27 september 2002;0.1;0.0;0.5;0.0;0.0;0.3
4008;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;27 september 2002 tot 26 september 2003;0.1;0.1;0.7;0.0;0.0;0.3
4009;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;26 september 2003 tot 24 september 2004;0.1;0.1;0.7;0.0;0.1;0.4
4010;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;24 september 2004 tot 30 september 2005;0.2;0.1;0.7;0.0;0.2;0.5
4011;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;30 september 2005 tot 29 september 2006;0.2;0.0;0.6;0.0;0.1;0.4
4012;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;29 september 2006 tot 28 september 2007;0.2;0.0;0.4;0.0;0.1;0.4
4013;Totaal mannen en vrouwen;0;Suriname, 2e generatie;10;28 september 2007 tot 26 september 2008;0.2;0.0;0.4;0.0;0.1;0.3
4014;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.0;0.0
4015;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;29 september 2000 tot 28 september 2001;0.0;0.0;0.1;0.0;0.0;0.0
4016;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;28 september 2001 tot 27 september 2002;0.1;0.0;0.2;0.0;0.0;0.0
4017;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;27 september 2002 tot 26 september 2003;0.1;0.0;0.2;0.0;0.0;0.0
4018;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;26 september 2003 tot 24 september 2004;0.1;0.0;0.1;0.0;0.0;0.1
4019;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;24 september 2004 tot 30 september 2005;0.1;0.0;0.1;0.0;0.0;0.1
4020;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;30 september 2005 tot 29 september 2006;0.1;0.0;0.1;0.0;0.0;0.1
4021;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;29 september 2006 tot 28 september 2007;0.1;0.0;0.1;0.0;0.0;0.1
4022;Totaal mannen en vrouwen;0;Suriname, 2e generatie;11;28 september 2007 tot 26 september 2008;0.1;0.0;0.1;0.0;0.0;0.1
4023;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;24 september 1999 tot 29 september 2000;0.0;0.0;0.3;0.0;0.0;0.2
4024;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;29 september 2000 tot 28 september 2001;0.0;0.0;0.3;0.0;0.0;0.2
4025;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;28 september 2001 tot 27 september 2002;0.1;0.0;0.3;0.0;0.0;0.3
4026;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;27 september 2002 tot 26 september 2003;0.1;0.1;0.5;0.0;0.0;0.2
4027;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;26 september 2003 tot 24 september 2004;0.0;0.1;0.6;0.0;0.1;0.3
4028;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;24 september 2004 tot 30 september 2005;0.1;0.1;0.6;0.0;0.1;0.4
4029;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;30 september 2005 tot 29 september 2006;0.1;0.0;0.5;0.0;0.1;0.3
4030;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;29 september 2006 tot 28 september 2007;0.2;0.0;0.3;0.0;0.1;0.3
4031;Totaal mannen en vrouwen;0;Suriname, 2e generatie;12;28 september 2007 tot 26 september 2008;0.1;0.0;0.3;0.0;0.0;0.2
4032;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4033;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4034;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4035;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4036;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4037;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.1
4038;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.1
4039;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.1
4040;Totaal mannen en vrouwen;0;Suriname, 2e generatie;14;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.1
4041;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4042;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;29 september 2000 tot 28 september 2001;0.0;0.0;0.1;0.0;0.0;0.0
4043;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4044;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;27 september 2002 tot 26 september 2003;0.0;0.0;0.1;0.0;0.0;0.0
4045;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;26 september 2003 tot 24 september 2004;0.0;0.0;0.1;0.0;0.0;0.0
4046;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;24 september 2004 tot 30 september 2005;0.0;0.0;0.1;0.0;0.0;0.0
4047;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;30 september 2005 tot 29 september 2006;0.0;0.0;0.1;0.0;0.0;0.0
4048;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;29 september 2006 tot 28 september 2007;0.0;0.0;0.1;0.0;0.0;0.0
4049;Totaal mannen en vrouwen;0;Suriname, 2e generatie;13;28 september 2007 tot 26 september 2008;0.0;0.0;0.1;0.0;0.0;0.0
4050;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;24 september 1999 tot 29 september 2000;0.1;0.1;0.2;0.1;0.1;0.3
4051;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;29 september 2000 tot 28 september 2001;0.2;0.1;0.2;0.1;0.1;0.2
4052;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;28 september 2001 tot 27 september 2002;0.1;0.1;0.2;0.1;0.1;0.2
4053;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;27 september 2002 tot 26 september 2003;0.2;0.3;0.3;0.1;0.1;0.2
4054;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;26 september 2003 tot 24 september 2004;0.1;0.3;0.3;0.1;0.2;0.2
4055;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;24 september 2004 tot 30 september 2005;0.1;0.3;0.3;0.1;0.3;0.3
4056;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;30 september 2005 tot 29 september 2006;0.1;0.2;0.2;0.0;0.3;0.3
4057;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;29 september 2006 tot 28 september 2007;0.1;0.2;0.2;0.1;0.2;0.3
4058;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;0;28 september 2007 tot 26 september 2008;0.2;0.2;0.2;0.1;0.2;0.2
4059;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.1;0.2
4060;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;29 september 2000 tot 28 september 2001;0.1;0.1;0.1;0.0;0.1;0.1
4061;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;28 september 2001 tot 27 september 2002;0.1;0.1;0.1;0.0;0.1;0.1
4062;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;27 september 2002 tot 26 september 2003;0.1;0.2;0.1;0.0;0.1;0.1
4063;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;26 september 2003 tot 24 september 2004;0.1;0.2;0.1;0.0;0.2;0.1
4064;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;24 september 2004 tot 30 september 2005;0.0;0.2;0.1;0.0;0.2;0.1
4065;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;30 september 2005 tot 29 september 2006;0.0;0.1;0.1;0.0;0.2;0.2
4066;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;29 september 2006 tot 28 september 2007;0.0;0.1;0.0;0.0;0.2;0.2
4067;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;1;28 september 2007 tot 26 september 2008;0.0;0.1;0.1;0.0;0.1;0.1
4068;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;24 september 1999 tot 29 september 2000;0.1;0.0;0.1;0.0;0.1;0.2
4069;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;29 september 2000 tot 28 september 2001;0.1;0.1;0.1;0.0;0.0;0.1
4070;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;28 september 2001 tot 27 september 2002;0.1;0.1;0.1;0.0;0.1;0.1
4071;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;27 september 2002 tot 26 september 2003;0.1;0.2;0.1;0.0;0.1;0.1
4072;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;26 september 2003 tot 24 september 2004;0.1;0.2;0.1;0.0;0.1;0.1
4073;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;24 september 2004 tot 30 september 2005;0.0;0.2;0.1;0.0;0.2;0.1
4074;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;30 september 2005 tot 29 september 2006;0.0;0.1;0.0;0.0;0.2;0.2
4075;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;29 september 2006 tot 28 september 2007;0.0;0.1;0.0;0.0;0.1;0.2
4076;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;2;28 september 2007 tot 26 september 2008;0.0;0.1;0.1;0.0;0.1;0.1
4077;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4078;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4079;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4080;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4081;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4082;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
4083;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
4084;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
4085;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;3;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
4086;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4087;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4088;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4089;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;27 september 2002 tot 26 september 2003;0.0;0.1;0.0;0.0;0.0;0.0
4090;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4091;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;24 september 2004 tot 30 september 2005;0.0;0.1;0.1;0.0;0.1;0.0
4092;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;30 september 2005 tot 29 september 2006;0.0;0.1;0.0;0.0;0.1;0.1
4093;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.1
4094;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;4;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0;0.0;0.1
4095;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4096;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4097;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4098;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4099;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4100;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
4101;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
4102;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
4103;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;5;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
4104;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4105;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4106;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4107;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4108;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
4109;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;24 september 2004 tot 30 september 2005;0.0;0.0;0.0;0.0;0.0;0.0
4110;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;30 september 2005 tot 29 september 2006;0.0;0.0;0.0;0.0;0.0;0.0
4111;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;29 september 2006 tot 28 september 2007;0.0;0.0;0.0;0.0;0.0;0.0
4112;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;6;28 september 2007 tot 26 september 2008;0.0;0.0;0.0;0.0;0.0;0.0
4113;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;7;24 september 1999 tot 29 september 2000;0.0;0.0;0.0;0.0;0.0;0.0
4114;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;7;29 september 2000 tot 28 september 2001;0.0;0.0;0.0;0.0;0.0;0.0
4115;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;7;28 september 2001 tot 27 september 2002;0.0;0.0;0.0;0.0;0.0;0.0
4116;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;7;27 september 2002 tot 26 september 2003;0.0;0.0;0.0;0.0;0.0;0.0
4117;Totaal mannen en vrouwen;0;Suriname, 2e generatie, 1 ouder buitenl.;7;26 september 2003 tot 24 september 2004;0.0;0.0;0.0;0.0;0.0;0.0
