ID;Geslacht;Leeftijd;LevenLangOntwikkelen;Bedrijfskenmerken;Perioden;WerkzameBeroepsbevolking15Tot75Jaar_1
5810;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2015;105.0
5811;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2016;108.0
5812;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2017;111.0
5813;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2018;108.0
5814;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2019;109.0
5815;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2020;101.0
5816;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2021;177.0
5817;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2022;168.0
5818;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G-N Commerciële dienstverlening;2023;154.0
5819;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2013;30.0
5820;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2014;29.0
5821;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2015;30.0
5822;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2016;37.0
5823;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2017;31.0
5824;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2018;34.0
5825;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2019;36.0
5826;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2020;35.0
5827;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2021;62.0
5828;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2022;60.0
5829;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M-N Zakelijke dienstverlening;2023;54.0
5830;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2013;72.0
5831;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2014;78.0
5832;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2015;81.0
5833;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2016;80.0
5834;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2017;80.0
5835;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2018;90.0
5836;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2019;92.0
5837;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2020;86.0
5838;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2021;145.0
5839;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2022;138.0
5840;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-Q Overheid en zorg;2023;137.0
5841;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2013;83.0
5842;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2014;87.0
5843;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2015;91.0
5844;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2016;88.0
5845;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2017;90.0
5846;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2018;100.0
5847;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2019;101.0
5848;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2020;97.0
5849;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2021;162.0
5850;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2022;151.0
5851;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O-U Niet-commerciële dienstverlening;2023;153.0
5852;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2013;10.0
5853;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2014;9.0
5854;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2015;9.0
5855;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2016;9.0
5856;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2017;10.0
5857;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2018;10.0
5858;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2019;9.0
5859;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2020;11.0
5860;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2021;17.0
5861;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2022;13.0
5862;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;R-U Cultuur, recreatie, overige diensten;2023;16.0
5863;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2013;2.0
5864;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2014;1.0
5865;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2015;2.0
5866;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2016;2.0
5867;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2017;2.0
5868;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2018;3.0
5869;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2019;2.0
5870;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2020;1.0
5871;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2021;5.0
5872;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2022;4.0
5873;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;A Landbouw, bosbouw en visserij;2023;6.0
5874;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2013;0.0
5875;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2014;0.0
5876;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2015;0.0
5877;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2016;0.0
5878;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2017;0.0
5879;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2018;0.0
5880;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2019;0.0
5881;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2020;0.0
5882;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2021;0.0
5883;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2022;1.0
5884;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;B Delfstoffenwinning;2023;1.0
5885;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2013;17.0
5886;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2014;18.0
5887;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2015;21.0
5888;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2016;19.0
5889;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2017;17.0
5890;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2018;20.0
5891;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2019;21.0
5892;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2020;18.0
5893;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2021;23.0
5894;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2022;26.0
5895;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;C Industrie;2023;24.0
5896;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2013;1.0
5897;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2014;1.0
5898;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2015;1.0
5899;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2016;1.0
5900;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2017;1.0
5901;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2018;1.0
5902;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2019;1.0
5903;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2020;1.0
5904;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2021;2.0
5905;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2022;2.0
5906;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;D Energievoorziening;2023;3.0
5907;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2013;1.0
5908;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2014;1.0
5909;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2015;1.0
5910;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2016;1.0
5911;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2017;1.0
5912;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2018;1.0
5913;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2019;1.0
5914;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2020;1.0
5915;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2021;2.0
5916;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2022;1.0
5917;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;E Waterbedrijven en afvalbeheer;2023;2.0
5918;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2013;9.0
5919;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2014;7.0
5920;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2015;10.0
5921;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2016;10.0
5922;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2017;10.0
5923;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2018;9.0
5924;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2019;10.0
5925;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2020;8.0
5926;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2021;9.0
5927;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2022;11.0
5928;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;F Bouwnijverheid;2023;12.0
5929;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2013;25.0
5930;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2014;27.0
5931;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2015;25.0
5932;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2016;27.0
5933;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2017;29.0
5934;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2018;24.0
5935;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2019;23.0
5936;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2020;18.0
5937;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2021;35.0
5938;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2022;39.0
5939;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;G Handel;2023;32.0
5940;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2013;8.0
5941;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2014;9.0
5942;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2015;9.0
5943;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2016;7.0
5944;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2017;11.0
5945;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2018;10.0
5946;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2019;11.0
5947;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2020;7.0
5948;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2021;15.0
5949;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2022;13.0
5950;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;H Vervoer en opslag;2023;11.0
5951;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2013;7.0
5952;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2014;7.0
5953;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2015;7.0
5954;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2016;6.0
5955;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2017;7.0
5956;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2018;5.0
5957;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2019;7.0
5958;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2020;5.0
5959;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2021;5.0
5960;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2022;5.0
5961;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;I Horeca;2023;6.0
5962;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2013;10.0
5963;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2014;13.0
5964;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2015;15.0
5965;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2016;15.0
5966;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2017;14.0
5967;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2018;15.0
5968;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2019;15.0
5969;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2020;17.0
5970;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2021;35.0
5971;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2022;27.0
5972;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;J Informatie en communicatie;2023;27.0
5973;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2013;17.0
5974;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2014;20.0
5975;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2015;16.0
5976;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2016;15.0
5977;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2017;17.0
5978;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2018;17.0
5979;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2019;15.0
5980;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2020;16.0
5981;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2021;21.0
5982;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2022;21.0
5983;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;K Financiële dienstverlening;2023;20.0
5984;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2013;3.0
5985;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2014;2.0
5986;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2015;2.0
5987;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2016;2.0
5988;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2017;2.0
5989;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2018;2.0
5990;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2019;3.0
5991;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2020;3.0
5992;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2021;4.0
5993;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2022;3.0
5994;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;L Verhuur en handel van onroerend goed;2023;2.0
5995;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2013;16.0
5996;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2014;15.0
5997;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2015;16.0
5998;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2016;18.0
5999;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2017;18.0
6000;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2018;19.0
6001;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2019;22.0
6002;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2020;20.0
6003;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2021;43.0
6004;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2022;42.0
6005;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;M Specialistische zakelijke diensten;2023;37.0
6006;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2013;14.0
6007;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2014;14.0
6008;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2015;15.0
6009;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2016;19.0
6010;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2017;13.0
6011;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2018;15.0
6012;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2019;14.0
6013;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2020;15.0
6014;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2021;19.0
6015;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2022;18.0
6016;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;N Verhuur en overige zakelijke diensten;2023;17.0
6017;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2013;16.0
6018;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2014;18.0
6019;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2015;19.0
6020;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2016;13.0
6021;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2017;17.0
6022;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2018;18.0
6023;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2019;17.0
6024;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2020;20.0
6025;Totaal mannen en vrouwen;25 tot 35 jaar;Volgt niet-formeel onderwijs;O Openbaar bestuur en overheidsdiensten;2021;39.0
