ID;Sex;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
4615;Total male and female;Employees;66 Other financial services;2018;48.0;50.0;42.0;73.0
4616;Total male and female;Employees;66 Other financial services;2019;50.0;52.0;43.0;75.0
4617;Total male and female;Employees;66 Other financial services;2020;55.0;52.0;43.0;75.0
4618;Total male and female;Employees;66 Other financial services;2021;57.0;54.0;45.0;80.0
4619;Total male and female;Employees;66 Other financial services;2022;60.0;57.0;48.0;84.0
4620;Total male and female;Employees;L Renting, buying, selling real estate;1995;48.0;51.0;42.0;74.0
4621;Total male and female;Employees;L Renting, buying, selling real estate;1996;49.0;52.0;44.0;75.0
4622;Total male and female;Employees;L Renting, buying, selling real estate;1997;53.0;54.0;45.0;78.0
4623;Total male and female;Employees;L Renting, buying, selling real estate;1998;57.0;58.0;48.0;83.0
4624;Total male and female;Employees;L Renting, buying, selling real estate;1999;57.0;59.0;50.0;85.0
4625;Total male and female;Employees;L Renting, buying, selling real estate;2000;59.0;62.0;52.0;88.0
4626;Total male and female;Employees;L Renting, buying, selling real estate;2001;62.0;64.0;53.0;91.0
4627;Total male and female;Employees;L Renting, buying, selling real estate;2002;66.0;68.0;56.0;95.0
4628;Total male and female;Employees;L Renting, buying, selling real estate;2003;66.0;69.0;56.0;96.0
4629;Total male and female;Employees;L Renting, buying, selling real estate;2004;66.0;69.0;57.0;97.0
4630;Total male and female;Employees;L Renting, buying, selling real estate;2005;67.0;70.0;57.0;98.0
4631;Total male and female;Employees;L Renting, buying, selling real estate;2006;67.0;71.0;58.0;98.0
4632;Total male and female;Employees;L Renting, buying, selling real estate;2007;69.0;73.0;59.0;100.0
4633;Total male and female;Employees;L Renting, buying, selling real estate;2008;71.0;75.0;61.0;103.0
4634;Total male and female;Employees;L Renting, buying, selling real estate;2009;72.0;76.0;61.0;103.0
4635;Total male and female;Employees;L Renting, buying, selling real estate;2010;68.0;71.0;58.0;97.0
4636;Total male and female;Employees;L Renting, buying, selling real estate;2011;67.0;71.0;58.0;96.0
4637;Total male and female;Employees;L Renting, buying, selling real estate;2012;64.0;68.0;56.0;92.0
4638;Total male and female;Employees;L Renting, buying, selling real estate;2013;62.0;66.0;54.0;90.0
4639;Total male and female;Employees;L Renting, buying, selling real estate;2014;61.0;65.0;53.0;89.0
4640;Total male and female;Employees;L Renting, buying, selling real estate;2015;61.0;65.0;53.0;88.0
4641;Total male and female;Employees;L Renting, buying, selling real estate;2016;61.0;65.0;53.0;89.0
4642;Total male and female;Employees;L Renting, buying, selling real estate;2017;63.0;66.0;54.0;90.0
4643;Total male and female;Employees;L Renting, buying, selling real estate;2018;63.0;67.0;54.0;90.0
4644;Total male and female;Employees;L Renting, buying, selling real estate;2019;64.0;68.0;55.0;93.0
4645;Total male and female;Employees;L Renting, buying, selling real estate;2020;65.0;69.0;56.0;94.0
4646;Total male and female;Employees;L Renting, buying, selling real estate;2021;66.0;70.0;57.0;96.0
4647;Total male and female;Employees;L Renting, buying, selling real estate;2022;67.0;71.0;58.0;96.0
4648;Total male and female;Employees;68 Renting, buying, selling real estate;1995;48.0;51.0;42.0;74.0
4649;Total male and female;Employees;68 Renting, buying, selling real estate;1996;49.0;52.0;44.0;75.0
4650;Total male and female;Employees;68 Renting, buying, selling real estate;1997;53.0;54.0;45.0;78.0
4651;Total male and female;Employees;68 Renting, buying, selling real estate;1998;57.0;58.0;48.0;83.0
4652;Total male and female;Employees;68 Renting, buying, selling real estate;1999;57.0;59.0;50.0;85.0
4653;Total male and female;Employees;68 Renting, buying, selling real estate;2000;59.0;62.0;52.0;88.0
4654;Total male and female;Employees;68 Renting, buying, selling real estate;2001;62.0;64.0;53.0;91.0
4655;Total male and female;Employees;68 Renting, buying, selling real estate;2002;66.0;68.0;56.0;95.0
4656;Total male and female;Employees;68 Renting, buying, selling real estate;2003;66.0;69.0;56.0;96.0
4657;Total male and female;Employees;68 Renting, buying, selling real estate;2004;66.0;69.0;57.0;97.0
4658;Total male and female;Employees;68 Renting, buying, selling real estate;2005;67.0;70.0;57.0;98.0
4659;Total male and female;Employees;68 Renting, buying, selling real estate;2006;67.0;71.0;58.0;98.0
4660;Total male and female;Employees;68 Renting, buying, selling real estate;2007;69.0;73.0;59.0;100.0
4661;Total male and female;Employees;68 Renting, buying, selling real estate;2008;71.0;75.0;61.0;103.0
4662;Total male and female;Employees;68 Renting, buying, selling real estate;2009;72.0;76.0;61.0;103.0
4663;Total male and female;Employees;68 Renting, buying, selling real estate;2010;68.0;71.0;58.0;97.0
4664;Total male and female;Employees;68 Renting, buying, selling real estate;2011;67.0;71.0;58.0;96.0
4665;Total male and female;Employees;68 Renting, buying, selling real estate;2012;64.0;68.0;56.0;92.0
4666;Total male and female;Employees;68 Renting, buying, selling real estate;2013;62.0;66.0;54.0;90.0
4667;Total male and female;Employees;68 Renting, buying, selling real estate;2014;61.0;65.0;53.0;89.0
4668;Total male and female;Employees;68 Renting, buying, selling real estate;2015;61.0;65.0;53.0;88.0
4669;Total male and female;Employees;68 Renting, buying, selling real estate;2016;61.0;65.0;53.0;89.0
4670;Total male and female;Employees;68 Renting, buying, selling real estate;2017;63.0;66.0;54.0;90.0
4671;Total male and female;Employees;68 Renting, buying, selling real estate;2018;63.0;67.0;54.0;90.0
4672;Total male and female;Employees;68 Renting, buying, selling real estate;2019;64.0;68.0;55.0;93.0
4673;Total male and female;Employees;68 Renting, buying, selling real estate;2020;65.0;69.0;56.0;94.0
4674;Total male and female;Employees;68 Renting, buying, selling real estate;2021;66.0;70.0;57.0;96.0
4675;Total male and female;Employees;68 Renting, buying, selling real estate;2022;67.0;71.0;58.0;96.0
4676;Total male and female;Employees;M-N Business services;1995;868.0;947.0;690.0;1197.0
4677;Total male and female;Employees;M-N Business services;1996;959.0;1041.0;759.0;1327.0
4678;Total male and female;Employees;M-N Business services;1997;1029.0;1120.0;813.0;1407.0
4679;Total male and female;Employees;M-N Business services;1998;1088.0;1194.0;860.0;1485.0
4680;Total male and female;Employees;M-N Business services;1999;1139.0;1246.0;900.0;1561.0
4681;Total male and female;Employees;M-N Business services;2000;1172.0;1282.0;928.0;1598.0
4682;Total male and female;Employees;M-N Business services;2001;1190.0;1291.0;941.0;1624.0
4683;Total male and female;Employees;M-N Business services;2002;1180.0;1270.0;921.0;1597.0
4684;Total male and female;Employees;M-N Business services;2003;1145.0;1224.0;886.0;1555.0
4685;Total male and female;Employees;M-N Business services;2004;1120.0;1220.0;886.0;1565.0
4686;Total male and female;Employees;M-N Business services;2005;1172.0;1280.0;918.0;1605.0
4687;Total male and female;Employees;M-N Business services;2006;1258.0;1375.0;981.0;1703.0
4688;Total male and female;Employees;M-N Business services;2007;1343.0;1468.0;1047.0;1813.0
4689;Total male and female;Employees;M-N Business services;2008;1382.0;1510.0;1086.0;1888.0
4690;Total male and female;Employees;M-N Business services;2009;1319.0;1439.0;1030.0;1782.0
4691;Total male and female;Employees;M-N Business services;2010;1248.0;1368.0;992.0;1728.0
4692;Total male and female;Employees;M-N Business services;2011;1265.0;1385.0;1003.0;1762.0
4693;Total male and female;Employees;M-N Business services;2012;1258.0;1377.0;997.0;1748.0
4694;Total male and female;Employees;M-N Business services;2013;1247.0;1364.0;988.0;1743.0
4695;Total male and female;Employees;M-N Business services;2014;1275.0;1391.0;1014.0;1798.0
4696;Total male and female;Employees;M-N Business services;2015;1345.0;1467.0;1068.0;1890.0
4697;Total male and female;Employees;M-N Business services;2016;1414.0;1538.0;1127.0;2001.0
4698;Total male and female;Employees;M-N Business services;2017;1488.0;1623.0;1190.0;2115.0
4699;Total male and female;Employees;M-N Business services;2018;1556.0;1692.0;1251.0;2205.0
4700;Total male and female;Employees;M-N Business services;2019;1574.0;1706.0;1264.0;2233.0
4701;Total male and female;Employees;M-N Business services;2020;1475.0;1579.0;1196.0;2082.0
4702;Total male and female;Employees;M-N Business services;2021;1528.0;1636.0;1244.0;2184.0
4703;Total male and female;Employees;M-N Business services;2022;1602.0;1715.0;1297.0;2277.0
4704;Total male and female;Employees;M Other specialised business services;1995;371.0;392.0;325.0;588.0
4705;Total male and female;Employees;M Other specialised business services;1996;389.0;406.0;342.0;621.0
4706;Total male and female;Employees;M Other specialised business services;1997;397.0;415.0;356.0;643.0
4707;Total male and female;Employees;M Other specialised business services;1998;414.0;433.0;372.0;672.0
4708;Total male and female;Employees;M Other specialised business services;1999;437.0;458.0;393.0;711.0
4709;Total male and female;Employees;M Other specialised business services;2000;464.0;486.0;414.0;742.0
4710;Total male and female;Employees;M Other specialised business services;2001;489.0;508.0;438.0;780.0
4711;Total male and female;Employees;M Other specialised business services;2002;501.0;519.0;442.0;782.0
4712;Total male and female;Employees;M Other specialised business services;2003;490.0;508.0;431.0;763.0
4713;Total male and female;Employees;M Other specialised business services;2004;485.0;504.0;425.0;767.0
4714;Total male and female;Employees;M Other specialised business services;2005;483.0;503.0;424.0;755.0
4715;Total male and female;Employees;M Other specialised business services;2006;501.0;520.0;437.0;772.0
4716;Total male and female;Employees;M Other specialised business services;2007;519.0;539.0;451.0;798.0
4717;Total male and female;Employees;M Other specialised business services;2008;542.0;562.0;467.0;827.0
4718;Total male and female;Employees;M Other specialised business services;2009;543.0;563.0;471.0;829.0
4719;Total male and female;Employees;M Other specialised business services;2010;503.0;528.0;442.0;775.0
4720;Total male and female;Employees;M Other specialised business services;2011;500.0;524.0;441.0;773.0
4721;Total male and female;Employees;M Other specialised business services;2012;499.0;525.0;441.0;774.0
4722;Total male and female;Employees;M Other specialised business services;2013;488.0;514.0;431.0;762.0
4723;Total male and female;Employees;M Other specialised business services;2014;492.0;518.0;434.0;771.0
4724;Total male and female;Employees;M Other specialised business services;2015;501.0;526.0;441.0;784.0
4725;Total male and female;Employees;M Other specialised business services;2016;517.0;542.0;454.0;813.0
4726;Total male and female;Employees;M Other specialised business services;2017;524.0;551.0;462.0;821.0
4727;Total male and female;Employees;M Other specialised business services;2018;544.0;571.0;479.0;847.0
4728;Total male and female;Employees;M Other specialised business services;2019;558.0;587.0;493.0;870.0
4729;Total male and female;Employees;M Other specialised business services;2020;569.0;597.0;502.0;878.0
4730;Total male and female;Employees;M Other specialised business services;2021;585.0;614.0;516.0;907.0
4731;Total male and female;Employees;M Other specialised business services;2022;613.0;643.0;543.0;946.0
4732;Total male and female;Employees;69-70 Legal and management consultancy;1995;222.0;235.0;203.0;358.0
4733;Total male and female;Employees;69-70 Legal and management consultancy;1996;233.0;243.0;210.0;374.0
4734;Total male and female;Employees;69-70 Legal and management consultancy;1997;235.0;246.0;216.0;385.0
4735;Total male and female;Employees;69-70 Legal and management consultancy;1998;246.0;257.0;225.0;400.0
4736;Total male and female;Employees;69-70 Legal and management consultancy;1999;258.0;271.0;237.0;423.0
4737;Total male and female;Employees;69-70 Legal and management consultancy;2000;276.0;289.0;251.0;445.0
4738;Total male and female;Employees;69-70 Legal and management consultancy;2001;292.0;304.0;265.0;472.0
4739;Total male and female;Employees;69-70 Legal and management consultancy;2002;304.0;315.0;271.0;478.0
4740;Total male and female;Employees;69-70 Legal and management consultancy;2003;298.0;308.0;262.0;462.0
4741;Total male and female;Employees;69-70 Legal and management consultancy;2004;296.0;308.0;259.0;463.0
4742;Total male and female;Employees;69-70 Legal and management consultancy;2005;295.0;308.0;258.0;456.0
4743;Total male and female;Employees;69-70 Legal and management consultancy;2006;307.0;319.0;267.0;468.0
4744;Total male and female;Employees;69-70 Legal and management consultancy;2007;319.0;331.0;275.0;484.0
4745;Total male and female;Employees;69-70 Legal and management consultancy;2008;333.0;346.0;285.0;502.0
4746;Total male and female;Employees;69-70 Legal and management consultancy;2009;336.0;348.0;289.0;505.0
4747;Total male and female;Employees;69-70 Legal and management consultancy;2010;302.0;319.0;265.0;462.0
4748;Total male and female;Employees;69-70 Legal and management consultancy;2011;302.0;318.0;266.0;463.0
4749;Total male and female;Employees;69-70 Legal and management consultancy;2012;301.0;319.0;268.0;466.0
4750;Total male and female;Employees;69-70 Legal and management consultancy;2013;292.0;311.0;260.0;455.0
4751;Total male and female;Employees;69-70 Legal and management consultancy;2014;294.0;312.0;261.0;459.0
4752;Total male and female;Employees;69-70 Legal and management consultancy;2015;300.0;316.0;264.0;465.0
4753;Total male and female;Employees;69-70 Legal and management consultancy;2016;308.0;325.0;271.0;481.0
4754;Total male and female;Employees;69-70 Legal and management consultancy;2017;311.0;328.0;273.0;481.0
4755;Total male and female;Employees;69-70 Legal and management consultancy;2018;320.0;339.0;282.0;495.0
4756;Total male and female;Employees;69-70 Legal and management consultancy;2019;326.0;345.0;287.0;505.0
4757;Total male and female;Employees;69-70 Legal and management consultancy;2020;332.0;351.0;291.0;512.0
4758;Total male and female;Employees;69-70 Legal and management consultancy;2021;342.0;361.0;299.0;527.0
4759;Total male and female;Employees;69-70 Legal and management consultancy;2022;357.0;377.0;314.0;548.0
4760;Total male and female;Employees;69-71 Management, technical consultancy;1995;289.0;304.0;263.0;474.0
4761;Total male and female;Employees;69-71 Management, technical consultancy;1996;304.0;317.0;275.0;498.0
4762;Total male and female;Employees;69-71 Management, technical consultancy;1997;310.0;323.0;285.0;515.0
4763;Total male and female;Employees;69-71 Management, technical consultancy;1998;325.0;339.0;299.0;538.0
4764;Total male and female;Employees;69-71 Management, technical consultancy;1999;343.0;359.0;316.0;570.0
4765;Total male and female;Employees;69-71 Management, technical consultancy;2000;365.0;381.0;333.0;597.0
4766;Total male and female;Employees;69-71 Management, technical consultancy;2001;386.0;400.0;351.0;629.0
4767;Total male and female;Employees;69-71 Management, technical consultancy;2002;399.0;412.0;355.0;631.0
4768;Total male and female;Employees;69-71 Management, technical consultancy;2003;390.0;403.0;347.0;616.0
4769;Total male and female;Employees;69-71 Management, technical consultancy;2004;387.0;401.0;342.0;617.0
4770;Total male and female;Employees;69-71 Management, technical consultancy;2005;387.0;402.0;343.0;610.0
4771;Total male and female;Employees;69-71 Management, technical consultancy;2006;402.0;417.0;354.0;626.0
4772;Total male and female;Employees;69-71 Management, technical consultancy;2007;418.0;433.0;367.0;648.0
4773;Total male and female;Employees;69-71 Management, technical consultancy;2008;439.0;454.0;381.0;675.0
4774;Total male and female;Employees;69-71 Management, technical consultancy;2009;441.0;456.0;384.0;678.0
4775;Total male and female;Employees;69-71 Management, technical consultancy;2010;403.0;423.0;358.0;627.0
4776;Total male and female;Employees;69-71 Management, technical consultancy;2011;401.0;420.0;356.0;625.0
4777;Total male and female;Employees;69-71 Management, technical consultancy;2012;399.0;420.0;357.0;625.0
4778;Total male and female;Employees;69-71 Management, technical consultancy;2013;391.0;412.0;349.0;617.0
4779;Total male and female;Employees;69-71 Management, technical consultancy;2014;394.0;414.0;351.0;625.0
4780;Total male and female;Employees;69-71 Management, technical consultancy;2015;399.0;419.0;355.0;632.0
4781;Total male and female;Employees;69-71 Management, technical consultancy;2016;410.0;430.0;364.0;652.0
4782;Total male and female;Employees;69-71 Management, technical consultancy;2017;416.0;437.0;369.0;657.0
4783;Total male and female;Employees;69-71 Management, technical consultancy;2018;431.0;453.0;383.0;678.0
4784;Total male and female;Employees;69-71 Management, technical consultancy;2019;442.0;464.0;392.0;694.0
4785;Total male and female;Employees;69-71 Management, technical consultancy;2020;450.0;472.0;399.0;703.0
4786;Total male and female;Employees;69-71 Management, technical consultancy;2021;463.0;485.0;409.0;722.0
4787;Total male and female;Employees;69-71 Management, technical consultancy;2022;483.0;506.0;428.0;748.0
4788;Total male and female;Employees;71 Architects, technical services etc.;1995;67.0;69.0;60.0;116.0
4789;Total male and female;Employees;71 Architects, technical services etc.;1996;71.0;74.0;65.0;125.0
4790;Total male and female;Employees;71 Architects, technical services etc.;1997;75.0;77.0;69.0;130.0
4791;Total male and female;Employees;71 Architects, technical services etc.;1998;79.0;82.0;74.0;138.0
4792;Total male and female;Employees;71 Architects, technical services etc.;1999;85.0;88.0;79.0;148.0
4793;Total male and female;Employees;71 Architects, technical services etc.;2000;89.0;92.0;82.0;152.0
4794;Total male and female;Employees;71 Architects, technical services etc.;2001;94.0;96.0;87.0;157.0
4795;Total male and female;Employees;71 Architects, technical services etc.;2002;94.0;96.0;84.0;152.0
4796;Total male and female;Employees;71 Architects, technical services etc.;2003;92.0;95.0;85.0;154.0
4797;Total male and female;Employees;71 Architects, technical services etc.;2004;91.0;93.0;83.0;154.0
4798;Total male and female;Employees;71 Architects, technical services etc.;2005;92.0;94.0;84.0;154.0
4799;Total male and female;Employees;71 Architects, technical services etc.;2006;95.0;98.0;87.0;158.0
4800;Total male and female;Employees;71 Architects, technical services etc.;2007;100.0;102.0;91.0;165.0
4801;Total male and female;Employees;71 Architects, technical services etc.;2008;105.0;108.0;96.0;173.0
4802;Total male and female;Employees;71 Architects, technical services etc.;2009;105.0;108.0;96.0;172.0
4803;Total male and female;Employees;71 Architects, technical services etc.;2010;101.0;104.0;92.0;164.0
4804;Total male and female;Employees;71 Architects, technical services etc.;2011;99.0;102.0;90.0;162.0
4805;Total male and female;Employees;71 Architects, technical services etc.;2012;98.0;101.0;88.0;160.0
4806;Total male and female;Employees;71 Architects, technical services etc.;2013;99.0;101.0;89.0;162.0
4807;Total male and female;Employees;71 Architects, technical services etc.;2014;99.0;102.0;90.0;166.0
4808;Total male and female;Employees;71 Architects, technical services etc.;2015;100.0;103.0;91.0;167.0
4809;Total male and female;Employees;71 Architects, technical services etc.;2016;101.0;104.0;93.0;171.0
4810;Total male and female;Employees;71 Architects, technical services etc.;2017;105.0;108.0;97.0;176.0
4811;Total male and female;Employees;71 Architects, technical services etc.;2018;111.0;114.0;102.0;183.0
4812;Total male and female;Employees;71 Architects, technical services etc.;2019;115.0;119.0;106.0;189.0
4813;Total male and female;Employees;71 Architects, technical services etc.;2020;118.0;121.0;108.0;191.0
4814;Total male and female;Employees;71 Architects, technical services etc.;2021;121.0;124.0;110.0;195.0
4815;Total male and female;Employees;71 Architects, technical services etc.;2022;126.0;129.0;114.0;200.0
4816;Total male and female;Employees;72 Research and development;1995;22.0;23.0;22.0;38.0
4817;Total male and female;Employees;72 Research and development;1996;24.0;24.0;23.0;40.0
4818;Total male and female;Employees;72 Research and development;1997;26.0;27.0;25.0;43.0
4819;Total male and female;Employees;72 Research and development;1998;27.0;28.0;26.0;45.0
4820;Total male and female;Employees;72 Research and development;1999;29.0;29.0;27.0;47.0
4821;Total male and female;Employees;72 Research and development;2000;29.0;29.0;27.0;46.0
4822;Total male and female;Employees;72 Research and development;2001;29.0;30.0;27.0;47.0
4823;Total male and female;Employees;72 Research and development;2002;30.0;30.0;27.0;47.0
4824;Total male and female;Employees;72 Research and development;2003;30.0;30.0;27.0;47.0
4825;Total male and female;Employees;72 Research and development;2004;30.0;30.0;27.0;48.0
4826;Total male and female;Employees;72 Research and development;2005;29.0;29.0;25.0;45.0
4827;Total male and female;Employees;72 Research and development;2006;29.0;29.0;26.0;45.0
4828;Total male and female;Employees;72 Research and development;2007;30.0;30.0;27.0;47.0
4829;Total male and female;Employees;72 Research and development;2008;31.0;32.0;28.0;48.0
4830;Total male and female;Employees;72 Research and development;2009;32.0;32.0;28.0;50.0
4831;Total male and female;Employees;72 Research and development;2010;31.0;31.0;28.0;48.0
4832;Total male and female;Employees;72 Research and development;2011;32.0;32.0;28.0;49.0
4833;Total male and female;Employees;72 Research and development;2012;31.0;31.0;28.0;49.0
4834;Total male and female;Employees;72 Research and development;2013;31.0;31.0;28.0;49.0
4835;Total male and female;Employees;72 Research and development;2014;32.0;32.0;29.0;50.0
4836;Total male and female;Employees;72 Research and development;2015;35.0;35.0;31.0;54.0
4837;Total male and female;Employees;72 Research and development;2016;36.0;36.0;32.0;56.0
4838;Total male and female;Employees;72 Research and development;2017;37.0;38.0;34.0;59.0
4839;Total male and female;Employees;72 Research and development;2018;39.0;39.0;34.0;60.0
4840;Total male and female;Employees;72 Research and development;2019;40.0;40.0;36.0;62.0
4841;Total male and female;Employees;72 Research and development;2020;42.0;43.0;39.0;67.0
4842;Total male and female;Employees;72 Research and development;2021;44.0;46.0;41.0;70.0
4843;Total male and female;Employees;72 Research and development;2022;47.0;48.0;43.0;74.0
4844;Total male and female;Employees;73 Advertising and market research;1995;39.0;42.0;27.0;48.0
4845;Total male and female;Employees;73 Advertising and market research;1996;39.0;42.0;30.0;53.0
4846;Total male and female;Employees;73 Advertising and market research;1997;39.0;41.0;31.0;55.0
4847;Total male and female;Employees;73 Advertising and market research;1998;39.0;41.0;33.0;58.0
4848;Total male and female;Employees;73 Advertising and market research;1999;41.0;44.0;35.0;61.0
4849;Total male and female;Employees;73 Advertising and market research;2000;45.0;48.0;38.0;66.0
4850;Total male and female;Employees;73 Advertising and market research;2001;47.0;51.0;40.0;70.0
4851;Total male and female;Employees;73 Advertising and market research;2002;47.0;51.0;39.0;69.0
4852;Total male and female;Employees;73 Advertising and market research;2003;45.0;48.0;37.0;65.0
4853;Total male and female;Employees;73 Advertising and market research;2004;43.0;46.0;36.0;66.0
4854;Total male and female;Employees;73 Advertising and market research;2005;43.0;46.0;36.0;65.0
4855;Total male and female;Employees;73 Advertising and market research;2006;43.0;46.0;36.0;65.0
4856;Total male and female;Employees;73 Advertising and market research;2007;43.0;46.0;36.0;64.0
4857;Total male and female;Employees;73 Advertising and market research;2008;44.0;47.0;37.0;65.0
4858;Total male and female;Employees;73 Advertising and market research;2009;43.0;46.0;36.0;63.0
4859;Total male and female;Employees;73 Advertising and market research;2010;41.0;43.0;35.0;61.0
4860;Total male and female;Employees;73 Advertising and market research;2011;40.0;43.0;34.0;60.0
4861;Total male and female;Employees;73 Advertising and market research;2012;39.0;42.0;33.0;59.0
4862;Total male and female;Employees;73 Advertising and market research;2013;38.0;40.0;32.0;57.0
4863;Total male and female;Employees;73 Advertising and market research;2014;39.0;41.0;32.0;58.0
4864;Total male and female;Employees;73 Advertising and market research;2015;39.0;42.0;33.0;59.0
4865;Total male and female;Employees;73 Advertising and market research;2016;40.0;43.0;34.0;61.0
4866;Total male and female;Employees;73 Advertising and market research;2017;42.0;44.0;36.0;64.0
4867;Total male and female;Employees;73 Advertising and market research;2018;42.0;44.0;36.0;64.0
4868;Total male and female;Employees;73 Advertising and market research;2019;42.0;45.0;36.0;64.0
4869;Total male and female;Employees;73 Advertising and market research;2020;41.0;43.0;35.0;62.0
4870;Total male and female;Employees;73 Advertising and market research;2021;40.0;42.0;35.0;61.0
4871;Total male and female;Employees;73 Advertising and market research;2022;42.0;44.0;37.0;65.0
4872;Total male and female;Employees;73-75 Advertising, design and other;1995;60.0;64.0;40.0;76.0
4873;Total male and female;Employees;73-75 Advertising, design and other;1996;61.0;65.0;44.0;82.0
4874;Total male and female;Employees;73-75 Advertising, design and other;1997;61.0;65.0;46.0;85.0
4875;Total male and female;Employees;73-75 Advertising, design and other;1998;62.0;66.0;48.0;89.0
4876;Total male and female;Employees;73-75 Advertising, design and other;1999;65.0;70.0;50.0;94.0
4877;Total male and female;Employees;73-75 Advertising, design and other;2000;70.0;75.0;54.0;99.0
4878;Total male and female;Employees;73-75 Advertising, design and other;2001;73.0;78.0;60.0;104.0
4879;Total male and female;Employees;73-75 Advertising, design and other;2002;73.0;78.0;60.0;105.0
4880;Total male and female;Employees;73-75 Advertising, design and other;2003;70.0;74.0;57.0;100.0
4881;Total male and female;Employees;73-75 Advertising, design and other;2004;68.0;73.0;56.0;101.0
4882;Total male and female;Employees;73-75 Advertising, design and other;2005;68.0;73.0;56.0;100.0
4883;Total male and female;Employees;73-75 Advertising, design and other;2006;69.0;74.0;57.0;101.0
4884;Total male and female;Employees;73-75 Advertising, design and other;2007;71.0;75.0;57.0;102.0
4885;Total male and female;Employees;73-75 Advertising, design and other;2008;72.0;77.0;59.0;104.0
4886;Total male and female;Employees;73-75 Advertising, design and other;2009;71.0;76.0;58.0;102.0
4887;Total male and female;Employees;73-75 Advertising, design and other;2010;69.0;74.0;57.0;100.0
4888;Total male and female;Employees;73-75 Advertising, design and other;2011;68.0;73.0;56.0;99.0
4889;Total male and female;Employees;73-75 Advertising, design and other;2012;68.0;73.0;56.0;100.0
4890;Total male and female;Employees;73-75 Advertising, design and other;2013;66.0;70.0;54.0;96.0
4891;Total male and female;Employees;73-75 Advertising, design and other;2014;67.0;72.0;54.0;97.0
4892;Total male and female;Employees;73-75 Advertising, design and other;2015;67.0;73.0;55.0;98.0
4893;Total male and female;Employees;73-75 Advertising, design and other;2016;71.0;76.0;58.0;105.0
4894;Total male and female;Employees;73-75 Advertising, design and other;2017;71.0;77.0;59.0;105.0
4895;Total male and female;Employees;73-75 Advertising, design and other;2018;74.0;79.0;62.0;109.0
4896;Total male and female;Employees;73-75 Advertising, design and other;2019;77.0;83.0;65.0;114.0
4897;Total male and female;Employees;73-75 Advertising, design and other;2020;77.0;82.0;64.0;109.0
4898;Total male and female;Employees;73-75 Advertising, design and other;2021;78.0;83.0;66.0;115.0
4899;Total male and female;Employees;73-75 Advertising, design and other;2022;83.0;88.0;71.0;124.0
4900;Total male and female;Employees;74-75 Other specialised services;1995;21.0;23.0;13.0;28.0
4901;Total male and female;Employees;74-75 Other specialised services;1996;22.0;23.0;14.0;30.0
4902;Total male and female;Employees;74-75 Other specialised services;1997;22.0;24.0;14.0;30.0
4903;Total male and female;Employees;74-75 Other specialised services;1998;23.0;25.0;15.0;31.0
4904;Total male and female;Employees;74-75 Other specialised services;1999;24.0;26.0;15.0;33.0
4905;Total male and female;Employees;74-75 Other specialised services;2000;25.0;27.0;16.0;34.0
4906;Total male and female;Employees;74-75 Other specialised services;2001;26.0;28.0;20.0;35.0
4907;Total male and female;Employees;74-75 Other specialised services;2002;25.0;27.0;20.0;36.0
4908;Total male and female;Employees;74-75 Other specialised services;2003;25.0;27.0;20.0;34.0
4909;Total male and female;Employees;74-75 Other specialised services;2004;25.0;27.0;20.0;35.0
4910;Total male and female;Employees;74-75 Other specialised services;2005;25.0;27.0;20.0;35.0
4911;Total male and female;Employees;74-75 Other specialised services;2006;26.0;28.0;21.0;36.0
4912;Total male and female;Employees;74-75 Other specialised services;2007;27.0;29.0;22.0;38.0
4913;Total male and female;Employees;74-75 Other specialised services;2008;28.0;30.0;22.0;39.0
4914;Total male and female;Employees;74-75 Other specialised services;2009;28.0;30.0;22.0;38.0
4915;Total male and female;Employees;74-75 Other specialised services;2010;28.0;30.0;22.0;39.0
4916;Total male and female;Employees;74-75 Other specialised services;2011;28.0;30.0;22.0;39.0
4917;Total male and female;Employees;74-75 Other specialised services;2012;29.0;32.0;23.0;41.0
4918;Total male and female;Employees;74-75 Other specialised services;2013;28.0;30.0;22.0;39.0
4919;Total male and female;Employees;74-75 Other specialised services;2014;28.0;31.0;22.0;39.0
4920;Total male and female;Employees;74-75 Other specialised services;2015;28.0;31.0;22.0;39.0
4921;Total male and female;Employees;74-75 Other specialised services;2016;31.0;34.0;24.0;43.0
4922;Total male and female;Employees;74-75 Other specialised services;2017;30.0;32.0;24.0;42.0
4923;Total male and female;Employees;74-75 Other specialised services;2018;32.0;35.0;26.0;45.0
4924;Total male and female;Employees;74-75 Other specialised services;2019;35.0;38.0;29.0;50.0
4925;Total male and female;Employees;74-75 Other specialised services;2020;36.0;38.0;29.0;47.0
4926;Total male and female;Employees;74-75 Other specialised services;2021;38.0;41.0;31.0;53.0
4927;Total male and female;Employees;74-75 Other specialised services;2022;41.0;44.0;34.0;59.0
4928;Total male and female;Employees;N Renting and other business support;1995;497.0;556.0;365.0;609.0
4929;Total male and female;Employees;N Renting and other business support;1996;570.0;635.0;417.0;707.0
4930;Total male and female;Employees;N Renting and other business support;1997;632.0;705.0;457.0;764.0
4931;Total male and female;Employees;N Renting and other business support;1998;674.0;761.0;487.0;813.0
4932;Total male and female;Employees;N Renting and other business support;1999;702.0;788.0;507.0;850.0
