ID;TypeHuishouden;Leeftijd;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalHuishoudens_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;Partnertoeslag_6;OpgebouwdeJaarlijkseAanspraken_7;ContanteWaarde_8;TeBereikenJaarlijkseAanspraken_9;Vervangingspercentage_10;VierdePijler_11;OpgebouwdeJaarlijkseAanspraken_12;ContanteWaarde_13;TeBereikenJaarlijkseAanspraken_14;Vervangingspercentage_15
1583;Paar beiden jonger dan 65;2;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;1200;1600.0;4200.0;14200.0;;1.0;600.0;2300.0;3600.0;;6.0;2200.0;6500.0;17800.0;
1584;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;23100;2400.0;6200.0;14900.0;;1.0;600.0;2000.0;4500.0;;6.0;3000.0;8200.0;19400.0;
1585;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;0;Ooit gescheiden;2005;100;3000.0;10400.0;14600.0;;3.0;800.0;2900.0;4900.0;;7.0;3800.0;13300.0;19500.0;
1586;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;2650;2900.0;10100.0;14400.0;;2.0;1100.0;4500.0;5200.0;;9.0;4000.0;14600.0;19600.0;
1587;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;0;Nooit gescheiden;2005;20300;2300.0;5700.0;15000.0;;0.0;500.0;1600.0;4400.0;;5.0;2800.0;7300.0;19400.0;
1588;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;2350;2800.0;6100.0;16000.0;;0.0;500.0;1200.0;5600.0;;7.0;3300.0;7300.0;21600.0;
1589;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
1590;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;100;3000.0;7200.0;15900.0;;0.0;600.0;1600.0;6800.0;;14.0;3600.0;8800.0;22700.0;
1591;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;1;Nooit gescheiden;2005;2250;2800.0;6100.0;16000.0;;0.0;500.0;1100.0;5500.0;;7.0;3300.0;7200.0;21500.0;
1592;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;7950;2400.0;6300.0;15200.0;;1.0;600.0;2000.0;4500.0;;6.0;3000.0;8300.0;19700.0;
1593;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;2;Ooit gescheiden;2005;50;3300.0;11500.0;15000.0;;5.0;400.0;1400.0;4200.0;;2.0;3700.0;12900.0;19200.0;
1594;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;700;3300.0;11500.0;15000.0;;4.0;1200.0;5100.0;5500.0;;9.0;4500.0;16600.0;20500.0;
1595;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;2;Nooit gescheiden;2005;7200;2300.0;5700.0;15200.0;;0.0;500.0;1700.0;4500.0;;6.0;2800.0;7400.0;19700.0;
1596;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;12800;2300.0;6200.0;14600.0;;0.0;600.0;2100.0;4200.0;;5.0;2900.0;8300.0;18800.0;
1597;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;3;Ooit gescheiden;2005;50;2800.0;9600.0;14100.0;;2.0;1000.0;4000.0;5400.0;;6.0;3800.0;13600.0;19500.0;
1598;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;1850;2800.0;9600.0;14000.0;;2.0;1100.0;4400.0;5100.0;;8.0;3900.0;14000.0;19100.0;
1599;Paar beiden jonger dan 65;2;Niet-westerse allochtonen;3;Nooit gescheiden;2005;10850;2200.0;5600.0;14700.0;;0.0;600.0;1700.0;4100.0;;5.0;2800.0;7300.0;18800.0;
1600;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;325200;4200.0;11900.0;15600.0;33.0;0.0;2400.0;7100.0;17300.0;36.0;30.0;6600.0;19000.0;32900.0;69.0
1601;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;2100;4800.0;16500.0;15300.0;37.0;2.0;2800.0;10900.0;12800.0;31.0;23.0;7600.0;27400.0;28100.0;68.0
1602;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;24300;4700.0;17200.0;15100.0;35.0;3.0;3000.0;12600.0;13400.0;31.0;26.0;7700.0;29800.0;28500.0;66.0
1603;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;298750;4200.0;11500.0;15700.0;33.0;0.0;2300.0;6700.0;17600.0;37.0;31.0;6500.0;18200.0;33300.0;70.0
1604;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;253900;4500.0;12400.0;16000.0;32.0;0.0;2600.0;7400.0;19500.0;38.0;34.0;7100.0;19800.0;35500.0;70.0
1605;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;1;Ooit gescheiden;2005;1250;5400.0;18100.0;16000.0;34.0;1.0;3300.0;11900.0;15700.0;34.0;28.0;8700.0;30000.0;31700.0;68.0
1606;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;13950;5400.0;18800.0;15900.0;32.0;2.0;3600.0;13700.0;17100.0;35.0;31.0;9000.0;32500.0;33000.0;67.0
1607;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;1;Nooit gescheiden;2005;238700;4400.0;12000.0;16000.0;32.0;0.0;2500.0;7000.0;19600.0;39.0;35.0;6900.0;19000.0;35600.0;71.0
1608;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;2;Totaal ooit of nooit gescheiden;2005;37300;3700.0;11600.0;14900.0;36.0;1.0;2200.0;8000.0;12100.0;29.0;22.0;5900.0;19600.0;27000.0;65.0
1609;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;2;Ooit gescheiden;2005;450;4300.0;16200.0;14800.0;37.0;3.0;3100.0;14000.0;11800.0;30.0;20.0;7400.0;30200.0;26600.0;67.0
1610;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;4650;4500.0;19000.0;14600.0;36.0;6.0;3300.0;16700.0;11300.0;28.0;26.0;7800.0;35700.0;25900.0;64.0
1611;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;32200;3600.0;10500.0;14900.0;35.0;0.0;2000.0;6700.0;12200.0;29.0;21.0;5600.0;17200.0;27100.0;64.0
1612;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;34000;2900.0;8800.0;13900.0;45.0;1.0;1100.0;3800.0;6800.0;22.0;10.0;4000.0;12600.0;20700.0;67.0
1613;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;450;3600.0;12400.0;14000.0;45.0;2.0;1200.0;5300.0;5400.0;17.0;11.0;4800.0;17700.0;19400.0;62.0
1614;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;5700;3300.0;12100.0;13500.0;45.0;2.0;1500.0;6500.0;6000.0;20.0;12.0;4800.0;18600.0;19500.0;65.0
1615;Paar beiden jonger dan 65;3;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;27850;2800.0;8100.0;14000.0;45.0;0.0;1000.0;3300.0;6900.0;22.0;9.0;3800.0;11400.0;20900.0;67.0
1616;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;265850;4400.0;12200.0;15900.0;32.0;0.0;2500.0;7500.0;19100.0;38.0;34.0;6900.0;19700.0;35000.0;70.0
1617;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;1350;5300.0;18100.0;15800.0;34.0;2.0;3300.0;12600.0;15300.0;33.0;28.0;8600.0;30700.0;31100.0;67.0
1618;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;15650;5300.0;18800.0;15700.0;33.0;3.0;3500.0;14200.0;16300.0;34.0;32.0;8800.0;33000.0;32000.0;67.0
1619;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;248800;4300.0;11800.0;15900.0;32.0;0.0;2500.0;7000.0;19200.0;38.0;34.0;6800.0;18800.0;35100.0;70.0
1620;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;245650;4500.0;12400.0;16000.0;32.0;0.0;2600.0;7500.0;19600.0;39.0;35.0;7100.0;19900.0;35600.0;71.0
1621;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;1200;5400.0;18200.0;16000.0;34.0;2.0;3300.0;12000.0;15800.0;34.0;29.0;8700.0;30200.0;31800.0;68.0
1622;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;13400;5400.0;18800.0;15900.0;32.0;2.0;3600.0;13800.0;17300.0;35.0;32.0;9000.0;32600.0;33200.0;67.0
1623;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;231100;4400.0;12000.0;16000.0;32.0;0.0;2500.0;7100.0;19800.0;39.0;35.0;6900.0;19100.0;35800.0;71.0
1624;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;15250;3700.0;11600.0;14800.0;33.0;1.0;2400.0;8800.0;13500.0;30.0;27.0;6100.0;20400.0;28300.0;63.0
1625;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;150;4500.0;18000.0;14500.0;33.0;3.0;3100.0;15000.0;12900.0;29.0;26.0;7600.0;33000.0;27400.0;62.0
1626;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;1850;4600.0;19800.0;14600.0;34.0;6.0;3600.0;18100.0;11600.0;27.0;32.0;8200.0;37900.0;26200.0;61.0
1627;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;13250;3500.0;10400.0;14800.0;32.0;0.0;2200.0;7400.0;13700.0;30.0;27.0;5700.0;17800.0;28500.0;62.0
1628;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;4900;1800.0;5700.0;13100.0;37.0;1.0;1200.0;4300.0;8400.0;24.0;11.0;3000.0;10000.0;21500.0;61.0
1629;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;50;3300.0;14100.0;13800.0;42.0;12.0;3400.0;25500.0;8400.0;26.0;15.0;6700.0;39600.0;22200.0;68.0
1630;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;400;2900.0;12700.0;12900.0;35.0;6.0;2000.0;9900.0;8000.0;22.0;21.0;4900.0;22600.0;20900.0;57.0
1631;Paar beiden jonger dan 65;3;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;4450;1700.0;5000.0;13100.0;37.0;0.0;1100.0;3700.0;8500.0;24.0;11.0;2800.0;8700.0;21600.0;61.0
1632;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;22000;3900.0;12300.0;15100.0;35.0;1.0;2300.0;8700.0;13000.0;30.0;21.0;6200.0;21000.0;28100.0;65.0
1633;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;200;4500.0;17600.0;14800.0;35.0;4.0;4000.0;17500.0;14600.0;35.0;23.0;8500.0;35100.0;29400.0;70.0
1634;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;0;Paar met gemengde scheidingsachtergrond;2005;2850;4600.0;19900.0;14600.0;36.0;7.0;3600.0;18700.0;12400.0;30.0;24.0;8200.0;38600.0;27000.0;66.0
1635;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;0;Nooit gescheiden;2005;18900;3800.0;11100.0;15100.0;35.0;0.0;2100.0;7100.0;13100.0;30.0;20.0;5900.0;18200.0;28200.0;65.0
1636;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;1;Totaal ooit of nooit gescheiden;2005;6550;4400.0;12200.0;16000.0;33.0;0.0;2200.0;6700.0;15200.0;31.0;21.0;6600.0;18900.0;31200.0;64.0
1637;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;1;Ooit gescheiden;2005;50;5200.0;16600.0;15900.0;31.0;0.0;3400.0;11500.0;17000.0;33.0;11.0;8600.0;28100.0;32900.0;64.0
1638;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;1;Paar met gemengde scheidingsachtergrond;2005;450;5300.0;18700.0;15900.0;33.0;3.0;3300.0;13400.0;13500.0;28.0;24.0;8600.0;32100.0;29400.0;61.0
1639;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;1;Nooit gescheiden;2005;6050;4300.0;11700.0;16000.0;33.0;0.0;2100.0;6200.0;15300.0;31.0;21.0;6400.0;17900.0;31300.0;64.0
1640;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;2;Totaal ooit of nooit gescheiden;2005;12950;4000.0;13200.0;14900.0;35.0;2.0;2600.0;10200.0;13000.0;31.0;23.0;6600.0;23400.0;27900.0;66.0
1641;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;2;Ooit gescheiden;2005;150;4700.0;19200.0;14800.0;37.0;6.0;4800.0;21800.0;16200.0;41.0;29.0;9500.0;41000.0;31000.0;78.0
1642;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;2;Paar met gemengde scheidingsachtergrond;2005;1950;4800.0;21600.0;14600.0;36.0;8.0;3800.0;20500.0;12900.0;32.0;26.0;8600.0;42100.0;27500.0;68.0
1643;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;2;Nooit gescheiden;2005;10850;3800.0;11600.0;15000.0;35.0;1.0;2300.0;8200.0;13000.0;30.0;22.0;6100.0;19800.0;28000.0;65.0
1644;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;3;Totaal ooit of nooit gescheiden;2005;2450;2500.0;8100.0;13400.0;41.0;1.0;1400.0;6100.0;7400.0;23.0;11.0;3900.0;14200.0;20800.0;64.0
1645;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;3;Ooit gescheiden;2005;50;3300.0;12600.0;13500.0;34.0;0.0;1700.0;7600.0;6800.0;17.0;14.0;5000.0;20200.0;20300.0;51.0
1646;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;3;Paar met gemengde scheidingsachtergrond;2005;450;3300.0;13700.0;13300.0;39.0;5.0;2800.0;16400.0;8900.0;26.0;14.0;6100.0;30100.0;22200.0;65.0
1647;Paar beiden jonger dan 65;3;Paar met gecombineerde herkomst;3;Nooit gescheiden;2005;2000;2300.0;6900.0;13500.0;42.0;1.0;1100.0;3800.0;7100.0;22.0;10.0;3400.0;10700.0;20600.0;64.0
1648;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;0;Totaal ooit of nooit gescheiden;2005;37350;3200.0;9500.0;14400.0;45.0;0.0;1100.0;3600.0;7200.0;22.0;10.0;4300.0;13100.0;21600.0;67.0
1649;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;0;Ooit gescheiden;2005;550;3700.0;12100.0;14400.0;45.0;2.0;1200.0;4400.0;5800.0;18.0;10.0;4900.0;16500.0;20200.0;63.0
1650;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;5800;3400.0;11800.0;13800.0;46.0;2.0;1300.0;5300.0;5900.0;20.0;11.0;4700.0;17100.0;19700.0;66.0
1651;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;0;Nooit gescheiden;2005;31050;3200.0;9000.0;14500.0;45.0;0.0;1100.0;3300.0;7400.0;23.0;10.0;4300.0;12300.0;21900.0;68.0
1652;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;1;Totaal ooit of nooit gescheiden;2005;1650;4000.0;10200.0;15900.0;36.0;0.0;1700.0;4500.0;12900.0;30.0;16.0;5700.0;14700.0;28800.0;66.0
1653;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;1;Ooit gescheiden;2005;0;;;;;;;;;;;;;;
1654;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;100;4200.0;11500.0;15900.0;37.0;0.0;2300.0;6300.0;15000.0;36.0;19.0;6500.0;17800.0;30900.0;73.0
1655;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;1;Nooit gescheiden;2005;1550;4000.0;10100.0;15900.0;36.0;0.0;1600.0;4400.0;12800.0;29.0;15.0;5600.0;14500.0;28700.0;65.0
1656;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;2;Totaal ooit of nooit gescheiden;2005;9050;3400.0;9400.0;15000.0;42.0;0.0;1200.0;3700.0;8400.0;23.0;12.0;4600.0;13100.0;23400.0;65.0
1657;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;2;Ooit gescheiden;2005;150;3900.0;11900.0;15000.0;41.0;1.0;1800.0;6300.0;7200.0;20.0;9.0;5700.0;18200.0;22200.0;61.0
1658;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;850;3600.0;11200.0;14700.0;44.0;1.0;1200.0;4600.0;6700.0;20.0;10.0;4800.0;15800.0;21400.0;64.0
1659;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;2;Nooit gescheiden;2005;8100;3400.0;9100.0;15000.0;42.0;0.0;1200.0;3500.0;8600.0;24.0;12.0;4600.0;12600.0;23600.0;66.0
1660;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;3;Totaal ooit of nooit gescheiden;2005;26600;3100.0;9500.0;14100.0;47.0;0.0;1100.0;3500.0;6400.0;21.0;9.0;4200.0;13000.0;20500.0;68.0
1661;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;3;Ooit gescheiden;2005;350;3600.0;12300.0;14100.0;47.0;2.0;1000.0;3700.0;5000.0;17.0;10.0;4600.0;16000.0;19100.0;64.0
1662;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;4850;3300.0;11900.0;13600.0;47.0;2.0;1300.0;5400.0;5600.0;19.0;11.0;4600.0;17300.0;19200.0;66.0
1663;Paar beiden jonger dan 65;3;Niet-westerse allochtonen;3;Nooit gescheiden;2005;21400;3100.0;8900.0;14300.0;47.0;0.0;1000.0;3100.0;6600.0;22.0;9.0;4100.0;12000.0;20900.0;69.0
1664;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;0;Totaal ooit of nooit gescheiden;2005;446750;5700.0;19200.0;15600.0;29.0;1.0;4300.0;15000.0;19800.0;37.0;52.0;10000.0;34200.0;35400.0;66.0
1665;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;0;Ooit gescheiden;2005;9400;6200.0;23700.0;15400.0;32.0;2.0;4400.0;18000.0;16100.0;34.0;34.0;10600.0;41700.0;31500.0;66.0
1666;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;50150;6000.0;23300.0;15200.0;30.0;3.0;4600.0;19600.0;16900.0;34.0;38.0;10600.0;42900.0;32100.0;64.0
1667;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;0;Nooit gescheiden;2005;387200;5600.0;18600.0;15600.0;29.0;0.0;4200.0;14300.0;20300.0;38.0;54.0;9800.0;32900.0;35900.0;67.0
1668;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;1;Totaal ooit of nooit gescheiden;2005;356400;6000.0;20100.0;16000.0;29.0;0.0;4600.0;15900.0;21800.0;39.0;58.0;10600.0;36000.0;37800.0;68.0
1669;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;1;Ooit gescheiden;2005;6600;6700.0;25200.0;15900.0;31.0;2.0;5000.0;20100.0;18700.0;37.0;39.0;11700.0;45300.0;34600.0;68.0
1670;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;34050;6600.0;25000.0;15900.0;29.0;2.0;5200.0;21200.0;19900.0;37.0;44.0;11800.0;46200.0;35800.0;66.0
1671;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;1;Nooit gescheiden;2005;315700;5900.0;19500.0;16000.0;29.0;0.0;4600.0;15300.0;22100.0;40.0;60.0;10500.0;34800.0;38100.0;69.0
1672;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;2;Totaal ooit of nooit gescheiden;2005;43400;4900.0;18000.0;14500.0;28.0;2.0;4100.0;16800.0;16600.0;32.0;39.0;9000.0;34800.0;31100.0;60.0
1673;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;2;Ooit gescheiden;2005;1300;5500.0;23500.0;14500.0;32.0;5.0;4200.0;20600.0;13300.0;29.0;31.0;9700.0;44100.0;27800.0;61.0
1674;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;8150;5300.0;23600.0;14300.0;29.0;7.0;4900.0;24800.0;15000.0;31.0;35.0;10200.0;48400.0;29300.0;60.0
1675;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;2;Nooit gescheiden;2005;33950;4800.0;16500.0;14600.0;28.0;1.0;3900.0;14800.0;17200.0;33.0;40.0;8700.0;31300.0;31800.0;61.0
1676;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;3;Totaal ooit of nooit gescheiden;2005;46950;3900.0;13600.0;13500.0;39.0;1.0;1600.0;5900.0;7700.0;22.0;16.0;5500.0;19500.0;21200.0;61.0
1677;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;3;Ooit gescheiden;2005;1500;4500.0;17000.0;13700.0;40.0;2.0;1600.0;6400.0;6700.0;19.0;16.0;6100.0;23400.0;20400.0;59.0
1678;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;7950;3900.0;15900.0;13000.0;40.0;4.0;1600.0;7400.0;6200.0;19.0;14.0;5500.0;23300.0;19200.0;59.0
1679;Paar beiden jonger dan 65;4;Totaal autochtonen en allochtonen;3;Nooit gescheiden;2005;37550;3800.0;13000.0;13600.0;39.0;0.0;1600.0;5600.0;8000.0;23.0;16.0;5400.0;18600.0;21600.0;62.0
1680;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;0;Totaal ooit of nooit gescheiden;2005;378600;5900.0;19700.0;15800.0;29.0;0.0;4600.0;15900.0;21400.0;39.0;57.0;10500.0;35600.0;37200.0;68.0
1681;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;0;Ooit gescheiden;2005;7200;6500.0;25000.0;15700.0;31.0;2.0;5000.0;20300.0;18200.0;36.0;38.0;11500.0;45300.0;33900.0;67.0
1682;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;0;Paar met gemengde scheidingsachtergrond;2005;37800;6400.0;24600.0;15700.0;29.0;2.0;5200.0;21800.0;19300.0;36.0;43.0;11600.0;46400.0;35000.0;65.0
1683;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;0;Nooit gescheiden;2005;333550;5800.0;19100.0;15800.0;29.0;0.0;4500.0;15100.0;21700.0;39.0;59.0;10300.0;34200.0;37500.0;68.0
1684;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;1;Totaal ooit of nooit gescheiden;2005;350350;6000.0;20100.0;16000.0;29.0;0.0;4600.0;15900.0;21900.0;39.0;58.0;10600.0;36000.0;37900.0;68.0
1685;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;1;Ooit gescheiden;2005;6450;6700.0;25300.0;15900.0;31.0;2.0;5000.0;20200.0;18800.0;37.0;39.0;11700.0;45500.0;34700.0;68.0
1686;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;1;Paar met gemengde scheidingsachtergrond;2005;33400;6600.0;25000.0;15900.0;29.0;2.0;5200.0;21300.0;19900.0;37.0;44.0;11800.0;46300.0;35800.0;66.0
1687;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;1;Nooit gescheiden;2005;310500;5900.0;19500.0;16000.0;29.0;0.0;4600.0;15300.0;22100.0;40.0;60.0;10500.0;34800.0;38100.0;69.0
1688;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;2;Totaal ooit of nooit gescheiden;2005;21400;4800.0;17300.0;14400.0;26.0;2.0;4400.0;17700.0;17900.0;33.0;43.0;9200.0;35000.0;32300.0;59.0
1689;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;2;Ooit gescheiden;2005;650;5500.0;23500.0;14300.0;31.0;5.0;4800.0;23900.0;14600.0;31.0;36.0;10300.0;47400.0;28900.0;62.0
1690;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;2;Paar met gemengde scheidingsachtergrond;2005;3750;5300.0;22800.0;14200.0;27.0;6.0;5400.0;27100.0;16200.0;31.0;38.0;10700.0;49900.0;30400.0;58.0
1691;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;2;Nooit gescheiden;2005;17050;4600.0;15800.0;14500.0;26.0;0.0;4200.0;15500.0;18400.0;33.0;45.0;8800.0;31300.0;32900.0;59.0
1692;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;3;Totaal ooit of nooit gescheiden;2005;6800;2300.0;8400.0;12100.0;28.0;1.0;1900.0;7200.0;9800.0;22.0;18.0;4200.0;15600.0;21900.0;50.0
1693;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;3;Ooit gescheiden;2005;100;3700.0;15400.0;12700.0;32.0;7.0;1900.0;9200.0;7900.0;20.0;26.0;5600.0;24600.0;20600.0;52.0
1694;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;3;Paar met gemengde scheidingsachtergrond;2005;700;3400.0;15600.0;12300.0;29.0;9.0;2700.0;14600.0;9400.0;22.0;26.0;6100.0;30200.0;21700.0;51.0
1695;Paar beiden jonger dan 65;4;Autochtonen en westerse-allochtonen;3;Nooit gescheiden;2005;6000;2200.0;7500.0;12100.0;27.0;0.0;1800.0;6300.0;9900.0;22.0;16.0;4000.0;13800.0;22000.0;49.0
1696;Paar beiden jonger dan 65;4;Paar met gecombineerde herkomst;0;Totaal ooit of nooit gescheiden;2005;26150;5100.0;18700.0;14700.0;29.0;2.0;4100.0;16500.0;16500.0;32.0;36.0;9200.0;35200.0;31200.0;61.0
1697;Paar beiden jonger dan 65;4;Paar met gecombineerde herkomst;0;Ooit gescheiden;2005;750;5700.0;24100.0;14700.0;32.0;5.0;4000.0;18400.0;12600.0;28.0;28.0;9700.0;42500.0;27300.0;60.0
