ID;WijkenEnBuurten1999;RegioAanduiding_1;StedelijkheidGemeenteWijkOfBuurt_2;Gemeentenaam_3;Gemeentecode_4;Wijkcode_5;Buurtcode_6;OmgevingsadressenDichtheid_7;MeestVoorkomendeNumeriekePostcode_8;Inwoners_9;Mannen_10;Vrouwen_11;Personen014Jr_12;Personen1524Jr_13;Personen2544Jr_14;Personen4564Jr_15;Personen65JrEnOuder_16;NietInGezinsverbandLevendePersonen_17;Gezinnen_18;GezinnenMetKinderen_19;GemiddeldeGezinsgrootte_20;Bevolkingsdichtheid_21;Allochtonen_22;WOZWaarde_23;Woningen_24;GemiddeldInkomenPerInwoner_25;GemiddeldInkomenPerInkomensontvanger_26;LageInkomens_27;HogeInkomens_28;NietActieven_29;Vestigingen_30;Industrie_31;CommercieleDienstverlening_32;OverigeDienstverlening_33;OppervlakteTotaal_34;OppervlakteLand_35;OverigeOppervlakte_36
8993;6260008;B;3;Voorschoten                        ;626;00;08;1396.0;2251;1850;870;980;28.0;8.0;34.0;20.0;10.0;16.0;470;75.0;3.4;2535.0;5.0;169.0;580;11662.0;20148.0;32.0;35.0;6.0;4;23.0;58.0;19.0;77;73;4
8994;6260009;B;4;Voorschoten                        ;626;00;09;774.0;2254;240;130;110;13.0;10.0;31.0;33.0;13.0;20.0;70;53.0;2.9;1574.0;4.0;105.0;100;12842.0;17471.0;31.0;30.0;;3;;;;15;15;0
8995;6260010;B;3;Voorschoten                        ;626;00;10;1212.0;2251;610;300;320;16.0;8.0;24.0;32.0;20.0;18.0;180;49.0;2.9;1139.0;2.0;156.0;240;14476.0;21237.0;28.0;49.0;;3;;;;58;54;4
8996;6260011;B;2;Voorschoten                        ;626;00;11;1717.0;2251;490;230;260;10.0;7.0;35.0;30.0;18.0;42.0;110;48.0;2.6;3526.0;5.0;91.0;300;11299.0;15837.0;36.0;18.0;;5;9.0;80.0;11.0;14;14;0
8997;6260012;B;2;Voorschoten                        ;626;00;12;1527.0;2252;1500;730;780;21.0;10.0;27.0;24.0;18.0;17.0;410;61.0;3.1;2702.0;4.0;128.0;620;12388.0;19104.0;24.0;37.0;14.0;4;9.0;40.0;51.0;56;56;0
8998;6260013;B;3;Voorschoten                        ;626;00;13;1470.0;2252;1330;660;680;20.0;9.0;33.0;25.0;13.0;19.0;350;64.0;3.1;8226.0;2.0;125.0;550;11708.0;17834.0;32.0;30.0;6.0;4;17.0;74.0;9.0;16;16;0
8999;6260014;B;5;Voorschoten                        ;626;00;14;375.0;2252;230;100;120;19.0;8.0;23.0;30.0;19.0;11.0;60;50.0;3.1;44.0;4.0;182.0;80;11617.0;18787.0;29.0;32.0;;3;;;;538;518;20
9000;627;G;3;Waddinxveen                        ;627;  ;  ;1318.0;  . ;26810;13450;13350;21.0;13.0;30.0;25.0;11.0;15.0;7200;63.0;3.2;961.0;7.0;90.0;10070;10255.0;16654.0;36.0;28.0;11.0;8;20.0;66.0;15.0;2939;2789;150
9001;62700;W;3;Waddinxveen                        ;627;00;  ;1318.0;  . ;26800;13450;13360;21.0;13.0;30.0;25.0;11.0;15.0;7190;63.0;3.2;961.0;7.0;90.0;10070;10255.0;16654.0;36.0;28.0;11.0;8;20.0;66.0;15.0;2939;2789;150
9002;6270000;B;3;Waddinxveen                        ;627;00;00;1284.0;2741;6390;3250;3150;19.0;14.0;29.0;27.0;11.0;13.0;1760;62.0;3.1;3373.0;4.0;93.0;2470;10346.0;16518.0;37.0;27.0;9.0;7;23.0;61.0;16.0;212;190;22
9003;6270001;B;2;Waddinxveen                        ;627;00;01;1754.0;2741;2520;1240;1290;17.0;12.0;28.0;25.0;18.0;21.0;680;51.0;2.9;6127.0;7.0;73.0;1060;10255.0;14929.0;42.0;20.0;16.0;4;25.0;57.0;18.0;43;41;2
9004;6270002;B;3;Waddinxveen                        ;627;00;02;1425.0;2741;2570;1270;1290;20.0;14.0;34.0;22.0;10.0;19.0;690;60.0;3.0;9678.0;16.0;71.0;1050;9484.0;15247.0;34.0;22.0;16.0;3;;;;27;27;0
9005;6270003;B;2;Waddinxveen                        ;627;00;03;1669.0;2742;5310;2580;2730;17.0;13.0;23.0;30.0;17.0;17.0;1480;56.0;3.0;8212.0;6.0;80.0;2220;10709.0;16427.0;37.0;27.0;13.0;5;13.0;58.0;29.0;65;65;0
9006;6270004;B;4;Waddinxveen                        ;627;00;04;771.0;2741;590;300;280;17.0;11.0;31.0;25.0;16.0;15.0;170;62.0;3.0;2499.0;3.0;91.0;240;11435.0;16790.0;38.0;25.0;12.0;3;;;;26;23;3
9007;6270007;B;5;Waddinxveen                        ;627;00;07;420.0;2741;400;200;190;18.0;16.0;26.0;31.0;8.0;12.0;100;62.0;3.3;89.0;;137.0;130;9439.0;15383.0;40.0;26.0;;3;;;;529;450;79
9008;6270008;B;3;Waddinxveen                        ;627;00;08;1172.0;2742;380;200;180;21.0;13.0;27.0;26.0;13.0;11.0;110;60.0;3.3;47.0;;118.0;140;11163.0;17834.0;42.0;25.0;;2;;;;801;787;14
9009;6270009;B;4;Waddinxveen                        ;627;00;09;977.0;2743;8640;4400;4230;26.0;12.0;36.0;20.0;5.0;13.0;2210;73.0;3.4;715.0;6.0;107.0;2770;10074.0;17970.0;31.0;34.0;7.0;6;16.0;77.0;7.0;1235;1207;28
9010;628;G;4;Warmond                            ;628;  ;  ;605.0;  . ;5300;2560;2740;18.0;10.0;26.0;27.0;19.0;24.0;1310;60.0;3.1;526.0;2.0;122.0;1920;11526.0;17062.0;39.0;25.0;10.0;6;22.0;58.0;20.0;1442;1008;434
9011;62800;W;4;Warmond                            ;628;00;  ;605.0;  . ;5300;2560;2740;18.0;10.0;26.0;27.0;19.0;24.0;1320;60.0;3.1;526.0;2.0;122.0;1920;11526.0;17062.0;39.0;25.0;10.0;6;22.0;58.0;20.0;1442;1008;434
9012;6280000;B;4;Warmond                            ;628;00;00;647.0;2361;4810;2310;2500;18.0;11.0;26.0;26.0;19.0;25.0;1170;61.0;3.1;3010.0;2.0;121.0;1800;11390.0;16835.0;40.0;25.0;10.0;5;23.0;56.0;21.0;170;160;10
9013;6280001;B;5;Warmond                            ;628;00;01;272.0;2361;220;130;110;;;30.0;26.0;21.0;11.0;70;54.0;2.9;162.0;;;70;19195.0;25230.0;32.0;33.0;;2;;;;148;140;8
9014;6280009;B;5;Warmond                            ;628;00;09;225.0;2362;270;130;140;20.0;7.0;27.0;33.0;14.0;16.0;80;51.0;2.9;37.0;;;60;9983.0;16291.0;24.0;21.0;;3;;;;1125;708;417
9015;629;G;3;Wassenaar                          ;629;  ;  ;1269.0;  . ;26060;12400;13660;18.0;10.0;24.0;28.0;20.0;21.0;7010;56.0;2.9;513.0;5.0;179.0;11400;13477.0;21963.0;33.0;37.0;15.0;8;13.0;66.0;21.0;6250;5078;1172
9016;62900;W;5;Wassenaar                          ;629;00;  ;346.0;  . ;6580;3170;3400;18.0;10.0;20.0;30.0;21.0;19.0;1790;55.0;3.0;215.0;6.0;317.0;2870;18514.0;32944.0;28.0;53.0;14.0;6;9.0;66.0;25.0;3194;3063;131
9017;6290000;B;5;Wassenaar                          ;629;00;00;455.0;2243;860;410;450;23.0;11.0;19.0;31.0;16.0;17.0;230;62.0;3.2;750.0;5.0;328.0;370;15474.0;33943.0;21.0;67.0;18.0;3;;;;120;114;6
9018;6290001;B;5;Wassenaar                          ;629;00;01;294.0;2243;560;230;320;12.0;8.0;13.0;24.0;42.0;37.0;120;46.0;2.8;452.0;5.0;358.0;250;19286.0;25911.0;32.0;43.0;;3;;;;127;123;4
9019;6290002;B;5;Wassenaar                          ;629;00;02;389.0;2244;1400;650;750;21.0;12.0;17.0;30.0;21.0;15.0;380;58.0;3.1;1181.0;8.0;343.0;570;19558.0;37210.0;23.0;68.0;12.0;4;5.0;70.0;25.0;119;119;0
9020;6290003;B;4;Wassenaar                          ;629;00;03;665.0;2244;220;100;110;21.0;6.0;24.0;29.0;21.0;22.0;60;50.0;2.9;91.0;7.0;157.0;100;15383.0;22825.0;31.0;42.0;;2;;;;249;247;2
9021;6290004;B;5;Wassenaar                          ;629;00;04;375.0;2245;690;320;360;12.0;10.0;21.0;28.0;29.0;30.0;180;47.0;2.7;403.0;7.0;210.0;370;16427.0;27363.0;22.0;53.0;;3;;;;175;172;3
9022;6290005;B;5;Wassenaar                          ;629;00;05;210.0;2243;1380;700;680;17.0;11.0;17.0;36.0;19.0;13.0;410;51.0;2.9;494.0;7.0;507.0;560;26818.0;53773.0;21.0;69.0;13.0;4;6.0;64.0;30.0;281;280;1
9023;6290006;B;5;Wassenaar                          ;629;00;06;352.0;2245;920;480;440;17.0;8.0;33.0;23.0;18.0;23.0;250;59.0;2.8;3183.0;4.0;74.0;430;9121.0;13795.0;48.0;15.0;16.0;3;;;;29;29;0
9024;6290007;B;5;Wassenaar                          ;629;00;07;239.0;2244;450;220;230;19.0;10.0;21.0;38.0;13.0;15.0;140;54.0;2.9;1304.0;4.0;394.0;190;23324.0;43926.0;;74.0;;2;;;;35;35;0
9025;6290008;B;5;Wassenaar                          ;629;00;08;124.0;2245;40;30;20;;;;;;;10;;;9.0;;;10;;;;;;1;;;;461;444;17
9026;6290009;B;4;Wassenaar                          ;629;00;09;578.0;2242;50;30;20;;24.0;;43.0;;;10;;;4.0;19.0;;10;;;;;;1;;;;1599;1501;98
9027;62901;W;2;Wassenaar                          ;629;01;  ;1545.0;  . ;19490;9230;10260;18.0;9.0;26.0;27.0;20.0;21.0;5220;57.0;2.9;967.0;5.0;134.0;8540;11934.0;19013.0;34.0;33.0;15.0;7;14.0;66.0;20.0;2081;2016;65
9028;6290100;B;3;Wassenaar                          ;629;01;00;1233.0;2242;1620;710;920;18.0;8.0;17.0;25.0;33.0;25.0;400;54.0;3.0;2866.0;5.0;309.0;620;15066.0;25412.0;34.0;49.0;10.0;4;3.0;67.0;29.0;60;56;4
9029;6290101;B;2;Wassenaar                          ;629;01;01;1540.0;2242;3090;1410;1680;17.0;9.0;26.0;26.0;21.0;25.0;790;57.0;2.9;6596.0;5.0;127.0;1460;12252.0;20148.0;33.0;34.0;12.0;6;13.0;72.0;15.0;47;47;0
9030;6290102;B;2;Wassenaar                          ;629;01;02;1613.0;2242;1900;940;960;18.0;11.0;28.0;26.0;17.0;19.0;540;61.0;2.9;7316.0;6.0;81.0;820;8531.0;14113.0;41.0;16.0;22.0;4;31.0;53.0;16.0;26;26;0
9031;6290103;B;2;Wassenaar                          ;629;01;03;1825.0;2241;4610;2150;2470;15.0;8.0;24.0;29.0;24.0;24.0;1250;48.0;2.8;7511.0;5.0;101.0;2230;11072.0;16518.0;36.0;28.0;24.0;5;13.0;61.0;26.0;64;61;3
9032;6290104;B;2;Wassenaar                          ;629;01;04;1795.0;2242;1880;880;1000;20.0;11.0;25.0;29.0;16.0;20.0;490;63.0;3.1;6271.0;4.0;160.0;780;13659.0;21282.0;30.0;43.0;11.0;4;13.0;73.0;14.0;31;30;1
9033;6290105;B;3;Wassenaar                          ;629;01;05;1479.0;2241;4440;2180;2270;20.0;9.0;27.0;28.0;17.0;18.0;1210;58.0;3.0;4626.0;5.0;127.0;1900;11708.0;19150.0;32.0;35.0;12.0;5;10.0;68.0;22.0;96;96;0
9034;6290106;B;5;Wassenaar                          ;629;01;06;84.0;2242;310;170;150;14.0;11.0;16.0;39.0;20.0;17.0;100;46.0;2.7;319.0;8.0;424.0;130;28588.0;45469.0;23.0;60.0;;3;;;;98;98;0
9035;6290107;B;5;Wassenaar                          ;629;01;07;454.0;2241;140;70;60;13.0;10.0;25.0;34.0;18.0;18.0;40;;;292.0;;148.0;60;10029.0;15928.0;52.0;36.0;;2;;;;47;47;0
9036;6290108;B;4;Wassenaar                          ;629;01;08;629.0;2245;320;160;160;11.0;10.0;25.0;34.0;20.0;22.0;90;48.0;2.7;41.0;;168.0;120;13976.0;17471.0;47.0;28.0;;3;;;;791;767;24
9037;6290109;B;4;Wassenaar                          ;629;01;09;524.0;2242;60;30;40;19.0;;25.0;25.0;;29.0;10;;;8.0;;;20;;;;;;1;;;;801;767;34
9038;6290110;B;3;Wassenaar                          ;629;01;10;1287.0;2241;1100;540;550;26.0;10.0;39.0;21.0;4.0;14.0;290;74.0;3.3;5578.0;2.0;103.0;410;10210.0;16381.0;29.0;25.0;6.0;2;;;;20;20;0
9039;630;G;3;Wateringen                         ;630;  ;  ;1231.0;  . ;15160;7640;7520;21.0;11.0;31.0;25.0;12.0;15.0;4090;63.0;3.2;1708.0;5.0;98.0;5820;10573.0;16291.0;35.0;27.0;11.0;7;26.0;60.0;14.0;900;888;12
9040;63000;W;3;Wateringen                         ;630;00;  ;1231.0;  . ;15170;7640;7530;21.0;11.0;31.0;25.0;12.0;15.0;4090;63.0;3.2;1708.0;5.0;98.0;5820;10573.0;16291.0;35.0;27.0;11.0;7;26.0;60.0;14.0;900;888;12
9041;6300000;B;3;Wateringen                         ;630;00;00;1481.0;2291;2440;1190;1250;21.0;8.0;36.0;17.0;18.0;22.0;620;61.0;3.1;8818.0;2.0;94.0;1000;11027.0;15928.0;37.0;24.0;12.0;5;18.0;70.0;11.0;28;28;0
9042;6300001;B;4;Wateringen                         ;630;00;01;528.0;2295;890;440;450;20.0;12.0;28.0;30.0;10.0;15.0;240;65.0;3.2;1776.0;3.0;101.0;340;10936.0;17834.0;37.0;34.0;11.0;4;34.0;65.0;1.0;52;50;2
9043;6300002;B;3;Wateringen                         ;630;00;02;1285.0;2291;2740;1380;1360;18.0;13.0;25.0;30.0;15.0;15.0;760;59.0;3.1;9563.0;8.0;94.0;1080;11208.0;15792.0;37.0;23.0;14.0;4;15.0;61.0;24.0;29;29;0
9044;6300003;B;5;Wateringen                         ;630;00;03;440.0;2295;420;220;200;22.0;10.0;35.0;24.0;9.0;11.0;120;65.0;3.2;759.0;2.0;112.0;160;12842.0;18832.0;29.0;40.0;;2;;;;56;55;1
9045;6300004;B;5;Wateringen                         ;630;00;04;471.0;2295;340;180;160;18.0;11.0;26.0;24.0;21.0;18.0;90;55.0;2.9;3874.0;3.0;88.0;140;11299.0;16699.0;38.0;27.0;;3;;;;9;9;0
9046;6300005;B;5;Wateringen                         ;630;00;05;455.0;2295;1420;710;720;20.0;12.0;30.0;30.0;8.0;12.0;400;62.0;3.1;12458.0;5.0;86.0;530;10210.0;15882.0;35.0;24.0;14.0;3;;;;11;11;0
9047;6300006;B;2;Wateringen                         ;630;00;06;1797.0;2291;3140;1590;1540;18.0;12.0;27.0;27.0;15.0;16.0;870;57.0;3.0;4917.0;10.0;95.0;1270;10119.0;15429.0;36.0;24.0;13.0;5;28.0;57.0;15.0;64;64;0
9048;6300008;B;3;Wateringen                         ;630;00;08;1004.0;2291;2860;1470;1380;28.0;11.0;38.0;18.0;4.0;13.0;710;75.0;3.5;606.0;3.0;102.0;970;9666.0;17017.0;33.0;30.0;6.0;4;43.0;43.0;14.0;478;471;7
9049;6300009;B;2;Wateringen                         ;630;00;09;1535.0;2291;930;470;460;23.0;10.0;30.0;26.0;10.0;8.0;270;64.0;3.2;542.0;2.0;133.0;320;10800.0;18015.0;26.0;37.0;9.0;2;;;;174;172;2
9050;632;G;3;Woerden                            ;632;  ;  ;1211.0;  . ;37620;18700;18930;21.0;13.0;33.0;24.0;10.0;18.0;9600;65.0;3.2;571.0;5.0;97.0;14410;10755.0;16699.0;34.0;27.0;11.0;8;18.0;66.0;15.0;6914;6592;322
9051;63200;W;3;Woerden                            ;632;00;  ;1476.0;  . ;22210;10850;11360;18.0;13.0;29.0;27.0;13.0;20.0;5760;61.0;3.1;3014.0;6.0;92.0;8860;11118.0;16563.0;35.0;26.0;13.0;8;15.0;67.0;18.0;769;737;32
9052;6320000;B;2;Woerden                            ;632;00;00;1542.0;3441;1740;820;920;10.0;13.0;37.0;25.0;15.0;42.0;360;49.0;2.8;4849.0;3.0;73.0;930;12388.0;16427.0;30.0;22.0;13.0;6;8.0;80.0;12.0;44;36;8
9053;6320001;B;2;Woerden                            ;632;00;01;1827.0;3442;2300;1140;1180;18.0;11.0;31.0;25.0;15.0;18.0;630;59.0;3.0;4467.0;5.0;79.0;940;9802.0;14566.0;40.0;18.0;13.0;5;26.0;66.0;8.0;58;52;6
9054;6320002;B;2;Woerden                            ;632;00;02;1548.0;3443;3010;1480;1520;17.0;13.0;29.0;26.0;15.0;22.0;810;55.0;2.9;5422.0;9.0;87.0;1310;10664.0;15338.0;41.0;22.0;18.0;5;18.0;62.0;20.0;58;55;3
9055;6320003;B;3;Woerden                            ;632;00;03;1104.0;3445;790;330;450;10.0;11.0;16.0;34.0;30.0;27.0;200;48.0;2.8;1545.0;1.0;171.0;330;14884.0;20102.0;30.0;41.0;;3;;;;57;51;6
9056;6320004;B;4;Woerden                            ;632;00;04;809.0;3445;3540;1700;1850;21.0;12.0;23.0;29.0;16.0;15.0;930;61.0;3.2;4301.0;6.0;115.0;1210;11208.0;17652.0;35.0;32.0;11.0;5;12.0;55.0;33.0;84;82;2
9057;6320005;B;4;Woerden                            ;632;00;05;671.0;3447;110;50;60;31.0;;33.0;19.0;;9.0;30;;;58.0;;;40;;;;;;6;16.0;59.0;25.0;188;185;3
9058;6320006;B;2;Woerden                            ;632;00;06;2071.0;3442;2010;970;1040;19.0;13.0;25.0;29.0;15.0;14.0;550;61.0;3.1;3856.0;5.0;83.0;760;10029.0;15156.0;38.0;22.0;12.0;4;21.0;67.0;12.0;54;52;2
9059;6320007;B;2;Woerden                            ;632;00;07;1548.0;3443;3420;1690;1730;19.0;12.0;28.0;27.0;13.0;17.0;930;61.0;3.1;6067.0;11.0;80.0;1360;10482.0;15610.0;38.0;23.0;19.0;5;22.0;58.0;20.0;57;56;1
9060;6320009;B;2;Woerden                            ;632;00;09;1507.0;3448;5290;2660;2630;20.0;15.0;33.0;26.0;6.0;19.0;1300;73.0;3.3;3166.0;5.0;93.0;1990;11617.0;18151.0;29.0;33.0;10.0;5;10.0;71.0;19.0;170;167;3
9061;63201;W;3;Woerden                            ;632;01;  ;1395.0;  . ;5630;2900;2720;26.0;13.0;41.0;18.0;2.0;18.0;1310;78.0;3.5;651.0;4.0;95.0;2040;10255.0;17471.0;29.0;28.0;6.0;6;26.0;68.0;6.0;886;864;22
9062;6320100;B;3;Woerden                            ;632;01;00;1456.0;3448;5270;2720;2560;27.0;13.0;41.0;17.0;2.0;18.0;1230;79.0;3.5;1472.0;5.0;93.0;1910;10255.0;17561.0;29.0;28.0;6.0;6;27.0;66.0;7.0;368;358;10
9063;6320101;B;5;Woerden                            ;632;01;01;435.0;3443;350;180;160;21.0;15.0;29.0;27.0;8.0;17.0;90;72.0;3.5;69.0;;131.0;130;10255.0;16245.0;28.0;25.0;;3;;;;518;505;13
9064;63202;W;4;Woerden                            ;632;02;  ;670.0;  . ;3410;1700;1710;23.0;9.0;49.0;15.0;5.0;20.0;860;67.0;3.2;431.0;5.0;118.0;1270;11617.0;17380.0;25.0;28.0;7.0;5;20.0;70.0;10.0;796;789;7
9065;6320200;B;5;Woerden                            ;632;02;00;284.0;3444;200;100;90;14.0;12.0;20.0;37.0;16.0;15.0;60;60.0;3.1;139.0;;156.0;70;11617.0;20556.0;24.0;42.0;;2;;;;143;141;2
9066;6320201;B;5;Woerden                            ;632;02;01;104.0;3445;140;60;70;30.0;15.0;24.0;20.0;10.0;;30;;;39.0;;;40;8350.0;18151.0;;;;1;;;;355;350;5
9067;6320209;B;4;Woerden                            ;632;02;09;711.0;3446;3080;1530;1540;23.0;8.0;52.0;13.0;4.0;21.0;770;68.0;3.1;1032.0;6.0;114.0;1160;11798.0;17153.0;25.0;27.0;7.0;5;20.0;71.0;9.0;298;298;0
9068;63203;W;5;Woerden                            ;632;03;  ;176.0;  . ;2470;1270;1210;24.0;14.0;30.0;23.0;9.0;11.0;640;70.0;3.4;167.0;1.0;108.0;850;9302.0;15792.0;40.0;25.0;6.0;5;24.0;65.0;11.0;1534;1480;54
9069;6320300;B;5;Woerden                            ;632;03;00;197.0;3474;2070;1060;1020;25.0;15.0;31.0;22.0;8.0;11.0;530;70.0;3.5;783.0;1.0;100.0;720;8667.0;14929.0;42.0;22.0;6.0;5;25.0;65.0;10.0;276;264;12
9070;6320301;B;5;Woerden                            ;632;03;01;100.0;3474;200;110;100;22.0;12.0;23.0;29.0;13.0;7.0;50;69.0;3.4;18.0;;;60;13659.0;19104.0;31.0;43.0;;1;;;;1163;1121;42
9071;6320302;B;5;Woerden                            ;632;03;02;14.0;3474;190;100;100;22.0;12.0;24.0;30.0;12.0;13.0;50;73.0;3.4;210.0;;;70;11617.0;21328.0;27.0;32.0;;1;;;;96;94;2
9072;63204;W;5;Woerden                            ;632;04;  ;265.0;  . ;3920;1990;1940;23.0;12.0;29.0;24.0;11.0;11.0;1030;66.0;3.4;144.0;1.0;111.0;1390;9711.0;16427.0;36.0;29.0;8.0;5;30.0;57.0;13.0;2929;2723;206
9073;6320400;B;5;Woerden                            ;632;04;00;257.0;3471;3260;1630;1630;24.0;12.0;30.0;22.0;11.0;12.0;850;67.0;3.4;1877.0;1.0;103.0;1160;9575.0;16381.0;35.0;28.0;9.0;5;28.0;59.0;13.0;185;174;11
9074;6320402;B;5;Woerden                            ;632;04;02;75.0;3471;140;70;60;30.0;;39.0;21.0;;;40;;;68.0;;;40;8713.0;14612.0;;;;1;;;;221;193;28
9075;6320403;B;5;Woerden                            ;632;04;03;54.0;3471;0;10;0;;;;;;;0;;;5.0;;;0;;;;;;1;;;;119;104;15
9076;6320404;B;5;Woerden                            ;632;04;04;11.0;3471;130;70;60;17.0;;25.0;36.0;;11.0;40;;;200.0;;;50;9302.0;16790.0;;31.0;;1;;;;77;66;11
9077;6320405;B;5;Woerden                            ;632;04;05;44.0;3471;60;30;30;22.0;;19.0;34.0;;;20;;;141.0;;;10;;;;;;1;;;;41;41;0
9078;6320406;B;4;Woerden                            ;632;04;06;842.0;3471;170;90;80;13.0;13.0;23.0;37.0;14.0;15.0;50;51.0;2.9;406.0;;199.0;80;12207.0;18378.0;37.0;37.0;;1;;;;43;43;0
9079;6320409;B;5;Woerden                            ;632;04;09;79.0;3471;160;80;70;19.0;12.0;23.0;27.0;19.0;7.0;50;;;8.0;;;60;10936.0;15020.0;51.0;;;1;;;;2244;2102;142
9080;637;G;2;Zoetermeer                         ;637;  ;  ;2450.0;  . ;108900;53350;55540;21.0;12.0;32.0;24.0;10.0;19.0;28400;67.0;3.1;3060.0;12.0;96.0;44160;10618.0;16381.0;34.0;26.0;13.0;9;13.0;68.0;20.0;3705;3559;146
9081;63700;W;1;Zoetermeer                         ;637;00;  ;2982.0;  . ;20400;9670;10730;15.0;11.0;31.0;24.0;20.0;32.0;5030;54.0;2.8;5745.0;16.0;81.0;10370;11118.0;15111.0;38.0;19.0;20.0;8;8.0;71.0;21.0;358;355;3
9082;6370001;B;1;Zoetermeer                         ;637;00;01;2525.0;2712;4810;2320;2490;13.0;12.0;30.0;24.0;21.0;27.0;1270;52.0;2.8;4714.0;6.0;91.0;2240;10800.0;14566.0;42.0;17.0;14.0;6;12.0;71.0;17.0;104;102;2
9083;6370002;B;1;Zoetermeer                         ;637;00;02;3449.0;2711;3390;1570;1830;10.0;7.0;31.0;24.0;29.0;39.0;820;42.0;2.5;6217.0;8.0;85.0;2000;12570.0;15474.0;34.0;18.0;15.0;6;4.0;82.0;13.0;56;55;1
9084;6370003;B;1;Zoetermeer                         ;637;00;03;2803.0;2722;6230;2920;3320;19.0;12.0;32.0;20.0;18.0;32.0;1430;63.0;3.0;6337.0;31.0;71.0;3090;9575.0;13840.0;44.0;13.0;28.0;5;10.0;50.0;40.0;98;98;0
9085;6370004;B;1;Zoetermeer                         ;637;00;04;3126.0;2713;5960;2860;3110;14.0;12.0;30.0;27.0;16.0;32.0;1520;53.0;2.7;5957.0;15.0;81.0;3060;12161.0;16744.0;31.0;27.0;19.0;6;11.0;60.0;30.0;100;100;0
9086;63701;W;1;Zoetermeer                         ;637;01;  ;2796.0;  . ;15690;7670;8020;18.0;13.0;31.0;28.0;11.0;24.0;4100;63.0;2.9;7036.0;16.0;86.0;6960;10845.0;16109.0;34.0;22.0;19.0;6;11.0;65.0;24.0;223;223;0
9087;6370100;B;2;Zoetermeer                         ;637;01;00;2453.0;2716;9610;4780;4830;17.0;13.0;29.0;31.0;10.0;20.0;2600;62.0;2.9;7253.0;12.0;94.0;4080;11072.0;16881.0;32.0;26.0;17.0;6;11.0;69.0;20.0;132;132;0
9088;6370101;B;1;Zoetermeer                         ;637;01;01;3294.0;2715;6070;2890;3190;18.0;13.0;34.0;22.0;13.0;30.0;1500;64.0;2.8;6718.0;22.0;75.0;2890;10437.0;14929.0;38.0;16.0;22.0;5;11.0;58.0;32.0;90;90;0
9089;63702;W;2;Zoetermeer                         ;637;02;  ;2371.0;  . ;21950;10790;11160;18.0;15.0;28.0;31.0;9.0;18.0;5810;69.0;3.1;7502.0;9.0;98.0;8700;11163.0;17062.0;32.0;29.0;12.0;6;9.0;65.0;26.0;308;293;15
9090;6370200;B;2;Zoetermeer                         ;637;02;00;2474.0;2717;10850;5350;5500;17.0;15.0;29.0;32.0;7.0;20.0;2880;68.0;3.0;8311.0;13.0;87.0;4560;10573.0;15882.0;35.0;24.0;16.0;6;11.0;64.0;25.0;132;131;1
9091;6370201;B;2;Zoetermeer                         ;637;02;01;2256.0;2725;11100;5440;5660;19.0;14.0;26.0;29.0;11.0;16.0;2940;69.0;3.2;6851.0;5.0;112.0;4140;11708.0;18197.0;30.0;34.0;8.0;6;7.0;65.0;28.0;176;162;14
9092;63703;W;1;Zoetermeer                         ;637;03;  ;2662.0;  . ;18820;9290;9540;21.0;15.0;32.0;25.0;7.0;17.0;4780;74.0;3.3;8692.0;9.0;95.0;7120;10437.0;16563.0;33.0;27.0;9.0;6;9.0;67.0;24.0;217;217;0
9093;6370300;B;1;Zoetermeer                         ;637;03;00;3029.0;2724;8160;3920;4240;19.0;14.0;30.0;27.0;11.0;20.0;2070;70.0;3.1;9398.0;9.0;97.0;3220;10936.0;16608.0;33.0;26.0;8.0;5;5.0;67.0;27.0;87;87;0
9094;6370301;B;2;Zoetermeer                         ;637;03;01;2352.0;2727;10660;5360;5300;23.0;16.0;34.0;23.0;4.0;15.0;2720;78.0;3.3;8220.0;10.0;94.0;3890;10074.0;16472.0;33.0;28.0;9.0;5;13.0;67.0;21.0;130;130;0
9095;63704;W;3;Zoetermeer                         ;637;04;  ;1452.0;  . ;6570;3240;3330;27.0;13.0;34.0;19.0;6.0;11.0;1760;78.0;3.3;3221.0;9.0;105.0;2280;9076.0;15701.0;39.0;25.0;13.0;4;11.0;65.0;24.0;219;204;15
9096;6370400;B;3;Zoetermeer                         ;637;04;00;1452.0;2728;6570;3240;3330;27.0;13.0;34.0;19.0;6.0;11.0;1760;78.0;3.3;3221.0;9.0;105.0;2270;9076.0;15701.0;39.0;25.0;13.0;4;11.0;65.0;24.0;219;204;15
9097;63705;W;2;Zoetermeer                         ;637;05;  ;1741.0;  . ;24590;12250;12350;29.0;9.0;38.0;18.0;7.0;10.0;6680;71.0;3.3;5283.0;10.0;117.0;8420;10119.0;17289.0;29.0;31.0;7.0;6;13.0;65.0;22.0;473;466;7
9098;6370500;B;2;Zoetermeer                         ;637;05;00;1723.0;2719;9430;4670;4760;27.0;8.0;37.0;20.0;9.0;11.0;2640;65.0;3.2;4086.0;11.0;125.0;3330;10800.0;17970.0;26.0;33.0;7.0;6;9.0;70.0;21.0;233;231;2
9099;6370501;B;2;Zoetermeer                         ;637;05;01;1753.0;2718;15170;7580;7590;30.0;9.0;38.0;17.0;6.0;10.0;4050;75.0;3.4;6458.0;10.0;112.0;5090;9666.0;16835.0;30.0;30.0;7.0;6;18.0;60.0;23.0;240;235;5
