ID;Geslacht;Leeftijden;BurgerlijkeStaat;Migratieachtergrond;Woonland;Perioden;AOWUitkeringenTotaal_1;AOWUitkeringenVolledig_2;AOWUitkeringenGekort_3
5646;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 januari;150;0;150
5647;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 februari;150;0;150
5648;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 maart;150;0;150
5649;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 april;160;0;150
5650;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 mei;160;0;150
5651;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 juni;160;0;160
5652;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 juli;160;0;160
5653;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 augustus;160;0;160
5654;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 september;160;0;160
5655;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 oktober;170;0;160
5656;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 november;170;0;170
5657;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2015 december;170;0;170
5658;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 januari;180;0;180
5659;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 februari;180;0;180
5660;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 maart;170;0;170
5661;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 april;170;0;170
5662;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 mei;180;0;170
5663;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 juni;180;0;170
5664;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 juli;170;0;170
5665;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 augustus;170;0;170
5666;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 september;170;0;170
5667;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 oktober;180;0;170
5668;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 november;180;0;170
5669;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2016 december;180;0;180
5670;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 januari;180;0;180
5671;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 februari;180;0;180
5672;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 maart;180;0;180
5673;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 april;180;0;180
5674;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 mei;190;0;180
5675;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 juni;190;0;180
5676;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 juli;190;0;190
5677;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 augustus;190;0;190
5678;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 september;210;0;200
5679;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 oktober;210;0;200
5680;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 november;210;0;200
5681;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2017 december;200;0;200
5682;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 januari;210;0;200
5683;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 februari;210;0;200
5684;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 maart;190;0;190
5685;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 april;200;0;190
5686;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 mei;200;0;200
5687;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 juni;200;0;200
5688;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 juli;200;0;200
5689;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 augustus;210;0;200
5690;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 september;210;0;210
5691;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 oktober;210;0;210
5692;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 november;210;0;210
5693;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Canada;2018 december;2240;10;2230
5694;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2006 november;70;10;60
5695;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2006 december;70;10;60
5696;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 januari;80;10;60
5697;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 februari;80;10;60
5698;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 maart;80;10;70
5699;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 april;80;10;70
5700;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 mei;80;10;70
5701;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 juni;90;10;70
5702;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 juli;90;10;70
5703;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 augustus;90;10;70
5704;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 september;90;10;80
5705;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 oktober;90;10;80
5706;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 november;100;10;80
5707;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2007 december;100;10;80
5708;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 januari;100;10;80
5709;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 februari;100;10;90
5710;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 maart;100;10;90
5711;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 april;100;10;90
5712;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 mei;100;10;90
5713;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 juni;100;10;90
5714;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 juli;100;10;90
5715;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 augustus;100;10;90
5716;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 september;100;10;90
5717;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 oktober;100;10;90
5718;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 november;100;10;90
5719;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2008 december;110;10;90
5720;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 januari;110;10;90
5721;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 februari;110;10;90
5722;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 maart;110;10;90
5723;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 april;110;10;100
5724;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 mei;110;10;100
5725;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 juni;110;10;100
5726;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 juli;110;10;100
5727;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 augustus;110;10;100
5728;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 september;110;10;100
5729;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 oktober;110;10;100
5730;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 november;120;10;100
5731;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2009 december;120;10;100
5732;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 januari;120;10;110
5733;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 februari;120;10;110
5734;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 maart;120;10;110
5735;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 april;120;10;110
5736;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 mei;120;10;110
5737;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 juni;130;10;120
5738;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 juli;130;10;120
5739;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 augustus;130;10;120
5740;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 september;130;10;120
5741;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 oktober;130;10;120
5742;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 november;140;10;130
5743;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2010 december;140;10;130
5744;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 januari;140;10;130
5745;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 februari;140;10;130
5746;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 maart;150;10;140
5747;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 april;150;10;140
5748;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 mei;150;10;140
5749;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 juni;150;10;140
5750;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 juli;150;10;140
5751;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 augustus;150;10;140
5752;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 september;150;10;140
5753;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 oktober;160;10;150
5754;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 november;160;10;150
5755;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2011 december;160;10;150
5756;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 januari;170;10;160
5757;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 februari;160;10;160
5758;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 maart;170;10;160
5759;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 april;160;10;160
5760;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 mei;160;10;160
5761;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 juni;160;10;160
5762;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 juli;160;10;160
5763;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 augustus;170;10;160
5764;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 september;170;10;160
5765;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 oktober;170;10;160
5766;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 november;170;10;160
5767;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2012 december;170;10;160
5768;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 januari;170;10;160
5769;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 februari;180;10;170
5770;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 maart;180;10;170
5771;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 april;180;10;180
5772;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 mei;190;10;180
5773;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 juni;190;10;180
5774;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 juli;200;10;190
5775;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 augustus;200;10;190
5776;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 september;200;10;190
5777;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 oktober;200;10;190
5778;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 november;200;10;190
5779;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2013 december;200;10;200
5780;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 januari;200;10;190
5781;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 februari;200;10;200
5782;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 maart;210;10;200
5783;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 april;210;10;200
5784;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 mei;210;10;200
5785;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 juni;210;10;200
5786;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 juli;210;10;200
5787;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 augustus;210;10;210
5788;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 september;220;10;210
5789;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 oktober;220;10;210
5790;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 november;220;10;210
5791;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2014 december;220;10;210
5792;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 januari;220;10;210
5793;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 februari;220;10;210
5794;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 maart;220;10;210
5795;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 april;230;10;210
5796;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 mei;230;10;220
5797;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 juni;230;10;220
5798;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 juli;230;10;220
5799;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 augustus;230;10;220
5800;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 september;230;10;220
5801;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 oktober;230;10;220
5802;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 november;240;10;230
5803;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2015 december;240;10;230
5804;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 januari;250;10;240
5805;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 februari;250;10;240
5806;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 maart;240;10;230
5807;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 april;240;10;230
5808;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 mei;240;10;230
5809;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 juni;240;10;230
5810;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 juli;240;10;230
5811;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 augustus;250;10;240
5812;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 september;250;10;240
5813;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 oktober;250;10;240
5814;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 november;260;10;250
5815;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2016 december;260;10;250
5816;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 januari;260;10;250
5817;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 februari;260;10;260
5818;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 maart;270;10;260
5819;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 april;270;10;260
5820;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 mei;270;10;260
5821;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 juni;270;10;260
5822;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 juli;270;10;260
5823;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 augustus;270;10;260
5824;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 september;290;10;280
5825;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 oktober;290;10;280
5826;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 november;300;10;290
5827;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2017 december;300;10;290
5828;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 januari;300;10;290
5829;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 februari;300;10;290
5830;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 maart;290;10;280
5831;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 april;290;10;280
5832;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 mei;290;10;280
5833;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 juni;290;10;280
5834;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 juli;290;10;290
5835;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 augustus;300;10;290
5836;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 september;300;10;290
5837;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 oktober;300;10;290
5838;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 november;300;10;290
5839;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;1e generatie migratieachtergrond;Australië;2018 december;2690;20;2670
5840;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2006 november;122760;111140;11620
5841;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2006 december;123160;111480;11680
5842;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 januari;123470;111740;11730
5843;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 februari;123770;111950;11820
5844;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 maart;124170;112280;11890
5845;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 april;124650;112680;11970
5846;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 mei;125100;113080;12020
5847;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 juni;125480;113400;12090
5848;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 juli;125890;113750;12140
5849;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 augustus;126320;114100;12220
5850;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 september;126790;114490;12300
5851;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 oktober;127210;114840;12370
5852;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 november;127540;115100;12440
5853;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2007 december;127890;115390;12500
5854;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2008 januari;128210;115630;12570
5855;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2008 februari;128590;115940;12650
5856;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2008 maart;129060;116310;12750
5857;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;2e generatie migratieachtergrond;Totaal landen;2008 april;129400;116590;12820
