ID;Populatie;Geslacht;Persoonskenmerken;Reismotieven;Marges;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
5215;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Utrecht (PV);2019;;;;;;
5216;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Utrecht (PV);2020;;;;;;
5217;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Utrecht (PV);2021;;;;;;
5218;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Utrecht (PV);2022;;;;;;
5219;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Utrecht (PV);2023;;;;;;
5220;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2018;;;;;;
5221;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2019;;;;;;
5222;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2020;;;;;;
5223;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2021;;;;;;
5224;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2022;;;;;;
5225;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Holland (PV);2023;;;;;;
5226;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2018;;;;;;
5227;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2019;;;;;;
5228;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2020;;;;;;
5229;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2021;;;;;;
5230;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2022;;;;;;
5231;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zuid-Holland (PV);2023;;;;;;
5232;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2018;;;;;;
5233;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2019;;;;;;
5234;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2020;;;;;;
5235;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2021;;;;;;
5236;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2022;;;;;;
5237;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeeland (PV);2023;;;;;;
5238;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2018;;;;;;
5239;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2019;;;;;;
5240;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2020;;;;;;
5241;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2021;;;;;;
5242;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2022;;;;;;
5243;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Noord-Brabant (PV);2023;;;;;;
5244;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2018;;;;;;
5245;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2019;;;;;;
5246;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2020;;;;;;
5247;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2021;;;;;;
5248;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2022;;;;;;
5249;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Limburg (PV);2023;;;;;;
5250;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2018;;;;;;
5251;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2019;;;;;;
5252;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2020;;;;;;
5253;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2021;;;;;;
5254;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2022;;;;;;
5255;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Zeer sterk stedelijk;2023;;;;;;
5256;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2018;;;;;;
5257;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2019;;;;;;
5258;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2020;;;;;;
5259;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2021;;;;;;
5260;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2022;;;;;;
5261;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Sterk stedelijk;2023;;;;;;
5262;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2018;;;;;;
5263;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2019;;;;;;
5264;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2020;;;;;;
5265;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2021;;;;;;
5266;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2022;;;;;;
5267;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Matig stedelijk;2023;;;;;;
5268;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2018;;;;;;
5269;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2019;;;;;;
5270;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2020;;;;;;
5271;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2021;;;;;;
5272;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2022;;;;;;
5273;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Weinig stedelijk;2023;;;;;;
5274;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2018;;;;;;
5275;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2019;;;;;;
5276;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2020;;;;;;
5277;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2021;;;;;;
5278;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2022;;;;;;
5279;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Waarde;Niet stedelijk;2023;;;;;;
5280;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2018;0.03;0.18;0.51;12.0;66.0;3.1
5281;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2019;0.03;0.08;0.37;10.0;30.0;2.3
5282;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2020;0.02;0.09;0.3;7.0;32.0;1.8
5283;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2021;0.03;0.13;0.4;11.0;48.0;2.5
5284;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2022;0.03;0.11;0.44;12.0;42.0;2.7
5285;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Nederland;2023;0.03;0.15;0.45;11.0;55.0;2.7
5286;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2018;;;;;;
5287;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2019;;;;;;
5288;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2020;;;;;;
5289;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2021;;;;;;
5290;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2022;;;;;;
5291;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Nederland (LD);2023;;;;;;
5292;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2018;;;;;;
5293;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2019;;;;;;
5294;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2020;;;;;;
5295;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2021;;;;;;
5296;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2022;;;;;;
5297;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Oost-Nederland (LD);2023;;;;;;
5298;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2018;0.03;;0.46;11.0;;2.8
5299;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2019;0.04;;0.51;13.0;;3.1
5300;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2020;;;;;;
5301;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2021;0.03;0.13;0.43;11.0;47.0;2.6
5302;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2022;;;;;;
5303;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;West-Nederland (LD);2023;;;;;;
5304;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2018;;;;;;
5305;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2019;;;;;;
5306;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2020;;;;;;
5307;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2021;;;;;;
5308;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2022;;;;;;
5309;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Nederland (LD);2023;;;;;;
5310;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2018;;;;;;
5311;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2019;;;;;;
5312;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2020;;;;;;
5313;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2021;;;;;;
5314;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2022;;;;;;
5315;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Groningen (PV);2023;;;;;;
5316;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2018;;;;;;
5317;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2019;;;;;;
5318;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2020;;;;;;
5319;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2021;;;;;;
5320;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2022;;;;;;
5321;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Fryslân (PV);2023;;;;;;
5322;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2018;;;;;;
5323;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2019;;;;;;
5324;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2020;;;;;;
5325;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2021;;;;;;
5326;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2022;;;;;;
5327;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Drenthe (PV);2023;;;;;;
5328;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2018;;;;;;
5329;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2019;;;;;;
5330;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2020;;;;;;
5331;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2021;;;;;;
5332;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2022;;;;;;
5333;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Overijssel (PV);2023;;;;;;
5334;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2018;;;;;;
5335;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2019;;;;;;
5336;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2020;;;;;;
5337;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2021;;;;;;
5338;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2022;;;;;;
5339;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Flevoland (PV);2023;;;;;;
5340;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2018;;;;;;
5341;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2019;;;;;;
5342;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2020;;;;;;
5343;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2021;;;;;;
5344;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2022;;;;;;
5345;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Gelderland (PV);2023;;;;;;
5346;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2018;;;;;;
5347;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2019;;;;;;
5348;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2020;;;;;;
5349;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2021;;;;;;
5350;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2022;;;;;;
5351;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Utrecht (PV);2023;;;;;;
5352;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2018;;;;;;
5353;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2019;;;;;;
5354;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2020;;;;;;
5355;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2021;;;;;;
5356;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2022;;;;;;
5357;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Noord-Holland (PV);2023;;;;;;
5358;Populatie: 6 jaar of ouder;Totaal mannen en vrouwen;Leeftijd:6 tot 12 jaar;Diensten, persoonlijke verzorging;Ondergrens 95%-interval;Zuid-Holland (PV);2018;;;;;;
