ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
846;10 to 99 employed persons;900063;2022 2nd quarter;139.6;6.8
847;10 to 99 employed persons;900063;2022 3rd quarter;123.5;6.6
848;10 to 99 employed persons;900063;2022 4th quarter;159.3;5.3
849;10 to 99 employed persons;900063;2022;133.9;5.9
850;10 to 99 employed persons;900063;2023 1st quarter;122.9;8.6
851;10 to 99 employed persons;900063;2023 2nd quarter;141.7;1.5
852;10 to 99 employed persons;900063;2023 3rd quarter;124.9;1.1
853;10 to 99 employed persons;900063;2023 4rd quarter;153.9;-3.4
854;10 to 99 employed persons;900063;2023;135.8;1.4
855;10 to 99 employed persons;350400;2005 1st quarter;87.7;
856;10 to 99 employed persons;350400;2005 2nd quarter;124.2;
857;10 to 99 employed persons;350400;2005 3rd quarter;99.7;
858;10 to 99 employed persons;350400;2005 4th quarter;139.6;
859;10 to 99 employed persons;350400;2005;112.8;
860;10 to 99 employed persons;350400;2006 1st quarter;104.4;19.0
861;10 to 99 employed persons;350400;2006 2nd quarter;139.9;12.6
862;10 to 99 employed persons;350400;2006 3rd quarter;112.0;12.4
863;10 to 99 employed persons;350400;2006 4th quarter;155.0;11.0
864;10 to 99 employed persons;350400;2006;127.8;13.3
865;10 to 99 employed persons;350400;2007 1st quarter;114.5;9.7
866;10 to 99 employed persons;350400;2007 2nd quarter;145.7;4.2
867;10 to 99 employed persons;350400;2007 3rd quarter;119.9;7.1
868;10 to 99 employed persons;350400;2007 4th quarter;162.6;4.9
869;10 to 99 employed persons;350400;2007;135.7;6.2
870;10 to 99 employed persons;350400;2008 1st quarter;133.6;16.7
871;10 to 99 employed persons;350400;2008 2nd quarter;166.4;14.2
872;10 to 99 employed persons;350400;2008 3rd quarter;134.0;11.7
873;10 to 99 employed persons;350400;2008 4th quarter;172.2;5.9
874;10 to 99 employed persons;350400;2008;151.5;11.7
875;10 to 99 employed persons;350400;2009 1st quarter;123.9;-7.3
876;10 to 99 employed persons;350400;2009 2nd quarter;147.5;-11.3
877;10 to 99 employed persons;350400;2009 3rd quarter;117.9;-12.0
878;10 to 99 employed persons;350400;2009 4th quarter;137.6;-20.1
879;10 to 99 employed persons;350400;2009;131.7;-13.1
880;10 to 99 employed persons;350400;2010 1st quarter;89.3;-27.9
881;10 to 99 employed persons;350400;2010 2nd quarter;121.8;-17.4
882;10 to 99 employed persons;350400;2010 3rd quarter;100.2;-15.0
883;10 to 99 employed persons;350400;2010 4th quarter;125.2;-9.0
884;10 to 99 employed persons;350400;2010;109.1;-17.2
885;10 to 99 employed persons;350400;2011 1st quarter;104.1;16.6
886;10 to 99 employed persons;350400;2011 2nd quarter;129.0;5.9
887;10 to 99 employed persons;350400;2011 3rd quarter;106.0;5.7
888;10 to 99 employed persons;350400;2011 4th quarter;129.0;3.1
889;10 to 99 employed persons;350400;2011;117.0;7.2
890;10 to 99 employed persons;350400;2012 1st quarter;88.1;-15.4
891;10 to 99 employed persons;350400;2012 2nd quarter;111.3;-13.7
892;10 to 99 employed persons;350400;2012 3rd quarter;98.3;-7.2
893;10 to 99 employed persons;350400;2012 4th quarter;111.2;-13.8
894;10 to 99 employed persons;350400;2012;102.2;-12.7
895;10 to 99 employed persons;350400;2013 1st quarter;77.0;-12.6
896;10 to 99 employed persons;350400;2013 2nd quarter;101.7;-8.6
897;10 to 99 employed persons;350400;2013 3rd quarter;88.5;-10.0
898;10 to 99 employed persons;350400;2013 4th quarter;108.6;-2.3
899;10 to 99 employed persons;350400;2013;94.0;-8.1
900;10 to 99 employed persons;350400;2014 1st quarter;80.9;5.0
901;10 to 99 employed persons;350400;2014 2nd quarter;98.0;-3.7
902;10 to 99 employed persons;350400;2014 3rd quarter;87.2;-1.5
903;10 to 99 employed persons;350400;2014 4th quarter;114.2;5.1
904;10 to 99 employed persons;350400;2014;95.0;1.2
905;10 to 99 employed persons;350400;2015 1st quarter;82.5;2.1
906;10 to 99 employed persons;350400;2015 2nd quarter;108.8;11.1
907;10 to 99 employed persons;350400;2015 3rd quarter;90.8;4.1
908;10 to 99 employed persons;350400;2015 4th quarter;117.9;3.2
909;10 to 99 employed persons;350400;2015;100.0;5.2
910;10 to 99 employed persons;350400;2016 1st quarter;93.1;12.8
911;10 to 99 employed persons;350400;2016 2nd quarter;115.3;6.0
912;10 to 99 employed persons;350400;2016 3rd quarter;102.4;12.9
913;10 to 99 employed persons;350400;2016 4th quarter;134.1;13.8
914;10 to 99 employed persons;350400;2016;111.2;11.2
915;10 to 99 employed persons;350400;2017 1st quarter;96.2;3.4
916;10 to 99 employed persons;350400;2017 2nd quarter;120.6;4.6
917;10 to 99 employed persons;350400;2017 3rd quarter;104.9;2.4
918;10 to 99 employed persons;350400;2017 4th quarter;141.1;5.2
919;10 to 99 employed persons;350400;2017;115.7;4.0
920;10 to 99 employed persons;350400;2018 1st quarter;107.8;12.0
921;10 to 99 employed persons;350400;2018 2nd quarter;137.9;14.4
922;10 to 99 employed persons;350400;2018 3rd quarter;118.4;12.9
923;10 to 99 employed persons;350400;2018 4th quarter;160.3;13.6
924;10 to 99 employed persons;350400;2018;131.1;13.3
925;10 to 99 employed persons;350400;2019 1st quarter;116.0;7.6
926;10 to 99 employed persons;350400;2019 2nd quarter;148.6;7.8
927;10 to 99 employed persons;350400;2019 3rd quarter;123.1;4.0
928;10 to 99 employed persons;350400;2019 4th quarter;156.9;-2.1
929;10 to 99 employed persons;350400;2019;136.2;3.9
930;10 to 99 employed persons;350400;2020 1st quarter;116.8;0.7
931;10 to 99 employed persons;350400;2020 2nd quarter;124.7;-16.1
932;10 to 99 employed persons;350400;2020 3rd quarter;112.8;-8.4
933;10 to 99 employed persons;350400;2020 4th quarter;141.9;-9.5
934;10 to 99 employed persons;350400;2020;124.1;-8.9
935;10 to 99 employed persons;350400;2021 1st quarter;113.6;-2.7
936;10 to 99 employed persons;350400;2021 2nd quarter;138.8;11.3
937;10 to 99 employed persons;350400;2021 3rd quarter;118.5;5.1
938;10 to 99 employed persons;350400;2021 4th quarter;157.0;10.6
939;10 to 99 employed persons;350400;2021;132.0;6.4
940;10 to 99 employed persons;350400;2022 1st quarter;117.6;3.4
941;10 to 99 employed persons;350400;2022 2nd quarter;143.8;3.6
942;10 to 99 employed persons;350400;2022 3rd quarter;125.1;5.6
943;10 to 99 employed persons;350400;2022 4th quarter;162.7;3.6
944;10 to 99 employed persons;350400;2022;137.3;4.0
945;10 to 99 employed persons;350400;2023 1st quarter;126.6;7.7
946;10 to 99 employed persons;350400;2023 2nd quarter;146.6;2.0
947;10 to 99 employed persons;350400;2023 3rd quarter;124.7;-0.3
948;10 to 99 employed persons;350400;2023 4rd quarter;153.0;-5.9
949;10 to 99 employed persons;350400;2023;137.7;0.3
950;10 to 99 employed persons;350600;2005 1st quarter;53.7;
951;10 to 99 employed persons;350600;2005 2nd quarter;77.1;
952;10 to 99 employed persons;350600;2005 3rd quarter;70.0;
953;10 to 99 employed persons;350600;2005 4th quarter;103.5;
954;10 to 99 employed persons;350600;2005;76.1;
955;10 to 99 employed persons;350600;2006 1st quarter;60.1;11.9
956;10 to 99 employed persons;350600;2006 2nd quarter;92.4;19.9
957;10 to 99 employed persons;350600;2006 3rd quarter;79.5;13.6
958;10 to 99 employed persons;350600;2006 4th quarter;114.9;11.0
959;10 to 99 employed persons;350600;2006;86.7;14.0
960;10 to 99 employed persons;350600;2007 1st quarter;71.1;18.5
961;10 to 99 employed persons;350600;2007 2nd quarter;111.8;21.0
962;10 to 99 employed persons;350600;2007 3rd quarter;99.4;24.9
963;10 to 99 employed persons;350600;2007 4th quarter;142.2;23.8
964;10 to 99 employed persons;350600;2007;106.1;22.4
965;10 to 99 employed persons;350600;2008 1st quarter;75.3;5.8
966;10 to 99 employed persons;350600;2008 2nd quarter;103.8;-7.2
967;10 to 99 employed persons;350600;2008 3rd quarter;92.9;-6.5
968;10 to 99 employed persons;350600;2008 4th quarter;124.7;-12.3
969;10 to 99 employed persons;350600;2008;99.2;-6.6
970;10 to 99 employed persons;350600;2009 1st quarter;69.3;-8.0
971;10 to 99 employed persons;350600;2009 2nd quarter;103.1;-0.6
972;10 to 99 employed persons;350600;2009 3rd quarter;97.1;4.5
973;10 to 99 employed persons;350600;2009 4th quarter;119.7;-4.0
974;10 to 99 employed persons;350600;2009;97.3;-1.9
975;10 to 99 employed persons;350600;2010 1st quarter;59.1;-14.6
976;10 to 99 employed persons;350600;2010 2nd quarter;104.9;1.7
977;10 to 99 employed persons;350600;2010 3rd quarter;95.9;-1.3
978;10 to 99 employed persons;350600;2010 4th quarter;120.2;0.5
979;10 to 99 employed persons;350600;2010;95.0;-2.3
980;10 to 99 employed persons;350600;2011 1st quarter;77.3;30.7
981;10 to 99 employed persons;350600;2011 2nd quarter;114.2;8.8
982;10 to 99 employed persons;350600;2011 3rd quarter;107.1;11.8
983;10 to 99 employed persons;350600;2011 4th quarter;145.3;20.8
984;10 to 99 employed persons;350600;2011;111.0;16.8
985;10 to 99 employed persons;350600;2012 1st quarter;69.7;-9.9
986;10 to 99 employed persons;350600;2012 2nd quarter;107.9;-5.5
987;10 to 99 employed persons;350600;2012 3rd quarter;96.8;-9.7
988;10 to 99 employed persons;350600;2012 4th quarter;121.5;-16.4
989;10 to 99 employed persons;350600;2012;99.0;-10.8
990;10 to 99 employed persons;350600;2013 1st quarter;56.9;-18.3
991;10 to 99 employed persons;350600;2013 2nd quarter;88.8;-17.7
992;10 to 99 employed persons;350600;2013 3rd quarter;81.5;-15.8
993;10 to 99 employed persons;350600;2013 4th quarter;115.4;-5.1
994;10 to 99 employed persons;350600;2013;85.6;-13.5
995;10 to 99 employed persons;350600;2014 1st quarter;68.1;19.6
996;10 to 99 employed persons;350600;2014 2nd quarter;96.1;8.2
997;10 to 99 employed persons;350600;2014 3rd quarter;91.6;12.4
998;10 to 99 employed persons;350600;2014 4th quarter;128.5;11.4
999;10 to 99 employed persons;350600;2014;96.1;12.2
1000;10 to 99 employed persons;350600;2015 1st quarter;72.4;6.3
1001;10 to 99 employed persons;350600;2015 2nd quarter;96.8;0.8
1002;10 to 99 employed persons;350600;2015 3rd quarter;98.3;7.4
1003;10 to 99 employed persons;350600;2015 4th quarter;132.5;3.1
1004;10 to 99 employed persons;350600;2015;100.0;4.1
1005;10 to 99 employed persons;350600;2016 1st quarter;71.9;-0.8
1006;10 to 99 employed persons;350600;2016 2nd quarter;105.9;9.4
1007;10 to 99 employed persons;350600;2016 3rd quarter;109.2;11.1
1008;10 to 99 employed persons;350600;2016 4th quarter;150.5;13.6
1009;10 to 99 employed persons;350600;2016;109.4;9.4
1010;10 to 99 employed persons;350600;2017 1st quarter;80.1;11.5
1011;10 to 99 employed persons;350600;2017 2nd quarter;122.7;15.9
1012;10 to 99 employed persons;350600;2017 3rd quarter;124.0;13.5
1013;10 to 99 employed persons;350600;2017 4th quarter;165.1;9.7
1014;10 to 99 employed persons;350600;2017;123.0;12.4
1015;10 to 99 employed persons;350600;2018 1st quarter;85.0;6.1
1016;10 to 99 employed persons;350600;2018 2nd quarter;134.9;9.9
1017;10 to 99 employed persons;350600;2018 3rd quarter;119.7;-3.5
1018;10 to 99 employed persons;350600;2018 4th quarter;161.8;-2.0
1019;10 to 99 employed persons;350600;2018;125.3;1.9
1020;10 to 99 employed persons;350600;2019 1st quarter;89.5;5.3
1021;10 to 99 employed persons;350600;2019 2nd quarter;125.5;-7.0
1022;10 to 99 employed persons;350600;2019 3rd quarter;115.4;-3.6
1023;10 to 99 employed persons;350600;2019 4th quarter;148.8;-8.0
1024;10 to 99 employed persons;350600;2019;119.8;-4.4
1025;10 to 99 employed persons;350600;2020 1st quarter;84.3;-5.9
1026;10 to 99 employed persons;350600;2020 2nd quarter;109.7;-12.6
1027;10 to 99 employed persons;350600;2020 3rd quarter;108.9;-5.7
1028;10 to 99 employed persons;350600;2020 4th quarter;142.5;-4.2
1029;10 to 99 employed persons;350600;2020;111.3;-7.1
1030;10 to 99 employed persons;350600;2021 1st quarter;75.9;-9.9
1031;10 to 99 employed persons;350600;2021 2nd quarter;104.2;-5.0
1032;10 to 99 employed persons;350600;2021 3rd quarter;96.9;-11.0
1033;10 to 99 employed persons;350600;2021 4th quarter;135.5;-4.9
1034;10 to 99 employed persons;350600;2021;103.1;-7.4
1035;10 to 99 employed persons;350600;2022 1st quarter;81.5;7.4
1036;10 to 99 employed persons;350600;2022 2nd quarter;112.5;7.9
1037;10 to 99 employed persons;350600;2022 3rd quarter;102.7;6.0
1038;10 to 99 employed persons;350600;2022 4th quarter;136.9;1.1
1039;10 to 99 employed persons;350600;2022;108.4;5.1
1040;10 to 99 employed persons;350600;2023 1st quarter;78.4;-3.7
1041;10 to 99 employed persons;350600;2023 2nd quarter;104.4;-7.1
1042;10 to 99 employed persons;350600;2023 3rd quarter;97.9;-4.7
1043;10 to 99 employed persons;350600;2023 4rd quarter;134.1;-2.1
1044;10 to 99 employed persons;350600;2023;103.7;-4.3
1045;10 to 99 employed persons;351900;2005 1st quarter;86.4;
1046;10 to 99 employed persons;351900;2005 2nd quarter;114.1;
1047;10 to 99 employed persons;351900;2005 3rd quarter;99.8;
1048;10 to 99 employed persons;351900;2005 4th quarter;130.0;
1049;10 to 99 employed persons;351900;2005;107.6;
1050;10 to 99 employed persons;351900;2006 1st quarter;99.1;14.6
1051;10 to 99 employed persons;351900;2006 2nd quarter;123.5;8.3
1052;10 to 99 employed persons;351900;2006 3rd quarter;107.4;7.6
1053;10 to 99 employed persons;351900;2006 4th quarter;145.8;12.2
1054;10 to 99 employed persons;351900;2006;119.0;10.6
1055;10 to 99 employed persons;351900;2007 1st quarter;110.6;11.6
1056;10 to 99 employed persons;351900;2007 2nd quarter;136.8;10.8
1057;10 to 99 employed persons;351900;2007 3rd quarter;118.6;10.4
1058;10 to 99 employed persons;351900;2007 4th quarter;153.1;5.0
1059;10 to 99 employed persons;351900;2007;129.8;9.1
1060;10 to 99 employed persons;351900;2008 1st quarter;120.7;9.1
1061;10 to 99 employed persons;351900;2008 2nd quarter;148.2;8.4
1062;10 to 99 employed persons;351900;2008 3rd quarter;127.8;7.8
1063;10 to 99 employed persons;351900;2008 4th quarter;155.5;1.6
1064;10 to 99 employed persons;351900;2008;138.0;6.4
1065;10 to 99 employed persons;351900;2009 1st quarter;124.1;2.8
1066;10 to 99 employed persons;351900;2009 2nd quarter;144.4;-2.5
1067;10 to 99 employed persons;351900;2009 3rd quarter;123.4;-3.5
1068;10 to 99 employed persons;351900;2009 4th quarter;145.6;-6.3
1069;10 to 99 employed persons;351900;2009;134.4;-2.7
1070;10 to 99 employed persons;351900;2010 1st quarter;94.1;-24.1
1071;10 to 99 employed persons;351900;2010 2nd quarter;120.2;-16.8
1072;10 to 99 employed persons;351900;2010 3rd quarter;109.0;-11.6
1073;10 to 99 employed persons;351900;2010 4th quarter;131.4;-9.8
1074;10 to 99 employed persons;351900;2010;113.7;-15.4
1075;10 to 99 employed persons;351900;2011 1st quarter;99.9;6.1
1076;10 to 99 employed persons;351900;2011 2nd quarter;122.0;1.5
1077;10 to 99 employed persons;351900;2011 3rd quarter;106.1;-2.7
1078;10 to 99 employed persons;351900;2011 4th quarter;127.6;-2.9
1079;10 to 99 employed persons;351900;2011;113.9;0.2
1080;10 to 99 employed persons;351900;2012 1st quarter;88.6;-11.3
1081;10 to 99 employed persons;351900;2012 2nd quarter;108.1;-11.4
1082;10 to 99 employed persons;351900;2012 3rd quarter;97.8;-7.9
1083;10 to 99 employed persons;351900;2012 4th quarter;114.9;-10.0
1084;10 to 99 employed persons;351900;2012;102.3;-10.1
1085;10 to 99 employed persons;351900;2013 1st quarter;78.8;-11.1
1086;10 to 99 employed persons;351900;2013 2nd quarter;100.6;-6.9
1087;10 to 99 employed persons;351900;2013 3rd quarter;93.3;-4.6
1088;10 to 99 employed persons;351900;2013 4th quarter;114.3;-0.5
1089;10 to 99 employed persons;351900;2013;96.8;-5.4
1090;10 to 99 employed persons;351900;2014 1st quarter;85.3;8.3
1091;10 to 99 employed persons;351900;2014 2nd quarter;98.4;-2.2
1092;10 to 99 employed persons;351900;2014 3rd quarter;91.4;-2.0
1093;10 to 99 employed persons;351900;2014 4th quarter;117.9;3.2
1094;10 to 99 employed persons;351900;2014;98.3;1.6
1095;10 to 99 employed persons;351900;2015 1st quarter;84.7;-0.8
1096;10 to 99 employed persons;351900;2015 2nd quarter;103.3;4.9
1097;10 to 99 employed persons;351900;2015 3rd quarter;94.2;3.1
1098;10 to 99 employed persons;351900;2015 4th quarter;117.8;-0.1
1099;10 to 99 employed persons;351900;2015;100.0;1.8
1100;10 to 99 employed persons;351900;2016 1st quarter;86.3;1.9
1101;10 to 99 employed persons;351900;2016 2nd quarter;104.7;1.4
1102;10 to 99 employed persons;351900;2016 3rd quarter;101.3;7.6
1103;10 to 99 employed persons;351900;2016 4th quarter;126.9;7.7
1104;10 to 99 employed persons;351900;2016;104.8;4.8
1105;10 to 99 employed persons;351900;2017 1st quarter;93.8;8.7
1106;10 to 99 employed persons;351900;2017 2nd quarter;115.1;9.9
1107;10 to 99 employed persons;351900;2017 3rd quarter;104.6;3.3
1108;10 to 99 employed persons;351900;2017 4th quarter;134.0;5.6
1109;10 to 99 employed persons;351900;2017;111.9;6.8
1110;10 to 99 employed persons;351900;2018 1st quarter;100.5;7.1
1111;10 to 99 employed persons;351900;2018 2nd quarter;125.6;9.1
1112;10 to 99 employed persons;351900;2018 3rd quarter;115.4;10.3
1113;10 to 99 employed persons;351900;2018 4th quarter;146.6;9.4
1114;10 to 99 employed persons;351900;2018;122.0;9.1
1115;10 to 99 employed persons;351900;2019 1st quarter;106.6;6.1
1116;10 to 99 employed persons;351900;2019 2nd quarter;128.0;1.9
1117;10 to 99 employed persons;351900;2019 3rd quarter;114.8;-0.5
1118;10 to 99 employed persons;351900;2019 4th quarter;142.7;-2.6
1119;10 to 99 employed persons;351900;2019;123.1;0.9
1120;10 to 99 employed persons;351900;2020 1st quarter;114.6;7.5
1121;10 to 99 employed persons;351900;2020 2nd quarter;118.4;-7.5
1122;10 to 99 employed persons;351900;2020 3rd quarter;111.2;-3.2
1123;10 to 99 employed persons;351900;2020 4th quarter;138.5;-3.0
1124;10 to 99 employed persons;351900;2020;120.7;-1.9
1125;10 to 99 employed persons;351900;2021 1st quarter;110.5;-3.6
1126;10 to 99 employed persons;351900;2021 2nd quarter;130.1;9.9
1127;10 to 99 employed persons;351900;2021 3rd quarter;118.1;6.2
1128;10 to 99 employed persons;351900;2021 4th quarter;150.3;8.5
1129;10 to 99 employed persons;351900;2021;127.2;5.4
1130;10 to 99 employed persons;351900;2022 1st quarter;116.8;5.8
1131;10 to 99 employed persons;351900;2022 2nd quarter;142.5;9.6
1132;10 to 99 employed persons;351900;2022 3rd quarter;127.1;7.7
1133;10 to 99 employed persons;351900;2022 4th quarter;161.8;7.7
1134;10 to 99 employed persons;351900;2022;137.1;7.7
1135;10 to 99 employed persons;351900;2023 1st quarter;130.2;11.5
1136;10 to 99 employed persons;351900;2023 2nd quarter;146.4;2.7
1137;10 to 99 employed persons;351900;2023 3rd quarter;131.6;3.5
1138;10 to 99 employed persons;351900;2023 4rd quarter;159.3;-1.6
1139;10 to 99 employed persons;351900;2023;141.9;3.5
1140;100 or more employed persons;900063;2005 1st quarter;72.7;
1141;100 or more employed persons;900063;2005 2nd quarter;96.3;
1142;100 or more employed persons;900063;2005 3rd quarter;88.5;
1143;100 or more employed persons;900063;2005 4th quarter;112.5;
1144;100 or more employed persons;900063;2005;92.5;
1145;100 or more employed persons;900063;2006 1st quarter;76.3;5.0
1146;100 or more employed persons;900063;2006 2nd quarter;96.7;0.4
1147;100 or more employed persons;900063;2006 3rd quarter;90.2;1.8
1148;100 or more employed persons;900063;2006 4th quarter;119.0;5.7
1149;100 or more employed persons;900063;2006;95.6;3.3
1150;100 or more employed persons;900063;2007 1st quarter;88.3;15.7
1151;100 or more employed persons;900063;2007 2nd quarter;105.9;9.5
1152;100 or more employed persons;900063;2007 3rd quarter;96.4;6.9
1153;100 or more employed persons;900063;2007 4th quarter;128.9;8.3
1154;100 or more employed persons;900063;2007;104.9;9.7
1155;100 or more employed persons;900063;2008 1st quarter;95.3;8.0
1156;100 or more employed persons;900063;2008 2nd quarter;118.5;11.9
1157;100 or more employed persons;900063;2008 3rd quarter;107.2;11.2
1158;100 or more employed persons;900063;2008 4th quarter;135.4;5.0
1159;100 or more employed persons;900063;2008;114.1;8.8
1160;100 or more employed persons;900063;2009 1st quarter;98.3;3.2
1161;100 or more employed persons;900063;2009 2nd quarter;113.0;-4.6
1162;100 or more employed persons;900063;2009 3rd quarter;101.9;-4.9
1163;100 or more employed persons;900063;2009 4th quarter;122.1;-9.8
1164;100 or more employed persons;900063;2009;108.8;-4.6
1165;100 or more employed persons;900063;2010 1st quarter;86.3;-12.3
1166;100 or more employed persons;900063;2010 2nd quarter;109.1;-3.5
1167;100 or more employed persons;900063;2010 3rd quarter;96.6;-5.2
1168;100 or more employed persons;900063;2010 4th quarter;118.3;-3.1
1169;100 or more employed persons;900063;2010;102.6;-5.8
1170;100 or more employed persons;900063;2011 1st quarter;89.9;4.2
1171;100 or more employed persons;900063;2011 2nd quarter;107.3;-1.6
1172;100 or more employed persons;900063;2011 3rd quarter;98.4;1.9
1173;100 or more employed persons;900063;2011 4th quarter;122.8;3.8
1174;100 or more employed persons;900063;2011;104.6;2.0
1175;100 or more employed persons;900063;2012 1st quarter;85.9;-4.4
1176;100 or more employed persons;900063;2012 2nd quarter;106.3;-0.9
1177;100 or more employed persons;900063;2012 3rd quarter;96.5;-2.0
1178;100 or more employed persons;900063;2012 4th quarter;118.8;-3.3
1179;100 or more employed persons;900063;2012;101.9;-2.6
1180;100 or more employed persons;900063;2013 1st quarter;80.6;-6.1
1181;100 or more employed persons;900063;2013 2nd quarter;100.2;-5.8
1182;100 or more employed persons;900063;2013 3rd quarter;92.8;-3.8
1183;100 or more employed persons;900063;2013 4th quarter;114.1;-4.0
1184;100 or more employed persons;900063;2013;96.9;-4.9
1185;100 or more employed persons;900063;2014 1st quarter;79.2;-1.8
1186;100 or more employed persons;900063;2014 2nd quarter;96.1;-4.0
1187;100 or more employed persons;900063;2014 3rd quarter;89.7;-3.3
1188;100 or more employed persons;900063;2014 4th quarter;120.4;5.6
1189;100 or more employed persons;900063;2014;96.4;-0.6
1190;100 or more employed persons;900063;2015 1st quarter;83.2;5.0
1191;100 or more employed persons;900063;2015 2nd quarter;99.9;4.0
1192;100 or more employed persons;900063;2015 3rd quarter;98.3;9.6
1193;100 or more employed persons;900063;2015 4th quarter;118.6;-1.6
1194;100 or more employed persons;900063;2015;100.0;3.8
1195;100 or more employed persons;900063;2016 1st quarter;86.4;3.9
1196;100 or more employed persons;900063;2016 2nd quarter;104.6;4.6
1197;100 or more employed persons;900063;2016 3rd quarter;101.2;3.0
1198;100 or more employed persons;900063;2016 4th quarter;121.4;2.4
1199;100 or more employed persons;900063;2016;103.4;3.4
1200;100 or more employed persons;900063;2017 1st quarter;91.0;5.3
1201;100 or more employed persons;900063;2017 2nd quarter;107.2;2.5
1202;100 or more employed persons;900063;2017 3rd quarter;101.1;-0.1
1203;100 or more employed persons;900063;2017 4th quarter;130.6;7.6
1204;100 or more employed persons;900063;2017;107.5;3.9
1205;100 or more employed persons;900063;2018 1st quarter;96.6;6.1
1206;100 or more employed persons;900063;2018 2nd quarter;120.6;12.5
1207;100 or more employed persons;900063;2018 3rd quarter;109.8;8.6
1208;100 or more employed persons;900063;2018 4th quarter;145.1;11.1
1209;100 or more employed persons;900063;2018;118.0;9.8
1210;100 or more employed persons;900063;2019 1st quarter;112.0;16.0
1211;100 or more employed persons;900063;2019 2nd quarter;133.7;10.9
1212;100 or more employed persons;900063;2019 3rd quarter;128.1;16.6
1213;100 or more employed persons;900063;2019 4th quarter;154.4;6.4
1214;100 or more employed persons;900063;2019;132.0;11.9
1215;100 or more employed persons;900063;2020 1st quarter;126.6;13.0
1216;100 or more employed persons;900063;2020 2nd quarter;142.0;6.2
1217;100 or more employed persons;900063;2020 3rd quarter;131.4;2.6
1218;100 or more employed persons;900063;2020 4th quarter;160.6;4.0
1219;100 or more employed persons;900063;2020;140.1;6.1
1220;100 or more employed persons;900063;2021 1st quarter;131.3;3.6
1221;100 or more employed persons;900063;2021 2nd quarter;152.6;7.5
1222;100 or more employed persons;900063;2021 3rd quarter;142.5;8.5
1223;100 or more employed persons;900063;2021 4th quarter;176.3;9.8
1224;100 or more employed persons;900063;2021;150.6;7.5
1225;100 or more employed persons;900063;2022 1st quarter;141.4;7.7
1226;100 or more employed persons;900063;2022 2nd quarter;171.0;12.1
1227;100 or more employed persons;900063;2022 3rd quarter;154.7;8.6
1228;100 or more employed persons;900063;2022 4th quarter;201.5;14.3
1229;100 or more employed persons;900063;2022;167.2;11.0
1230;100 or more employed persons;900063;2023 1st quarter;160.4;13.4
1231;100 or more employed persons;900063;2023 2nd quarter;190.1;11.1
1232;100 or more employed persons;900063;2023 3rd quarter;170.1;9.9
1233;100 or more employed persons;900063;2023 4rd quarter;215.0;6.7
1234;100 or more employed persons;900063;2023;183.9;10.0
1235;100 or more employed persons;350400;2005 1st quarter;100.6;
1236;100 or more employed persons;350400;2005 2nd quarter;134.5;
1237;100 or more employed persons;350400;2005 3rd quarter;115.8;
1238;100 or more employed persons;350400;2005 4th quarter;148.5;
1239;100 or more employed persons;350400;2005;124.9;
1240;100 or more employed persons;350400;2006 1st quarter;106.8;6.2
1241;100 or more employed persons;350400;2006 2nd quarter;133.8;-0.5
1242;100 or more employed persons;350400;2006 3rd quarter;111.5;-3.7
1243;100 or more employed persons;350400;2006 4th quarter;155.0;4.4
1244;100 or more employed persons;350400;2006;126.8;1.5
1245;100 or more employed persons;350400;2007 1st quarter;123.6;15.7
1246;100 or more employed persons;350400;2007 2nd quarter;154.0;15.1
1247;100 or more employed persons;350400;2007 3rd quarter;128.6;15.3
1248;100 or more employed persons;350400;2007 4th quarter;174.8;12.8
1249;100 or more employed persons;350400;2007;145.2;14.5
1250;100 or more employed persons;350400;2008 1st quarter;135.4;9.5
1251;100 or more employed persons;350400;2008 2nd quarter;162.5;5.5
1252;100 or more employed persons;350400;2008 3rd quarter;138.9;8.0
1253;100 or more employed persons;350400;2008 4th quarter;182.8;4.6
1254;100 or more employed persons;350400;2008;154.9;6.7
1255;100 or more employed persons;350400;2009 1st quarter;135.3;-0.1
1256;100 or more employed persons;350400;2009 2nd quarter;153.0;-5.8
1257;100 or more employed persons;350400;2009 3rd quarter;127.8;-8.0
1258;100 or more employed persons;350400;2009 4th quarter;152.5;-16.6
1259;100 or more employed persons;350400;2009;142.1;-8.2
1260;100 or more employed persons;350400;2010 1st quarter;111.4;-17.7
1261;100 or more employed persons;350400;2010 2nd quarter;141.5;-7.5
1262;100 or more employed persons;350400;2010 3rd quarter;117.0;-8.5
1263;100 or more employed persons;350400;2010 4th quarter;140.6;-7.8
1264;100 or more employed persons;350400;2010;127.6;-10.2
1265;100 or more employed persons;350400;2011 1st quarter;112.7;1.2
1266;100 or more employed persons;350400;2011 2nd quarter;128.2;-9.5
1267;100 or more employed persons;350400;2011 3rd quarter;112.5;-3.9
1268;100 or more employed persons;350400;2011 4th quarter;138.0;-1.9
1269;100 or more employed persons;350400;2011;122.8;-3.8
1270;100 or more employed persons;350400;2012 1st quarter;101.9;-9.6
1271;100 or more employed persons;350400;2012 2nd quarter;123.4;-3.7
1272;100 or more employed persons;350400;2012 3rd quarter;108.7;-3.4
1273;100 or more employed persons;350400;2012 4th quarter;120.9;-12.4
1274;100 or more employed persons;350400;2012;113.7;-7.4
1275;100 or more employed persons;350400;2013 1st quarter;88.1;-13.6
