ID;Geslacht;Leeftijd;RegioSSituatie2011;Perioden;BevolkingTotaal_1;Autochtonen_2;TotaalWesterseAllochtonen_3;Eerstegeneratieallochtoon_4;Tweedegeneratieallochtoon_5;TotaalNietWesterseAllochtonen_6;Eerstegeneratieallochtoon_7;Tweedegeneratieallochtoon_8;RegionaleCodering_9
4067;Mannen en vrouwen;Totaal alle leeftijden;Best;2019;29.7;25.1;2.5;1.0;1.4;2.1;1.1;1.0;GM0753
4068;Mannen en vrouwen;Totaal alle leeftijden;Best;2020;29.7;25.1;2.5;1.0;1.4;2.1;1.1;1.1;GM0753
4069;Mannen en vrouwen;Totaal alle leeftijden;Best;2021;29.6;25.0;2.5;1.0;1.4;2.2;1.1;1.0;GM0753
4070;Mannen en vrouwen;Totaal alle leeftijden;Best;2022;29.7;25.0;2.5;1.1;1.4;2.2;1.1;1.1;GM0753
4071;Mannen en vrouwen;Totaal alle leeftijden;Best;2023;29.7;25.0;2.5;1.1;1.4;2.2;1.1;1.1;GM0753
4072;Mannen en vrouwen;Totaal alle leeftijden;Best;2024;29.7;24.9;2.5;1.1;1.4;2.3;1.2;1.1;GM0753
4073;Mannen en vrouwen;Totaal alle leeftijden;Best;2025;29.7;24.9;2.5;1.1;1.4;2.3;1.2;1.1;GM0753
4074;Mannen en vrouwen;Totaal alle leeftijden;Best;2026;29.6;24.7;2.5;1.1;1.4;2.3;1.2;1.1;GM0753
4075;Mannen en vrouwen;Totaal alle leeftijden;Best;2027;29.7;24.9;2.5;1.1;1.4;2.3;1.2;1.1;GM0753
4076;Mannen en vrouwen;Totaal alle leeftijden;Best;2028;29.8;24.8;2.5;1.1;1.4;2.4;1.2;1.2;GM0753
4077;Mannen en vrouwen;Totaal alle leeftijden;Best;2029;29.7;24.8;2.5;1.1;1.4;2.5;1.3;1.2;GM0753
4078;Mannen en vrouwen;Totaal alle leeftijden;Best;2030;29.6;24.6;2.5;1.1;1.4;2.5;1.3;1.2;GM0753
4079;Mannen en vrouwen;Totaal alle leeftijden;Best;2031;29.6;24.5;2.5;1.2;1.4;2.5;1.3;1.2;GM0753
4080;Mannen en vrouwen;Totaal alle leeftijden;Best;2032;29.6;24.4;2.5;1.2;1.4;2.6;1.3;1.3;GM0753
4081;Mannen en vrouwen;Totaal alle leeftijden;Best;2033;29.5;24.3;2.6;1.2;1.4;2.7;1.3;1.3;GM0753
4082;Mannen en vrouwen;Totaal alle leeftijden;Best;2034;29.5;24.2;2.6;1.2;1.4;2.7;1.4;1.4;GM0753
4083;Mannen en vrouwen;Totaal alle leeftijden;Best;2035;29.6;24.1;2.6;1.3;1.4;2.8;1.4;1.4;GM0753
4084;Mannen en vrouwen;Totaal alle leeftijden;Best;2036;29.5;24.0;2.7;1.3;1.4;2.9;1.4;1.5;GM0753
4085;Mannen en vrouwen;Totaal alle leeftijden;Best;2037;29.6;23.9;2.7;1.3;1.4;2.9;1.4;1.5;GM0753
4086;Mannen en vrouwen;Totaal alle leeftijden;Best;2038;29.5;23.8;2.7;1.3;1.4;3.0;1.5;1.5;GM0753
4087;Mannen en vrouwen;Totaal alle leeftijden;Best;2039;29.5;23.7;2.7;1.3;1.4;3.0;1.5;1.5;GM0753
4088;Mannen en vrouwen;Totaal alle leeftijden;Best;2040;29.5;23.6;2.8;1.4;1.4;3.1;1.5;1.6;GM0753
4089;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2012;25.8;22.7;2.0;0.6;1.4;1.0;0.6;0.5;GM0209
4090;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2013;25.5;22.4;2.0;0.6;1.4;1.1;0.6;0.5;GM0209
4091;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2014;25.3;22.2;2.0;0.6;1.4;1.1;0.6;0.5;GM0209
4092;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2015;25.2;22.0;2.0;0.7;1.4;1.2;0.6;0.6;GM0209
4093;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2016;25.2;21.9;2.1;0.7;1.4;1.2;0.6;0.6;GM0209
4094;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2017;25.0;21.7;2.1;0.7;1.4;1.3;0.6;0.6;GM0209
4095;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2018;24.8;21.5;2.1;0.7;1.4;1.3;0.6;0.6;GM0209
4096;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2019;24.7;21.3;2.1;0.7;1.4;1.3;0.7;0.7;GM0209
4097;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2020;24.6;21.2;2.1;0.7;1.4;1.4;0.7;0.7;GM0209
4098;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2021;24.5;21.0;2.1;0.7;1.4;1.4;0.7;0.7;GM0209
4099;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2022;24.4;20.9;2.1;0.8;1.3;1.4;0.7;0.7;GM0209
4100;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2023;24.3;20.7;2.1;0.8;1.3;1.4;0.7;0.7;GM0209
4101;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2024;24.2;20.6;2.1;0.8;1.3;1.5;0.7;0.7;GM0209
4102;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2025;24.1;20.5;2.1;0.8;1.3;1.5;0.8;0.8;GM0209
4103;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2026;24.3;20.5;2.2;0.8;1.3;1.6;0.8;0.8;GM0209
4104;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2027;24.3;20.5;2.2;0.9;1.3;1.6;0.8;0.8;GM0209
4105;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2028;24.2;20.4;2.2;0.9;1.3;1.7;0.8;0.9;GM0209
4106;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2029;24.2;20.3;2.2;0.9;1.3;1.7;0.8;0.9;GM0209
4107;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2030;24.1;20.1;2.2;0.9;1.3;1.8;0.9;0.9;GM0209
4108;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2031;24.2;20.2;2.2;0.9;1.3;1.8;0.9;0.9;GM0209
4109;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2032;24.2;20.1;2.2;0.9;1.3;1.9;0.9;0.9;GM0209
4110;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2033;24.2;20.0;2.2;0.9;1.3;1.9;0.9;1.0;GM0209
4111;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2034;24.2;20.0;2.2;0.9;1.3;2.0;1.0;1.0;GM0209
4112;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2035;24.2;19.9;2.3;0.9;1.3;2.0;1.0;1.0;GM0209
4113;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2036;24.3;19.9;2.3;1.0;1.3;2.1;1.0;1.1;GM0209
4114;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2037;24.4;19.9;2.3;1.0;1.3;2.2;1.0;1.1;GM0209
4115;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2038;24.3;19.8;2.3;1.0;1.3;2.2;1.1;1.1;GM0209
4116;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2039;24.5;19.8;2.3;1.0;1.3;2.3;1.1;1.2;GM0209
4117;Mannen en vrouwen;Totaal alle leeftijden;Beuningen;2040;24.5;19.9;2.3;1.0;1.3;2.3;1.1;1.2;GM0209
4118;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2012;40.5;31.4;4.3;2.0;2.3;4.9;2.7;2.2;GM0375
4119;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2013;40.9;31.6;4.3;2.0;2.4;5.0;2.8;2.3;GM0375
4120;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2014;41.1;31.6;4.4;2.0;2.4;5.0;2.8;2.3;GM0375
4121;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2015;41.4;31.7;4.5;2.1;2.4;5.2;2.8;2.3;GM0375
4122;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2016;41.4;31.7;4.5;2.1;2.4;5.2;2.8;2.4;GM0375
4123;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2017;41.7;31.8;4.6;2.2;2.4;5.3;2.9;2.5;GM0375
4124;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2018;41.8;31.7;4.7;2.3;2.4;5.4;2.9;2.5;GM0375
4125;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2019;42.1;31.8;4.8;2.3;2.5;5.6;3.0;2.6;GM0375
4126;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2020;42.4;31.8;4.9;2.4;2.5;5.7;3.0;2.6;GM0375
4127;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2021;42.8;32.0;5.0;2.5;2.5;5.8;3.1;2.7;GM0375
4128;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2022;42.8;31.9;5.1;2.5;2.5;5.9;3.2;2.7;GM0375
4129;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2023;43.1;32.0;5.1;2.6;2.5;6.0;3.2;2.8;GM0375
4130;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2024;43.1;31.9;5.1;2.6;2.5;6.1;3.2;2.9;GM0375
4131;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2025;43.6;32.1;5.3;2.7;2.6;6.2;3.3;3.0;GM0375
4132;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2026;43.6;32.0;5.3;2.7;2.6;6.3;3.3;3.0;GM0375
4133;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2027;43.8;32.0;5.3;2.7;2.6;6.4;3.3;3.1;GM0375
4134;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2028;43.8;31.9;5.4;2.8;2.6;6.5;3.4;3.1;GM0375
4135;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2029;43.9;31.9;5.4;2.8;2.7;6.6;3.4;3.2;GM0375
4136;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2030;44.1;31.8;5.6;2.9;2.7;6.7;3.5;3.2;GM0375
4137;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2031;44.2;31.8;5.7;2.9;2.8;6.8;3.5;3.3;GM0375
4138;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2032;44.3;31.8;5.7;2.9;2.8;6.8;3.5;3.3;GM0375
4139;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2033;44.2;31.6;5.7;3.0;2.8;6.9;3.6;3.4;GM0375
4140;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2034;44.4;31.6;5.8;3.0;2.8;7.0;3.6;3.4;GM0375
4141;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2035;44.5;31.5;5.9;3.1;2.8;7.1;3.6;3.5;GM0375
4142;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2036;44.4;31.3;6.0;3.1;2.9;7.1;3.6;3.5;GM0375
4143;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2037;44.6;31.3;6.1;3.2;2.9;7.2;3.7;3.6;GM0375
4144;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2038;44.6;31.2;6.1;3.2;2.9;7.3;3.7;3.6;GM0375
4145;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2039;44.8;31.2;6.2;3.2;3.0;7.4;3.7;3.6;GM0375
4146;Mannen en vrouwen;Totaal alle leeftijden;Beverwijk;2040;44.6;30.9;6.3;3.3;3.0;7.4;3.7;3.7;GM0375
4147;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2012;11.0;9.9;0.5;0.3;0.3;0.5;0.4;0.2;GM0063
4148;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2013;11.1;10.0;0.6;0.3;0.3;0.6;0.4;0.2;GM0063
4149;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2014;11.2;10.0;0.6;0.3;0.3;0.6;0.4;0.2;GM0063
4150;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2015;11.3;10.0;0.6;0.3;0.3;0.6;0.4;0.2;GM0063
4151;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2016;11.3;10.0;0.6;0.3;0.3;0.7;0.4;0.2;GM0063
4152;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2017;11.4;10.0;0.7;0.3;0.3;0.7;0.4;0.3;GM0063
4153;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2018;11.4;9.9;0.7;0.3;0.4;0.7;0.4;0.3;GM0063
4154;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2019;11.3;9.9;0.7;0.3;0.4;0.8;0.5;0.3;GM0063
4155;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2020;11.4;9.9;0.7;0.3;0.4;0.8;0.5;0.3;GM0063
4156;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2021;11.4;9.8;0.7;0.3;0.4;0.8;0.5;0.4;GM0063
4157;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2022;11.4;9.8;0.8;0.4;0.4;0.9;0.5;0.4;GM0063
4158;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2023;11.4;9.7;0.8;0.4;0.4;0.9;0.5;0.4;GM0063
4159;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2024;11.4;9.6;0.8;0.4;0.4;0.9;0.5;0.4;GM0063
4160;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2025;11.3;9.5;0.8;0.4;0.4;1.0;0.5;0.4;GM0063
4161;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2026;11.3;9.4;0.9;0.4;0.4;1.0;0.5;0.5;GM0063
4162;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2027;11.3;9.4;0.9;0.4;0.5;1.0;0.6;0.5;GM0063
4163;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2028;11.3;9.3;0.9;0.5;0.5;1.1;0.6;0.5;GM0063
4164;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2029;11.2;9.2;0.9;0.5;0.5;1.1;0.6;0.5;GM0063
4165;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2030;11.2;9.1;0.9;0.5;0.5;1.2;0.6;0.5;GM0063
4166;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2031;11.2;9.1;1.0;0.5;0.5;1.2;0.6;0.6;GM0063
4167;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2032;11.1;8.9;1.0;0.5;0.5;1.2;0.6;0.6;GM0063
4168;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2033;11.1;8.9;1.0;0.5;0.5;1.2;0.6;0.6;GM0063
4169;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2034;11.2;8.9;1.0;0.5;0.5;1.3;0.7;0.6;GM0063
4170;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2035;11.2;8.9;1.0;0.6;0.5;1.3;0.7;0.6;GM0063
4171;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2036;11.2;8.8;1.1;0.6;0.5;1.3;0.7;0.7;GM0063
4172;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2037;11.2;8.7;1.1;0.6;0.5;1.4;0.7;0.7;GM0063
4173;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2038;11.2;8.7;1.1;0.6;0.5;1.4;0.7;0.7;GM0063
4174;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2039;11.1;8.6;1.1;0.6;0.5;1.4;0.7;0.7;GM0063
4175;Mannen en vrouwen;Totaal alle leeftijden;het Bildt;2040;11.1;8.6;1.1;0.6;0.5;1.4;0.7;0.7;GM0063
4176;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2012;42.2;35.4;4.1;1.5;2.6;2.7;1.4;1.3;GM0310
4177;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2013;42.1;35.0;4.2;1.6;2.6;2.9;1.5;1.4;GM0310
4178;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2014;42.0;34.7;4.3;1.6;2.7;3.1;1.6;1.5;GM0310
4179;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2015;41.9;34.3;4.3;1.7;2.6;3.2;1.6;1.6;GM0310
4180;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2016;41.8;34.0;4.4;1.7;2.7;3.4;1.7;1.7;GM0310
4181;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2017;41.6;33.7;4.4;1.7;2.7;3.5;1.8;1.7;GM0310
4182;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2018;41.7;33.5;4.4;1.8;2.7;3.7;1.9;1.9;GM0310
4183;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2019;41.6;33.3;4.5;1.8;2.6;3.8;1.9;1.9;GM0310
4184;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2020;41.6;33.1;4.5;1.8;2.6;4.0;2.0;2.0;GM0310
4185;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2021;41.5;33.0;4.5;1.8;2.7;4.1;2.0;2.1;GM0310
4186;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2022;41.7;32.9;4.5;1.8;2.7;4.3;2.1;2.2;GM0310
4187;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2023;41.7;32.8;4.5;1.8;2.7;4.4;2.1;2.2;GM0310
4188;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2024;41.5;32.5;4.5;1.8;2.7;4.4;2.1;2.3;GM0310
4189;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2025;41.6;32.5;4.5;1.9;2.7;4.5;2.2;2.4;GM0310
4190;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2026;41.6;32.3;4.6;1.9;2.7;4.6;2.2;2.4;GM0310
4191;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2027;41.6;32.2;4.6;1.9;2.7;4.8;2.2;2.5;GM0310
4192;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2028;41.8;32.3;4.6;1.9;2.7;4.9;2.3;2.6;GM0310
4193;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2029;42.0;32.3;4.7;2.0;2.7;5.0;2.3;2.6;GM0310
4194;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2030;42.0;32.2;4.8;2.0;2.7;5.1;2.3;2.7;GM0310
4195;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2031;42.2;32.3;4.8;2.0;2.8;5.2;2.4;2.8;GM0310
4196;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2032;42.3;32.2;4.8;2.1;2.8;5.3;2.4;2.9;GM0310
4197;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2033;42.5;32.2;4.9;2.1;2.8;5.4;2.5;2.9;GM0310
4198;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2034;42.6;32.2;4.9;2.1;2.8;5.6;2.6;3.0;GM0310
4199;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2035;42.6;32.1;4.9;2.1;2.8;5.7;2.7;3.0;GM0310
4200;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2036;42.8;32.1;4.9;2.1;2.8;5.8;2.7;3.1;GM0310
4201;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2037;42.9;31.9;5.0;2.2;2.8;6.0;2.8;3.2;GM0310
4202;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2038;43.1;31.9;5.0;2.2;2.8;6.1;2.8;3.3;GM0310
4203;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2039;43.1;31.8;5.0;2.2;2.8;6.2;2.9;3.3;GM0310
4204;Mannen en vrouwen;Totaal alle leeftijden;De Bilt;2040;43.2;31.8;5.0;2.2;2.9;6.4;2.9;3.4;GM0310
4205;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2012;29.3;26.6;1.5;0.5;1.0;1.2;0.7;0.5;GM0585
4206;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2013;29.3;26.5;1.6;0.6;1.0;1.3;0.7;0.6;GM0585
4207;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2014;29.3;26.3;1.6;0.6;1.0;1.4;0.7;0.7;GM0585
4208;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2015;29.3;26.2;1.6;0.6;1.0;1.5;0.8;0.7;GM0585
4209;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2016;29.4;26.1;1.7;0.6;1.0;1.6;0.8;0.8;GM0585
4210;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2017;29.2;25.9;1.7;0.7;1.0;1.7;0.9;0.8;GM0585
4211;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2018;29.3;25.8;1.7;0.7;1.0;1.8;0.9;0.9;GM0585
4212;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2019;29.4;25.8;1.7;0.7;1.0;1.9;1.0;0.9;GM0585
4213;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2020;29.4;25.6;1.8;0.7;1.1;2.0;1.0;1.0;GM0585
4214;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2021;29.4;25.5;1.8;0.7;1.1;2.1;1.0;1.0;GM0585
4215;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2022;29.3;25.3;1.8;0.8;1.1;2.1;1.1;1.1;GM0585
4216;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2023;29.3;25.2;1.9;0.8;1.1;2.2;1.1;1.1;GM0585
4217;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2024;29.2;25.1;1.9;0.8;1.1;2.3;1.1;1.2;GM0585
4218;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2025;29.2;24.9;1.9;0.8;1.1;2.3;1.1;1.2;GM0585
4219;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2026;29.1;24.7;2.0;0.8;1.1;2.4;1.2;1.2;GM0585
4220;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2027;29.1;24.6;2.0;0.9;1.1;2.5;1.2;1.3;GM0585
4221;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2028;29.0;24.5;2.0;0.9;1.1;2.5;1.2;1.3;GM0585
4222;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2029;29.1;24.4;2.1;0.9;1.1;2.6;1.2;1.4;GM0585
4223;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2030;29.1;24.3;2.1;0.9;1.1;2.7;1.3;1.5;GM0585
4224;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2031;29.1;24.1;2.1;1.0;1.1;2.8;1.3;1.5;GM0585
4225;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2032;29.2;24.1;2.1;1.0;1.2;2.9;1.3;1.6;GM0585
4226;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2033;29.2;24.0;2.2;1.0;1.2;3.0;1.4;1.6;GM0585
4227;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2034;29.2;23.9;2.2;1.0;1.2;3.1;1.4;1.7;GM0585
4228;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2035;29.2;23.8;2.3;1.0;1.2;3.2;1.4;1.8;GM0585
4229;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2036;29.3;23.7;2.3;1.1;1.2;3.2;1.4;1.8;GM0585
4230;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2037;29.4;23.7;2.4;1.1;1.3;3.4;1.5;1.9;GM0585
4231;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2038;29.6;23.7;2.4;1.1;1.3;3.5;1.5;2.0;GM0585
4232;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2039;29.8;23.7;2.5;1.1;1.4;3.7;1.6;2.1;GM0585
4233;Mannen en vrouwen;Totaal alle leeftijden;Binnenmaas;2040;29.9;23.6;2.5;1.2;1.4;3.7;1.6;2.1;GM0585
4234;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2012;19.7;18.0;1.2;0.4;0.8;0.5;0.3;0.2;GM1728
4235;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2013;19.8;18.1;1.2;0.4;0.8;0.5;0.3;0.2;GM1728
4236;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2014;19.7;17.9;1.2;0.4;0.8;0.6;0.3;0.2;GM1728
4237;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2015;19.7;17.9;1.2;0.5;0.7;0.6;0.3;0.3;GM1728
4238;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2016;19.6;17.8;1.2;0.5;0.7;0.6;0.4;0.3;GM1728
4239;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2017;19.5;17.7;1.2;0.5;0.7;0.6;0.4;0.3;GM1728
4240;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2018;19.7;17.7;1.2;0.5;0.7;0.7;0.4;0.3;GM1728
4241;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2019;19.7;17.8;1.2;0.5;0.7;0.7;0.4;0.3;GM1728
4242;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2020;19.7;17.7;1.3;0.5;0.7;0.7;0.4;0.3;GM1728
4243;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2021;19.7;17.7;1.2;0.5;0.7;0.8;0.4;0.3;GM1728
4244;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2022;19.7;17.7;1.2;0.5;0.7;0.8;0.5;0.3;GM1728
4245;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2023;19.8;17.7;1.3;0.5;0.7;0.8;0.5;0.4;GM1728
4246;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2024;19.8;17.7;1.3;0.5;0.7;0.9;0.5;0.4;GM1728
4247;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2025;19.9;17.7;1.3;0.6;0.7;0.9;0.5;0.4;GM1728
4248;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2026;19.9;17.7;1.3;0.6;0.7;0.9;0.5;0.4;GM1728
4249;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2027;19.9;17.7;1.3;0.6;0.7;1.0;0.5;0.4;GM1728
4250;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2028;19.8;17.6;1.3;0.6;0.7;1.0;0.5;0.4;GM1728
4251;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2029;19.7;17.4;1.3;0.6;0.7;1.0;0.5;0.5;GM1728
4252;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2030;19.8;17.5;1.3;0.6;0.7;1.0;0.5;0.5;GM1728
4253;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2031;19.8;17.4;1.3;0.6;0.7;1.1;0.6;0.5;GM1728
4254;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2032;19.7;17.3;1.3;0.6;0.7;1.1;0.6;0.5;GM1728
4255;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2033;19.7;17.2;1.3;0.6;0.7;1.1;0.6;0.5;GM1728
4256;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2034;19.7;17.2;1.3;0.6;0.7;1.2;0.6;0.5;GM1728
4257;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2035;19.6;17.1;1.3;0.6;0.7;1.2;0.6;0.5;GM1728
4258;Mannen en vrouwen;Totaal alle leeftijden;Bladel;2036;19.6;17.1;1.3;0.6;0.7;1.2;0.6;0.6;GM1728
