ID;Geslacht;Migratieachtergrond;GestandaardiseerdInkomen;WoonsituatieKind;Perioden;EindtoetsGemiddeldeTotaalscore_1;Taal_2;RekenenWiskunde_3;Studievaardigheden_4
3399;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2008/'09;538.0;17.0;40.0;26.0
3400;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2009/'10;540.0;24.0;54.0;44.0
3401;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2010/'11;540.0;29.0;53.0;46.0
3402;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2011/'12;537.0;8.0;29.0;16.0
3403;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2012/'13;537.0;9.0;35.0;19.0
3404;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2013/'14;537.0;10.0;29.0;22.0
3405;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2014/'15;537.0;9.0;29.0;
3406;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2015/'16;538.0;22.0;39.0;
3407;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont alleen met vader;2016/'17;538.0;16.0;38.0;
3408;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2005/'06;538.0;23.0;39.0;23.0
3409;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2006/'07;537.0;7.0;26.0;19.0
3410;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2007/'08;537.0;5.0;25.0;15.0
3411;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2008/'09;537.0;12.0;25.0;17.0
3412;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2009/'10;537.0;9.0;30.0;21.0
3413;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2010/'11;537.0;11.0;25.0;22.0
3414;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2011/'12;536.0;0.0;20.0;18.0
3415;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2012/'13;536.0;4.0;25.0;13.0
3416;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2013/'14;536.0;0.0;21.0;14.0
3417;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2014/'15;535.0;-9.0;11.0;
3418;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2015/'16;535.0;-2.0;12.0;
3419;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met moeder en partner;2016/'17;537.0;0.0;26.0;
3420;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2005/'06;536.0;7.0;26.0;9.0
3421;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2006/'07;538.0;21.0;44.0;34.0
3422;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2007/'08;536.0;3.0;26.0;13.0
3423;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2008/'09;539.0;24.0;37.0;38.0
3424;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2009/'10;537.0;14.0;20.0;26.0
3425;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2010/'11;539.0;22.0;42.0;31.0
3426;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2011/'12;537.0;4.0;27.0;31.0
3427;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2012/'13;537.0;8.0;36.0;14.0
3428;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2013/'14;537.0;12.0;22.0;24.0
3429;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2014/'15;537.0;8.0;20.0;
3430;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2015/'16;539.0;30.0;42.0;
3431;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont met vader en partner;2016/'17;538.0;20.0;39.0;
3432;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2005/'06;535.0;6.0;-7.0;16.0
3433;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2006/'07;535.0;-9.0;22.0;-1.0
3434;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2007/'08;531.0;-43.0;-22.0;-25.0
3435;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2008/'09;533.0;-32.0;10.0;-35.0
3436;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2009/'10;535.0;-23.0;5.0;5.0
3437;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2010/'11;529.0;-83.0;-66.0;-36.0
3438;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2011/'12;531.0;-56.0;-34.0;-46.0
3439;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2012/'13;529.0;-52.0;-51.0;-67.0
3440;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2013/'14;527.0;-62.0;-73.0;-67.0
3441;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2014/'15;531.0;-36.0;-37.0;
3442;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2015/'16;532.0;-35.0;-21.0;
3443;jongens;Totaal;Gestandaardiseerd inkomen, 5e 20%-groep;Woont zonder ouders;2016/'17;527.0;-87.0;-73.0;
3444;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2005/'06;532.0;-33.0;-1.0;-28.0
3445;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2006/'07;533.0;-35.0;5.0;-17.0
3446;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2007/'08;532.0;-40.0;-5.0;-18.0
3447;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2008/'09;532.0;-46.0;-2.0;-31.0
3448;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2009/'10;532.0;-41.0;-10.0;-26.0
3449;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2010/'11;532.0;-43.0;-15.0;-34.0
3450;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2011/'12;531.0;-60.0;-21.0;-44.0
3451;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2012/'13;530.0;-61.0;-21.0;-37.0
3452;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2013/'14;530.0;-62.0;-25.0;-44.0
3453;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2014/'15;531.0;-54.0;-14.0;
3454;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2015/'16;531.0;-44.0;-20.0;
3455;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Totaal ;2016/'17;531.0;-51.0;-17.0;
3456;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2005/'06;533.0;-24.0;14.0;-14.0
3457;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2006/'07;533.0;-35.0;13.0;-12.0
3458;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2007/'08;533.0;-37.0;7.0;-10.0
3459;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2008/'09;534.0;-30.0;21.0;-11.0
3460;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2009/'10;535.0;-16.0;21.0;-9.0
3461;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2010/'11;533.0;-52.0;6.0;-39.0
3462;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2011/'12;533.0;-52.0;10.0;-40.0
3463;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2012/'13;532.0;-55.0;-6.0;-27.0
3464;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2013/'14;532.0;-43.0;-7.0;-17.0
3465;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2014/'15;533.0;-38.0;10.0;
3466;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2015/'16;534.0;-27.0;14.0;
3467;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met beide juridische ouders;2016/'17;533.0;-38.0;-4.0;
3468;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2005/'06;532.0;-29.0;1.0;-28.0
3469;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2006/'07;534.0;-25.0;16.0;-3.0
3470;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2007/'08;533.0;-31.0;6.0;-9.0
3471;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2008/'09;533.0;-37.0;4.0;-26.0
3472;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2009/'10;535.0;-12.0;14.0;-1.0
3473;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2010/'11;535.0;-9.0;10.0;-6.0
3474;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2011/'12;534.0;-30.0;11.0;-15.0
3475;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2012/'13;535.0;-27.0;20.0;-2.0
3476;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2013/'14;532.0;-36.0;-8.0;-32.0
3477;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2014/'15;531.0;-52.0;-12.0;
3478;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2015/'16;531.0;-43.0;-22.0;
3479;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met moeder;2016/'17;532.0;-54.0;-1.0;
3480;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2005/'06;531.0;-50.0;4.0;-35.0
3481;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2006/'07;532.0;-21.0;-27.0;-24.0
3482;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2007/'08;530.0;-56.0;-33.0;-40.0
3483;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2008/'09;538.0;14.0;39.0;22.0
3484;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2009/'10;534.0;-30.0;4.0;10.0
3485;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2010/'11;534.0;-16.0;-11.0;-23.0
3486;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2011/'12;536.0;-21.0;40.0;4.0
3487;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2012/'13;526.0;-77.0;-76.0;-85.0
3488;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2013/'14;531.0;-47.0;-21.0;-49.0
3489;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2014/'15;534.0;-15.0;3.0;
3490;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2015/'16;529.0;-73.0;-29.0;
3491;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont alleen met vader;2016/'17;531.0;-48.0;-41.0;
3492;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2005/'06;533.0;-21.0;-3.0;-32.0
3493;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2006/'07;531.0;-47.0;-17.0;-38.0
3494;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2007/'08;529.0;-58.0;-48.0;-38.0
3495;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2008/'09;527.0;-115.0;-29.0;-89.0
3496;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2009/'10;527.0;-94.0;-65.0;-66.0
3497;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2010/'11;530.0;-81.0;-22.0;-67.0
3498;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2011/'12;536.0;-27.0;36.0;10.0
3499;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2012/'13;535.0;-16.0;15.0;-3.0
3500;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2013/'14;539.0;11.0;62.0;41.0
3501;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2014/'15;528.0;-75.0;-49.0;
3502;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2015/'16;529.0;-65.0;-31.0;
3503;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met moeder en partner;2016/'17;529.0;-70.0;-49.0;
3504;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2005/'06;521.0;-158.0;-73.0;-132.0
3505;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2006/'07;531.0;-53.0;-3.0;-29.0
3506;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2007/'08;540.0;46.0;30.0;64.0
3507;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2008/'09;525.0;-122.0;-35.0;-110.0
3508;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2009/'10;521.0;-161.0;-105.0;-126.0
3509;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2010/'11;;;;
3510;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2011/'12;;;;
3511;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2012/'13;;;;
3512;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2013/'14;;;;
3513;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2014/'15;537.0;3.0;28.0;
3514;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2015/'16;520.0;-142.0;-126.0;
3515;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont met vader en partner;2016/'17;531.0;-39.0;-49.0;
3516;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2005/'06;529.0;-55.0;-35.0;-50.0
3517;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2006/'07;531.0;-44.0;-18.0;-37.0
3518;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2007/'08;530.0;-54.0;-28.0;-39.0
3519;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2008/'09;530.0;-59.0;-26.0;-48.0
3520;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2009/'10;529.0;-70.0;-37.0;-51.0
3521;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2010/'11;531.0;-56.0;-33.0;-45.0
3522;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2011/'12;529.0;-79.0;-50.0;-62.0
3523;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2012/'13;528.0;-82.0;-45.0;-56.0
3524;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2013/'14;528.0;-84.0;-42.0;-61.0
3525;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2014/'15;529.0;-70.0;-34.0;
3526;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2015/'16;530.0;-50.0;-38.0;
3527;jongens;Totaal;Gestandaardiseerd inkomen onbekend;Woont zonder ouders;2016/'17;530.0;-59.0;-29.0;
3528;jongens;Nederlandse achtergrond;Totaal;Totaal ;2005/'06;536.0;8.0;26.0;12.0
3529;jongens;Nederlandse achtergrond;Totaal;Totaal ;2006/'07;536.0;1.0;24.0;10.0
3530;jongens;Nederlandse achtergrond;Totaal;Totaal ;2007/'08;536.0;-2.0;25.0;9.0
3531;jongens;Nederlandse achtergrond;Totaal;Totaal ;2008/'09;536.0;3.0;25.0;11.0
3532;jongens;Nederlandse achtergrond;Totaal;Totaal ;2009/'10;537.0;-1.0;25.0;14.0
3533;jongens;Nederlandse achtergrond;Totaal;Totaal ;2010/'11;537.0;2.0;24.0;13.0
3534;jongens;Nederlandse achtergrond;Totaal;Totaal ;2011/'12;536.0;-2.0;21.0;11.0
3535;jongens;Nederlandse achtergrond;Totaal;Totaal ;2012/'13;536.0;0.0;20.0;11.0
3536;jongens;Nederlandse achtergrond;Totaal;Totaal ;2013/'14;536.0;-4.0;18.0;10.0
3537;jongens;Nederlandse achtergrond;Totaal;Totaal ;2014/'15;535.0;-6.0;16.0;
3538;jongens;Nederlandse achtergrond;Totaal;Totaal ;2015/'16;535.0;-5.0;15.0;
3539;jongens;Nederlandse achtergrond;Totaal;Totaal ;2016/'17;536.0;-5.0;16.0;
3540;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2005/'06;536.0;11.0;29.0;16.0
3541;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2006/'07;536.0;4.0;27.0;14.0
3542;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2007/'08;536.0;2.0;28.0;13.0
3543;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2008/'09;537.0;6.0;28.0;15.0
3544;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2009/'10;537.0;3.0;29.0;18.0
3545;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2010/'11;537.0;6.0;28.0;17.0
3546;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2011/'12;537.0;2.0;25.0;15.0
3547;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2012/'13;536.0;4.0;24.0;15.0
3548;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2013/'14;536.0;2.0;23.0;15.0
3549;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2014/'15;536.0;-1.0;20.0;
3550;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2015/'16;536.0;0.0;20.0;
3551;jongens;Nederlandse achtergrond;Totaal;Woont met beide juridische ouders;2016/'17;536.0;0.0;21.0;
3552;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2005/'06;534.0;-7.0;10.0;-6.0
3553;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2006/'07;534.0;-14.0;10.0;-6.0
3554;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2007/'08;534.0;-18.0;12.0;-6.0
3555;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2008/'09;535.0;-13.0;11.0;-6.0
3556;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2009/'10;535.0;-19.0;8.0;-7.0
3557;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2010/'11;535.0;-14.0;7.0;-6.0
3558;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2011/'12;534.0;-20.0;4.0;-7.0
3559;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2012/'13;534.0;-18.0;4.0;-10.0
3560;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2013/'14;533.0;-27.0;-3.0;-12.0
3561;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2014/'15;533.0;-29.0;-6.0;
3562;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2015/'16;533.0;-28.0;-8.0;
3563;jongens;Nederlandse achtergrond;Totaal;Woont alleen met moeder;2016/'17;533.0;-27.0;-7.0;
3564;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2005/'06;535.0;-4.0;16.0;-2.0
3565;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2006/'07;535.0;-9.0;18.0;1.0
3566;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2007/'08;535.0;-15.0;13.0;-7.0
3567;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2008/'09;535.0;-11.0;14.0;-4.0
3568;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2009/'10;536.0;-11.0;17.0;7.0
3569;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2010/'11;536.0;-4.0;19.0;8.0
3570;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2011/'12;535.0;-17.0;10.0;-2.0
3571;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2012/'13;535.0;-12.0;13.0;0.0
3572;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2013/'14;534.0;-13.0;5.0;0.0
3573;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2014/'15;534.0;-17.0;8.0;
3574;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2015/'16;534.0;-15.0;5.0;
3575;jongens;Nederlandse achtergrond;Totaal;Woont alleen met vader;2016/'17;535.0;-12.0;9.0;
3576;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2005/'06;534.0;-14.0;4.0;-11.0
3577;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2006/'07;533.0;-23.0;2.0;-15.0
3578;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2007/'08;534.0;-24.0;5.0;-11.0
3579;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2008/'09;534.0;-20.0;1.0;-14.0
3580;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2009/'10;534.0;-23.0;5.0;-6.0
3581;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2010/'11;535.0;-19.0;4.0;-6.0
3582;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2011/'12;534.0;-24.0;1.0;-7.0
3583;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2012/'13;534.0;-23.0;0.0;-11.0
3584;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2013/'14;533.0;-30.0;-5.0;-14.0
3585;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2014/'15;533.0;-29.0;-6.0;
3586;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2015/'16;532.0;-29.0;-12.0;
3587;jongens;Nederlandse achtergrond;Totaal;Woont met moeder en partner;2016/'17;533.0;-29.0;-6.0;
3588;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2005/'06;534.0;-13.0;-1.0;-8.0
3589;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2006/'07;534.0;-17.0;4.0;-6.0
3590;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2007/'08;534.0;-16.0;5.0;-2.0
3591;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2008/'09;535.0;-11.0;8.0;-4.0
3592;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2009/'10;535.0;-10.0;8.0;5.0
3593;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2010/'11;536.0;-9.0;14.0;5.0
3594;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2011/'12;535.0;-18.0;8.0;3.0
3595;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2012/'13;535.0;-14.0;8.0;-4.0
3596;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2013/'14;533.0;-25.0;-7.0;-12.0
3597;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2014/'15;534.0;-14.0;3.0;
3598;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2015/'16;534.0;-19.0;4.0;
3599;jongens;Nederlandse achtergrond;Totaal;Woont met vader en partner;2016/'17;534.0;-25.0;-3.0;
3600;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2005/'06;530.0;-44.0;-29.0;-37.0
3601;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2006/'07;532.0;-39.0;-13.0;-32.0
3602;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2007/'08;531.0;-46.0;-22.0;-34.0
3603;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2008/'09;532.0;-39.0;-14.0;-36.0
3604;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2009/'10;529.0;-67.0;-46.0;-46.0
3605;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2010/'11;531.0;-54.0;-39.0;-41.0
3606;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2011/'12;530.0;-59.0;-38.0;-48.0
3607;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2012/'13;529.0;-69.0;-45.0;-55.0
3608;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2013/'14;529.0;-64.0;-36.0;-52.0
3609;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2014/'15;529.0;-65.0;-42.0;
3610;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2015/'16;530.0;-40.0;-37.0;
3611;jongens;Nederlandse achtergrond;Totaal;Woont zonder ouders;2016/'17;531.0;-51.0;-36.0;
3612;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2005/'06;533.0;-19.0;3.0;-15.0
3613;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2006/'07;533.0;-29.0;-1.0;-18.0
3614;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2007/'08;533.0;-30.0;2.0;-19.0
3615;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2008/'09;533.0;-28.0;2.0;-19.0
3616;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2009/'10;534.0;-27.0;3.0;-12.0
3617;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2010/'11;534.0;-29.0;-1.0;-16.0
3618;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2011/'12;534.0;-27.0;-2.0;-14.0
3619;jongens;Nederlandse achtergrond;Gestandaardiseerd inkomen, 1e 20%-groep;Totaal ;2012/'13;533.0;-30.0;-6.0;-18.0
