ID;Geslacht;PositieInDeWerkkring;Persoonskenmerken;Thuiswerken;Perioden;WerkzameBeroepsbevolking_1
5350;Mannen;Totaal;11 Dienstverlenende beroepen;Meestal thuiswerken;2023;8
5351;Mannen;Totaal;11 Dienstverlenende beroepen;Meestal thuiswerken;2024;8
5352;Mannen;Totaal;11 Dienstverlenende beroepen;Soms thuiswerken;2021;35
5353;Mannen;Totaal;11 Dienstverlenende beroepen;Soms thuiswerken;2022;33
5354;Mannen;Totaal;11 Dienstverlenende beroepen;Soms thuiswerken;2023;37
5355;Mannen;Totaal;11 Dienstverlenende beroepen;Soms thuiswerken;2024;36
5356;Mannen;Totaal;11 Dienstverlenende beroepen;Niet thuiswerken;2021;201
5357;Mannen;Totaal;11 Dienstverlenende beroepen;Niet thuiswerken;2022;245
5358;Mannen;Totaal;11 Dienstverlenende beroepen;Niet thuiswerken;2023;254
5359;Mannen;Totaal;11 Dienstverlenende beroepen;Niet thuiswerken;2024;268
5360;Mannen;Totaal;12 Transport en logistiek beroepen;Totaal;2021;508
5361;Mannen;Totaal;12 Transport en logistiek beroepen;Totaal;2022;519
5362;Mannen;Totaal;12 Transport en logistiek beroepen;Totaal;2023;523
5363;Mannen;Totaal;12 Transport en logistiek beroepen;Totaal;2024;510
5364;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2021;24
5365;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2022;29
5366;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2023;26
5367;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal of soms thuiswerken;2024;30
5368;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal thuiswerken;2021;5
5369;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal thuiswerken;2022;6
5370;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal thuiswerken;2023;4
5371;Mannen;Totaal;12 Transport en logistiek beroepen;Meestal thuiswerken;2024;6
5372;Mannen;Totaal;12 Transport en logistiek beroepen;Soms thuiswerken;2021;19
5373;Mannen;Totaal;12 Transport en logistiek beroepen;Soms thuiswerken;2022;23
5374;Mannen;Totaal;12 Transport en logistiek beroepen;Soms thuiswerken;2023;22
5375;Mannen;Totaal;12 Transport en logistiek beroepen;Soms thuiswerken;2024;24
5376;Mannen;Totaal;12 Transport en logistiek beroepen;Niet thuiswerken;2021;485
5377;Mannen;Totaal;12 Transport en logistiek beroepen;Niet thuiswerken;2022;490
5378;Mannen;Totaal;12 Transport en logistiek beroepen;Niet thuiswerken;2023;497
5379;Mannen;Totaal;12 Transport en logistiek beroepen;Niet thuiswerken;2024;480
5380;Mannen;Totaal;13 Beroepsklasse overig;Totaal;2021;77
5381;Mannen;Totaal;13 Beroepsklasse overig;Totaal;2022;70
5382;Mannen;Totaal;13 Beroepsklasse overig;Totaal;2023;71
5383;Mannen;Totaal;13 Beroepsklasse overig;Totaal;2024;41
5384;Mannen;Totaal;13 Beroepsklasse overig;Meestal of soms thuiswerken;2021;25
5385;Mannen;Totaal;13 Beroepsklasse overig;Meestal of soms thuiswerken;2022;20
5386;Mannen;Totaal;13 Beroepsklasse overig;Meestal of soms thuiswerken;2023;18
5387;Mannen;Totaal;13 Beroepsklasse overig;Meestal of soms thuiswerken;2024;12
5388;Mannen;Totaal;13 Beroepsklasse overig;Meestal thuiswerken;2021;10
5389;Mannen;Totaal;13 Beroepsklasse overig;Meestal thuiswerken;2022;8
5390;Mannen;Totaal;13 Beroepsklasse overig;Meestal thuiswerken;2023;7
5391;Mannen;Totaal;13 Beroepsklasse overig;Meestal thuiswerken;2024;5
5392;Mannen;Totaal;13 Beroepsklasse overig;Soms thuiswerken;2021;16
5393;Mannen;Totaal;13 Beroepsklasse overig;Soms thuiswerken;2022;13
5394;Mannen;Totaal;13 Beroepsklasse overig;Soms thuiswerken;2023;11
5395;Mannen;Totaal;13 Beroepsklasse overig;Soms thuiswerken;2024;7
5396;Mannen;Totaal;13 Beroepsklasse overig;Niet thuiswerken;2021;52
5397;Mannen;Totaal;13 Beroepsklasse overig;Niet thuiswerken;2022;50
5398;Mannen;Totaal;13 Beroepsklasse overig;Niet thuiswerken;2023;53
5399;Mannen;Totaal;13 Beroepsklasse overig;Niet thuiswerken;2024;29
5400;Mannen;Werknemer;Totaal personen;Totaal;2021;3949
5401;Mannen;Werknemer;Totaal personen;Totaal;2022;4066
5402;Mannen;Werknemer;Totaal personen;Totaal;2023;4116
5403;Mannen;Werknemer;Totaal personen;Totaal;2024;4125
5404;Mannen;Werknemer;Totaal personen;Meestal of soms thuiswerken;2021;1983
5405;Mannen;Werknemer;Totaal personen;Meestal of soms thuiswerken;2022;1997
5406;Mannen;Werknemer;Totaal personen;Meestal of soms thuiswerken;2023;1951
5407;Mannen;Werknemer;Totaal personen;Meestal of soms thuiswerken;2024;1980
5408;Mannen;Werknemer;Totaal personen;Meestal thuiswerken;2021;737
5409;Mannen;Werknemer;Totaal personen;Meestal thuiswerken;2022;549
5410;Mannen;Werknemer;Totaal personen;Meestal thuiswerken;2023;445
5411;Mannen;Werknemer;Totaal personen;Meestal thuiswerken;2024;421
5412;Mannen;Werknemer;Totaal personen;Soms thuiswerken;2021;1246
5413;Mannen;Werknemer;Totaal personen;Soms thuiswerken;2022;1448
5414;Mannen;Werknemer;Totaal personen;Soms thuiswerken;2023;1506
5415;Mannen;Werknemer;Totaal personen;Soms thuiswerken;2024;1559
5416;Mannen;Werknemer;Totaal personen;Niet thuiswerken;2021;1967
5417;Mannen;Werknemer;Totaal personen;Niet thuiswerken;2022;2069
5418;Mannen;Werknemer;Totaal personen;Niet thuiswerken;2023;2165
5419;Mannen;Werknemer;Totaal personen;Niet thuiswerken;2024;2145
5420;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Totaal;2021;701
5421;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Totaal;2022;763
5422;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Totaal;2023;779
5423;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Totaal;2024;768
5424;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2021;130
5425;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2022;130
5426;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2023;118
5427;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal of soms thuiswerken;2024;119
5428;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2021;56
5429;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2022;34
5430;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2023;29
5431;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Meestal thuiswerken;2024;27
5432;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2021;74
5433;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2022;96
5434;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2023;89
5435;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Soms thuiswerken;2024;92
5436;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2021;572
5437;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2022;634
5438;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2023;661
5439;Mannen;Werknemer;Leeftijd: 15 tot 25 jaar;Niet thuiswerken;2024;649
5440;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Totaal;2021;895
5441;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Totaal;2022;880
5442;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Totaal;2023;899
5443;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Totaal;2024;913
5444;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2021;505
5445;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2022;485
5446;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2023;481
5447;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal of soms thuiswerken;2024;505
5448;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2021;204
5449;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2022;141
5450;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2023;109
5451;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Meestal thuiswerken;2024;103
5452;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2021;301
5453;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2022;344
5454;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2023;372
5455;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Soms thuiswerken;2024;402
5456;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2021;390
5457;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2022;395
5458;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2023;419
5459;Mannen;Werknemer;Leeftijd: 25 tot 35 jaar;Niet thuiswerken;2024;408
5460;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Totaal;2021;750
5461;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Totaal;2022;781
5462;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Totaal;2023;783
5463;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Totaal;2024;806
5464;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2021;464
5465;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2022;478
5466;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2023;472
5467;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal of soms thuiswerken;2024;496
5468;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2021;178
5469;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2022;140
5470;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2023;103
5471;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Meestal thuiswerken;2024;109
5472;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2021;287
5473;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2022;338
5474;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2023;369
5475;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Soms thuiswerken;2024;387
5476;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2021;285
5477;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2022;303
5478;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2023;310
5479;Mannen;Werknemer;Leeftijd: 35 tot 45 jaar;Niet thuiswerken;2024;311
5480;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Totaal;2021;798
5481;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Totaal;2022;803
5482;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Totaal;2023;771
5483;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Totaal;2024;743
5484;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2021;474
5485;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2022;475
5486;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2023;444
5487;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal of soms thuiswerken;2024;419
5488;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2021;161
5489;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2022;118
5490;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2023;97
5491;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Meestal thuiswerken;2024;83
5492;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2021;314
5493;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2022;357
5494;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2023;347
5495;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Soms thuiswerken;2024;336
5496;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2021;324
5497;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2022;327
5498;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2023;328
5499;Mannen;Werknemer;Leeftijd: 45 tot 55 jaar;Niet thuiswerken;2024;324
5500;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Totaal;2021;714
5501;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Totaal;2022;734
5502;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Totaal;2023;756
5503;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Totaal;2024;761
5504;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2021;375
5505;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2022;390
5506;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2023;387
5507;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal of soms thuiswerken;2024;388
5508;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2021;127
5509;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2022;102
5510;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2023;92
5511;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Meestal thuiswerken;2024;84
5512;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2021;248
5513;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2022;288
5514;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2023;295
5515;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Soms thuiswerken;2024;304
5516;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2021;339
5517;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2022;344
5518;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2023;368
5519;Mannen;Werknemer;Leeftijd: 55 tot 65 jaar;Niet thuiswerken;2024;373
5520;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Totaal;2021;91
5521;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Totaal;2022;104
5522;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Totaal;2023;128
5523;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Totaal;2024;132
5524;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2021;34
5525;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2022;39
5526;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2023;49
5527;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal of soms thuiswerken;2024;53
5528;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2021;12
5529;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2022;14
5530;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2023;16
5531;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Meestal thuiswerken;2024;15
5532;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2021;22
5533;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2022;25
5534;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2023;33
5535;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Soms thuiswerken;2024;38
5536;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2021;57
5537;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2022;65
5538;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2023;79
5539;Mannen;Werknemer;Leeftijd: 65 tot 75 jaar;Niet thuiswerken;2024;80
5540;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Totaal;2021;851
5541;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Totaal;2022;867
5542;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Totaal;2023;937
5543;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Totaal;2024;929
5544;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2021;126
5545;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2022;119
5546;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2023;130
5547;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal of soms thuiswerken;2024;144
5548;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2021;39
5549;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2022;36
5550;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2023;34
5551;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Meestal thuiswerken;2024;37
5552;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2021;87
5553;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2022;84
5554;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2023;96
5555;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Soms thuiswerken;2024;107
5556;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2021;725
5557;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2022;748
5558;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2023;807
5559;Mannen;Werknemer;1 Basisonderwijs, vmbo, mbo1;Niet thuiswerken;2024;785
5560;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Totaal;2021;1548
5561;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Totaal;2022;1554
5562;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Totaal;2023;1597
5563;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Totaal;2024;1564
5564;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2021;586
5565;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2022;547
5566;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2023;552
5567;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal of soms thuiswerken;2024;536
5568;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2021;176
5569;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2022;127
5570;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2023;116
5571;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Meestal thuiswerken;2024;109
5572;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Soms thuiswerken;2021;410
5573;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Soms thuiswerken;2022;419
5574;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Soms thuiswerken;2023;436
5575;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Soms thuiswerken;2024;427
5576;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Niet thuiswerken;2021;962
5577;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Niet thuiswerken;2022;1007
5578;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Niet thuiswerken;2023;1045
5579;Mannen;Werknemer;2 Havo, vwo, mbo2-4;Niet thuiswerken;2024;1028
5580;Mannen;Werknemer;3 Hbo, wo;Totaal;2021;1521
5581;Mannen;Werknemer;3 Hbo, wo;Totaal;2022;1620
5582;Mannen;Werknemer;3 Hbo, wo;Totaal;2023;1561
5583;Mannen;Werknemer;3 Hbo, wo;Totaal;2024;1610
5584;Mannen;Werknemer;3 Hbo, wo;Meestal of soms thuiswerken;2021;1260
5585;Mannen;Werknemer;3 Hbo, wo;Meestal of soms thuiswerken;2022;1326
5586;Mannen;Werknemer;3 Hbo, wo;Meestal of soms thuiswerken;2023;1264
5587;Mannen;Werknemer;3 Hbo, wo;Meestal of soms thuiswerken;2024;1294
5588;Mannen;Werknemer;3 Hbo, wo;Meestal thuiswerken;2021;518
5589;Mannen;Werknemer;3 Hbo, wo;Meestal thuiswerken;2022;383
5590;Mannen;Werknemer;3 Hbo, wo;Meestal thuiswerken;2023;295
5591;Mannen;Werknemer;3 Hbo, wo;Meestal thuiswerken;2024;273
5592;Mannen;Werknemer;3 Hbo, wo;Soms thuiswerken;2021;742
5593;Mannen;Werknemer;3 Hbo, wo;Soms thuiswerken;2022;943
5594;Mannen;Werknemer;3 Hbo, wo;Soms thuiswerken;2023;969
5595;Mannen;Werknemer;3 Hbo, wo;Soms thuiswerken;2024;1021
5596;Mannen;Werknemer;3 Hbo, wo;Niet thuiswerken;2021;261
5597;Mannen;Werknemer;3 Hbo, wo;Niet thuiswerken;2022;294
5598;Mannen;Werknemer;3 Hbo, wo;Niet thuiswerken;2023;297
5599;Mannen;Werknemer;3 Hbo, wo;Niet thuiswerken;2024;316
5600;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Totaal;2021;30
5601;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Totaal;2022;25
5602;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Totaal;2023;21
5603;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Totaal;2024;21
5604;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2021;11
5605;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2022;5
5606;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2023;5
5607;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal of soms thuiswerken;2024;6
5608;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2021;5
5609;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2022;3
5610;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2023;1
5611;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Meestal thuiswerken;2024;2
5612;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2021;6
5613;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2022;2
5614;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2023;4
5615;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Soms thuiswerken;2024;4
5616;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2021;19
5617;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2022;20
5618;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2023;16
5619;Mannen;Werknemer;Onderwijsniveau: weet niet of onbekend;Niet thuiswerken;2024;15
5620;Mannen;Werknemer;Arbeidsduur: deeltijd;Totaal;2021;1148
5621;Mannen;Werknemer;Arbeidsduur: deeltijd;Totaal;2022;1200
5622;Mannen;Werknemer;Arbeidsduur: deeltijd;Totaal;2023;1225
5623;Mannen;Werknemer;Arbeidsduur: deeltijd;Totaal;2024;1241
5624;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2021;349
5625;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2022;360
5626;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2023;352
5627;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal of soms thuiswerken;2024;357
5628;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal thuiswerken;2021;141
5629;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal thuiswerken;2022;107
5630;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal thuiswerken;2023;91
5631;Mannen;Werknemer;Arbeidsduur: deeltijd;Meestal thuiswerken;2024;87
5632;Mannen;Werknemer;Arbeidsduur: deeltijd;Soms thuiswerken;2021;208
5633;Mannen;Werknemer;Arbeidsduur: deeltijd;Soms thuiswerken;2022;253
5634;Mannen;Werknemer;Arbeidsduur: deeltijd;Soms thuiswerken;2023;262
5635;Mannen;Werknemer;Arbeidsduur: deeltijd;Soms thuiswerken;2024;270
5636;Mannen;Werknemer;Arbeidsduur: deeltijd;Niet thuiswerken;2021;799
5637;Mannen;Werknemer;Arbeidsduur: deeltijd;Niet thuiswerken;2022;840
5638;Mannen;Werknemer;Arbeidsduur: deeltijd;Niet thuiswerken;2023;873
5639;Mannen;Werknemer;Arbeidsduur: deeltijd;Niet thuiswerken;2024;883
5640;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Totaal;2021;296
5641;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Totaal;2022;294
5642;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Totaal;2023;293
5643;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Totaal;2024;289
5644;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2021;44
5645;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2022;36
5646;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2023;33
5647;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal of soms thuiswerken;2024;26
5648;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2021;21
5649;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2022;15
5650;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2023;12
5651;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Meestal thuiswerken;2024;11
5652;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2021;22
5653;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2022;22
5654;Mannen;Werknemer;Arbeidsduur: minder dan 12 uur per week;Soms thuiswerken;2023;21
