ID;InkomensbronEersteJaar;InkomensbronTweedeJaar;Perioden;Koopkrachtontwikkeling_1;k_10ePercentiel_2;k_25ePercentiel_3;k_50ePercentiel_4;k_75ePercentiel_5;k_90ePercentiel_6;PercentageVanDeBevolking_7;PercentageVanCategorieIn1eJaar_8;PercentageMetInkomensdaling_9
1553;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2009;1.3;-13.0;-4.9;1.3;6.8;25.0;0;2;42.0
1554;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2010;-0.4;-22.0;-7.1;-0.4;4.2;22.0;1;2;57.0
1555;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2011;-1.3;-17.0;-4.8;-1.3;6.2;22.0;1;2;61.0
1556;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2012;-1.0;-18.0;-5.4;-1.0;4.2;20.0;1;2;61.0
1557;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2013;-1.6;-20.0;-6.1;-1.6;4.2;22.0;1;2;62.0
1558;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2014;1.3;-17.0;-3.6;1.3;8.5;23.0;1;3;36.0
1559;3 Overdrachtsinkomen;3.2.2 Sociale voorzieningen, overig;2015;0.1;-18.0;-4.7;0.1;4.2;17.0;1;3;47.0
1560;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2001;1.7;-18.0;-8.0;1.7;16.4;32.0;0;2;43.0
1561;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2002;0.2;-19.0;-7.1;0.2;12.6;33.0;0;2;49.0
1562;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2003;4.1;-16.0;-5.6;4.1;21.5;50.0;0;2;41.0
1563;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2004;0.1;-18.0;-8.9;0.1;10.0;29.0;1;2;50.0
1564;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2005;-0.4;-18.0;-9.1;-0.4;11.0;25.0;1;3;52.0
1565;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2006;7.5;-16.0;-2.2;7.5;18.6;39.0;1;3;29.0
1566;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2007;0.9;-23.0;-6.2;0.9;11.9;37.0;1;3;49.0
1567;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2008;1.6;-19.0;-5.8;1.6;14.2;24.0;1;2;41.0
1568;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2009;13.8;-33.0;-6.4;13.8;73.2;133.0;1;3;33.0
1569;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2010;1.4;-43.0;-20.7;1.4;32.0;123.0;1;3;47.0
1570;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2011;10.3;-37.0;-9.6;10.3;59.9;133.0;1;3;39.0
1571;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2012;-2.4;-58.0;-35.6;-2.4;25.8;101.0;1;2;54.0
1572;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2013;3.8;-40.0;-13.2;3.8;36.8;127.0;1;2;42.0
1573;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2014;2.4;-43.0;-13.5;2.4;39.7;131.0;1;2;44.0
1574;3 Overdrachtsinkomen;3.3 Overig overdrachtsinkomen;2015;-2.6;-48.0;-23.3;-2.6;14.6;45.0;1;2;54.0
1575;3.1 Uitkering inkomensverzekering;Totaal personen;2001;2.7;-10.0;-2.2;2.7;7.3;19.0;19;100;34.0
1576;3.1 Uitkering inkomensverzekering;Totaal personen;2002;1.5;-9.0;-0.9;1.5;5.1;16.0;19;100;30.0
1577;3.1 Uitkering inkomensverzekering;Totaal personen;2003;0.0;-11.0;-2.2;0.0;3.2;13.0;19;100;49.0
1578;3.1 Uitkering inkomensverzekering;Totaal personen;2004;0.0;-11.0;-2.7;0.0;3.2;13.0;20;100;49.0
1579;3.1 Uitkering inkomensverzekering;Totaal personen;2005;-0.8;-11.0;-3.5;-0.8;3.6;15.0;20;100;58.0
1580;3.1 Uitkering inkomensverzekering;Totaal personen;2006;1.3;-10.0;-2.8;1.3;6.0;18.0;21;100;39.0
1581;3.1 Uitkering inkomensverzekering;Totaal personen;2007;1.7;-8.0;-0.8;1.7;6.0;17.0;20;100;30.0
1582;3.1 Uitkering inkomensverzekering;Totaal personen;2008;0.7;-9.0;-1.8;0.7;5.2;16.0;20;100;41.0
1583;3.1 Uitkering inkomensverzekering;Totaal personen;2009;0.6;-11.0;-3.4;0.6;4.0;13.0;20;100;45.0
1584;3.1 Uitkering inkomensverzekering;Totaal personen;2010;-0.9;-14.0;-5.1;-0.9;1.4;11.0;20;100;65.0
1585;3.1 Uitkering inkomensverzekering;Totaal personen;2011;-1.5;-13.0;-4.4;-1.5;1.2;11.0;21;100;69.0
1586;3.1 Uitkering inkomensverzekering;Totaal personen;2012;-1.2;-12.0;-3.7;-1.2;1.6;11.0;21;100;67.0
1587;3.1 Uitkering inkomensverzekering;Totaal personen;2013;-3.0;-14.0;-6.2;-3.0;0.0;8.0;21;100;75.0
1588;3.1 Uitkering inkomensverzekering;Totaal personen;2014;0.8;-11.0;-2.1;0.8;3.5;14.0;22;100;40.0
1589;3.1 Uitkering inkomensverzekering;Totaal personen;2015;-0.1;-13.0;-3.1;-0.1;2.4;12.0;23;100;51.0
1590;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2001;16.0;-15.0;0.5;16.0;36.8;75.0;1;5;24.0
1591;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2002;13.8;-18.0;0.1;13.8;35.2;70.0;1;4;25.0
1592;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2003;10.4;-28.0;-6.0;10.4;37.2;70.0;1;4;32.0
1593;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2004;9.8;-25.0;-4.5;9.8;32.9;71.0;1;5;32.0
1594;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2005;9.8;-21.0;-3.5;9.8;34.1;69.0;1;5;32.0
1595;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2006;12.2;-17.0;-1.2;12.2;36.3;68.0;1;6;27.0
1596;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2007;12.2;-20.0;-1.0;12.2;35.4;70.0;1;5;26.0
1597;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2008;10.3;-24.0;-5.2;10.3;30.5;68.0;1;4;33.0
1598;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2009;8.8;-31.0;-4.7;8.8;29.6;63.0;1;3;31.0
1599;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2010;7.8;-32.0;-10.4;7.8;32.4;77.0;1;4;37.0
1600;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2011;7.7;-28.0;-5.1;7.7;30.5;64.0;1;5;34.0
1601;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2012;5.1;-34.0;-10.9;5.1;28.6;75.0;1;4;40.0
1602;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2013;4.2;-32.0;-9.2;4.2;27.0;69.0;1;4;41.0
1603;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2014;11.1;-26.0;-6.5;11.1;32.7;74.0;1;4;33.0
1604;3.1 Uitkering inkomensverzekering;1 Inkomen uit arbeid;2015;9.1;-38.0;-9.5;9.1;29.4;67.0;1;5;36.0
1605;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2001;15.1;-13.0;0.3;15.1;36.0;75.0;1;5;25.0
1606;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2002;13.7;-18.0;0.1;13.7;35.8;72.0;1;4;25.0
1607;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2003;10.4;-30.0;-6.6;10.4;33.1;67.0;1;4;32.0
1608;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2004;8.8;-25.0;-4.6;8.8;31.3;67.0;1;4;33.0
1609;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2005;9.7;-21.0;-3.5;9.7;33.1;69.0;1;5;32.0
1610;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2006;12.3;-17.0;-1.1;12.3;36.4;67.0;1;6;27.0
1611;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2007;11.9;-20.0;-1.1;11.9;33.1;68.0;1;5;26.0
1612;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2008;10.0;-26.0;-5.4;10.0;29.7;65.0;1;4;34.0
1613;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2009;8.8;-32.0;-5.1;8.8;28.7;62.0;1;3;32.0
1614;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2010;7.6;-32.0;-9.3;7.6;31.4;77.0;1;3;37.0
1615;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2011;7.0;-28.0;-5.5;7.0;28.2;61.0;1;4;35.0
1616;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2012;5.2;-35.0;-11.0;5.2;28.1;71.0;1;3;40.0
1617;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2013;4.0;-32.0;-9.4;4.0;26.4;66.0;1;3;42.0
1618;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2014;10.5;-26.0;-6.5;10.5;30.3;64.0;1;4;33.0
1619;3.1 Uitkering inkomensverzekering;1.1 Loon werknemer;2015;9.3;-38.0;-9.1;9.3;28.6;62.0;1;5;35.0
1620;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2001;;;;;;;0;0;
1621;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2002;;;;;;;0;0;
1622;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2003;;;;;;;0;0;
1623;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2004;;;;;;;0;0;
1624;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2005;;;;;;;0;0;
1625;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2006;;;;;;;0;0;
1626;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2007;;;;;;;0;0;
1627;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2008;;;;;;;0;0;
1628;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2009;;;;;;;0;0;
1629;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2010;;;;;;;0;0;
1630;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2011;;;;;;;0;0;
1631;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2012;;;;;;;0;0;
1632;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2013;;;;;;;0;0;
1633;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2014;;;;;;;0;0;
1634;3.1 Uitkering inkomensverzekering;1.2 Loon ambtenaar;2015;;;;;;;0;0;
1635;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2001;;;;;;;0;0;
1636;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2002;;;;;;;0;0;
1637;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2003;;;;;;;0;0;
1638;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2004;;;;;;;0;0;
1639;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2005;;;;;;;0;0;
1640;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2006;;;;;;;0;0;
1641;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2007;;;;;;;0;0;
1642;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2008;;;;;;;0;0;
1643;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2009;;;;;;;0;0;
1644;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2010;;;;;;;0;0;
1645;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2011;;;;;;;0;0;
1646;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2012;;;;;;;0;0;
1647;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2013;;;;;;;0;0;
1648;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2014;;;;;;;0;0;
1649;3.1 Uitkering inkomensverzekering;1.3 Overig inkomen uit arbeid;2015;;;;;;;0;0;
1650;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2001;41.7;-10.0;12.7;41.7;130.3;304.0;0;1;15.0
1651;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2002;38.6;-18.0;11.3;38.6;115.6;255.0;0;1;21.0
1652;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2003;12.0;-22.0;-6.5;12.0;52.1;136.0;0;1;36.0
1653;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2004;14.7;-21.0;-5.6;14.7;79.8;162.0;0;1;30.0
1654;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2005;32.1;-15.0;5.0;32.1;91.0;205.0;0;1;19.0
1655;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2006;28.2;-11.0;2.2;28.2;76.1;170.0;0;1;23.0
1656;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2007;66.8;-9.0;12.3;66.8;175.1;433.0;0;1;15.0
1657;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2008;23.6;-22.0;1.0;23.6;61.6;128.0;0;1;24.0
1658;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2009;32.6;-20.0;-1.5;32.6;111.9;169.0;0;1;27.0
1659;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2010;28.8;-19.0;0.7;28.8;110.5;254.0;0;1;25.0
1660;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2011;6.9;-26.0;-5.4;6.9;77.2;155.0;0;1;36.0
1661;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2012;23.2;-24.0;-3.6;23.2;86.3;204.0;0;1;31.0
1662;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2013;15.3;-31.0;-10.3;15.3;67.8;201.0;0;1;36.0
1663;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2014;52.5;-23.0;0.1;52.5;204.8;357.0;0;1;25.0
1664;3.1 Uitkering inkomensverzekering;2 Inkomen uit eigen onderneming;2015;9.4;-42.0;-7.7;9.4;36.1;116.0;0;1;37.0
1665;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2001;2.5;-10.0;-2.4;2.5;6.5;15.0;18;94;35.0
1666;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2002;1.5;-9.0;-0.9;1.5;4.4;13.0;18;95;30.0
1667;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2003;0.0;-10.0;-2.2;0.0;2.8;11.0;18;95;50.0
1668;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2004;0.0;-10.0;-2.6;0.0;2.7;11.0;19;94;50.0
1669;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2005;-0.9;-11.0;-3.5;-0.9;2.9;12.0;19;94;60.0
1670;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2006;1.1;-9.0;-2.8;1.1;5.1;14.0;19;93;40.0
1671;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2007;1.6;-8.0;-0.8;1.6;5.2;14.0;19;94;30.0
1672;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2008;0.6;-8.0;-1.8;0.6;4.7;13.0;19;95;42.0
1673;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2009;0.5;-10.0;-3.4;0.5;3.7;11.0;19;96;46.0
1674;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2010;-0.9;-14.0;-5.1;-0.9;1.0;9.0;19;95;66.0
1675;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2011;-1.5;-12.0;-4.3;-1.5;0.7;8.0;20;95;71.0
1676;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2012;-1.3;-11.0;-3.7;-1.3;1.2;9.0;20;95;68.0
1677;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2013;-3.0;-13.0;-6.2;-3.0;-0.3;7.0;20;95;77.0
1678;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2014;0.7;-10.0;-2.1;0.7;3.0;11.0;21;95;40.0
1679;3.1 Uitkering inkomensverzekering;3 Overdrachtsinkomen;2015;-0.1;-12.0;-3.0;-0.1;2.0;9.0;21;94;52.0
1680;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2001;2.5;-9.0;-2.3;2.5;6.4;15.0;18;93;34.0
1681;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2002;1.5;-9.0;-0.9;1.5;4.4;13.0;18;94;30.0
1682;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2003;0.0;-10.0;-2.1;0.0;2.8;11.0;18;94;50.0
1683;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2004;0.0;-10.0;-2.6;0.0;2.7;11.0;18;93;50.0
1684;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2005;-0.9;-10.0;-3.4;-0.9;2.9;12.0;19;93;60.0
1685;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2006;1.1;-9.0;-2.8;1.1;5.0;14.0;19;91;40.0
1686;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2007;1.6;-8.0;-0.8;1.6;5.2;14.0;19;93;30.0
1687;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2008;0.6;-8.0;-1.7;0.6;4.7;13.0;19;94;42.0
1688;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2009;0.5;-10.0;-3.3;0.5;3.7;11.0;19;95;46.0
1689;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2010;-0.9;-13.0;-5.0;-0.9;1.0;8.0;19;94;66.0
1690;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2011;-1.5;-12.0;-4.2;-1.5;0.7;8.0;19;94;71.0
1691;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2012;-1.2;-11.0;-3.6;-1.2;1.2;9.0;20;94;68.0
1692;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2013;-3.0;-13.0;-6.1;-3.0;-0.3;6.0;20;94;77.0
1693;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2014;0.7;-10.0;-1.9;0.7;3.0;11.0;20;93;40.0
1694;3.1 Uitkering inkomensverzekering;3.1 Uitkering inkomensverzekering;2015;-0.1;-11.0;-2.9;-0.1;2.0;9.0;21;93;52.0
1695;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2001;1.8;-17.0;-6.9;1.8;11.8;29.0;0;2;45.0
1696;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2002;0.7;-19.0;-7.0;0.7;8.5;22.0;0;2;46.0
1697;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2003;-1.3;-25.0;-10.3;-1.3;7.5;23.0;0;3;56.0
1698;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2004;-0.5;-24.0;-10.0;-0.5;9.9;26.0;1;4;51.0
1699;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2005;-0.7;-22.0;-9.4;-0.7;7.7;19.0;1;4;52.0
1700;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2006;2.3;-16.0;-6.6;2.3;12.8;31.0;1;3;41.0
1701;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2007;1.6;-18.0;-7.1;1.6;10.3;21.0;1;3;42.0
1702;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2008;1.0;-22.0;-9.0;1.0;8.3;20.0;0;2;46.0
1703;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2009;-0.4;-24.0;-10.6;-0.4;5.5;17.0;0;2;52.0
1704;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2010;-2.1;-27.0;-12.4;-2.1;6.0;19.0;0;2;56.0
1705;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2011;-2.2;-26.0;-12.4;-2.2;3.9;15.0;0;2;59.0
1706;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2012;-2.1;-22.0;-11.4;-2.1;3.8;12.0;0;2;59.0
1707;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2013;-2.8;-25.0;-13.1;-2.8;4.6;15.0;0;2;59.0
1708;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2014;-1.1;-25.0;-10.1;-1.1;7.2;19.0;1;3;54.0
1709;3.1 Uitkering inkomensverzekering;3.1.1 Uitkering werkloosheid;2015;-1.3;-34.0;-14.5;-1.3;6.2;21.0;1;3;54.0
1710;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2001;3.7;-12.0;-1.1;3.7;10.0;22.0;3;14;28.0
1711;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2002;1.6;-13.0;-1.9;1.6;7.6;19.0;3;14;33.0
1712;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2003;0.2;-15.0;-3.8;0.2;5.5;15.0;3;14;49.0
1713;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2004;-0.2;-14.0;-4.4;-0.2;5.7;17.0;3;13;52.0
1714;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2005;-0.9;-15.0;-5.4;-0.9;5.3;17.0;3;13;56.0
1715;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2006;1.9;-13.0;-4.0;1.9;8.5;19.0;2;12;39.0
1716;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2007;3.3;-11.0;-1.8;3.3;9.3;20.0;2;11;31.0
1717;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2008;1.8;-12.0;-2.9;1.8;7.4;18.0;2;11;38.0
1718;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2009;0.7;-14.0;-5.1;0.7;5.8;14.0;2;11;46.0
1719;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2010;-0.2;-14.0;-5.1;-0.2;4.0;14.0;2;11;54.0
1720;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2011;-1.2;-15.0;-5.6;-1.2;3.4;13.0;2;11;62.0
1721;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2012;-1.2;-15.0;-5.4;-1.2;3.3;14.0;2;11;63.0
1722;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2013;-1.8;-16.0;-6.8;-1.8;2.0;12.0;2;11;67.0
1723;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2014;1.1;-12.0;-3.1;1.1;5.8;18.0;2;11;39.0
1724;3.1 Uitkering inkomensverzekering;3.1.2 Uitkering ziekte/arbeidsongeschikt;2015;0.4;-15.0;-4.1;0.4;5.6;17.0;2;10;46.0
1725;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2001;2.4;-9.0;-2.4;2.4;5.8;13.0;15;77;35.0
1726;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2002;1.4;-8.0;-0.7;1.4;4.0;11.0;15;78;29.0
1727;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2003;0.0;-8.0;-1.8;0.0;2.4;9.0;15;78;50.0
1728;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2004;0.0;-8.0;-2.3;0.0;2.4;9.0;15;76;50.0
1729;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2005;-0.9;-9.0;-3.1;-0.9;2.4;10.0;15;76;61.0
1730;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2006;1.1;-8.0;-2.5;1.1;4.3;12.0;16;76;40.0
1731;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2007;1.5;-7.0;-0.6;1.5;4.6;12.0;16;79;29.0
1732;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2008;0.5;-7.0;-1.6;0.5;4.2;12.0;16;81;42.0
1733;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2009;0.5;-9.0;-3.1;0.5;3.5;10.0;16;83;46.0
1734;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2010;-1.0;-13.0;-4.8;-1.0;0.7;7.0;17;82;68.0
1735;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2011;-1.5;-11.0;-4.0;-1.5;0.4;7.0;17;81;72.0
1736;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2012;-1.2;-10.0;-3.3;-1.2;0.9;8.0;17;81;69.0
1737;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2013;-3.2;-12.0;-6.0;-3.2;-0.5;5.0;17;81;79.0
1738;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2014;0.7;-9.0;-1.7;0.7;2.7;10.0;17;80;39.0
1739;3.1 Uitkering inkomensverzekering;3.1.3 Uitkering ouderdom/nabestaanden;2015;-0.1;-10.0;-2.7;-0.1;1.7;7.0;18;80;52.0
1740;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2001;2.4;-33.0;-17.1;2.4;13.2;33.0;0;1;45.0
1741;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2002;0.5;-34.0;-12.6;0.5;16.2;35.0;0;1;49.0
1742;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2003;-5.0;-36.0;-22.5;-5.0;7.0;29.0;0;1;63.0
1743;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2004;-0.5;-39.0;-17.0;-0.5;13.6;33.0;0;1;55.0
1744;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2005;-7.3;-38.0;-24.4;-7.3;6.9;32.0;0;1;64.0
1745;3.1 Uitkering inkomensverzekering;3.2 Uitkering sociale voorzieningen;2006;4.7;-24.0;-5.7;4.7;18.2;35.0;0;1;40.0
