ID;TypeOfSelfEmployment;BranchesSIC2008;PersonCharacteristics;Sex;Periods;SelfEmployedPersons_1;AveragePersonalIncome_2;MedianPersonalIncome_3;AverageSelfEmployedIncome_4;MedianSelfEmployedIncome_5;AverageEquivalisedIncome_6;MedianEquivalisedIncome_7;SelfEmployedWithCompanyCapital_8;MedianWealth_9;MedianCompanyCapital_10;SelfEmployedPersons_11;AveragePersonalIncome_12;MedianPersonalIncome_13;AverageSelfEmployedIncome_14;MedianSelfEmployedIncome_15;AverageEquivalisedIncome_16;MedianEquivalisedIncome_17;SelfEmployedPersonsWithCompCapital_18;MedianWealth_19;MedianCompanyCapital_20
6173;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2009;8.3;42.1;32.2;30.3;21.0;37.1;31.4;7.8;395.0;47.8;16.2;36.8;27.6;17.2;8.2;32.1;26.7;13.6;350.3;34.7
6174;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2010;9.3;44.6;33.5;32.5;21.7;38.7;31.9;;;;18.5;39.0;28.8;18.4;8.5;33.3;27.1;;;
6175;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2011;8.1;44.4;32.9;32.3;20.8;44.2;35.5;7.8;373.9;51.2;17.3;38.1;28.1;17.1;7.5;37.9;30.2;14.8;333.6;37.2
6176;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2012;9.2;42.8;31.5;30.3;20.0;44.4;34.9;8.8;355.1;53.0;20.3;37.6;28.0;15.8;6.5;38.3;30.2;16.9;315.7;36.9
6177;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2013;10.1;41.6;31.3;28.9;19.6;42.4;34.1;9.8;324.9;52.9;21.4;37.2;28.0;15.9;7.1;37.1;30.1;18.5;294.1;39.3
6178;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2014;10.9;42.8;31.9;30.1;20.1;47.7;35.5;10.5;322.5;52.8;22.8;38.3;28.5;17.0;7.8;42.7;31.2;20.0;286.5;38.4
6179;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2015;11.6;44.4;33.9;31.3;21.5;44.5;36.2;11.2;317.4;52.8;24.1;39.0;29.0;17.9;8.2;38.5;31.3;20.9;281.1;38.5
6180;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2016;12.1;44.5;33.5;31.8;21.5;45.5;37.3;11.9;322.4;55.4;25.0;39.1;29.1;18.3;8.4;39.7;32.2;21.7;282.1;41.7
6181;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2017;12.8;44.4;33.0;32.4;21.4;46.1;37.5;12.5;324.1;53.8;25.8;46.0;29.5;19.4;9.0;44.1;32.8;22.4;294.2;42.6
6182;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2018;14.2;45.4;34.0;33.9;22.4;47.0;37.6;13.9;348.3;58.1;26.2;40.5;30.3;21.0;10.2;41.8;33.4;23.4;324.1;44.8
6183;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2019;14.9;45.9;33.6;34.7;22.5;52.5;38.5;14.4;372.7;63.4;27.2;41.2;30.6;21.6;10.3;47.1;34.6;23.9;346.3;48.5
6184;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2020;14.7;46.7;35.0;35.9;23.5;50.8;40.7;14.3;401.1;68.3;27.3;41.3;30.7;21.8;10.0;45.3;35.7;24.2;367.6;50.9
6185;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2021;15.7;50.4;38.3;38.9;26.3;52.5;43.8;15.2;439.0;71.7;27.8;44.5;33.3;24.6;12.0;47.1;38.4;24.8;410.0;53.5
6186;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2022;16.5;53.4;39.6;42.5;27.7;57.3;44.9;16.0;517.2;81.7;28.2;47.1;35.1;27.6;13.4;51.0;40.2;25.1;490.3;62.6
6187;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Total male and female;2023;18.1;55.8;43.1;44.0;31.1;62.1;47.3;17.5;542.1;91.6;30.0;50.4;38.8;29.6;15.6;56.1;43.3;26.5;508.6;72.4
6188;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2007;5.1;50.8;38.6;39.2;25.5;40.6;31.1;4.5;424.5;54.5;10.2;41.9;30.9;21.8;10.2;34.7;26.6;8.0;382.2;37.0
6189;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2008;5.6;50.8;39.8;38.5;26.4;39.3;32.0;5.1;416.2;55.9;11.4;43.1;32.4;21.2;10.4;33.9;27.5;9.0;374.5;35.6
6190;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2009;5.6;49.1;39.1;35.8;25.6;37.8;31.9;5.3;400.3;53.1;12.1;40.9;31.2;18.8;9.5;31.9;26.6;10.1;347.0;34.2
6191;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2010;6.4;52.2;40.6;38.6;26.5;39.8;32.4;;;;13.8;43.4;32.6;20.2;9.9;33.5;27.1;;;
6192;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2011;5.5;50.4;39.4;37.1;25.6;44.9;36.0;5.3;382.5;56.0;13.0;41.4;31.4;18.0;8.5;38.0;30.1;11.0;331.7;36.7
6193;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2012;6.2;49.1;38.5;35.4;24.8;45.1;35.7;5.9;362.0;56.4;15.2;41.2;31.5;16.8;7.6;38.3;30.2;12.6;314.6;36.2
6194;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2013;6.8;47.9;38.1;33.8;24.4;42.9;34.9;6.6;322.1;54.1;15.8;41.0;31.5;17.1;8.3;37.1;30.1;13.8;291.2;38.0
6195;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2014;7.3;49.6;39.1;35.7;24.9;48.7;36.4;7.1;321.3;55.1;16.8;42.4;32.1;18.7;9.2;43.0;31.2;14.8;281.9;36.7
6196;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2015;7.8;51.4;40.6;37.0;26.3;45.3;36.9;7.5;316.1;55.9;17.7;43.2;32.8;19.6;9.7;38.6;31.2;15.5;277.1;37.4
6197;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2016;8.2;51.7;40.1;37.9;26.4;46.9;38.1;8.0;322.0;57.7;18.3;43.5;32.8;20.4;10.0;40.2;32.3;16.0;276.5;40.4
6198;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2017;8.7;51.3;39.2;38.2;26.1;46.1;38.2;8.5;321.3;52.9;18.8;52.3;32.9;21.7;10.6;45.0;32.9;16.5;291.1;41.3
6199;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2018;9.8;51.9;40.0;39.4;27.1;48.4;38.1;9.6;349.9;59.4;19.1;44.8;34.1;23.3;12.0;42.4;33.5;17.3;322.0;43.5
6200;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2019;10.3;52.1;39.4;40.1;27.0;54.7;39.1;10.0;376.2;65.0;19.9;45.5;34.1;23.9;12.1;48.2;34.6;17.6;343.0;47.2
6201;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2020;10.3;52.8;41.1;41.5;28.3;51.3;41.3;10.0;404.9;69.9;19.9;45.4;34.3;24.2;11.6;45.5;35.7;17.9;365.4;49.6
6202;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2021;11.0;56.9;44.7;44.7;31.2;53.6;44.5;10.7;439.9;73.8;20.3;48.9;37.1;27.3;14.1;47.2;38.5;18.2;407.4;53.1
6203;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2022;11.7;60.0;45.8;48.6;32.6;58.9;45.5;11.3;515.2;84.2;20.6;51.8;39.4;30.6;15.8;51.6;40.2;18.4;486.8;61.9
6204;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Male;2023;12.9;62.7;50.0;50.2;36.5;64.9;48.0;12.5;541.5;95.9;21.7;55.8;43.6;33.3;18.9;57.7;43.5;19.4;508.6;72.5
6205;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2007;2.2;28.9;20.7;21.0;12.5;37.8;30.0;2.0;423.4;43.3;3.3;25.9;18.7;14.5;6.0;34.3;27.0;2.7;399.8;40.0
6206;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2008;2.5;30.1;21.0;22.0;12.9;38.2;31.7;2.3;425.6;46.0;3.7;27.1;19.3;15.2;6.3;34.8;28.3;3.1;398.0;41.2
6207;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2009;2.6;27.0;19.2;18.5;11.2;35.6;30.3;2.5;387.0;39.0;4.1;24.8;18.5;12.6;5.7;32.4;27.3;3.5;359.8;35.9
6208;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2010;3.0;28.1;20.3;19.2;12.0;36.2;30.5;;;;4.7;25.8;19.2;13.0;5.7;32.9;27.5;;;
6209;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2011;2.6;32.0;21.1;22.4;11.7;42.8;34.5;2.5;362.6;43.5;4.4;28.2;19.6;14.5;5.1;37.8;30.6;3.7;338.3;38.7
6210;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2012;3.0;30.0;19.5;19.9;10.0;43.0;33.5;2.9;347.1;45.1;5.2;26.8;18.9;12.7;4.3;38.5;30.2;4.3;319.1;38.8
6211;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2013;3.3;28.8;18.9;18.9;9.4;41.2;32.6;3.2;328.3;50.2;5.5;26.4;19.0;12.3;4.4;37.0;29.8;4.8;303.0;43.6
6212;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2014;3.6;29.0;19.8;18.6;10.0;45.8;34.1;3.5;325.1;49.0;6.0;26.9;19.8;12.4;4.9;41.7;31.1;5.1;298.9;43.2
6213;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2015;3.8;30.0;20.9;19.7;11.1;42.9;34.7;3.7;320.4;47.0;6.4;27.4;20.2;13.0;5.1;38.2;31.3;5.4;289.9;41.3
6214;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2016;3.9;29.4;21.4;19.0;11.6;42.6;35.6;3.8;323.5;52.4;6.7;27.1;20.6;12.5;5.3;38.5;31.8;5.7;293.3;44.4
6215;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2017;4.1;29.8;21.5;20.0;11.8;46.3;35.9;4.0;329.1;55.3;7.0;28.7;20.8;13.2;5.5;41.7;32.7;5.9;301.8;46.8
6216;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2018;4.4;31.0;22.0;21.6;12.8;44.0;36.0;4.3;344.4;55.2;7.1;28.8;21.7;14.7;6.4;40.4;33.3;6.2;329.9;47.6
6217;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2019;4.5;31.7;22.0;22.4;12.8;47.5;37.4;4.4;368.3;60.4;7.3;29.5;22.1;15.2;6.4;43.9;34.6;6.3;353.7;52.2
6218;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2020;4.5;32.5;23.0;23.0;13.7;49.6;39.1;4.3;395.0;64.2;7.3;30.2;22.7;15.4;6.4;44.7;35.7;6.4;372.5;53.7
6219;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2021;4.7;35.2;25.4;25.5;15.7;49.7;42.4;4.6;436.9;67.8;7.6;32.6;24.3;17.4;7.5;46.8;38.4;6.6;416.7;54.5
6220;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2022;4.9;37.5;26.2;28.0;16.8;53.4;43.3;4.7;519.2;75.6;7.7;34.4;25.4;19.4;8.5;49.4;40.2;6.7;501.0;64.1
6221;Self-employed;G-I Trade, transport, hotels, catering;Age: 65 to 74 years;Female;2023;5.2;38.7;27.9;28.6;18.2;55.0;45.7;5.0;543.3;84.2;8.3;36.4;27.7;19.9;9.1;51.9;42.7;7.1;508.5;72.3
6222;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2007;195.8;35.2;28.4;34.5;27.5;31.2;26.4;180.6;254.0;41.8;237.7;34.7;28.0;28.8;21.2;30.4;25.8;211.6;242.1;35.3
6223;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2008;195.4;35.4;28.6;34.8;27.9;29.7;26.6;182.6;245.5;42.2;240.0;35.2;28.5;28.8;21.2;29.2;26.0;215.7;233.0;34.9
6224;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2009;192.3;32.8;26.6;32.1;26.0;27.8;25.7;185.3;219.8;38.7;236.6;32.8;27.0;26.5;19.6;27.5;25.3;220.2;207.5;32.1
6225;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2010;200.8;34.5;27.3;33.6;26.4;28.8;25.9;;;;253.2;34.4;27.6;27.0;19.3;28.3;25.4;;;
6226;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2011;203.7;34.9;28.1;34.7;27.3;33.4;29.4;193.5;206.3;39.5;259.5;34.8;28.3;27.6;19.7;32.6;28.7;234.7;189.9;31.8
6227;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2012;200.9;33.7;26.8;33.2;26.0;32.8;28.8;191.2;186.9;39.4;259.1;33.9;27.6;26.1;18.1;32.2;28.3;233.3;172.7;31.9
6228;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2013;196.7;33.8;26.6;33.1;25.6;32.1;28.6;187.9;161.1;39.6;251.5;34.2;27.4;26.4;18.2;31.7;28.2;229.2;147.7;32.0
6229;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2014;196.4;36.0;28.7;35.2;27.5;37.4;30.4;187.2;156.0;38.6;251.4;36.1;28.9;28.1;19.5;36.5;29.9;228.4;142.2;31.3
6230;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2015;196.7;38.0;30.2;37.1;29.0;35.3;31.4;185.9;163.8;40.6;253.3;37.6;30.1;29.5;20.4;34.6;30.7;227.5;147.2;32.7
6231;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2016;195.6;39.6;32.2;38.7;30.8;38.0;33.4;186.0;173.6;44.5;251.8;38.9;31.6;30.8;21.6;36.9;32.5;227.4;156.3;35.7
6232;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2017;193.6;41.1;33.0;39.8;31.6;39.6;34.5;184.1;189.4;47.7;251.7;42.4;32.5;31.9;22.3;39.6;33.7;227.3;173.8;39.5
6233;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2018;194.2;42.9;34.8;41.9;33.3;41.6;35.4;185.3;219.0;53.5;249.4;41.9;33.9;33.5;23.7;40.3;34.5;227.0;199.4;43.1
6234;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2019;192.6;43.8;35.4;42.7;33.8;46.5;36.9;182.8;245.2;59.3;255.1;42.3;34.1;33.1;22.7;44.6;35.8;226.0;220.2;47.8
6235;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2020;186.9;46.0;37.5;44.0;34.9;46.5;39.4;177.9;278.5;66.0;254.9;43.6;35.2;33.2;21.4;44.2;37.8;225.2;245.3;51.7
6236;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2021;;;;;;;;;;;;;;;;;;;;
6237;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2022;;;;;;;;;;;;;;;;;;;;
6238;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Total male and female;2023;;;;;;;;;;;;;;;;;;;;
6239;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2007;123.5;42.0;35.6;41.5;35.4;31.2;26.3;114.3;250.4;43.1;151.3;41.1;34.6;34.3;27.6;30.4;25.7;135.0;240.3;35.4
6240;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2008;123.7;42.2;35.9;41.8;35.8;29.6;26.5;116.1;242.4;44.1;153.4;41.6;35.2;34.3;27.5;29.1;25.9;138.2;231.6;35.4
6241;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2009;122.6;38.9;33.3;38.5;33.2;27.6;25.5;118.8;215.6;40.1;151.7;38.7;33.1;31.5;25.4;27.3;25.1;142.0;205.8;32.3
6242;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2010;129.0;41.0;34.3;40.3;34.0;28.8;25.8;;;;163.2;40.6;34.0;32.4;25.0;28.3;25.3;;;
6243;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2011;131.0;41.6;35.3;41.8;35.1;33.5;29.4;125.3;206.1;41.4;167.3;41.1;34.7;33.1;25.7;32.8;28.7;152.5;192.1;32.7
6244;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2012;129.9;40.1;33.7;40.1;33.3;33.0;28.9;124.3;185.6;41.4;168.1;40.1;33.8;31.4;23.9;32.5;28.4;152.3;174.6;32.9
6245;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2013;127.9;40.3;33.5;39.8;32.9;32.2;28.6;122.8;160.2;41.9;163.8;40.4;33.6;31.7;23.8;32.0;28.3;150.3;149.7;33.2
6246;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2014;128.3;42.6;35.7;42.2;35.0;37.9;30.5;123.0;155.4;40.7;163.8;42.5;35.2;33.8;25.7;37.0;29.9;150.2;144.6;32.6
6247;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2015;128.2;44.8;37.8;44.3;37.0;35.4;31.5;121.9;164.7;43.2;164.4;44.1;36.8;35.4;26.9;34.7;30.7;149.3;150.5;34.2
6248;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2016;127.9;46.4;39.7;45.8;39.0;38.3;33.6;122.6;174.7;47.3;163.7;45.3;38.3;36.7;28.6;37.3;32.6;149.6;159.4;37.4
6249;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2017;126.4;48.2;40.5;47.1;39.7;39.6;34.7;121.0;189.8;50.6;163.5;50.0;39.4;38.1;29.4;40.0;33.8;149.3;177.4;41.7
6250;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2018;128.0;49.7;42.3;49.0;41.6;42.0;35.5;122.6;221.0;57.1;163.0;48.4;40.8;39.5;30.7;40.6;34.5;149.6;202.9;45.3
6251;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2019;127.7;50.5;43.0;49.8;42.3;47.6;37.0;121.6;247.3;63.2;167.0;48.8;41.0;39.1;29.9;45.6;36.0;149.3;224.2;50.0
6252;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2020;124.8;52.6;44.9;51.0;43.6;46.9;39.4;119.2;281.1;70.0;168.0;49.8;41.8;38.9;28.3;44.6;37.8;149.8;250.0;54.1
6253;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2021;;;;;;;;;;;;;;;;;;;;
6254;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2022;;;;;;;;;;;;;;;;;;;;
6255;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Male;2023;;;;;;;;;;;;;;;;;;;;
6256;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2007;72.3;23.5;18.5;22.6;17.4;31.2;26.6;66.4;259.8;39.7;86.4;23.4;18.9;19.2;13.4;30.4;26.0;76.5;245.3;35.2
6257;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2008;71.6;23.7;18.8;22.8;17.7;29.9;26.8;66.5;251.0;39.1;86.6;23.7;19.3;19.1;13.3;29.3;26.3;77.5;235.4;34.0
6258;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2009;69.6;22.0;17.8;20.8;16.6;28.1;26.0;66.5;227.4;36.6;84.9;22.3;18.7;17.4;12.3;27.7;25.6;78.1;210.3;31.6
6259;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2010;71.8;22.8;17.9;21.5;16.6;28.8;26.0;;;;90.1;23.0;18.9;17.4;11.8;28.3;25.5;;;
6260;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2011;72.7;22.9;18.0;21.9;16.9;33.1;29.4;68.2;206.6;36.1;92.2;23.2;19.3;17.6;11.6;32.2;28.7;82.2;186.0;30.1
6261;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2012;71.0;21.8;17.1;20.6;15.8;32.4;28.7;66.9;189.2;36.2;90.9;22.5;18.7;16.4;10.4;31.6;28.2;81.1;169.2;30.1
6262;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2013;68.7;21.8;16.8;20.4;15.4;31.8;28.4;65.1;162.6;35.7;87.7;22.7;18.6;16.3;10.4;31.3;28.1;79.0;144.4;30.0
6263;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2014;68.1;23.5;18.0;22.0;16.7;36.5;30.2;64.2;157.3;34.6;87.6;24.3;19.8;17.5;11.0;35.5;29.7;78.1;137.8;28.9
6264;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2015;68.5;25.2;19.2;23.6;17.7;35.0;31.2;64.0;162.0;36.0;88.8;25.6;20.5;18.7;11.5;34.3;30.7;78.3;141.5;30.0
6265;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2016;67.7;26.6;20.3;25.1;18.8;37.5;33.1;63.4;171.6;39.3;88.1;26.8;21.6;19.8;12.1;36.4;32.4;77.8;150.9;32.6
6266;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2017;67.2;27.9;21.1;26.1;19.5;39.5;34.3;63.1;188.6;42.6;88.2;28.3;22.3;20.6;12.6;38.7;33.5;77.9;167.7;35.7
6267;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2018;66.2;29.7;22.5;28.0;20.8;41.0;35.2;62.7;215.0;47.0;86.4;29.5;23.5;22.1;13.8;39.7;34.4;77.4;193.1;39.3
6268;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2019;64.9;30.4;23.1;28.6;21.1;44.4;36.5;61.2;240.8;52.1;88.1;29.9;23.9;21.8;12.9;42.7;35.5;76.6;213.3;43.7
6269;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2020;62.1;32.7;25.0;30.0;21.9;45.7;39.4;58.7;273.2;58.3;86.9;31.7;25.3;22.2;12.2;43.4;37.7;75.4;236.6;47.3
6270;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2021;;;;;;;;;;;;;;;;;;;;
6271;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2022;;;;;;;;;;;;;;;;;;;;
6272;Self-employed;G-I Trade, transport, hotels, catering;Background: Netherlands;Female;2023;;;;;;;;;;;;;;;;;;;;
6273;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2007;17.4;32.3;24.1;30.9;22.9;29.7;24.5;15.6;163.3;23.6;21.4;32.3;24.5;25.5;17.1;29.1;24.1;18.6;152.8;19.2
6274;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2008;17.6;32.3;24.3;31.2;23.3;28.3;24.8;16.1;152.8;22.9;21.9;32.7;24.9;25.5;17.0;27.9;24.4;19.3;143.7;18.8
6275;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2009;17.6;29.3;22.2;28.0;21.2;26.0;23.6;16.8;122.3;19.2;21.9;30.1;23.4;22.9;15.5;26.0;23.5;20.2;114.8;15.9
6276;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2010;18.6;30.8;22.5;29.2;21.3;26.9;23.6;;;;23.8;31.3;23.9;23.2;15.0;26.7;23.5;;;
6277;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2011;19.3;31.2;23.6;30.2;22.1;31.0;26.9;17.8;106.3;18.3;24.8;31.5;24.6;23.6;15.2;30.2;26.5;21.7;97.4;15.3
6278;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2012;19.5;29.9;21.8;28.8;20.7;30.2;26.1;17.9;88.0;19.2;25.1;30.9;23.6;22.6;14.1;29.9;26.0;21.8;79.6;16.0
6279;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2013;19.3;29.8;21.7;28.4;20.5;29.4;25.7;17.8;65.1;18.5;24.6;30.9;23.5;22.7;14.3;29.4;25.7;21.7;58.7;15.4
6280;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2014;19.6;31.5;22.9;30.1;21.7;33.8;27.2;18.0;61.3;18.2;24.9;32.6;24.3;24.2;15.0;33.6;27.1;21.9;54.5;15.4
6281;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2015;20.1;33.3;24.0;31.9;22.7;32.7;28.2;18.1;67.9;19.3;25.7;33.9;25.2;25.4;15.7;32.3;28.0;21.9;59.3;16.2
6282;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2016;20.2;34.0;25.3;32.5;24.0;34.4;29.7;18.3;72.1;21.1;26.1;35.5;26.3;25.8;16.3;34.2;29.3;22.4;63.0;17.3
6283;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2017;20.6;35.1;25.9;33.4;24.2;36.4;30.5;18.8;85.8;21.7;26.6;36.8;27.0;26.9;16.7;36.4;30.3;23.0;78.6;18.6
6284;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2018;20.9;37.0;27.7;35.4;26.2;37.7;31.7;19.1;107.0;24.8;26.8;36.8;28.2;28.3;18.5;36.6;31.0;23.2;95.6;20.1
6285;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2019;21.5;36.9;28.0;35.2;26.1;41.4;32.4;19.3;123.0;26.7;28.8;36.5;28.2;27.2;17.0;39.8;31.9;23.6;106.4;21.9
6286;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2020;20.9;37.5;28.4;34.5;24.7;40.2;33.9;18.9;141.9;29.2;29.5;36.3;27.7;25.4;13.9;38.4;32.8;24.0;117.4;22.7
6287;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2021;;;;;;;;;;;;;;;;;;;;
6288;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2022;;;;;;;;;;;;;;;;;;;;
6289;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Total male and female;2023;;;;;;;;;;;;;;;;;;;;
6290;Self-employed;G-I Trade, transport, hotels, catering;Background: western;Male;2007;10.4;38.9;30.5;37.5;29.4;29.7;24.5;9.3;152.2;23.0;12.9;38.6;30.3;30.6;22.0;29.1;24.0;11.2;144.0;18.7
