ID;BedrijfstakkenBranchesSBI2008;Seizoencorrectie;Marges;Perioden;OmzetAfgelopen3Maanden_1;OmzetKomende3Maanden_2;VerkoopprTarievenKomende3Mnd_3;InkoopordersKomende3Mnd_4;PersoneelssterkteAfgelopen3Mnd_5;PersoneelssterkteKomende3Mnd_6;InvesteringenVerslagjaar_7;EconomischKlimaatAfgelopen3Mnd_8;EconomischKlimaatKomende3Mnd_9;WinstgevendheidAfgelopen3Mnd_10
165;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 juli;;;;;;;;;;
166;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 augustus;;;;;;;;;;
167;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 september;;;;;;;;;;
168;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 oktober;;;;;;;;;;
169;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 november;;;;;;;;;;
170;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2012 december;;;;;;;;;;
171;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 januari;;;;;;;;;;
172;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 februari;;;;;;;;;;
173;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 maart;;;;;;;;;;
174;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 april;;;;;;;;;;
175;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 mei;;;;;;;;;;
176;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 juni;;;;;;;;;;
177;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 juli;;;;;;;;;;
178;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 augustus;;;;;;;;;;
179;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 september;;;;;;;;;;
180;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 oktober;;;;;;;;;;
181;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 november;;;;;;;;;;
182;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2013 december;;;;;;;;;;
183;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 januari;10.0;-8.0;10.4;-7.5;-13.1;-14.6;-8.0;-6.9;-0.8;-3.4
184;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 februari;;;;;;;;;;
185;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 maart;;;;;;;;;;
186;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 april;-3.4;15.9;1.5;5.2;-9.1;-3.6;-3.5;-2.5;6.9;-6.9
187;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 mei;;;;;;;;;;
188;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 juni;;;;;;;;;;
189;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 juli;9.2;-4.2;-2.0;-3.9;-3.1;-6.8;-4.2;-2.6;1.0;-4.0
190;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 augustus;;;;;;;;;;
191;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 september;;;;;;;;;;
192;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 oktober;-2.7;14.7;1.2;1.5;-1.8;-8.2;-0.7;-4.1;1.7;-7.8
193;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 november;;;;;;;;;;
194;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2014 december;;;;;;;;;;
195;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 januari;17.9;-4.0;8.7;-2.6;-5.7;-7.6;0.0;-0.3;1.3;1.9
196;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 februari;;;;;;;;;;
197;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 maart;;;;;;;;;;
198;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 april;2.4;18.5;2.5;9.0;-4.5;1.3;0.2;2.7;7.5;-4.7
199;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 mei;;;;;;;;;;
200;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 juni;;;;;;;;;;
201;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 juli;20.5;0.6;3.3;0.8;0.9;-0.4;1.8;7.2;4.7;4.5
202;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 augustus;;;;;;;;;;
203;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 september;;;;;;;;;;
204;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 oktober;0.9;18.0;6.6;6.8;2.1;0.8;5.0;5.3;7.2;0.5
205;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 november;;;;;;;;;;
206;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2015 december;;;;;;;;;;
207;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 januari;23.2;1.0;13.8;2.1;1.4;-0.3;5.9;8.3;6.6;9.5
208;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 februari;;;;;;;;;;
209;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 maart;;;;;;;;;;
210;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 april;4.5;22.0;5.0;10.1;2.2;6.9;5.8;4.2;7.7;0.8
211;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 mei;;;;;;;;;;
212;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 juni;;;;;;;;;;
213;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 juli;16.7;5.0;3.8;3.1;7.9;3.5;8.1;5.7;3.3;4.9
214;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 augustus;;;;;;;;;;
215;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 september;;;;;;;;;;
216;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 oktober;5.3;21.8;7.2;10.8;8.7;3.8;9.7;7.5;8.6;3.5
217;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 november;;;;;;;;;;
218;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2016 december;;;;;;;;;;
219;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 januari;27.3;6.0;18.1;5.9;8.2;6.5;8.7;14.9;11.0;13.0
220;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 februari;;;;;;;;;;
221;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 maart;;;;;;;;;;
222;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 april;14.1;26.5;7.5;15.0;8.8;14.0;8.5;12.9;14.4;5.8
223;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 mei;;;;;;;;;;
224;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 juni;;;;;;;;;;
225;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 juli;24.6;9.1;8.3;6.7;14.4;12.6;9.0;14.3;8.7;9.3
226;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 augustus;;;;;;;;;;
227;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 september;;;;;;;;;;
228;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 oktober;8.7;25.4;13.1;15.0;12.4;12.4;8.2;12.9;12.6;6.9
229;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 november;;;;;;;;;;
230;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2017 december;;;;;;;;;;
231;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 januari;28.4;10.4;25.0;10.5;14.4;13.9;8.7;17.9;12.5;15.5
232;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 februari;;;;;;;;;;
233;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 maart;;;;;;;;;;
234;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 april;8.8;28.6;10.4;16.3;12.4;18.8;10.3;12.5;13.7;4.3
235;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 mei;;;;;;;;;;
236;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 juni;;;;;;;;;;
237;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 juli;23.8;8.6;11.5;5.6;17.4;15.8;9.3;12.4;7.8;10.0
238;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 augustus;;;;;;;;;;
239;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 september;;;;;;;;;;
240;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 oktober;7.6;23.5;14.3;11.6;13.1;13.3;10.5;6.1;8.3;0.7
241;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 november;;;;;;;;;;
242;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2018 december;;;;;;;;;;
243;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 januari;20.9;6.6;30.6;5.3;10.9;10.4;6.3;4.5;1.0;7.5
244;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 februari;;;;;;;;;;
245;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 maart;;;;;;;;;;
246;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 april;6.8;24.9;9.9;11.8;9.9;16.5;7.3;0.2;4.5;1.6
247;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 mei;;;;;;;;;;
248;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 juni;;;;;;;;;;
249;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 juli;21.3;4.0;6.8;1.8;10.9;10.0;6.3;1.1;0.0;5.8
250;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 augustus;;;;;;;;;;
251;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 september;;;;;;;;;;
252;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 oktober;2.8;14.1;9.5;4.2;5.9;6.4;4.1;-6.1;-4.9;-2.5
253;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 november;;;;;;;;;;
254;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2019 december;;;;;;;;;;
255;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 januari;15.8;0.2;25.0;2.9;5.6;8.1;3.2;-1.8;-2.0;4.1
256;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 februari;;;;;;;;;;
257;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 maart;;;;;;;;;;
258;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 april;-20.2;-56.8;-8.2;-50.5;-6.9;-25.0;-37.8;-36.2;-66.4;-29.6
259;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 mei;;;;;;;;;;
260;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 juni;;;;;;;;;;
261;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 juli;-27.3;-1.0;-0.6;-5.6;-17.3;-5.3;-25.3;-40.8;-6.1;-36.7
262;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 augustus;;;;;;;;;;
263;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 september;;;;;;;;;;
264;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 oktober;-1.9;-2.6;2.3;-6.7;-9.4;-8.6;-17.7;-14.7;-20.4;-12.5
265;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 november;;;;;;;;;;
266;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2020 december;;;;;;;;;;
267;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 januari;5.6;-12.5;15.1;-10.2;-7.2;-1.2;-9.4;-15.0;-10.6;-7.5
268;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 februari;;;;;;;;;;
269;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 maart;;;;;;;;;;
270;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 april;-3.0;17.1;12.8;11.5;-0.7;11.5;0.2;-8.3;8.2;-7.6
271;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 mei;;;;;;;;;;
272;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 juni;;;;;;;;;;
273;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 juli;27.1;10.4;20.1;10.7;8.9;17.7;9.4;13.6;11.2;11.3
274;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 augustus;;;;;;;;;;
275;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 september;;;;;;;;;;
276;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 oktober;12.7;23.3;31.3;15.6;9.5;19.9;7.8;12.3;11.0;7.7
277;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 november;;;;;;;;;;
278;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2021 december;;;;;;;;;;
279;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 januari;16.5;-4.1;42.5;3.7;8.4;15.3;6.6;-2.4;-2.1;1.8
280;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 februari;;;;;;;;;;
281;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 maart;;;;;;;;;;
282;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 april;9.4;26.4;42.3;16.9;9.2;22.0;9.6;-9.3;-6.2;-5.9
283;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 mei;;;;;;;;;;
284;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 juni;;;;;;;;;;
285;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 juli;23.7;0.6;33.2;3.1;7.4;14.9;6.0;-10.8;-12.1;-1.9
286;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 augustus;;;;;;;;;;
287;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 september;;;;;;;;;;
288;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 oktober;1.3;9.9;43.3;2.0;5.5;9.1;1.3;-22.3;-24.3;-16.7
289;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 november;;;;;;;;;;
290;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2022 december;;;;;;;;;;
291;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 januari;21.0;-4.0;50.0;0.9;5.4;12.6;2.1;-13.5;-14.2;-6.9
292;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 februari;;;;;;;;;;
293;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 maart;;;;;;;;;;
294;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 april;4.6;19.4;17.8;8.3;4.4;15.9;5.0;-10.7;-2.9;-8.0
295;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 mei;;;;;;;;;;
296;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 juni;;;;;;;;;;
297;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 juli;14.9;-3.4;8.4;-3.4;4.1;7.3;-0.2;-7.3;-8.1;-1.3
298;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 augustus;;;;;;;;;;
299;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 september;;;;;;;;;;
300;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 oktober;-6.6;12.2;15.0;1.5;0.6;4.5;4.0;-13.8;-9.4;-8.9
301;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 november;;;;;;;;;;
302;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2023 december;;;;;;;;;;
303;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 januari;13.8;-7.3;31.5;-3.3;1.5;6.7;-0.9;-10.2;-7.7;-2.5
304;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 februari;;;;;;;;;;
305;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 maart;;;;;;;;;;
306;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 april;-3.0;17.1;9.9;8.4;1.6;10.1;-1.0;-12.1;0.5;-10.4
307;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 mei;;;;;;;;;;
308;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 juni;;;;;;;;;;
309;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 juli;13.2;-2.2;9.6;-3.3;-0.5;5.4;-2.0;-4.7;-3.4;2.3
310;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 augustus;;;;;;;;;;
311;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 september;;;;;;;;;;
312;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 oktober;-4.2;14.9;14.0;4.3;0.2;4.1;-1.7;-8.9;-3.3;-5.9
313;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 november;;;;;;;;;;
314;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2024 december;;;;;;;;;;
315;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2025 januari;17.6;-3.5;34.0;-0.3;-1.5;8.5;1.9;-8.6;-5.8;1.1
316;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2025 februari;;;;;;;;;;
317;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Ondergrens 95%-interval;2025 maart;;;;;;;;;;
318;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 januari;;;;;;;;;;
319;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 februari;;;;;;;;;;
320;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 maart;;;;;;;;;;
321;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 april;;;;;;;;;;
322;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 mei;;;;;;;;;;
323;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 juni;;;;;;;;;;
324;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 juli;;;;;;;;;;
325;Totaal (ex. financieel of nutsbedrijven);Oorspronkelijke, ongecorrigeerde cijfers;Bovengrens 95%-interval;2012 augustus;;;;;;;;;;
