ID;Sex;PersonalCharacteristics;SIC2008;Periods;EmployedLabourForce_1
6693;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2016;1
6694;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2017 1st quarter;1
6695;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2017 2nd quarter;1
6696;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2017 3rd quarter;1
6697;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2017 4th quarter;2
6698;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2017;1
6699;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2018 1st quarter;2
6700;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2018 2nd quarter;1
6701;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2018 3rd quarter;1
6702;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2018 4th quarter;1
6703;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2018;1
6704;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2019 1st quarter;1
6705;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2019 2nd quarter;1
6706;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2019 3rd quarter;1
6707;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2019 4th quarter;0
6708;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2019;1
6709;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2020 1st quarter;1
6710;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2020 2nd quarter;0
6711;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2020 3rd quarter;0
6712;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2020 4th quarter;0
6713;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2020;0
6714;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2021 1st quarter;2
6715;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2021 2nd quarter;2
6716;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2021 3rd quarter;1
6717;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2021 4th quarter;0
6718;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2021;1
6719;Total male and female;Working hours: less than 12 hours a week;20 Manufacture of chemicals;2022 1st quarter;0
6720;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2003 1st quarter;0
6721;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2003 2nd quarter;0
6722;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2003 3rd quarter;0
6723;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2003 4th quarter;0
6724;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2003;0
6725;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2004 1st quarter;0
6726;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2004 2nd quarter;0
6727;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2004 3rd quarter;0
6728;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2004 4th quarter;0
6729;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2004;0
6730;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2005 1st quarter;0
6731;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2005 2nd quarter;0
6732;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2005 3rd quarter;0
6733;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2005 4th quarter;0
6734;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2005;0
6735;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2006 1st quarter;0
6736;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2006 2nd quarter;0
6737;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2006 3rd quarter;0
6738;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2006 4th quarter;0
6739;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2006;0
6740;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2007 1st quarter;0
6741;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2007 2nd quarter;0
6742;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2007 3rd quarter;0
6743;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2007 4th quarter;0
6744;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2007;0
6745;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2008 1st quarter;0
6746;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2008 2nd quarter;0
6747;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2008 3rd quarter;0
6748;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2008 4th quarter;1
6749;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2008;0
6750;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2009 1st quarter;1
6751;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2009 2nd quarter;0
6752;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2009 3rd quarter;0
6753;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2009 4th quarter;0
6754;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2009;0
6755;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2010 1st quarter;0
6756;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2010 2nd quarter;0
6757;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2010 3rd quarter;0
6758;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2010 4th quarter;0
6759;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2010;0
6760;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2011 1st quarter;1
6761;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2011 2nd quarter;0
6762;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2011 3rd quarter;0
6763;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2011 4th quarter;0
6764;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2011;0
6765;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2012 1st quarter;0
6766;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2012 2nd quarter;0
6767;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2012 3rd quarter;0
6768;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2012 4th quarter;0
6769;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2012;0
6770;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2013 1st quarter;0
6771;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2013 2nd quarter;0
6772;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2013 3rd quarter;0
6773;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2013 4th quarter;0
6774;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2013;0
6775;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2014 1st quarter;0
6776;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2014 2nd quarter;0
6777;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2014 3rd quarter;0
6778;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2014 4th quarter;0
6779;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2014;0
6780;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2015 1st quarter;0
6781;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2015 2nd quarter;0
6782;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2015 3rd quarter;0
6783;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2015 4th quarter;0
6784;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2015;0
6785;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2016 1st quarter;0
6786;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2016 2nd quarter;0
6787;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2016 3rd quarter;0
6788;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2016 4th quarter;0
6789;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2016;0
6790;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2017 1st quarter;0
6791;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2017 2nd quarter;0
6792;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2017 3rd quarter;0
6793;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2017 4th quarter;0
6794;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2017;0
6795;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2018 1st quarter;0
6796;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2018 2nd quarter;0
6797;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2018 3rd quarter;0
6798;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2018 4th quarter;0
6799;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2018;0
6800;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2019 1st quarter;0
6801;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2019 2nd quarter;0
6802;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2019 3rd quarter;0
6803;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2019 4th quarter;0
6804;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2019;0
6805;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2020 1st quarter;1
6806;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2020 2nd quarter;1
6807;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2020 3rd quarter;1
6808;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2020 4th quarter;1
6809;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2020;1
6810;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2021 1st quarter;0
6811;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2021 2nd quarter;0
6812;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2021 3rd quarter;0
6813;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2021 4th quarter;0
6814;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2021;0
6815;Total male and female;Working hours: less than 12 hours a week;21 Manufacture of pharmaceuticals;2022 1st quarter;0
6816;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2003 1st quarter;2
6817;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2003 2nd quarter;3
6818;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2003 3rd quarter;2
6819;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2003 4th quarter;2
6820;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2003;2
6821;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2004 1st quarter;2
6822;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2004 2nd quarter;1
6823;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2004 3rd quarter;2
6824;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2004 4th quarter;2
6825;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2004;2
6826;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2005 1st quarter;2
6827;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2005 2nd quarter;2
6828;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2005 3rd quarter;2
6829;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2005 4th quarter;2
6830;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2005;2
6831;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2006 1st quarter;2
6832;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2006 2nd quarter;2
6833;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2006 3rd quarter;2
6834;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2006 4th quarter;2
6835;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2006;2
6836;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2007 1st quarter;2
6837;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2007 2nd quarter;2
6838;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2007 3rd quarter;3
6839;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2007 4th quarter;2
6840;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2007;2
6841;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2008 1st quarter;1
6842;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2008 2nd quarter;3
6843;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2008 3rd quarter;2
6844;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2008 4th quarter;2
6845;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2008;2
6846;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2009 1st quarter;1
6847;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2009 2nd quarter;2
6848;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2009 3rd quarter;2
6849;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2009 4th quarter;1
6850;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2009;2
6851;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2010 1st quarter;1
6852;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2010 2nd quarter;1
6853;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2010 3rd quarter;2
6854;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2010 4th quarter;1
6855;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2010;1
6856;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2011 1st quarter;1
6857;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2011 2nd quarter;1
6858;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2011 3rd quarter;2
6859;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2011 4th quarter;2
6860;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2011;1
6861;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2012 1st quarter;3
6862;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2012 2nd quarter;2
6863;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2012 3rd quarter;3
6864;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2012 4th quarter;3
6865;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2012;3
6866;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2013 1st quarter;1
6867;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2013 2nd quarter;1
6868;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2013 3rd quarter;1
6869;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2013 4th quarter;2
6870;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2013;1
6871;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2014 1st quarter;1
6872;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2014 2nd quarter;2
6873;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2014 3rd quarter;1
6874;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2014 4th quarter;1
6875;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2014;1
6876;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2015 1st quarter;1
6877;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2015 2nd quarter;1
6878;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2015 3rd quarter;1
6879;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2015 4th quarter;1
6880;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2015;1
6881;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2016 1st quarter;1
6882;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2016 2nd quarter;0
6883;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2016 3rd quarter;2
6884;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2016 4th quarter;2
6885;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2016;1
6886;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2017 1st quarter;2
6887;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2017 2nd quarter;2
6888;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2017 3rd quarter;1
6889;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2017 4th quarter;1
6890;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2017;1
6891;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2018 1st quarter;1
6892;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2018 2nd quarter;1
6893;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2018 3rd quarter;0
6894;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2018 4th quarter;1
6895;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2018;1
6896;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2019 1st quarter;0
6897;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2019 2nd quarter;1
6898;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2019 3rd quarter;1
6899;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2019 4th quarter;1
6900;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2019;1
6901;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2020 1st quarter;1
6902;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2020 2nd quarter;2
6903;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2020 3rd quarter;1
6904;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2020 4th quarter;2
6905;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2020;1
6906;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2021 1st quarter;1
6907;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2021 2nd quarter;0
6908;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2021 3rd quarter;0
6909;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2021 4th quarter;2
6910;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2021;1
6911;Total male and female;Working hours: less than 12 hours a week;22-23 Man. plastics and constructionprod;2022 1st quarter;1
6912;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2003 1st quarter;3
6913;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2003 2nd quarter;2
6914;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2003 3rd quarter;3
6915;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2003 4th quarter;3
6916;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2003;3
6917;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2004 1st quarter;4
6918;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2004 2nd quarter;3
6919;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2004 3rd quarter;5
6920;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2004 4th quarter;4
6921;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2004;4
6922;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2005 1st quarter;4
6923;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2005 2nd quarter;4
6924;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2005 3rd quarter;4
6925;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2005 4th quarter;4
6926;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2005;4
6927;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2006 1st quarter;4
6928;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2006 2nd quarter;3
6929;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2006 3rd quarter;3
6930;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2006 4th quarter;4
6931;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2006;3
6932;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2007 1st quarter;4
6933;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2007 2nd quarter;5
6934;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2007 3rd quarter;5
6935;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2007 4th quarter;6
6936;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2007;5
6937;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2008 1st quarter;4
6938;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2008 2nd quarter;6
6939;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2008 3rd quarter;5
6940;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2008 4th quarter;5
6941;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2008;5
6942;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2009 1st quarter;5
6943;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2009 2nd quarter;4
6944;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2009 3rd quarter;3
6945;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2009 4th quarter;3
6946;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2009;4
6947;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2010 1st quarter;3
6948;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2010 2nd quarter;3
6949;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2010 3rd quarter;4
6950;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2010 4th quarter;3
6951;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2010;3
6952;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2011 1st quarter;4
6953;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2011 2nd quarter;3
6954;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2011 3rd quarter;3
6955;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2011 4th quarter;3
6956;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2011;3
6957;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2012 1st quarter;3
6958;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2012 2nd quarter;3
6959;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2012 3rd quarter;4
6960;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2012 4th quarter;4
6961;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2012;3
6962;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2013 1st quarter;4
6963;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2013 2nd quarter;4
6964;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2013 3rd quarter;5
6965;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2013 4th quarter;5
6966;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2013;4
6967;Total male and female;Working hours: less than 12 hours a week;24-25 Man. of basic metals and -products;2014 1st quarter;7
