ID;SIC93;Periods;Production_1;AverageDailyProduction_2;ProductionSeasonallyAdjusted_3;DevelopmentProduction_4;DevelopmentAverageDailyProduction_5;DevelopmentSeasonallyAdjusted_6;ShortTermDevelopmentAverageDaily_7;ShortTermDevelopmentSeasonallyAdj_8;TotalTurnover_9;DomesticSales_10;InternationalSales_11;TotalOrders_12;DomesticOrders_13;ForeignOrders_14
4932;2420a  Manuf. of chemical end products;2005 March;124.3;123.3;;-8.4;-6.6;;;;89.5;80.8;92.5;103.8;;
4933;2420a  Manuf. of chemical end products;2005 1st quarter;117.7;118.4;119.0;-2.0;-1.5;7.0;;;84.0;75.2;87.0;104.0;;
4934;2420a  Manuf. of chemical end products;2005 April;113.2;111.2;;-5.6;-7.1;;;;83.8;82.2;84.3;110.5;;
4935;2420a  Manuf. of chemical end products;2005 May;118.1;119.5;;-0.5;-4.0;;;;83.4;81.1;84.2;103.1;;
4936;2420a  Manuf. of chemical end products;2005 June;122.2;120.2;;-7.1;-5.7;;;;92.1;93.3;91.6;109.4;;
4937;2420a  Manuf. of chemical end products;2005 2nd quarter;117.8;116.9;113.0;-4.5;-5.6;-5.0;;;86.4;85.5;86.7;107.7;;
4938;2420a  Manuf. of chemical end products;2005 July;117.4;120.4;;-2.8;-1.6;;;;87.5;77.9;90.7;104.5;;
4939;2420a  Manuf. of chemical end products;2005 August;111.6;109.0;;-1.1;-3.8;;;;86.9;79.7;89.4;112.1;;
4940;2420a  Manuf. of chemical end products;2005 September;119.6;118.2;;2.6;2.3;;;;92.4;86.5;94.5;108.7;;
4941;2420a  Manuf. of chemical end products;2005 3rd quarter;116.2;115.9;116.3;-0.4;-1.0;2.9;;;88.9;81.4;91.5;108.4;;
4942;2420a  Manuf. of chemical end products;2005 October;111.9;116.4;;-1.1;0.2;;;;88.2;86.0;89.0;105.2;;
4943;2420a  Manuf. of chemical end products;2005 November;121.8;118.9;;10.6;9.1;;;;94.8;84.7;98.3;101.9;;
4944;2420a  Manuf. of chemical end products;2005 December;104.7;105.0;;-0.2;4.5;;;;79.4;73.8;81.4;91.4;;
4945;2420a  Manuf. of chemical end products;2005 4th quarter;112.8;113.4;116.4;3.1;4.5;0.1;;;87.5;81.5;89.6;99.5;;
4946;2420a  Manuf. of chemical end products;2005;116.2;116.2;116.2;-1.1;-1.1;-1.1;;;86.7;80.9;88.7;104.9;;
4947;2420a  Manuf. of chemical end products;2006 January;110.7;109.6;;3.8;0.1;;;;86.1;86.4;86.0;99.4;;
4948;2420a  Manuf. of chemical end products;2006 February;125.8;125.9;;2.9;2.8;;;;86.5;82.7;87.7;106.1;;
4949;2420a  Manuf. of chemical end products;2006 March;134.2;130.5;;7.9;5.9;;;;100.0;100.4;99.8;108.2;;
4950;2420a  Manuf. of chemical end products;2006 1st quarter;123.6;122.0;122.1;4.9;3.0;4.9;;;90.9;89.8;91.2;104.6;;
4951;2420a  Manuf. of chemical end products;2006 April;115.6;119.1;;2.1;7.2;;;;88.4;88.0;88.5;102.2;;
4952;2420a  Manuf. of chemical end products;2006 May;129.2;124.8;;9.4;4.5;;;;94.1;100.1;92.1;103.5;;
4953;2420a  Manuf. of chemical end products;2006 June;125.2;124.8;;2.4;3.9;;;;95.8;95.4;96.0;108.8;;
4954;2420a  Manuf. of chemical end products;2006 2nd quarter;123.3;122.9;118.8;4.7;5.1;-2.7;;;92.8;94.5;92.2;104.8;;
4955;2420a  Manuf. of chemical end products;2006 July;113.9;118.5;;-3.0;-1.6;;;;85.8;86.3;85.7;110.2;;
4956;2420a  Manuf. of chemical end products;2006 August;109.8;107.3;;-1.6;-1.6;;;;89.9;81.2;92.8;107.5;;
4957;2420a  Manuf. of chemical end products;2006 September;111.8;112.7;;-6.5;-4.6;;;;87.7;83.0;89.4;101.3;;
4958;2420a  Manuf. of chemical end products;2006 3rd quarter;111.8;112.8;113.4;-3.8;-2.6;-4.5;;;87.8;83.5;89.3;106.3;;
4959;2420a  Manuf. of chemical end products;2006 October;113.3;113.7;;1.2;-2.4;;;;89.6;89.4;89.7;106.1;;
4960;2420a  Manuf. of chemical end products;2006 November;114.4;113.3;;-6.1;-4.7;;;;88.4;93.3;86.8;104.3;;
4961;2420a  Manuf. of chemical end products;2006 December;103.5;107.2;;-1.2;2.1;;;;79.6;74.2;81.5;95.0;;
4962;2420a  Manuf. of chemical end products;2006 4th quarter;110.4;111.4;114.8;-2.1;-1.8;1.2;;;85.9;85.6;86.0;101.8;;
4963;2420a  Manuf. of chemical end products;2006;117.3;117.3;117.3;1.0;1.0;1.0;;;89.3;88.4;89.7;104.4;;
4964;2420a  Manuf. of chemical end products;2007 January;107.2;105.0;;-3.1;-4.2;;;;87.0;80.3;89.3;104.8;;
4965;2420a  Manuf. of chemical end products;2007 February;125.4;125.3;;-0.3;-0.5;;;;88.1;76.7;92.0;101.6;;
4966;2420a  Manuf. of chemical end products;2007 March;132.1;132.6;;-1.6;1.6;;;;101.5;90.8;105.2;110.9;;
4967;2420a  Manuf. of chemical end products;2007 1st quarter;121.6;121.0;120.6;-1.6;-0.9;5.1;;;92.2;82.6;95.5;105.8;;
4968;2420a  Manuf. of chemical end products;2007 April;111.0;113.8;;-4.0;-4.5;;;;88.4;89.4;88.1;99.8;;
4969;2420a  Manuf. of chemical end products;2007 May;121.7;119.6;;-5.8;-4.2;;;;92.4;101.3;89.4;102.4;;
4970;2420a  Manuf. of chemical end products;2007 June;126.7;126.5;;1.2;1.4;;;;101.2;99.7;101.7;112.0;;
4971;2420a  Manuf. of chemical end products;2007 2nd quarter;119.8;120.0;115.7;-2.8;-2.4;-4.1;;;94.0;96.8;93.1;104.7;;
4972;2420a  Manuf. of chemical end products;2007 July;117.6;117.8;;3.2;-0.6;;;;93.6;91.4;94.4;106.4;;
4973;2420a  Manuf. of chemical end products;2007 August;113.9;110.9;;3.7;3.4;;;;92.9;93.0;92.9;106.6;;
4974;2420a  Manuf. of chemical end products;2007 September;113.8;118.1;;1.8;4.8;;;;93.5;91.1;94.4;104.3;;
4975;2420a  Manuf. of chemical end products;2007 3rd quarter;115.1;115.6;116.6;2.9;2.5;0.8;;;93.3;91.8;93.9;105.8;;
4976;2420a  Manuf. of chemical end products;2007 October;120.9;117.8;;6.8;3.7;;;;99.3;102.9;98.0;110.8;;
4977;2420a  Manuf. of chemical end products;2007 November;121.4;119.6;;6.1;5.6;;;;98.4;97.7;98.7;110.0;;
4978;2420a  Manuf. of chemical end products;2007 December;100.3;105.2;;-3.1;-1.8;;;;80.1;77.9;80.9;91.3;;
4979;2420a  Manuf. of chemical end products;2007 4th quarter;114.2;114.2;117.9;3.5;2.6;1.1;;;92.6;92.8;92.5;104.0;;
4980;2420a  Manuf. of chemical end products;2007;117.7;117.7;117.7;0.3;0.3;0.3;;;93.0;91.0;93.8;105.1;;
4981;2420a  Manuf. of chemical end products;2008 January;110.7;108.6;;3.2;3.5;;;;92.8;83.4;96.1;105.0;;
4982;2420a  Manuf. of chemical end products;2008 February;130.8;129.0;;4.3;2.9;;;;112.3;89.7;120.0;105.9;;
4983;2420a  Manuf. of chemical end products;2008 March;121.1;127.7;;-8.4;-3.7;;;;109.2;86.1;117.1;105.8;;
4984;2420a  Manuf. of chemical end products;2008 1st quarter;120.8;121.8;122.1;-0.6;0.7;3.6;;;104.8;86.4;111.1;105.6;;
4985;2420a  Manuf. of chemical end products;2008 April;123.5;119.4;;11.2;4.9;;;;113.9;94.9;120.4;112.9;;
4986;2420a  Manuf. of chemical end products;2008 May;124.2;126.3;;2.0;5.6;;;;110.1;87.5;117.8;107.4;;
4987;2420a  Manuf. of chemical end products;2008 June;137.3;138.6;;8.3;9.5;;;;121.0;125.6;119.5;110.6;;
4988;2420a  Manuf. of chemical end products;2008 2nd quarter;128.3;128.1;122.9;7.1;6.8;0.7;;;115.0;102.7;119.2;110.3;;
4989;2420a  Manuf. of chemical end products;2008 July;127.6;124.7;;8.6;5.9;;;;114.1;104.3;117.4;108.7;;
4990;2420a  Manuf. of chemical end products;2008 August;103.3;105.8;;-9.3;-4.6;;;;98.7;90.0;101.6;92.6;;
4991;2420a  Manuf. of chemical end products;2008 September;111.0;109.6;;-2.4;-7.2;;;;109.5;97.0;113.8;101.6;;
4992;2420a  Manuf. of chemical end products;2008 3rd quarter;114.0;113.4;113.9;-1.0;-1.9;-7.3;;;107.4;97.1;110.9;101.0;;
4993;2420a  Manuf. of chemical end products;2008 October;117.4;114.6;;-3.0;-2.8;;;;115.4;109.4;117.5;108.8;;
4994;2420a  Manuf. of chemical end products;2008 November;99.0;102.9;;-18.5;-14.0;;;;94.4;89.9;95.9;89.0;;
4995;2420a  Manuf. of chemical end products;2008 December;94.5;93.2;;-5.8;-11.4;;;;84.9;87.0;84.2;83.7;;
4996;2420a  Manuf. of chemical end products;2008 4th quarter;103.6;103.6;107.8;-9.3;-9.3;-5.4;;;98.2;95.4;99.2;93.8;;
4997;2420a  Manuf. of chemical end products;2008;116.7;116.7;116.7;-0.8;-0.8;-0.8;;;106.4;95.4;110.1;102.7;;
4998;DH: Manuf. of  rubber and plastic prod.;1995 January;87.3;86.8;;;;;;;82.7;87.0;78.4;;;
4999;DH: Manuf. of  rubber and plastic prod.;1995 February;83.2;83.1;;;;;;;79.4;82.7;76.2;;;
5000;DH: Manuf. of  rubber and plastic prod.;1995 March;98.6;95.1;;;;;;;94.0;97.4;90.8;;;
5001;DH: Manuf. of  rubber and plastic prod.;1995 1st quarter;89.7;88.3;84.9;;;;;;85.4;89.0;81.8;;;
5002;DH: Manuf. of  rubber and plastic prod.;1995 April;79.0;81.7;;;;;;;77.9;81.8;74.1;;;
5003;DH: Manuf. of  rubber and plastic prod.;1995 May;86.7;81.9;;;;;;;85.1;90.5;79.9;;;
5004;DH: Manuf. of  rubber and plastic prod.;1995 June;89.9;90.3;;;;;;;91.3;98.2;84.7;;;
5005;DH: Manuf. of  rubber and plastic prod.;1995 2nd quarter;85.2;84.7;80.9;;;-4.7;;;84.8;90.2;79.6;;;
5006;DH: Manuf. of  rubber and plastic prod.;1995 July;77.6;82.8;;;;;;;74.4;75.0;73.8;;;
5007;DH: Manuf. of  rubber and plastic prod.;1995 August;72.9;69.0;;;;;;;76.9;80.0;73.9;;;
5008;DH: Manuf. of  rubber and plastic prod.;1995 September;92.6;92.8;;;;;;;88.1;95.2;81.2;;;
5009;DH: Manuf. of  rubber and plastic prod.;1995 3rd quarter;81.0;81.5;86.1;;;6.4;;;79.8;83.4;76.3;;;
5010;DH: Manuf. of  rubber and plastic prod.;1995 October;92.8;94.2;;;;;;;88.9;97.1;80.9;;;
5011;DH: Manuf. of  rubber and plastic prod.;1995 November;92.8;90.8;;;;;;;89.7;96.7;83.0;;;
5012;DH: Manuf. of  rubber and plastic prod.;1995 December;63.9;68.7;;;;;;;63.9;68.8;59.1;;;
5013;DH: Manuf. of  rubber and plastic prod.;1995 4th quarter;83.2;84.6;87.1;;;1.2;;;80.8;87.5;74.3;;;
5014;DH: Manuf. of  rubber and plastic prod.;1995;84.8;84.8;84.8;;;;;;82.7;87.5;78.0;;;
5015;DH: Manuf. of  rubber and plastic prod.;1996 January;81.9;79.3;;-6.2;-8.6;;;;78.3;78.2;78.3;;;
5016;DH: Manuf. of  rubber and plastic prod.;1996 February;79.1;78.9;;-4.9;-5.1;;;;76.0;74.5;77.4;;;
5017;DH: Manuf. of  rubber and plastic prod.;1996 March;90.1;92.7;;-8.7;-2.6;;;;85.8;89.8;81.9;;;
5018;DH: Manuf. of  rubber and plastic prod.;1996 1st quarter;83.7;83.6;80.5;-6.7;-5.4;-7.7;;;80.0;80.8;79.2;;;
5019;DH: Manuf. of  rubber and plastic prod.;1996 April;83.9;83.7;;6.2;2.4;;;;82.0;88.8;75.3;;;
5020;DH: Manuf. of  rubber and plastic prod.;1996 May;89.3;87.4;;3.0;6.7;;;;86.7;92.1;81.5;;;
5021;DH: Manuf. of  rubber and plastic prod.;1996 June;86.1;89.0;;-4.2;-1.5;;;;86.3;90.5;82.2;;;
5022;DH: Manuf. of  rubber and plastic prod.;1996 2nd quarter;86.4;86.7;83.2;1.4;2.4;3.4;;;85.0;90.5;79.7;;;
5023;DH: Manuf. of  rubber and plastic prod.;1996 July;80.0;77.6;;3.1;-6.3;;;;75.4;75.6;75.3;;;
5024;DH: Manuf. of  rubber and plastic prod.;1996 August;69.5;69.4;;-4.6;0.6;;;;72.6;74.2;71.0;;;
5025;DH: Manuf. of  rubber and plastic prod.;1996 September;92.3;94.2;;-0.3;1.5;;;;86.9;90.2;83.7;;;
5026;DH: Manuf. of  rubber and plastic prod.;1996 3rd quarter;80.6;80.4;84.7;-0.5;-1.4;1.8;;;78.3;80.0;76.7;;;
5027;DH: Manuf. of  rubber and plastic prod.;1996 October;99.3;96.3;;6.9;2.2;;;;93.4;98.3;88.6;;;
5028;DH: Manuf. of  rubber and plastic prod.;1996 November;90.2;90.5;;-2.9;-0.3;;;;85.3;88.5;82.1;;;
5029;DH: Manuf. of  rubber and plastic prod.;1996 December;64.7;67.5;;1.2;-1.7;;;;63.6;68.4;58.9;;;
5030;DH: Manuf. of  rubber and plastic prod.;1996 4th quarter;84.7;84.8;87.1;1.8;0.2;2.9;;;80.8;85.1;76.5;;;
5031;DH: Manuf. of  rubber and plastic prod.;1996;83.9;83.9;83.9;-1.1;-1.1;-1.1;;;81.0;84.1;78.0;;;
5032;DH: Manuf. of  rubber and plastic prod.;1997 January;84.3;82.0;;2.9;3.5;;;;77.6;72.9;82.3;;;
5033;DH: Manuf. of  rubber and plastic prod.;1997 February;84.1;84.0;;6.2;6.4;;;;78.3;78.4;78.1;;;
5034;DH: Manuf. of  rubber and plastic prod.;1997 March;90.6;96.3;;0.6;4.0;;;;83.8;87.0;80.8;;;
5035;DH: Manuf. of  rubber and plastic prod.;1997 1st quarter;86.3;87.4;84.6;3.1;4.6;-2.9;;;79.9;79.4;80.4;;;
5036;DH: Manuf. of  rubber and plastic prod.;1997 April;94.5;90.3;;12.7;8.0;;;;89.2;94.3;84.1;;;
5037;DH: Manuf. of  rubber and plastic prod.;1997 May;89.9;91.4;;0.7;4.6;;;;85.2;87.8;82.6;;;
5038;DH: Manuf. of  rubber and plastic prod.;1997 June;94.3;95.2;;9.5;7.0;;;;92.5;97.1;88.1;;;
5039;DH: Manuf. of  rubber and plastic prod.;1997 2nd quarter;92.9;92.3;89.0;7.5;6.5;5.2;;;89.0;93.1;84.9;;;
5040;DH: Manuf. of  rubber and plastic prod.;1997 July;85.5;82.0;;6.9;5.8;;;;79.5;78.3;80.6;;;
5041;DH: Manuf. of  rubber and plastic prod.;1997 August;70.9;74.9;;2.0;8.0;;;;73.6;74.6;72.6;;;
5042;DH: Manuf. of  rubber and plastic prod.;1997 September;100.9;99.3;;9.3;5.4;;;;93.9;95.7;92.2;;;
5043;DH: Manuf. of  rubber and plastic prod.;1997 3rd quarter;85.8;85.4;89.5;6.4;6.3;0.5;;;82.3;82.9;81.8;;;
5044;DH: Manuf. of  rubber and plastic prod.;1997 October;109.0;106.0;;9.8;10.1;;;;100.3;103.3;97.4;;;
5045;DH: Manuf. of  rubber and plastic prod.;1997 November;95.0;99.1;;5.3;9.5;;;;87.7;90.1;85.3;;;
5046;DH: Manuf. of  rubber and plastic prod.;1997 December;79.6;77.8;;23.1;15.2;;;;72.7;76.0;69.5;;;
5047;DH: Manuf. of  rubber and plastic prod.;1997 4th quarter;94.5;94.3;96.5;11.6;11.2;7.8;;;86.9;89.8;84.1;;;
5048;DH: Manuf. of  rubber and plastic prod.;1997;89.9;89.9;89.9;7.2;7.2;7.2;;;84.5;86.3;82.8;;;
5049;DH: Manuf. of  rubber and plastic prod.;1998 January;95.7;96.9;;13.5;18.1;;;;87.9;86.7;89.0;;;
5050;DH: Manuf. of  rubber and plastic prod.;1998 February;93.6;93.6;;11.4;11.5;;;;86.7;87.2;86.3;;;
5051;DH: Manuf. of  rubber and plastic prod.;1998 March;103.4;104.3;;14.1;8.2;;;;95.0;94.4;95.6;;;
5052;DH: Manuf. of  rubber and plastic prod.;1998 1st quarter;97.6;98.3;95.7;13.0;12.4;-0.8;;;89.9;89.4;90.3;;;
5053;DH: Manuf. of  rubber and plastic prod.;1998 April;97.1;96.4;;2.8;6.8;;;;92.1;93.7;90.6;;;
5054;DH: Manuf. of  rubber and plastic prod.;1998 May;93.8;95.6;;4.4;4.6;;;;88.4;91.5;85.4;;;
5055;DH: Manuf. of  rubber and plastic prod.;1998 June;97.5;97.6;;3.4;2.5;;;;94.6;96.7;92.6;;;
5056;DH: Manuf. of  rubber and plastic prod.;1998 2nd quarter;96.1;96.6;93.3;3.5;4.6;-2.5;;;91.7;94.0;89.5;;;
5057;DH: Manuf. of  rubber and plastic prod.;1998 July;96.3;91.5;;12.7;11.6;;;;88.8;85.2;92.4;;;
5058;DH: Manuf. of  rubber and plastic prod.;1998 August;79.5;83.9;;12.0;12.0;;;;73.5;71.4;75.4;;;
5059;DH: Manuf. of  rubber and plastic prod.;1998 September;102.8;101.2;;2.0;2.0;;;;93.9;96.3;91.5;;;
5060;DH: Manuf. of  rubber and plastic prod.;1998 3rd quarter;92.9;92.2;96.0;8.3;8.0;2.9;;;85.4;84.3;86.4;;;
5061;DH: Manuf. of  rubber and plastic prod.;1998 October;105.6;106.0;;-3.1;0.0;;;;96.6;98.7;94.5;;;
5062;DH: Manuf. of  rubber and plastic prod.;1998 November;94.9;97.2;;-0.1;-2.0;;;;87.5;88.3;86.8;;;
5063;DH: Manuf. of  rubber and plastic prod.;1998 December;78.1;74.1;;-1.9;-4.7;;;;72.6;73.5;71.7;;;
5064;DH: Manuf. of  rubber and plastic prod.;1998 4th quarter;92.9;92.4;94.4;-1.8;-2.0;-1.7;;;85.6;86.8;84.3;;;
5065;DH: Manuf. of  rubber and plastic prod.;1998;94.9;94.9;94.9;5.6;5.6;5.6;;;88.1;88.6;87.7;;;
5066;DH: Manuf. of  rubber and plastic prod.;1999 January;92.1;96.4;;-3.7;-0.4;;;;84.4;84.4;84.4;;;
5067;DH: Manuf. of  rubber and plastic prod.;1999 February;91.6;91.8;;-2.2;-1.9;;;;84.1;84.9;83.4;;;
5068;DH: Manuf. of  rubber and plastic prod.;1999 March;107.7;104.2;;4.2;-0.1;;;;99.4;101.0;97.8;;;
5069;DH: Manuf. of  rubber and plastic prod.;1999 1st quarter;97.1;97.5;95.2;-0.5;-0.8;0.8;;;89.3;90.1;88.5;;;
5070;DH: Manuf. of  rubber and plastic prod.;1999 April;96.1;96.6;;-1.1;0.2;;;;92.1;96.9;87.5;;;
5071;DH: Manuf. of  rubber and plastic prod.;1999 May;92.6;97.8;;-1.3;2.3;;;;88.3;91.3;85.3;;;
5072;DH: Manuf. of  rubber and plastic prod.;1999 June;105.3;101.6;;8.0;4.1;;;;101.6;106.5;96.8;;;
5073;DH: Manuf. of  rubber and plastic prod.;1999 2nd quarter;98.0;98.7;95.5;1.9;2.2;0.3;;;94.0;98.2;89.9;;;
5074;DH: Manuf. of  rubber and plastic prod.;1999 July;96.9;97.4;;0.6;6.3;;;;90.0;89.2;90.8;;;
5075;DH: Manuf. of  rubber and plastic prod.;1999 August;85.1;87.3;;7.2;4.1;;;;79.8;79.8;79.8;;;
5076;DH: Manuf. of  rubber and plastic prod.;1999 September;109.7;107.9;;6.6;6.6;;;;101.9;110.2;94.0;;;
5077;DH: Manuf. of  rubber and plastic prod.;1999 3rd quarter;97.3;97.5;101.2;4.7;5.7;5.9;;;90.6;93.1;88.2;;;
5078;DH: Manuf. of  rubber and plastic prod.;1999 October;106.4;110.0;;0.7;3.7;;;;99.6;103.8;95.6;;;
5079;DH: Manuf. of  rubber and plastic prod.;1999 November;106.4;105.4;;12.1;8.5;;;;100.4;104.2;96.7;;;
5080;DH: Manuf. of  rubber and plastic prod.;1999 December;86.9;80.3;;11.2;8.3;;;;82.0;85.7;78.4;;;
5081;DH: Manuf. of  rubber and plastic prod.;1999 4th quarter;99.9;98.6;100.4;7.6;6.6;-0.8;;;94.0;97.9;90.2;;;
5082;DH: Manuf. of  rubber and plastic prod.;1999;98.1;98.1;98.1;3.4;3.4;3.4;;;92.0;94.8;89.2;;;
5083;DH: Manuf. of  rubber and plastic prod.;2000 January;94.4;96.0;;2.5;-0.5;;;;91.6;89.0;94.1;;;
5084;DH: Manuf. of  rubber and plastic prod.;2000 February;101.6;100.7;;11.0;9.7;;;;98.5;98.0;99.1;;;
5085;DH: Manuf. of  rubber and plastic prod.;2000 March;113.8;110.2;;5.7;5.7;;;;111.0;111.7;110.4;;;
5086;DH: Manuf. of  rubber and plastic prod.;2000 1st quarter;103.3;102.3;100.3;6.3;4.9;-0.1;;;100.4;99.6;101.2;;;
5087;DH: Manuf. of  rubber and plastic prod.;2000 April;96.3;98.9;;0.2;2.4;;;;96.0;97.4;94.7;;;
5088;DH: Manuf. of  rubber and plastic prod.;2000 May;114.6;107.0;;23.7;9.4;;;;114.2;113.2;115.1;;;
5089;DH: Manuf. of  rubber and plastic prod.;2000 June;101.5;104.6;;-3.5;2.9;;;;101.9;103.3;100.6;;;
5090;DH: Manuf. of  rubber and plastic prod.;2000 2nd quarter;104.1;103.5;100.3;6.3;4.9;0.0;;;104.0;104.6;103.5;;;
5091;DH: Manuf. of  rubber and plastic prod.;2000 July;90.7;95.8;;-6.5;-1.6;;;;91.5;88.7;94.2;;;
5092;DH: Manuf. of  rubber and plastic prod.;2000 August;92.2;87.9;;8.3;0.6;;;;92.9;92.3;93.5;;;
5093;DH: Manuf. of  rubber and plastic prod.;2000 September;105.3;105.4;;-4.0;-2.2;;;;106.2;107.3;105.2;;;
5094;DH: Manuf. of  rubber and plastic prod.;2000 3rd quarter;96.0;96.4;99.9;-1.3;-1.2;-0.5;;;96.9;96.1;97.6;;;
5095;DH: Manuf. of  rubber and plastic prod.;2000 October;105.0;106.3;;-1.3;-3.3;;;;107.5;108.8;106.3;;;
5096;DH: Manuf. of  rubber and plastic prod.;2000 November;106.6;104.5;;0.2;-0.9;;;;108.8;108.0;109.6;;;
5097;DH: Manuf. of  rubber and plastic prod.;2000 December;78.1;82.8;;-10.1;3.1;;;;79.8;82.4;77.3;;;
5098;DH: Manuf. of  rubber and plastic prod.;2000 4th quarter;96.6;97.9;99.5;-3.3;-0.7;-0.4;;;98.7;99.7;97.7;;;
5099;DH: Manuf. of  rubber and plastic prod.;2000;100.0;100.0;100.0;2.0;2.0;2.0;;;100.0;100.0;100.0;;;
5100;DH: Manuf. of  rubber and plastic prod.;2001 January;101.7;99.1;;7.8;3.2;;;;102.0;96.7;107.2;;;
5101;DH: Manuf. of  rubber and plastic prod.;2001 February;98.6;98.4;;-3.0;-2.3;;;;99.4;97.1;101.6;;;
5102;DH: Manuf. of  rubber and plastic prod.;2001 March;109.2;108.9;;-4.1;-1.2;;;;110.6;108.8;112.5;;;
5103;DH: Manuf. of  rubber and plastic prod.;2001 1st quarter;103.2;102.1;100.5;-0.1;-0.2;1.0;;;104.0;100.9;107.1;;;
5104;DH: Manuf. of  rubber and plastic prod.;2001 April;96.8;100.1;;0.5;1.2;;;;98.8;98.2;99.4;;;
5105;DH: Manuf. of  rubber and plastic prod.;2001 May;108.7;104.2;;-5.2;-2.6;;;;110.9;109.5;112.3;;;
5106;DH: Manuf. of  rubber and plastic prod.;2001 June;104.6;106.4;;3.0;1.7;;;;106.4;105.2;107.6;;;
5107;DH: Manuf. of  rubber and plastic prod.;2001 2nd quarter;103.3;103.6;100.3;-0.8;0.1;-0.1;;;105.4;104.3;106.4;;;
5108;DH: Manuf. of  rubber and plastic prod.;2001 July;92.5;95.7;;2.1;-0.1;;;;95.6;86.2;104.8;;;
5109;DH: Manuf. of  rubber and plastic prod.;2001 August;90.6;85.8;;-1.7;-2.3;;;;93.6;86.8;100.3;;;
5110;DH: Manuf. of  rubber and plastic prod.;2001 September;98.6;102.5;;-6.3;-2.8;;;;102.0;99.8;104.1;;;
5111;DH: Manuf. of  rubber and plastic prod.;2001 3rd quarter;93.9;94.7;98.1;-2.2;-1.7;-2.2;;;97.1;90.9;103.1;;;
5112;DH: Manuf. of  rubber and plastic prod.;2001 October;108.9;105.5;;3.7;-0.8;;;;112.9;110.7;115.1;;;
5113;DH: Manuf. of  rubber and plastic prod.;2001 November;103.1;101.9;;-3.3;-2.5;;;;106.6;104.4;108.8;;;
5114;DH: Manuf. of  rubber and plastic prod.;2001 December;78.2;83.3;;0.2;0.6;;;;80.5;79.3;81.7;;;
5115;DH: Manuf. of  rubber and plastic prod.;2001 4th quarter;96.7;96.9;98.3;0.2;-1.0;0.2;;;100.0;98.1;101.9;;;
5116;DH: Manuf. of  rubber and plastic prod.;2001;99.3;99.3;99.3;-0.7;-0.7;-0.7;;;101.6;98.6;104.6;;;
5117;DH: Manuf. of  rubber and plastic prod.;2002 January;103.8;101.6;;2.0;2.5;;;;103.6;91.9;115.1;;;
5118;DH: Manuf. of  rubber and plastic prod.;2002 February;99.0;98.8;;0.4;0.4;;;;100.3;90.4;110.0;;;
5119;DH: Manuf. of  rubber and plastic prod.;2002 March;108.2;110.8;;-0.9;1.7;;;;109.5;98.2;120.6;;;
5120;DH: Manuf. of  rubber and plastic prod.;2002 1st quarter;103.6;103.7;102.4;0.5;1.6;4.2;;;104.5;93.5;115.2;;;
5121;DH: Manuf. of  rubber and plastic prod.;2002 April;103.9;103.7;;7.4;3.6;;;;105.8;97.1;114.2;;;
5122;DH: Manuf. of  rubber and plastic prod.;2002 May;110.4;108.5;;1.6;4.2;;;;112.2;105.2;119.1;;;
5123;DH: Manuf. of  rubber and plastic prod.;2002 June;108.3;111.1;;3.6;4.5;;;;108.6;97.8;119.1;;;
5124;DH: Manuf. of  rubber and plastic prod.;2002 2nd quarter;107.5;107.8;104.5;4.1;4.1;2.1;;;108.9;100.0;117.5;;;
5125;DH: Manuf. of  rubber and plastic prod.;2002 July;100.1;97.4;;8.2;1.8;;;;101.1;85.7;116.1;;;
5126;DH: Manuf. of  rubber and plastic prod.;2002 August;92.5;92.3;;2.0;7.5;;;;93.5;82.6;104.1;;;
5127;DH: Manuf. of  rubber and plastic prod.;2002 September;106.4;108.4;;7.9;5.7;;;;107.6;97.7;117.2;;;
5128;DH: Manuf. of  rubber and plastic prod.;2002 3rd quarter;99.7;99.3;102.7;6.1;4.9;-1.8;;;100.7;88.7;112.5;;;
5129;DH: Manuf. of  rubber and plastic prod.;2002 October;117.1;114.1;;7.5;8.2;;;;119.3;106.0;132.2;;;
5130;DH: Manuf. of  rubber and plastic prod.;2002 November;105.7;106.0;;2.6;4.1;;;;107.6;97.3;117.7;;;
5131;DH: Manuf. of  rubber and plastic prod.;2002 December;78.9;81.8;;0.9;-1.8;;;;80.6;72.7;88.3;;;
5132;DH: Manuf. of  rubber and plastic prod.;2002 4th quarter;100.6;100.6;101.9;4.0;3.9;-0.8;;;102.5;92.0;112.7;;;
5133;DH: Manuf. of  rubber and plastic prod.;2002;102.9;102.9;102.9;3.6;3.6;3.6;;;104.1;93.6;114.5;;;
5134;DH: Manuf. of  rubber and plastic prod.;2003 January;98.5;96.3;;-5.0;-5.2;;;;106.0;88.7;122.8;;;
5135;DH: Manuf. of  rubber and plastic prod.;2003 February;96.8;96.7;;-2.2;-2.1;;;;104.9;90.3;119.1;;;
5136;DH: Manuf. of  rubber and plastic prod.;2003 March;103.9;107.0;;-3.9;-3.4;;;;112.9;99.2;126.3;;;
5137;DH: Manuf. of  rubber and plastic prod.;2003 1st quarter;99.8;100.0;99.0;-3.7;-3.6;-2.8;;;107.9;92.7;122.7;;;
5138;DH: Manuf. of  rubber and plastic prod.;2003 April;104.0;102.5;;0.1;-1.2;;;;112.5;103.6;121.1;;;
