ID;EmployedPersons;SectorBranches;Periods;AllGrowers_1;NormalGrowers_2;FastGrowers_3;BusinessesWithAStableTurnover_4;AllDecliners_5;NormalDecliners_6;FastDecliners_7
4602;Total 1 or more employed persons;463 Wholesale of food and beverages ;2022 3rd quarter;62.0;25.0;37.0;2.0;36.0;17.0;19.0
4603;Total 1 or more employed persons;463 Wholesale of food and beverages ;2022 4th quarter;66.0;25.0;41.0;1.0;32.0;15.0;18.0
4604;Total 1 or more employed persons;463 Wholesale of food and beverages ;2022;68.0;25.0;43.0;1.0;30.0;14.0;16.0
4605;Total 1 or more employed persons;463 Wholesale of food and beverages ;2023 1st quarter;66.0;25.0;41.0;1.0;32.0;14.0;18.0
4606;Total 1 or more employed persons;463 Wholesale of food and beverages ;2023 2nd quarter;56.0;27.0;29.0;3.0;41.0;20.0;21.0
4607;Total 1 or more employed persons;463 Wholesale of food and beverages ;2023 3rd quarter;52.0;25.0;27.0;2.0;45.0;23.0;22.0
4608;Total 1 or more employed persons;463 Wholesale of food and beverages ;2023 4th quarter;53.0;26.0;27.0;2.0;45.0;23.0;21.0
4609;Total 1 or more employed persons;463 Wholesale of food and beverages ;2023;57.0;32.0;26.0;2.0;40.0;21.0;20.0
4610;Total 1 or more employed persons;463 Wholesale of food and beverages ;2024 1st quarter;53.0;30.0;23.0;2.0;45.0;27.0;18.0
4611;Total 1 or more employed persons;463 Wholesale of food and beverages ;2024 2nd quarter;48.0;25.0;23.0;3.0;49.0;28.0;21.0
4612;Total 1 or more employed persons;463 Wholesale of food and beverages ;2024 3rd quarter;54.0;28.0;26.0;3.0;44.0;23.0;21.0
4613;Total 1 or more employed persons;463 Wholesale of food and beverages ;2024 4th quarter;55.0;28.0;27.0;2.0;42.0;23.0;19.0
4614;Total 1 or more employed persons;463 Wholesale of food and beverages ;2024;;;;;;;
4615;Total 1 or more employed persons;464 Wholesale of consumergoods;2012 1st quarter;48.0;19.0;29.0;2.0;50.0;22.0;28.0
4616;Total 1 or more employed persons;464 Wholesale of consumergoods;2012 2nd quarter;44.0;18.0;26.0;2.0;54.0;23.0;31.0
4617;Total 1 or more employed persons;464 Wholesale of consumergoods;2012 3rd quarter;45.0;18.0;27.0;2.0;53.0;23.0;30.0
4618;Total 1 or more employed persons;464 Wholesale of consumergoods;2012 4th quarter;42.0;16.0;25.0;1.0;57.0;23.0;34.0
4619;Total 1 or more employed persons;464 Wholesale of consumergoods;2012;41.0;20.0;22.0;2.0;57.0;29.0;28.0
4620;Total 1 or more employed persons;464 Wholesale of consumergoods;2013 1st quarter;39.0;16.0;23.0;2.0;59.0;24.0;35.0
4621;Total 1 or more employed persons;464 Wholesale of consumergoods;2013 2nd quarter;42.0;17.0;25.0;2.0;56.0;23.0;33.0
4622;Total 1 or more employed persons;464 Wholesale of consumergoods;2013 3rd quarter;44.0;18.0;25.0;2.0;55.0;22.0;32.0
4623;Total 1 or more employed persons;464 Wholesale of consumergoods;2013 4th quarter;48.0;19.0;29.0;2.0;51.0;22.0;29.0
4624;Total 1 or more employed persons;464 Wholesale of consumergoods;2013;41.0;20.0;21.0;2.0;57.0;28.0;29.0
4625;Total 1 or more employed persons;464 Wholesale of consumergoods;2014 1st quarter;51.0;21.0;31.0;2.0;47.0;20.0;27.0
4626;Total 1 or more employed persons;464 Wholesale of consumergoods;2014 2nd quarter;51.0;21.0;30.0;2.0;48.0;21.0;26.0
4627;Total 1 or more employed persons;464 Wholesale of consumergoods;2014 3rd quarter;51.0;21.0;30.0;2.0;47.0;20.0;27.0
4628;Total 1 or more employed persons;464 Wholesale of consumergoods;2014 4th quarter;51.0;20.0;30.0;2.0;47.0;20.0;27.0
4629;Total 1 or more employed persons;464 Wholesale of consumergoods;2014;50.0;25.0;25.0;2.0;48.0;24.0;24.0
4630;Total 1 or more employed persons;464 Wholesale of consumergoods;2015 1st quarter;52.0;21.0;31.0;2.0;46.0;21.0;25.0
4631;Total 1 or more employed persons;464 Wholesale of consumergoods;2015 2nd quarter;51.0;21.0;31.0;2.0;47.0;21.0;26.0
4632;Total 1 or more employed persons;464 Wholesale of consumergoods;2015 3rd quarter;53.0;21.0;32.0;2.0;45.0;20.0;26.0
4633;Total 1 or more employed persons;464 Wholesale of consumergoods;2015 4th quarter;53.0;21.0;32.0;2.0;45.0;19.0;26.0
4634;Total 1 or more employed persons;464 Wholesale of consumergoods;2015;52.0;26.0;27.0;2.0;46.0;23.0;23.0
4635;Total 1 or more employed persons;464 Wholesale of consumergoods;2016 1st quarter;53.0;22.0;31.0;2.0;45.0;20.0;25.0
4636;Total 1 or more employed persons;464 Wholesale of consumergoods;2016 2nd quarter;53.0;22.0;31.0;2.0;45.0;19.0;25.0
4637;Total 1 or more employed persons;464 Wholesale of consumergoods;2016 3rd quarter;49.0;20.0;29.0;2.0;49.0;22.0;27.0
4638;Total 1 or more employed persons;464 Wholesale of consumergoods;2016 4th quarter;52.0;21.0;31.0;2.0;46.0;20.0;25.0
4639;Total 1 or more employed persons;464 Wholesale of consumergoods;2016;52.0;26.0;26.0;2.0;46.0;23.0;22.0
4640;Total 1 or more employed persons;464 Wholesale of consumergoods;2017 1st quarter;51.0;21.0;30.0;2.0;47.0;21.0;26.0
4641;Total 1 or more employed persons;464 Wholesale of consumergoods;2017 2nd quarter;52.0;22.0;30.0;2.0;46.0;21.0;25.0
4642;Total 1 or more employed persons;464 Wholesale of consumergoods;2017 3rd quarter;54.0;22.0;32.0;2.0;44.0;19.0;25.0
4643;Total 1 or more employed persons;464 Wholesale of consumergoods;2017 4th quarter;52.0;22.0;30.0;2.0;46.0;20.0;26.0
4644;Total 1 or more employed persons;464 Wholesale of consumergoods;2017;52.0;27.0;26.0;2.0;46.0;24.0;22.0
4645;Total 1 or more employed persons;464 Wholesale of consumergoods;2018 1st quarter;50.0;21.0;29.0;2.0;48.0;22.0;26.0
4646;Total 1 or more employed persons;464 Wholesale of consumergoods;2018 2nd quarter;50.0;21.0;29.0;2.0;48.0;21.0;27.0
4647;Total 1 or more employed persons;464 Wholesale of consumergoods;2018 3rd quarter;50.0;20.0;29.0;2.0;48.0;22.0;27.0
4648;Total 1 or more employed persons;464 Wholesale of consumergoods;2018 4th quarter;52.0;22.0;30.0;2.0;46.0;21.0;25.0
4649;Total 1 or more employed persons;464 Wholesale of consumergoods;2018;50.0;26.0;24.0;2.0;48.0;25.0;23.0
4650;Total 1 or more employed persons;464 Wholesale of consumergoods;2019 1st quarter;50.0;21.0;29.0;2.0;48.0;22.0;26.0
4651;Total 1 or more employed persons;464 Wholesale of consumergoods;2019 2nd quarter;51.0;22.0;29.0;2.0;47.0;22.0;25.0
4652;Total 1 or more employed persons;464 Wholesale of consumergoods;2019 3rd quarter;52.0;22.0;31.0;2.0;46.0;21.0;26.0
4653;Total 1 or more employed persons;464 Wholesale of consumergoods;2019 4th quarter;50.0;21.0;29.0;2.0;48.0;21.0;27.0
4654;Total 1 or more employed persons;464 Wholesale of consumergoods;2019;50.0;26.0;24.0;2.0;48.0;25.0;23.0
4655;Total 1 or more employed persons;464 Wholesale of consumergoods;2020 1st quarter;50.0;21.0;29.0;2.0;49.0;21.0;27.0
4656;Total 1 or more employed persons;464 Wholesale of consumergoods;2020 2nd quarter;41.0;14.0;27.0;1.0;58.0;17.0;41.0
4657;Total 1 or more employed persons;464 Wholesale of consumergoods;2020 3rd quarter;53.0;19.0;34.0;2.0;45.0;17.0;28.0
4658;Total 1 or more employed persons;464 Wholesale of consumergoods;2020 4th quarter;52.0;19.0;33.0;2.0;46.0;17.0;29.0
4659;Total 1 or more employed persons;464 Wholesale of consumergoods;2020;47.0;20.0;26.0;2.0;51.0;22.0;30.0
4660;Total 1 or more employed persons;464 Wholesale of consumergoods;2021 1st quarter;48.0;16.0;32.0;2.0;51.0;18.0;33.0
4661;Total 1 or more employed persons;464 Wholesale of consumergoods;2021 2nd quarter;67.0;17.0;49.0;1.0;32.0;13.0;20.0
4662;Total 1 or more employed persons;464 Wholesale of consumergoods;2021 3rd quarter;57.0;22.0;35.0;2.0;41.0;18.0;23.0
4663;Total 1 or more employed persons;464 Wholesale of consumergoods;2021 4th quarter;60.0;20.0;40.0;1.0;39.0;17.0;22.0
4664;Total 1 or more employed persons;464 Wholesale of consumergoods;2021;60.0;26.0;34.0;2.0;39.0;18.0;20.0
4665;Total 1 or more employed persons;464 Wholesale of consumergoods;2022 1st quarter;62.0;19.0;43.0;2.0;36.0;15.0;21.0
4666;Total 1 or more employed persons;464 Wholesale of consumergoods;2022 2nd quarter;58.0;20.0;38.0;2.0;41.0;17.0;23.0
4667;Total 1 or more employed persons;464 Wholesale of consumergoods;2022 3rd quarter;54.0;21.0;33.0;2.0;45.0;20.0;25.0
4668;Total 1 or more employed persons;464 Wholesale of consumergoods;2022 4th quarter;52.0;21.0;31.0;2.0;46.0;20.0;26.0
4669;Total 1 or more employed persons;464 Wholesale of consumergoods;2022;58.0;25.0;33.0;2.0;40.0;20.0;20.0
4670;Total 1 or more employed persons;464 Wholesale of consumergoods;2023 1st quarter;56.0;22.0;34.0;2.0;42.0;18.0;24.0
4671;Total 1 or more employed persons;464 Wholesale of consumergoods;2023 2nd quarter;48.0;21.0;27.0;2.0;50.0;23.0;27.0
4672;Total 1 or more employed persons;464 Wholesale of consumergoods;2023 3rd quarter;47.0;20.0;28.0;2.0;51.0;24.0;27.0
4673;Total 1 or more employed persons;464 Wholesale of consumergoods;2023 4th quarter;46.0;20.0;26.0;2.0;52.0;24.0;29.0
4674;Total 1 or more employed persons;464 Wholesale of consumergoods;2023;48.0;25.0;23.0;2.0;50.0;27.0;23.0
4675;Total 1 or more employed persons;464 Wholesale of consumergoods;2024 1st quarter;44.0;22.0;22.0;2.0;54.0;30.0;24.0
4676;Total 1 or more employed persons;464 Wholesale of consumergoods;2024 2nd quarter;47.0;21.0;26.0;2.0;51.0;25.0;26.0
4677;Total 1 or more employed persons;464 Wholesale of consumergoods;2024 3rd quarter;47.0;22.0;26.0;2.0;51.0;23.0;27.0
4678;Total 1 or more employed persons;464 Wholesale of consumergoods;2024 4th quarter;50.0;24.0;26.0;2.0;48.0;22.0;26.0
4679;Total 1 or more employed persons;464 Wholesale of consumergoods;2024;;;;;;;
4680;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2012 1st quarter;46.0;18.0;28.0;2.0;52.0;22.0;29.0
4681;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2012 2nd quarter;45.0;16.0;29.0;2.0;52.0;21.0;32.0
4682;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2012 3rd quarter;46.0;16.0;30.0;2.0;52.0;21.0;31.0
4683;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2012 4th quarter;42.0;16.0;26.0;2.0;56.0;22.0;34.0
4684;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2012;43.0;22.0;21.0;2.0;55.0;27.0;28.0
4685;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2013 1st quarter;41.0;17.0;24.0;2.0;57.0;24.0;33.0
4686;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2013 2nd quarter;43.0;18.0;26.0;3.0;54.0;22.0;32.0
4687;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2013 3rd quarter;47.0;19.0;28.0;2.0;52.0;20.0;32.0
4688;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2013 4th quarter;50.0;19.0;31.0;1.0;49.0;20.0;29.0
4689;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2013;43.0;22.0;20.0;2.0;55.0;28.0;28.0
4690;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2014 1st quarter;54.0;22.0;32.0;2.0;45.0;20.0;24.0
4691;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2014 2nd quarter;54.0;19.0;35.0;2.0;44.0;19.0;25.0
4692;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2014 3rd quarter;48.0;19.0;29.0;2.0;50.0;22.0;28.0
4693;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2014 4th quarter;50.0;20.0;29.0;1.0;49.0;19.0;30.0
4694;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2014;51.0;26.0;26.0;4.0;45.0;22.0;23.0
4695;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2015 1st quarter;49.0;21.0;29.0;2.0;49.0;21.0;28.0
4696;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2015 2nd quarter;48.0;21.0;28.0;2.0;50.0;19.0;30.0
4697;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2015 3rd quarter;53.0;20.0;33.0;2.0;45.0;18.0;27.0
4698;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2015 4th quarter;54.0;20.0;34.0;1.0;45.0;19.0;26.0
4699;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2015;50.0;25.0;25.0;2.0;47.0;23.0;24.0
4700;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2016 1st quarter;51.0;21.0;30.0;2.0;47.0;22.0;25.0
4701;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2016 2nd quarter;52.0;21.0;31.0;3.0;45.0;20.0;26.0
4702;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2016 3rd quarter;52.0;22.0;30.0;2.0;47.0;21.0;26.0
4703;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2016 4th quarter;50.0;20.0;30.0;2.0;47.0;20.0;27.0
4704;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2016;50.0;26.0;24.0;2.0;48.0;26.0;22.0
4705;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2017 1st quarter;54.0;22.0;32.0;2.0;44.0;20.0;24.0
4706;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2017 2nd quarter;51.0;22.0;29.0;2.0;47.0;21.0;26.0
4707;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2017 3rd quarter;53.0;21.0;32.0;2.0;45.0;21.0;24.0
4708;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2017 4th quarter;52.0;21.0;30.0;2.0;47.0;20.0;26.0
4709;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2017;53.0;29.0;25.0;2.0;45.0;23.0;21.0
4710;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2018 1st quarter;52.0;21.0;31.0;3.0;45.0;21.0;24.0
4711;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2018 2nd quarter;54.0;21.0;32.0;2.0;44.0;20.0;25.0
4712;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2018 3rd quarter;52.0;21.0;31.0;2.0;46.0;21.0;24.0
4713;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2018 4th quarter;52.0;21.0;30.0;2.0;47.0;21.0;25.0
4714;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2018;53.0;28.0;25.0;2.0;45.0;23.0;22.0
4715;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2019 1st quarter;53.0;22.0;30.0;2.0;45.0;20.0;25.0
4716;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2019 2nd quarter;54.0;22.0;31.0;2.0;44.0;20.0;24.0
4717;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2019 3rd quarter;53.0;21.0;32.0;2.0;45.0;20.0;25.0
4718;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2019 4th quarter;53.0;22.0;32.0;2.0;45.0;20.0;25.0
4719;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2019;53.0;27.0;25.0;2.0;45.0;24.0;21.0
4720;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2020 1st quarter;54.0;23.0;31.0;2.0;44.0;20.0;24.0
4721;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2020 2nd quarter;42.0;16.0;26.0;2.0;56.0;22.0;34.0
4722;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2020 3rd quarter;47.0;20.0;27.0;2.0;51.0;23.0;29.0
4723;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2020 4th quarter;51.0;22.0;29.0;2.0;47.0;20.0;27.0
4724;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2020;47.0;24.0;23.0;2.0;51.0;25.0;26.0
4725;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2021 1st quarter;50.0;21.0;29.0;2.0;47.0;20.0;28.0
4726;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2021 2nd quarter;63.0;20.0;43.0;2.0;35.0;15.0;21.0
4727;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2021 3rd quarter;58.0;23.0;36.0;3.0;39.0;18.0;22.0
4728;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2021 4th quarter;57.0;19.0;37.0;2.0;41.0;18.0;23.0
4729;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2021;58.0;27.0;31.0;2.0;40.0;22.0;19.0
4730;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2022 1st quarter;60.0;21.0;38.0;2.0;38.0;17.0;22.0
4731;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2022 2nd quarter;57.0;20.0;36.0;1.0;42.0;19.0;23.0
4732;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2022 3rd quarter;59.0;23.0;36.0;2.0;39.0;16.0;23.0
4733;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2022 4th quarter;57.0;23.0;34.0;2.0;41.0;17.0;24.0
4734;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2022;59.0;26.0;33.0;1.0;40.0;21.0;19.0
4735;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2023 1st quarter;58.0;22.0;36.0;2.0;41.0;19.0;22.0
4736;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2023 2nd quarter;51.0;20.0;31.0;2.0;47.0;22.0;25.0
4737;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2023 3rd quarter;47.0;19.0;28.0;2.0;51.0;23.0;28.0
4738;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2023 4th quarter;47.0;19.0;27.0;2.0;52.0;23.0;29.0
4739;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2023;49.0;27.0;23.0;2.0;49.0;26.0;23.0
4740;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2024 1st quarter;44.0;23.0;21.0;2.0;54.0;24.0;30.0
4741;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2024 2nd quarter;50.0;23.0;27.0;2.0;48.0;20.0;28.0
4742;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2024 3rd quarter;48.0;21.0;27.0;2.0;50.0;21.0;28.0
4743;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2024 4th quarter;47.0;22.0;25.0;3.0;50.0;22.0;28.0
4744;Total 1 or more employed persons;465 Wholesale of ICT-equipment;2024;;;;;;;
4745;Total 1 or more employed persons;466 Wholesale of other machinery;2012 1st quarter;50.0;22.0;29.0;2.0;48.0;23.0;25.0
4746;Total 1 or more employed persons;466 Wholesale of other machinery;2012 2nd quarter;45.0;20.0;25.0;2.0;53.0;25.0;28.0
4747;Total 1 or more employed persons;466 Wholesale of other machinery;2012 3rd quarter;47.0;20.0;27.0;2.0;51.0;24.0;28.0
4748;Total 1 or more employed persons;466 Wholesale of other machinery;2012 4th quarter;41.0;18.0;24.0;2.0;57.0;25.0;32.0
4749;Total 1 or more employed persons;466 Wholesale of other machinery;2012;43.0;23.0;20.0;2.0;54.0;31.0;24.0
4750;Total 1 or more employed persons;466 Wholesale of other machinery;2013 1st quarter;41.0;18.0;23.0;2.0;57.0;26.0;31.0
4751;Total 1 or more employed persons;466 Wholesale of other machinery;2013 2nd quarter;46.0;20.0;26.0;2.0;53.0;24.0;28.0
4752;Total 1 or more employed persons;466 Wholesale of other machinery;2013 3rd quarter;46.0;21.0;26.0;2.0;52.0;23.0;29.0
4753;Total 1 or more employed persons;466 Wholesale of other machinery;2013 4th quarter;53.0;21.0;32.0;2.0;45.0;21.0;24.0
4754;Total 1 or more employed persons;466 Wholesale of other machinery;2013;45.0;25.0;20.0;2.0;53.0;29.0;23.0
4755;Total 1 or more employed persons;466 Wholesale of other machinery;2014 1st quarter;55.0;23.0;32.0;2.0;43.0;20.0;23.0
4756;Total 1 or more employed persons;466 Wholesale of other machinery;2014 2nd quarter;54.0;24.0;30.0;2.0;44.0;20.0;24.0
4757;Total 1 or more employed persons;466 Wholesale of other machinery;2014 3rd quarter;53.0;23.0;30.0;2.0;45.0;22.0;23.0
4758;Total 1 or more employed persons;466 Wholesale of other machinery;2014 4th quarter;52.0;22.0;30.0;2.0;46.0;21.0;26.0
4759;Total 1 or more employed persons;466 Wholesale of other machinery;2014;54.0;30.0;24.0;2.0;44.0;24.0;20.0
4760;Total 1 or more employed persons;466 Wholesale of other machinery;2015 1st quarter;54.0;23.0;31.0;2.0;44.0;22.0;22.0
4761;Total 1 or more employed persons;466 Wholesale of other machinery;2015 2nd quarter;55.0;23.0;31.0;2.0;44.0;21.0;22.0
4762;Total 1 or more employed persons;466 Wholesale of other machinery;2015 3rd quarter;56.0;23.0;33.0;2.0;42.0;20.0;22.0
4763;Total 1 or more employed persons;466 Wholesale of other machinery;2015 4th quarter;55.0;23.0;33.0;2.0;43.0;20.0;23.0
4764;Total 1 or more employed persons;466 Wholesale of other machinery;2015;57.0;29.0;27.0;2.0;41.0;24.0;18.0
4765;Total 1 or more employed persons;466 Wholesale of other machinery;2016 1st quarter;55.0;24.0;30.0;2.0;44.0;21.0;23.0
4766;Total 1 or more employed persons;466 Wholesale of other machinery;2016 2nd quarter;56.0;24.0;31.0;2.0;42.0;20.0;22.0
4767;Total 1 or more employed persons;466 Wholesale of other machinery;2016 3rd quarter;52.0;23.0;30.0;2.0;45.0;22.0;23.0
4768;Total 1 or more employed persons;466 Wholesale of other machinery;2016 4th quarter;53.0;23.0;31.0;2.0;45.0;21.0;23.0
4769;Total 1 or more employed persons;466 Wholesale of other machinery;2016;55.0;31.0;25.0;2.0;43.0;25.0;18.0
4770;Total 1 or more employed persons;466 Wholesale of other machinery;2017 1st quarter;58.0;24.0;33.0;2.0;40.0;19.0;21.0
4771;Total 1 or more employed persons;466 Wholesale of other machinery;2017 2nd quarter;55.0;24.0;31.0;2.0;43.0;22.0;21.0
4772;Total 1 or more employed persons;466 Wholesale of other machinery;2017 3rd quarter;57.0;24.0;33.0;2.0;41.0;20.0;21.0
4773;Total 1 or more employed persons;466 Wholesale of other machinery;2017 4th quarter;58.0;24.0;33.0;2.0;41.0;20.0;21.0
4774;Total 1 or more employed persons;466 Wholesale of other machinery;2017;59.0;32.0;27.0;2.0;39.0;23.0;16.0
4775;Total 1 or more employed persons;466 Wholesale of other machinery;2018 1st quarter;57.0;26.0;31.0;2.0;40.0;20.0;21.0
4776;Total 1 or more employed persons;466 Wholesale of other machinery;2018 2nd quarter;57.0;25.0;32.0;2.0;40.0;19.0;21.0
4777;Total 1 or more employed persons;466 Wholesale of other machinery;2018 3rd quarter;55.0;24.0;32.0;2.0;42.0;20.0;22.0
4778;Total 1 or more employed persons;466 Wholesale of other machinery;2018 4th quarter;55.0;23.0;32.0;2.0;43.0;21.0;22.0
4779;Total 1 or more employed persons;466 Wholesale of other machinery;2018;60.0;34.0;26.0;2.0;38.0;22.0;16.0
4780;Total 1 or more employed persons;466 Wholesale of other machinery;2019 1st quarter;55.0;25.0;30.0;2.0;43.0;22.0;21.0
4781;Total 1 or more employed persons;466 Wholesale of other machinery;2019 2nd quarter;54.0;24.0;30.0;2.0;44.0;22.0;22.0
4782;Total 1 or more employed persons;466 Wholesale of other machinery;2019 3rd quarter;54.0;24.0;31.0;2.0;44.0;22.0;22.0
4783;Total 1 or more employed persons;466 Wholesale of other machinery;2019 4th quarter;51.0;22.0;29.0;2.0;47.0;23.0;24.0
4784;Total 1 or more employed persons;466 Wholesale of other machinery;2019;55.0;31.0;23.0;3.0;43.0;26.0;17.0
4785;Total 1 or more employed persons;466 Wholesale of other machinery;2020 1st quarter;50.0;23.0;28.0;2.0;47.0;24.0;23.0
4786;Total 1 or more employed persons;466 Wholesale of other machinery;2020 2nd quarter;38.0;15.0;23.0;2.0;60.0;24.0;36.0
4787;Total 1 or more employed persons;466 Wholesale of other machinery;2020 3rd quarter;48.0;19.0;29.0;2.0;51.0;23.0;28.0
4788;Total 1 or more employed persons;466 Wholesale of other machinery;2020 4th quarter;51.0;21.0;30.0;2.0;48.0;21.0;26.0
4789;Total 1 or more employed persons;466 Wholesale of other machinery;2020;45.0;23.0;21.0;2.0;53.0;29.0;24.0
4790;Total 1 or more employed persons;466 Wholesale of other machinery;2021 1st quarter;53.0;21.0;32.0;2.0;45.0;20.0;25.0
4791;Total 1 or more employed persons;466 Wholesale of other machinery;2021 2nd quarter;67.0;20.0;47.0;1.0;32.0;15.0;17.0
4792;Total 1 or more employed persons;466 Wholesale of other machinery;2021 3rd quarter;62.0;23.0;40.0;2.0;36.0;16.0;20.0
4793;Total 1 or more employed persons;466 Wholesale of other machinery;2021 4th quarter;65.0;22.0;43.0;1.0;33.0;15.0;18.0
4794;Total 1 or more employed persons;466 Wholesale of other machinery;2021;66.0;30.0;36.0;2.0;32.0;17.0;15.0
4795;Total 1 or more employed persons;466 Wholesale of other machinery;2022 1st quarter;63.0;22.0;41.0;2.0;35.0;15.0;20.0
4796;Total 1 or more employed persons;466 Wholesale of other machinery;2022 2nd quarter;61.0;23.0;38.0;2.0;38.0;17.0;20.0
4797;Total 1 or more employed persons;466 Wholesale of other machinery;2022 3rd quarter;59.0;22.0;37.0;2.0;39.0;18.0;21.0
4798;Total 1 or more employed persons;466 Wholesale of other machinery;2022 4th quarter;58.0;23.0;35.0;2.0;40.0;18.0;22.0
4799;Total 1 or more employed persons;466 Wholesale of other machinery;2022;64.0;31.0;33.0;2.0;35.0;19.0;15.0
4800;Total 1 or more employed persons;466 Wholesale of other machinery;2023 1st quarter;58.0;22.0;36.0;2.0;40.0;19.0;21.0
4801;Total 1 or more employed persons;466 Wholesale of other machinery;2023 2nd quarter;53.0;23.0;30.0;2.0;45.0;21.0;24.0
4802;Total 1 or more employed persons;466 Wholesale of other machinery;2023 3rd quarter;49.0;20.0;29.0;2.0;48.0;23.0;26.0
4803;Total 1 or more employed persons;466 Wholesale of other machinery;2023 4th quarter;46.0;19.0;27.0;2.0;52.0;24.0;28.0
4804;Total 1 or more employed persons;466 Wholesale of other machinery;2023;53.0;29.0;24.0;2.0;45.0;26.0;19.0
4805;Total 1 or more employed persons;466 Wholesale of other machinery;2024 1st quarter;43.0;20.0;23.0;2.0;55.0;29.0;26.0
4806;Total 1 or more employed persons;466 Wholesale of other machinery;2024 2nd quarter;48.0;21.0;27.0;2.0;50.0;24.0;25.0
4807;Total 1 or more employed persons;466 Wholesale of other machinery;2024 3rd quarter;49.0;22.0;27.0;2.0;49.0;23.0;26.0
4808;Total 1 or more employed persons;466 Wholesale of other machinery;2024 4th quarter;50.0;22.0;28.0;2.0;48.0;23.0;24.0
4809;Total 1 or more employed persons;466 Wholesale of other machinery;2024;;;;;;;
4810;Total 1 or more employed persons;467 Other specialised wholesale;2012 1st quarter;45.0;20.0;25.0;2.0;53.0;25.0;28.0
4811;Total 1 or more employed persons;467 Other specialised wholesale;2012 2nd quarter;39.0;17.0;22.0;2.0;59.0;28.0;31.0
4812;Total 1 or more employed persons;467 Other specialised wholesale;2012 3rd quarter;42.0;19.0;23.0;2.0;56.0;26.0;30.0
4813;Total 1 or more employed persons;467 Other specialised wholesale;2012 4th quarter;39.0;17.0;22.0;2.0;60.0;27.0;33.0
4814;Total 1 or more employed persons;467 Other specialised wholesale;2012;38.0;20.0;18.0;2.0;60.0;33.0;27.0
