ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged1564_1;LabourForce_2;EmployedLabourForce_3;ProfessionalPrestige_4;SocioEconomicStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;UnemployedLabourForce_13;PeopleNotIncludedInTheLabourForce_14;GrossLabourParticipation_15;NetLabourParticipation_16;RegisteredUnemployed_17;EmploymentRate_18
8278;Women;Background: with migration background;1908;;;;;;;;;;;;;;;;;;
8279;Women;Background: with migration background;1909;;;;;;;;;;;;;;;;;;
8280;Women;Background: with migration background;1910;;;;;;;;;;;;;;;;;;
8281;Women;Background: with migration background;1911;;;;;;;;;;;;;;;;;;
8282;Women;Background: with migration background;1912;;;;;;;;;;;;;;;;;;
8283;Women;Background: with migration background;1913;;;;;;;;;;;;;;;;;;
8284;Women;Background: with migration background;1914;;;;;;;;;;;;;;;;;;
8285;Women;Background: with migration background;1915;;;;;;;;;;;;;;;;;;
8286;Women;Background: with migration background;1916;;;;;;;;;;;;;;;;;;
8287;Women;Background: with migration background;1917;;;;;;;;;;;;;;;;;;
8288;Women;Background: with migration background;1918;;;;;;;;;;;;;;;;;;
8289;Women;Background: with migration background;1919;;;;;;;;;;;;;;;;;;
8290;Women;Background: with migration background;1920;;;;;;;;;;;;;;;;;;
8291;Women;Background: with migration background;1921;;;;;;;;;;;;;;;;;;
8292;Women;Background: with migration background;1922;;;;;;;;;;;;;;;;;;
8293;Women;Background: with migration background;1923;;;;;;;;;;;;;;;;;;
8294;Women;Background: with migration background;1924;;;;;;;;;;;;;;;;;;
8295;Women;Background: with migration background;1925;;;;;;;;;;;;;;;;;;
8296;Women;Background: with migration background;1926;;;;;;;;;;;;;;;;;;
8297;Women;Background: with migration background;1927;;;;;;;;;;;;;;;;;;
8298;Women;Background: with migration background;1928;;;;;;;;;;;;;;;;;;
8299;Women;Background: with migration background;1929;;;;;;;;;;;;;;;;;;
8300;Women;Background: with migration background;1930;;;;;;;;;;;;;;;;;;
8301;Women;Background: with migration background;1931;;;;;;;;;;;;;;;;;;
8302;Women;Background: with migration background;1932;;;;;;;;;;;;;;;;;;
8303;Women;Background: with migration background;1933;;;;;;;;;;;;;;;;;;
8304;Women;Background: with migration background;1934;;;;;;;;;;;;;;;;;;
8305;Women;Background: with migration background;1935;;;;;;;;;;;;;;;;;;
8306;Women;Background: with migration background;1936;;;;;;;;;;;;;;;;;;
8307;Women;Background: with migration background;1937;;;;;;;;;;;;;;;;;;
8308;Women;Background: with migration background;1938;;;;;;;;;;;;;;;;;;
8309;Women;Background: with migration background;1939;;;;;;;;;;;;;;;;;;
8310;Women;Background: with migration background;1940;;;;;;;;;;;;;;;;;;
8311;Women;Background: with migration background;1941;;;;;;;;;;;;;;;;;;
8312;Women;Background: with migration background;1942;;;;;;;;;;;;;;;;;;
8313;Women;Background: with migration background;1943;;;;;;;;;;;;;;;;;;
8314;Women;Background: with migration background;1944;;;;;;;;;;;;;;;;;;
8315;Women;Background: with migration background;1945;;;;;;;;;;;;;;;;;;
8316;Women;Background: with migration background;1946;;;;;;;;;;;;;;;;;;
8317;Women;Background: with migration background;1947;;;;;;;;;;;;;;;;;;
8318;Women;Background: with migration background;1948;;;;;;;;;;;;;;;;;;
8319;Women;Background: with migration background;1949;;;;;;;;;;;;;;;;;;
8320;Women;Background: with migration background;1950;;;;;;;;;;;;;;;;;;
8321;Women;Background: with migration background;1951;;;;;;;;;;;;;;;;;;
8322;Women;Background: with migration background;1952;;;;;;;;;;;;;;;;;;
8323;Women;Background: with migration background;1953;;;;;;;;;;;;;;;;;;
8324;Women;Background: with migration background;1954;;;;;;;;;;;;;;;;;;
8325;Women;Background: with migration background;1955;;;;;;;;;;;;;;;;;;
8326;Women;Background: with migration background;1956;;;;;;;;;;;;;;;;;;
8327;Women;Background: with migration background;1957;;;;;;;;;;;;;;;;;;
8328;Women;Background: with migration background;1958;;;;;;;;;;;;;;;;;;
8329;Women;Background: with migration background;1959;;;;;;;;;;;;;;;;;;
8330;Women;Background: with migration background;1960;;;;;;;;;;;;;;;;;;
8331;Women;Background: with migration background;1961;;;;;;;;;;;;;;;;;;
8332;Women;Background: with migration background;1962;;;;;;;;;;;;;;;;;;
8333;Women;Background: with migration background;1963;;;;;;;;;;;;;;;;;;
8334;Women;Background: with migration background;1964;;;;;;;;;;;;;;;;;;
8335;Women;Background: with migration background;1965;;;;;;;;;;;;;;;;;;
8336;Women;Background: with migration background;1966;;;;;;;;;;;;;;;;;;
8337;Women;Background: with migration background;1967;;;;;;;;;;;;;;;;;;
8338;Women;Background: with migration background;1968;;;;;;;;;;;;;;;;;;
8339;Women;Background: with migration background;1969;;;;;;;;;;;;;;;;;;
8340;Women;Background: with migration background;1970;;;;;;;;;;;;;;;;;;
8341;Women;Background: with migration background;1971;;;;;;;;;;;;;;;;;;
8342;Women;Background: with migration background;1972;;;;;;;;;;;;;;;;;;
8343;Women;Background: with migration background;1973;;;;;;;;;;;;;;;;;;
8344;Women;Background: with migration background;1974;;;;;;;;;;;;;;;;;;
8345;Women;Background: with migration background;1975;;;;;;;;;;;;;;;;;;
8346;Women;Background: with migration background;1976;;;;;;;;;;;;;;;;;;
8347;Women;Background: with migration background;1977;;;;;;;;;;;;;;;;;;
8348;Women;Background: with migration background;1978;;;;;;;;;;;;;;;;;;
8349;Women;Background: with migration background;1979;;;;;;;;;;;;;;;;;;
8350;Women;Background: with migration background;1980;;;;;;;;;;;;;;;;;;
8351;Women;Background: with migration background;1981;543.0;212.0;174.0;;;;;;;;;;38.0;330.0;39.1;32.1;;17.9
8352;Women;Background: with migration background;1982;557.0;210.0;170.0;;;;;;;;;;40.0;347.0;37.7;30.6;;18.8
8353;Women;Background: with migration background;1983;568.0;215.0;173.0;;;;;;;;;;43.0;353.0;37.9;30.4;;19.9
8354;Women;Background: with migration background;1984;578.0;215.0;172.0;;;;;;;;;;43.0;363.0;37.1;29.8;;19.8
8355;Women;Background: with migration background;1985;589.0;229.0;185.0;;;;;;;;;;44.0;360.0;38.8;31.4;;19.1
8356;Women;Background: with migration background;1986;602.0;232.0;190.0;;;;;;;;;;42.0;370.0;38.5;31.6;;18.0
8357;Women;Background: with migration background;1987;618.0;225.0;184.0;;;;;;;;;;42.0;393.0;36.5;29.7;;18.5
8358;Women;Background: with migration background;1988;637.0;254.0;209.0;;;;;;;;;;44.0;384.0;39.8;32.9;;17.4
8359;Women;Background: with migration background;1989;655.0;259.0;213.0;;;;;;;;;;46.0;397.0;39.5;32.5;;17.7
8360;Women;Background: with migration background;1990;673.0;265.0;217.0;;;;;;;;;;48.0;408.0;39.4;32.2;;18.2
8361;Women;Background: with migration background;1991;697.0;274.0;235.0;;;;;;;;;;39.0;423.0;39.3;33.8;;14.2
8362;Women;Background: with migration background;1992;723.0;280.0;240.0;;;;;;;;;;41.0;442.0;38.8;33.2;;14.5
8363;Women;Background: with migration background;1993;748.0;314.0;261.0;;;;;;;;;;53.0;434.0;42.0;34.9;;17.0
8364;Women;Background: with migration background;1994;774.0;323.0;266.0;;;;;;;;;;58.0;451.0;41.7;34.3;;17.8
8365;Women;Background: with migration background;1995;787.0;352.0;292.0;;;;;;;;;;60.0;435.0;44.7;37.1;;17.1
8366;Women;Background: with migration background;1996;804.0;378.0;318.0;;;;;;;;;;60.0;426.0;47.0;39.5;50.0;15.9
8367;Women;Background: with migration background;1997;821.0;402.0;344.0;;;;;;;;;;57.0;419.0;48.9;41.9;47.0;14.3
8368;Women;Background: with migration background;1998;845.0;411.0;364.0;;;;;;;;;;47.0;434.0;48.7;43.1;35.0;11.4
8369;Women;Background: with migration background;1999;890.0;436.0;393.0;;;;;;;;;;43.0;454.0;49.0;44.2;31.0;9.8
8370;Women;Background: with migration background;2000;958.0;468.0;423.0;;;;;;;;;;45.0;490.0;48.8;44.1;26.0;9.6
8371;Women;Background: with migration background;2001 before revision;993.0;502.0;466.0;;;;;;;;;;37.0;490.0;50.6;46.9;14.0;7.3
8372;Women;Background: with migration background;2001 after revision;992.0;499.0;460.0;;;;;;;;;;38.0;493.0;50.3;46.4;20.0;7.7
8373;Women;Background: with migration background;2002;1025.0;520.0;476.0;;;;;;;;;;44.0;506.0;50.7;46.4;25.0;8.5
8374;Women;Background: with migration background;2003;1054.0;539.0;484.0;;;;;;;;;;54.0;516.0;51.1;45.9;34.0;10.1
8375;Women;Background: with migration background;2004;1076.0;567.0;499.0;;;;;;;;;;68.0;510.0;52.7;46.3;42.0;12.0
8376;Women;Background: with migration background;2005;1094.0;592.0;515.0;;;;;;;;;;77.0;502.0;54.1;47.0;46.0;13.0
8377;Women;Background: with migration background;2006;1108.0;598.0;528.0;;;;;;;;;;70.0;510.0;54.0;47.7;40.0;11.7
8378;Women;Background: with migration background;2007;1121.0;624.0;566.0;;;;;;;;;;58.0;497.0;55.7;50.5;31.0;9.2
8379;Women;Background: with migration background;2008;1141.0;661.0;610.0;;;;;;;;;;51.0;480.0;57.9;53.4;23.0;7.8
8380;Women;Background: with migration background;2009;1168.0;676.0;620.0;;;;;;;;;;57.0;492.0;57.9;53.0;26.0;8.4
8381;Women;Background: with migration background;2010;1168.0;666.0;600.0;;;;;;;;;;66.0;501.0;57.1;51.4;34.0;9.9
8382;Women;Background: with migration background;2011;1191.0;689.0;620.0;;;;;;;;;;69.0;503.0;57.8;52.0;32.0;10.0
8383;Women;Background: with migration background;2012;1217.0;729.0;640.0;;;;;;;;;;89.0;488.0;59.9;52.6;39.0;12.2
8384;Women;Background: with migration background;2013;1245.0;729.0;622.0;;;;;;;;;;108.0;516.0;58.6;49.9;49.0;14.7
8385;Women;Background: western;1800;;;;;;;;;;;;;;;;;;
8386;Women;Background: western;1801;;;;;;;;;;;;;;;;;;
8387;Women;Background: western;1802;;;;;;;;;;;;;;;;;;
8388;Women;Background: western;1803;;;;;;;;;;;;;;;;;;
8389;Women;Background: western;1804;;;;;;;;;;;;;;;;;;
8390;Women;Background: western;1805;;;;;;;;;;;;;;;;;;
8391;Women;Background: western;1806;;;;;;;;;;;;;;;;;;
8392;Women;Background: western;1807;;;;;;;;;;;;;;;;;;
8393;Women;Background: western;1808;;;;;;;;;;;;;;;;;;
8394;Women;Background: western;1809;;;;;;;;;;;;;;;;;;
8395;Women;Background: western;1810;;;;;;;;;;;;;;;;;;
8396;Women;Background: western;1811;;;;;;;;;;;;;;;;;;
8397;Women;Background: western;1812;;;;;;;;;;;;;;;;;;
8398;Women;Background: western;1813;;;;;;;;;;;;;;;;;;
8399;Women;Background: western;1814;;;;;;;;;;;;;;;;;;
8400;Women;Background: western;1815;;;;;;;;;;;;;;;;;;
8401;Women;Background: western;1816;;;;;;;;;;;;;;;;;;
8402;Women;Background: western;1817;;;;;;;;;;;;;;;;;;
8403;Women;Background: western;1818;;;;;;;;;;;;;;;;;;
8404;Women;Background: western;1819;;;;;;;;;;;;;;;;;;
8405;Women;Background: western;1820;;;;;;;;;;;;;;;;;;
8406;Women;Background: western;1821;;;;;;;;;;;;;;;;;;
8407;Women;Background: western;1822;;;;;;;;;;;;;;;;;;
8408;Women;Background: western;1823;;;;;;;;;;;;;;;;;;
8409;Women;Background: western;1824;;;;;;;;;;;;;;;;;;
8410;Women;Background: western;1825;;;;;;;;;;;;;;;;;;
8411;Women;Background: western;1826;;;;;;;;;;;;;;;;;;
8412;Women;Background: western;1827;;;;;;;;;;;;;;;;;;
8413;Women;Background: western;1828;;;;;;;;;;;;;;;;;;
8414;Women;Background: western;1829;;;;;;;;;;;;;;;;;;
8415;Women;Background: western;1830;;;;;;;;;;;;;;;;;;
8416;Women;Background: western;1831;;;;;;;;;;;;;;;;;;
8417;Women;Background: western;1832;;;;;;;;;;;;;;;;;;
8418;Women;Background: western;1833;;;;;;;;;;;;;;;;;;
8419;Women;Background: western;1834;;;;;;;;;;;;;;;;;;
8420;Women;Background: western;1835;;;;;;;;;;;;;;;;;;
8421;Women;Background: western;1836;;;;;;;;;;;;;;;;;;
8422;Women;Background: western;1837;;;;;;;;;;;;;;;;;;
8423;Women;Background: western;1838;;;;;;;;;;;;;;;;;;
8424;Women;Background: western;1839;;;;;;;;;;;;;;;;;;
8425;Women;Background: western;1840;;;;;;;;;;;;;;;;;;
8426;Women;Background: western;1841;;;;;;;;;;;;;;;;;;
8427;Women;Background: western;1842;;;;;;;;;;;;;;;;;;
8428;Women;Background: western;1843;;;;;;;;;;;;;;;;;;
8429;Women;Background: western;1844;;;;;;;;;;;;;;;;;;
8430;Women;Background: western;1845;;;;;;;;;;;;;;;;;;
8431;Women;Background: western;1846;;;;;;;;;;;;;;;;;;
8432;Women;Background: western;1847;;;;;;;;;;;;;;;;;;
8433;Women;Background: western;1848;;;;;;;;;;;;;;;;;;
8434;Women;Background: western;1849;;;;;;;;;;;;;;;;;;
8435;Women;Background: western;1850;;;;;;;;;;;;;;;;;;
8436;Women;Background: western;1851;;;;;;;;;;;;;;;;;;
8437;Women;Background: western;1852;;;;;;;;;;;;;;;;;;
8438;Women;Background: western;1853;;;;;;;;;;;;;;;;;;
8439;Women;Background: western;1854;;;;;;;;;;;;;;;;;;
8440;Women;Background: western;1855;;;;;;;;;;;;;;;;;;
8441;Women;Background: western;1856;;;;;;;;;;;;;;;;;;
8442;Women;Background: western;1857;;;;;;;;;;;;;;;;;;
8443;Women;Background: western;1858;;;;;;;;;;;;;;;;;;
8444;Women;Background: western;1859;;;;;;;;;;;;;;;;;;
8445;Women;Background: western;1860;;;;;;;;;;;;;;;;;;
8446;Women;Background: western;1861;;;;;;;;;;;;;;;;;;
8447;Women;Background: western;1862;;;;;;;;;;;;;;;;;;
8448;Women;Background: western;1863;;;;;;;;;;;;;;;;;;
8449;Women;Background: western;1864;;;;;;;;;;;;;;;;;;
8450;Women;Background: western;1865;;;;;;;;;;;;;;;;;;
8451;Women;Background: western;1866;;;;;;;;;;;;;;;;;;
8452;Women;Background: western;1867;;;;;;;;;;;;;;;;;;
8453;Women;Background: western;1868;;;;;;;;;;;;;;;;;;
8454;Women;Background: western;1869;;;;;;;;;;;;;;;;;;
8455;Women;Background: western;1870;;;;;;;;;;;;;;;;;;
8456;Women;Background: western;1871;;;;;;;;;;;;;;;;;;
8457;Women;Background: western;1872;;;;;;;;;;;;;;;;;;
8458;Women;Background: western;1873;;;;;;;;;;;;;;;;;;
8459;Women;Background: western;1874;;;;;;;;;;;;;;;;;;
8460;Women;Background: western;1875;;;;;;;;;;;;;;;;;;
8461;Women;Background: western;1876;;;;;;;;;;;;;;;;;;
8462;Women;Background: western;1877;;;;;;;;;;;;;;;;;;
8463;Women;Background: western;1878;;;;;;;;;;;;;;;;;;
8464;Women;Background: western;1879;;;;;;;;;;;;;;;;;;
8465;Women;Background: western;1880;;;;;;;;;;;;;;;;;;
8466;Women;Background: western;1881;;;;;;;;;;;;;;;;;;
8467;Women;Background: western;1882;;;;;;;;;;;;;;;;;;
8468;Women;Background: western;1883;;;;;;;;;;;;;;;;;;
8469;Women;Background: western;1884;;;;;;;;;;;;;;;;;;
8470;Women;Background: western;1885;;;;;;;;;;;;;;;;;;
8471;Women;Background: western;1886;;;;;;;;;;;;;;;;;;
8472;Women;Background: western;1887;;;;;;;;;;;;;;;;;;
8473;Women;Background: western;1888;;;;;;;;;;;;;;;;;;
8474;Women;Background: western;1889;;;;;;;;;;;;;;;;;;
8475;Women;Background: western;1890;;;;;;;;;;;;;;;;;;
8476;Women;Background: western;1891;;;;;;;;;;;;;;;;;;
8477;Women;Background: western;1892;;;;;;;;;;;;;;;;;;
8478;Women;Background: western;1893;;;;;;;;;;;;;;;;;;
8479;Women;Background: western;1894;;;;;;;;;;;;;;;;;;
8480;Women;Background: western;1895;;;;;;;;;;;;;;;;;;
8481;Women;Background: western;1896;;;;;;;;;;;;;;;;;;
8482;Women;Background: western;1897;;;;;;;;;;;;;;;;;;
8483;Women;Background: western;1898;;;;;;;;;;;;;;;;;;
8484;Women;Background: western;1899;;;;;;;;;;;;;;;;;;
8485;Women;Background: western;1900;;;;;;;;;;;;;;;;;;
8486;Women;Background: western;1901;;;;;;;;;;;;;;;;;;
8487;Women;Background: western;1902;;;;;;;;;;;;;;;;;;
8488;Women;Background: western;1903;;;;;;;;;;;;;;;;;;
8489;Women;Background: western;1904;;;;;;;;;;;;;;;;;;
8490;Women;Background: western;1905;;;;;;;;;;;;;;;;;;
8491;Women;Background: western;1906;;;;;;;;;;;;;;;;;;
8492;Women;Background: western;1907;;;;;;;;;;;;;;;;;;
8493;Women;Background: western;1908;;;;;;;;;;;;;;;;;;
8494;Women;Background: western;1909;;;;;;;;;;;;;;;;;;
8495;Women;Background: western;1910;;;;;;;;;;;;;;;;;;
8496;Women;Background: western;1911;;;;;;;;;;;;;;;;;;
8497;Women;Background: western;1912;;;;;;;;;;;;;;;;;;
8498;Women;Background: western;1913;;;;;;;;;;;;;;;;;;
8499;Women;Background: western;1914;;;;;;;;;;;;;;;;;;
8500;Women;Background: western;1915;;;;;;;;;;;;;;;;;;
8501;Women;Background: western;1916;;;;;;;;;;;;;;;;;;
8502;Women;Background: western;1917;;;;;;;;;;;;;;;;;;
8503;Women;Background: western;1918;;;;;;;;;;;;;;;;;;
8504;Women;Background: western;1919;;;;;;;;;;;;;;;;;;
8505;Women;Background: western;1920;;;;;;;;;;;;;;;;;;
8506;Women;Background: western;1921;;;;;;;;;;;;;;;;;;
8507;Women;Background: western;1922;;;;;;;;;;;;;;;;;;
8508;Women;Background: western;1923;;;;;;;;;;;;;;;;;;
8509;Women;Background: western;1924;;;;;;;;;;;;;;;;;;
8510;Women;Background: western;1925;;;;;;;;;;;;;;;;;;
8511;Women;Background: western;1926;;;;;;;;;;;;;;;;;;
8512;Women;Background: western;1927;;;;;;;;;;;;;;;;;;
8513;Women;Background: western;1928;;;;;;;;;;;;;;;;;;
8514;Women;Background: western;1929;;;;;;;;;;;;;;;;;;
8515;Women;Background: western;1930;;;;;;;;;;;;;;;;;;
8516;Women;Background: western;1931;;;;;;;;;;;;;;;;;;
8517;Women;Background: western;1932;;;;;;;;;;;;;;;;;;
8518;Women;Background: western;1933;;;;;;;;;;;;;;;;;;
8519;Women;Background: western;1934;;;;;;;;;;;;;;;;;;
8520;Women;Background: western;1935;;;;;;;;;;;;;;;;;;
8521;Women;Background: western;1936;;;;;;;;;;;;;;;;;;
8522;Women;Background: western;1937;;;;;;;;;;;;;;;;;;
8523;Women;Background: western;1938;;;;;;;;;;;;;;;;;;
8524;Women;Background: western;1939;;;;;;;;;;;;;;;;;;
8525;Women;Background: western;1940;;;;;;;;;;;;;;;;;;
8526;Women;Background: western;1941;;;;;;;;;;;;;;;;;;
8527;Women;Background: western;1942;;;;;;;;;;;;;;;;;;
8528;Women;Background: western;1943;;;;;;;;;;;;;;;;;;
8529;Women;Background: western;1944;;;;;;;;;;;;;;;;;;
8530;Women;Background: western;1945;;;;;;;;;;;;;;;;;;
8531;Women;Background: western;1946;;;;;;;;;;;;;;;;;;
8532;Women;Background: western;1947;;;;;;;;;;;;;;;;;;
8533;Women;Background: western;1948;;;;;;;;;;;;;;;;;;
8534;Women;Background: western;1949;;;;;;;;;;;;;;;;;;
8535;Women;Background: western;1950;;;;;;;;;;;;;;;;;;
8536;Women;Background: western;1951;;;;;;;;;;;;;;;;;;
8537;Women;Background: western;1952;;;;;;;;;;;;;;;;;;
8538;Women;Background: western;1953;;;;;;;;;;;;;;;;;;
8539;Women;Background: western;1954;;;;;;;;;;;;;;;;;;
8540;Women;Background: western;1955;;;;;;;;;;;;;;;;;;
8541;Women;Background: western;1956;;;;;;;;;;;;;;;;;;
8542;Women;Background: western;1957;;;;;;;;;;;;;;;;;;
8543;Women;Background: western;1958;;;;;;;;;;;;;;;;;;
8544;Women;Background: western;1959;;;;;;;;;;;;;;;;;;
8545;Women;Background: western;1960;;;;;;;;;;;;;;;;;;
8546;Women;Background: western;1961;;;;;;;;;;;;;;;;;;
8547;Women;Background: western;1962;;;;;;;;;;;;;;;;;;
8548;Women;Background: western;1963;;;;;;;;;;;;;;;;;;
8549;Women;Background: western;1964;;;;;;;;;;;;;;;;;;
8550;Women;Background: western;1965;;;;;;;;;;;;;;;;;;
8551;Women;Background: western;1966;;;;;;;;;;;;;;;;;;
8552;Women;Background: western;1967;;;;;;;;;;;;;;;;;;
8553;Women;Background: western;1968;;;;;;;;;;;;;;;;;;
8554;Women;Background: western;1969;;;;;;;;;;;;;;;;;;
8555;Women;Background: western;1970;;;;;;;;;;;;;;;;;;
8556;Women;Background: western;1971;;;;;;;;;;;;;;;;;;
8557;Women;Background: western;1972;;;;;;;;;;;;;;;;;;
8558;Women;Background: western;1973;;;;;;;;;;;;;;;;;;
8559;Women;Background: western;1974;;;;;;;;;;;;;;;;;;
8560;Women;Background: western;1975;;;;;;;;;;;;;;;;;;
8561;Women;Background: western;1976;;;;;;;;;;;;;;;;;;
8562;Women;Background: western;1977;;;;;;;;;;;;;;;;;;
8563;Women;Background: western;1978;;;;;;;;;;;;;;;;;;
8564;Women;Background: western;1979;;;;;;;;;;;;;;;;;;
8565;Women;Background: western;1980;;;;;;;;;;;;;;;;;;
8566;Women;Background: western;1981;385.0;152.0;132.0;;;;;;;;;;20.0;232.0;39.6;34.3;;13.4
8567;Women;Background: western;1982;389.0;153.0;131.0;;;;;;;;;;21.0;236.0;39.3;33.8;;14.0
8568;Women;Background: western;1983;393.0;156.0;134.0;;;;;;;;;;23.0;237.0;39.8;34.0;;14.4
8569;Women;Background: western;1984;398.0;156.0;135.0;;;;;;;;;;22.0;241.0;39.3;33.8;;13.8
8570;Women;Background: western;1985;402.0;166.0;144.0;;;;;;;;;;22.0;237.0;41.1;35.7;;13.1
8571;Women;Background: western;1986;407.0;167.0;147.0;;;;;;;;;;20.0;240.0;41.0;36.1;;12.1
8572;Women;Background: western;1987;411.0;162.0;141.0;;;;;;;;;;20.0;250.0;39.3;34.4;;12.6
8573;Women;Background: western;1988;416.0;182.0;161.0;;;;;;;;;;21.0;234.0;43.7;38.8;;11.4
8574;Women;Background: western;1989;421.0;180.0;160.0;;;;;;;;;;20.0;241.0;42.8;37.9;;11.3
8575;Women;Background: western;1990;423.0;177.0;155.0;;;;;;;;;;22.0;246.0;41.9;36.7;;12.5
8576;Women;Background: western;1991;428.0;185.0;166.0;;;;;;;;;;18.0;244.0;43.1;38.8;;10.0
8577;Women;Background: western;1992;435.0;180.0;162.0;;;;;;;;;;18.0;255.0;41.4;37.3;;9.9
8578;Women;Background: western;1993;442.0;199.0;176.0;;;;;;;;;;23.0;243.0;45.0;39.9;;11.5
8579;Women;Background: western;1994;449.0;199.0;171.0;;;;;;;;;;28.0;250.0;44.4;38.1;;14.2
8580;Women;Background: western;1995;453.0;219.0;193.0;;;;;;;;;;26.0;234.0;48.4;42.6;;11.9
8581;Women;Background: western;1996;456.0;239.0;210.0;;;;;;;;;;30.0;217.0;52.5;46.0;19.0;12.3
8582;Women;Background: western;1997;458.0;250.0;222.0;;;;;;;;;;28.0;208.0;54.6;48.5;19.0;11.2
8583;Women;Background: western;1998;462.0;250.0;228.0;;;;;;;;;;22.0;212.0;54.2;49.3;13.0;9.0
8584;Women;Background: western;1999;466.0;261.0;244.0;;;;;;;;;;17.0;205.0;56.0;52.3;12.0;6.6
8585;Women;Background: western;2000;506.0;281.0;260.0;;;;;;;;;;21.0;225.0;55.6;51.3;10.0;7.6
8586;Women;Background: western;2001 before revision;513.0;292.0;274.0;;;;;;;;;;18.0;221.0;57.0;53.5;5.0;6.1
8587;Women;Background: western;2001 after revision;512.0;274.0;257.0;;;;;;;;;;17.0;238.0;53.6;50.2;8.0;6.3
8588;Women;Background: western;2002;518.0;282.0;264.0;;;;;;;;;;18.0;236.0;54.4;50.9;9.0;6.4
8589;Women;Background: western;2003;522.0;292.0;270.0;;;;;;;;;;22.0;229.0;56.0;51.8;13.0;7.5
8590;Women;Background: western;2004;522.0;306.0;279.0;;;;;;;;;;27.0;217.0;58.5;53.4;16.0;8.8
8591;Women;Background: western;2005;523.0;317.0;288.0;;;;;;;;;;28.0;207.0;60.5;55.1;17.0;9.0
8592;Women;Background: western;2006;524.0;318.0;293.0;;;;;;;;;;25.0;206.0;60.7;56.0;14.0;7.8
8593;Women;Background: western;2007;525.0;323.0;300.0;;;;;;;;;;23.0;202.0;61.5;57.2;11.0;7.1
8594;Women;Background: western;2008;531.0;337.0;318.0;;;;;;;;;;19.0;194.0;63.4;59.9;8.0;5.6
8595;Women;Background: western;2009;541.0;346.0;323.0;;;;;;;;;;22.0;195.0;63.9;59.8;10.0;6.4
8596;Women;Background: western;2010;541.0;341.0;317.0;;;;;;;;;;24.0;201.0;62.9;58.5;12.0;7.0
8597;Women;Background: western;2011;547.0;348.0;322.0;;;;;;;;;;26.0;199.0;63.7;58.8;12.0;7.6
8598;Women;Background: western;2012;555.0;367.0;335.0;;;;;;;;;;32.0;188.0;66.1;60.4;13.0;8.6
8599;Women;Background: western;2013;564.0;364.0;324.0;;;;;;;;;;41.0;200.0;64.5;57.3;19.0;11.1
8600;Women;Background: non-western ;1800;;;;;;;;;;;;;;;;;;
8601;Women;Background: non-western ;1801;;;;;;;;;;;;;;;;;;
8602;Women;Background: non-western ;1802;;;;;;;;;;;;;;;;;;
8603;Women;Background: non-western ;1803;;;;;;;;;;;;;;;;;;
8604;Women;Background: non-western ;1804;;;;;;;;;;;;;;;;;;
8605;Women;Background: non-western ;1805;;;;;;;;;;;;;;;;;;
8606;Women;Background: non-western ;1806;;;;;;;;;;;;;;;;;;
8607;Women;Background: non-western ;1807;;;;;;;;;;;;;;;;;;
8608;Women;Background: non-western ;1808;;;;;;;;;;;;;;;;;;
8609;Women;Background: non-western ;1809;;;;;;;;;;;;;;;;;;
8610;Women;Background: non-western ;1810;;;;;;;;;;;;;;;;;;
8611;Women;Background: non-western ;1811;;;;;;;;;;;;;;;;;;
8612;Women;Background: non-western ;1812;;;;;;;;;;;;;;;;;;
8613;Women;Background: non-western ;1813;;;;;;;;;;;;;;;;;;
8614;Women;Background: non-western ;1814;;;;;;;;;;;;;;;;;;
8615;Women;Background: non-western ;1815;;;;;;;;;;;;;;;;;;
8616;Women;Background: non-western ;1816;;;;;;;;;;;;;;;;;;
8617;Women;Background: non-western ;1817;;;;;;;;;;;;;;;;;;
8618;Women;Background: non-western ;1818;;;;;;;;;;;;;;;;;;
8619;Women;Background: non-western ;1819;;;;;;;;;;;;;;;;;;
8620;Women;Background: non-western ;1820;;;;;;;;;;;;;;;;;;
8621;Women;Background: non-western ;1821;;;;;;;;;;;;;;;;;;
8622;Women;Background: non-western ;1822;;;;;;;;;;;;;;;;;;
8623;Women;Background: non-western ;1823;;;;;;;;;;;;;;;;;;
8624;Women;Background: non-western ;1824;;;;;;;;;;;;;;;;;;
8625;Women;Background: non-western ;1825;;;;;;;;;;;;;;;;;;
8626;Women;Background: non-western ;1826;;;;;;;;;;;;;;;;;;
8627;Women;Background: non-western ;1827;;;;;;;;;;;;;;;;;;
8628;Women;Background: non-western ;1828;;;;;;;;;;;;;;;;;;
8629;Women;Background: non-western ;1829;;;;;;;;;;;;;;;;;;
8630;Women;Background: non-western ;1830;;;;;;;;;;;;;;;;;;
8631;Women;Background: non-western ;1831;;;;;;;;;;;;;;;;;;
8632;Women;Background: non-western ;1832;;;;;;;;;;;;;;;;;;
8633;Women;Background: non-western ;1833;;;;;;;;;;;;;;;;;;
8634;Women;Background: non-western ;1834;;;;;;;;;;;;;;;;;;
8635;Women;Background: non-western ;1835;;;;;;;;;;;;;;;;;;
8636;Women;Background: non-western ;1836;;;;;;;;;;;;;;;;;;
8637;Women;Background: non-western ;1837;;;;;;;;;;;;;;;;;;
8638;Women;Background: non-western ;1838;;;;;;;;;;;;;;;;;;
8639;Women;Background: non-western ;1839;;;;;;;;;;;;;;;;;;
