ID;Verplaatsingskenmerken;Populatie;Vervoerwijzen;Marges;Regiokenmerken;Perioden;GemiddeldeAfstandPerVerplaatsing_1;GemiddeldeReisduurPerVerplaatsing_2
4980;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2018;10.79;37.96
4981;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2019;8.96;29.51
4982;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2020;;
4983;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2021;;
4984;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2022;;
4985;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Limburg (PV);2023;;
4986;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2018;10.03;37.13
4987;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2019;10.44;38.26
4988;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2020;9.24;36.15
4989;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2021;10.43;40.77
4990;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2022;9.12;38.17
4991;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Zeer sterk stedelijk;2023;10.24;41.2
4992;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2018;13.87;38.8
4993;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2019;15.1;42.42
4994;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2020;13.04;39.27
4995;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2021;13.95;40.85
4996;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2022;15.85;45.17
4997;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Sterk stedelijk;2023;15.18;41.06
4998;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2018;17.62;44.15
4999;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2019;16.53;44.13
5000;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2020;14.51;44.62
5001;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2021;15.27;41.81
5002;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2022;16.85;47.89
5003;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Matig stedelijk;2023;17.77;44.87
5004;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2018;19.56;47.0
5005;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2019;20.87;46.59
5006;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2020;19.84;43.84
5007;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2021;20.48;53.12
5008;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2022;21.89;49.99
5009;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Weinig stedelijk;2023;20.11;49.95
5010;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2018;21.16;48.21
5011;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2019;20.92;45.03
5012;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2020;;
5013;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2021;18.02;43.01
5014;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2022;25.23;57.28
5015;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Ondergrens 95%-interval;Niet stedelijk;2023;21.09;48.01
5016;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2018;14.58;42.99
5017;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2019;15.42;46.32
5018;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2020;14.69;44.76
5019;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2021;15.28;48.47
5020;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2022;15.02;47.54
5021;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Nederland;2023;15.07;47.44
5022;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2018;28.8;61.72
5023;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2019;28.58;76.3
5024;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2020;;
5025;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2021;29.27;63.45
5026;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2022;26.13;68.43
5027;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Nederland (LD);2023;29.07;75.09
5028;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2018;17.78;43.05
5029;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2019;20.56;49.63
5030;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2020;19.62;50.54
5031;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2021;20.57;53.92
5032;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2022;19.48;48.97
5033;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Oost-Nederland (LD);2023;18.58;47.33
5034;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2018;13.14;41.82
5035;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2019;14.15;44.74
5036;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2020;12.3;41.92
5037;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2021;14.04;48.14
5038;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2022;13.09;45.92
5039;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;West-Nederland (LD);2023;13.57;46.68
5040;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2018;18.67;49.83
5041;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2019;17.73;52.5
5042;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2020;29.08;73.03
5043;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2021;17.03;52.93
5044;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2022;24.38;59.16
5045;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Nederland (LD);2023;21.15;50.34
5046;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2018;23.77;55.34
5047;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2019;;
5048;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2020;;
5049;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2021;;
5050;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2022;;
5051;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Groningen (PV);2023;29.12;65.78
5052;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2018;;
5053;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2019;;
5054;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2020;;
5055;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2021;;
5056;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2022;;
5057;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Fryslân (PV);2023;;
5058;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2018;;
5059;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2019;;
5060;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2020;;
5061;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2021;;
5062;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2022;;
5063;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Drenthe (PV);2023;;
5064;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2018;;
5065;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2019;;
5066;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2020;;
5067;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2021;;
5068;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2022;;
5069;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Overijssel (PV);2023;;
5070;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2018;18.06;41.18
5071;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2019;;
5072;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2020;;
5073;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2021;;
5074;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2022;17.64;44.48
5075;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Flevoland (PV);2023;19.58;46.74
5076;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2018;17.94;45.37
5077;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2019;20.9;55.38
5078;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2020;21.69;55.92
5079;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2021;18.55;54.07
5080;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2022;22.43;55.99
5081;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Gelderland (PV);2023;19.71;47.86
5082;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2018;16.71;44.2
5083;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2019;16.86;42.22
5084;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2020;18.77;47.32
5085;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2021;19.15;53.92
5086;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2022;18.33;52.4
5087;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Utrecht (PV);2023;17.76;52.84
5088;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2018;13.45;42.93
5089;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2019;14.49;47.74
5090;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2020;12.07;44.4
5091;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2021;13.21;49.39
5092;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2022;13.41;49.32
5093;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Holland (PV);2023;13.62;48.33
5094;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2018;12.79;41.93
5095;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2019;13.86;44.68
5096;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2020;11.96;40.57
5097;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2021;14.15;47.98
5098;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2022;12.38;44.22
5099;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zuid-Holland (PV);2023;13.29;46.78
5100;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2018;;
5101;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2019;;
5102;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2020;;
5103;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2021;;
5104;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2022;;
5105;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeeland (PV);2023;;
5106;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2018;20.42;51.15
5107;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2019;19.61;58.25
5108;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2020;22.3;73.5
5109;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2021;18.79;55.62
5110;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2022;25.16;62.7
5111;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Noord-Brabant (PV);2023;26.42;53.7
5112;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2018;17.64;51.76
5113;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2019;14.95;42.22
5114;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2020;;
5115;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2021;;
5116;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2022;;
5117;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Limburg (PV);2023;;
5118;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2018;11.22;40.4
5119;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2019;11.89;42.79
5120;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2020;10.71;40.55
5121;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2021;11.97;45.98
5122;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2022;10.19;41.89
5123;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Zeer sterk stedelijk;2023;11.41;45.92
5124;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2018;16.21;43.04
5125;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2019;17.56;49.74
5126;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2020;15.82;46.81
5127;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2021;17.33;48.59
5128;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2022;18.85;54.72
5129;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Sterk stedelijk;2023;18.1;48.85
5130;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2018;21.68;50.67
5131;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2019;20.75;51.85
5132;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2020;30.3;68.66
5133;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2021;21.67;62.42
5134;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2022;23.39;61.75
5135;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Matig stedelijk;2023;22.81;53.17
5136;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2018;23.97;53.7
5137;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2019;25.74;57.23
5138;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2020;27.15;63.2
5139;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2021;25.55;66.05
5140;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2022;28.01;59.2
5141;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Weinig stedelijk;2023;25.85;58.29
5142;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2018;27.69;68.2
5143;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2019;30.96;85.18
5144;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2020;;
5145;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2021;27.31;60.66
5146;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2022;34.13;81.67
5147;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Bus/tram/metro;Bovengrens 95%-interval;Niet stedelijk;2023;34.56;69.68
5148;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2018;4.25;21.48
5149;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2019;4.21;22.07
5150;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2020;4.41;24.11
5151;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2021;4.44;24.2
5152;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2022;4.25;22.73
5153;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Nederland;2023;4.2;22.08
5154;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Noord-Nederland (LD);2018;4.19;20.75
5155;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Noord-Nederland (LD);2019;4.16;21.33
5156;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Noord-Nederland (LD);2020;4.44;23.5
5157;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Noord-Nederland (LD);2021;4.64;23.91
5158;Totaal verplaatsingskenmerken ;Populatie: 12 jaar of ouder;Fiets;Waarde;Noord-Nederland (LD);2022;4.51;23.83
