ID;Geslacht;Leeftijd;Regiokenmerken;Perioden;AnwUitkeringen_1
5213;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2009 2e kwartaal;20
5214;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2009 3e kwartaal;20
5215;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2009 4e kwartaal;30
5216;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2010 1e kwartaal;20
5217;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2010 2e kwartaal;20
5218;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2010 3e kwartaal;20
5219;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2010 4e kwartaal;20
5220;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2011 1e kwartaal;20
5221;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2011 2e kwartaal;20
5222;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2011 3e kwartaal;20
5223;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2011 4e kwartaal;20
5224;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2012 1e kwartaal;30
5225;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2012 2e kwartaal;30
5226;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2012 3e kwartaal;20
5227;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2012 4e kwartaal;30
5228;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2013 1e kwartaal;20
5229;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2013 2e kwartaal;30
5230;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2013 3e kwartaal;30
5231;Mannen;25 tot 35 jaar;Noord-Brabant (PV);2013 4e kwartaal;20
5232;Mannen;25 tot 35 jaar;Limburg (PV);2008 1e kwartaal;20
5233;Mannen;25 tot 35 jaar;Limburg (PV);2008 2e kwartaal;10
5234;Mannen;25 tot 35 jaar;Limburg (PV);2008 3e kwartaal;10
5235;Mannen;25 tot 35 jaar;Limburg (PV);2008 4e kwartaal;10
5236;Mannen;25 tot 35 jaar;Limburg (PV);2009 1e kwartaal;10
5237;Mannen;25 tot 35 jaar;Limburg (PV);2009 2e kwartaal;10
5238;Mannen;25 tot 35 jaar;Limburg (PV);2009 3e kwartaal;10
5239;Mannen;25 tot 35 jaar;Limburg (PV);2009 4e kwartaal;10
5240;Mannen;25 tot 35 jaar;Limburg (PV);2010 1e kwartaal;10
5241;Mannen;25 tot 35 jaar;Limburg (PV);2010 2e kwartaal;10
5242;Mannen;25 tot 35 jaar;Limburg (PV);2010 3e kwartaal;10
5243;Mannen;25 tot 35 jaar;Limburg (PV);2010 4e kwartaal;10
5244;Mannen;25 tot 35 jaar;Limburg (PV);2011 1e kwartaal;10
5245;Mannen;25 tot 35 jaar;Limburg (PV);2011 2e kwartaal;10
5246;Mannen;25 tot 35 jaar;Limburg (PV);2011 3e kwartaal;10
5247;Mannen;25 tot 35 jaar;Limburg (PV);2011 4e kwartaal;10
5248;Mannen;25 tot 35 jaar;Limburg (PV);2012 1e kwartaal;10
5249;Mannen;25 tot 35 jaar;Limburg (PV);2012 2e kwartaal;10
5250;Mannen;25 tot 35 jaar;Limburg (PV);2012 3e kwartaal;10
5251;Mannen;25 tot 35 jaar;Limburg (PV);2012 4e kwartaal;10
5252;Mannen;25 tot 35 jaar;Limburg (PV);2013 1e kwartaal;10
5253;Mannen;25 tot 35 jaar;Limburg (PV);2013 2e kwartaal;10
5254;Mannen;25 tot 35 jaar;Limburg (PV);2013 3e kwartaal;10
5255;Mannen;25 tot 35 jaar;Limburg (PV);2013 4e kwartaal;0
5256;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2008 1e kwartaal;30
5257;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2008 2e kwartaal;30
5258;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2008 3e kwartaal;20
5259;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2008 4e kwartaal;20
5260;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2009 1e kwartaal;20
5261;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2009 2e kwartaal;20
5262;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2009 3e kwartaal;20
5263;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2009 4e kwartaal;20
5264;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2010 1e kwartaal;20
5265;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2010 2e kwartaal;20
5266;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2010 3e kwartaal;20
5267;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2010 4e kwartaal;20
5268;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2011 1e kwartaal;20
5269;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2011 2e kwartaal;20
5270;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2011 3e kwartaal;20
5271;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2011 4e kwartaal;20
5272;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2012 1e kwartaal;20
5273;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2012 2e kwartaal;20
5274;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2012 3e kwartaal;20
5275;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2012 4e kwartaal;20
5276;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2013 1e kwartaal;20
5277;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2013 2e kwartaal;20
5278;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2013 3e kwartaal;20
5279;Mannen;25 tot 35 jaar;Grootste gemeenten (> 250 000 inwoners);2013 4e kwartaal;10
5280;Mannen;35 tot 45 jaar;Regio totaal;2008 1e kwartaal;2540
5281;Mannen;35 tot 45 jaar;Regio totaal;2008 2e kwartaal;2520
5282;Mannen;35 tot 45 jaar;Regio totaal;2008 3e kwartaal;2470
5283;Mannen;35 tot 45 jaar;Regio totaal;2008 4e kwartaal;2460
5284;Mannen;35 tot 45 jaar;Regio totaal;2009 1e kwartaal;2430
5285;Mannen;35 tot 45 jaar;Regio totaal;2009 2e kwartaal;2400
5286;Mannen;35 tot 45 jaar;Regio totaal;2009 3e kwartaal;2330
5287;Mannen;35 tot 45 jaar;Regio totaal;2009 4e kwartaal;2310
5288;Mannen;35 tot 45 jaar;Regio totaal;2010 1e kwartaal;2280
5289;Mannen;35 tot 45 jaar;Regio totaal;2010 2e kwartaal;2250
5290;Mannen;35 tot 45 jaar;Regio totaal;2010 3e kwartaal;2190
5291;Mannen;35 tot 45 jaar;Regio totaal;2010 4e kwartaal;2140
5292;Mannen;35 tot 45 jaar;Regio totaal;2011 1e kwartaal;2130
5293;Mannen;35 tot 45 jaar;Regio totaal;2011 2e kwartaal;2090
5294;Mannen;35 tot 45 jaar;Regio totaal;2011 3e kwartaal;2060
5295;Mannen;35 tot 45 jaar;Regio totaal;2011 4e kwartaal;2030
5296;Mannen;35 tot 45 jaar;Regio totaal;2012 1e kwartaal;2000
5297;Mannen;35 tot 45 jaar;Regio totaal;2012 2e kwartaal;1980
5298;Mannen;35 tot 45 jaar;Regio totaal;2012 3e kwartaal;1970
5299;Mannen;35 tot 45 jaar;Regio totaal;2012 4e kwartaal;1950
5300;Mannen;35 tot 45 jaar;Regio totaal;2013 1e kwartaal;1930
5301;Mannen;35 tot 45 jaar;Regio totaal;2013 2e kwartaal;1920
5302;Mannen;35 tot 45 jaar;Regio totaal;2013 3e kwartaal;1820
5303;Mannen;35 tot 45 jaar;Regio totaal;2013 4e kwartaal;920
5304;Mannen;35 tot 45 jaar;Nederland;2008 1e kwartaal;2480
5305;Mannen;35 tot 45 jaar;Nederland;2008 2e kwartaal;2450
5306;Mannen;35 tot 45 jaar;Nederland;2008 3e kwartaal;2400
5307;Mannen;35 tot 45 jaar;Nederland;2008 4e kwartaal;2390
5308;Mannen;35 tot 45 jaar;Nederland;2009 1e kwartaal;2360
5309;Mannen;35 tot 45 jaar;Nederland;2009 2e kwartaal;2330
5310;Mannen;35 tot 45 jaar;Nederland;2009 3e kwartaal;2250
5311;Mannen;35 tot 45 jaar;Nederland;2009 4e kwartaal;2230
5312;Mannen;35 tot 45 jaar;Nederland;2010 1e kwartaal;2210
5313;Mannen;35 tot 45 jaar;Nederland;2010 2e kwartaal;2180
5314;Mannen;35 tot 45 jaar;Nederland;2010 3e kwartaal;2110
5315;Mannen;35 tot 45 jaar;Nederland;2010 4e kwartaal;2070
5316;Mannen;35 tot 45 jaar;Nederland;2011 1e kwartaal;2060
5317;Mannen;35 tot 45 jaar;Nederland;2011 2e kwartaal;2020
5318;Mannen;35 tot 45 jaar;Nederland;2011 3e kwartaal;1980
5319;Mannen;35 tot 45 jaar;Nederland;2011 4e kwartaal;1950
5320;Mannen;35 tot 45 jaar;Nederland;2012 1e kwartaal;1930
5321;Mannen;35 tot 45 jaar;Nederland;2012 2e kwartaal;1910
5322;Mannen;35 tot 45 jaar;Nederland;2012 3e kwartaal;1910
5323;Mannen;35 tot 45 jaar;Nederland;2012 4e kwartaal;1880
5324;Mannen;35 tot 45 jaar;Nederland;2013 1e kwartaal;1860
5325;Mannen;35 tot 45 jaar;Nederland;2013 2e kwartaal;1860
5326;Mannen;35 tot 45 jaar;Nederland;2013 3e kwartaal;1750
5327;Mannen;35 tot 45 jaar;Nederland;2013 4e kwartaal;890
5328;Mannen;35 tot 45 jaar;Buitenland;2008 1e kwartaal;60
5329;Mannen;35 tot 45 jaar;Buitenland;2008 2e kwartaal;70
5330;Mannen;35 tot 45 jaar;Buitenland;2008 3e kwartaal;70
5331;Mannen;35 tot 45 jaar;Buitenland;2008 4e kwartaal;70
5332;Mannen;35 tot 45 jaar;Buitenland;2009 1e kwartaal;70
5333;Mannen;35 tot 45 jaar;Buitenland;2009 2e kwartaal;70
5334;Mannen;35 tot 45 jaar;Buitenland;2009 3e kwartaal;80
5335;Mannen;35 tot 45 jaar;Buitenland;2009 4e kwartaal;80
5336;Mannen;35 tot 45 jaar;Buitenland;2010 1e kwartaal;70
5337;Mannen;35 tot 45 jaar;Buitenland;2010 2e kwartaal;70
5338;Mannen;35 tot 45 jaar;Buitenland;2010 3e kwartaal;70
5339;Mannen;35 tot 45 jaar;Buitenland;2010 4e kwartaal;70
5340;Mannen;35 tot 45 jaar;Buitenland;2011 1e kwartaal;70
5341;Mannen;35 tot 45 jaar;Buitenland;2011 2e kwartaal;70
5342;Mannen;35 tot 45 jaar;Buitenland;2011 3e kwartaal;80
5343;Mannen;35 tot 45 jaar;Buitenland;2011 4e kwartaal;80
5344;Mannen;35 tot 45 jaar;Buitenland;2012 1e kwartaal;70
5345;Mannen;35 tot 45 jaar;Buitenland;2012 2e kwartaal;70
5346;Mannen;35 tot 45 jaar;Buitenland;2012 3e kwartaal;70
5347;Mannen;35 tot 45 jaar;Buitenland;2012 4e kwartaal;70
5348;Mannen;35 tot 45 jaar;Buitenland;2013 1e kwartaal;70
5349;Mannen;35 tot 45 jaar;Buitenland;2013 2e kwartaal;70
5350;Mannen;35 tot 45 jaar;Buitenland;2013 3e kwartaal;60
5351;Mannen;35 tot 45 jaar;Buitenland;2013 4e kwartaal;30
5352;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2008 1e kwartaal;280
5353;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2008 2e kwartaal;290
5354;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2008 3e kwartaal;290
5355;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2008 4e kwartaal;280
5356;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2009 1e kwartaal;280
5357;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2009 2e kwartaal;280
5358;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2009 3e kwartaal;270
5359;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2009 4e kwartaal;270
5360;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2010 1e kwartaal;260
5361;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2010 2e kwartaal;270
5362;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2010 3e kwartaal;260
5363;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2010 4e kwartaal;250
5364;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2011 1e kwartaal;250
5365;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2011 2e kwartaal;250
5366;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2011 3e kwartaal;240
5367;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2011 4e kwartaal;240
5368;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2012 1e kwartaal;240
5369;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2012 2e kwartaal;230
5370;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2012 3e kwartaal;230
5371;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2012 4e kwartaal;220
5372;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2013 1e kwartaal;220
5373;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2013 2e kwartaal;210
5374;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2013 3e kwartaal;200
5375;Mannen;35 tot 45 jaar;Noord-Nederland (LD);2013 4e kwartaal;110
5376;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2008 1e kwartaal;540
5377;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2008 2e kwartaal;530
5378;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2008 3e kwartaal;540
5379;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2008 4e kwartaal;530
5380;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2009 1e kwartaal;530
5381;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2009 2e kwartaal;520
5382;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2009 3e kwartaal;510
5383;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2009 4e kwartaal;520
5384;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2010 1e kwartaal;520
5385;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2010 2e kwartaal;500
5386;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2010 3e kwartaal;480
5387;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2010 4e kwartaal;470
5388;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2011 1e kwartaal;460
5389;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2011 2e kwartaal;460
5390;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2011 3e kwartaal;450
5391;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2011 4e kwartaal;430
5392;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2012 1e kwartaal;420
5393;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2012 2e kwartaal;420
5394;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2012 3e kwartaal;420
5395;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2012 4e kwartaal;420
5396;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2013 1e kwartaal;410
5397;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2013 2e kwartaal;410
5398;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2013 3e kwartaal;380
5399;Mannen;35 tot 45 jaar;Oost-Nederland (LD);2013 4e kwartaal;190
5400;Mannen;35 tot 45 jaar;West-Nederland (LD);2008 1e kwartaal;1070
5401;Mannen;35 tot 45 jaar;West-Nederland (LD);2008 2e kwartaal;1050
5402;Mannen;35 tot 45 jaar;West-Nederland (LD);2008 3e kwartaal;1020
5403;Mannen;35 tot 45 jaar;West-Nederland (LD);2008 4e kwartaal;1030
5404;Mannen;35 tot 45 jaar;West-Nederland (LD);2009 1e kwartaal;1020
5405;Mannen;35 tot 45 jaar;West-Nederland (LD);2009 2e kwartaal;1010
5406;Mannen;35 tot 45 jaar;West-Nederland (LD);2009 3e kwartaal;950
5407;Mannen;35 tot 45 jaar;West-Nederland (LD);2009 4e kwartaal;950
5408;Mannen;35 tot 45 jaar;West-Nederland (LD);2010 1e kwartaal;930
5409;Mannen;35 tot 45 jaar;West-Nederland (LD);2010 2e kwartaal;920
5410;Mannen;35 tot 45 jaar;West-Nederland (LD);2010 3e kwartaal;900
5411;Mannen;35 tot 45 jaar;West-Nederland (LD);2010 4e kwartaal;890
5412;Mannen;35 tot 45 jaar;West-Nederland (LD);2011 1e kwartaal;880
5413;Mannen;35 tot 45 jaar;West-Nederland (LD);2011 2e kwartaal;860
5414;Mannen;35 tot 45 jaar;West-Nederland (LD);2011 3e kwartaal;840
5415;Mannen;35 tot 45 jaar;West-Nederland (LD);2011 4e kwartaal;830
5416;Mannen;35 tot 45 jaar;West-Nederland (LD);2012 1e kwartaal;830
5417;Mannen;35 tot 45 jaar;West-Nederland (LD);2012 2e kwartaal;810
5418;Mannen;35 tot 45 jaar;West-Nederland (LD);2012 3e kwartaal;810
5419;Mannen;35 tot 45 jaar;West-Nederland (LD);2012 4e kwartaal;800
5420;Mannen;35 tot 45 jaar;West-Nederland (LD);2013 1e kwartaal;790
5421;Mannen;35 tot 45 jaar;West-Nederland (LD);2013 2e kwartaal;810
5422;Mannen;35 tot 45 jaar;West-Nederland (LD);2013 3e kwartaal;780
5423;Mannen;35 tot 45 jaar;West-Nederland (LD);2013 4e kwartaal;390
5424;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2008 1e kwartaal;590
5425;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2008 2e kwartaal;580
5426;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2008 3e kwartaal;560
5427;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2008 4e kwartaal;550
5428;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2009 1e kwartaal;530
5429;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2009 2e kwartaal;520
5430;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2009 3e kwartaal;510
5431;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2009 4e kwartaal;500
5432;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2010 1e kwartaal;500
5433;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2010 2e kwartaal;490
5434;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2010 3e kwartaal;470
5435;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2010 4e kwartaal;460
5436;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2011 1e kwartaal;460
5437;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2011 2e kwartaal;460
5438;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2011 3e kwartaal;450
5439;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2011 4e kwartaal;450
5440;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2012 1e kwartaal;440
5441;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2012 2e kwartaal;450
5442;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2012 3e kwartaal;450
5443;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2012 4e kwartaal;440
5444;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2013 1e kwartaal;440
5445;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2013 2e kwartaal;430
5446;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2013 3e kwartaal;390
5447;Mannen;35 tot 45 jaar;Zuid-Nederland (LD);2013 4e kwartaal;200
5448;Mannen;35 tot 45 jaar;Groningen (PV);2008 1e kwartaal;100
5449;Mannen;35 tot 45 jaar;Groningen (PV);2008 2e kwartaal;100
5450;Mannen;35 tot 45 jaar;Groningen (PV);2008 3e kwartaal;100
5451;Mannen;35 tot 45 jaar;Groningen (PV);2008 4e kwartaal;100
5452;Mannen;35 tot 45 jaar;Groningen (PV);2009 1e kwartaal;100
5453;Mannen;35 tot 45 jaar;Groningen (PV);2009 2e kwartaal;110
5454;Mannen;35 tot 45 jaar;Groningen (PV);2009 3e kwartaal;100
5455;Mannen;35 tot 45 jaar;Groningen (PV);2009 4e kwartaal;100
5456;Mannen;35 tot 45 jaar;Groningen (PV);2010 1e kwartaal;100
5457;Mannen;35 tot 45 jaar;Groningen (PV);2010 2e kwartaal;100
5458;Mannen;35 tot 45 jaar;Groningen (PV);2010 3e kwartaal;100
5459;Mannen;35 tot 45 jaar;Groningen (PV);2010 4e kwartaal;100
5460;Mannen;35 tot 45 jaar;Groningen (PV);2011 1e kwartaal;90
5461;Mannen;35 tot 45 jaar;Groningen (PV);2011 2e kwartaal;90
5462;Mannen;35 tot 45 jaar;Groningen (PV);2011 3e kwartaal;90
5463;Mannen;35 tot 45 jaar;Groningen (PV);2011 4e kwartaal;80
5464;Mannen;35 tot 45 jaar;Groningen (PV);2012 1e kwartaal;80
5465;Mannen;35 tot 45 jaar;Groningen (PV);2012 2e kwartaal;70
5466;Mannen;35 tot 45 jaar;Groningen (PV);2012 3e kwartaal;70
5467;Mannen;35 tot 45 jaar;Groningen (PV);2012 4e kwartaal;70
5468;Mannen;35 tot 45 jaar;Groningen (PV);2013 1e kwartaal;70
5469;Mannen;35 tot 45 jaar;Groningen (PV);2013 2e kwartaal;70
5470;Mannen;35 tot 45 jaar;Groningen (PV);2013 3e kwartaal;60
5471;Mannen;35 tot 45 jaar;Groningen (PV);2013 4e kwartaal;30
5472;Mannen;35 tot 45 jaar;Friesland (PV);2008 1e kwartaal;120
5473;Mannen;35 tot 45 jaar;Friesland (PV);2008 2e kwartaal;120
5474;Mannen;35 tot 45 jaar;Friesland (PV);2008 3e kwartaal;130
5475;Mannen;35 tot 45 jaar;Friesland (PV);2008 4e kwartaal;120
5476;Mannen;35 tot 45 jaar;Friesland (PV);2009 1e kwartaal;120
5477;Mannen;35 tot 45 jaar;Friesland (PV);2009 2e kwartaal;120
5478;Mannen;35 tot 45 jaar;Friesland (PV);2009 3e kwartaal;120
5479;Mannen;35 tot 45 jaar;Friesland (PV);2009 4e kwartaal;120
5480;Mannen;35 tot 45 jaar;Friesland (PV);2010 1e kwartaal;110
5481;Mannen;35 tot 45 jaar;Friesland (PV);2010 2e kwartaal;110
5482;Mannen;35 tot 45 jaar;Friesland (PV);2010 3e kwartaal;110
5483;Mannen;35 tot 45 jaar;Friesland (PV);2010 4e kwartaal;100
5484;Mannen;35 tot 45 jaar;Friesland (PV);2011 1e kwartaal;110
5485;Mannen;35 tot 45 jaar;Friesland (PV);2011 2e kwartaal;110
5486;Mannen;35 tot 45 jaar;Friesland (PV);2011 3e kwartaal;100
5487;Mannen;35 tot 45 jaar;Friesland (PV);2011 4e kwartaal;100
5488;Mannen;35 tot 45 jaar;Friesland (PV);2012 1e kwartaal;100
5489;Mannen;35 tot 45 jaar;Friesland (PV);2012 2e kwartaal;100
5490;Mannen;35 tot 45 jaar;Friesland (PV);2012 3e kwartaal;100
5491;Mannen;35 tot 45 jaar;Friesland (PV);2012 4e kwartaal;90
5492;Mannen;35 tot 45 jaar;Friesland (PV);2013 1e kwartaal;90
5493;Mannen;35 tot 45 jaar;Friesland (PV);2013 2e kwartaal;90
5494;Mannen;35 tot 45 jaar;Friesland (PV);2013 3e kwartaal;80
5495;Mannen;35 tot 45 jaar;Friesland (PV);2013 4e kwartaal;40
5496;Mannen;35 tot 45 jaar;Drenthe (PV);2008 1e kwartaal;60
5497;Mannen;35 tot 45 jaar;Drenthe (PV);2008 2e kwartaal;60
5498;Mannen;35 tot 45 jaar;Drenthe (PV);2008 3e kwartaal;60
5499;Mannen;35 tot 45 jaar;Drenthe (PV);2008 4e kwartaal;60
5500;Mannen;35 tot 45 jaar;Drenthe (PV);2009 1e kwartaal;60
5501;Mannen;35 tot 45 jaar;Drenthe (PV);2009 2e kwartaal;60
5502;Mannen;35 tot 45 jaar;Drenthe (PV);2009 3e kwartaal;50
5503;Mannen;35 tot 45 jaar;Drenthe (PV);2009 4e kwartaal;50
5504;Mannen;35 tot 45 jaar;Drenthe (PV);2010 1e kwartaal;60
5505;Mannen;35 tot 45 jaar;Drenthe (PV);2010 2e kwartaal;60
5506;Mannen;35 tot 45 jaar;Drenthe (PV);2010 3e kwartaal;50
5507;Mannen;35 tot 45 jaar;Drenthe (PV);2010 4e kwartaal;50
5508;Mannen;35 tot 45 jaar;Drenthe (PV);2011 1e kwartaal;50
5509;Mannen;35 tot 45 jaar;Drenthe (PV);2011 2e kwartaal;50
5510;Mannen;35 tot 45 jaar;Drenthe (PV);2011 3e kwartaal;50
5511;Mannen;35 tot 45 jaar;Drenthe (PV);2011 4e kwartaal;60
5512;Mannen;35 tot 45 jaar;Drenthe (PV);2012 1e kwartaal;60
5513;Mannen;35 tot 45 jaar;Drenthe (PV);2012 2e kwartaal;60
5514;Mannen;35 tot 45 jaar;Drenthe (PV);2012 3e kwartaal;60
5515;Mannen;35 tot 45 jaar;Drenthe (PV);2012 4e kwartaal;60
5516;Mannen;35 tot 45 jaar;Drenthe (PV);2013 1e kwartaal;60
5517;Mannen;35 tot 45 jaar;Drenthe (PV);2013 2e kwartaal;60
5518;Mannen;35 tot 45 jaar;Drenthe (PV);2013 3e kwartaal;60
5519;Mannen;35 tot 45 jaar;Drenthe (PV);2013 4e kwartaal;30
5520;Mannen;35 tot 45 jaar;Overijssel (PV);2008 1e kwartaal;170
5521;Mannen;35 tot 45 jaar;Overijssel (PV);2008 2e kwartaal;170
5522;Mannen;35 tot 45 jaar;Overijssel (PV);2008 3e kwartaal;160
5523;Mannen;35 tot 45 jaar;Overijssel (PV);2008 4e kwartaal;160
5524;Mannen;35 tot 45 jaar;Overijssel (PV);2009 1e kwartaal;170
5525;Mannen;35 tot 45 jaar;Overijssel (PV);2009 2e kwartaal;170
5526;Mannen;35 tot 45 jaar;Overijssel (PV);2009 3e kwartaal;170
5527;Mannen;35 tot 45 jaar;Overijssel (PV);2009 4e kwartaal;170
5528;Mannen;35 tot 45 jaar;Overijssel (PV);2010 1e kwartaal;170
5529;Mannen;35 tot 45 jaar;Overijssel (PV);2010 2e kwartaal;170
5530;Mannen;35 tot 45 jaar;Overijssel (PV);2010 3e kwartaal;160
5531;Mannen;35 tot 45 jaar;Overijssel (PV);2010 4e kwartaal;160
5532;Mannen;35 tot 45 jaar;Overijssel (PV);2011 1e kwartaal;160
5533;Mannen;35 tot 45 jaar;Overijssel (PV);2011 2e kwartaal;160
5534;Mannen;35 tot 45 jaar;Overijssel (PV);2011 3e kwartaal;160
5535;Mannen;35 tot 45 jaar;Overijssel (PV);2011 4e kwartaal;160
5536;Mannen;35 tot 45 jaar;Overijssel (PV);2012 1e kwartaal;150
5537;Mannen;35 tot 45 jaar;Overijssel (PV);2012 2e kwartaal;150
5538;Mannen;35 tot 45 jaar;Overijssel (PV);2012 3e kwartaal;150
5539;Mannen;35 tot 45 jaar;Overijssel (PV);2012 4e kwartaal;140
5540;Mannen;35 tot 45 jaar;Overijssel (PV);2013 1e kwartaal;140
5541;Mannen;35 tot 45 jaar;Overijssel (PV);2013 2e kwartaal;140
5542;Mannen;35 tot 45 jaar;Overijssel (PV);2013 3e kwartaal;120
5543;Mannen;35 tot 45 jaar;Overijssel (PV);2013 4e kwartaal;70
