ID;Geslacht;Onderwijssoort;SoortDiploma;Opleidingsvorm;Migratieachtergrond;Perioden;Gediplomeerden_1
5996;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2013/'14;81.0
5997;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2014/'15;78.0
5998;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2015/'16;82.0
5999;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2016/'17;76.0
6000;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2017/'18;74.0
6001;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2018/'19;70.0
6002;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2019/'20;67.0
6003;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Suriname;2020/'21;76.0
6004;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2002/'03;22.0
6005;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2003/'04;28.0
6006;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2004/'05;34.0
6007;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2005/'06;41.0
6008;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2006/'07;45.0
6009;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2007/'08;41.0
6010;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2008/'09;32.0
6011;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2009/'10;54.0
6012;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2010/'11;44.0
6013;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2011/'12;53.0
6014;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2012/'13;46.0
6015;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2013/'14;56.0
6016;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2014/'15;47.0
6017;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2015/'16;46.0
6018;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2016/'17;59.0
6019;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2017/'18;54.0
6020;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2018/'19;42.0
6021;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2019/'20;50.0
6022;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;(voormalige) Nederlandse Antillen, Aruba;2020/'21;34.0
6023;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2002/'03;114.0
6024;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2003/'04;157.0
6025;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2004/'05;145.0
6026;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2005/'06;171.0
6027;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2006/'07;185.0
6028;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2007/'08;171.0
6029;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2008/'09;179.0
6030;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2009/'10;179.0
6031;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2010/'11;210.0
6032;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2011/'12;224.0
6033;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2012/'13;241.0
6034;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2013/'14;226.0
6035;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2014/'15;233.0
6036;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2015/'16;282.0
6037;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2016/'17;277.0
6038;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2017/'18;268.0
6039;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2018/'19;314.0
6040;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2019/'20;307.0
6041;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Overige niet-westerse migratieachterg...;2020/'21;317.0
6042;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2002/'03;75.0
6043;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2003/'04;56.0
6044;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2004/'05;10.0
6045;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2005/'06;12.0
6046;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2006/'07;15.0
6047;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2007/'08;11.0
6048;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2008/'09;6.0
6049;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2009/'10;1.0
6050;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2010/'11;2.0
6051;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2011/'12;1.0
6052;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2012/'13;1.0
6053;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2013/'14;2.0
6054;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2014/'15;0.0
6055;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2015/'16;0.0
6056;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2016/'17;3.0
6057;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2017/'18;0.0
6058;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2018/'19;0.0
6059;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2019/'20;0.0
6060;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;Onbekende migratieachtergrond;2020/'21;0.0
6061;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2002/'03;96.0
6062;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2003/'04;111.0
6063;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2004/'05;138.0
6064;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2005/'06;173.0
6065;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2006/'07;136.0
6066;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2007/'08;142.0
6067;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2008/'09;126.0
6068;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2009/'10;157.0
6069;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2010/'11;168.0
6070;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2011/'12;234.0
6071;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2012/'13;185.0
6072;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2013/'14;149.0
6073;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2014/'15;184.0
6074;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2015/'16;145.0
6075;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2016/'17;115.0
6076;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2017/'18;113.0
6077;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2018/'19;102.0
6078;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2019/'20;105.0
6079;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Totaal;2020/'21;82.0
6080;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2002/'03;75.0
6081;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2003/'04;80.0
6082;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2004/'05;106.0
6083;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2005/'06;128.0
6084;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2006/'07;113.0
6085;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2007/'08;108.0
6086;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2008/'09;98.0
6087;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2009/'10;132.0
6088;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2010/'11;139.0
6089;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2011/'12;192.0
6090;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2012/'13;156.0
6091;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2013/'14;110.0
6092;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2014/'15;154.0
6093;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2015/'16;125.0
6094;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2016/'17;88.0
6095;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2017/'18;90.0
6096;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2018/'19;88.0
6097;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2019/'20;82.0
6098;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Nederlandse achtergrond;2020/'21;64.0
6099;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2002/'03;8.0
6100;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2003/'04;23.0
6101;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2004/'05;31.0
6102;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2005/'06;45.0
6103;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2006/'07;23.0
6104;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2007/'08;33.0
6105;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2008/'09;28.0
6106;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2009/'10;25.0
6107;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2010/'11;29.0
6108;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2011/'12;42.0
6109;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2012/'13;29.0
6110;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2013/'14;39.0
6111;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2014/'15;30.0
6112;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2015/'16;20.0
6113;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2016/'17;27.0
6114;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2017/'18;23.0
6115;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2018/'19;14.0
6116;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2019/'20;23.0
6117;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Met migratieachtergrond;2020/'21;18.0
6118;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2002/'03;5.0
6119;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2003/'04;16.0
6120;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2004/'05;18.0
6121;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2005/'06;35.0
6122;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2006/'07;19.0
6123;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2007/'08;24.0
6124;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2008/'09;19.0
6125;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2009/'10;21.0
6126;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2010/'11;23.0
6127;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2011/'12;27.0
6128;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2012/'13;22.0
6129;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2013/'14;28.0
6130;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2014/'15;20.0
6131;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2015/'16;17.0
6132;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2016/'17;16.0
6133;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2017/'18;14.0
6134;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2018/'19;7.0
6135;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2019/'20;10.0
6136;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Westerse migratieachtergrond;2020/'21;14.0
6137;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2002/'03;3.0
6138;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2003/'04;7.0
6139;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2004/'05;13.0
6140;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2005/'06;10.0
6141;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2006/'07;4.0
6142;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2007/'08;9.0
6143;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2008/'09;9.0
6144;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2009/'10;4.0
6145;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2010/'11;6.0
6146;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2011/'12;15.0
6147;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2012/'13;7.0
6148;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2013/'14;11.0
6149;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2014/'15;10.0
6150;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2015/'16;3.0
6151;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2016/'17;11.0
6152;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2017/'18;9.0
6153;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2018/'19;7.0
6154;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2019/'20;13.0
6155;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Niet-westerse migratieachtergrond;2020/'21;4.0
6156;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2002/'03;0.0
6157;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2003/'04;1.0
6158;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2004/'05;1.0
6159;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2005/'06;0.0
6160;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2006/'07;0.0
6161;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2007/'08;2.0
6162;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2008/'09;1.0
6163;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2009/'10;1.0
6164;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2010/'11;1.0
6165;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2011/'12;1.0
6166;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2012/'13;0.0
6167;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2013/'14;0.0
6168;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2014/'15;3.0
6169;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2015/'16;0.0
6170;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2016/'17;2.0
6171;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2017/'18;1.0
6172;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2018/'19;1.0
6173;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2019/'20;1.0
6174;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Turkije;2020/'21;0.0
6175;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2002/'03;0.0
6176;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2003/'04;1.0
6177;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2004/'05;2.0
6178;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2005/'06;2.0
6179;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2006/'07;0.0
6180;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2007/'08;4.0
6181;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2008/'09;3.0
6182;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2009/'10;0.0
6183;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2010/'11;2.0
6184;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2011/'12;1.0
6185;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2012/'13;1.0
6186;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2013/'14;1.0
6187;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2014/'15;2.0
6188;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2015/'16;0.0
6189;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;Marokko;2016/'17;2.0
