ID;Geslacht;Migratieachtergrond;Cluster;Regiokenmerken;Perioden;LeerlingenOpSpecialeScholenTotaal_1;LeerlingenOpSpecialeScholenBasis_2;LeerlingenOpSpecialeScholenVO_3
3737;Totaal mannen en vrouwen;Turkije;Totaal;West-Nederland (LD);2019/'20;1536;854;682
3738;Totaal mannen en vrouwen;Turkije;Totaal;West-Nederland (LD);2020/'21;1554;895;659
3739;Totaal mannen en vrouwen;Turkije;Totaal;West-Nederland (LD);2021/'22;1599;950;649
3740;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2011/'12;536;277;259
3741;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2012/'13;537;276;261
3742;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2013/'14;527;241;286
3743;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2014/'15;505;234;271
3744;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2015/'16;486;226;260
3745;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2016/'17;451;216;235
3746;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2017/'18;450;235;215
3747;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2018/'19;454;253;201
3748;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2019/'20;465;289;176
3749;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2020/'21;481;302;179
3750;Totaal mannen en vrouwen;Turkije;Totaal;Zuid-Nederland (LD);2021/'22;527;340;187
3751;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2011/'12;3;1;2
3752;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2012/'13;2;1;1
3753;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2013/'14;2;2;0
3754;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2014/'15;5;4;1
3755;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2015/'16;2;1;1
3756;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2016/'17;3;0;3
3757;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2017/'18;3;1;2
3758;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2018/'19;1;1;0
3759;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2019/'20;3;2;1
3760;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2020/'21;5;2;3
3761;Totaal mannen en vrouwen;Turkije;Totaal;Niet in te delen (LD);2021/'22;2;2;0
3762;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2011/'12;947;483;464
3763;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2012/'13;930;474;456
3764;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2013/'14;903;428;475
3765;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2014/'15;876;413;463
3766;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2015/'16;865;425;440
3767;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2016/'17;858;424;434
3768;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2017/'18;895;460;435
3769;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2018/'19;908;494;414
3770;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2019/'20;925;530;395
3771;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2020/'21;931;558;373
3772;Totaal mannen en vrouwen;Turkije;Totaal;Vier grootste gemeenten (G4);2021/'22;956;583;373
3773;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;705;352;353
3774;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;720;362;358
3775;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;744;340;404
3776;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;741;341;400
3777;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;734;353;381
3778;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;697;339;358
3779;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;702;350;352
3780;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;719;379;340
3781;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;723;394;329
3782;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;769;443;326
3783;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;797;469;328
3784;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2011/'12;1136;548;588
3785;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2012/'13;1114;542;572
3786;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2013/'14;1059;486;573
3787;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2014/'15;995;436;559
3788;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2015/'16;920;411;509
3789;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2016/'17;916;433;483
3790;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2017/'18;913;469;444
3791;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2018/'19;887;468;419
3792;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2019/'20;922;525;397
3793;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2020/'21;908;514;394
3794;Totaal mannen en vrouwen;Turkije;Totaal;Gemeenten < 100 000 inwoners;2021/'22;959;561;398
3795;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2011/'12;3;1;2
3796;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2012/'13;2;1;1
3797;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2013/'14;2;2;0
3798;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2014/'15;5;4;1
3799;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2015/'16;2;1;1
3800;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2016/'17;3;0;3
3801;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2017/'18;3;1;2
3802;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2018/'19;1;1;0
3803;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2019/'20;3;2;1
3804;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2020/'21;5;2;3
3805;Totaal mannen en vrouwen;Turkije;Totaal;"Gemeenten; niet in te delen";2021/'22;2;2;0
3806;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2011/'12;292;151;141
3807;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2012/'13;277;140;137
3808;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2013/'14;280;134;146
3809;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2014/'15;259;115;144
3810;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2015/'16;247;111;136
3811;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2016/'17;248;111;137
3812;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2017/'18;266;126;140
3813;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2018/'19;272;127;145
3814;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2019/'20;260;131;129
3815;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2020/'21;267;145;122
3816;Totaal mannen en vrouwen;Turkije;Totaal;Amsterdam;2021/'22;295;162;133
3817;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2011/'12;231;112;119
3818;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2012/'13;219;110;109
3819;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2013/'14;209;96;113
3820;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2014/'15;201;92;109
3821;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2015/'16;203;98;105
3822;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2016/'17;200;106;94
3823;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2017/'18;214;114;100
3824;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2018/'19;217;130;87
3825;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2019/'20;245;155;90
3826;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2020/'21;260;169;91
3827;Totaal mannen en vrouwen;Turkije;Totaal;'s-Gravenhage;2021/'22;267;183;84
3828;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2011/'12;297;153;144
3829;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2012/'13;301;159;142
3830;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2013/'14;290;140;150
3831;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2014/'15;300;149;151
3832;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2015/'16;285;145;140
3833;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2016/'17;280;133;147
3834;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2017/'18;287;138;149
3835;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2018/'19;289;149;140
3836;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2019/'20;288;161;127
3837;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2020/'21;265;153;112
3838;Totaal mannen en vrouwen;Turkije;Totaal;Rotterdam;2021/'22;251;144;107
3839;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2011/'12;127;67;60
3840;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2012/'13;133;65;68
3841;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2013/'14;124;58;66
3842;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2014/'15;116;57;59
3843;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2015/'16;130;71;59
3844;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2016/'17;130;74;56
3845;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2017/'18;128;82;46
3846;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2018/'19;130;88;42
3847;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2019/'20;132;83;49
3848;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2020/'21;139;91;48
3849;Totaal mannen en vrouwen;Turkije;Totaal;Utrecht;2021/'22;143;94;49
3850;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2011/'12;63;36;27
3851;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2012/'13;62;27;35
3852;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2013/'14;60;23;37
3853;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2014/'15;52;17;35
3854;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2015/'16;44;13;31
3855;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2016/'17;34;12;22
3856;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2017/'18;28;12;16
3857;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2018/'19;27;12;15
3858;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2019/'20;29;13;16
3859;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2020/'21;27;17;10
3860;Totaal mannen en vrouwen;Turkije;Cluster 1;Nederland;2021/'22;32;18;14
3861;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2011/'12;0;0;0
3862;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2012/'13;0;0;0
3863;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2013/'14;0;0;0
3864;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2014/'15;1;0;1
3865;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2015/'16;1;0;1
3866;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2016/'17;2;0;2
3867;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2017/'18;2;1;1
3868;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2018/'19;2;1;1
3869;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2019/'20;2;1;1
3870;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2020/'21;3;2;1
3871;Totaal mannen en vrouwen;Turkije;Cluster 1;Noord-Nederland (LD);2021/'22;1;1;0
3872;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2011/'12;11;8;3
3873;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2012/'13;11;9;2
3874;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2013/'14;12;8;4
3875;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2014/'15;10;5;5
3876;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2015/'16;8;4;4
3877;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2016/'17;6;4;2
3878;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2017/'18;6;3;3
3879;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2018/'19;4;2;2
3880;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2019/'20;5;3;2
3881;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2020/'21;5;3;2
3882;Totaal mannen en vrouwen;Turkije;Cluster 1;Oost-Nederland (LD);2021/'22;6;3;3
3883;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2011/'12;38;16;22
3884;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2012/'13;37;13;24
3885;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2013/'14;34;11;23
3886;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2014/'15;30;11;19
3887;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2015/'16;26;8;18
3888;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2016/'17;20;8;12
3889;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2017/'18;17;8;9
3890;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2018/'19;18;9;9
3891;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2019/'20;19;9;10
3892;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2020/'21;19;12;7
3893;Totaal mannen en vrouwen;Turkije;Cluster 1;West-Nederland (LD);2021/'22;22;13;9
3894;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2011/'12;14;12;2
3895;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2012/'13;14;5;9
3896;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2013/'14;14;4;10
3897;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2014/'15;11;1;10
3898;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2015/'16;9;1;8
3899;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2016/'17;6;0;6
3900;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2017/'18;3;0;3
3901;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2018/'19;3;0;3
3902;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2019/'20;3;0;3
3903;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2020/'21;0;0;0
3904;Totaal mannen en vrouwen;Turkije;Cluster 1;Zuid-Nederland (LD);2021/'22;3;1;2
3905;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2011/'12;0;0;0
3906;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2012/'13;0;0;0
3907;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2013/'14;0;0;0
3908;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2014/'15;0;0;0
3909;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2015/'16;0;0;0
3910;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2016/'17;0;0;0
3911;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2017/'18;0;0;0
3912;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2018/'19;0;0;0
3913;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2019/'20;0;0;0
3914;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2020/'21;0;0;0
3915;Totaal mannen en vrouwen;Turkije;Cluster 1;Niet in te delen (LD);2021/'22;0;0;0
3916;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2011/'12;23;9;14
3917;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2012/'13;24;6;18
3918;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2013/'14;18;5;13
3919;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2014/'15;17;7;10
3920;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2015/'16;15;5;10
3921;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2016/'17;10;3;7
3922;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2017/'18;9;4;5
3923;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2018/'19;9;4;5
3924;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2019/'20;8;2;6
3925;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2020/'21;9;5;4
3926;Totaal mannen en vrouwen;Turkije;Cluster 1;Vier grootste gemeenten (G4);2021/'22;12;8;4
3927;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;15;12;3
3928;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;14;8;6
3929;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;17;8;9
3930;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;16;7;9
3931;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;14;6;8
3932;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;13;7;6
3933;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;13;7;6
3934;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;12;7;5
3935;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;13;8;5
3936;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;13;9;4
3937;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;13;6;7
3938;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2011/'12;25;15;10
3939;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2012/'13;24;13;11
3940;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2013/'14;25;10;15
3941;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2014/'15;19;3;16
3942;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2015/'16;15;2;13
3943;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2016/'17;11;2;9
3944;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2017/'18;6;1;5
3945;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2018/'19;6;1;5
3946;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2019/'20;8;3;5
3947;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2020/'21;5;3;2
3948;Totaal mannen en vrouwen;Turkije;Cluster 1;Gemeenten < 100 000 inwoners;2021/'22;7;4;3
3949;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2011/'12;0;0;0
3950;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2012/'13;0;0;0
3951;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2013/'14;0;0;0
3952;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2014/'15;0;0;0
3953;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2015/'16;0;0;0
3954;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2016/'17;0;0;0
3955;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2017/'18;0;0;0
3956;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2018/'19;0;0;0
3957;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2019/'20;0;0;0
3958;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2020/'21;0;0;0
3959;Totaal mannen en vrouwen;Turkije;Cluster 1;"Gemeenten; niet in te delen";2021/'22;0;0;0
3960;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2011/'12;10;5;5
3961;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2012/'13;12;3;9
3962;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2013/'14;10;3;7
3963;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2014/'15;8;2;6
3964;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2015/'16;7;2;5
3965;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2016/'17;3;0;3
3966;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2017/'18;3;0;3
3967;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2018/'19;3;0;3
3968;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2019/'20;2;0;2
3969;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2020/'21;1;0;1
3970;Totaal mannen en vrouwen;Turkije;Cluster 1;Amsterdam;2021/'22;2;0;2
3971;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2011/'12;4;2;2
3972;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2012/'13;4;2;2
3973;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2013/'14;3;2;1
3974;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2014/'15;5;3;2
3975;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2015/'16;4;1;3
3976;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2016/'17;4;1;3
3977;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2017/'18;3;1;2
3978;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2018/'19;3;1;2
3979;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2019/'20;4;0;4
3980;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2020/'21;4;1;3
3981;Totaal mannen en vrouwen;Turkije;Cluster 1;'s-Gravenhage;2021/'22;5;3;2
3982;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2011/'12;7;2;5
3983;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2012/'13;6;1;5
3984;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2013/'14;3;0;3
3985;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2014/'15;2;1;1
3986;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2015/'16;2;1;1
3987;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2016/'17;2;1;1
3988;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2017/'18;2;2;0
3989;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2018/'19;2;2;0
3990;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2019/'20;2;2;0
3991;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2020/'21;4;4;0
3992;Totaal mannen en vrouwen;Turkije;Cluster 1;Rotterdam;2021/'22;4;4;0
3993;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2011/'12;2;0;2
3994;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2012/'13;2;0;2
3995;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2013/'14;2;0;2
3996;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2014/'15;2;1;1
3997;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2015/'16;2;1;1
3998;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2016/'17;1;1;0
3999;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2017/'18;1;1;0
4000;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2018/'19;1;1;0
4001;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2019/'20;0;0;0
4002;Totaal mannen en vrouwen;Turkije;Cluster 1;Utrecht;2020/'21;0;0;0
