ID;Persoonskenmerken;Marges;CaribischNederland;Perioden;TotaalVoorkomenOverlast_1;RommelOpStraat_2;StraatmeubilairDatVernieldIs_3;BekladdeMurenOfGebouwen_4;DierenpoepOpStraat_5;EenOfMeerVormenFysiekeVerloedering_6;DronkenMensenOpStraat_7;DrugsgebruikOfDrugshandel_8;MensenWordenOpStraatLastiggevallen_9;RondhangendeJongeren_10;EenOfMeerVormenVanSocialeOverlast_11;TeHardRijden_12;Parkeerproblemen_13;AgressiefGedragInVerkeer_14;EenOfMeerVormenVanVerkeersoverlast_15;HinderVanHorecagelegenheden_16;OverlastDoorBuurtbewoners_17;TotaalErvarenOverlast_18;RommelOpStraat_19;StraatmeubilairDatVernieldIs_20;BekladdeMurenOfGebouwen_21;DierenpoepOpDeStraat_22;EenOfMeerVormenFysiekeVerloedering_23;DronkenMensenOpStraat_24;DrugsgebruikOfDrugshandel_25;MensenWordenOpStraatLastiggevallen_26;RondhangendeJongeren_27;EenOfMeerVormenVanSocialeOverlast_28;TeHardRijden_29;Parkeerproblemen_30;AgressiefGedragInVerkeer_31;EenOfMeerVormenVanVerkeersoverlast_32;HinderVanHorecagelegenheden_33;OverlastDoorBuurtbewoners_34
169;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2017/2018;66.3;21.5;5.5;0.8;28.6;40.7;13.8;9.8;1.9;10.0;22.3;49.3;11.4;11.3;52.3;4.8;6.2;36.1;7.7;2.6;;11.0;16.2;2.7;3.5;0.9;2.1;6.7;23.0;6.0;6.8;26.0;2.9;2.6
170;Leeftijd: 45 tot 65 jaar;Percentage;Caribisch Nederland;2021;60.9;16.9;1.6;1.3;23.2;33.6;10.4;5.1;2.7;8.2;17.0;41.0;17.1;8.3;46.2;4.3;7.1;27.9;6.1;;;5.8;10.8;3.0;1.3;1.1;1.3;4.9;16.5;7.3;4.3;20.8;1.8;2.7
171;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2013;80.8;19.8;7.3;6.2;40.7;51.4;18.7;14.6;2.8;15.4;30.8;55.3;12.0;11.2;59.3;2.2;7.0;41.5;4.6;;2.8;11.6;15.2;3.8;4.1;;3.9;8.0;27.1;4.8;4.4;30.0;;3.1
172;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2017/2018;71.0;21.0;6.2;;27.8;40.4;19.2;14.0;2.3;12.7;28.2;55.6;10.4;14.0;58.8;6.0;7.0;39.7;7.8;2.3;;8.4;13.8;3.7;4.6;1.1;2.6;8.3;27.4;5.0;8.8;30.3;3.4;3.0
173;Leeftijd: 45 tot 65 jaar;Percentage;Bonaire;2021;62.3;15.3;2.4;;21.1;31.5;12.8;8.4;2.4;8.9;19.1;40.5;11.0;11.6;44.3;5.0;5.7;27.6;7.0;;;2.1;9.2;3.7;2.0;1.8;1.6;6.0;17.9;4.0;6.1;20.5;1.8;2.3
174;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2017/2018;42.6;19.7;4.5;;29.3;35.4;;3.5;;4.5;7.7;23.6;10.0;4.7;25.3;;3.0;21.9;7.4;2.8;;15.2;19.1;;;;;;9.3;4.8;;10.4;;
176;Leeftijd: 45 tot 65 jaar;Percentage;Sint-Eustatius;2021;48.5;15.3;;;28.1;34.9;2.6;;;5.0;8.4;28.7;11.3;;32.2;3.2;3.4;23.0;2.5;;;13.3;13.3;;;;;;10.6;5.9;;14.5;;
177;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2013;78.4;32.0;;;42.6;59.3;14.8;12.1;10.0;17.5;28.4;45.8;32.6;24.6;60.4;12.2;14.4;50.4;13.5;;;23.1;34.3;;;;;13.6;21.4;17.1;10.7;37.9;;
178;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2017/2018;88.3;27.8;;;31.2;52.7;11.9;;;7.3;19.9;67.2;19.4;10.5;71.4;;8.6;45.7;7.5;;;16.1;23.3;;;;;6.6;26.9;13.3;6.3;33.9;;
179;Leeftijd: 45 tot 65 jaar;Percentage;Saba;2021;80.0;25.0;;;20.5;37.8;17.0;;4.9;11.8;26.6;65.8;46.7;11.6;78.3;4.1;18.6;38.0;10.4;;;3.7;11.0;5.2;;;;7.0;23.4;20.5;5.9;33.6;;6.6
180;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.8;4.2;2.6;2.5;5.0;4.9;3.7;3.3;1.7;3.5;4.5;5.0;3.6;3.1;4.9;2.1;2.8;5.0;2.6;1.4;1.7;3.8;4.2;1.9;1.8;1.1;2.0;2.7;4.3;2.5;2.0;4.5;1.2;1.8
181;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.8;3.3;1.8;0.7;3.6;3.9;2.8;2.5;1.1;2.4;3.3;4.0;2.5;2.5;4.0;1.7;1.9;3.9;2.1;1.3;;2.5;3.0;1.3;1.5;0.8;1.1;2.0;3.4;1.9;2.0;3.5;1.3;1.3
182;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Caribisch Nederland;2021;4.1;3.2;1.1;1.0;3.6;4.0;2.6;1.9;1.4;2.3;3.2;4.2;3.2;2.3;4.2;1.7;2.2;3.8;2.0;;;2.0;2.6;1.4;1.0;0.9;1.0;1.8;3.1;2.2;1.7;3.4;1.1;1.4
183;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2013;4.5;4.6;3.0;2.8;5.6;5.7;4.5;4.1;1.9;4.2;5.3;5.7;3.7;3.6;5.6;1.7;2.9;5.7;2.4;;1.9;3.7;4.1;2.2;2.3;;2.2;3.1;5.1;2.5;2.4;5.3;;2.0
184;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.6;4.1;2.4;;4.5;4.9;4.0;3.7;1.5;3.4;4.5;5.0;3.1;3.5;5.0;2.4;2.6;4.9;2.7;1.5;;2.8;3.5;1.9;2.1;1.0;1.6;2.8;4.5;2.2;2.9;4.6;1.8;1.7
185;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Bonaire;2021;5.6;4.2;1.8;;4.8;5.4;3.9;3.4;1.8;3.3;4.6;5.7;3.6;3.7;5.8;2.5;2.7;5.2;3.0;;;1.7;3.4;2.2;1.6;1.5;1.5;2.8;4.5;2.3;2.8;4.7;1.5;1.7
186;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;8.1;6.6;3.4;;7.5;7.9;;3.0;;3.4;4.4;7.0;4.9;3.5;7.2;;2.8;6.8;4.3;2.7;;5.9;6.5;;;;;;4.8;3.5;;5.0;;
188;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Sint-Eustatius;2021;7.6;5.5;;;6.8;7.2;2.4;;;3.3;4.2;6.9;4.9;;7.1;2.7;2.7;6.4;2.4;;;5.1;5.1;;;;;;4.7;3.6;;5.3;;
189;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2013;13.5;15.3;;;16.2;16.1;11.6;10.8;9.8;12.4;14.8;16.3;15.3;14.1;16.0;10.7;11.5;16.4;11.2;;;13.8;15.5;;;;;11.2;13.4;12.3;10.1;15.9;;
190;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2017/2018;7.4;10.3;;;10.7;11.5;7.5;;;6.0;9.2;10.8;9.2;7.1;10.4;;6.5;11.5;6.1;;;8.5;9.8;;;;;5.7;10.3;7.8;5.6;10.9;;
191;Leeftijd: 45 tot 65 jaar;Betrouwbaarheidsmarge;Saba;2021;8.3;9.0;;;8.4;10.1;7.8;;4.5;6.7;9.2;9.9;10.4;6.6;8.6;4.1;8.1;10.1;6.4;;;3.9;6.5;4.6;;;;5.3;8.8;8.4;4.9;9.8;;5.2
192;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2013;75.5;17.8;3.9;;28.5;39.3;9.6;16.0;;10.9;25.0;52.0;8.7;14.9;56.5;3.6;5.3;37.0;5.8;;;10.8;13.3;;3.4;;3.9;7.6;28.3;4.4;6.3;30.5;2.9;3.6
193;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2017/2018;59.3;14.6;4.7;;20.3;28.9;8.3;9.0;;6.3;17.4;47.1;9.2;13.7;49.3;3.0;6.9;30.8;5.5;;;6.3;11.6;;3.2;;;4.5;22.6;3.5;5.0;25.2;;2.3
194;Leeftijd: 65 jaar of ouder;Percentage;Caribisch Nederland;2021;61.2;15.6;2.7;;23.2;32.5;6.4;4.8;1.7;8.4;12.5;44.3;15.8;9.1;47.4;7.6;6.1;31.5;4.1;;;6.0;8.3;2.3;1.9;;2.0;3.2;23.0;7.2;4.3;25.9;;2.8
195;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2013;72.8;17.0;3.6;;24.0;35.2;10.9;17.9;;11.7;28.1;51.3;8.1;14.8;54.6;;;29.8;;;;6.8;8.4;;;;3.7;7.5;24.5;4.4;5.8;26.6;;
196;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2017/2018;66.3;14.2;5.9;;20.4;29.9;9.6;8.3;;8.4;17.7;52.4;8.3;18.2;54.4;4.4;7.6;34.3;5.1;;;4.3;10.2;;;;;4.4;24.9;;6.6;27.4;;2.7
197;Leeftijd: 65 jaar of ouder;Percentage;Bonaire;2021;57.5;11.0;;;19.1;26.2;7.1;3.8;;10.0;15.6;44.6;9.8;10.5;46.5;8.0;4.0;30.5;3.0;;;;5.3;;;;;;25.3;;4.1;26.8;;
198;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2017/2018;36.8;15.0;;;22.6;30.3;;10.1;;;13.4;26.5;11.1;;28.7;;;16.8;;;;9.7;13.6;;;;;;11.4;6.8;;15.1;;
200;Leeftijd: 65 jaar of ouder;Percentage;Sint-Eustatius;2021;56.9;17.7;;;34.7;42.4;;;;;;29.7;9.9;;32.8;;8.1;19.6;;;;8.8;8.8;;;;;;11.9;;;11.9;;
201;Leeftijd: 65 jaar of ouder;Percentage;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Leeftijd: 65 jaar of ouder;Percentage;Saba;2017/2018;67.7;15.6;;;16.2;22.0;13.0;;;;22.5;59.5;;11.9;62.2;;12.2;39.4;;;;8.9;14.2;;;;;;31.8;6.8;;32.9;;
203;Leeftijd: 65 jaar of ouder;Percentage;Saba;2021;77.1;23.9;;;16.1;33.2;10.6;10.2;;13.9;20.6;65.3;39.5;15.9;71.8;12.4;8.0;52.0;9.6;;;10.9;15.1;5.3;;;;;34.0;26.1;8.6;44.7;;
204;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2013;7.3;6.5;3.3;;7.7;8.3;5.0;6.2;;5.3;7.4;8.5;4.8;6.0;8.4;3.2;3.8;8.2;4.0;;;5.3;5.8;;3.1;;3.3;4.5;7.6;3.5;4.1;7.8;2.9;3.1
205;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;6.3;4.6;2.7;;5.2;5.8;3.6;3.8;;3.1;4.8;6.4;3.7;4.4;6.4;2.2;3.2;5.9;2.9;;;3.1;4.1;;2.2;;;2.6;5.3;2.3;2.8;5.5;;1.9
206;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Caribisch Nederland;2021;6.1;4.5;2.0;;5.3;5.8;3.1;2.8;1.6;3.5;4.1;6.2;4.6;3.6;6.2;3.3;3.0;5.8;2.5;;;3.0;3.4;1.9;1.7;;1.8;2.2;5.3;3.2;2.5;5.5;;2.1
207;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2013;8.7;7.4;3.6;;8.4;9.4;6.1;7.5;;6.3;8.8;9.8;5.4;7.0;9.8;;;9.0;;;;4.9;5.5;;;;3.7;5.2;8.4;4.0;4.6;8.7;;
208;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2017/2018;7.7;5.8;3.9;;6.7;7.5;4.9;4.9;;4.6;6.2;8.2;4.6;6.4;8.1;3.4;4.4;7.7;3.6;;;3.3;4.9;;;;;3.3;7.1;;4.0;7.3;;2.6
209;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Bonaire;2021;8.7;5.5;;;6.9;7.8;4.6;3.6;;5.3;6.4;8.8;5.3;5.4;8.8;4.8;3.5;8.1;3.0;;;;4.0;;;;;;7.7;;3.5;7.8;;
210;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;12.5;9.4;;;10.9;12.0;;7.9;;;8.9;11.5;8.2;;11.8;;;9.7;;;;7.7;8.9;;;;;;8.3;6.5;;9.3;;
212;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Sint-Eustatius;2021;11.3;8.7;;;10.9;11.3;;;;;;10.4;7.0;;10.7;;6.2;9.0;;;;6.4;6.4;;;;;;7.4;;;7.4;;
213;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2017/2018;15.7;12.2;;;12.5;13.9;11.3;;;;14.0;16.6;;10.9;16.3;;11.0;16.4;;;;9.6;11.7;;;;;;15.6;8.4;;15.8;;
215;Leeftijd: 65 jaar of ouder;Betrouwbaarheidsmarge;Saba;2021;11.8;11.9;;;10.3;13.2;8.6;8.5;;9.7;11.3;13.3;13.8;10.6;12.6;9.2;7.7;14.0;8.2;;;8.7;10.0;6.3;;;;;13.3;12.3;7.9;13.9;;
216;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2013;78.5;20.6;8.4;5.4;43.7;54.0;16.7;12.6;4.8;16.0;29.6;49.3;15.1;10.8;54.8;3.6;7.2;42.2;6.4;2.5;1.1;17.4;21.4;4.1;3.5;1.8;4.6;9.7;24.9;6.5;4.6;28.7;1.3;3.0
217;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2017/2018;61.1;17.2;4.5;2.0;25.1;35.3;15.1;11.6;2.3;10.9;24.2;42.8;11.7;8.5;46.2;3.9;5.0;29.0;6.3;1.7;;8.8;13.9;2.1;3.4;1.6;2.6;6.0;17.8;5.5;5.0;21.1;1.4;2.9
218;Onderwijsniveau: laag onderwijs;Percentage;Caribisch Nederland;2021;57.5;15.3;2.7;1.2;22.3;30.2;10.4;4.2;2.9;8.8;16.6;37.3;16.9;5.6;43.0;5.1;4.5;27.4;5.4;0.5;;6.7;10.4;3.0;1.3;1.5;1.9;5.1;16.0;6.5;2.7;19.7;1.3;1.9
219;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2013;76.3;17.1;8.1;5.9;36.4;48.1;19.8;15.2;5.2;16.5;32.2;51.2;13.1;12.0;55.5;3.8;5.0;36.6;4.9;1.4;0.9;10.2;13.4;5.0;4.3;1.7;4.3;9.8;23.3;5.1;5.1;26.2;1.7;2.0
220;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2017/2018;66.5;15.2;5.9;3.0;23.0;33.9;22.3;15.0;3.4;12.6;30.1;49.1;9.1;11.0;51.5;4.6;5.3;31.1;6.3;1.9;;6.4;11.9;3.3;4.3;2.3;3.4;7.7;20.5;3.4;6.6;22.6;1.6;3.3
221;Onderwijsniveau: laag onderwijs;Percentage;Bonaire;2021;59.1;12.4;2.6;1.2;19.0;24.7;13.4;5.5;4.2;8.8;19.6;42.3;12.4;8.2;45.6;8.2;4.9;26.6;4.7;;;3.3;6.6;2.8;1.2;2.2;1.6;6.2;18.6;2.9;3.8;20.5;1.3;2.0
222;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2013;88.4;35.9;10.7;5.4;75.3;81.1;;;5.1;14.5;18.8;39.5;16.0;;48.9;;17.1;62.5;13.2;7.1;;44.6;51.8;;;;6.3;9.1;29.2;9.5;;34.7;;7.4
223;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2017/2018;40.5;17.5;2.2;;24.8;32.2;2.2;6.4;;5.6;11.2;23.5;10.3;3.8;26.0;1.7;2.3;18.5;6.2;1.7;;10.5;15.2;;;;;1.8;10.4;5.3;2.1;13.0;;
224;Onderwijsniveau: laag onderwijs;Percentage;Sint-Eustatius;2021;47.2;17.0;2.0;;30.5;38.2;3.3;1.5;;4.4;5.9;23.1;10.4;;28.4;;1.9;22.4;4.3;;;12.6;15.0;2.1;;;2.1;2.8;9.3;5.0;;11.9;;
225;Onderwijsniveau: laag onderwijs;Percentage;Saba;2013;76.2;17.8;;;36.3;44.2;18.4;14.4;;14.9;30.5;55.6;34.3;15.3;63.2;8.1;;46.8;;;;21.3;25.2;;;;;9.0;30.7;13.8;8.0;38.9;;
226;Onderwijsniveau: laag onderwijs;Percentage;Saba;2017/2018;82.4;26.5;;;36.4;50.2;8.7;7.8;;14.7;24.7;56.8;28.3;6.5;66.7;5.2;10.0;43.3;6.4;;;17.3;21.8;;4.1;;;7.0;22.0;17.1;;32.5;;6.4
227;Onderwijsniveau: laag onderwijs;Percentage;Saba;2021;77.9;22.4;4.6;;14.2;30.5;17.3;6.6;;20.0;32.7;54.9;51.9;7.4;71.1;4.0;9.6;44.0;11.5;;;5.0;13.4;6.2;;;;7.0;22.9;25.2;3.8;36.6;;3.9
228;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.3;3.3;2.2;1.8;4.0;4.0;3.0;2.7;1.7;3.0;3.7;4.0;2.9;2.5;4.0;1.5;2.1;4.0;2.0;1.3;0.8;3.1;3.3;1.6;1.5;1.1;1.7;2.4;3.5;2.0;1.7;3.6;0.9;1.4
229;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.2;2.5;1.4;0.9;2.8;3.1;2.4;2.2;1.0;2.0;2.8;3.3;2.1;1.8;3.3;1.3;1.4;3.0;1.6;0.8;;1.9;2.3;0.9;1.2;0.8;1.0;1.5;2.5;1.5;1.4;2.7;0.8;1.1
230;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;2.6;1.2;0.8;3.0;3.3;2.2;1.5;1.2;2.0;2.6;3.4;2.7;1.6;3.5;1.6;1.5;3.2;1.6;0.5;;1.8;2.2;1.2;0.8;0.9;1.0;1.6;2.6;1.8;1.2;2.8;0.8;1.0
231;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2013;4.0;3.5;2.6;2.2;4.5;4.7;3.8;3.4;2.1;3.5;4.4;4.7;3.2;3.1;4.7;1.8;2.1;4.5;2.0;1.1;0.9;2.9;3.2;2.0;1.9;1.2;1.9;2.8;4.0;2.1;2.1;4.2;1.2;1.3
232;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.0;3.0;2.0;1.5;3.6;4.0;3.5;3.2;1.5;2.8;3.9;4.2;2.4;2.6;4.2;1.8;1.9;3.9;2.0;1.2;;2.1;2.7;1.5;1.7;1.3;1.5;2.2;3.4;1.5;2.1;3.5;1.1;1.5
233;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Bonaire;2021;4.9;3.3;1.6;1.1;3.9;4.3;3.4;2.4;2.0;2.8;3.9;4.9;3.3;2.7;4.9;2.7;2.1;4.4;2.1;;;1.8;2.5;1.6;1.1;1.5;1.2;2.4;3.8;1.6;1.9;4.0;1.1;1.4
234;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2013;6.9;10.4;6.7;4.9;9.4;8.5;;;4.8;7.6;8.5;10.6;8.0;;10.9;;8.2;10.5;7.4;5.6;;10.8;10.8;;;;5.3;6.3;9.9;6.4;;10.3;;5.7
235;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2017/2018;6.1;4.7;1.8;;5.4;5.8;1.8;3.1;;2.9;3.9;5.3;3.8;2.4;5.4;1.6;1.8;4.8;3.0;1.6;;3.8;4.4;;;;;1.7;3.8;2.8;1.8;4.2;;
236;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Sint-Eustatius;2021;6.1;4.6;1.7;;5.6;5.9;2.2;1.5;;2.5;2.9;5.1;3.7;;5.5;;1.7;5.1;2.5;;;4.0;4.3;1.7;;;1.7;2.0;3.5;2.6;;3.9;;
237;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2013;10.4;9.3;;;11.7;12.1;9.4;8.6;;8.7;11.2;12.1;11.6;8.8;11.8;6.6;;12.2;;;;10.0;10.6;;;;;7.0;11.3;8.4;6.6;11.9;;
238;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2017/2018;7.3;8.5;;;9.3;9.6;5.4;5.2;;6.8;8.3;9.5;8.7;4.8;9.1;4.3;5.8;9.5;4.7;;;7.3;7.9;;3.8;;;4.9;8.0;7.2;;9.0;;4.7
239;Onderwijsniveau: laag onderwijs;Betrouwbaarheidsmarge;Saba;2021;8.2;8.3;4.1;;6.9;9.1;7.4;5.0;;7.9;9.3;9.9;9.9;5.3;8.9;3.9;5.8;9.8;6.3;;;4.3;6.7;4.8;;;;5.0;8.3;8.6;3.8;9.5;;3.8
240;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2013;82.1;26.3;8.0;6.5;43.9;54.7;17.9;13.7;5.6;15.2;32.2;55.0;14.1;12.9;60.4;7.1;12.8;39.4;7.1;2.4;2.0;12.4;16.6;4.1;4.2;1.5;4.7;9.7;23.7;5.9;4.5;26.9;2.4;4.5
241;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2017/2018;72.3;25.4;5.5;2.2;30.7;44.0;17.4;10.2;3.0;10.0;27.2;53.7;14.8;14.3;57.8;6.8;7.6;39.6;6.9;2.1;;9.5;13.8;3.5;3.1;1.5;2.0;7.1;26.0;7.0;7.2;30.0;3.7;3.4
242;Onderwijsniveau: middelbaar/hoog;Percentage;Caribisch Nederland;2021;66.8;22.5;1.9;1.4;26.5;39.1;13.4;6.6;2.1;12.0;22.4;47.9;24.1;11.0;54.6;5.7;10.1;32.7;7.9;;;6.1;11.9;4.0;1.4;1.2;1.9;5.9;21.8;12.1;5.2;27.6;2.3;4.0
243;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2013;80.9;22.8;7.5;5.9;37.2;49.5;18.0;15.4;5.1;15.6;33.2;55.6;9.9;13.1;60.1;5.0;10.9;36.3;5.5;1.9;2.2;8.8;13.1;3.0;4.7;1.5;5.1;8.9;24.9;4.4;4.7;27.0;1.3;3.4
244;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2017/2018;72.2;24.2;6.1;2.8;29.4;43.8;16.5;10.8;1.9;8.7;25.6;53.5;10.5;17.9;56.3;7.8;7.6;39.1;5.9;2.5;;6.3;10.7;3.1;2.5;1.0;1.6;7.1;27.7;4.8;9.7;30.7;3.7;3.4
245;Onderwijsniveau: middelbaar/hoog;Percentage;Bonaire;2021;64.3;19.4;3.1;1.9;26.8;37.7;16.2;8.4;2.0;12.0;23.5;43.9;14.4;11.5;48.5;5.5;9.3;29.7;6.9;;;4.0;10.4;4.2;1.2;1.5;2.1;5.8;20.6;7.0;5.6;24.4;1.9;4.3
246;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2017/2018;57.5;25.4;5.2;;40.3;44.1;6.2;10.0;4.0;10.7;18.9;36.2;22.3;5.2;42.4;3.5;7.1;31.2;10.5;;;20.4;23.3;4.7;5.3;3.3;4.8;8.5;15.1;7.5;;17.3;;3.7
248;Onderwijsniveau: middelbaar/hoog;Percentage;Sint-Eustatius;2021;48.6;16.6;;;27.3;33.0;4.7;3.5;3.0;7.4;11.0;29.6;16.2;2.5;33.8;6.1;7.3;22.1;4.9;;;11.3;11.8;;;;;4.0;14.0;7.1;;16.0;3.5;3.8
249;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2013;86.7;33.5;6.7;;48.0;60.3;32.6;18.3;12.3;16.5;46.9;67.2;34.5;26.8;76.6;16.5;20.2;50.7;;;;13.6;15.5;15.6;6.0;;5.1;23.4;22.6;15.0;8.7;34.4;6.4;10.7
250;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2017/2018;85.2;28.9;4.1;;26.5;44.7;29.6;9.0;5.4;13.3;39.3;69.4;21.6;11.4;75.9;6.5;7.8;48.6;6.7;;;9.9;15.1;3.9;2.7;;;5.8;30.0;13.4;4.4;39.2;5.2;3.4
251;Onderwijsniveau: middelbaar/hoog;Percentage;Saba;2021;88.5;34.5;;;25.0;47.4;15.6;5.7;;16.3;30.5;72.7;51.4;17.4;86.1;5.9;14.2;48.7;12.8;;;5.5;15.2;6.0;;;;7.8;31.4;27.4;7.7;44.9;;3.6
252;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2013;3.5;4.0;2.5;2.2;4.5;4.5;3.5;3.1;2.1;3.3;4.3;4.5;3.2;3.1;4.4;2.3;3.0;4.4;2.3;1.4;1.3;3.0;3.4;1.8;1.8;1.1;1.9;2.7;3.9;2.1;1.9;4.0;1.4;1.9
253;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2017/2018;3.3;3.2;1.7;1.1;3.4;3.6;2.8;2.3;1.2;2.2;3.3;3.6;2.6;2.6;3.6;1.8;1.9;3.6;1.8;1.1;;2.1;2.5;1.4;1.3;0.9;1.0;1.9;3.2;1.9;1.9;3.4;1.4;1.3
254;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Caribisch Nederland;2021;3.5;3.1;1.0;0.9;3.3;3.6;2.5;1.9;1.1;2.4;3.1;3.7;3.2;2.3;3.7;1.7;2.2;3.5;2.0;;;1.8;2.4;1.5;0.9;0.8;1.0;1.7;3.0;2.4;1.6;3.3;1.1;1.5
255;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2013;4.2;4.4;2.8;2.5;5.1;5.3;4.1;3.8;2.3;3.8;5.0;5.3;3.2;3.6;5.2;2.3;3.3;5.1;2.4;1.5;1.5;3.0;3.6;1.8;2.2;1.3;2.3;3.0;4.6;2.2;2.2;4.7;1.2;1.9
256;Onderwijsniveau: middelbaar/hoog;Betrouwbaarheidsmarge;Bonaire;2017/2018;4.2;4.0;2.2;1.5;4.2;4.6;3.5;3.0;1.3;2.6;4.1;4.6;2.8;3.6;4.6;2.5;2.5;4.5;2.2;1.5;;2.3;2.9;1.6;1.5;0.9;1.2;2.4;4.2;2.0;2.7;4.3;1.7;1.7
