ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;InstroomBijstandInclHerinstroom_1;HerinstroomBijstand_2
562;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;110;40
563;Mannen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;130;40
564;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;280;130
565;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 2e kwartaal;180;60
566;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 3e kwartaal;210;100
567;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2005 4e kwartaal;200;100
568;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 1e kwartaal;290;120
569;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 2e kwartaal;210;70
570;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 3e kwartaal;230;110
571;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2006 4e kwartaal;190;80
572;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 1e kwartaal;230;90
573;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 2e kwartaal;200;80
574;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 3e kwartaal;220;90
575;Mannen;55 tot 65 jaar;Niet-westerse allochtoon;2007 4e kwartaal;270;100
576;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 1e kwartaal;16320;4770
577;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 2e kwartaal;12300;3000
578;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 3e kwartaal;13410;3480
579;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2005 4e kwartaal;11480;3040
580;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 1e kwartaal;15550;5380
581;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 2e kwartaal;12570;3710
582;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 3e kwartaal;12390;3750
583;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2006 4e kwartaal;10880;3300
584;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 1e kwartaal;11990;3590
585;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 2e kwartaal;9410;2670
586;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 3e kwartaal;10280;2820
587;Vrouwen;Totaal leeftijd;Totaal herkomstgroepering;2007 4e kwartaal;10700;2820
588;Vrouwen;Totaal leeftijd;Autochtoon;2005 1e kwartaal;8470;2420
589;Vrouwen;Totaal leeftijd;Autochtoon;2005 2e kwartaal;6370;1480
590;Vrouwen;Totaal leeftijd;Autochtoon;2005 3e kwartaal;7120;1650
591;Vrouwen;Totaal leeftijd;Autochtoon;2005 4e kwartaal;5740;1380
592;Vrouwen;Totaal leeftijd;Autochtoon;2006 1e kwartaal;8170;2780
593;Vrouwen;Totaal leeftijd;Autochtoon;2006 2e kwartaal;6490;1830
594;Vrouwen;Totaal leeftijd;Autochtoon;2006 3e kwartaal;6140;1690
595;Vrouwen;Totaal leeftijd;Autochtoon;2006 4e kwartaal;5400;1600
596;Vrouwen;Totaal leeftijd;Autochtoon;2007 1e kwartaal;5990;1720
597;Vrouwen;Totaal leeftijd;Autochtoon;2007 2e kwartaal;4800;1280
598;Vrouwen;Totaal leeftijd;Autochtoon;2007 3e kwartaal;4930;1290
599;Vrouwen;Totaal leeftijd;Autochtoon;2007 4e kwartaal;4680;1320
600;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 1e kwartaal;1880;560
601;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 2e kwartaal;1370;310
602;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 3e kwartaal;1360;360
603;Vrouwen;Totaal leeftijd;Westerse allochtoon;2005 4e kwartaal;1250;330
604;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 1e kwartaal;1750;610
605;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 2e kwartaal;1460;460
606;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 3e kwartaal;1370;420
607;Vrouwen;Totaal leeftijd;Westerse allochtoon;2006 4e kwartaal;1240;350
608;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 1e kwartaal;1390;400
609;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 2e kwartaal;1110;300
610;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 3e kwartaal;1310;310
611;Vrouwen;Totaal leeftijd;Westerse allochtoon;2007 4e kwartaal;1610;290
612;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 1e kwartaal;5960;1790
613;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 2e kwartaal;4560;1210
614;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 3e kwartaal;4930;1470
615;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2005 4e kwartaal;4500;1330
616;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 1e kwartaal;5640;1980
617;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 2e kwartaal;4620;1410
618;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 3e kwartaal;4880;1640
619;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2006 4e kwartaal;4230;1360
620;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 1e kwartaal;4620;1470
621;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 2e kwartaal;3500;1090
622;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 3e kwartaal;4040;1210
623;Vrouwen;Totaal leeftijd;Niet-westerse allochtoon;2007 4e kwartaal;4410;1220
624;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 1e kwartaal;4480;880
625;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 2e kwartaal;3150;600
626;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3530;670
627;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2005 4e kwartaal;2920;600
628;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 1e kwartaal;3520;880
629;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 2e kwartaal;2710;650
630;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 3e kwartaal;2760;650
631;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2006 4e kwartaal;2240;560
632;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 1e kwartaal;2520;600
633;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1870;400
634;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2170;390
635;Vrouwen;Jonger dan 25 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2050;370
636;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 1e kwartaal;2480;470
637;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 2e kwartaal;1640;300
638;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 3e kwartaal;2000;340
639;Vrouwen;Jonger dan 25 jaar;Autochtoon;2005 4e kwartaal;1530;310
640;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 1e kwartaal;1950;490
641;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 2e kwartaal;1410;340
642;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 3e kwartaal;1440;360
643;Vrouwen;Jonger dan 25 jaar;Autochtoon;2006 4e kwartaal;1130;290
644;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 1e kwartaal;1350;320
645;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 2e kwartaal;980;210
646;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 3e kwartaal;1150;220
647;Vrouwen;Jonger dan 25 jaar;Autochtoon;2007 4e kwartaal;1010;210
648;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 1e kwartaal;390;80
649;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 2e kwartaal;270;50
650;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 3e kwartaal;270;60
651;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2005 4e kwartaal;250;50
652;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 1e kwartaal;300;80
653;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 2e kwartaal;250;70
654;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 3e kwartaal;240;60
655;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2006 4e kwartaal;190;50
656;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 1e kwartaal;210;60
657;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 2e kwartaal;190;50
658;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 3e kwartaal;210;40
659;Vrouwen;Jonger dan 25 jaar;Westerse allochtoon;2007 4e kwartaal;220;40
660;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1620;340
661;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1230;260
662;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1270;270
663;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1150;240
664;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1270;310
665;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1040;250
666;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1080;230
667;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2006 4e kwartaal;920;220
668;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 1e kwartaal;960;220
669;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 2e kwartaal;700;140
670;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 3e kwartaal;810;140
671;Vrouwen;Jonger dan 25 jaar;Niet-westerse allochtoon;2007 4e kwartaal;820;120
672;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 1e kwartaal;4920;1370
673;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 2e kwartaal;3770;920
674;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 3e kwartaal;4080;1070
675;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2005 4e kwartaal;3560;930
676;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 1e kwartaal;4510;1490
677;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3680;1110
678;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3490;1060
679;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2006 4e kwartaal;3080;1000
680;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3370;1070
681;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2530;760
682;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2820;840
683;Vrouwen;25 tot 35 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2970;860
684;Vrouwen;25 tot 35 jaar;Autochtoon;2005 1e kwartaal;2250;590
685;Vrouwen;25 tot 35 jaar;Autochtoon;2005 2e kwartaal;1740;420
686;Vrouwen;25 tot 35 jaar;Autochtoon;2005 3e kwartaal;2000;470
687;Vrouwen;25 tot 35 jaar;Autochtoon;2005 4e kwartaal;1620;390
688;Vrouwen;25 tot 35 jaar;Autochtoon;2006 1e kwartaal;2110;680
689;Vrouwen;25 tot 35 jaar;Autochtoon;2006 2e kwartaal;1680;480
690;Vrouwen;25 tot 35 jaar;Autochtoon;2006 3e kwartaal;1510;420
691;Vrouwen;25 tot 35 jaar;Autochtoon;2006 4e kwartaal;1380;460
692;Vrouwen;25 tot 35 jaar;Autochtoon;2007 1e kwartaal;1480;460
693;Vrouwen;25 tot 35 jaar;Autochtoon;2007 2e kwartaal;1130;320
694;Vrouwen;25 tot 35 jaar;Autochtoon;2007 3e kwartaal;1180;330
695;Vrouwen;25 tot 35 jaar;Autochtoon;2007 4e kwartaal;1110;350
696;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 1e kwartaal;550;150
697;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 2e kwartaal;400;80
698;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 3e kwartaal;420;120
699;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2005 4e kwartaal;360;100
700;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 1e kwartaal;480;170
701;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 2e kwartaal;400;130
702;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 3e kwartaal;370;110
703;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2006 4e kwartaal;340;100
704;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 1e kwartaal;370;110
705;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 2e kwartaal;280;70
706;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 3e kwartaal;320;90
707;Vrouwen;25 tot 35 jaar;Westerse allochtoon;2007 4e kwartaal;430;80
708;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 1e kwartaal;2120;630
709;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 2e kwartaal;1640;430
710;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1670;480
711;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1580;440
712;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1920;650
713;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1610;510
714;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1620;540
715;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1360;440
716;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1520;500
717;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 2e kwartaal;1120;370
718;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1310;420
719;Vrouwen;25 tot 35 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1430;430
720;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 1e kwartaal;3710;1260
721;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 2e kwartaal;2910;710
722;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 3e kwartaal;3170;890
723;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2005 4e kwartaal;2840;800
724;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 1e kwartaal;4150;1570
725;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 2e kwartaal;3440;1040
726;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 3e kwartaal;3290;1050
727;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2006 4e kwartaal;2980;920
728;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 1e kwartaal;3210;1050
729;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 2e kwartaal;2570;820
730;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 3e kwartaal;2740;810
731;Vrouwen;35 tot 45 jaar;Totaal herkomstgroepering;2007 4e kwartaal;2930;860
732;Vrouwen;35 tot 45 jaar;Autochtoon;2005 1e kwartaal;1960;680
733;Vrouwen;35 tot 45 jaar;Autochtoon;2005 2e kwartaal;1590;360
734;Vrouwen;35 tot 45 jaar;Autochtoon;2005 3e kwartaal;1680;440
735;Vrouwen;35 tot 45 jaar;Autochtoon;2005 4e kwartaal;1410;360
736;Vrouwen;35 tot 45 jaar;Autochtoon;2006 1e kwartaal;2230;840
737;Vrouwen;35 tot 45 jaar;Autochtoon;2006 2e kwartaal;1870;550
738;Vrouwen;35 tot 45 jaar;Autochtoon;2006 3e kwartaal;1720;480
739;Vrouwen;35 tot 45 jaar;Autochtoon;2006 4e kwartaal;1470;440
740;Vrouwen;35 tot 45 jaar;Autochtoon;2007 1e kwartaal;1580;500
741;Vrouwen;35 tot 45 jaar;Autochtoon;2007 2e kwartaal;1330;400
742;Vrouwen;35 tot 45 jaar;Autochtoon;2007 3e kwartaal;1320;380
743;Vrouwen;35 tot 45 jaar;Autochtoon;2007 4e kwartaal;1230;390
744;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 1e kwartaal;470;150
745;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 2e kwartaal;360;90
746;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 3e kwartaal;350;100
747;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2005 4e kwartaal;370;100
748;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 1e kwartaal;510;180
749;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 2e kwartaal;410;130
750;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 3e kwartaal;380;130
751;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2006 4e kwartaal;370;100
752;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 1e kwartaal;400;120
753;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 2e kwartaal;300;90
754;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 3e kwartaal;380;90
755;Vrouwen;35 tot 45 jaar;Westerse allochtoon;2007 4e kwartaal;470;90
756;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 1e kwartaal;1280;430
757;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 2e kwartaal;950;260
758;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 3e kwartaal;1150;360
759;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2005 4e kwartaal;1060;340
760;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 1e kwartaal;1410;550
761;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 2e kwartaal;1170;360
762;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 3e kwartaal;1200;440
763;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2006 4e kwartaal;1130;380
764;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 1e kwartaal;1230;440
765;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 2e kwartaal;940;320
766;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 3e kwartaal;1040;340
767;Vrouwen;35 tot 45 jaar;Niet-westerse allochtoon;2007 4e kwartaal;1220;380
768;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 1e kwartaal;2120;790
769;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 2e kwartaal;1700;500
770;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 3e kwartaal;1670;510
771;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2005 4e kwartaal;1410;440
772;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 1e kwartaal;2200;900
773;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 2e kwartaal;1850;600
774;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 3e kwartaal;1860;620
775;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2006 4e kwartaal;1750;540
776;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 1e kwartaal;1980;610
777;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 2e kwartaal;1670;470
778;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 3e kwartaal;1650;530
779;Vrouwen;45 tot 55 jaar;Totaal herkomstgroepering;2007 4e kwartaal;1890;540
780;Vrouwen;45 tot 55 jaar;Autochtoon;2005 1e kwartaal;1180;410
781;Vrouwen;45 tot 55 jaar;Autochtoon;2005 2e kwartaal;970;260
782;Vrouwen;45 tot 55 jaar;Autochtoon;2005 3e kwartaal;960;270
783;Vrouwen;45 tot 55 jaar;Autochtoon;2005 4e kwartaal;790;210
784;Vrouwen;45 tot 55 jaar;Autochtoon;2006 1e kwartaal;1240;480
785;Vrouwen;45 tot 55 jaar;Autochtoon;2006 2e kwartaal;1010;300
786;Vrouwen;45 tot 55 jaar;Autochtoon;2006 3e kwartaal;980;300
787;Vrouwen;45 tot 55 jaar;Autochtoon;2006 4e kwartaal;990;290
788;Vrouwen;45 tot 55 jaar;Autochtoon;2007 1e kwartaal;1110;310
789;Vrouwen;45 tot 55 jaar;Autochtoon;2007 2e kwartaal;930;230
790;Vrouwen;45 tot 55 jaar;Autochtoon;2007 3e kwartaal;850;250
791;Vrouwen;45 tot 55 jaar;Autochtoon;2007 4e kwartaal;940;280
792;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 1e kwartaal;320;120
793;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 2e kwartaal;230;60
794;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 3e kwartaal;210;50
795;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2005 4e kwartaal;200;60
796;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 1e kwartaal;300;120
797;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 2e kwartaal;250;90
798;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 3e kwartaal;240;70
799;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2006 4e kwartaal;240;70
800;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 1e kwartaal;280;80
801;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 2e kwartaal;220;60
802;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 3e kwartaal;260;80
803;Vrouwen;45 tot 55 jaar;Westerse allochtoon;2007 4e kwartaal;360;60
804;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 1e kwartaal;630;250
805;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 2e kwartaal;500;180
806;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 3e kwartaal;500;200
807;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2005 4e kwartaal;420;170
808;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 1e kwartaal;660;300
809;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 2e kwartaal;590;220
810;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 3e kwartaal;640;260
811;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2006 4e kwartaal;520;170
812;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 1e kwartaal;590;220
813;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 2e kwartaal;520;180
814;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 3e kwartaal;550;210
815;Vrouwen;45 tot 55 jaar;Niet-westerse allochtoon;2007 4e kwartaal;600;200
816;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 1e kwartaal;1080;470
817;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 2e kwartaal;770;270
818;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 3e kwartaal;950;330
819;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2005 4e kwartaal;760;290
820;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 1e kwartaal;1170;530
821;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 2e kwartaal;880;300
822;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 3e kwartaal;990;370
823;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2006 4e kwartaal;830;290
824;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 1e kwartaal;910;260
825;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 2e kwartaal;770;230
826;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 3e kwartaal;900;240
827;Vrouwen;55 tot 65 jaar;Totaal herkomstgroepering;2007 4e kwartaal;860;200
828;Vrouwen;55 tot 65 jaar;Autochtoon;2005 1e kwartaal;610;270
829;Vrouwen;55 tot 65 jaar;Autochtoon;2005 2e kwartaal;430;140
830;Vrouwen;55 tot 65 jaar;Autochtoon;2005 3e kwartaal;500;140
831;Vrouwen;55 tot 65 jaar;Autochtoon;2005 4e kwartaal;390;110
832;Vrouwen;55 tot 65 jaar;Autochtoon;2006 1e kwartaal;630;290
833;Vrouwen;55 tot 65 jaar;Autochtoon;2006 2e kwartaal;520;170
834;Vrouwen;55 tot 65 jaar;Autochtoon;2006 3e kwartaal;490;140
835;Vrouwen;55 tot 65 jaar;Autochtoon;2006 4e kwartaal;430;110
836;Vrouwen;55 tot 65 jaar;Autochtoon;2007 1e kwartaal;460;130
837;Vrouwen;55 tot 65 jaar;Autochtoon;2007 2e kwartaal;430;120
838;Vrouwen;55 tot 65 jaar;Autochtoon;2007 3e kwartaal;430;110
839;Vrouwen;55 tot 65 jaar;Autochtoon;2007 4e kwartaal;380;80
840;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 1e kwartaal;150;60
841;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 2e kwartaal;110;40
842;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 3e kwartaal;110;30
843;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2005 4e kwartaal;80;20
844;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 1e kwartaal;160;60
845;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 2e kwartaal;150;40
846;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 3e kwartaal;150;50
847;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2006 4e kwartaal;110;30
848;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 1e kwartaal;130;30
849;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 2e kwartaal;120;30
850;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 3e kwartaal;150;20
851;Vrouwen;55 tot 65 jaar;Westerse allochtoon;2007 4e kwartaal;140;20
852;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 1e kwartaal;310;140
853;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 2e kwartaal;240;90
854;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 3e kwartaal;350;160
855;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2005 4e kwartaal;290;160
856;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 1e kwartaal;380;190
857;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 2e kwartaal;210;80
858;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 3e kwartaal;340;180
859;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2006 4e kwartaal;300;150
860;Vrouwen;55 tot 65 jaar;Niet-westerse allochtoon;2007 1e kwartaal;320;100
