ID;Zorgtype;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
709;Paramedische zorg;BZW: Aanb. buiten sector zorg en welzijn;2022;121
710;Paramedische zorg;BZW: Aanb. buiten sector zorg en welzijn;2023;132
711;Paramedische zorg;BZW: Apotheken;2021;0
712;Paramedische zorg;BZW: Apotheken;2022;0
713;Paramedische zorg;BZW: Apotheken;2023;0
714;Paramedische zorg;BZW: Aanbieders van hulpmiddelen;2021;8
715;Paramedische zorg;BZW: Aanbieders van hulpmiddelen;2022;8
716;Paramedische zorg;BZW: Aanbieders van hulpmiddelen;2023;8
717;Paramedische zorg;BZW: Aanb. zorg als nevenactiviteit;2021;73
718;Paramedische zorg;BZW: Aanb. zorg als nevenactiviteit;2022;67
719;Paramedische zorg;BZW: Aanb. zorg als nevenactiviteit;2023;72
720;Paramedische zorg;BZW: Gezinshuishoudingen;2021;0
721;Paramedische zorg;BZW: Gezinshuishoudingen;2022;0
722;Paramedische zorg;BZW: Gezinshuishoudingen;2023;0
723;Paramedische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;30
724;Paramedische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;47
725;Paramedische zorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;52
726;Paramedische zorg;BZW: Beleids- en beheerorganisaties;2021;0
727;Paramedische zorg;BZW: Beleids- en beheerorganisaties;2022;0
728;Paramedische zorg;BZW: Beleids- en beheerorganisaties;2023;0
729;Revalidatiezorg;Totaal aanbieders zorg en welzijn;2021;1528
730;Revalidatiezorg;Totaal aanbieders zorg en welzijn;2022;1502
731;Revalidatiezorg;Totaal aanbieders zorg en welzijn;2023;1638
732;Revalidatiezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;1522
733;Revalidatiezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;1497
734;Revalidatiezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;1632
735;Revalidatiezorg;GLZ: Aanb. medisch specialistische zorg;2021;792
736;Revalidatiezorg;GLZ: Aanb. medisch specialistische zorg;2022;791
737;Revalidatiezorg;GLZ: Aanb. medisch specialistische zorg;2023;855
738;Revalidatiezorg;GLZMS: Algemene ziekenhuizen;2021;129
739;Revalidatiezorg;GLZMS: Algemene ziekenhuizen;2022;132
740;Revalidatiezorg;GLZMS: Algemene ziekenhuizen;2023;144
741;Revalidatiezorg;GLZMS: UMC's;2021;61
742;Revalidatiezorg;GLZMS: UMC's;2022;56
743;Revalidatiezorg;GLZMS: UMC's;2023;61
744;Revalidatiezorg;GLZMS: Overige aanb. med. spec. zorg;2021;602
745;Revalidatiezorg;GLZMS: Overige aanb. med. spec. zorg;2022;604
746;Revalidatiezorg;GLZMS: Overige aanb. med. spec. zorg;2023;651
747;Revalidatiezorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
748;Revalidatiezorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
749;Revalidatiezorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
750;Revalidatiezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
751;Revalidatiezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
752;Revalidatiezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
753;Revalidatiezorg;GLZ: Tandartsenpraktijken;2021;0
754;Revalidatiezorg;GLZ: Tandartsenpraktijken;2022;0
755;Revalidatiezorg;GLZ: Tandartsenpraktijken;2023;0
756;Revalidatiezorg;GLZ: Paramedische, verlosk. praktijken;2021;0
757;Revalidatiezorg;GLZ: Paramedische, verlosk. praktijken;2022;0
758;Revalidatiezorg;GLZ: Paramedische, verlosk. praktijken;2023;0
759;Revalidatiezorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;719
760;Revalidatiezorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;699
761;Revalidatiezorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;770
762;Revalidatiezorg;GLZ: Aanbieders gehandicaptenzorg;2021;0
763;Revalidatiezorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
764;Revalidatiezorg;GLZ: Aanbieders gehandicaptenzorg;2023;0
765;Revalidatiezorg;GLZ: Aanb. preventie,publieke gezondheid;2021;10
766;Revalidatiezorg;GLZ: Aanb. preventie,publieke gezondheid;2022;7
767;Revalidatiezorg;GLZ: Aanb. preventie,publieke gezondheid;2023;7
768;Revalidatiezorg;GLZ: Aanb. ondersteunende diensten;2021;0
769;Revalidatiezorg;GLZ: Aanb. ondersteunende diensten;2022;0
770;Revalidatiezorg;GLZ: Aanb. ondersteunende diensten;2023;0
771;Revalidatiezorg;GLZ: Aanb. overige diensten gezondheid;2021;0
772;Revalidatiezorg;GLZ: Aanb. overige diensten gezondheid;2022;0
773;Revalidatiezorg;GLZ: Aanb. overige diensten gezondheid;2023;0
774;Revalidatiezorg;WJK: Totaal aanbieders WJK;2021;1
775;Revalidatiezorg;WJK: Totaal aanbieders WJK;2022;1
776;Revalidatiezorg;WJK: Totaal aanbieders WJK;2023;1
777;Revalidatiezorg;WJK: Aanbieders kinderopvang;2021;0
778;Revalidatiezorg;WJK: Aanbieders kinderopvang;2022;0
779;Revalidatiezorg;WJK: Aanbieders kinderopvang;2023;0
780;Revalidatiezorg;WJK: Aanbieders jeugdzorg;2021;0
781;Revalidatiezorg;WJK: Aanbieders jeugdzorg;2022;0
782;Revalidatiezorg;WJK: Aanbieders jeugdzorg;2023;0
783;Revalidatiezorg;WJK: Aanbieders maatschappelijke opvang;2021;0
784;Revalidatiezorg;WJK: Aanbieders maatschappelijke opvang;2022;0
785;Revalidatiezorg;WJK: Aanbieders maatschappelijke opvang;2023;0
786;Revalidatiezorg;WJK: Aanb. sociaal werk, overig welzijn;2021;1
787;Revalidatiezorg;WJK: Aanb. sociaal werk, overig welzijn;2022;1
788;Revalidatiezorg;WJK: Aanb. sociaal werk, overig welzijn;2023;1
789;Revalidatiezorg;BZW: Aanb. buiten sector zorg en welzijn;2021;5
790;Revalidatiezorg;BZW: Aanb. buiten sector zorg en welzijn;2022;4
791;Revalidatiezorg;BZW: Aanb. buiten sector zorg en welzijn;2023;4
792;Revalidatiezorg;BZW: Apotheken;2021;0
793;Revalidatiezorg;BZW: Apotheken;2022;0
794;Revalidatiezorg;BZW: Apotheken;2023;0
795;Revalidatiezorg;BZW: Aanbieders van hulpmiddelen;2021;0
796;Revalidatiezorg;BZW: Aanbieders van hulpmiddelen;2022;0
797;Revalidatiezorg;BZW: Aanbieders van hulpmiddelen;2023;0
798;Revalidatiezorg;BZW: Aanb. zorg als nevenactiviteit;2021;5
799;Revalidatiezorg;BZW: Aanb. zorg als nevenactiviteit;2022;4
800;Revalidatiezorg;BZW: Aanb. zorg als nevenactiviteit;2023;4
801;Revalidatiezorg;BZW: Gezinshuishoudingen;2021;0
802;Revalidatiezorg;BZW: Gezinshuishoudingen;2022;0
803;Revalidatiezorg;BZW: Gezinshuishoudingen;2023;0
804;Revalidatiezorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
805;Revalidatiezorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
806;Revalidatiezorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
807;Revalidatiezorg;BZW: Beleids- en beheerorganisaties;2021;0
808;Revalidatiezorg;BZW: Beleids- en beheerorganisaties;2022;0
809;Revalidatiezorg;BZW: Beleids- en beheerorganisaties;2023;0
810;Geboortezorg;Totaal aanbieders zorg en welzijn;2021;1341
811;Geboortezorg;Totaal aanbieders zorg en welzijn;2022;1286
812;Geboortezorg;Totaal aanbieders zorg en welzijn;2023;1399
813;Geboortezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;1332
814;Geboortezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;1273
815;Geboortezorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;1384
816;Geboortezorg;GLZ: Aanb. medisch specialistische zorg;2021;627
817;Geboortezorg;GLZ: Aanb. medisch specialistische zorg;2022;597
818;Geboortezorg;GLZ: Aanb. medisch specialistische zorg;2023;646
819;Geboortezorg;GLZMS: Algemene ziekenhuizen;2021;521
820;Geboortezorg;GLZMS: Algemene ziekenhuizen;2022;500
821;Geboortezorg;GLZMS: Algemene ziekenhuizen;2023;542
822;Geboortezorg;GLZMS: UMC's;2021;106
823;Geboortezorg;GLZMS: UMC's;2022;97
824;Geboortezorg;GLZMS: UMC's;2023;105
825;Geboortezorg;GLZMS: Overige aanb. med. spec. zorg;2021;0
826;Geboortezorg;GLZMS: Overige aanb. med. spec. zorg;2022;0
827;Geboortezorg;GLZMS: Overige aanb. med. spec. zorg;2023;0
828;Geboortezorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
829;Geboortezorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
830;Geboortezorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
831;Geboortezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;0
832;Geboortezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;0
833;Geboortezorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;0
834;Geboortezorg;GLZ: Tandartsenpraktijken;2021;0
835;Geboortezorg;GLZ: Tandartsenpraktijken;2022;0
836;Geboortezorg;GLZ: Tandartsenpraktijken;2023;0
837;Geboortezorg;GLZ: Paramedische, verlosk. praktijken;2021;248
838;Geboortezorg;GLZ: Paramedische, verlosk. praktijken;2022;246
839;Geboortezorg;GLZ: Paramedische, verlosk. praktijken;2023;265
840;Geboortezorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;354
841;Geboortezorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;338
842;Geboortezorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;367
843;Geboortezorg;GLZ: Aanbieders gehandicaptenzorg;2021;0
844;Geboortezorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
845;Geboortezorg;GLZ: Aanbieders gehandicaptenzorg;2023;0
846;Geboortezorg;GLZ: Aanb. preventie,publieke gezondheid;2021;0
847;Geboortezorg;GLZ: Aanb. preventie,publieke gezondheid;2022;0
848;Geboortezorg;GLZ: Aanb. preventie,publieke gezondheid;2023;0
849;Geboortezorg;GLZ: Aanb. ondersteunende diensten;2021;0
850;Geboortezorg;GLZ: Aanb. ondersteunende diensten;2022;0
851;Geboortezorg;GLZ: Aanb. ondersteunende diensten;2023;0
852;Geboortezorg;GLZ: Aanb. overige diensten gezondheid;2021;103
853;Geboortezorg;GLZ: Aanb. overige diensten gezondheid;2022;92
854;Geboortezorg;GLZ: Aanb. overige diensten gezondheid;2023;106
855;Geboortezorg;WJK: Totaal aanbieders WJK;2021;0
856;Geboortezorg;WJK: Totaal aanbieders WJK;2022;0
857;Geboortezorg;WJK: Totaal aanbieders WJK;2023;0
858;Geboortezorg;WJK: Aanbieders kinderopvang;2021;0
859;Geboortezorg;WJK: Aanbieders kinderopvang;2022;0
860;Geboortezorg;WJK: Aanbieders kinderopvang;2023;0
861;Geboortezorg;WJK: Aanbieders jeugdzorg;2021;0
862;Geboortezorg;WJK: Aanbieders jeugdzorg;2022;0
863;Geboortezorg;WJK: Aanbieders jeugdzorg;2023;0
864;Geboortezorg;WJK: Aanbieders maatschappelijke opvang;2021;0
865;Geboortezorg;WJK: Aanbieders maatschappelijke opvang;2022;0
866;Geboortezorg;WJK: Aanbieders maatschappelijke opvang;2023;0
867;Geboortezorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
868;Geboortezorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
869;Geboortezorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
870;Geboortezorg;BZW: Aanb. buiten sector zorg en welzijn;2021;9
871;Geboortezorg;BZW: Aanb. buiten sector zorg en welzijn;2022;13
872;Geboortezorg;BZW: Aanb. buiten sector zorg en welzijn;2023;15
873;Geboortezorg;BZW: Apotheken;2021;0
874;Geboortezorg;BZW: Apotheken;2022;0
875;Geboortezorg;BZW: Apotheken;2023;0
876;Geboortezorg;BZW: Aanbieders van hulpmiddelen;2021;0
877;Geboortezorg;BZW: Aanbieders van hulpmiddelen;2022;0
878;Geboortezorg;BZW: Aanbieders van hulpmiddelen;2023;0
879;Geboortezorg;BZW: Aanb. zorg als nevenactiviteit;2021;9
880;Geboortezorg;BZW: Aanb. zorg als nevenactiviteit;2022;13
881;Geboortezorg;BZW: Aanb. zorg als nevenactiviteit;2023;15
882;Geboortezorg;BZW: Gezinshuishoudingen;2021;0
883;Geboortezorg;BZW: Gezinshuishoudingen;2022;0
884;Geboortezorg;BZW: Gezinshuishoudingen;2023;0
885;Geboortezorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
886;Geboortezorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
887;Geboortezorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
888;Geboortezorg;BZW: Beleids- en beheerorganisaties;2021;0
889;Geboortezorg;BZW: Beleids- en beheerorganisaties;2022;0
890;Geboortezorg;BZW: Beleids- en beheerorganisaties;2023;0
891;Ketenzorg;Totaal aanbieders zorg en welzijn;2021;667
892;Ketenzorg;Totaal aanbieders zorg en welzijn;2022;693
893;Ketenzorg;Totaal aanbieders zorg en welzijn;2023;771
894;Ketenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;645
895;Ketenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;672
896;Ketenzorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;747
897;Ketenzorg;GLZ: Aanb. medisch specialistische zorg;2021;2
898;Ketenzorg;GLZ: Aanb. medisch specialistische zorg;2022;2
899;Ketenzorg;GLZ: Aanb. medisch specialistische zorg;2023;2
900;Ketenzorg;GLZMS: Algemene ziekenhuizen;2021;0
901;Ketenzorg;GLZMS: Algemene ziekenhuizen;2022;0
902;Ketenzorg;GLZMS: Algemene ziekenhuizen;2023;0
903;Ketenzorg;GLZMS: UMC's;2021;2
904;Ketenzorg;GLZMS: UMC's;2022;0
905;Ketenzorg;GLZMS: UMC's;2023;0
906;Ketenzorg;GLZMS: Overige aanb. med. spec. zorg;2021;0
907;Ketenzorg;GLZMS: Overige aanb. med. spec. zorg;2022;2
908;Ketenzorg;GLZMS: Overige aanb. med. spec. zorg;2023;2
909;Ketenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
910;Ketenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
911;Ketenzorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
912;Ketenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;315
913;Ketenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;262
914;Ketenzorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;292
915;Ketenzorg;GLZ: Tandartsenpraktijken;2021;0
916;Ketenzorg;GLZ: Tandartsenpraktijken;2022;0
917;Ketenzorg;GLZ: Tandartsenpraktijken;2023;0
918;Ketenzorg;GLZ: Paramedische, verlosk. praktijken;2021;2
919;Ketenzorg;GLZ: Paramedische, verlosk. praktijken;2022;21
920;Ketenzorg;GLZ: Paramedische, verlosk. praktijken;2023;23
921;Ketenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;13
922;Ketenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;12
923;Ketenzorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;13
924;Ketenzorg;GLZ: Aanbieders gehandicaptenzorg;2021;0
925;Ketenzorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
926;Ketenzorg;GLZ: Aanbieders gehandicaptenzorg;2023;0
927;Ketenzorg;GLZ: Aanb. preventie,publieke gezondheid;2021;2
928;Ketenzorg;GLZ: Aanb. preventie,publieke gezondheid;2022;2
929;Ketenzorg;GLZ: Aanb. preventie,publieke gezondheid;2023;2
930;Ketenzorg;GLZ: Aanb. ondersteunende diensten;2021;0
931;Ketenzorg;GLZ: Aanb. ondersteunende diensten;2022;0
932;Ketenzorg;GLZ: Aanb. ondersteunende diensten;2023;0
933;Ketenzorg;GLZ: Aanb. overige diensten gezondheid;2021;312
934;Ketenzorg;GLZ: Aanb. overige diensten gezondheid;2022;374
935;Ketenzorg;GLZ: Aanb. overige diensten gezondheid;2023;416
936;Ketenzorg;WJK: Totaal aanbieders WJK;2021;2
937;Ketenzorg;WJK: Totaal aanbieders WJK;2022;1
938;Ketenzorg;WJK: Totaal aanbieders WJK;2023;1
939;Ketenzorg;WJK: Aanbieders kinderopvang;2021;0
940;Ketenzorg;WJK: Aanbieders kinderopvang;2022;0
941;Ketenzorg;WJK: Aanbieders kinderopvang;2023;0
942;Ketenzorg;WJK: Aanbieders jeugdzorg;2021;0
943;Ketenzorg;WJK: Aanbieders jeugdzorg;2022;0
944;Ketenzorg;WJK: Aanbieders jeugdzorg;2023;0
945;Ketenzorg;WJK: Aanbieders maatschappelijke opvang;2021;0
946;Ketenzorg;WJK: Aanbieders maatschappelijke opvang;2022;0
947;Ketenzorg;WJK: Aanbieders maatschappelijke opvang;2023;0
948;Ketenzorg;WJK: Aanb. sociaal werk, overig welzijn;2021;2
949;Ketenzorg;WJK: Aanb. sociaal werk, overig welzijn;2022;1
950;Ketenzorg;WJK: Aanb. sociaal werk, overig welzijn;2023;1
951;Ketenzorg;BZW: Aanb. buiten sector zorg en welzijn;2021;20
952;Ketenzorg;BZW: Aanb. buiten sector zorg en welzijn;2022;20
953;Ketenzorg;BZW: Aanb. buiten sector zorg en welzijn;2023;22
954;Ketenzorg;BZW: Apotheken;2021;0
955;Ketenzorg;BZW: Apotheken;2022;0
956;Ketenzorg;BZW: Apotheken;2023;0
957;Ketenzorg;BZW: Aanbieders van hulpmiddelen;2021;0
958;Ketenzorg;BZW: Aanbieders van hulpmiddelen;2022;0
959;Ketenzorg;BZW: Aanbieders van hulpmiddelen;2023;0
960;Ketenzorg;BZW: Aanb. zorg als nevenactiviteit;2021;20
961;Ketenzorg;BZW: Aanb. zorg als nevenactiviteit;2022;20
962;Ketenzorg;BZW: Aanb. zorg als nevenactiviteit;2023;22
963;Ketenzorg;BZW: Gezinshuishoudingen;2021;0
964;Ketenzorg;BZW: Gezinshuishoudingen;2022;0
965;Ketenzorg;BZW: Gezinshuishoudingen;2023;0
966;Ketenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;0
967;Ketenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;0
968;Ketenzorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
969;Ketenzorg;BZW: Beleids- en beheerorganisaties;2021;0
970;Ketenzorg;BZW: Beleids- en beheerorganisaties;2022;0
971;Ketenzorg;BZW: Beleids- en beheerorganisaties;2023;0
972;Preventieve zorg;Totaal aanbieders zorg en welzijn;2021;10196
973;Preventieve zorg;Totaal aanbieders zorg en welzijn;2022;7416
974;Preventieve zorg;Totaal aanbieders zorg en welzijn;2023;5994
975;Preventieve zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2021;9256
976;Preventieve zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2022;6741
977;Preventieve zorg;GLZ: Totaal aanb. gezondh., langd. zorg;2023;5641
978;Preventieve zorg;GLZ: Aanb. medisch specialistische zorg;2021;186
979;Preventieve zorg;GLZ: Aanb. medisch specialistische zorg;2022;99
980;Preventieve zorg;GLZ: Aanb. medisch specialistische zorg;2023;47
981;Preventieve zorg;GLZMS: Algemene ziekenhuizen;2021;110
982;Preventieve zorg;GLZMS: Algemene ziekenhuizen;2022;64
983;Preventieve zorg;GLZMS: Algemene ziekenhuizen;2023;24
984;Preventieve zorg;GLZMS: UMC's;2021;71
985;Preventieve zorg;GLZMS: UMC's;2022;30
986;Preventieve zorg;GLZMS: UMC's;2023;17
987;Preventieve zorg;GLZMS: Overige aanb. med. spec. zorg;2021;5
988;Preventieve zorg;GLZMS: Overige aanb. med. spec. zorg;2022;5
989;Preventieve zorg;GLZMS: Overige aanb. med. spec. zorg;2023;6
990;Preventieve zorg;GLZ: Aanb. geestelijke gezondheidszorg;2021;2
991;Preventieve zorg;GLZ: Aanb. geestelijke gezondheidszorg;2022;2
992;Preventieve zorg;GLZ: Aanb. geestelijke gezondheidszorg;2023;2
993;Preventieve zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2021;166
994;Preventieve zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2022;135
995;Preventieve zorg;GLZ: Huisartsenpraktijken,gezondh.centra;2023;117
996;Preventieve zorg;GLZ: Tandartsenpraktijken;2021;1159
997;Preventieve zorg;GLZ: Tandartsenpraktijken;2022;1193
998;Preventieve zorg;GLZ: Tandartsenpraktijken;2023;1294
999;Preventieve zorg;GLZ: Paramedische, verlosk. praktijken;2021;288
1000;Preventieve zorg;GLZ: Paramedische, verlosk. praktijken;2022;302
1001;Preventieve zorg;GLZ: Paramedische, verlosk. praktijken;2023;322
1002;Preventieve zorg;GLZ: Aanb. verpleging, verzorg., kraam;2021;0
1003;Preventieve zorg;GLZ: Aanb. verpleging, verzorg., kraam;2022;0
1004;Preventieve zorg;GLZ: Aanb. verpleging, verzorg., kraam;2023;0
1005;Preventieve zorg;GLZ: Aanbieders gehandicaptenzorg;2021;1
1006;Preventieve zorg;GLZ: Aanbieders gehandicaptenzorg;2022;0
1007;Preventieve zorg;GLZ: Aanbieders gehandicaptenzorg;2023;1
1008;Preventieve zorg;GLZ: Aanb. preventie,publieke gezondheid;2021;7049
1009;Preventieve zorg;GLZ: Aanb. preventie,publieke gezondheid;2022;4811
1010;Preventieve zorg;GLZ: Aanb. preventie,publieke gezondheid;2023;3841
1011;Preventieve zorg;GLZ: Aanb. ondersteunende diensten;2021;360
1012;Preventieve zorg;GLZ: Aanb. ondersteunende diensten;2022;182
1013;Preventieve zorg;GLZ: Aanb. ondersteunende diensten;2023;0
1014;Preventieve zorg;GLZ: Aanb. overige diensten gezondheid;2021;44
1015;Preventieve zorg;GLZ: Aanb. overige diensten gezondheid;2022;16
1016;Preventieve zorg;GLZ: Aanb. overige diensten gezondheid;2023;17
1017;Preventieve zorg;WJK: Totaal aanbieders WJK;2021;0
1018;Preventieve zorg;WJK: Totaal aanbieders WJK;2022;0
1019;Preventieve zorg;WJK: Totaal aanbieders WJK;2023;0
1020;Preventieve zorg;WJK: Aanbieders kinderopvang;2021;0
1021;Preventieve zorg;WJK: Aanbieders kinderopvang;2022;0
1022;Preventieve zorg;WJK: Aanbieders kinderopvang;2023;0
1023;Preventieve zorg;WJK: Aanbieders jeugdzorg;2021;0
1024;Preventieve zorg;WJK: Aanbieders jeugdzorg;2022;0
1025;Preventieve zorg;WJK: Aanbieders jeugdzorg;2023;0
1026;Preventieve zorg;WJK: Aanbieders maatschappelijke opvang;2021;0
1027;Preventieve zorg;WJK: Aanbieders maatschappelijke opvang;2022;0
1028;Preventieve zorg;WJK: Aanbieders maatschappelijke opvang;2023;0
1029;Preventieve zorg;WJK: Aanb. sociaal werk, overig welzijn;2021;0
1030;Preventieve zorg;WJK: Aanb. sociaal werk, overig welzijn;2022;0
1031;Preventieve zorg;WJK: Aanb. sociaal werk, overig welzijn;2023;0
1032;Preventieve zorg;BZW: Aanb. buiten sector zorg en welzijn;2021;939
1033;Preventieve zorg;BZW: Aanb. buiten sector zorg en welzijn;2022;676
1034;Preventieve zorg;BZW: Aanb. buiten sector zorg en welzijn;2023;354
1035;Preventieve zorg;BZW: Apotheken;2021;0
1036;Preventieve zorg;BZW: Apotheken;2022;0
1037;Preventieve zorg;BZW: Apotheken;2023;0
1038;Preventieve zorg;BZW: Aanbieders van hulpmiddelen;2021;12
1039;Preventieve zorg;BZW: Aanbieders van hulpmiddelen;2022;11
1040;Preventieve zorg;BZW: Aanbieders van hulpmiddelen;2023;12
1041;Preventieve zorg;BZW: Aanb. zorg als nevenactiviteit;2021;679
1042;Preventieve zorg;BZW: Aanb. zorg als nevenactiviteit;2022;591
1043;Preventieve zorg;BZW: Aanb. zorg als nevenactiviteit;2023;342
1044;Preventieve zorg;BZW: Gezinshuishoudingen;2021;0
1045;Preventieve zorg;BZW: Gezinshuishoudingen;2022;0
1046;Preventieve zorg;BZW: Gezinshuishoudingen;2023;0
1047;Preventieve zorg;BZW: Buitenlandse aanb. zorg en welzijn;2021;249
1048;Preventieve zorg;BZW: Buitenlandse aanb. zorg en welzijn;2022;74
1049;Preventieve zorg;BZW: Buitenlandse aanb. zorg en welzijn;2023;0
1050;Preventieve zorg;BZW: Beleids- en beheerorganisaties;2021;0
1051;Preventieve zorg;BZW: Beleids- en beheerorganisaties;2022;0
1052;Preventieve zorg;BZW: Beleids- en beheerorganisaties;2023;0
1053;Geneesmiddelen;Totaal aanbieders zorg en welzijn;2021;8986
1054;Geneesmiddelen;Totaal aanbieders zorg en welzijn;2022;9474
1055;Geneesmiddelen;Totaal aanbieders zorg en welzijn;2023;9860
1056;Geneesmiddelen;GLZ: Totaal aanb. gezondh., langd. zorg;2021;3512
1057;Geneesmiddelen;GLZ: Totaal aanb. gezondh., langd. zorg;2022;3598
1058;Geneesmiddelen;GLZ: Totaal aanb. gezondh., langd. zorg;2023;3734
1059;Geneesmiddelen;GLZ: Aanb. medisch specialistische zorg;2021;3061
1060;Geneesmiddelen;GLZ: Aanb. medisch specialistische zorg;2022;3127
1061;Geneesmiddelen;GLZ: Aanb. medisch specialistische zorg;2023;3250
1062;Geneesmiddelen;GLZMS: Algemene ziekenhuizen;2021;1708
1063;Geneesmiddelen;GLZMS: Algemene ziekenhuizen;2022;1774
1064;Geneesmiddelen;GLZMS: Algemene ziekenhuizen;2023;1842
1065;Geneesmiddelen;GLZMS: UMC's;2021;1170
1066;Geneesmiddelen;GLZMS: UMC's;2022;1183
1067;Geneesmiddelen;GLZMS: UMC's;2023;1230
1068;Geneesmiddelen;GLZMS: Overige aanb. med. spec. zorg;2021;183
1069;Geneesmiddelen;GLZMS: Overige aanb. med. spec. zorg;2022;170
1070;Geneesmiddelen;GLZMS: Overige aanb. med. spec. zorg;2023;178
1071;Geneesmiddelen;GLZ: Aanb. geestelijke gezondheidszorg;2021;0
1072;Geneesmiddelen;GLZ: Aanb. geestelijke gezondheidszorg;2022;0
1073;Geneesmiddelen;GLZ: Aanb. geestelijke gezondheidszorg;2023;0
1074;Geneesmiddelen;GLZ: Huisartsenpraktijken,gezondh.centra;2021;246
1075;Geneesmiddelen;GLZ: Huisartsenpraktijken,gezondh.centra;2022;256
1076;Geneesmiddelen;GLZ: Huisartsenpraktijken,gezondh.centra;2023;263
1077;Geneesmiddelen;GLZ: Tandartsenpraktijken;2021;0
1078;Geneesmiddelen;GLZ: Tandartsenpraktijken;2022;0
1079;Geneesmiddelen;GLZ: Tandartsenpraktijken;2023;0
1080;Geneesmiddelen;GLZ: Paramedische, verlosk. praktijken;2021;0
1081;Geneesmiddelen;GLZ: Paramedische, verlosk. praktijken;2022;0
1082;Geneesmiddelen;GLZ: Paramedische, verlosk. praktijken;2023;0
1083;Geneesmiddelen;GLZ: Aanb. verpleging, verzorg., kraam;2021;203
1084;Geneesmiddelen;GLZ: Aanb. verpleging, verzorg., kraam;2022;213
1085;Geneesmiddelen;GLZ: Aanb. verpleging, verzorg., kraam;2023;220
1086;Geneesmiddelen;GLZ: Aanbieders gehandicaptenzorg;2021;0
1087;Geneesmiddelen;GLZ: Aanbieders gehandicaptenzorg;2022;0
1088;Geneesmiddelen;GLZ: Aanbieders gehandicaptenzorg;2023;0
1089;Geneesmiddelen;GLZ: Aanb. preventie,publieke gezondheid;2021;0
1090;Geneesmiddelen;GLZ: Aanb. preventie,publieke gezondheid;2022;0
1091;Geneesmiddelen;GLZ: Aanb. preventie,publieke gezondheid;2023;0
