ID;Sex;Age;Origin;MedicineGroupATC;Periods;PersonsWithDispensedMedicines_1;PersonsWithMedicinesRelative_2;DefinedDailyDosesDDD_3;DefinedDailyDosesDDDRelative_4
5635;Total male and female;10000;Origin: born in NL, parent(s) abroad;N04A Anticholinergic agents;2023;1380.0;0.07;125.0;59.0
5636;Total male and female;10000;Origin: born in NL, parent(s) abroad;N04B Dopaminergic agents;2020;4500.0;0.22;1109.0;550.0
5637;Total male and female;10000;Origin: born in NL, parent(s) abroad;N04B Dopaminergic agents;2021;4540.0;0.22;1102.0;537.0
5638;Total male and female;10000;Origin: born in NL, parent(s) abroad;N04B Dopaminergic agents;2022;4555.0;0.22;1127.0;541.0
5639;Total male and female;10000;Origin: born in NL, parent(s) abroad;N04B Dopaminergic agents;2023;4595.0;0.22;1125.0;533.0
5640;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05 Psycholeptics;2020;65245.0;3.23;12775.0;6334.0
5641;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05 Psycholeptics;2021;67440.0;3.29;13196.0;6434.0
5642;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05 Psycholeptics;2022;67975.0;3.27;13302.0;6390.0
5643;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05 Psycholeptics;2023;67805.0;3.21;13291.0;6294.0
5644;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05A Antipsychotics;2020;34045.0;1.69;5827.0;2889.0
5645;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05A Antipsychotics;2021;35320.0;1.72;5958.0;2905.0
5646;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05A Antipsychotics;2022;35815.0;1.72;6065.0;2913.0
5647;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05A Antipsychotics;2023;36110.0;1.71;6219.0;2945.0
5648;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05B Anxiolytics;2020;29085.0;1.44;3940.0;1953.0
5649;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05B Anxiolytics;2021;29510.0;1.44;3928.0;1915.0
5650;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05B Anxiolytics;2022;29245.0;1.4;3881.0;1864.0
5651;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05B Anxiolytics;2023;28605.0;1.35;3780.0;1790.0
5652;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05C Hypnotics and sedatives;2020;21500.0;1.07;3008.0;1492.0
5653;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05C Hypnotics and sedatives;2021;21950.0;1.07;3310.0;1614.0
5654;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05C Hypnotics and sedatives;2022;22345.0;1.07;3356.0;1612.0
5655;Total male and female;10000;Origin: born in NL, parent(s) abroad;N05C Hypnotics and sedatives;2023;22445.0;1.06;3292.0;1559.0
5656;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06 Psychoanaleptics;2020;99265.0;4.92;27775.0;13771.0
5657;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06 Psychoanaleptics;2021;103280.0;5.04;29005.0;14143.0
5658;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06 Psychoanaleptics;2022;107310.0;5.15;30426.0;14615.0
5659;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06 Psychoanaleptics;2023;111885.0;5.3;32329.0;15310.0
5660;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06A Antidepressants;2020;74765.0;3.71;21103.0;10463.0
5661;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06A Antidepressants;2021;77500.0;3.78;21789.0;10624.0
5662;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06A Antidepressants;2022;79215.0;3.81;22425.0;10772.0
5663;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06A Antidepressants;2023;80800.0;3.83;23295.0;11031.0
5664;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06B Psychostimul.,adhd agents,nootropic;2020;26800.0;1.33;6396.0;3171.0
5665;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06B Psychostimul.,adhd agents,nootropic;2021;28580.0;1.39;6952.0;3390.0
5666;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06B Psychostimul.,adhd agents,nootropic;2022;31245.0;1.5;7743.0;3720.0
5667;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06B Psychostimul.,adhd agents,nootropic;2023;34715.0;1.64;8777.0;4156.0
5668;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06C Psycholeptics, -analeptics combin.;2020;0.0;0.0;0.0;0.0
5669;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06C Psycholeptics, -analeptics combin.;2021;0.0;0.0;0.0;0.0
5670;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06C Psycholeptics, -analeptics combin.;2022;0.0;0.0;0.0;0.0
5671;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06C Psycholeptics, -analeptics combin.;2023;0.0;0.0;0.0;0.0
5672;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06D Anti-dementia drugs;2020;1090.0;0.05;277.0;137.0
5673;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06D Anti-dementia drugs;2021;1030.0;0.05;264.0;129.0
5674;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06D Anti-dementia drugs;2022;1030.0;0.05;257.0;124.0
5675;Total male and female;10000;Origin: born in NL, parent(s) abroad;N06D Anti-dementia drugs;2023;1010.0;0.05;258.0;122.0
5676;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07 Other nervous system drugs;2020;10605.0;0.53;2476.0;1228.0
5677;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07 Other nervous system drugs;2021;9835.0;0.48;2386.0;1163.0
5678;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07 Other nervous system drugs;2022;9565.0;0.46;2335.0;1122.0
5679;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07 Other nervous system drugs;2023;9915.0;0.47;2268.0;1074.0
5680;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07A Parasympathomimetics;2020;440.0;0.02;143.0;71.0
5681;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07A Parasympathomimetics;2021;420.0;0.02;146.0;71.0
5682;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07A Parasympathomimetics;2022;455.0;0.02;150.0;72.0
5683;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07A Parasympathomimetics;2023;490.0;0.02;162.0;77.0
5684;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07B Drugs used in addictive disorders;2020;5810.0;0.29;1256.0;623.0
5685;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07B Drugs used in addictive disorders;2021;5265.0;0.26;1226.0;598.0
5686;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07B Drugs used in addictive disorders;2022;5085.0;0.24;1208.0;580.0
5687;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07B Drugs used in addictive disorders;2023;5850.0;0.28;1207.0;572.0
5688;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07C Antivertigo preparations;2020;4025.0;0.2;971.0;481.0
5689;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07C Antivertigo preparations;2021;3755.0;0.18;894.0;436.0
5690;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07C Antivertigo preparations;2022;3605.0;0.17;833.0;400.0
5691;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07C Antivertigo preparations;2023;3100.0;0.15;734.0;348.0
5692;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07X Other nervous system drugs;2020;385.0;0.02;105.0;52.0
5693;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07X Other nervous system drugs;2021;435.0;0.02;119.0;58.0
5694;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07X Other nervous system drugs;2022;465.0;0.02;144.0;69.0
5695;Total male and female;10000;Origin: born in NL, parent(s) abroad;N07X Other nervous system drugs;2023;515.0;0.02;166.0;78.0
5696;Total male and female;10000;Origin: born in NL, parent(s) abroad;P Antiparasitics,insecticides,repellents;2020;25330.0;1.26;1152.0;571.0
5697;Total male and female;10000;Origin: born in NL, parent(s) abroad;P Antiparasitics,insecticides,repellents;2021;28670.0;1.4;1373.0;670.0
5698;Total male and female;10000;Origin: born in NL, parent(s) abroad;P Antiparasitics,insecticides,repellents;2022;32475.0;1.56;1952.0;938.0
5699;Total male and female;10000;Origin: born in NL, parent(s) abroad;P Antiparasitics,insecticides,repellents;2023;40075.0;1.9;2363.0;1119.0
5700;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01 Antiprotozoals;2020;18720.0;0.93;464.0;230.0
5701;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01 Antiprotozoals;2021;18425.0;0.9;449.0;219.0
5702;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01 Antiprotozoals;2022;18350.0;0.88;441.0;212.0
5703;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01 Antiprotozoals;2023;18390.0;0.87;438.0;207.0
5704;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01A Amoebiasis / other protozoal dis.;2020;15200.0;0.75;54.0;27.0
5705;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01A Amoebiasis / other protozoal dis.;2021;15035.0;0.73;55.0;27.0
5706;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01A Amoebiasis / other protozoal dis.;2022;14960.0;0.72;55.0;26.0
5707;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01A Amoebiasis / other protozoal dis.;2023;15035.0;0.71;56.0;27.0
5708;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01B Antimalarials;2020;3565.0;0.18;410.0;203.0
5709;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01B Antimalarials;2021;3430.0;0.17;394.0;192.0
5710;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01B Antimalarials;2022;3435.0;0.17;386.0;186.0
5711;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01B Antimalarials;2023;3400.0;0.16;382.0;181.0
5712;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01C Leishmaniasis and trypanosomiasis;2020;10.0;0.0;0.0;0.0
5713;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01C Leishmaniasis and trypanosomiasis;2021;5.0;0.0;0.0;0.0
5714;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01C Leishmaniasis and trypanosomiasis;2022;5.0;0.0;0.0;0.0
5715;Total male and female;10000;Origin: born in NL, parent(s) abroad;P01C Leishmaniasis and trypanosomiasis;2023;5.0;0.0;0.0;0.0
5716;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02 Anthelmintics;2020;150.0;0.01;1.0;0.0
5717;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02 Anthelmintics;2021;1770.0;0.09;4.0;2.0
5718;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02 Anthelmintics;2022;2165.0;0.1;6.0;3.0
5719;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02 Anthelmintics;2023;12335.0;0.58;41.0;20.0
5720;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02B Antitrematodals;2020;15.0;0.0;0.0;0.0
5721;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02B Antitrematodals;2021;10.0;0.0;0.0;0.0
5722;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02B Antitrematodals;2022;20.0;0.0;0.0;0.0
5723;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02B Antitrematodals;2023;10.0;0.0;0.0;0.0
5724;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02C Antinematodal agents;2020;55.0;0.0;1.0;0.0
5725;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02C Antinematodal agents;2021;1650.0;0.08;4.0;2.0
5726;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02C Antinematodal agents;2022;2075.0;0.1;6.0;3.0
5727;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02C Antinematodal agents;2023;12250.0;0.58;41.0;20.0
5728;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02D Anticestodals;2020;80.0;0.0;0.0;0.0
5729;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02D Anticestodals;2021;110.0;0.01;0.0;0.0
5730;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02D Anticestodals;2022;75.0;0.0;0.0;0.0
5731;Total male and female;10000;Origin: born in NL, parent(s) abroad;P02D Anticestodals;2023;75.0;0.0;0.0;0.0
5732;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03 Ectoparasiticides, incl scabicide..;2020;6625.0;0.33;687.0;340.0
5733;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03 Ectoparasiticides, incl scabicide..;2021;8730.0;0.43;920.0;449.0
5734;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03 Ectoparasiticides, incl scabicide..;2022;13485.0;0.65;1505.0;723.0
5735;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03 Ectoparasiticides, incl scabicide..;2023;17350.0;0.82;1884.0;892.0
5736;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03A Ectoparasiticides, incl scabicides;2020;6625.0;0.33;687.0;340.0
5737;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03A Ectoparasiticides, incl scabicides;2021;8730.0;0.43;920.0;449.0
5738;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03A Ectoparasiticides, incl scabicides;2022;13485.0;0.65;1505.0;723.0
5739;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03A Ectoparasiticides, incl scabicides;2023;17350.0;0.82;1884.0;892.0
5740;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03B Insecticides and repellents;2020;0.0;0.0;0.0;0.0
5741;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03B Insecticides and repellents;2021;0.0;0.0;0.0;0.0
5742;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03B Insecticides and repellents;2022;0.0;0.0;0.0;0.0
5743;Total male and female;10000;Origin: born in NL, parent(s) abroad;P03B Insecticides and repellents;2023;0.0;0.0;0.0;0.0
5744;Total male and female;10000;Origin: born in NL, parent(s) abroad;R Respiratory system;2020;377910.0;18.74;62964.0;31218.0
5745;Total male and female;10000;Origin: born in NL, parent(s) abroad;R Respiratory system;2021;401220.0;19.56;63277.0;30854.0
5746;Total male and female;10000;Origin: born in NL, parent(s) abroad;R Respiratory system;2022;415945.0;19.98;63416.0;30463.0
5747;Total male and female;10000;Origin: born in NL, parent(s) abroad;R Respiratory system;2023;426290.0;20.19;66022.0;31265.0
5748;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01 Nasal preparations;2020;150580.0;7.47;13588.0;6737.0
5749;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01 Nasal preparations;2021;162245.0;7.91;13867.0;6762.0
5750;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01 Nasal preparations;2022;162680.0;7.81;13780.0;6619.0
5751;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01 Nasal preparations;2023;174465.0;8.26;16242.0;7692.0
5752;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01A Decongestants/nasal prep., topical.;2020;150580.0;7.47;13588.0;6737.0
5753;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01A Decongestants/nasal prep., topical.;2021;162245.0;7.91;13867.0;6762.0
5754;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01A Decongestants/nasal prep., topical.;2022;162680.0;7.81;13780.0;6619.0
5755;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01A Decongestants/nasal prep., topical.;2023;174465.0;8.26;16242.0;7692.0
5756;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01B Nasal decongestants, systemic use;2020;0.0;0.0;0.0;0.0
5757;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01B Nasal decongestants, systemic use;2021;0.0;0.0;0.0;0.0
5758;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01B Nasal decongestants, systemic use;2022;0.0;0.0;0.0;0.0
5759;Total male and female;10000;Origin: born in NL, parent(s) abroad;R01B Nasal decongestants, systemic use;2023;0.0;0.0;0.0;0.0
5760;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02 Throat preparations;2020;0.0;0.0;0.0;0.0
5761;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02 Throat preparations;2021;0.0;0.0;0.0;0.0
5762;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02 Throat preparations;2022;0.0;0.0;0.0;0.0
5763;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02 Throat preparations;2023;0.0;0.0;0.0;0.0
5764;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02A Throat preparations;2020;0.0;0.0;0.0;0.0
5765;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02A Throat preparations;2021;0.0;0.0;0.0;0.0
5766;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02A Throat preparations;2022;0.0;0.0;0.0;0.0
5767;Total male and female;10000;Origin: born in NL, parent(s) abroad;R02A Throat preparations;2023;0.0;0.0;0.0;0.0
5768;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03 Drugs for obstruct. airway diseases;2020;154780.0;7.67;29951.0;14850.0
5769;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03 Drugs for obstruct. airway diseases;2021;159195.0;7.76;28835.0;14060.0
5770;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03 Drugs for obstruct. airway diseases;2022;168015.0;8.07;29161.0;14008.0
5771;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03 Drugs for obstruct. airway diseases;2023;171710.0;8.13;28704.0;13593.0
5772;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03A Adrenergics, inhalants;2020;140050.0;6.94;19213.0;9526.0
5773;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03A Adrenergics, inhalants;2021;144705.0;7.06;18822.0;9178.0
5774;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03A Adrenergics, inhalants;2022;153115.0;7.36;19308.0;9275.0
5775;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03A Adrenergics, inhalants;2023;157860.0;7.48;19447.0;9209.0
5776;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03B Oth.obstruct.airway dis.drugs/inhal;2020;53705.0;2.66;9786.0;4852.0
5777;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03B Oth.obstruct.airway dis.drugs/inhal;2021;51025.0;2.49;9079.0;4427.0
5778;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03B Oth.obstruct.airway dis.drugs/inhal;2022;51970.0;2.5;8935.0;4292.0
5779;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03B Oth.obstruct.airway dis.drugs/inhal;2023;49630.0;2.35;8355.0;3956.0
5780;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03C Adrenergics for systemic use;2020;10.0;0.0;0.0;0.0
5781;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03C Adrenergics for systemic use;2021;10.0;0.0;0.0;0.0
5782;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03C Adrenergics for systemic use;2022;10.0;0.0;0.0;0.0
5783;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03C Adrenergics for systemic use;2023;10.0;0.0;0.0;0.0
5784;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03D Oth.obstruct.airway diseas systemic;2020;4325.0;0.21;951.0;472.0
5785;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03D Oth.obstruct.airway diseas systemic;2021;4225.0;0.21;934.0;456.0
5786;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03D Oth.obstruct.airway diseas systemic;2022;4175.0;0.2;918.0;441.0
5787;Total male and female;10000;Origin: born in NL, parent(s) abroad;R03D Oth.obstruct.airway diseas systemic;2023;4080.0;0.19;902.0;427.0
5788;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05 Cough and cold preparations;2020;32925.0;1.63;390.0;194.0
5789;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05 Cough and cold preparations;2021;34595.0;1.69;367.0;179.0
5790;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05 Cough and cold preparations;2022;51600.0;2.48;402.0;193.0
5791;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05 Cough and cold preparations;2023;46365.0;2.2;360.0;171.0
5792;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05C Expectorants, ex.cough suppressants;2020;110.0;0.01;29.0;14.0
5793;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05C Expectorants, ex.cough suppressants;2021;120.0;0.01;27.0;13.0
5794;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05C Expectorants, ex.cough suppressants;2022;100.0;0.0;21.0;10.0
5795;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05C Expectorants, ex.cough suppressants;2023;85.0;0.0;18.0;8.0
5796;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05D Cough suppressants, ex.expectorants;2020;32820.0;1.63;361.0;179.0
5797;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05D Cough suppressants, ex.expectorants;2021;34480.0;1.68;339.0;165.0
5798;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05D Cough suppressants, ex.expectorants;2022;51505.0;2.47;381.0;183.0
5799;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05D Cough suppressants, ex.expectorants;2023;46285.0;2.19;343.0;162.0
5800;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05F Cough suppressants and expectorants;2020;0.0;0.0;0.0;0.0
5801;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05F Cough suppressants and expectorants;2021;0.0;0.0;0.0;0.0
5802;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05F Cough suppressants and expectorants;2022;0.0;0.0;0.0;0.0
5803;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05F Cough suppressants and expectorants;2023;0.0;0.0;0.0;0.0
5804;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05X Other cold combination preparations;2020;0.0;0.0;0.0;0.0
5805;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05X Other cold combination preparations;2021;0.0;0.0;0.0;0.0
5806;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05X Other cold combination preparations;2022;0.0;0.0;0.0;0.0
5807;Total male and female;10000;Origin: born in NL, parent(s) abroad;R05X Other cold combination preparations;2023;0.0;0.0;0.0;0.0
5808;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06 Antihistamines for systemic use;2020;176055.0;8.73;19025.0;9433.0
5809;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06 Antihistamines for systemic use;2021;191005.0;9.31;20198.0;9848.0
5810;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06 Antihistamines for systemic use;2022;181365.0;8.71;20033.0;9623.0
5811;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06 Antihistamines for systemic use;2023;189445.0;8.97;20672.0;9789.0
5812;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06A Antihistamines for systemic use;2020;176055.0;8.73;19025.0;9433.0
5813;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06A Antihistamines for systemic use;2021;191005.0;9.31;20198.0;9848.0
5814;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06A Antihistamines for systemic use;2022;181365.0;8.71;20033.0;9623.0
5815;Total male and female;10000;Origin: born in NL, parent(s) abroad;R06A Antihistamines for systemic use;2023;189445.0;8.97;20672.0;9789.0
5816;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07 Other respiratory system products;2020;60.0;0.0;10.0;5.0
5817;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07 Other respiratory system products;2021;70.0;0.0;11.0;5.0
5818;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07 Other respiratory system products;2022;115.0;0.01;41.0;20.0
5819;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07 Other respiratory system products;2023;110.0;0.01;44.0;21.0
5820;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07A Other respiratory system products;2020;60.0;0.0;10.0;5.0
5821;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07A Other respiratory system products;2021;70.0;0.0;11.0;5.0
5822;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07A Other respiratory system products;2022;115.0;0.01;41.0;20.0
5823;Total male and female;10000;Origin: born in NL, parent(s) abroad;R07A Other respiratory system products;2023;110.0;0.01;44.0;21.0
5824;Total male and female;10000;Origin: born in NL, parent(s) abroad;S Sensory organs;2020;197060.0;9.77;6345.0;3146.0
5825;Total male and female;10000;Origin: born in NL, parent(s) abroad;S Sensory organs;2021;208590.0;10.17;6698.0;3266.0
5826;Total male and female;10000;Origin: born in NL, parent(s) abroad;S Sensory organs;2022;213450.0;10.25;7024.0;3374.0
5827;Total male and female;10000;Origin: born in NL, parent(s) abroad;S Sensory organs;2023;225075.0;10.66;7324.0;3469.0
5828;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01 Ophthalmologicals;2020;163620.0;8.11;6345.0;3146.0
5829;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01 Ophthalmologicals;2021;170650.0;8.32;6698.0;3266.0
5830;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01 Ophthalmologicals;2022;169745.0;8.15;7024.0;3374.0
5831;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01 Ophthalmologicals;2023;181600.0;8.6;7324.0;3469.0
5832;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01A Antiinfectives;2020;56080.0;2.78;0.0;0.0
5833;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01A Antiinfectives;2021;55410.0;2.7;0.0;0.0
5834;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01A Antiinfectives;2022;57265.0;2.75;0.0;0.0
5835;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01A Antiinfectives;2023;59320.0;2.81;0.0;0.0
5836;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01B Antiinflammatory agents;2020;15555.0;0.77;0.0;0.0
5837;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01B Antiinflammatory agents;2021;17530.0;0.85;0.0;0.0
5838;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01B Antiinflammatory agents;2022;18075.0;0.87;0.0;0.0
5839;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01B Antiinflammatory agents;2023;18845.0;0.89;0.0;0.0
5840;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01C Anti-inflammatory/-infectives comb.;2020;13905.0;0.69;0.0;0.0
5841;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01C Anti-inflammatory/-infectives comb.;2021;13640.0;0.67;0.0;0.0
5842;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01C Anti-inflammatory/-infectives comb.;2022;14515.0;0.7;0.0;0.0
5843;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01C Anti-inflammatory/-infectives comb.;2023;14440.0;0.68;0.0;0.0
5844;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01E Antiglaucoma preparations, miotics;2020;13595.0;0.67;6345.0;3146.0
5845;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01E Antiglaucoma preparations, miotics;2021;14025.0;0.68;6698.0;3266.0
5846;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01E Antiglaucoma preparations, miotics;2022;14940.0;0.72;7024.0;3374.0
5847;Total male and female;10000;Origin: born in NL, parent(s) abroad;S01E Antiglaucoma preparations, miotics;2023;15370.0;0.73;7324.0;3469.0
