ID;Geslacht;Onderwijsniveau;Perioden;Personen25JaarEnOuderMetPartner_1
740;Vrouwen;Beiden basisonderwijs;2021;45
741;Vrouwen;Beiden basisonderwijs;2022;38
742;Vrouwen;Beiden basisonderwijs;2023;47
743;Vrouwen;Beiden basisonderwijs;2024;42
744;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2013;76
745;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2014;80
746;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2015;75
747;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2016;75
748;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2017;64
749;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2018;61
750;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2019;58
751;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2020;55
752;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2021;55
753;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2022;50
754;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2023;55
755;Vrouwen;Basisonderwijs - partner vmbo/mbo1;2024;58
756;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2013;113
757;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2014;107
758;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2015;105
759;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2016;97
760;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2017;89
761;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2018;92
762;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2019;83
763;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2020;74
764;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2021;63
765;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2022;55
766;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2023;54
767;Vrouwen;Basisonderwijs - partner havo/vwo/mbo2-4;2024;51
768;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2013;27
769;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2014;24
770;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2015;22
771;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2016;21
772;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2017;22
773;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2018;21
774;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2019;20
775;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2020;16
776;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2021;19
777;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2022;19
778;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2023;20
779;Vrouwen;Basisonderwijs - partner hbo-, wo-bach.;2024;18
780;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2013;8
781;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2014;6
782;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2015;7
783;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2016;5
784;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2017;6
785;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2018;6
786;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2019;7
787;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2020;7
788;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2021;9
789;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2022;10
790;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2023;10
791;Vrouwen;Basisonderwijs - partner hbo-, wo-master;2024;11
792;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2013;75
793;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2014;78
794;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2015;74
795;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2016;66
796;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2017;65
797;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2018;60
798;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2019;63
799;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2020;58
800;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2021;51
801;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2022;58
802;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2023;54
803;Vrouwen;Vmbo/mbo1 - partner basisonderwijs;2024;51
804;Vrouwen;Beiden vmbo/mbo1;2013;214
805;Vrouwen;Beiden vmbo/mbo1;2014;226
806;Vrouwen;Beiden vmbo/mbo1;2015;225
807;Vrouwen;Beiden vmbo/mbo1;2016;208
808;Vrouwen;Beiden vmbo/mbo1;2017;214
809;Vrouwen;Beiden vmbo/mbo1;2018;211
810;Vrouwen;Beiden vmbo/mbo1;2019;209
811;Vrouwen;Beiden vmbo/mbo1;2020;199
812;Vrouwen;Beiden vmbo/mbo1;2021;195
813;Vrouwen;Beiden vmbo/mbo1;2022;186
814;Vrouwen;Beiden vmbo/mbo1;2023;171
815;Vrouwen;Beiden vmbo/mbo1;2024;163
816;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2013;335
817;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2014;327
818;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2015;319
819;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2016;305
820;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2017;287
821;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2018;276
822;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2019;269
823;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2020;265
824;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2021;241
825;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2022;239
826;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2023;217
827;Vrouwen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2024;213
828;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2013;88
829;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2014;91
830;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2015;91
831;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2016;87
832;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2017;83
833;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2018;89
834;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2019;82
835;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2020;75
836;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2021;85
837;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2022;78
838;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2023;68
839;Vrouwen;Vmbo/mbo1 - partner hbo- wo-bachelor;2024;65
840;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2013;25
841;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2014;22
842;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2015;25
843;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2016;27
844;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2017;25
845;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2018;23
846;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2019;21
847;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2020;24
848;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2021;32
849;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2022;32
850;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2023;28
851;Vrouwen;Vmbo/mbo1 - partner hbo-, wo-master;2024;26
852;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2013;80
853;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2014;73
854;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2015;70
855;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2016;69
856;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2017;64
857;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2018;66
858;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2019;54
859;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2020;53
860;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2021;47
861;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2022;48
862;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2023;49
863;Vrouwen;Havo/vwo/mbo2-4 - partner basisonderwijs;2024;47
864;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2013;226
865;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2014;232
866;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2015;233
867;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2016;229
868;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2017;222
869;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2018;197
870;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2019;196
871;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2020;194
872;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2021;173
873;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2022;177
874;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2023;177
875;Vrouwen;Havo/vwo/mbo2-4 - partner vmbo/mbo1;2024;178
876;Vrouwen;Beiden havo/vwo/mbo2-4;2013;745
877;Vrouwen;Beiden havo/vwo/mbo2-4;2014;729
878;Vrouwen;Beiden havo/vwo/mbo2-4;2015;711
879;Vrouwen;Beiden havo/vwo/mbo2-4;2016;719
880;Vrouwen;Beiden havo/vwo/mbo2-4;2017;705
881;Vrouwen;Beiden havo/vwo/mbo2-4;2018;676
882;Vrouwen;Beiden havo/vwo/mbo2-4;2019;669
883;Vrouwen;Beiden havo/vwo/mbo2-4;2020;677
884;Vrouwen;Beiden havo/vwo/mbo2-4;2021;565
885;Vrouwen;Beiden havo/vwo/mbo2-4;2022;534
886;Vrouwen;Beiden havo/vwo/mbo2-4;2023;541
887;Vrouwen;Beiden havo/vwo/mbo2-4;2024;520
888;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2013;294
889;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2014;277
890;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2015;286
891;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2016;281
892;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2017;292
893;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2018;282
894;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2019;288
895;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2020;293
896;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2021;257
897;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2022;263
898;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2023;253
899;Vrouwen;Havo/vwo/mbo2-4 - partner hbo-, wo-bach.;2024;257
900;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2013;124
901;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2014;113
902;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2015;106
903;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2016;108
904;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2017;107
905;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2018;110
906;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2019;116
907;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2020;116
908;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2021;120
909;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2022;110
910;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2023;118
911;Vrouwen;Havo/vwo/mbo2-4 - partner hbo- wo-master;2024;113
912;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2013;14
913;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2014;13
914;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2015;11
915;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2016;11
916;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2017;15
917;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2018;12
918;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2019;14
919;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2020;12
920;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2021;16
921;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2022;15
922;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2023;18
923;Vrouwen;Hbo-, wo-bach. - partner basisonderwijs;2024;20
924;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2013;49
925;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2014;55
926;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2015;53
927;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2016;57
928;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2017;54
929;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;64
930;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;64
931;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;59
932;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2021;61
933;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2022;57
934;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2023;57
935;Vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2024;61
936;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;236
937;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;255
938;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;269
939;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;273
940;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;280
941;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;299
942;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;283
943;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;297
944;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2021;279
945;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2022;264
946;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2023;267
947;Vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2024;276
948;Vrouwen;Beiden hbo-, wo-bachelor;2013;276
949;Vrouwen;Beiden hbo-, wo-bachelor;2014;292
950;Vrouwen;Beiden hbo-, wo-bachelor;2015;304
951;Vrouwen;Beiden hbo-, wo-bachelor;2016;322
952;Vrouwen;Beiden hbo-, wo-bachelor;2017;314
953;Vrouwen;Beiden hbo-, wo-bachelor;2018;330
954;Vrouwen;Beiden hbo-, wo-bachelor;2019;349
955;Vrouwen;Beiden hbo-, wo-bachelor;2020;362
956;Vrouwen;Beiden hbo-, wo-bachelor;2021;341
957;Vrouwen;Beiden hbo-, wo-bachelor;2022;333
958;Vrouwen;Beiden hbo-, wo-bachelor;2023;338
959;Vrouwen;Beiden hbo-, wo-bachelor;2024;328
960;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;159
961;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;172
962;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;174
963;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;171
964;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;179
965;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;188
966;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;183
967;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;193
968;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2021;206
969;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2022;207
970;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2023;198
971;Vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2024;220
972;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2013;5
973;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2014;5
974;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2015;6
975;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2016;5
976;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2017;4
977;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2018;3
978;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2019;4
979;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2020;7
980;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2021;7
981;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2022;8
982;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2023;8
983;Vrouwen;Hbo-, wo-master - partner basisonderwijs;2024;12
984;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2013;13
985;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2014;13
986;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2015;12
987;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2016;15
988;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2017;15
989;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2018;18
990;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2019;15
991;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2020;14
992;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2021;19
993;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2022;22
994;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2023;24
995;Vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2024;21
996;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;78
997;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;77
998;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;87
999;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;86
1000;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;91
1001;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;93
1002;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;98
1003;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;99
1004;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2021;116
1005;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2022;117
1006;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2023;119
1007;Vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2024;118
1008;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;106
1009;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;104
1010;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;111
1011;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;117
1012;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;129
1013;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;141
1014;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;150
1015;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;156
1016;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2021;175
1017;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2022;169
1018;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2023;182
1019;Vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2024;198
1020;Vrouwen;Beiden hbo-, wo-master;2013;196
1021;Vrouwen;Beiden hbo-, wo-master;2014;217
1022;Vrouwen;Beiden hbo-, wo-master;2015;228
1023;Vrouwen;Beiden hbo-, wo-master;2016;229
1024;Vrouwen;Beiden hbo-, wo-master;2017;245
1025;Vrouwen;Beiden hbo-, wo-master;2018;256
1026;Vrouwen;Beiden hbo-, wo-master;2019;270
1027;Vrouwen;Beiden hbo-, wo-master;2020;288
1028;Vrouwen;Beiden hbo-, wo-master;2021;319
1029;Vrouwen;Beiden hbo-, wo-master;2022;334
1030;Vrouwen;Beiden hbo-, wo-master;2023;335
1031;Vrouwen;Beiden hbo-, wo-master;2024;358
1032;Vrouwen;Lager onderwijsniveau dan partner;2013;1250
1033;Vrouwen;Lager onderwijsniveau dan partner;2014;1219
1034;Vrouwen;Lager onderwijsniveau dan partner;2015;1210
1035;Vrouwen;Lager onderwijsniveau dan partner;2016;1176
1036;Vrouwen;Lager onderwijsniveau dan partner;2017;1156
1037;Vrouwen;Lager onderwijsniveau dan partner;2018;1148
1038;Vrouwen;Lager onderwijsniveau dan partner;2019;1126
1039;Vrouwen;Lager onderwijsniveau dan partner;2020;1117
1040;Vrouwen;Lager onderwijsniveau dan partner;2021;1087
1041;Vrouwen;Lager onderwijsniveau dan partner;2022;1062
1042;Vrouwen;Lager onderwijsniveau dan partner;2023;1020
1043;Vrouwen;Lager onderwijsniveau dan partner;2024;1031
1044;Vrouwen;Gelijk onderwijsniveau;2013;1510
1045;Vrouwen;Gelijk onderwijsniveau;2014;1533
1046;Vrouwen;Gelijk onderwijsniveau;2015;1539
1047;Vrouwen;Gelijk onderwijsniveau;2016;1545
1048;Vrouwen;Gelijk onderwijsniveau;2017;1547
1049;Vrouwen;Gelijk onderwijsniveau;2018;1537
1050;Vrouwen;Gelijk onderwijsniveau;2019;1559
1051;Vrouwen;Gelijk onderwijsniveau;2020;1587
1052;Vrouwen;Gelijk onderwijsniveau;2021;1466
1053;Vrouwen;Gelijk onderwijsniveau;2022;1425
1054;Vrouwen;Gelijk onderwijsniveau;2023;1433
1055;Vrouwen;Gelijk onderwijsniveau;2024;1411
1056;Vrouwen;Hoger onderwijsniveau dan partner;2013;883
1057;Vrouwen;Hoger onderwijsniveau dan partner;2014;904
1058;Vrouwen;Hoger onderwijsniveau dan partner;2015;926
1059;Vrouwen;Hoger onderwijsniveau dan partner;2016;928
1060;Vrouwen;Hoger onderwijsniveau dan partner;2017;940
1061;Vrouwen;Hoger onderwijsniveau dan partner;2018;954
1062;Vrouwen;Hoger onderwijsniveau dan partner;2019;942
1063;Vrouwen;Hoger onderwijsniveau dan partner;2020;948
1064;Vrouwen;Hoger onderwijsniveau dan partner;2021;943
1065;Vrouwen;Hoger onderwijsniveau dan partner;2022;935
1066;Vrouwen;Hoger onderwijsniveau dan partner;2023;954
1067;Vrouwen;Hoger onderwijsniveau dan partner;2024;980
1068;Vrouwen;Onderwijsniveau onbekend;2013;116
1069;Vrouwen;Onderwijsniveau onbekend;2014;88
1070;Vrouwen;Onderwijsniveau onbekend;2015;84
1071;Vrouwen;Onderwijsniveau onbekend;2016;103
1072;Vrouwen;Onderwijsniveau onbekend;2017;111
1073;Vrouwen;Onderwijsniveau onbekend;2018;107
1074;Vrouwen;Onderwijsniveau onbekend;2019;110
1075;Vrouwen;Onderwijsniveau onbekend;2020;114
1076;Vrouwen;Onderwijsniveau onbekend;2021;347
1077;Vrouwen;Onderwijsniveau onbekend;2022;406
1078;Vrouwen;Onderwijsniveau onbekend;2023;425
1079;Vrouwen;Onderwijsniveau onbekend;2024;410
