ID;Geslacht;Leeftijd;Herkomst;BurgerlijkeStaat;SociaaleconomischeCategorie;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
4083;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2008;4446300;4800.0;10000.0;27.0;6000.0;15300.0;41.0;50.0;10800.0;25300.0;68.0
4084;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2009;4434950;5100.0;10500.0;28.0;5900.0;14600.0;39.0;46.0;11000.0;25100.0;67.0
4085;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2010;4425200;5200.0;10600.0;28.0;5500.0;13900.0;37.0;45.0;10700.0;24500.0;65.0
4086;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2011;4384150;5300.0;10800.0;28.0;5200.0;13700.0;36.0;43.0;10500.0;24500.0;64.0
4087;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2012;4349000;5400.0;11000.0;28.0;4700.0;12900.0;33.0;41.0;10100.0;23900.0;61.0
4088;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2005;2920100;4400.0;9000.0;24.0;6200.0;16800.0;44.0;54.0;10600.0;25800.0;68.0
4089;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2006;2930000;4500.0;9100.0;22.0;6200.0;18600.0;45.0;55.0;10700.0;27700.0;67.0
4090;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2007;2966800;4700.0;9400.0;22.0;7100.0;20200.0;47.0;55.0;11800.0;29600.0;69.0
4091;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2008;2961350;4900.0;9700.0;22.0;7200.0;20800.0;47.0;54.0;12100.0;30500.0;69.0
4092;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2009;2845250;5200.0;10200.0;22.0;7100.0;20400.0;45.0;50.0;12300.0;30600.0;67.0
4093;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2010;2804300;5300.0;10300.0;22.0;6700.0;19700.0;43.0;49.0;12000.0;30000.0;65.0
4094;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2011;2802250;5500.0;10500.0;22.0;6500.0;19500.0;41.0;48.0;12000.0;30000.0;63.0
4095;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Werknemer;2012;2765500;5600.0;10600.0;22.0;5900.0;18500.0;39.0;46.0;11500.0;29100.0;61.0
4096;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2005;350300;5000.0;8700.0;23.0;2000.0;2300.0;6.0;70.0;7000.0;11000.0;29.0
4097;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2006;363350;5100.0;8800.0;21.0;2000.0;2600.0;6.0;71.0;7100.0;11400.0;27.0
4098;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2007;376700;5300.0;9100.0;21.0;2300.0;2900.0;7.0;71.0;7600.0;12000.0;28.0
4099;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2008;384650;5500.0;9400.0;22.0;2600.0;3200.0;7.0;72.0;8100.0;12600.0;29.0
4100;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2009;385050;5800.0;9900.0;24.0;2600.0;2900.0;7.0;67.0;8400.0;12800.0;31.0
4101;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2010;390600;5900.0;10000.0;22.0;2400.0;2800.0;6.0;67.0;8300.0;12800.0;28.0
4102;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2011;390950;6000.0;10200.0;23.0;2400.0;2700.0;6.0;66.0;8400.0;12900.0;29.0
4103;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Zelfstandige;2012;394600;6100.0;10300.0;24.0;2100.0;2400.0;5.0;64.0;8200.0;12700.0;29.0
4104;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2005;175000;7600.0;8200.0;21.0;15000.0;15200.0;39.0;77.0;22600.0;23400.0;60.0
4105;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2006;175050;7800.0;8300.0;20.0;14500.0;14700.0;35.0;79.0;22300.0;23000.0;55.0
4106;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2007;183300;8100.0;8600.0;21.0;15500.0;15700.0;38.0;79.0;23600.0;24300.0;59.0
4107;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2008;179850;8400.0;8900.0;21.0;15600.0;15900.0;37.0;80.0;24000.0;24800.0;58.0
4108;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2009;187350;8800.0;9400.0;21.0;15500.0;15700.0;36.0;79.0;24300.0;25100.0;57.0
4109;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2010;178900;9000.0;9500.0;21.0;14700.0;14900.0;34.0;79.0;23700.0;24400.0;55.0
4110;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2011;153450;9200.0;9700.0;21.0;13400.0;13600.0;30.0;78.0;22600.0;23300.0;51.0
4111;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Pensioenontvanger;2012;128150;9300.0;9800.0;21.0;12800.0;13000.0;28.0;79.0;22100.0;22800.0;49.0
4112;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2005;1022000;3600.0;10300.0;99.0;2000.0;2400.0;23.0;21.0;5600.0;12700.0;122.0
4113;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2006;995300;3600.0;10400.0;95.0;1900.0;2300.0;21.0;20.0;5500.0;12700.0;116.0
4114;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2007;931050;3600.0;10900.0;107.0;1900.0;2400.0;23.0;19.0;5500.0;13300.0;130.0
4115;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2008;920450;3700.0;11200.0;106.0;2000.0;2500.0;23.0;20.0;5700.0;13700.0;129.0
4116;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2009;1017300;3800.0;11800.0;101.0;1900.0;2600.0;23.0;19.0;5700.0;14400.0;124.0
4117;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2010;1051400;3900.0;11900.0;102.0;1800.0;2400.0;21.0;19.0;5700.0;14300.0;123.0
4118;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2011;1037450;3900.0;12200.0;102.0;1600.0;2300.0;19.0;17.0;5500.0;14500.0;121.0
4119;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Totaal burgerlijke staat;Inactieve;2012;1060800;4000.0;12300.0;101.0;1500.0;2100.0;18.0;17.0;5500.0;14400.0;119.0
4120;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2005;2275850;5200.0;8100.0;20.0;8000.0;16400.0;40.0;72.0;13200.0;24500.0;60.0
4121;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2006;2248750;5400.0;8200.0;18.0;8000.0;17800.0;40.0;73.0;13400.0;26000.0;58.0
4122;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2007;2214800;5600.0;8400.0;18.0;9100.0;19500.0;42.0;73.0;14700.0;27900.0;60.0
4123;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2008;2182300;5800.0;8700.0;18.0;9300.0;20000.0;41.0;72.0;15100.0;28700.0;59.0
4124;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2009;2148750;6100.0;9100.0;19.0;9100.0;19400.0;40.0;68.0;15200.0;28500.0;59.0
4125;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2010;2119150;6200.0;9200.0;19.0;8500.0;18500.0;37.0;66.0;14700.0;27700.0;56.0
4126;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2011;2062600;6300.0;9400.0;18.0;8100.0;18300.0;36.0;65.0;14400.0;27700.0;54.0
4127;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Totaal sociaaleconomische categorie;2012;2009650;6400.0;9500.0;18.0;7400.0;17300.0;33.0;63.0;13800.0;26800.0;51.0
4128;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2005;1646450;4900.0;8100.0;18.0;8400.0;19900.0;45.0;72.0;13300.0;28000.0;63.0
4129;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2006;1631900;5000.0;8200.0;17.0;8500.0;21800.0;45.0;72.0;13500.0;30000.0;62.0
4130;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2007;1626500;5300.0;8500.0;17.0;9800.0;23600.0;48.0;73.0;15100.0;32100.0;65.0
4131;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2008;1605650;5500.0;8700.0;17.0;9900.0;24200.0;47.0;71.0;15400.0;32900.0;64.0
4132;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2009;1549150;5800.0;9200.0;17.0;9700.0;23700.0;45.0;66.0;15500.0;32900.0;62.0
4133;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2010;1520950;5900.0;9200.0;17.0;9100.0;22800.0;43.0;64.0;15000.0;32000.0;60.0
4134;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2011;1511450;6000.0;9400.0;17.0;8800.0;22500.0;41.0;63.0;14800.0;31900.0;58.0
4135;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Werknemer;2012;1477700;6200.0;9500.0;17.0;8100.0;21300.0;38.0;61.0;14300.0;30800.0;55.0
4136;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2005;229150;5100.0;8100.0;20.0;2400.0;2600.0;7.0;80.0;7500.0;10700.0;27.0
4137;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2006;234700;5300.0;8200.0;18.0;2400.0;2900.0;6.0;81.0;7700.0;11100.0;24.0
4138;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2007;238400;5500.0;8500.0;18.0;2800.0;3300.0;7.0;81.0;8300.0;11800.0;25.0
4139;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2008;240750;5700.0;8800.0;18.0;3000.0;3600.0;8.0;82.0;8700.0;12400.0;26.0
4140;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2009;235800;6000.0;9200.0;20.0;3100.0;3400.0;7.0;77.0;9100.0;12600.0;27.0
4141;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2010;238150;6100.0;9300.0;19.0;2900.0;3200.0;7.0;77.0;9000.0;12500.0;26.0
4142;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2011;233900;6200.0;9400.0;19.0;2900.0;3200.0;6.0;76.0;9100.0;12600.0;25.0
4143;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Zelfstandige;2012;233000;6300.0;9600.0;20.0;2600.0;2800.0;6.0;74.0;8900.0;12400.0;26.0
4144;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2005;147950;7300.0;7900.0;20.0;15500.0;15700.0;39.0;79.0;22800.0;23600.0;59.0
4145;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2006;147300;7400.0;8000.0;19.0;15100.0;15200.0;36.0;80.0;22500.0;23200.0;55.0
4146;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2007;153950;7700.0;8200.0;19.0;16000.0;16200.0;38.0;81.0;23700.0;24400.0;57.0
4147;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2008;149950;8000.0;8500.0;19.0;16200.0;16400.0;38.0;82.0;24200.0;24900.0;57.0
4148;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2009;154950;8400.0;8900.0;20.0;16000.0;16300.0;36.0;81.0;24400.0;25200.0;56.0
4149;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2010;147000;8600.0;9000.0;20.0;15200.0;15400.0;34.0;80.0;23800.0;24400.0;54.0
4150;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2011;124750;8700.0;9200.0;19.0;13800.0;14000.0;30.0;80.0;22500.0;23200.0;49.0
4151;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Pensioenontvanger;2012;102800;8800.0;9200.0;19.0;13200.0;13500.0;28.0;81.0;22000.0;22700.0;47.0
4152;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2005;252300;6200.0;8100.0;37.0;5900.0;6400.0;29.0;59.0;12100.0;14500.0;66.0
4153;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2006;234850;6400.0;8200.0;33.0;5700.0;6400.0;26.0;60.0;12100.0;14600.0;59.0
4154;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2007;195950;6700.0;8400.0;36.0;6100.0;6800.0;29.0;59.0;12800.0;15200.0;65.0
4155;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2008;185950;6900.0;8700.0;35.0;6600.0;7400.0;30.0;61.0;13500.0;16100.0;65.0
4156;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2009;208850;7000.0;9200.0;35.0;6000.0;7500.0;29.0;58.0;13000.0;16700.0;64.0
4157;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2010;213050;7100.0;9300.0;36.0;5600.0;7000.0;27.0;57.0;12700.0;16300.0;63.0
4158;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2011;192500;7200.0;9400.0;34.0;5300.0;6700.0;24.0;55.0;12500.0;16100.0;58.0
4159;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Gehuwd;Inactieve;2012;196200;7300.0;9500.0;34.0;5000.0;6400.0;22.0;54.0;12300.0;15900.0;56.0
4160;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2005;2191500;3500.0;10400.0;47.0;2400.0;8000.0;36.0;25.0;5900.0;18400.0;83.0
4161;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2006;2214950;3600.0;10600.0;44.0;2300.0;9100.0;38.0;26.0;5900.0;19700.0;82.0
4162;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2007;2243050;3800.0;10900.0;43.0;2800.0;10300.0;41.0;27.0;6600.0;21200.0;84.0
4163;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2008;2264000;3900.0;11200.0;43.0;2900.0;10700.0;41.0;28.0;6800.0;21900.0;84.0
4164;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2009;2286150;4200.0;11800.0;44.0;2800.0;10200.0;38.0;25.0;7000.0;22000.0;82.0
4165;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2010;2306050;4300.0;11900.0;44.0;2700.0;9700.0;36.0;25.0;7000.0;21600.0;80.0
4166;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2011;2321550;4400.0;12100.0;44.0;2600.0;9600.0;35.0;24.0;7000.0;21700.0;79.0
4167;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Totaal sociaaleconomische categorie;2012;2339400;4400.0;12200.0;45.0;2300.0;9100.0;33.0;23.0;6700.0;21300.0;78.0
4168;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2005;1273650;3800.0;10200.0;34.0;3200.0;12800.0;42.0;32.0;7000.0;23000.0;76.0
4169;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2006;1298100;3900.0;10300.0;32.0;3200.0;14500.0;44.0;33.0;7100.0;24800.0;76.0
4170;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2007;1340250;4100.0;10600.0;31.0;3900.0;16000.0;47.0;34.0;8000.0;26600.0;78.0
4171;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2008;1355700;4300.0;10900.0;31.0;4000.0;16700.0;47.0;34.0;8300.0;27600.0;78.0
4172;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2009;1296100;4600.0;11400.0;31.0;4000.0;16500.0;45.0;31.0;8600.0;27900.0;76.0
4173;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2010;1283350;4700.0;11500.0;31.0;3800.0;16000.0;43.0;31.0;8500.0;27500.0;74.0
4174;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2011;1290800;4800.0;11700.0;31.0;3700.0;16000.0;42.0;30.0;8500.0;27700.0;73.0
4175;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Werknemer;2012;1287800;4900.0;11800.0;31.0;3300.0;15300.0;39.0;29.0;8200.0;27100.0;70.0
4176;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2005;121150;4800.0;9900.0;32.0;1300.0;1600.0;5.0;51.0;6100.0;11500.0;37.0
4177;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2006;128650;4900.0;10000.0;27.0;1300.0;1900.0;5.0;53.0;6200.0;11900.0;32.0
4178;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2007;138300;5000.0;10300.0;28.0;1600.0;2200.0;6.0;53.0;6600.0;12500.0;34.0
4179;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2008;143900;5200.0;10600.0;28.0;1800.0;2400.0;6.0;56.0;7000.0;13000.0;34.0
4180;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2009;149250;5500.0;11000.0;31.0;1800.0;2100.0;6.0;51.0;7300.0;13100.0;37.0
4181;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2010;152450;5600.0;11100.0;29.0;1700.0;2100.0;5.0;52.0;7300.0;13200.0;34.0
4182;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2011;157050;5700.0;11300.0;30.0;1600.0;2000.0;5.0;51.0;7300.0;13300.0;35.0
4183;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Zelfstandige;2012;161600;5800.0;11500.0;31.0;1400.0;1700.0;5.0;48.0;7200.0;13200.0;36.0
4184;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2005;27000;9400.0;10200.0;30.0;12000.0;12200.0;36.0;68.0;21400.0;22400.0;66.0
4185;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2006;27750;9600.0;10400.0;29.0;11700.0;11800.0;33.0;69.0;21300.0;22200.0;62.0
4186;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2007;29300;9900.0;10700.0;30.0;12800.0;12900.0;36.0;70.0;22700.0;23600.0;66.0
4187;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2008;29900;10300.0;11000.0;30.0;13000.0;13100.0;36.0;71.0;23300.0;24100.0;66.0
4188;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2009;32350;10800.0;11600.0;31.0;12900.0;13100.0;35.0;69.0;23700.0;24700.0;66.0
4189;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2010;31950;11000.0;11700.0;31.0;12300.0;12500.0;33.0;70.0;23300.0;24200.0;64.0
4190;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2011;28700;11200.0;11900.0;31.0;11500.0;11700.0;30.0;70.0;22700.0;23600.0;61.0
4191;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Pensioenontvanger;2012;25350;11300.0;12000.0;31.0;10800.0;11000.0;29.0;69.0;22100.0;23000.0;60.0
4192;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2005;769700;2700.0;11000.0;164.0;800.0;1000.0;16.0;8.0;3500.0;12000.0;180.0
4193;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2006;760450;2700.0;11100.0;164.0;700.0;1100.0;16.0;8.0;3400.0;12200.0;180.0
4194;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2007;735150;2700.0;11500.0;172.0;800.0;1200.0;17.0;8.0;3500.0;12700.0;189.0
4195;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2008;734500;2800.0;11900.0;169.0;800.0;1200.0;18.0;9.0;3600.0;13100.0;187.0
4196;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2009;808450;3000.0;12400.0;155.0;800.0;1400.0;17.0;9.0;3800.0;13800.0;172.0
4197;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2010;838300;3100.0;12600.0;156.0;800.0;1300.0;16.0;9.0;3900.0;13900.0;172.0
4198;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2011;844950;3200.0;12800.0;154.0;800.0;1300.0;15.0;8.0;4000.0;14100.0;169.0
4199;Mannen;Totaal 15 tot 65 jarigen;Autochtonen;Niet gehuwd;Inactieve;2012;864600;3200.0;12900.0;153.0;700.0;1200.0;14.0;8.0;3900.0;14100.0;167.0
4200;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2005;1096300;3000.0;8600.0;38.0;2700.0;7600.0;34.0;23.0;5700.0;16200.0;72.0
4201;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2006;1099950;3100.0;8700.0;36.0;2700.0;8600.0;35.0;23.0;5800.0;17300.0;71.0
4202;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2007;1116500;3200.0;9000.0;35.0;3100.0;9600.0;37.0;24.0;6300.0;18600.0;72.0
4203;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2008;1146150;3300.0;9300.0;35.0;3000.0;9800.0;37.0;25.0;6300.0;19100.0;72.0
4204;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2009;1170450;3500.0;9800.0;37.0;2100.0;5300.0;20.0;21.0;5600.0;15100.0;57.0
4205;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2010;1191250;3600.0;9900.0;38.0;2000.0;4900.0;19.0;21.0;5600.0;14800.0;57.0
4206;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2011;1212450;3600.0;10100.0;38.0;1800.0;4700.0;18.0;20.0;5400.0;14800.0;56.0
4207;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Totaal sociaaleconomische categorie;2012;1223850;3700.0;10200.0;38.0;1600.0;4300.0;16.0;18.0;5300.0;14500.0;54.0
4208;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2005;556350;3300.0;8300.0;25.0;3900.0;13400.0;40.0;31.0;7200.0;21700.0;65.0
4209;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2006;579550;3400.0;8500.0;24.0;3900.0;14700.0;42.0;31.0;7300.0;23200.0;66.0
4210;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2007;610350;3500.0;8800.0;24.0;4400.0;16000.0;44.0;31.0;7900.0;24800.0;68.0
4211;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2008;630700;3600.0;9000.0;24.0;4300.0;16200.0;43.0;31.0;7900.0;25200.0;67.0
4212;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2009;598650;3900.0;9400.0;25.0;3100.0;9100.0;24.0;27.0;7000.0;18500.0;49.0
4213;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2010;598100;3900.0;9500.0;25.0;2900.0;8700.0;22.0;27.0;6800.0;18200.0;47.0
4214;Mannen;Totaal 15 tot 65 jarigen;Allochtonen;Totaal burgerlijke staat;Werknemer;2011;605550;4000.0;9600.0;24.0;2700.0;8400.0;21.0;26.0;6700.0;18000.0;45.0
