ID;Citizenship;Periods;TotalRequestsAsylumAndFamilyMembers_1;FirstRequestsForAsylumPersons_2;SubsequentRequests_3;FamilyMembersPersons_4
1881;Israeli ;2006;5.0;5.0;;
1882;Israeli ;2007;0.0;0.0;0.0;
1883;Israeli ;2008;5.0;5.0;0.0;
1884;Israeli ;2009;10.0;5.0;0.0;
1885;Israeli ;2010;10.0;5.0;5.0;
1886;Israeli ;2011;5.0;5.0;0.0;
1887;Israeli ;2012;10.0;5.0;0.0;
1888;Israeli ;2013;5.0;5.0;;
1889;Israeli ;2014;10.0;5.0;0.0;0.0
1890;Israeli ;2015;0.0;0.0;;
1891;Israeli ;2016;5.0;5.0;;
1892;Israeli ;2017;5.0;5.0;;
1893;Israeli ;2018;5.0;5.0;;
1894;Israeli ;2019;0.0;0.0;0.0;
1895;Israeli ;2020;0.0;0.0;;
1896;Israeli ;2021;;;;
1897;Israeli ;2022;5.0;5.0;0.0;0.0
1898;Israeli ;2023;15.0;15.0;0.0;0.0
1899;Israeli ;2024;15.0;15.0;0.0;0.0
1900;Ivorian ;1975;;;;
1901;Ivorian ;1976;;;;
1902;Ivorian ;1977;;;;
1903;Ivorian ;1978;;;;
1904;Ivorian ;1979;;;;
1905;Ivorian ;1980;;;;
1906;Ivorian ;1981;;;;
1907;Ivorian ;1982;;;;
1908;Ivorian ;1983;;;;
1909;Ivorian ;1984;;;;
1910;Ivorian ;1985;;;;
1911;Ivorian ;1986;;;;
1912;Ivorian ;1987;;;;
1913;Ivorian ;1988;20.0;20.0;;
1914;Ivorian ;1989;20.0;20.0;;
1915;Ivorian ;1990;25.0;25.0;;
1916;Ivorian ;1991;35.0;35.0;;
1917;Ivorian ;1992;15.0;15.0;;
1918;Ivorian ;1993;20.0;20.0;;
1919;Ivorian ;1994;35.0;35.0;;
1920;Ivorian ;1995;30.0;30.0;;
1921;Ivorian ;1996;5.0;5.0;;
1922;Ivorian ;1997;10.0;10.0;;
1923;Ivorian ;1998;15.0;15.0;;
1924;Ivorian ;1999;25.0;25.0;;
1925;Ivorian ;2000;95.0;95.0;;
1926;Ivorian ;2001;125.0;125.0;;
1927;Ivorian ;2002;165.0;165.0;;
1928;Ivorian ;2003;260.0;260.0;;
1929;Ivorian ;2004;75.0;75.0;;
1930;Ivorian ;2005;60.0;60.0;;
1931;Ivorian ;2006;125.0;125.0;;
1932;Ivorian ;2007;125.0;110.0;15.0;
1933;Ivorian ;2008;90.0;80.0;10.0;
1934;Ivorian ;2009;115.0;110.0;10.0;
1935;Ivorian ;2010;170.0;160.0;5.0;
1936;Ivorian ;2011;135.0;125.0;10.0;
1937;Ivorian ;2012;85.0;75.0;15.0;
1938;Ivorian ;2013;65.0;40.0;10.0;15.0
1939;Ivorian ;2014;55.0;20.0;10.0;20.0
1940;Ivorian ;2015;30.0;15.0;15.0;0.0
1941;Ivorian ;2016;40.0;30.0;10.0;0.0
1942;Ivorian ;2017;50.0;40.0;10.0;
1943;Ivorian ;2018;70.0;50.0;15.0;5.0
1944;Ivorian ;2019;55.0;50.0;10.0;
1945;Ivorian ;2020;30.0;30.0;5.0;
1946;Ivorian ;2021;15.0;10.0;5.0;0.0
1947;Ivorian ;2022;20.0;10.0;5.0;5.0
1948;Ivorian ;2023;40.0;30.0;5.0;5.0
1949;Ivorian ;2024;50.0;40.0;5.0;5.0
1950;Jordanian ;1975;;;;
1951;Jordanian ;1976;;;;
1952;Jordanian ;1977;;;;
1953;Jordanian ;1978;;;;
1954;Jordanian ;1979;;;;
1955;Jordanian ;1980;;;;
1956;Jordanian ;1981;;;;
1957;Jordanian ;1982;;;;
1958;Jordanian ;1983;;;;
1959;Jordanian ;1984;;;;
1960;Jordanian ;1985;;;;
1961;Jordanian ;1986;;;;
1962;Jordanian ;1987;10.0;10.0;;
1963;Jordanian ;1988;25.0;25.0;;
1964;Jordanian ;1989;30.0;30.0;;
1965;Jordanian ;1990;45.0;45.0;;
1966;Jordanian ;1991;10.0;10.0;;
1967;Jordanian ;1992;20.0;20.0;;
1968;Jordanian ;1993;15.0;15.0;;
1969;Jordanian ;1994;40.0;40.0;;
1970;Jordanian ;1995;10.0;10.0;;
1971;Jordanian ;1996;40.0;40.0;;
1972;Jordanian ;1997;10.0;10.0;;
1973;Jordanian ;1998;30.0;30.0;;
1974;Jordanian ;1999;35.0;35.0;;
1975;Jordanian ;2000;25.0;25.0;;
1976;Jordanian ;2001;;;;
1977;Jordanian ;2002;;;;
1978;Jordanian ;2003;;;;
1979;Jordanian ;2004;;;;
1980;Jordanian ;2005;;;;
1981;Jordanian ;2006;;;;
1982;Jordanian ;2007;0.0;0.0;0.0;
1983;Jordanian ;2008;5.0;5.0;0.0;
1984;Jordanian ;2009;5.0;0.0;0.0;
1985;Jordanian ;2010;5.0;5.0;0.0;
1986;Jordanian ;2011;5.0;5.0;0.0;
1987;Jordanian ;2012;5.0;5.0;0.0;
1988;Jordanian ;2013;0.0;0.0;;
1989;Jordanian ;2014;30.0;20.0;;10.0
1990;Jordanian ;2015;60.0;10.0;5.0;50.0
1991;Jordanian ;2016;55.0;25.0;0.0;25.0
1992;Jordanian ;2017;65.0;35.0;5.0;30.0
1993;Jordanian ;2018;105.0;75.0;15.0;15.0
1994;Jordanian ;2019;140.0;115.0;15.0;10.0
1995;Jordanian ;2020;75.0;55.0;15.0;5.0
1996;Jordanian ;2021;50.0;20.0;20.0;10.0
1997;Jordanian ;2022;125.0;85.0;20.0;20.0
1998;Jordanian ;2023;130.0;115.0;5.0;5.0
1999;Jordanian ;2024;115.0;75.0;25.0;15.0
2000;Kazakh ;1975;;;;
2001;Kazakh ;1976;;;;
2002;Kazakh ;1977;;;;
2003;Kazakh ;1978;;;;
2004;Kazakh ;1979;;;;
2005;Kazakh ;1980;;;;
2006;Kazakh ;1981;;;;
2007;Kazakh ;1982;;;;
2008;Kazakh ;1983;;;;
2009;Kazakh ;1984;;;;
2010;Kazakh ;1985;;;;
2011;Kazakh ;1986;;;;
2012;Kazakh ;1987;;;;
2013;Kazakh ;1988;;;;
2014;Kazakh ;1989;;;;
2015;Kazakh ;1990;;;;
2016;Kazakh ;1991;;;;
2017;Kazakh ;1992;;;;
2018;Kazakh ;1993;;;;
2019;Kazakh ;1994;20.0;20.0;;
2020;Kazakh ;1995;55.0;55.0;;
2021;Kazakh ;1996;65.0;65.0;;
2022;Kazakh ;1997;105.0;105.0;;
2023;Kazakh ;1998;80.0;80.0;;
2024;Kazakh ;1999;100.0;100.0;;
2025;Kazakh ;2000;185.0;185.0;;
2026;Kazakh ;2001;135.0;135.0;;
2027;Kazakh ;2002;45.0;45.0;;
2028;Kazakh ;2003;5.0;5.0;;
2029;Kazakh ;2004;25.0;25.0;;
2030;Kazakh ;2005;20.0;20.0;;
2031;Kazakh ;2006;55.0;55.0;;
2032;Kazakh ;2007;5.0;0.0;5.0;
2033;Kazakh ;2008;20.0;10.0;10.0;
2034;Kazakh ;2009;20.0;20.0;5.0;
2035;Kazakh ;2010;20.0;20.0;5.0;
2036;Kazakh ;2011;20.0;10.0;10.0;
2037;Kazakh ;2012;35.0;20.0;10.0;
2038;Kazakh ;2013;25.0;20.0;5.0;0.0
2039;Kazakh ;2014;20.0;15.0;5.0;0.0
2040;Kazakh ;2015;20.0;20.0;0.0;
2041;Kazakh ;2016;25.0;25.0;;
2042;Kazakh ;2017;15.0;15.0;;
2043;Kazakh ;2018;20.0;15.0;0.0;
2044;Kazakh ;2019;35.0;35.0;0.0;
2045;Kazakh ;2020;30.0;30.0;0.0;
2046;Kazakh ;2021;20.0;15.0;;5.0
2047;Kazakh ;2022;45.0;40.0;0.0;5.0
2048;Kazakh ;2023;45.0;45.0;0.0;0.0
2049;Kazakh ;2024;30.0;25.0;5.0;5.0
2050;Kosovar ;1975;;;;
2051;Kosovar ;1976;;;;
2052;Kosovar ;1977;;;;
2053;Kosovar ;1978;;;;
2054;Kosovar ;1979;;;;
2055;Kosovar ;1980;;;;
2056;Kosovar ;1981;;;;
2057;Kosovar ;1982;;;;
2058;Kosovar ;1983;;;;
2059;Kosovar ;1984;;;;
2060;Kosovar ;1985;;;;
2061;Kosovar ;1986;;;;
2062;Kosovar ;1987;;;;
2063;Kosovar ;1988;;;;
2064;Kosovar ;1989;;;;
2065;Kosovar ;1990;;;;
2066;Kosovar ;1991;;;;
2067;Kosovar ;1992;;;;
2068;Kosovar ;1993;;;;
2069;Kosovar ;1994;;;;
2070;Kosovar ;1995;;;;
2071;Kosovar ;1996;;;;
2072;Kosovar ;1997;;;;
2073;Kosovar ;1998;;;;
2074;Kosovar ;1999;;;;
2075;Kosovar ;2000;;;;
2076;Kosovar ;2001;;;;
2077;Kosovar ;2002;;;;
2078;Kosovar ;2003;;;;
2079;Kosovar ;2004;;;;
2080;Kosovar ;2005;;;;
2081;Kosovar ;2006;;;;
2082;Kosovar ;2007;;;;
2083;Kosovar ;2008;0.0;0.0;0.0;
2084;Kosovar ;2009;45.0;35.0;10.0;
2085;Kosovar ;2010;60.0;55.0;5.0;
2086;Kosovar ;2011;30.0;25.0;0.0;
2087;Kosovar ;2012;40.0;30.0;5.0;
2088;Kosovar ;2013;50.0;50.0;;
2089;Kosovar ;2014;60.0;60.0;0.0;
2090;Kosovar ;2015;690.0;685.0;5.0;
2091;Kosovar ;2016;470.0;465.0;5.0;
2092;Kosovar ;2017;50.0;35.0;15.0;
2093;Kosovar ;2018;45.0;35.0;5.0;
2094;Kosovar ;2019;60.0;55.0;5.0;
2095;Kosovar ;2020;45.0;40.0;5.0;
2096;Kosovar ;2021;20.0;20.0;;
2097;Kosovar ;2022;10.0;10.0;5.0;0.0
2098;Kosovar ;2023;15.0;10.0;5.0;0.0
2099;Kosovar ;2024;5.0;5.0;0.0;0.0
2100;Kyrgyz ;1975;;;;
2101;Kyrgyz ;1976;;;;
2102;Kyrgyz ;1977;;;;
2103;Kyrgyz ;1978;;;;
2104;Kyrgyz ;1979;;;;
2105;Kyrgyz ;1980;;;;
2106;Kyrgyz ;1981;;;;
2107;Kyrgyz ;1982;;;;
2108;Kyrgyz ;1983;;;;
2109;Kyrgyz ;1984;;;;
2110;Kyrgyz ;1985;;;;
2111;Kyrgyz ;1986;;;;
2112;Kyrgyz ;1987;;;;
2113;Kyrgyz ;1988;;;;
2114;Kyrgyz ;1989;;;;
2115;Kyrgyz ;1990;;;;
2116;Kyrgyz ;1991;;;;
2117;Kyrgyz ;1992;;;;
2118;Kyrgyz ;1993;;;;
2119;Kyrgyz ;1994;0.0;0.0;;
2120;Kyrgyz ;1995;0.0;0.0;;
2121;Kyrgyz ;1996;5.0;5.0;;
2122;Kyrgyz ;1997;;;;
2123;Kyrgyz ;1998;;;;
2124;Kyrgyz ;1999;5.0;5.0;;
2125;Kyrgyz ;2000;120.0;120.0;;
2126;Kyrgyz ;2001;70.0;70.0;;
2127;Kyrgyz ;2002;55.0;55.0;;
2128;Kyrgyz ;2003;20.0;20.0;;
2129;Kyrgyz ;2004;10.0;10.0;;
2130;Kyrgyz ;2005;35.0;35.0;;
2131;Kyrgyz ;2006;20.0;20.0;;
2132;Kyrgyz ;2007;5.0;5.0;0.0;
2133;Kyrgyz ;2008;5.0;0.0;5.0;
2134;Kyrgyz ;2009;10.0;5.0;5.0;
2135;Kyrgyz ;2010;10.0;10.0;5.0;
2136;Kyrgyz ;2011;20.0;20.0;0.0;
2137;Kyrgyz ;2012;10.0;5.0;5.0;
2138;Kyrgyz ;2013;5.0;5.0;0.0;
2139;Kyrgyz ;2014;10.0;10.0;0.0;0.0
2140;Kyrgyz ;2015;10.0;5.0;0.0;0.0
2141;Kyrgyz ;2016;10.0;10.0;0.0;
2142;Kyrgyz ;2017;10.0;10.0;0.0;
2143;Kyrgyz ;2018;10.0;10.0;;
2144;Kyrgyz ;2019;15.0;15.0;;
2145;Kyrgyz ;2020;5.0;0.0;0.0;0.0
2146;Kyrgyz ;2021;5.0;5.0;;
2147;Kyrgyz ;2022;20.0;20.0;0.0;0.0
2148;Kyrgyz ;2023;15.0;5.0;0.0;5.0
2149;Kyrgyz ;2024;10.0;10.0;0.0;0.0
2150;Latvian ;1975;;;;
2151;Latvian ;1976;;;;
2152;Latvian ;1977;;;;
2153;Latvian ;1978;;;;
2154;Latvian ;1979;;;;
2155;Latvian ;1980;;;;
2156;Latvian ;1981;;;;
2157;Latvian ;1982;;;;
2158;Latvian ;1983;;;;
2159;Latvian ;1984;;;;
2160;Latvian ;1985;;;;
2161;Latvian ;1986;;;;
2162;Latvian ;1987;;;;
2163;Latvian ;1988;;;;
2164;Latvian ;1989;;;;
2165;Latvian ;1990;;;;
2166;Latvian ;1991;;;;
2167;Latvian ;1992;15.0;15.0;;
2168;Latvian ;1993;30.0;30.0;;
2169;Latvian ;1994;55.0;55.0;;
2170;Latvian ;1995;10.0;10.0;;
2171;Latvian ;1996;10.0;10.0;;
2172;Latvian ;1997;5.0;5.0;;
2173;Latvian ;1998;5.0;5.0;;
2174;Latvian ;1999;10.0;10.0;;
2175;Latvian ;2000;;;;
2176;Latvian ;2001;;;;
2177;Latvian ;2002;;;;
2178;Latvian ;2003;;;;
2179;Latvian ;2004;;;;
2180;Latvian ;2005;;;;
2181;Latvian ;2006;;;;
2182;Latvian ;2007;;;;
2183;Latvian ;2008;5.0;5.0;0.0;
2184;Latvian ;2009;;;;
2185;Latvian ;2010;;;;
2186;Latvian ;2011;0.0;0.0;0.0;
2187;Latvian ;2012;0.0;0.0;0.0;
2188;Latvian ;2013;;;;
2189;Latvian ;2014;0.0;0.0;0.0;0.0
2190;Latvian ;2015;0.0;0.0;;
2191;Latvian ;2016;0.0;0.0;;
2192;Latvian ;2017;5.0;5.0;;
2193;Latvian ;2018;5.0;5.0;;
2194;Latvian ;2019;;;;
2195;Latvian ;2020;5.0;5.0;;
2196;Latvian ;2021;0.0;0.0;0.0;
2197;Latvian ;2022;;;;
2198;Latvian ;2023;0.0;0.0;0.0;0.0
2199;Latvian ;2024;5.0;5.0;0.0;0.0
2200;Lebanese ;1975;;;;
2201;Lebanese ;1976;;;;
2202;Lebanese ;1977;;;;
2203;Lebanese ;1978;;;;
2204;Lebanese ;1979;;;;
2205;Lebanese ;1980;;;;
2206;Lebanese ;1981;;;;
2207;Lebanese ;1982;15.0;15.0;;
2208;Lebanese ;1983;30.0;30.0;;
2209;Lebanese ;1984;35.0;35.0;;
2210;Lebanese ;1985;60.0;60.0;;
2211;Lebanese ;1986;175.0;175.0;;
2212;Lebanese ;1987;410.0;410.0;;
2213;Lebanese ;1988;240.0;240.0;;
2214;Lebanese ;1989;1105.0;1105.0;;
2215;Lebanese ;1990;1195.0;1195.0;;
2216;Lebanese ;1991;215.0;215.0;;
2217;Lebanese ;1992;255.0;255.0;;
2218;Lebanese ;1993;350.0;350.0;;
2219;Lebanese ;1994;350.0;350.0;;
2220;Lebanese ;1995;135.0;135.0;;
2221;Lebanese ;1996;125.0;125.0;;
2222;Lebanese ;1997;140.0;140.0;;
2223;Lebanese ;1998;160.0;160.0;;
2224;Lebanese ;1999;125.0;125.0;;
2225;Lebanese ;2000;135.0;135.0;;
2226;Lebanese ;2001;85.0;85.0;;
2227;Lebanese ;2002;80.0;80.0;;
2228;Lebanese ;2003;35.0;35.0;;
2229;Lebanese ;2004;30.0;30.0;;
2230;Lebanese ;2005;30.0;30.0;;
2231;Lebanese ;2006;75.0;75.0;;
2232;Lebanese ;2007;20.0;20.0;0.0;
2233;Lebanese ;2008;25.0;25.0;0.0;
2234;Lebanese ;2009;15.0;10.0;0.0;
2235;Lebanese ;2010;10.0;5.0;5.0;
2236;Lebanese ;2011;10.0;5.0;0.0;
2237;Lebanese ;2012;15.0;10.0;5.0;
2238;Lebanese ;2013;20.0;15.0;5.0;
2239;Lebanese ;2014;45.0;35.0;5.0;10.0
2240;Lebanese ;2015;95.0;70.0;5.0;20.0
2241;Lebanese ;2016;75.0;55.0;5.0;10.0
2242;Lebanese ;2017;95.0;60.0;5.0;30.0
2243;Lebanese ;2018;100.0;70.0;15.0;15.0
2244;Lebanese ;2019;135.0;120.0;15.0;5.0
2245;Lebanese ;2020;95.0;90.0;5.0;5.0
2246;Lebanese ;2021;85.0;70.0;10.0;5.0
2247;Lebanese ;2022;110.0;65.0;25.0;20.0
2248;Lebanese ;2023;95.0;80.0;10.0;5.0
2249;Lebanese ;2024;105.0;80.0;10.0;15.0
2250;Liberian ;1975;;;;
2251;Liberian ;1976;;;;
2252;Liberian ;1977;;;;
2253;Liberian ;1978;;;;
2254;Liberian ;1979;;;;
2255;Liberian ;1980;;;;
2256;Liberian ;1981;;;;
2257;Liberian ;1982;;;;
2258;Liberian ;1983;;;;
2259;Liberian ;1984;;;;
2260;Liberian ;1985;;;;
2261;Liberian ;1986;10.0;10.0;;
2262;Liberian ;1987;25.0;25.0;;
2263;Liberian ;1988;20.0;20.0;;
2264;Liberian ;1989;15.0;15.0;;
2265;Liberian ;1990;165.0;165.0;;
2266;Liberian ;1991;335.0;335.0;;
2267;Liberian ;1992;340.0;340.0;;
2268;Liberian ;1993;700.0;700.0;;
2269;Liberian ;1994;410.0;410.0;;
2270;Liberian ;1995;345.0;345.0;;
2271;Liberian ;1996;635.0;635.0;;
2272;Liberian ;1997;470.0;470.0;;
2273;Liberian ;1998;195.0;195.0;;
2274;Liberian ;1999;175.0;175.0;;
2275;Liberian ;2000;240.0;240.0;;
2276;Liberian ;2001;165.0;165.0;;
2277;Liberian ;2002;290.0;290.0;;
2278;Liberian ;2003;440.0;440.0;;
2279;Liberian ;2004;140.0;140.0;;
2280;Liberian ;2005;180.0;180.0;;
2281;Liberian ;2006;80.0;80.0;;
2282;Liberian ;2007;95.0;40.0;55.0;
2283;Liberian ;2008;45.0;25.0;20.0;
2284;Liberian ;2009;40.0;25.0;15.0;
2285;Liberian ;2010;35.0;30.0;5.0;
2286;Liberian ;2011;20.0;10.0;5.0;
2287;Liberian ;2012;20.0;15.0;5.0;
2288;Liberian ;2013;15.0;5.0;5.0;0.0
2289;Liberian ;2014;20.0;10.0;5.0;5.0
2290;Liberian ;2015;15.0;5.0;10.0;
2291;Liberian ;2016;15.0;10.0;5.0;
2292;Liberian ;2017;20.0;15.0;5.0;
2293;Liberian ;2018;35.0;20.0;10.0;
2294;Liberian ;2019;30.0;30.0;5.0;
2295;Liberian ;2020;15.0;10.0;0.0;0.0
2296;Liberian ;2021;15.0;10.0;5.0;0.0
2297;Liberian ;2022;15.0;10.0;0.0;5.0
2298;Liberian ;2023;25.0;20.0;5.0;0.0
2299;Liberian ;2024;30.0;25.0;5.0;0.0
2300;Libyan ;1975;;;;
2301;Libyan ;1976;;;;
2302;Libyan ;1977;;;;
2303;Libyan ;1978;;;;
2304;Libyan ;1979;;;;
2305;Libyan ;1980;;;;
2306;Libyan ;1981;;;;
2307;Libyan ;1982;;;;
2308;Libyan ;1983;;;;
2309;Libyan ;1984;;;;
2310;Libyan ;1985;;;;
2311;Libyan ;1986;;;;
2312;Libyan ;1987;10.0;10.0;;
2313;Libyan ;1988;;;;
2314;Libyan ;1989;10.0;10.0;;
2315;Libyan ;1990;10.0;10.0;;
2316;Libyan ;1991;10.0;10.0;;
2317;Libyan ;1992;20.0;20.0;;
2318;Libyan ;1993;15.0;15.0;;
2319;Libyan ;1994;55.0;55.0;;
2320;Libyan ;1995;35.0;35.0;;
2321;Libyan ;1996;60.0;60.0;;
2322;Libyan ;1997;80.0;80.0;;
2323;Libyan ;1998;130.0;130.0;;
2324;Libyan ;1999;100.0;100.0;;
2325;Libyan ;2000;85.0;85.0;;
2326;Libyan ;2001;65.0;65.0;;
2327;Libyan ;2002;60.0;60.0;;
2328;Libyan ;2003;70.0;70.0;;
2329;Libyan ;2004;25.0;25.0;;
2330;Libyan ;2005;55.0;55.0;;
2331;Libyan ;2006;35.0;35.0;;
2332;Libyan ;2007;45.0;20.0;20.0;
2333;Libyan ;2008;80.0;65.0;15.0;
2334;Libyan ;2009;115.0;100.0;15.0;
2335;Libyan ;2010;175.0;165.0;10.0;
2336;Libyan ;2011;150.0;135.0;15.0;
2337;Libyan ;2012;110.0;100.0;10.0;
2338;Libyan ;2013;170.0;125.0;40.0;5.0
2339;Libyan ;2014;160.0;100.0;55.0;0.0
2340;Libyan ;2015;105.0;70.0;30.0;5.0
2341;Libyan ;2016;370.0;340.0;25.0;0.0
2342;Libyan ;2017;390.0;355.0;35.0;
2343;Libyan ;2018;525.0;460.0;60.0;5.0
2344;Libyan ;2019;370.0;305.0;60.0;5.0
2345;Libyan ;2020;215.0;190.0;25.0;
2346;Libyan ;2021;155.0;125.0;15.0;20.0
2347;Libyan ;2022;205.0;195.0;5.0;5.0
2348;Libyan ;2023;250.0;240.0;5.0;5.0
2349;Libyan ;2024;210.0;180.0;25.0;5.0
2350;Lithuanian ;1975;;;;
2351;Lithuanian ;1976;;;;
2352;Lithuanian ;1977;;;;
2353;Lithuanian ;1978;;;;
2354;Lithuanian ;1979;;;;
2355;Lithuanian ;1980;;;;
2356;Lithuanian ;1981;;;;
2357;Lithuanian ;1982;;;;
2358;Lithuanian ;1983;;;;
2359;Lithuanian ;1984;;;;
2360;Lithuanian ;1985;;;;
2361;Lithuanian ;1986;;;;
2362;Lithuanian ;1987;;;;
2363;Lithuanian ;1988;;;;
2364;Lithuanian ;1989;;;;
2365;Lithuanian ;1990;;;;
2366;Lithuanian ;1991;;;;
2367;Lithuanian ;1992;15.0;15.0;;
2368;Lithuanian ;1993;45.0;45.0;;
2369;Lithuanian ;1994;65.0;65.0;;
2370;Lithuanian ;1995;20.0;20.0;;
2371;Lithuanian ;1996;10.0;10.0;;
2372;Lithuanian ;1997;15.0;15.0;;
2373;Lithuanian ;1998;10.0;10.0;;
2374;Lithuanian ;1999;10.0;10.0;;
2375;Lithuanian ;2000;;;;
2376;Lithuanian ;2001;;;;
2377;Lithuanian ;2002;;;;
2378;Lithuanian ;2003;;;;
2379;Lithuanian ;2004;;;;
2380;Lithuanian ;2005;;;;
2381;Lithuanian ;2006;;;;
2382;Lithuanian ;2007;;;;
2383;Lithuanian ;2008;0.0;;0.0;
2384;Lithuanian ;2009;0.0;0.0;0.0;
2385;Lithuanian ;2010;5.0;0.0;0.0;
2386;Lithuanian ;2011;;;;
2387;Lithuanian ;2012;5.0;5.0;0.0;
2388;Lithuanian ;2013;;;;
2389;Lithuanian ;2014;5.0;5.0;;
2390;Lithuanian ;2015;;;;
2391;Lithuanian ;2016;0.0;0.0;;
2392;Lithuanian ;2017;0.0;0.0;;
2393;Lithuanian ;2018;;;;
2394;Lithuanian ;2019;5.0;0.0;0.0;
2395;Lithuanian ;2020;5.0;5.0;;
2396;Lithuanian ;2021;0.0;0.0;;
2397;Lithuanian ;2022;0.0;0.0;0.0;0.0
2398;Lithuanian ;2023;5.0;5.0;0.0;0.0
2399;Lithuanian ;2024;;;;
2400;Macedonian ;1975;;;;
2401;Macedonian ;1976;;;;
2402;Macedonian ;1977;;;;
2403;Macedonian ;1978;;;;
2404;Macedonian ;1979;;;;
2405;Macedonian ;1980;;;;
2406;Macedonian ;1981;;;;
2407;Macedonian ;1982;;;;
2408;Macedonian ;1983;;;;
2409;Macedonian ;1984;;;;
2410;Macedonian ;1985;;;;
2411;Macedonian ;1986;;;;
2412;Macedonian ;1987;;;;
2413;Macedonian ;1988;;;;
2414;Macedonian ;1989;;;;
2415;Macedonian ;1990;;;;
2416;Macedonian ;1991;;;;
2417;Macedonian ;1992;;;;
2418;Macedonian ;1993;215.0;215.0;;
2419;Macedonian ;1994;360.0;360.0;;
2420;Macedonian ;1995;145.0;145.0;;
2421;Macedonian ;1996;110.0;110.0;;
2422;Macedonian ;1997;95.0;95.0;;
2423;Macedonian ;1998;115.0;115.0;;
2424;Macedonian ;1999;80.0;80.0;;
2425;Macedonian ;2000;60.0;60.0;;
2426;Macedonian ;2001;185.0;185.0;;
2427;Macedonian ;2002;80.0;80.0;;
2428;Macedonian ;2003;30.0;30.0;;
2429;Macedonian ;2004;30.0;30.0;;
2430;Macedonian ;2005;15.0;15.0;;
2431;Macedonian ;2006;25.0;25.0;;
2432;Macedonian ;2007;10.0;5.0;5.0;
2433;Macedonian ;2008;5.0;5.0;0.0;
2434;Macedonian ;2009;15.0;5.0;5.0;
2435;Macedonian ;2010;390.0;390.0;0.0;
2436;Macedonian ;2011;265.0;265.0;0.0;
2437;Macedonian ;2012;60.0;55.0;5.0;
2438;Macedonian ;2013;100.0;95.0;5.0;
2439;Macedonian ;2014;120.0;110.0;5.0;
2440;Macedonian ;2015;110.0;110.0;;
2441;Macedonian ;2016;435.0;430.0;5.0;
2442;Macedonian ;2017;120.0;110.0;10.0;
2443;Macedonian ;2018;105.0;90.0;10.0;
2444;Macedonian ;2019;325.0;295.0;30.0;
2445;Macedonian ;2020;60.0;55.0;10.0;
2446;Macedonian ;2021;15.0;15.0;0.0;
2447;Macedonian ;2022;15.0;15.0;0.0;0.0
2448;Macedonian ;2023;20.0;20.0;0.0;0.0
2449;Macedonian ;2024;30.0;30.0;0.0;0.0
2450;Malian ;1975;;;;
2451;Malian ;1976;;;;
2452;Malian ;1977;;;;
2453;Malian ;1978;;;;
2454;Malian ;1979;;;;
2455;Malian ;1980;;;;
2456;Malian ;1981;;;;
2457;Malian ;1982;;;;
2458;Malian ;1983;;;;
2459;Malian ;1984;;;;
2460;Malian ;1985;;;;
2461;Malian ;1986;;;;
2462;Malian ;1987;10.0;10.0;;
2463;Malian ;1988;5.0;5.0;;
2464;Malian ;1989;5.0;5.0;;
2465;Malian ;1990;5.0;5.0;;
2466;Malian ;1991;15.0;15.0;;
2467;Malian ;1992;10.0;10.0;;
2468;Malian ;1993;0.0;0.0;;
2469;Malian ;1994;20.0;20.0;;
2470;Malian ;1995;10.0;10.0;;
2471;Malian ;1996;5.0;5.0;;
2472;Malian ;1997;5.0;5.0;;
2473;Malian ;1998;5.0;5.0;;
2474;Malian ;1999;5.0;5.0;;
2475;Malian ;2000;10.0;10.0;;
2476;Malian ;2001;20.0;20.0;;
2477;Malian ;2002;10.0;10.0;;
2478;Malian ;2003;0.0;0.0;;
2479;Malian ;2004;0.0;0.0;;
2480;Malian ;2005;0.0;0.0;;
2481;Malian ;2006;0.0;0.0;;
2482;Malian ;2007;0.0;0.0;0.0;
2483;Malian ;2008;5.0;5.0;0.0;
2484;Malian ;2009;5.0;5.0;0.0;
2485;Malian ;2010;25.0;20.0;0.0;
2486;Malian ;2011;15.0;10.0;0.0;
2487;Malian ;2012;40.0;30.0;5.0;
2488;Malian ;2013;60.0;50.0;5.0;
2489;Malian ;2014;45.0;35.0;10.0;
2490;Malian ;2015;20.0;10.0;5.0;5.0
2491;Malian ;2016;30.0;25.0;5.0;
2492;Malian ;2017;65.0;60.0;5.0;
2493;Malian ;2018;45.0;35.0;10.0;
2494;Malian ;2019;45.0;40.0;0.0;
2495;Malian ;2020;25.0;20.0;5.0;
2496;Malian ;2021;25.0;25.0;;
2497;Malian ;2022;25.0;20.0;5.0;0.0
2498;Malian ;2023;25.0;25.0;0.0;0.0
2499;Malian ;2024;40.0;35.0;5.0;0.0
2500;Mauritanian ;1975;;;;
2501;Mauritanian ;1976;;;;
2502;Mauritanian ;1977;;;;
2503;Mauritanian ;1978;;;;
2504;Mauritanian ;1979;;;;
2505;Mauritanian ;1980;;;;
2506;Mauritanian ;1981;;;;
2507;Mauritanian ;1982;;;;
2508;Mauritanian ;1983;;;;
2509;Mauritanian ;1984;;;;
2510;Mauritanian ;1985;;;;
2511;Mauritanian ;1986;;;;
2512;Mauritanian ;1987;;;;
2513;Mauritanian ;1988;;;;
2514;Mauritanian ;1989;;;;
2515;Mauritanian ;1990;15.0;15.0;;
2516;Mauritanian ;1991;25.0;25.0;;
2517;Mauritanian ;1992;20.0;20.0;;
