ID;BedrijfstakBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Waarde_3;CumulatieveWaarde_4
718;73 Reclamewezen en marktonderzoek;2006 4e kwartaal;125.0;104.0;5.8;3.7
719;73 Reclamewezen en marktonderzoek;2006;104.0;104.0;3.7;3.7
720;73 Reclamewezen en marktonderzoek;2007 1e kwartaal;94.0;104.0;1.0;1.0
721;73 Reclamewezen en marktonderzoek;2007 2e kwartaal;108.0;104.0;1.4;1.2
722;73 Reclamewezen en marktonderzoek;2007 3e kwartaal;92.0;105.0;1.6;1.3
723;73 Reclamewezen en marktonderzoek;2007 4e kwartaal;127.0;105.0;1.1;1.3
724;73 Reclamewezen en marktonderzoek;2007;105.0;105.0;1.3;1.3
725;73 Reclamewezen en marktonderzoek;2008 1e kwartaal;97.0;106.0;3.1;3.1
726;73 Reclamewezen en marktonderzoek;2008 2e kwartaal;113.0;107.0;5.0;4.1
727;73 Reclamewezen en marktonderzoek;2008 3e kwartaal;97.0;109.0;6.0;4.7
728;73 Reclamewezen en marktonderzoek;2008 4e kwartaal;126.0;108.0;-0.6;3.1
729;73 Reclamewezen en marktonderzoek;2008;108.0;108.0;3.1;3.1
730;73 Reclamewezen en marktonderzoek;2009 1e kwartaal;93.0;108.0;-3.5;-3.5
731;73 Reclamewezen en marktonderzoek;2009 2e kwartaal;102.0;105.0;-10.3;-7.1
732;73 Reclamewezen en marktonderzoek;2009 3e kwartaal;86.0;102.0;-11.4;-8.5
733;73 Reclamewezen en marktonderzoek;2009 4e kwartaal;111.0;98.0;-11.6;-9.4
734;73 Reclamewezen en marktonderzoek;2009;98.0;98.0;-9.4;-9.4
735;73 Reclamewezen en marktonderzoek;2010 1e kwartaal;87.0;96.0;-7.3;-7.3
736;73 Reclamewezen en marktonderzoek;2010 2e kwartaal;101.0;96.0;-0.8;-3.9
737;73 Reclamewezen en marktonderzoek;2010 3e kwartaal;89.0;97.0;3.7;-1.6
738;73 Reclamewezen en marktonderzoek;2010 4e kwartaal;114.0;98.0;1.9;-0.6
739;73 Reclamewezen en marktonderzoek;2010;98.0;98.0;-0.6;-0.6
740;73 Reclamewezen en marktonderzoek;2011 1e kwartaal;91.0;99.0;4.7;4.7
741;73 Reclamewezen en marktonderzoek;2011 2e kwartaal;97.0;98.0;-3.8;0.2
742;73 Reclamewezen en marktonderzoek;2011 3e kwartaal;86.0;97.0;-3.7;-1.1
743;73 Reclamewezen en marktonderzoek;2011 4e kwartaal;107.0;95.0;-6.0;-2.5
744;73 Reclamewezen en marktonderzoek;2011;95.0;95.0;-2.5;-2.5
745;73 Reclamewezen en marktonderzoek;2012 1e kwartaal;84.0;93.0;-7.2;-7.2
746;73 Reclamewezen en marktonderzoek;2012 2e kwartaal;94.0;93.0;-3.5;-5.3
747;73 Reclamewezen en marktonderzoek;2012 3e kwartaal;81.0;91.0;-5.6;-5.4
748;73 Reclamewezen en marktonderzoek;2012 4e kwartaal;100.0;90.0;-6.1;-5.6
749;73 Reclamewezen en marktonderzoek;2012;90.0;90.0;-5.6;-5.6
750;731 Reclamewezen;2003 1e kwartaal;85.0;;;
751;731 Reclamewezen;2003 2e kwartaal;97.0;;;
752;731 Reclamewezen;2003 3e kwartaal;81.0;;;
753;731 Reclamewezen;2003 4e kwartaal;107.0;93.0;;
754;731 Reclamewezen;2003;93.0;93.0;;
755;731 Reclamewezen;2004 1e kwartaal;84.0;92.0;-1.6;-1.6
756;731 Reclamewezen;2004 2e kwartaal;100.0;93.0;3.3;1.0
757;731 Reclamewezen;2004 3e kwartaal;86.0;94.0;5.6;2.4
758;731 Reclamewezen;2004 4e kwartaal;115.0;96.0;7.2;3.8
759;731 Reclamewezen;2004;96.0;96.0;3.8;3.8
760;731 Reclamewezen;2005 1e kwartaal;87.0;97.0;3.7;3.7
761;731 Reclamewezen;2005 2e kwartaal;104.0;98.0;4.0;3.9
762;731 Reclamewezen;2005 3e kwartaal;89.0;99.0;3.7;3.8
763;731 Reclamewezen;2005 4e kwartaal;120.0;100.0;4.7;4.1
764;731 Reclamewezen;2005;100.0;100.0;4.1;4.1
765;731 Reclamewezen;2006 1e kwartaal;89.0;101.0;2.5;2.5
766;731 Reclamewezen;2006 2e kwartaal;103.0;100.0;-0.8;0.7
767;731 Reclamewezen;2006 3e kwartaal;86.0;100.0;-3.5;-0.6
768;731 Reclamewezen;2006 4e kwartaal;123.0;100.0;2.8;0.4
769;731 Reclamewezen;2006;100.0;100.0;0.4;0.4
770;731 Reclamewezen;2007 1e kwartaal;88.0;100.0;-1.5;-1.5
771;731 Reclamewezen;2007 2e kwartaal;104.0;100.0;0.4;-0.5
772;731 Reclamewezen;2007 3e kwartaal;84.0;100.0;-1.2;-0.7
773;731 Reclamewezen;2007 4e kwartaal;121.0;99.0;-2.0;-1.1
774;731 Reclamewezen;2007;99.0;99.0;-1.1;-1.1
775;731 Reclamewezen;2008 1e kwartaal;87.0;99.0;-1.0;-1.0
776;731 Reclamewezen;2008 2e kwartaal;104.0;99.0;0.7;0.0
777;731 Reclamewezen;2008 3e kwartaal;87.0;100.0;2.8;0.8
778;731 Reclamewezen;2008 4e kwartaal;116.0;99.0;-3.9;-0.6
779;731 Reclamewezen;2008;99.0;99.0;-0.6;-0.6
780;731 Reclamewezen;2009 1e kwartaal;80.0;97.0;-8.0;-8.0
781;731 Reclamewezen;2009 2e kwartaal;89.0;93.0;-15.1;-11.9
782;731 Reclamewezen;2009 3e kwartaal;72.0;89.0;-16.8;-13.4
783;731 Reclamewezen;2009 4e kwartaal;97.0;85.0;-16.2;-14.2
784;731 Reclamewezen;2009;85.0;85.0;-14.2;-14.2
785;731 Reclamewezen;2010 1e kwartaal;72.0;83.0;-9.9;-9.9
786;731 Reclamewezen;2010 2e kwartaal;88.0;82.0;-1.0;-5.2
787;731 Reclamewezen;2010 3e kwartaal;75.0;83.0;3.4;-2.6
788;731 Reclamewezen;2010 4e kwartaal;98.0;83.0;0.8;-1.7
789;731 Reclamewezen;2010;83.0;83.0;-1.7;-1.7
790;731 Reclamewezen;2011 1e kwartaal;74.0;84.0;3.0;3.0
791;731 Reclamewezen;2011 2e kwartaal;81.0;82.0;-7.2;-2.6
792;731 Reclamewezen;2011 3e kwartaal;71.0;81.0;-5.5;-3.5
793;731 Reclamewezen;2011 4e kwartaal;91.0;79.0;-6.7;-4.5
794;731 Reclamewezen;2011;79.0;79.0;-4.5;-4.5
795;731 Reclamewezen;2012 1e kwartaal;70.0;78.0;-6.2;-6.2
796;731 Reclamewezen;2012 2e kwartaal;80.0;78.0;-1.2;-3.6
797;731 Reclamewezen;2012 3e kwartaal;66.0;77.0;-6.7;-4.6
798;731 Reclamewezen;2012 4e kwartaal;83.0;75.0;-8.8;-5.8
799;731 Reclamewezen;2012;75.0;75.0;-5.8;-5.8
800;732 Markt- en opinieonderzoek;2003 1e kwartaal;;;;
801;732 Markt- en opinieonderzoek;2003 2e kwartaal;;;;
802;732 Markt- en opinieonderzoek;2003 3e kwartaal;;;;
803;732 Markt- en opinieonderzoek;2003 4e kwartaal;;;;
804;732 Markt- en opinieonderzoek;2003;;;;
805;732 Markt- en opinieonderzoek;2004 1e kwartaal;;;;
806;732 Markt- en opinieonderzoek;2004 2e kwartaal;;;;
807;732 Markt- en opinieonderzoek;2004 3e kwartaal;;;;
808;732 Markt- en opinieonderzoek;2004 4e kwartaal;;;;
809;732 Markt- en opinieonderzoek;2004;;;;
810;732 Markt- en opinieonderzoek;2005 1e kwartaal;97.0;;;
811;732 Markt- en opinieonderzoek;2005 2e kwartaal;98.0;;;
812;732 Markt- en opinieonderzoek;2005 3e kwartaal;95.0;;;
813;732 Markt- en opinieonderzoek;2005 4e kwartaal;110.0;100.0;;
814;732 Markt- en opinieonderzoek;2005;100.0;100.0;;
815;732 Markt- en opinieonderzoek;2006 1e kwartaal;110.0;103.0;13.7;13.7
816;732 Markt- en opinieonderzoek;2006 2e kwartaal;121.0;109.0;23.5;18.6
817;732 Markt- en opinieonderzoek;2006 3e kwartaal;113.0;114.0;18.7;18.6
818;732 Markt- en opinieonderzoek;2006 4e kwartaal;134.0;119.0;21.6;19.5
819;732 Markt- en opinieonderzoek;2006;119.0;119.0;19.5;19.5
820;732 Markt- en opinieonderzoek;2007 1e kwartaal;122.0;122.0;10.7;10.7
821;732 Markt- en opinieonderzoek;2007 2e kwartaal;128.0;124.0;5.7;8.1
822;732 Markt- en opinieonderzoek;2007 3e kwartaal;126.0;127.0;11.8;9.3
823;732 Markt- en opinieonderzoek;2007 4e kwartaal;154.0;132.0;14.9;10.9
824;732 Markt- en opinieonderzoek;2007;132.0;132.0;10.9;10.9
825;732 Markt- en opinieonderzoek;2008 1e kwartaal;142.0;138.0;16.9;16.9
826;732 Markt- en opinieonderzoek;2008 2e kwartaal;156.0;144.0;21.3;19.2
827;732 Markt- en opinieonderzoek;2008 3e kwartaal;146.0;150.0;16.3;18.2
828;732 Markt- en opinieonderzoek;2008 4e kwartaal;172.0;154.0;11.8;16.4
829;732 Markt- en opinieonderzoek;2008;154.0;154.0;16.4;16.4
830;732 Markt- en opinieonderzoek;2009 1e kwartaal;156.0;158.0;9.8;9.8
831;732 Markt- en opinieonderzoek;2009 2e kwartaal;163.0;159.0;4.9;7.2
832;732 Markt- en opinieonderzoek;2009 3e kwartaal;152.0;161.0;3.7;6.1
833;732 Markt- en opinieonderzoek;2009 4e kwartaal;178.0;162.0;3.1;5.2
834;732 Markt- en opinieonderzoek;2009;162.0;162.0;5.2;5.2
835;732 Markt- en opinieonderzoek;2010 1e kwartaal;154.0;162.0;-1.1;-1.1
836;732 Markt- en opinieonderzoek;2010 2e kwartaal;163.0;162.0;-0.2;-0.6
837;732 Markt- en opinieonderzoek;2010 3e kwartaal;158.0;163.0;4.2;0.9
838;732 Markt- en opinieonderzoek;2010 4e kwartaal;187.0;165.0;4.9;2.0
839;732 Markt- en opinieonderzoek;2010;165.0;165.0;2.0;2.0
840;732 Markt- en opinieonderzoek;2011 1e kwartaal;168.0;169.0;8.7;8.7
841;732 Markt- en opinieonderzoek;2011 2e kwartaal;171.0;171.0;5.0;6.8
842;732 Markt- en opinieonderzoek;2011 3e kwartaal;159.0;171.0;0.2;4.6
843;732 Markt- en opinieonderzoek;2011 4e kwartaal;178.0;169.0;-4.3;2.1
844;732 Markt- en opinieonderzoek;2011;169.0;169.0;2.1;2.1
845;732 Markt- en opinieonderzoek;2012 1e kwartaal;152.0;165.0;-9.2;-9.2
846;732 Markt- en opinieonderzoek;2012 2e kwartaal;156.0;161.0;-8.6;-8.9
847;732 Markt- en opinieonderzoek;2012 3e kwartaal;153.0;160.0;-3.3;-7.1
848;732 Markt- en opinieonderzoek;2012 4e kwartaal;179.0;160.0;0.4;-5.1
849;732 Markt- en opinieonderzoek;2012;160.0;160.0;-5.1;-5.1
850;74 Design, fotografie, vertaalbureaus;2003 1e kwartaal;;;;
851;74 Design, fotografie, vertaalbureaus;2003 2e kwartaal;;;;
852;74 Design, fotografie, vertaalbureaus;2003 3e kwartaal;;;;
853;74 Design, fotografie, vertaalbureaus;2003 4e kwartaal;;;;
854;74 Design, fotografie, vertaalbureaus;2003;;;;
855;74 Design, fotografie, vertaalbureaus;2004 1e kwartaal;;;;
856;74 Design, fotografie, vertaalbureaus;2004 2e kwartaal;;;;
857;74 Design, fotografie, vertaalbureaus;2004 3e kwartaal;;;;
858;74 Design, fotografie, vertaalbureaus;2004 4e kwartaal;;;;
859;74 Design, fotografie, vertaalbureaus;2004;;;;
860;74 Design, fotografie, vertaalbureaus;2005 1e kwartaal;95.0;;;
861;74 Design, fotografie, vertaalbureaus;2005 2e kwartaal;99.0;;;
862;74 Design, fotografie, vertaalbureaus;2005 3e kwartaal;96.0;;;
863;74 Design, fotografie, vertaalbureaus;2005 4e kwartaal;110.0;100.0;;
864;74 Design, fotografie, vertaalbureaus;2005;100.0;100.0;;
865;74 Design, fotografie, vertaalbureaus;2006 1e kwartaal;100.0;101.0;4.4;4.4
866;74 Design, fotografie, vertaalbureaus;2006 2e kwartaal;109.0;104.0;10.0;7.3
867;74 Design, fotografie, vertaalbureaus;2006 3e kwartaal;103.0;105.0;7.6;7.4
868;74 Design, fotografie, vertaalbureaus;2006 4e kwartaal;128.0;110.0;15.7;9.7
869;74 Design, fotografie, vertaalbureaus;2006;110.0;110.0;9.7;9.7
870;74 Design, fotografie, vertaalbureaus;2007 1e kwartaal;114.0;113.0;14.8;14.8
871;74 Design, fotografie, vertaalbureaus;2007 2e kwartaal;121.0;116.0;10.9;12.8
872;74 Design, fotografie, vertaalbureaus;2007 3e kwartaal;113.0;119.0;10.1;11.9
873;74 Design, fotografie, vertaalbureaus;2007 4e kwartaal;133.0;120.0;4.1;9.6
874;74 Design, fotografie, vertaalbureaus;2007;120.0;120.0;9.6;9.6
875;74 Design, fotografie, vertaalbureaus;2008 1e kwartaal;123.0;122.0;7.5;7.5
876;74 Design, fotografie, vertaalbureaus;2008 2e kwartaal;131.0;125.0;8.9;8.2
877;74 Design, fotografie, vertaalbureaus;2008 3e kwartaal;124.0;128.0;9.4;8.6
878;74 Design, fotografie, vertaalbureaus;2008 4e kwartaal;144.0;131.0;8.4;8.5
879;74 Design, fotografie, vertaalbureaus;2008;131.0;131.0;8.5;8.5
880;74 Design, fotografie, vertaalbureaus;2009 1e kwartaal;128.0;132.0;4.2;4.2
881;74 Design, fotografie, vertaalbureaus;2009 2e kwartaal;126.0;130.0;-4.5;-0.3
882;74 Design, fotografie, vertaalbureaus;2009 3e kwartaal;114.0;128.0;-7.8;-2.7
883;74 Design, fotografie, vertaalbureaus;2009 4e kwartaal;128.0;124.0;-11.3;-5.1
884;74 Design, fotografie, vertaalbureaus;2009;124.0;124.0;-5.1;-5.1
885;74 Design, fotografie, vertaalbureaus;2010 1e kwartaal;116.0;121.0;-9.7;-9.7
886;74 Design, fotografie, vertaalbureaus;2010 2e kwartaal;108.0;116.0;-14.3;-11.9
887;74 Design, fotografie, vertaalbureaus;2010 3e kwartaal;107.0;115.0;-6.1;-10.1
888;74 Design, fotografie, vertaalbureaus;2010 4e kwartaal;120.0;113.0;-6.5;-9.2
889;74 Design, fotografie, vertaalbureaus;2010;113.0;113.0;-9.2;-9.2
890;74 Design, fotografie, vertaalbureaus;2011 1e kwartaal;121.0;114.0;4.7;4.7
891;74 Design, fotografie, vertaalbureaus;2011 2e kwartaal;119.0;117.0;10.3;7.4
892;74 Design, fotografie, vertaalbureaus;2011 3e kwartaal;110.0;117.0;2.9;6.0
893;74 Design, fotografie, vertaalbureaus;2011 4e kwartaal;120.0;118.0;0.2;4.4
894;74 Design, fotografie, vertaalbureaus;2011;118.0;118.0;4.4;4.4
895;74 Design, fotografie, vertaalbureaus;2012 1e kwartaal;124.0;118.0;2.6;2.6
896;74 Design, fotografie, vertaalbureaus;2012 2e kwartaal;123.0;119.0;3.2;2.9
897;74 Design, fotografie, vertaalbureaus;2012 3e kwartaal;118.0;121.0;7.1;4.3
898;74 Design, fotografie, vertaalbureaus;2012 4e kwartaal;122.0;122.0;1.9;3.7
899;74 Design, fotografie, vertaalbureaus;2012;122.0;122.0;3.7;3.7
900;75 Veterinaire dienstverlening;2003 1e kwartaal;;;;
901;75 Veterinaire dienstverlening;2003 2e kwartaal;;;;
902;75 Veterinaire dienstverlening;2003 3e kwartaal;;;;
903;75 Veterinaire dienstverlening;2003 4e kwartaal;;;;
904;75 Veterinaire dienstverlening;2003;;;;
905;75 Veterinaire dienstverlening;2004 1e kwartaal;;;;
906;75 Veterinaire dienstverlening;2004 2e kwartaal;;;;
907;75 Veterinaire dienstverlening;2004 3e kwartaal;;;;
908;75 Veterinaire dienstverlening;2004 4e kwartaal;;;;
909;75 Veterinaire dienstverlening;2004;;;;
910;75 Veterinaire dienstverlening;2005 1e kwartaal;;;;
911;75 Veterinaire dienstverlening;2005 2e kwartaal;;;;
912;75 Veterinaire dienstverlening;2005 3e kwartaal;;;;
913;75 Veterinaire dienstverlening;2005 4e kwartaal;;;;
914;75 Veterinaire dienstverlening;2005;;;;
915;75 Veterinaire dienstverlening;2006 1e kwartaal;;;;
916;75 Veterinaire dienstverlening;2006 2e kwartaal;;;;
917;75 Veterinaire dienstverlening;2006 3e kwartaal;;;;
918;75 Veterinaire dienstverlening;2006 4e kwartaal;;;;
919;75 Veterinaire dienstverlening;2006;;;;
920;75 Veterinaire dienstverlening;2007 1e kwartaal;;;;
921;75 Veterinaire dienstverlening;2007 2e kwartaal;;;;
922;75 Veterinaire dienstverlening;2007 3e kwartaal;;;;
923;75 Veterinaire dienstverlening;2007 4e kwartaal;;;;
924;75 Veterinaire dienstverlening;2007;;;;
925;75 Veterinaire dienstverlening;2008 1e kwartaal;;;;
926;75 Veterinaire dienstverlening;2008 2e kwartaal;;;;
927;75 Veterinaire dienstverlening;2008 3e kwartaal;;;;
928;75 Veterinaire dienstverlening;2008 4e kwartaal;;;;
929;75 Veterinaire dienstverlening;2008;;;;
930;75 Veterinaire dienstverlening;2009 1e kwartaal;;;;
931;75 Veterinaire dienstverlening;2009 2e kwartaal;;;;
932;75 Veterinaire dienstverlening;2009 3e kwartaal;;;;
933;75 Veterinaire dienstverlening;2009 4e kwartaal;;;;
934;75 Veterinaire dienstverlening;2009;;;;
935;75 Veterinaire dienstverlening;2010 1e kwartaal;;;;
936;75 Veterinaire dienstverlening;2010 2e kwartaal;;;;
937;75 Veterinaire dienstverlening;2010 3e kwartaal;;;;
938;75 Veterinaire dienstverlening;2010 4e kwartaal;;;;
939;75 Veterinaire dienstverlening;2010;;;;
940;75 Veterinaire dienstverlening;2011 1e kwartaal;;;;
941;75 Veterinaire dienstverlening;2011 2e kwartaal;;;;
942;75 Veterinaire dienstverlening;2011 3e kwartaal;;;;
943;75 Veterinaire dienstverlening;2011 4e kwartaal;;;;
944;75 Veterinaire dienstverlening;2011;;;;
945;75 Veterinaire dienstverlening;2012 1e kwartaal;;;;
946;75 Veterinaire dienstverlening;2012 2e kwartaal;;;;
947;75 Veterinaire dienstverlening;2012 3e kwartaal;;;;
948;75 Veterinaire dienstverlening;2012 4e kwartaal;;;;
949;75 Veterinaire dienstverlening;2012;;;;
950;N Verhuur en overige zakelijke diensten;2003 1e kwartaal;;;;
951;N Verhuur en overige zakelijke diensten;2003 2e kwartaal;;;;
952;N Verhuur en overige zakelijke diensten;2003 3e kwartaal;;;;
953;N Verhuur en overige zakelijke diensten;2003 4e kwartaal;;;;
954;N Verhuur en overige zakelijke diensten;2003;;;;
955;N Verhuur en overige zakelijke diensten;2004 1e kwartaal;;;;
956;N Verhuur en overige zakelijke diensten;2004 2e kwartaal;;;;
957;N Verhuur en overige zakelijke diensten;2004 3e kwartaal;;;;
958;N Verhuur en overige zakelijke diensten;2004 4e kwartaal;;;;
959;N Verhuur en overige zakelijke diensten;2004;;;;
960;N Verhuur en overige zakelijke diensten;2005 1e kwartaal;88.0;;;
961;N Verhuur en overige zakelijke diensten;2005 2e kwartaal;100.0;;;
962;N Verhuur en overige zakelijke diensten;2005 3e kwartaal;106.0;;;
963;N Verhuur en overige zakelijke diensten;2005 4e kwartaal;106.0;100.0;;
964;N Verhuur en overige zakelijke diensten;2005;100.0;100.0;;
965;N Verhuur en overige zakelijke diensten;2006 1e kwartaal;101.0;103.0;14.1;14.1
966;N Verhuur en overige zakelijke diensten;2006 2e kwartaal;113.0;106.0;13.3;13.7
967;N Verhuur en overige zakelijke diensten;2006 3e kwartaal;123.0;111.0;15.7;14.4
968;N Verhuur en overige zakelijke diensten;2006 4e kwartaal;122.0;115.0;15.3;14.7
969;N Verhuur en overige zakelijke diensten;2006;115.0;115.0;14.7;14.7
970;N Verhuur en overige zakelijke diensten;2007 1e kwartaal;117.0;119.0;16.6;16.6
971;N Verhuur en overige zakelijke diensten;2007 2e kwartaal;127.0;122.0;12.3;14.3
972;N Verhuur en overige zakelijke diensten;2007 3e kwartaal;135.0;125.0;10.1;12.8
973;N Verhuur en overige zakelijke diensten;2007 4e kwartaal;135.0;129.0;10.4;12.1
974;N Verhuur en overige zakelijke diensten;2007;129.0;129.0;12.1;12.1
975;N Verhuur en overige zakelijke diensten;2008 1e kwartaal;129.0;132.0;10.1;10.1
976;N Verhuur en overige zakelijke diensten;2008 2e kwartaal;139.0;134.0;9.2;9.6
977;N Verhuur en overige zakelijke diensten;2008 3e kwartaal;142.0;136.0;5.6;8.2
978;N Verhuur en overige zakelijke diensten;2008 4e kwartaal;140.0;137.0;3.3;6.9
979;N Verhuur en overige zakelijke diensten;2008;137.0;137.0;6.9;6.9
980;N Verhuur en overige zakelijke diensten;2009 1e kwartaal;126.0;137.0;-2.5;-2.5
981;N Verhuur en overige zakelijke diensten;2009 2e kwartaal;129.0;134.0;-7.2;-4.9
982;N Verhuur en overige zakelijke diensten;2009 3e kwartaal;134.0;132.0;-6.1;-5.3
983;N Verhuur en overige zakelijke diensten;2009 4e kwartaal;127.0;129.0;-9.1;-6.3
984;N Verhuur en overige zakelijke diensten;2009;129.0;129.0;-6.3;-6.3
985;N Verhuur en overige zakelijke diensten;2010 1e kwartaal;115.0;126.0;-8.6;-8.6
986;N Verhuur en overige zakelijke diensten;2010 2e kwartaal;126.0;126.0;-1.9;-5.2
987;N Verhuur en overige zakelijke diensten;2010 3e kwartaal;137.0;126.0;2.6;-2.5
988;N Verhuur en overige zakelijke diensten;2010 4e kwartaal;132.0;128.0;4.0;-0.9
989;N Verhuur en overige zakelijke diensten;2010;128.0;128.0;-0.9;-0.9
990;N Verhuur en overige zakelijke diensten;2011 1e kwartaal;123.0;130.0;6.5;6.5
991;N Verhuur en overige zakelijke diensten;2011 2e kwartaal;136.0;132.0;7.7;7.2
992;N Verhuur en overige zakelijke diensten;2011 3e kwartaal;142.0;133.0;3.2;5.7
993;N Verhuur en overige zakelijke diensten;2011 4e kwartaal;136.0;134.0;3.2;5.1
994;N Verhuur en overige zakelijke diensten;2011;134.0;134.0;5.1;5.1
995;N Verhuur en overige zakelijke diensten;2012 1e kwartaal;125.0;135.0;1.5;1.5
996;N Verhuur en overige zakelijke diensten;2012 2e kwartaal;139.0;135.0;2.3;1.9
997;N Verhuur en overige zakelijke diensten;2012 3e kwartaal;147.0;137.0;4.0;2.7
998;N Verhuur en overige zakelijke diensten;2012 4e kwartaal;136.0;137.0;-0.6;1.8
999;N Verhuur en overige zakelijke diensten;2012;137.0;137.0;1.8;1.8
1000;77 Verhuur van roerende goederen;2003 1e kwartaal;;;;
1001;77 Verhuur van roerende goederen;2003 2e kwartaal;;;;
1002;77 Verhuur van roerende goederen;2003 3e kwartaal;;;;
1003;77 Verhuur van roerende goederen;2003 4e kwartaal;;;;
1004;77 Verhuur van roerende goederen;2003;;;;
1005;77 Verhuur van roerende goederen;2004 1e kwartaal;;;;
1006;77 Verhuur van roerende goederen;2004 2e kwartaal;;;;
1007;77 Verhuur van roerende goederen;2004 3e kwartaal;;;;
1008;77 Verhuur van roerende goederen;2004 4e kwartaal;;;;
1009;77 Verhuur van roerende goederen;2004;;;;
1010;77 Verhuur van roerende goederen;2005 1e kwartaal;;;;
1011;77 Verhuur van roerende goederen;2005 2e kwartaal;;;;
1012;77 Verhuur van roerende goederen;2005 3e kwartaal;;;;
1013;77 Verhuur van roerende goederen;2005 4e kwartaal;;;;
1014;77 Verhuur van roerende goederen;2005;;;;
1015;77 Verhuur van roerende goederen;2006 1e kwartaal;;;;
1016;77 Verhuur van roerende goederen;2006 2e kwartaal;;;;
1017;77 Verhuur van roerende goederen;2006 3e kwartaal;;;;
1018;77 Verhuur van roerende goederen;2006 4e kwartaal;;;;
1019;77 Verhuur van roerende goederen;2006;;;;
1020;77 Verhuur van roerende goederen;2007 1e kwartaal;;;;
1021;77 Verhuur van roerende goederen;2007 2e kwartaal;;;;
1022;77 Verhuur van roerende goederen;2007 3e kwartaal;;;;
1023;77 Verhuur van roerende goederen;2007 4e kwartaal;;;;
1024;77 Verhuur van roerende goederen;2007;;;;
1025;77 Verhuur van roerende goederen;2008 1e kwartaal;;;;
1026;77 Verhuur van roerende goederen;2008 2e kwartaal;;;;
1027;77 Verhuur van roerende goederen;2008 3e kwartaal;;;;
1028;77 Verhuur van roerende goederen;2008 4e kwartaal;;;;
1029;77 Verhuur van roerende goederen;2008;;;;
1030;77 Verhuur van roerende goederen;2009 1e kwartaal;;;;
1031;77 Verhuur van roerende goederen;2009 2e kwartaal;;;;
1032;77 Verhuur van roerende goederen;2009 3e kwartaal;;;;
1033;77 Verhuur van roerende goederen;2009 4e kwartaal;;;;
1034;77 Verhuur van roerende goederen;2009;;;;
1035;77 Verhuur van roerende goederen;2010 1e kwartaal;;;;
1036;77 Verhuur van roerende goederen;2010 2e kwartaal;;;;
1037;77 Verhuur van roerende goederen;2010 3e kwartaal;;;;
1038;77 Verhuur van roerende goederen;2010 4e kwartaal;;;;
1039;77 Verhuur van roerende goederen;2010;;;;
1040;77 Verhuur van roerende goederen;2011 1e kwartaal;;;;
1041;77 Verhuur van roerende goederen;2011 2e kwartaal;;;;
1042;77 Verhuur van roerende goederen;2011 3e kwartaal;;;;
1043;77 Verhuur van roerende goederen;2011 4e kwartaal;;;;
1044;77 Verhuur van roerende goederen;2011;;;;
1045;77 Verhuur van roerende goederen;2012 1e kwartaal;;;;
1046;77 Verhuur van roerende goederen;2012 2e kwartaal;;;;
1047;77 Verhuur van roerende goederen;2012 3e kwartaal;;;;
1048;77 Verhuur van roerende goederen;2012 4e kwartaal;;;;
1049;77 Verhuur van roerende goederen;2012;;;;
1050;78 Uitzendbureaus en arbeidsbemiddeling;2003 1e kwartaal;;;;
1051;78 Uitzendbureaus en arbeidsbemiddeling;2003 2e kwartaal;;;;
1052;78 Uitzendbureaus en arbeidsbemiddeling;2003 3e kwartaal;;;;
1053;78 Uitzendbureaus en arbeidsbemiddeling;2003 4e kwartaal;;;;
1054;78 Uitzendbureaus en arbeidsbemiddeling;2003;;;;
1055;78 Uitzendbureaus en arbeidsbemiddeling;2004 1e kwartaal;;;;
1056;78 Uitzendbureaus en arbeidsbemiddeling;2004 2e kwartaal;;;;
1057;78 Uitzendbureaus en arbeidsbemiddeling;2004 3e kwartaal;;;;
1058;78 Uitzendbureaus en arbeidsbemiddeling;2004 4e kwartaal;;;;
1059;78 Uitzendbureaus en arbeidsbemiddeling;2004;;;;
1060;78 Uitzendbureaus en arbeidsbemiddeling;2005 1e kwartaal;85.0;;;
1061;78 Uitzendbureaus en arbeidsbemiddeling;2005 2e kwartaal;99.0;;;
1062;78 Uitzendbureaus en arbeidsbemiddeling;2005 3e kwartaal;104.0;;;
1063;78 Uitzendbureaus en arbeidsbemiddeling;2005 4e kwartaal;112.0;100.0;;
1064;78 Uitzendbureaus en arbeidsbemiddeling;2005;100.0;100.0;;
1065;78 Uitzendbureaus en arbeidsbemiddeling;2006 1e kwartaal;106.0;105.0;24.3;24.3
1066;78 Uitzendbureaus en arbeidsbemiddeling;2006 2e kwartaal;119.0;110.0;20.7;22.3
1067;78 Uitzendbureaus en arbeidsbemiddeling;2006 3e kwartaal;127.0;116.0;22.1;22.3
1068;78 Uitzendbureaus en arbeidsbemiddeling;2006 4e kwartaal;137.0;122.0;21.7;22.1
1069;78 Uitzendbureaus en arbeidsbemiddeling;2006;122.0;122.0;22.1;22.1
1070;78 Uitzendbureaus en arbeidsbemiddeling;2007 1e kwartaal;131.0;128.0;23.2;23.2
1071;78 Uitzendbureaus en arbeidsbemiddeling;2007 2e kwartaal;143.0;134.0;20.1;21.6
1072;78 Uitzendbureaus en arbeidsbemiddeling;2007 3e kwartaal;149.0;140.0;17.4;20.1
1073;78 Uitzendbureaus en arbeidsbemiddeling;2007 4e kwartaal;158.0;145.0;15.5;18.8
