ID;KenmerkenWerknemers;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
426;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2022;3.0;1.8;1.4;1.1;2.2;0.5;0.5;0.2
427;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2023;3.3;2.2;1.4;0.8;2.4;0.4;0.5;0.3
428;Arbeidsduur: minder dan 20 uur per week;Bovengrens 95%-interval;2024;2.5;1.6;1.2;0.9;1.8;0.5;0.4;0.1
429;Arbeidsduur: 20 tot 35 uur per week;Waarde;2014;3.5;2.0;1.5;1.1;2.2;0.6;0.5;0.2
430;Arbeidsduur: 20 tot 35 uur per week;Waarde;2015;3.0;1.8;1.2;0.9;1.8;0.6;0.5;0.2
431;Arbeidsduur: 20 tot 35 uur per week;Waarde;2016;2.9;1.7;1.3;1.0;1.6;0.6;0.5;0.2
432;Arbeidsduur: 20 tot 35 uur per week;Waarde;2017;3.1;1.7;1.5;1.1;2.0;0.6;0.5;0.1
433;Arbeidsduur: 20 tot 35 uur per week;Waarde;2018;3.1;1.8;1.3;1.0;1.9;0.7;0.3;0.1
434;Arbeidsduur: 20 tot 35 uur per week;Waarde;2019;3.2;1.8;1.4;1.0;2.0;0.7;0.4;0.1
435;Arbeidsduur: 20 tot 35 uur per week;Waarde;2020;2.5;1.4;1.1;0.8;1.5;0.6;0.3;0.1
436;Arbeidsduur: 20 tot 35 uur per week;Waarde;2021;2.8;1.5;1.3;1.1;1.7;0.7;0.3;0.1
437;Arbeidsduur: 20 tot 35 uur per week;Waarde;2022;2.6;1.5;1.1;0.8;1.5;0.6;0.3;0.1
438;Arbeidsduur: 20 tot 35 uur per week;Waarde;2023;2.7;1.4;1.3;0.9;1.6;0.6;0.3;0.1
439;Arbeidsduur: 20 tot 35 uur per week;Waarde;2024;2.6;1.4;1.3;1.0;1.5;0.7;0.3;0.1
440;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2014;3.2;1.8;1.3;0.9;1.9;0.4;0.4;0.1
441;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2015;2.7;1.6;1.0;0.7;1.5;0.5;0.4;0.1
442;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2016;2.6;1.5;1.1;0.8;1.4;0.5;0.4;0.1
443;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2017;2.8;1.5;1.3;0.9;1.7;0.4;0.4;0.1
444;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2018;2.8;1.6;1.2;0.8;1.7;0.6;0.3;0.1
445;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2019;2.9;1.6;1.2;0.9;1.8;0.5;0.3;0.1
446;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2020;2.2;1.2;0.9;0.7;1.3;0.5;0.2;0.0
447;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2021;2.5;1.3;1.1;0.9;1.5;0.5;0.2;0.1
448;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2022;2.3;1.3;0.9;0.7;1.3;0.5;0.3;0.0
449;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2023;2.4;1.2;1.2;0.8;1.4;0.5;0.3;0.1
450;Arbeidsduur: 20 tot 35 uur per week;Ondergrens 95%-interval;2024;2.4;1.2;1.2;0.9;1.3;0.6;0.2;0.1
451;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2014;3.9;2.4;1.8;1.3;2.6;0.7;0.7;0.4
452;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2015;3.3;2.1;1.4;1.0;2.0;0.7;0.6;0.2
453;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2016;3.3;2.0;1.5;1.2;1.9;0.8;0.6;0.3
454;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2017;3.5;2.0;1.8;1.3;2.2;0.7;0.6;0.2
455;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2018;3.4;2.0;1.5;1.1;2.1;0.9;0.4;0.2
456;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2019;3.5;2.0;1.6;1.2;2.2;0.8;0.5;0.2
457;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2020;2.8;1.6;1.3;1.0;1.7;0.7;0.4;0.1
458;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2021;3.1;1.7;1.5;1.3;1.9;0.8;0.4;0.2
459;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2022;2.8;1.7;1.3;1.0;1.7;0.7;0.5;0.1
460;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2023;2.9;1.6;1.5;1.1;1.8;0.7;0.4;0.1
461;Arbeidsduur: 20 tot 35 uur per week;Bovengrens 95%-interval;2024;2.9;1.5;1.5;1.2;1.7;0.8;0.3;0.2
462;Arbeidsduur: voltijd;Waarde;2014;3.6;1.7;1.9;1.2;2.2;0.5;0.5;0.3
463;Arbeidsduur: voltijd;Waarde;2015;3.1;1.5;1.7;1.2;2.1;0.3;0.4;0.2
464;Arbeidsduur: voltijd;Waarde;2016;3.0;1.4;1.6;1.1;1.9;0.4;0.4;0.2
465;Arbeidsduur: voltijd;Waarde;2017;3.6;1.9;1.8;1.4;2.5;0.5;0.4;0.2
466;Arbeidsduur: voltijd;Waarde;2018;3.1;1.6;1.6;1.2;2.1;0.5;0.4;0.2
467;Arbeidsduur: voltijd;Waarde;2019;3.5;1.7;1.8;1.4;2.4;0.5;0.3;0.1
468;Arbeidsduur: voltijd;Waarde;2020;2.6;1.2;1.4;0.9;1.7;0.4;0.3;0.1
469;Arbeidsduur: voltijd;Waarde;2021;2.5;1.1;1.4;1.0;1.6;0.4;0.4;0.1
470;Arbeidsduur: voltijd;Waarde;2022;2.6;1.2;1.5;1.1;1.7;0.5;0.3;0.1
471;Arbeidsduur: voltijd;Waarde;2023;2.7;1.3;1.4;1.0;1.7;0.6;0.3;0.1
472;Arbeidsduur: voltijd;Waarde;2024;2.4;1.2;1.2;0.9;1.6;0.5;0.2;0.1
473;Arbeidsduur: voltijd;Ondergrens 95%-interval;2014;3.3;1.5;1.7;1.1;2.0;0.4;0.4;0.2
474;Arbeidsduur: voltijd;Ondergrens 95%-interval;2015;2.8;1.3;1.5;1.0;1.9;0.3;0.4;0.1
475;Arbeidsduur: voltijd;Ondergrens 95%-interval;2016;2.7;1.2;1.5;1.0;1.7;0.3;0.3;0.2
476;Arbeidsduur: voltijd;Ondergrens 95%-interval;2017;3.4;1.7;1.6;1.2;2.3;0.4;0.3;0.1
477;Arbeidsduur: voltijd;Ondergrens 95%-interval;2018;2.9;1.4;1.4;1.1;1.9;0.4;0.3;0.1
478;Arbeidsduur: voltijd;Ondergrens 95%-interval;2019;3.2;1.6;1.6;1.2;2.2;0.4;0.3;0.1
479;Arbeidsduur: voltijd;Ondergrens 95%-interval;2020;2.3;1.1;1.2;0.8;1.5;0.3;0.3;0.1
480;Arbeidsduur: voltijd;Ondergrens 95%-interval;2021;2.3;1.0;1.2;0.9;1.4;0.4;0.3;0.1
481;Arbeidsduur: voltijd;Ondergrens 95%-interval;2022;2.4;1.1;1.4;1.0;1.6;0.4;0.3;0.0
482;Arbeidsduur: voltijd;Ondergrens 95%-interval;2023;2.5;1.1;1.3;0.9;1.5;0.5;0.2;0.1
483;Arbeidsduur: voltijd;Ondergrens 95%-interval;2024;2.2;1.1;1.1;0.8;1.4;0.4;0.2;0.1
484;Arbeidsduur: voltijd;Bovengrens 95%-interval;2014;3.9;2.0;2.1;1.4;2.5;0.6;0.7;0.4
485;Arbeidsduur: voltijd;Bovengrens 95%-interval;2015;3.3;1.7;1.9;1.3;2.3;0.4;0.6;0.2
486;Arbeidsduur: voltijd;Bovengrens 95%-interval;2016;3.2;1.6;1.8;1.3;2.1;0.5;0.5;0.3
487;Arbeidsduur: voltijd;Bovengrens 95%-interval;2017;3.9;2.1;2.1;1.6;2.7;0.7;0.5;0.3
488;Arbeidsduur: voltijd;Bovengrens 95%-interval;2018;3.4;1.7;1.8;1.3;2.3;0.6;0.5;0.2
489;Arbeidsduur: voltijd;Bovengrens 95%-interval;2019;3.7;1.9;2.0;1.5;2.6;0.6;0.4;0.2
490;Arbeidsduur: voltijd;Bovengrens 95%-interval;2020;2.8;1.4;1.5;1.1;1.9;0.5;0.4;0.2
491;Arbeidsduur: voltijd;Bovengrens 95%-interval;2021;2.8;1.3;1.6;1.2;1.8;0.6;0.5;0.1
492;Arbeidsduur: voltijd;Bovengrens 95%-interval;2022;2.8;1.3;1.7;1.2;1.9;0.6;0.4;0.1
493;Arbeidsduur: voltijd;Bovengrens 95%-interval;2023;2.9;1.4;1.6;1.2;1.8;0.7;0.3;0.2
494;Arbeidsduur: voltijd;Bovengrens 95%-interval;2024;2.6;1.4;1.4;1.1;1.8;0.6;0.3;0.1
