ID;Sex;Age;FormalEduation;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
2749;Male;20 to 24 years;Total;2022;573;486;457;416;125;291;41;37;2;2;0;255;160;90;70;95;45;50;202;29;6.0;87;84.8;79.7
2750;Male;20 to 24 years;Total;2023 1st quarter;584;510;479;436;127;309;43;39;2;2;0;270;171;98;72;99;45;55;209;31;6.0;75;87.2;82.0
2751;Male;20 to 24 years;Total;2023 2nd quarter;585;515;481;436;127;310;45;40;3;2;0;279;159;89;71;120;52;68;202;34;6.6;70;88.0;82.2
2752;Male;20 to 24 years;Total;2023 3rd quarter;584;515;476;431;130;301;45;42;3;1;0;267;145;80;65;122;60;62;209;38;7.5;70;88.1;81.5
2753;Male;20 to 24 years;Total;2023 4th quarter;590;514;481;433;136;296;48;42;4;2;0;276;161;86;75;116;59;57;204;33;6.5;76;87.2;81.5
2754;Male;20 to 24 years;Total;2023;586;513;479;434;130;304;45;41;3;2;0;273;159;88;71;114;54;60;206;34;6.7;72;87.6;81.8
2755;Male;20 to 24 years;Total;2024 1st quarter;590;510;473;422;128;293;51;46;4;1;0;275;163;87;76;112;52;60;198;38;7.4;79;86.5;80.2
2756;Male;20 to 24 years;Total;2024 2nd quarter;590;522;491;442;129;314;48;44;4;0;0;274;161;86;75;113;55;58;217;31;5.9;68;88.4;83.2
2757;Male;20 to 24 years;Total;2024 3rd quarter;586;511;470;420;135;285;49;45;4;1;0;265;147;81;66;117;56;61;205;41;8.1;75;87.2;80.1
2758;Male;20 to 24 years;Total;2024 4th quarter;590;511;477;427;131;296;50;45;4;2;0;270;165;91;73;105;50;54;208;33;6.5;80;86.5;80.9
2759;Male;20 to 24 years;Total;2024;589;513;478;428;131;297;50;45;4;1;0;271;159;86;73;112;53;58;207;36;7.0;76;87.2;81.1
2760;Male;20 to 24 years;In formal education;2013 1st quarter;292;227;201;192;44;149;8;8;0;0;0;154;116;87;29;38;22;15;47;26;11.6;65;77.8;68.8
2761;Male;20 to 24 years;In formal education;2013 2nd quarter;299;232;208;200;45;154;9;9;0;0;0;161;122;92;30;39;21;18;47;24;10.1;67;77.6;69.7
2762;Male;20 to 24 years;In formal education;2013 3rd quarter;295;234;204;195;41;154;9;8;0;0;0;151;106;77;30;45;28;17;53;30;12.9;60;79.5;69.2
2763;Male;20 to 24 years;In formal education;2013 4th quarter;284;213;187;179;43;136;8;8;0;0;0;148;114;81;33;34;16;18;39;26;12.1;71;74.9;65.8
2764;Male;20 to 24 years;In formal education;2013;292;227;200;191;43;148;9;8;0;0;0;153;115;84;30;39;22;17;47;27;11.7;66;77.5;68.4
2765;Male;20 to 24 years;In formal education;2014 1st quarter;289;217;190;181;44;137;9;9;0;0;0;148;116;85;30;32;16;17;42;27;12.5;72;75.2;65.8
2766;Male;20 to 24 years;In formal education;2014 2nd quarter;299;227;197;186;44;142;11;11;0;0;0;158;121;91;31;36;17;19;40;29;12.9;72;75.8;66.0
2767;Male;20 to 24 years;In formal education;2014 3rd quarter;299;224;201;191;45;146;10;8;1;1;0;154;114;81;33;40;20;20;47;23;10.3;75;75.0;67.3
2768;Male;20 to 24 years;In formal education;2014 4th quarter;293;224;201;190;46;144;11;10;0;1;0;159;123;91;32;36;20;16;42;23;10.2;69;76.4;68.7
2769;Male;20 to 24 years;In formal education;2014;295;223;197;187;45;142;10;9;1;0;0;155;119;87;31;36;18;18;43;26;11.5;72;75.6;66.9
2770;Male;20 to 24 years;In formal education;2015 1st quarter;299;227;201;191;44;147;10;9;0;0;0;157;124;92;32;33;18;15;44;26;11.4;72;75.8;67.2
2771;Male;20 to 24 years;In formal education;2015 2nd quarter;311;239;215;206;42;163;10;8;1;1;0;164;132;95;36;32;16;16;52;24;9.9;72;76.7;69.1
2772;Male;20 to 24 years;In formal education;2015 3rd quarter;320;244;220;213;44;169;8;7;0;1;0;167;119;83;36;47;24;23;54;24;9.8;76;76.3;68.8
2773;Male;20 to 24 years;In formal education;2015 4th quarter;300;218;195;188;36;152;7;7;0;0;0;160;127;95;32;33;18;15;35;23;10.5;82;72.6;65.0
2774;Male;20 to 24 years;In formal education;2015;308;232;208;199;41;158;9;8;0;1;0;162;125;91;34;36;19;17;46;24;10.4;76;75.4;67.6
2775;Male;20 to 24 years;In formal education;2016 1st quarter;302;223;197;186;37;149;11;10;0;0;0;158;121;87;33;38;21;17;38;26;11.8;79;73.8;65.1
2776;Male;20 to 24 years;In formal education;2016 2nd quarter;302;228;204;193;41;152;11;10;0;0;0;165;124;87;37;42;23;18;38;24;10.4;75;75.3;67.5
2777;Male;20 to 24 years;In formal education;2016 3rd quarter;303;232;209;200;33;166;9;9;0;0;0;162;116;78;37;46;27;19;47;23;9.9;71;76.6;69.0
2778;Male;20 to 24 years;In formal education;2016 4th quarter;288;209;185;176;34;142;9;8;0;1;0;152;116;80;36;36;18;18;33;24;11.6;79;72.6;64.1
2779;Male;20 to 24 years;In formal education;2016;299;223;199;189;36;153;10;9;0;0;0;159;119;83;36;40;22;18;39;24;10.9;76;74.6;66.5
2780;Male;20 to 24 years;In formal education;2017 1st quarter;294;210;187;179;39;140;8;7;1;1;0;156;121;87;34;36;17;18;31;22;10.6;84;71.3;63.7
2781;Male;20 to 24 years;In formal education;2017 2nd quarter;312;232;213;204;40;164;9;8;0;1;0;171;132;95;37;39;18;21;42;19;8.0;80;74.2;68.3
2782;Male;20 to 24 years;In formal education;2017 3rd quarter;320;243;220;212;41;171;8;8;0;0;0;165;119;86;33;46;24;22;55;23;9.6;77;76.0;68.7
2783;Male;20 to 24 years;In formal education;2017 4th quarter;307;223;205;197;43;154;7;7;0;0;0;163;126;89;38;37;19;18;41;19;8.4;84;72.7;66.5
2784;Male;20 to 24 years;In formal education;2017;308;227;206;198;41;158;8;7;0;1;0;164;124;89;35;39;20;20;42;21;9.2;81;73.6;66.9
2785;Male;20 to 24 years;In formal education;2018 1st quarter;295;213;192;184;39;145;8;8;0;0;0;159;121;84;36;38;21;18;33;21;9.7;82;72.2;65.2
2786;Male;20 to 24 years;In formal education;2018 2nd quarter;307;225;202;190;41;149;11;10;0;1;0;165;121;82;39;45;23;21;36;23;10.4;82;73.3;65.7
2787;Male;20 to 24 years;In formal education;2018 3rd quarter;304;227;206;197;39;158;9;9;0;0;0;162;114;76;37;48;26;22;45;21;9.3;77;74.8;67.9
2788;Male;20 to 24 years;In formal education;2018 4th quarter;302;223;201;193;38;155;8;7;0;0;0;166;128;87;41;39;19;19;34;22;10.0;79;73.8;66.5
2789;Male;20 to 24 years;In formal education;2018;302;222;200;191;39;152;9;9;0;0;0;163;121;82;38;42;22;20;37;22;9.8;80;73.6;66.3
2790;Male;20 to 24 years;In formal education;2019 1st quarter;316;241;220;212;44;167;8;8;0;0;0;185;140;93;47;46;26;19;35;21;8.7;75;76.2;69.6
2791;Male;20 to 24 years;In formal education;2019 2nd quarter;312;237;221;209;46;163;11;11;0;0;0;177;125;82;43;52;32;20;44;17;7.1;74;76.1;70.7
2792;Male;20 to 24 years;In formal education;2019 3rd quarter;310;243;221;210;42;168;11;11;1;0;0;170;113;76;37;57;30;27;51;22;9.0;67;78.4;71.3
2793;Male;20 to 24 years;In formal education;2019 4th quarter;287;218;197;189;41;148;8;7;0;0;0;157;119;78;41;38;21;17;40;21;9.6;70;75.8;68.5
2794;Male;20 to 24 years;In formal education;2019;306;235;215;205;43;162;10;9;0;0;0;172;124;82;42;48;27;21;42;20;8.6;72;76.6;70.1
2795;Male;20 to 24 years;In formal education;2020 1st quarter;299;217;198;191;41;150;8;7;0;0;0;162;116;80;36;46;29;17;36;19;8.6;82;72.5;66.3
2796;Male;20 to 24 years;In formal education;2020 2nd quarter;320;225;201;191;40;151;10;8;0;1;0;159;111;77;33;49;28;20;42;24;10.5;95;70.3;62.8
2797;Male;20 to 24 years;In formal education;2020 3rd quarter;316;230;197;187;42;145;11;10;0;0;0;152;103;65;37;49;31;18;46;33;14.3;86;72.9;62.5
2798;Male;20 to 24 years;In formal education;2020 4th quarter;316;227;203;192;45;146;12;11;0;0;0;163;120;85;34;44;24;20;40;24;10.6;88;72.0;64.4
2799;Male;20 to 24 years;In formal education;2020;313;225;200;190;42;148;10;9;0;0;0;159;112;77;35;47;28;19;41;25;11.0;88;71.9;64.0
2800;Male;20 to 24 years;In formal education;2021 1st quarter;359;267;239;225;27;198;14;13;0;1;0;184;138;84;54;46;24;22;54;28;10.5;92;74.3;66.5
2801;Male;20 to 24 years;In formal education;2021 2nd quarter;372;290;264;246;35;210;19;17;1;0;0;195;135;83;51;60;29;31;69;25;8.8;83;77.8;70.9
2802;Male;20 to 24 years;In formal education;2021 3rd quarter;367;286;260;245;42;203;15;14;1;0;0;200;133;75;58;68;34;33;60;26;9.0;81;78.0;71.0
2803;Male;20 to 24 years;In formal education;2021 4th quarter;363;272;258;240;42;198;18;15;2;1;0;201;147;90;56;54;32;22;57;14;5.2;91;74.9;71.0
2804;Male;20 to 24 years;In formal education;2021;365;279;255;239;36;202;16;15;1;1;0;195;138;83;55;57;30;27;60;23;8.4;87;76.3;69.9
2805;Male;20 to 24 years;In formal education;2022 1st quarter;365;285;268;249;42;207;18;16;1;1;0;209;152;91;61;58;34;23;58;18;6.3;80;78.1;73.2
2806;Male;20 to 24 years;In formal education;2022 2nd quarter;369;298;279;258;52;206;21;18;1;2;0;208;146;85;60;63;35;27;70;19;6.5;71;80.7;75.5
2807;Male;20 to 24 years;In formal education;2022 3rd quarter;363;292;267;246;47;199;22;19;0;2;0;202;134;72;62;69;39;30;65;25;8.5;71;80.5;73.7
2808;Male;20 to 24 years;In formal education;2022 4th quarter;351;287;277;250;48;203;26;25;1;1;0;215;161;90;72;53;31;22;62;11;3.7;63;81.9;78.9
2809;Male;20 to 24 years;In formal education;2022;362;291;273;251;47;203;22;19;1;2;0;209;148;84;64;61;35;26;64;18;6.3;71;80.3;75.3
2810;Male;20 to 24 years;In formal education;2023 1st quarter;358;299;282;259;43;216;23;21;0;2;0;217;157;93;65;60;32;28;65;17;5.5;59;83.6;79.0
2811;Male;20 to 24 years;In formal education;2023 2nd quarter;366;309;288;266;49;217;22;21;0;1;0;220;146;84;62;74;39;35;68;22;7.0;56;84.6;78.6
2812;Male;20 to 24 years;In formal education;2023 3rd quarter;357;300;276;255;46;209;21;20;0;1;0;212;132;75;57;80;45;34;64;24;7.9;57;84.0;77.4
2813;Male;20 to 24 years;In formal education;2023 4th quarter;350;289;269;248;48;200;21;19;0;2;0;214;148;83;65;66;39;27;55;19;6.7;61;82.4;76.9
2814;Male;20 to 24 years;In formal education;2023;357;299;279;257;46;210;22;20;0;1;0;216;146;84;62;70;39;31;63;20;6.8;58;83.7;78.0
2815;Male;20 to 24 years;In formal education;2024 1st quarter;352;287;265;244;47;196;21;19;1;1;0;209;146;81;65;62;37;25;57;22;7.6;65;81.4;75.2
2816;Male;20 to 24 years;In formal education;2024 2nd quarter;342;290;271;253;41;211;19;17;1;0;0;208;145;81;65;63;38;24;63;18;6.3;53;84.6;79.2
2817;Male;20 to 24 years;In formal education;2024 3rd quarter;344;285;260;238;50;188;21;20;1;0;0;200;131;75;56;70;39;31;59;25;8.9;59;82.9;75.5
2818;Male;20 to 24 years;In formal education;2024 4th quarter;348;288;271;249;42;207;22;20;2;1;0;214;151;86;65;63;35;27;57;18;6.1;59;82.9;77.9
2819;Male;20 to 24 years;In formal education;2024;347;287;267;246;45;201;21;19;1;1;0;208;143;81;63;64;37;27;59;21;7.2;59;83.0;77.0
2820;Male;20 to 24 years;Not in formal education;2013 1st quarter;239;221;186;174;76;98;12;10;1;0;0;51;20;13;7;31;19;12;135;35;15.8;18;92.5;77.9
2821;Male;20 to 24 years;Not in formal education;2013 2nd quarter;233;217;187;174;76;98;13;11;1;1;0;54;20;14;6;34;15;19;133;30;13.7;16;93.2;80.4
2822;Male;20 to 24 years;Not in formal education;2013 3rd quarter;238;218;190;174;84;91;15;13;1;1;0;50;16;11;5;35;14;20;139;28;12.8;20;91.5;79.8
2823;Male;20 to 24 years;Not in formal education;2013 4th quarter;249;232;203;188;86;102;15;13;1;1;0;58;20;12;7;38;14;24;145;29;12.5;17;93.0;81.3
2824;Male;20 to 24 years;Not in formal education;2013;240;222;191;178;81;97;14;12;1;1;0;53;19;13;6;35;16;19;138;30;13.7;18;92.6;79.9
2825;Male;20 to 24 years;Not in formal education;2014 1st quarter;245;224;197;186;84;101;11;9;1;0;0;59;21;13;8;38;18;20;138;28;12.4;21;91.6;80.2
2826;Male;20 to 24 years;Not in formal education;2014 2nd quarter;235;215;193;182;78;104;11;9;1;1;0;59;20;11;9;39;19;20;134;22;10.4;20;91.6;82.1
2827;Male;20 to 24 years;Not in formal education;2014 3rd quarter;235;217;191;180;78;101;11;9;1;1;0;56;21;13;8;36;16;20;135;26;11.9;18;92.3;81.3
2828;Male;20 to 24 years;Not in formal education;2014 4th quarter;241;218;194;183;75;108;11;9;1;1;0;66;20;14;6;46;20;26;128;25;11.3;23;90.5;80.3
2829;Male;20 to 24 years;Not in formal education;2014;239;219;194;183;79;104;11;9;1;1;0;60;20;12;8;40;18;21;134;25;11.5;20;91.5;81.0
2830;Male;20 to 24 years;Not in formal education;2015 1st quarter;235;219;193;183;76;107;11;9;1;1;0;69;25;13;12;43;19;25;125;26;11.9;15;93.5;82.3
2831;Male;20 to 24 years;Not in formal education;2015 2nd quarter;221;203;183;172;74;98;11;10;1;1;0;60;19;8;11;41;19;21;123;20;10.0;18;91.9;82.7
2832;Male;20 to 24 years;Not in formal education;2015 3rd quarter;211;197;176;160;67;93;16;14;1;1;0;55;18;9;9;36;16;21;122;21;10.5;14;93.4;83.6
2833;Male;20 to 24 years;Not in formal education;2015 4th quarter;230;213;190;178;78;100;12;11;1;0;0;53;14;6;8;39;18;21;137;24;11.1;17;92.6;82.3
2834;Male;20 to 24 years;Not in formal education;2015;224;208;186;173;74;99;13;11;1;1;0;59;19;9;10;40;18;22;127;23;10.9;16;92.8;82.7
2835;Male;20 to 24 years;Not in formal education;2016 1st quarter;228;212;189;172;77;95;17;15;1;1;0;60;19;11;8;41;19;22;129;23;11.0;16;92.9;82.7
2836;Male;20 to 24 years;Not in formal education;2016 2nd quarter;229;211;191;174;77;97;17;15;2;0;0;56;18;10;8;38;15;22;135;21;9.7;18;92.2;83.3
2837;Male;20 to 24 years;Not in formal education;2016 3rd quarter;229;213;192;178;72;105;15;13;2;0;0;65;24;13;11;41;15;26;128;20;9.6;16;92.8;83.9
2838;Male;20 to 24 years;Not in formal education;2016 4th quarter;245;228;208;194;81;113;14;13;1;0;0;60;21;14;7;39;16;23;148;19;8.4;18;92.8;85.0
2839;Male;20 to 24 years;Not in formal education;2016;233;216;195;179;77;103;16;14;2;0;0;60;20;12;8;40;16;23;135;21;9.7;17;92.7;83.8
2840;Male;20 to 24 years;Not in formal education;2017 1st quarter;240;222;200;186;77;109;14;12;2;0;0;55;18;10;8;37;13;24;145;21;9.7;19;92.2;83.3
2841;Male;20 to 24 years;Not in formal education;2017 2nd quarter;223;204;186;173;73;100;13;12;1;0;0;49;15;10;6;34;13;20;137;19;9.1;18;91.9;83.5
2842;Male;20 to 24 years;Not in formal education;2017 3rd quarter;215;197;185;173;69;104;12;11;1;0;0;45;15;10;5;30;13;17;140;12;6.2;17;91.9;86.3
2843;Male;20 to 24 years;Not in formal education;2017 4th quarter;228;209;193;178;77;102;15;13;2;0;0;51;14;8;6;37;15;23;142;16;7.6;18;91.9;84.9
2844;Male;20 to 24 years;Not in formal education;2017;226;208;191;177;74;104;14;12;1;0;0;50;16;9;6;35;14;21;141;17;8.2;18;92.0;84.4
2845;Male;20 to 24 years;Not in formal education;2018 1st quarter;241;221;203;188;83;106;15;13;2;0;0;56;14;8;6;43;17;25;147;18;8.3;19;92.0;84.4
2846;Male;20 to 24 years;Not in formal education;2018 2nd quarter;230;209;194;178;80;98;16;13;3;0;0;51;13;8;5;38;15;23;143;14;6.9;21;90.9;84.6
2847;Male;20 to 24 years;Not in formal education;2018 3rd quarter;234;216;202;185;86;99;17;15;2;1;0;55;13;10;3;42;16;26;147;13;6.2;18;92.2;86.6
2848;Male;20 to 24 years;Not in formal education;2018 4th quarter;237;219;205;189;85;104;15;13;2;1;0;61;18;13;5;43;14;29;144;14;6.3;18;92.3;86.5
2849;Male;20 to 24 years;Not in formal education;2018;235;216;201;185;83;102;16;13;2;1;0;56;14;10;5;41;16;26;145;15;6.9;19;91.9;85.5
2850;Male;20 to 24 years;Not in formal education;2019 1st quarter;224;203;187;174;81;93;13;11;2;0;0;47;9;6;3;38;16;22;140;16;8.0;21;90.7;83.4
2851;Male;20 to 24 years;Not in formal education;2019 2nd quarter;232;216;199;187;82;105;12;9;2;1;0;54;13;7;6;41;14;27;145;17;7.8;16;93.1;85.8
2852;Male;20 to 24 years;Not in formal education;2019 3rd quarter;237;218;199;187;84;103;12;10;1;1;0;58;15;9;6;43;13;30;140;20;9.0;18;92.3;84.0
2853;Male;20 to 24 years;Not in formal education;2019 4th quarter;262;243;225;210;96;114;15;13;2;1;0;67;16;9;6;51;23;28;159;17;7.2;19;92.7;86.1
2854;Male;20 to 24 years;Not in formal education;2019;239;220;202;190;86;104;13;11;1;1;0;56;13;8;5;43;17;27;146;18;8.0;19;92.2;84.9
2855;Male;20 to 24 years;Not in formal education;2020 1st quarter;253;235;219;201;95;106;18;16;2;1;0;70;17;9;8;52;17;35;150;16;6.7;18;92.9;86.6
2856;Male;20 to 24 years;Not in formal education;2020 2nd quarter;235;210;194;178;88;90;16;14;1;0;0;60;13;7;6;47;18;29;134;16;7.8;25;89.4;82.5
2857;Male;20 to 24 years;Not in formal education;2020 3rd quarter;241;214;195;174;91;83;21;19;1;1;0;57;21;9;11;37;15;22;137;19;8.8;27;88.7;80.8
2858;Male;20 to 24 years;Not in formal education;2020 4th quarter;244;217;196;178;94;84;17;16;0;1;0;52;14;5;9;38;16;22;144;21;9.8;26;89.2;80.4
2859;Male;20 to 24 years;Not in formal education;2020;243;219;201;183;92;91;18;16;1;1;0;60;16;7;9;44;17;27;141;18;8.3;24;90.1;82.6
2860;Male;20 to 24 years;Not in formal education;2021 1st quarter;197;183;165;149;70;79;16;16;0;0;0;38;9;4;5;29;10;18;128;17;9.5;15;92.6;83.8
2861;Male;20 to 24 years;Not in formal education;2021 2nd quarter;185;164;158;139;65;75;19;16;2;1;0;40;13;6;7;27;10;17;118;6;3.7;21;88.7;85.3
2862;Male;20 to 24 years;Not in formal education;2021 3rd quarter;191;178;167;145;71;74;22;19;2;1;0;42;10;5;5;32;13;19;126;10;5.8;13;93.0;87.6
2863;Male;20 to 24 years;Not in formal education;2021 4th quarter;203;189;176;161;78;83;15;13;1;1;0;41;10;5;6;31;10;20;134;13;7.0;14;93.1;86.6
2864;Male;20 to 24 years;Not in formal education;2021;194;178;167;149;71;78;18;16;1;1;0;40;10;5;6;30;11;19;127;12;6.6;16;91.9;85.8
2865;Male;20 to 24 years;Not in formal education;2022 1st quarter;202;186;178;161;78;83;17;15;1;0;0;44;10;4;6;34;12;22;133;8;4.4;17;91.8;87.7
2866;Male;20 to 24 years;Not in formal education;2022 2nd quarter;202;183;175;153;68;85;23;21;1;0;0;49;15;6;9;34;11;23;126;7;4.1;19;90.7;87.0
2867;Male;20 to 24 years;Not in formal education;2022 3rd quarter;209;197;185;165;78;87;20;17;2;0;0;47;12;7;5;35;9;26;138;12;6.2;13;94.0;88.2
2868;Male;20 to 24 years;Not in formal education;2022 4th quarter;231;216;200;181;86;95;20;18;2;0;0;44;11;6;6;33;9;24;156;16;7.3;15;93.4;86.6
2869;Male;20 to 24 years;Not in formal education;2022;211;195;184;165;77;87;20;18;1;0;0;46;12;6;6;34;10;24;138;11;5.6;16;92.5;87.4
2870;Male;20 to 24 years;Not in formal education;2023 1st quarter;227;211;197;177;84;93;20;18;1;0;0;53;13;5;8;39;13;27;144;14;6.7;16;93.0;86.8
2871;Male;20 to 24 years;Not in formal education;2023 2nd quarter;220;206;194;171;78;93;23;19;3;1;0;59;13;5;8;46;13;33;134;12;6.0;14;93.7;88.1
2872;Male;20 to 24 years;Not in formal education;2023 3rd quarter;228;215;200;176;84;92;24;22;2;0;0;55;13;5;8;42;15;27;145;15;6.9;12;94.5;88.0
2873;Male;20 to 24 years;Not in formal education;2023 4th quarter;240;226;212;185;89;96;27;23;4;0;0;63;13;3;10;50;20;29;149;14;6.2;14;94.0;88.2
2874;Male;20 to 24 years;Not in formal education;2023;228;214;201;177;84;94;23;20;3;0;0;57;13;5;8;44;15;29;143;14;6.4;14;93.8;87.8
2875;Male;20 to 24 years;Not in formal education;2024 1st quarter;237;223;207;178;81;97;30;27;3;0;0;66;17;6;11;49;15;34;141;16;7.0;14;94.2;87.5
2876;Male;20 to 24 years;Not in formal education;2024 2nd quarter;248;232;219;190;87;102;30;27;3;0;0;66;16;6;10;50;17;34;153;13;5.4;16;93.7;88.6
2877;Male;20 to 24 years;Not in formal education;2024 3rd quarter;242;226;210;182;85;97;28;25;3;0;0;64;17;7;10;47;17;30;146;16;7.1;17;93.2;86.6
2878;Male;20 to 24 years;Not in formal education;2024 4th quarter;243;222;207;178;89;89;28;25;2;1;0;56;13;5;8;42;15;27;151;16;7.0;20;91.6;85.2
2879;Male;20 to 24 years;Not in formal education;2024;242;226;211;182;85;96;29;26;3;0;0;63;16;6;10;47;16;31;148;15;6.6;17;93.2;87.0
2880;Male;15 years;Total;2013 1st quarter;100;45;30;29;3;26;1;1;0;0;0;30;30;29;1;0;0;0;0;15;33.6;54;45.6;30.3
2881;Male;15 years;Total;2013 2nd quarter;100;49;34;32;3;30;2;1;0;0;0;34;34;32;2;0;0;0;0;15;31.3;51;49.2;33.8
2882;Male;15 years;Total;2013 3rd quarter;101;54;34;33;3;30;1;1;0;0;0;34;31;28;3;3;2;1;1;20;36.4;47;53.4;34.0
2883;Male;15 years;Total;2013 4th quarter;102;52;32;31;2;29;1;1;0;0;0;32;31;31;1;0;0;0;0;20;39.0;50;50.7;30.9
2884;Male;15 years;Total;2013;101;50;33;31;3;29;1;1;0;0;0;32;31;30;2;1;1;0;0;18;35.2;51;49.8;32.2
2885;Male;15 years;Total;2014 1st quarter;103;50;35;34;2;32;1;1;0;0;0;35;34;34;1;0;0;0;0;15;30.2;53;48.7;34.0
2886;Male;15 years;Total;2014 2nd quarter;103;52;36;35;2;32;1;1;0;0;0;36;36;34;2;0;0;0;0;16;31.2;51;50.8;34.9
2887;Male;15 years;Total;2014 3rd quarter;103;53;37;35;3;33;1;1;0;1;0;35;34;32;2;1;1;0;1;16;30.8;50;51.4;35.5
2888;Male;15 years;Total;2014 4th quarter;103;52;33;32;3;29;1;1;0;0;0;33;32;31;1;0;0;0;0;19;37.1;51;50.2;31.6
2889;Male;15 years;Total;2014;103;52;35;34;2;32;1;1;0;0;0;35;34;33;2;1;0;0;0;17;32.3;51;50.3;34.0
2890;Male;15 years;Total;2015 1st quarter;103;47;32;31;3;28;1;1;0;0;0;32;32;31;1;0;0;0;0;16;33.0;56;45.8;30.7
2891;Male;15 years;Total;2015 2nd quarter;104;56;38;36;3;33;2;1;0;0;0;38;36;33;2;2;1;1;0;18;32.1;48;53.6;36.4
2892;Male;15 years;Total;2015 3rd quarter;104;57;40;39;2;37;2;1;0;0;0;39;37;33;3;3;2;1;1;16;29.0;48;54.3;38.5
2893;Male;15 years;Total;2015 4th quarter;105;56;41;39;2;37;1;1;0;0;0;41;40;38;2;0;0;0;0;15;27.5;49;53.4;38.7
2894;Male;15 years;Total;2015;104;54;38;36;2;34;1;1;0;0;0;37;36;34;2;1;1;1;0;16;30.3;50;51.8;36.1
2895;Male;15 years;Total;2016 1st quarter;105;52;34;33;2;31;2;1;0;0;0;34;34;33;2;0;0;0;0;18;33.8;53;49.5;32.8
2896;Male;15 years;Total;2016 2nd quarter;105;52;34;33;2;30;2;1;0;0;0;34;33;30;3;1;0;1;0;17;33.9;53;49.2;32.5
2897;Male;15 years;Total;2016 3rd quarter;105;54;37;35;2;33;1;1;0;0;0;36;34;32;2;2;2;0;1;17;32.3;51;51.6;34.9
2898;Male;15 years;Total;2016 4th quarter;105;54;37;35;3;33;2;2;0;0;0;37;37;36;2;0;0;0;0;17;30.7;51;51.4;35.6
2899;Male;15 years;Total;2016;105;53;36;34;2;32;2;1;0;0;0;35;35;33;2;1;1;0;0;17;32.6;52;50.4;34.0
2900;Male;15 years;Total;2017 1st quarter;104;52;38;36;3;33;2;2;0;0;0;38;38;36;2;0;0;0;0;14;26.5;53;49.5;36.4
2901;Male;15 years;Total;2017 2nd quarter;104;51;37;36;2;34;2;1;0;0;0;37;37;34;2;0;0;0;0;14;27.4;53;49.1;35.6
2902;Male;15 years;Total;2017 3rd quarter;104;58;45;44;2;42;1;0;0;0;0;44;43;39;4;1;1;1;1;13;22.1;47;55.2;43.0
2903;Male;15 years;Total;2017 4th quarter;104;54;41;40;3;36;1;1;0;0;0;41;40;38;2;1;1;0;0;14;25.5;50;52.2;38.9
2904;Male;15 years;Total;2017;104;54;40;39;3;36;1;1;0;0;0;40;39;37;3;1;0;0;0;14;25.3;51;51.5;38.5
2905;Male;15 years;Total;2018 1st quarter;104;54;42;41;3;38;1;1;0;0;0;42;41;38;3;1;1;0;0;12;22.2;50;51.9;40.4
2906;Male;15 years;Total;2018 2nd quarter;104;53;41;40;3;37;1;1;0;0;0;41;40;37;3;1;0;0;0;12;22.9;51;50.9;39.2
2907;Male;15 years;Total;2018 3rd quarter;104;59;46;46;2;43;0;0;0;0;0;45;44;40;4;1;0;1;1;13;21.7;45;56.4;44.2
2908;Male;15 years;Total;2018 4th quarter;104;57;47;46;3;44;1;1;0;0;0;47;46;42;4;1;0;0;0;10;17.4;47;54.8;45.3
2909;Male;15 years;Total;2018;104;56;44;43;3;41;1;1;0;0;0;44;43;40;3;1;0;0;0;12;21.0;48;53.5;42.3
2910;Male;15 years;Total;2019 1st quarter;104;57;44;43;3;40;1;1;0;0;0;44;44;41;2;0;0;0;0;13;23.0;47;55.0;42.4
2911;Male;15 years;Total;2019 2nd quarter;103;56;42;41;2;39;1;1;0;0;0;42;41;37;3;1;1;0;0;13;23.9;47;53.9;41.0
2912;Male;15 years;Total;2019 3rd quarter;102;57;46;45;3;42;1;1;0;0;0;46;43;38;4;3;3;0;1;10;18.4;45;55.7;45.5
2913;Male;15 years;Total;2019 4th quarter;101;58;43;42;3;39;1;1;0;0;0;43;42;41;1;1;1;0;0;15;26.2;43;57.5;42.4
2914;Male;15 years;Total;2019;103;57;44;43;3;40;1;1;0;0;0;44;42;39;3;1;1;0;0;13;22.9;46;55.5;42.8
2915;Male;15 years;Total;2020 1st quarter;101;55;44;44;3;41;1;1;0;0;0;44;44;43;1;0;0;0;0;11;19.8;45;55.0;44.1
2916;Male;15 years;Total;2020 2nd quarter;100;51;36;36;3;33;0;0;0;0;0;36;35;32;3;1;1;1;0;15;28.5;49;50.8;36.3
2917;Male;15 years;Total;2020 3rd quarter;99;54;41;41;2;38;1;1;0;0;0;40;36;32;4;5;3;2;1;12;23.2;46;54.0;41.5
