ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalGediplomeerdenVavo_1;VavoGediplomeerdenVmboT_2;VavoGediplomeerdenHavo_3;VavoGediplomeerdenVwo_4
1868;Mannen;17 jaar;Niet-westerse migratieachtergrond;2014/'15;117;57;58;2
1869;Mannen;17 jaar;Niet-westerse migratieachtergrond;2015/'16;93;43;47;3
1870;Mannen;17 jaar;Niet-westerse migratieachtergrond;2016/'17;99;43;55;1
1871;Mannen;17 jaar;Niet-westerse migratieachtergrond;2017/'18;141;73;63;5
1872;Mannen;17 jaar;Niet-westerse migratieachtergrond;2018/'19;136;70;60;6
1873;Mannen;17 jaar;Niet-westerse migratieachtergrond;2019/'20;132;68;63;1
1874;Mannen;17 jaar;Niet-westerse migratieachtergrond;2020/'21;53;27;25;1
1875;Mannen;17 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
1876;Mannen;17 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
1877;Mannen;17 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
1878;Mannen;17 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
1879;Mannen;17 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
1880;Mannen;17 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
1881;Mannen;17 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
1882;Mannen;17 jaar;Onbekende migratieachtergrond;2013/'14;1;1;0;0
1883;Mannen;17 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
1884;Mannen;17 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
1885;Mannen;17 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
1886;Mannen;17 jaar;Onbekende migratieachtergrond;2017/'18;1;0;0;1
1887;Mannen;17 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
1888;Mannen;17 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
1889;Mannen;17 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
1890;Mannen;18 jaar;Totaal migratieachtergrond;2006/'07;595;96;364;135
1891;Mannen;18 jaar;Totaal migratieachtergrond;2007/'08;811;130;467;214
1892;Mannen;18 jaar;Totaal migratieachtergrond;2008/'09;1000;119;666;215
1893;Mannen;18 jaar;Totaal migratieachtergrond;2009/'10;1170;129;654;387
1894;Mannen;18 jaar;Totaal migratieachtergrond;2010/'11;1239;128;744;367
1895;Mannen;18 jaar;Totaal migratieachtergrond;2011/'12;1167;145;750;272
1896;Mannen;18 jaar;Totaal migratieachtergrond;2012/'13;1117;145;664;308
1897;Mannen;18 jaar;Totaal migratieachtergrond;2013/'14;959;157;579;223
1898;Mannen;18 jaar;Totaal migratieachtergrond;2014/'15;1090;162;625;303
1899;Mannen;18 jaar;Totaal migratieachtergrond;2015/'16;1004;141;602;261
1900;Mannen;18 jaar;Totaal migratieachtergrond;2016/'17;995;141;596;258
1901;Mannen;18 jaar;Totaal migratieachtergrond;2017/'18;1098;163;664;271
1902;Mannen;18 jaar;Totaal migratieachtergrond;2018/'19;1071;129;655;287
1903;Mannen;18 jaar;Totaal migratieachtergrond;2019/'20;1118;153;640;325
1904;Mannen;18 jaar;Totaal migratieachtergrond;2020/'21;474;74;299;101
1905;Mannen;18 jaar;Nederlandse achtergrond;2006/'07;402;44;257;101
1906;Mannen;18 jaar;Nederlandse achtergrond;2007/'08;589;86;338;165
1907;Mannen;18 jaar;Nederlandse achtergrond;2008/'09;736;66;513;157
1908;Mannen;18 jaar;Nederlandse achtergrond;2009/'10;891;93;485;313
1909;Mannen;18 jaar;Nederlandse achtergrond;2010/'11;876;68;530;278
1910;Mannen;18 jaar;Nederlandse achtergrond;2011/'12;867;89;562;216
1911;Mannen;18 jaar;Nederlandse achtergrond;2012/'13;821;83;495;243
1912;Mannen;18 jaar;Nederlandse achtergrond;2013/'14;699;93;428;178
1913;Mannen;18 jaar;Nederlandse achtergrond;2014/'15;801;103;460;238
1914;Mannen;18 jaar;Nederlandse achtergrond;2015/'16;726;93;437;196
1915;Mannen;18 jaar;Nederlandse achtergrond;2016/'17;736;81;445;210
1916;Mannen;18 jaar;Nederlandse achtergrond;2017/'18;799;85;503;211
1917;Mannen;18 jaar;Nederlandse achtergrond;2018/'19;739;66;464;209
1918;Mannen;18 jaar;Nederlandse achtergrond;2019/'20;753;77;439;237
1919;Mannen;18 jaar;Nederlandse achtergrond;2020/'21;323;43;212;68
1920;Mannen;18 jaar;Met migratieachtergrond;2006/'07;193;52;107;34
1921;Mannen;18 jaar;Met migratieachtergrond;2007/'08;221;44;128;49
1922;Mannen;18 jaar;Met migratieachtergrond;2008/'09;264;53;153;58
1923;Mannen;18 jaar;Met migratieachtergrond;2009/'10;279;36;169;74
1924;Mannen;18 jaar;Met migratieachtergrond;2010/'11;363;60;214;89
1925;Mannen;18 jaar;Met migratieachtergrond;2011/'12;300;56;188;56
1926;Mannen;18 jaar;Met migratieachtergrond;2012/'13;296;62;169;65
1927;Mannen;18 jaar;Met migratieachtergrond;2013/'14;259;63;151;45
1928;Mannen;18 jaar;Met migratieachtergrond;2014/'15;289;59;165;65
1929;Mannen;18 jaar;Met migratieachtergrond;2015/'16;277;47;165;65
1930;Mannen;18 jaar;Met migratieachtergrond;2016/'17;259;60;151;48
1931;Mannen;18 jaar;Met migratieachtergrond;2017/'18;299;78;161;60
1932;Mannen;18 jaar;Met migratieachtergrond;2018/'19;332;63;191;78
1933;Mannen;18 jaar;Met migratieachtergrond;2019/'20;365;76;201;88
1934;Mannen;18 jaar;Met migratieachtergrond;2020/'21;151;31;87;33
1935;Mannen;18 jaar;Westerse migratieachtergrond;2006/'07;64;10;39;15
1936;Mannen;18 jaar;Westerse migratieachtergrond;2007/'08;76;15;46;15
1937;Mannen;18 jaar;Westerse migratieachtergrond;2008/'09;104;15;66;23
1938;Mannen;18 jaar;Westerse migratieachtergrond;2009/'10;92;8;58;26
1939;Mannen;18 jaar;Westerse migratieachtergrond;2010/'11;100;15;57;28
1940;Mannen;18 jaar;Westerse migratieachtergrond;2011/'12;80;15;45;20
1941;Mannen;18 jaar;Westerse migratieachtergrond;2012/'13;86;16;45;25
1942;Mannen;18 jaar;Westerse migratieachtergrond;2013/'14;76;15;51;10
1943;Mannen;18 jaar;Westerse migratieachtergrond;2014/'15;67;16;37;14
1944;Mannen;18 jaar;Westerse migratieachtergrond;2015/'16;87;15;52;20
1945;Mannen;18 jaar;Westerse migratieachtergrond;2016/'17;61;6;41;14
1946;Mannen;18 jaar;Westerse migratieachtergrond;2017/'18;84;20;46;18
1947;Mannen;18 jaar;Westerse migratieachtergrond;2018/'19;84;15;43;26
1948;Mannen;18 jaar;Westerse migratieachtergrond;2019/'20;96;15;47;34
1949;Mannen;18 jaar;Westerse migratieachtergrond;2020/'21;48;8;23;17
1950;Mannen;18 jaar;Niet-westerse migratieachtergrond;2006/'07;129;42;68;19
1951;Mannen;18 jaar;Niet-westerse migratieachtergrond;2007/'08;145;29;82;34
1952;Mannen;18 jaar;Niet-westerse migratieachtergrond;2008/'09;160;38;87;35
1953;Mannen;18 jaar;Niet-westerse migratieachtergrond;2009/'10;187;28;111;48
1954;Mannen;18 jaar;Niet-westerse migratieachtergrond;2010/'11;263;45;157;61
1955;Mannen;18 jaar;Niet-westerse migratieachtergrond;2011/'12;220;41;143;36
1956;Mannen;18 jaar;Niet-westerse migratieachtergrond;2012/'13;210;46;124;40
1957;Mannen;18 jaar;Niet-westerse migratieachtergrond;2013/'14;183;48;100;35
1958;Mannen;18 jaar;Niet-westerse migratieachtergrond;2014/'15;222;43;128;51
1959;Mannen;18 jaar;Niet-westerse migratieachtergrond;2015/'16;190;32;113;45
1960;Mannen;18 jaar;Niet-westerse migratieachtergrond;2016/'17;198;54;110;34
1961;Mannen;18 jaar;Niet-westerse migratieachtergrond;2017/'18;215;58;115;42
1962;Mannen;18 jaar;Niet-westerse migratieachtergrond;2018/'19;248;48;148;52
1963;Mannen;18 jaar;Niet-westerse migratieachtergrond;2019/'20;269;61;154;54
1964;Mannen;18 jaar;Niet-westerse migratieachtergrond;2020/'21;103;23;64;16
1965;Mannen;18 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
1966;Mannen;18 jaar;Onbekende migratieachtergrond;2007/'08;1;0;1;0
1967;Mannen;18 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
1968;Mannen;18 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
1969;Mannen;18 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
1970;Mannen;18 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
1971;Mannen;18 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
1972;Mannen;18 jaar;Onbekende migratieachtergrond;2013/'14;1;1;0;0
1973;Mannen;18 jaar;Onbekende migratieachtergrond;2014/'15;0;0;0;0
1974;Mannen;18 jaar;Onbekende migratieachtergrond;2015/'16;1;1;0;0
1975;Mannen;18 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
1976;Mannen;18 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
1977;Mannen;18 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
1978;Mannen;18 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
1979;Mannen;18 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
1980;Mannen;19 jaar;Totaal migratieachtergrond;2006/'07;586;71;339;176
1981;Mannen;19 jaar;Totaal migratieachtergrond;2007/'08;811;81;434;296
1982;Mannen;19 jaar;Totaal migratieachtergrond;2008/'09;846;66;519;261
1983;Mannen;19 jaar;Totaal migratieachtergrond;2009/'10;1047;58;513;476
1984;Mannen;19 jaar;Totaal migratieachtergrond;2010/'11;1252;73;689;490
1985;Mannen;19 jaar;Totaal migratieachtergrond;2011/'12;1129;56;667;406
1986;Mannen;19 jaar;Totaal migratieachtergrond;2012/'13;1164;63;657;444
1987;Mannen;19 jaar;Totaal migratieachtergrond;2013/'14;957;86;541;330
1988;Mannen;19 jaar;Totaal migratieachtergrond;2014/'15;975;81;530;364
1989;Mannen;19 jaar;Totaal migratieachtergrond;2015/'16;972;94;532;346
1990;Mannen;19 jaar;Totaal migratieachtergrond;2016/'17;942;59;538;345
1991;Mannen;19 jaar;Totaal migratieachtergrond;2017/'18;984;68;541;375
1992;Mannen;19 jaar;Totaal migratieachtergrond;2018/'19;979;61;540;378
1993;Mannen;19 jaar;Totaal migratieachtergrond;2019/'20;1029;67;554;408
1994;Mannen;19 jaar;Totaal migratieachtergrond;2020/'21;494;56;304;134
1995;Mannen;19 jaar;Nederlandse achtergrond;2006/'07;400;48;224;128
1996;Mannen;19 jaar;Nederlandse achtergrond;2007/'08;516;44;274;198
1997;Mannen;19 jaar;Nederlandse achtergrond;2008/'09;592;37;366;189
1998;Mannen;19 jaar;Nederlandse achtergrond;2009/'10;743;36;369;338
1999;Mannen;19 jaar;Nederlandse achtergrond;2010/'11;875;38;481;356
2000;Mannen;19 jaar;Nederlandse achtergrond;2011/'12;793;35;457;301
2001;Mannen;19 jaar;Nederlandse achtergrond;2012/'13;805;39;449;317
2002;Mannen;19 jaar;Nederlandse achtergrond;2013/'14;653;52;353;248
2003;Mannen;19 jaar;Nederlandse achtergrond;2014/'15;671;55;363;253
2004;Mannen;19 jaar;Nederlandse achtergrond;2015/'16;627;53;345;229
2005;Mannen;19 jaar;Nederlandse achtergrond;2016/'17;655;34;373;248
2006;Mannen;19 jaar;Nederlandse achtergrond;2017/'18;712;43;385;284
2007;Mannen;19 jaar;Nederlandse achtergrond;2018/'19;681;32;374;275
2008;Mannen;19 jaar;Nederlandse achtergrond;2019/'20;658;31;348;279
2009;Mannen;19 jaar;Nederlandse achtergrond;2020/'21;315;35;200;80
2010;Mannen;19 jaar;Met migratieachtergrond;2006/'07;185;22;115;48
2011;Mannen;19 jaar;Met migratieachtergrond;2007/'08;295;37;160;98
2012;Mannen;19 jaar;Met migratieachtergrond;2008/'09;254;29;153;72
2013;Mannen;19 jaar;Met migratieachtergrond;2009/'10;304;22;144;138
2014;Mannen;19 jaar;Met migratieachtergrond;2010/'11;377;35;208;134
2015;Mannen;19 jaar;Met migratieachtergrond;2011/'12;336;21;210;105
2016;Mannen;19 jaar;Met migratieachtergrond;2012/'13;359;24;208;127
2017;Mannen;19 jaar;Met migratieachtergrond;2013/'14;304;34;188;82
2018;Mannen;19 jaar;Met migratieachtergrond;2014/'15;303;26;166;111
2019;Mannen;19 jaar;Met migratieachtergrond;2015/'16;345;41;187;117
2020;Mannen;19 jaar;Met migratieachtergrond;2016/'17;287;25;165;97
2021;Mannen;19 jaar;Met migratieachtergrond;2017/'18;272;25;156;91
2022;Mannen;19 jaar;Met migratieachtergrond;2018/'19;298;29;166;103
2023;Mannen;19 jaar;Met migratieachtergrond;2019/'20;371;36;206;129
2024;Mannen;19 jaar;Met migratieachtergrond;2020/'21;179;21;104;54
2025;Mannen;19 jaar;Westerse migratieachtergrond;2006/'07;59;10;32;17
2026;Mannen;19 jaar;Westerse migratieachtergrond;2007/'08;71;7;34;30
2027;Mannen;19 jaar;Westerse migratieachtergrond;2008/'09;69;6;44;19
2028;Mannen;19 jaar;Westerse migratieachtergrond;2009/'10;88;6;41;41
2029;Mannen;19 jaar;Westerse migratieachtergrond;2010/'11;112;5;69;38
2030;Mannen;19 jaar;Westerse migratieachtergrond;2011/'12;91;5;51;35
2031;Mannen;19 jaar;Westerse migratieachtergrond;2012/'13;98;4;61;33
2032;Mannen;19 jaar;Westerse migratieachtergrond;2013/'14;96;8;63;25
2033;Mannen;19 jaar;Westerse migratieachtergrond;2014/'15;87;10;44;33
2034;Mannen;19 jaar;Westerse migratieachtergrond;2015/'16;92;12;45;35
2035;Mannen;19 jaar;Westerse migratieachtergrond;2016/'17;93;8;51;34
2036;Mannen;19 jaar;Westerse migratieachtergrond;2017/'18;72;11;34;27
2037;Mannen;19 jaar;Westerse migratieachtergrond;2018/'19;79;5;45;29
2038;Mannen;19 jaar;Westerse migratieachtergrond;2019/'20;98;8;54;36
2039;Mannen;19 jaar;Westerse migratieachtergrond;2020/'21;59;7;33;19
2040;Mannen;19 jaar;Niet-westerse migratieachtergrond;2006/'07;126;12;83;31
2041;Mannen;19 jaar;Niet-westerse migratieachtergrond;2007/'08;224;30;126;68
2042;Mannen;19 jaar;Niet-westerse migratieachtergrond;2008/'09;185;23;109;53
2043;Mannen;19 jaar;Niet-westerse migratieachtergrond;2009/'10;216;16;103;97
2044;Mannen;19 jaar;Niet-westerse migratieachtergrond;2010/'11;265;30;139;96
2045;Mannen;19 jaar;Niet-westerse migratieachtergrond;2011/'12;245;16;159;70
2046;Mannen;19 jaar;Niet-westerse migratieachtergrond;2012/'13;261;20;147;94
2047;Mannen;19 jaar;Niet-westerse migratieachtergrond;2013/'14;208;26;125;57
2048;Mannen;19 jaar;Niet-westerse migratieachtergrond;2014/'15;216;16;122;78
2049;Mannen;19 jaar;Niet-westerse migratieachtergrond;2015/'16;253;29;142;82
2050;Mannen;19 jaar;Niet-westerse migratieachtergrond;2016/'17;194;17;114;63
2051;Mannen;19 jaar;Niet-westerse migratieachtergrond;2017/'18;200;14;122;64
2052;Mannen;19 jaar;Niet-westerse migratieachtergrond;2018/'19;219;24;121;74
2053;Mannen;19 jaar;Niet-westerse migratieachtergrond;2019/'20;273;28;152;93
2054;Mannen;19 jaar;Niet-westerse migratieachtergrond;2020/'21;120;14;71;35
2055;Mannen;19 jaar;Onbekende migratieachtergrond;2006/'07;1;1;0;0
2056;Mannen;19 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
2057;Mannen;19 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
2058;Mannen;19 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
2059;Mannen;19 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
2060;Mannen;19 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
2061;Mannen;19 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
2062;Mannen;19 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
2063;Mannen;19 jaar;Onbekende migratieachtergrond;2014/'15;1;0;1;0
2064;Mannen;19 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
2065;Mannen;19 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
2066;Mannen;19 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
2067;Mannen;19 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
2068;Mannen;19 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
2069;Mannen;19 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
2070;Mannen;20 jaar;Totaal migratieachtergrond;2006/'07;300;38;174;88
2071;Mannen;20 jaar;Totaal migratieachtergrond;2007/'08;362;48;208;106
2072;Mannen;20 jaar;Totaal migratieachtergrond;2008/'09;334;42;188;104
2073;Mannen;20 jaar;Totaal migratieachtergrond;2009/'10;416;31;216;169
2074;Mannen;20 jaar;Totaal migratieachtergrond;2010/'11;491;33;324;134
2075;Mannen;20 jaar;Totaal migratieachtergrond;2011/'12;513;39;313;161
2076;Mannen;20 jaar;Totaal migratieachtergrond;2012/'13;531;36;304;191
2077;Mannen;20 jaar;Totaal migratieachtergrond;2013/'14;432;47;262;123
2078;Mannen;20 jaar;Totaal migratieachtergrond;2014/'15;476;56;251;169
2079;Mannen;20 jaar;Totaal migratieachtergrond;2015/'16;431;46;263;122
2080;Mannen;20 jaar;Totaal migratieachtergrond;2016/'17;428;42;251;135
2081;Mannen;20 jaar;Totaal migratieachtergrond;2017/'18;439;43;236;160
2082;Mannen;20 jaar;Totaal migratieachtergrond;2018/'19;467;39;271;157
2083;Mannen;20 jaar;Totaal migratieachtergrond;2019/'20;474;33;276;165
2084;Mannen;20 jaar;Totaal migratieachtergrond;2020/'21;300;32;189;79
2085;Mannen;20 jaar;Nederlandse achtergrond;2006/'07;206;23;122;61
2086;Mannen;20 jaar;Nederlandse achtergrond;2007/'08;238;31;132;75
2087;Mannen;20 jaar;Nederlandse achtergrond;2008/'09;214;26;118;70
2088;Mannen;20 jaar;Nederlandse achtergrond;2009/'10;268;19;143;106
2089;Mannen;20 jaar;Nederlandse achtergrond;2010/'11;310;22;203;85
2090;Mannen;20 jaar;Nederlandse achtergrond;2011/'12;340;28;198;114
2091;Mannen;20 jaar;Nederlandse achtergrond;2012/'13;327;23;196;108
2092;Mannen;20 jaar;Nederlandse achtergrond;2013/'14;280;25;172;83
2093;Mannen;20 jaar;Nederlandse achtergrond;2014/'15;316;39;173;104
2094;Mannen;20 jaar;Nederlandse achtergrond;2015/'16;286;30;179;77
2095;Mannen;20 jaar;Nederlandse achtergrond;2016/'17;272;23;165;84
2096;Mannen;20 jaar;Nederlandse achtergrond;2017/'18;297;29;171;97
2097;Mannen;20 jaar;Nederlandse achtergrond;2018/'19;274;20;160;94
2098;Mannen;20 jaar;Nederlandse achtergrond;2019/'20;291;17;183;91
2099;Mannen;20 jaar;Nederlandse achtergrond;2020/'21;191;18;117;56
2100;Mannen;20 jaar;Met migratieachtergrond;2006/'07;94;15;52;27
2101;Mannen;20 jaar;Met migratieachtergrond;2007/'08;124;17;76;31
2102;Mannen;20 jaar;Met migratieachtergrond;2008/'09;120;16;70;34
2103;Mannen;20 jaar;Met migratieachtergrond;2009/'10;148;12;73;63
2104;Mannen;20 jaar;Met migratieachtergrond;2010/'11;181;11;121;49
2105;Mannen;20 jaar;Met migratieachtergrond;2011/'12;173;11;115;47
2106;Mannen;20 jaar;Met migratieachtergrond;2012/'13;204;13;108;83
2107;Mannen;20 jaar;Met migratieachtergrond;2013/'14;152;22;90;40
2108;Mannen;20 jaar;Met migratieachtergrond;2014/'15;158;17;76;65
2109;Mannen;20 jaar;Met migratieachtergrond;2015/'16;145;16;84;45
2110;Mannen;20 jaar;Met migratieachtergrond;2016/'17;156;19;86;51
2111;Mannen;20 jaar;Met migratieachtergrond;2017/'18;142;14;65;63
2112;Mannen;20 jaar;Met migratieachtergrond;2018/'19;193;19;111;63
2113;Mannen;20 jaar;Met migratieachtergrond;2019/'20;183;16;93;74
2114;Mannen;20 jaar;Met migratieachtergrond;2020/'21;109;14;72;23
2115;Mannen;20 jaar;Westerse migratieachtergrond;2006/'07;24;3;12;9
2116;Mannen;20 jaar;Westerse migratieachtergrond;2007/'08;37;7;19;11
2117;Mannen;20 jaar;Westerse migratieachtergrond;2008/'09;32;6;18;8
2118;Mannen;20 jaar;Westerse migratieachtergrond;2009/'10;44;3;24;17
2119;Mannen;20 jaar;Westerse migratieachtergrond;2010/'11;50;4;33;13
2120;Mannen;20 jaar;Westerse migratieachtergrond;2011/'12;64;5;41;18
2121;Mannen;20 jaar;Westerse migratieachtergrond;2012/'13;59;8;30;21
2122;Mannen;20 jaar;Westerse migratieachtergrond;2013/'14;41;10;25;6
2123;Mannen;20 jaar;Westerse migratieachtergrond;2014/'15;49;6;26;17
2124;Mannen;20 jaar;Westerse migratieachtergrond;2015/'16;50;4;35;11
2125;Mannen;20 jaar;Westerse migratieachtergrond;2016/'17;44;5;27;12
2126;Mannen;20 jaar;Westerse migratieachtergrond;2017/'18;46;7;24;15
2127;Mannen;20 jaar;Westerse migratieachtergrond;2018/'19;47;4;27;16
2128;Mannen;20 jaar;Westerse migratieachtergrond;2019/'20;48;6;20;22
2129;Mannen;20 jaar;Westerse migratieachtergrond;2020/'21;24;4;16;4
2130;Mannen;20 jaar;Niet-westerse migratieachtergrond;2006/'07;70;12;40;18
2131;Mannen;20 jaar;Niet-westerse migratieachtergrond;2007/'08;87;10;57;20
2132;Mannen;20 jaar;Niet-westerse migratieachtergrond;2008/'09;88;10;52;26
2133;Mannen;20 jaar;Niet-westerse migratieachtergrond;2009/'10;104;9;49;46
2134;Mannen;20 jaar;Niet-westerse migratieachtergrond;2010/'11;131;7;88;36
2135;Mannen;20 jaar;Niet-westerse migratieachtergrond;2011/'12;109;6;74;29
2136;Mannen;20 jaar;Niet-westerse migratieachtergrond;2012/'13;145;5;78;62
2137;Mannen;20 jaar;Niet-westerse migratieachtergrond;2013/'14;111;12;65;34
2138;Mannen;20 jaar;Niet-westerse migratieachtergrond;2014/'15;109;11;50;48
2139;Mannen;20 jaar;Niet-westerse migratieachtergrond;2015/'16;95;12;49;34
2140;Mannen;20 jaar;Niet-westerse migratieachtergrond;2016/'17;112;14;59;39
2141;Mannen;20 jaar;Niet-westerse migratieachtergrond;2017/'18;96;7;41;48
2142;Mannen;20 jaar;Niet-westerse migratieachtergrond;2018/'19;146;15;84;47
2143;Mannen;20 jaar;Niet-westerse migratieachtergrond;2019/'20;135;10;73;52
2144;Mannen;20 jaar;Niet-westerse migratieachtergrond;2020/'21;85;10;56;19
2145;Mannen;20 jaar;Onbekende migratieachtergrond;2006/'07;0;0;0;0
2146;Mannen;20 jaar;Onbekende migratieachtergrond;2007/'08;0;0;0;0
2147;Mannen;20 jaar;Onbekende migratieachtergrond;2008/'09;0;0;0;0
2148;Mannen;20 jaar;Onbekende migratieachtergrond;2009/'10;0;0;0;0
2149;Mannen;20 jaar;Onbekende migratieachtergrond;2010/'11;0;0;0;0
2150;Mannen;20 jaar;Onbekende migratieachtergrond;2011/'12;0;0;0;0
2151;Mannen;20 jaar;Onbekende migratieachtergrond;2012/'13;0;0;0;0
2152;Mannen;20 jaar;Onbekende migratieachtergrond;2013/'14;0;0;0;0
2153;Mannen;20 jaar;Onbekende migratieachtergrond;2014/'15;2;0;2;0
2154;Mannen;20 jaar;Onbekende migratieachtergrond;2015/'16;0;0;0;0
2155;Mannen;20 jaar;Onbekende migratieachtergrond;2016/'17;0;0;0;0
2156;Mannen;20 jaar;Onbekende migratieachtergrond;2017/'18;0;0;0;0
2157;Mannen;20 jaar;Onbekende migratieachtergrond;2018/'19;0;0;0;0
2158;Mannen;20 jaar;Onbekende migratieachtergrond;2019/'20;0;0;0;0
2159;Mannen;20 jaar;Onbekende migratieachtergrond;2020/'21;0;0;0;0
2160;Mannen;21 jaar;Totaal migratieachtergrond;2006/'07;118;24;71;23
2161;Mannen;21 jaar;Totaal migratieachtergrond;2007/'08;120;22;74;24
2162;Mannen;21 jaar;Totaal migratieachtergrond;2008/'09;136;25;85;26
2163;Mannen;21 jaar;Totaal migratieachtergrond;2009/'10;133;26;66;41
2164;Mannen;21 jaar;Totaal migratieachtergrond;2010/'11;163;25;116;22
2165;Mannen;21 jaar;Totaal migratieachtergrond;2011/'12;150;16;108;26
2166;Mannen;21 jaar;Totaal migratieachtergrond;2012/'13;172;24;107;41
2167;Mannen;21 jaar;Totaal migratieachtergrond;2013/'14;139;27;86;26
2168;Mannen;21 jaar;Totaal migratieachtergrond;2014/'15;176;36;111;29
2169;Mannen;21 jaar;Totaal migratieachtergrond;2015/'16;174;21;116;37
2170;Mannen;21 jaar;Totaal migratieachtergrond;2016/'17;145;21;85;39
2171;Mannen;21 jaar;Totaal migratieachtergrond;2017/'18;173;16;105;52
2172;Mannen;21 jaar;Totaal migratieachtergrond;2018/'19;148;14;92;42
2173;Mannen;21 jaar;Totaal migratieachtergrond;2019/'20;197;21;120;56
2174;Mannen;21 jaar;Totaal migratieachtergrond;2020/'21;138;22;82;34
2175;Mannen;21 jaar;Nederlandse achtergrond;2006/'07;77;14;49;14
2176;Mannen;21 jaar;Nederlandse achtergrond;2007/'08;70;11;47;12
2177;Mannen;21 jaar;Nederlandse achtergrond;2008/'09;90;16;63;11
2178;Mannen;21 jaar;Nederlandse achtergrond;2009/'10;89;17;49;23
2179;Mannen;21 jaar;Nederlandse achtergrond;2010/'11;106;14;82;10
2180;Mannen;21 jaar;Nederlandse achtergrond;2011/'12;96;11;72;13
2181;Mannen;21 jaar;Nederlandse achtergrond;2012/'13;105;12;72;21
2182;Mannen;21 jaar;Nederlandse achtergrond;2013/'14;90;17;54;19
2183;Mannen;21 jaar;Nederlandse achtergrond;2014/'15;113;23;71;19
2184;Mannen;21 jaar;Nederlandse achtergrond;2015/'16;100;10;67;23
2185;Mannen;21 jaar;Nederlandse achtergrond;2016/'17;97;15;60;22
2186;Mannen;21 jaar;Nederlandse achtergrond;2017/'18;113;10;68;35
2187;Mannen;21 jaar;Nederlandse achtergrond;2018/'19;83;7;56;20
2188;Mannen;21 jaar;Nederlandse achtergrond;2019/'20;128;13;85;30
2189;Mannen;21 jaar;Nederlandse achtergrond;2020/'21;95;14;56;25
2190;Mannen;21 jaar;Met migratieachtergrond;2006/'07;41;10;22;9
2191;Mannen;21 jaar;Met migratieachtergrond;2007/'08;50;11;27;12
2192;Mannen;21 jaar;Met migratieachtergrond;2008/'09;46;9;22;15
2193;Mannen;21 jaar;Met migratieachtergrond;2009/'10;44;9;17;18
2194;Mannen;21 jaar;Met migratieachtergrond;2010/'11;57;11;34;12
2195;Mannen;21 jaar;Met migratieachtergrond;2011/'12;53;5;36;12
2196;Mannen;21 jaar;Met migratieachtergrond;2012/'13;67;12;35;20
2197;Mannen;21 jaar;Met migratieachtergrond;2013/'14;49;10;32;7
2198;Mannen;21 jaar;Met migratieachtergrond;2014/'15;63;13;40;10
2199;Mannen;21 jaar;Met migratieachtergrond;2015/'16;74;11;49;14
2200;Mannen;21 jaar;Met migratieachtergrond;2016/'17;48;6;25;17
2201;Mannen;21 jaar;Met migratieachtergrond;2017/'18;60;6;37;17
2202;Mannen;21 jaar;Met migratieachtergrond;2018/'19;65;7;36;22
2203;Mannen;21 jaar;Met migratieachtergrond;2019/'20;69;8;35;26
2204;Mannen;21 jaar;Met migratieachtergrond;2020/'21;43;8;26;9
