ID;RegioS;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;Inwonertal_68;Omgevingsadressendichtheid_69
428;289;289;Wageningen                        ; WNN;Wageningen                ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;13;Veluwe                             ;36;Overige gemeenten zuidelijke Veluwezoom ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;15;Wageningen         ;7;Arnhem          ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied               ;2;Oost-Nederland ;29;Ede                   ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL221;Veluwe                             ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;10;Valleiregio            ;8;Veluwe en Veluwerand                    ;16;Eem en Vallei                  ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ; 143;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;35137;1492
429;628;628;Warmond                           ; WMD;Warmond                   ;9;'s-Gravenhage   ;16;Hollands-Midden           ;31;Leiden-Alphen aan den Rijn     ;25;Agglomeratie Leiden en Bollenstreek;71;Randgebied Leiden                       ;14;Leiden            ;15;Leiden           ;37;GGD Zuid-Holland Noord            ;30;Leiden             ;15;Leiden          ;2804;Westelijk Rijnland                      ;7;Westelijk Holland            ;3;West-Nederland ;46;Leiden                ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL331;Agglomeratie Leiden en Bollenstreek;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland ;3;'s-Gravenhage   ;21;Rijnstreek             ;6;Hollands-Utrechtse meren                ;26;Zuid-Holland-Noord             ;19;Bollenstreek/Leiden                     ;26;Bollenstreek/Leiden                     ; 311;    ;                              ;12;Leiden          ;12;Leiden          ;1;minder dan 5 000 inwoners   ;4;Weinig stedelijk    ;4977;613
430;291;291;Warnsveld                         ; WVD;Warnsveld                 ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;16;Winterswijk-Zutphen            ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek          ;19;Zutphen            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;23;Zutphen               ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;9;Stedendriehoek         ;10;Achterhoek                              ;11;Stedendriehoek                 ;11;Achterhoek                              ;12;Achterhoek                              ; 161;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;3;Matig stedelijk     ;9223;1219
431;629;629;Wassenaar                         ; WNR;Wassenaar                 ;9;'s-Gravenhage   ;46;Haaglanden                ;29;'s-Gravenhage                  ;26;Agglomeratie 's-Gravenhage         ;80;Randgebied 's-Gravenhage                ;15;'s-Gravenhage     ;16;'s-Gravenhage    ;41;GGD Zuid-Holland West             ;28;'s-Gravenhage      ;15;Leiden          ;2808;Bollenstreek                            ;7;Westelijk Holland            ;3;West-Nederland ;49;'s-Gravenhage         ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL332;Agglomeratie 's-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;2;Noordzeebadplaatsen                     ;28;Haaglanden                     ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;    ;    ;                              ;13;'s-Gravenhage   ;13;'s-Gravenhage   ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25506;1295
432;852;852;Waterland                         ; WAD;Waterland                 ;15;Haarlem         ;13;Zaanstreek-Waterland      ;21;Amsterdam-Purmerend            ;23;Groot-Amsterdam                    ;57;Waterland                               ;13;Amsterdam         ;14;Amsterdam        ;73;GGD Zaanstreek/Waterland          ;50;Zaandam            ;11;Den Helder      ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen  ;3;West-Nederland ;44;Amsterdam             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;11;Zaanstreek-Waterland     ;27;Noord-Holland;4;Amsterdam       ;20;Zuidelijk Noord-Holland;3;IJsselmeerkust                          ;21;Agglomeratie Amsterdam         ;16;Zaanstreek/Waterland/Amstelland/Meerland;20;Zaanstreek/Waterland                    ; 212; 232;Overig Groot-Amsterdam        ;0;                ;10;Amsterdam       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;17266;583
433;988;988;Weert                             ; WRT;Weert                     ;4;Roermond        ;42;Noord- en Midden-Limburg  ;47;Roermond-Weert                 ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord- en Midden-Limburg      ;12;Roermond           ;19;Maastricht      ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied  ;4;Zuid-Nederland ;75;Weert                 ;   NL4;Zuid-Nederland ;NL42;Limburg      ; NL422;Midden-Limburg                     ;22;Zuidoost-Noord-Brabant          ;23;Limburg-Noord            ;31;Limburg      ;1;'s-Hertogenbosch;30;Weert                  ;14;O.-Brabant, N.- en M.-Limburg, Nijmegen ;39;Midden-Limburg                 ;29;Noord-Limburg                           ;42;Midden-Limburg                          ; 472;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;48724;1160
434;457;457;Weesp                             ; WSP;Weesp                     ;13;Amsterdam       ;4;Het Gooi en de Vechtstreek;23;Hilversum                      ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek           ;45;Hilversum          ;10;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;17;Overig Nederland                        ;20;Gooi en Vechtstreek            ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;2;Sterk stedelijk     ;17843;1578
435;292;292;Wehl                              ; WHL;Wehl                      ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Arnhem-Doetinchem              ;14;Achterhoek                         ;26;De Lijmers                              ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;18;Terborg            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;25;Doetinchem            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ; 142;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6757;390
436;870;870;Werkendam                         ; WDM;Werkendam                 ;2;Breda           ;1;Midden- en West-Brabant   ;34;Gorinchem                      ;34;Midden-Noord-Brabant               ;105;Land van Altena                         ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;5;Breda              ;17;Tilburg         ;3003;Biesbosch                               ;11;Zuidwestelijk akkerbouwgebied;4;Zuid-Nederland ;52;Gorinchem             ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL412;Midden-Noord-Brabant               ;18;Dordrecht-Gorinchem             ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;4;Deltagebied                             ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;35;Breda e.o.                              ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26373;546
437;459;459;Wervershoof                       ; WHF;Wervershoof               ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 261;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8485;443
438;668;668;West Maas en Waal                 ; WWL;West Maas en Waal         ;5;Arnhem          ;48;Gelderland-Zuid           ;18;Tiel                           ;16;Zuidwest-Gelderland                ;41;Land van Maas en Waal                   ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;16;Tiel               ;6;Nijmegen        ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;31;Tiel                  ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL224;Zuidwest-Gelderland                ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;9;Gelders Rivierengebied                  ;15;Rivierenland                   ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;18232;306
439;558;558;Wester-Koggenland                 ; WKD;Wester-Koggenland         ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 261;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13901;286
440;Westerveld;1701;Westerveld                        ; WED;Westerveld                ;19;Assen           ;71;Drenthe                   ;8;Meppel-Steenwijk               ;9;Zuidwest-Drenthe                   ;17;Drentse zandgronden                     ;3;Zwolle            ;3;Drenthe          ;7;GGD Drenthe                       ;62;Meppel             ;3;Assen           ;2203;Zuidwestelijk weidegebied in Drenthe    ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;15;Meppel                ;   NL1;Noord-Nederland;NL13;Drenthe      ; NL133;Zuidwest-Drenthe                   ;5;Zwolle-Meppel en omstreken      ;3;Drenthe                  ;22;Drenthe      ;5;Leeuwarden      ;5;Zuid Drenthe           ;12;Groningse, Friese en Drentse zandgronden;9;Zuidwest-Drenthe               ;6;Zuidoost- en Zuidwest-Drenthe           ;6;Zuidoost- en Zuidwest-Drenthe           ; 081;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;19036;186
441;293;293;Westervoort                       ; WVT;Westervoort               ;5;Arnhem          ;45;Gelderland-Midden         ;14;Arnhem-Doetinchem              ;15;Arnhem/Nijmegen                    ;26;De Lijmers                              ;6;Arnhem            ;7;Arnhem           ;19;Hulpverlening Gelderland Midden   ;14;Arnhem             ;7;Arnhem          ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;26;Arnhem                ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;9;Arnhem en omstreken             ;7;Gelderland-Midden        ;25;Gelderland   ;2;Arnhem          ;11;Arnhem                 ;10;Achterhoek                              ;14;Arnhem/Nijmegen                ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ; 141;    ;                              ;0;                ;6;Arnhem          ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;16068;1134
442;Westland;1783;Westland                          ; WTN;Westland                  ;9;'s-Gravenhage   ;46;Haaglanden                ;29;'s-Gravenhage                  ;27;Delft en Westland                  ;81;Westland                                ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delfland                      ;29;Delft              ;14;Dordrecht       ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland            ;3;West-Nederland ;49;'s-Gravenhage         ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland ;3;'s-Gravenhage   ;22;Haaglanden             ;2;Noordzeebadplaatsen                     ;28;Haaglanden                     ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;    ;    ;                              ;0;                ;13;'s-Gravenhage   ;5;50 000 - < 100 000 inwoners ;3;Matig stedelijk     ;97270;1184
443;98;98;Weststellingwerf                  ; WSF;Weststellingwerf          ;17;Leeuwarden      ;23;Fryslân                   ;5;Heerenveen                     ;6;Zuidoost-Friesland                 ;9;Fries zandgebied                        ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                     ;55;Heerenveen         ;2;Leeuwarden      ;2103;De Wouden                               ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;8;Heerenveen            ;   NL1;Noord-Nederland;NL12;Friesland    ; NL123;Zuidoost-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland    ;5;Leeuwarden      ;4;Friesland              ;12;Groningse, Friese en Drentse zandgronden;6;Friesland-oost                 ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;25990;594
444;614;614;Westvoorne                        ; WVE;Westvoorne                ;10;Rotterdam       ;20;Rotterdam-Rijnmond        ;28;Rotterdam-Schiedam             ;29;Groot-Rijnmond                     ;91;Voorne-Putten en Rozenburg              ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden       ;35;Brielle            ;14;Dordrecht       ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied;3;West-Nederland ;56;Brielle               ;   NL3;West-Nederland ;NL33;Zuid-Holland ; NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland ;3;'s-Gravenhage   ;23;Rijnmond               ;2;Noordzeebadplaatsen                     ;29;Rijnmond                       ;23;Rijnmond                                ;31;Rijnmond                                ; 283; 291;Rijnmond                      ;0;                ;14;Rotterdam       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;14265;523
445;189;189;Wierden                           ; WDN;Wierden                   ;8;Almelo          ;35;Twente                    ;12;Almelo                         ;12;Twente                             ;24;Overige gemeenten in Twente             ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                  ;26;Almelo             ;4;Zwolle          ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;21;Almelo                ;   NL2;Oost-Nederland ;NL21;Overijssel   ; NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel   ;2;Arnhem          ;7;Twente                 ;11;Twente, Salland en Vechtstreek          ;12;Twente                         ;7;Twente                                  ;7;Almelo                                  ; 121;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;23343;605
446;462;462;Wieringen                         ; WIN;Wieringen                 ;14;Alkmaar         ;6;Noord-Holland-Noord       ;27;Den Helder-Schagen             ;18;Kop van Noord-Holland              ;51;Wieringen, Wieringermeer                ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland         ;48;Den Helder         ;11;Den Helder      ;2701;Wieringen en Wieringermeer              ;6;IJsselmeerpolders            ;3;West-Nederland ;37;Den Helder            ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;23;Kop van Noord-Holland          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;    ;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8451;387
447;463;463;Wieringermeer                     ; WMR;Wieringermeer             ;14;Alkmaar         ;6;Noord-Holland-Noord       ;27;Den Helder-Schagen             ;18;Kop van Noord-Holland              ;51;Wieringen, Wieringermeer                ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland         ;48;Den Helder         ;11;Den Helder      ;2701;Wieringen en Wieringermeer              ;6;IJsselmeerpolders            ;3;West-Nederland ;37;Den Helder            ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;3;IJsselmeerkust                          ;23;Kop van Noord-Holland          ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;    ;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;12583;419
448;296;296;Wijchen                           ; WCN;Wijchen                   ;5;Arnhem          ;48;Gelderland-Zuid           ;15;Nijmegen                       ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                ;17;Nijmegen           ;6;Nijmegen        ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;30;Nijmegen              ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland   ;2;Arnhem          ;13;Nijmegen               ;9;Gelders Rivierengebied                  ;14;Arnhem/Nijmegen                ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ; 151;    ;                              ;0;                ;7;Nijmegen        ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;39878;1023
449;Wijdemeren;1696;Wijdemeren                        ; WEN;Wijdemeren                ;13;Amsterdam       ;4;Het Gooi en de Vechtstreek;23;Hilversum                      ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek           ;45;Hilversum          ;10;Haarlem         ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;45;Hilversum             ;   NL3;West-Nederland ;NL32;Noord-Holland; NL327;Het Gooi en Vechtstreek            ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland;4;Amsterdam       ;16;Gooi & Vechtstreek     ;6;Hollands-Utrechtse meren                ;20;Gooi en Vechtstreek            ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;    ;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;23333;513
450;352;352;Wijk bij Duurstede                ; WDE;Wijk bij Duurstede        ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;45;Utrechts Kromme Rijngebied              ;9;Utrecht           ;9;Utrecht          ;26;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2601;Kromme Rijn-streek en Heuvelrug         ;10;Rivierengebied               ;3;West-Nederland ;36;Utrecht               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;17;Overig Nederland                        ;19;Utrecht                        ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ; 191;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;23511;1041
451;52;52;Winschoten                        ; WSN;Winschoten                ;18;Groningen       ;34;Groningen                 ;2;Winschoten-Veendam             ;1;Oost-Groningen                     ;3;Groninger Oldambt                       ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;59;Winschoten         ;1;Groningen       ;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt      ;1;Noord-Nederland;5;Winschoten            ;   NL1;Noord-Nederland;NL11;Groningen    ; NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;2;Oost Groningen         ;17;Overig Nederland                        ;1;Oost-Groningen                 ;1;Ommelanden                              ;1;Ommelanden                              ; 021;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;18500;1187
452;53;53;Winsum                            ; WNM;Winsum                    ;18;Groningen       ;34;Groningen                 ;1;Groningen                      ;3;Overig Groningen                   ;6;Groninger centrale Weidestreek          ;1;Groningen-Drenthe ;1;Groningen        ;1;Hulpverleningsdienst GGD Groningen;57;Groningen          ;1;Groningen       ;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied       ;1;Noord-Nederland;1;Groningen             ;   NL1;Noord-Nederland;NL11;Groningen    ; NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen    ;5;Leeuwarden      ;1;Noord Groningen        ;17;Overig Nederland                        ;2;Noord-Groningen en Eemsmond    ;1;Ommelanden                              ;1;Ommelanden                              ; 011;    ;                              ;0;                ;1;Groningen       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;14257;379
453;294;294;Winterswijk                       ; WTK;Winterswijk               ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;16;Winterswijk-Zutphen            ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;21;Groenlo            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;24;Winterswijk           ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ; 162;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;29299;1012
454;295;295;Wisch                             ; WSH;Wisch                     ;6;Zutphen         ;31;Noord- en Oost-Gelderland ;14;Arnhem-Doetinchem              ;14;Achterhoek                         ;29;Oude-IJsselgebied (oostelijk deel)      ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek              ;18;Terborg            ;7;Arnhem          ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied  ;2;Oost-Nederland ;25;Doetinchem            ;   NL2;Oost-Nederland ;NL22;Gelderland   ; NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland   ;2;Arnhem          ;12;Achterhoek             ;10;Achterhoek                              ;13;Oost-Gelderland                ;11;Achterhoek                              ;12;Achterhoek                              ; 142;    ;                              ;0;                ;0;                ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19534;515
455;873;873;Woensdrecht                       ; WDT;Woensdrecht               ;2;Breda           ;1;Midden- en West-Brabant   ;44;Bergen op Zoom/Roosendaal      ;33;West-Noord-Brabant                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;20;Breda             ;22;Breda            ;52;GGD West-Brabant                  ;8;Bergen op Zoom     ;17;Tilburg         ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant             ;4;Zuid-Nederland ;64;Bergen op Zoom        ;   NL4;Zuid-Nederland ;NL41;Noord-Brabant; NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant;1;'s-Hertogenbosch;25;West Brabant           ;13;West- en Midden-Brabant                 ;34;West-Brabant                   ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ; 441;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;21415;516
456;632;632;Woerden                           ; WRN;Woerden                   ;16;Utrecht         ;50;Utrechtsland              ;19;Utrecht-Zeist-Woerden          ;17;Utrecht                            ;49;Utrechts weidegebied                    ;9;Utrecht           ;9;Utrecht          ;25;GGD Midden-Nederland              ;51;Utrecht            ;8;Utrecht         ;2602;Westelijk weidegebied in Utrecht        ;9;Hollands/Utrechts weidegebied;3;West-Nederland ;48;Woerden               ;   NL3;West-Nederland ;NL31;Utrecht      ; NL310;Utrecht                            ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht      ;4;Amsterdam       ;18;West Utrecht           ;17;Overig Nederland                        ;19;Utrecht                        ;14;West-Utrecht                            ;17;West-Utrecht                            ; 193;    ;                              ;0;                ;0;                ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;48096;1175
457;466;466;Wognum                            ; WGM;Wognum                    ;14;Alkmaar         ;6;Noord-Holland-Noord       ;26;Enkhuizen-Hoorn                ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;11;Alkmaar           ;12;Alkmaar          ;28;GGD Westfriesland                 ;47;Hoorn              ;11;Den Helder      ;2705;West-Friesland en omgeving              ;7;Westelijk Holland            ;3;West-Nederland ;40;Hoorn                 ;   NL3;West-Nederland ;NL32;Noord-Holland; NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland;4;Amsterdam       ;19;Noord-Holland Noord    ;17;Overig Nederland                        ;22;Westfriesland                  ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ; 261;    ;                              ;0;                ;0;                ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;8081;385
