ID;Geslacht;KenmerkenVanPersonen;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2;PersonenMetKoopkrachtstijging_3;k_20ePercentiel_4;k_40ePercentiel_5;k_60ePercentiel_6;k_80ePercentiel_7
450;Mannen;Positie hh: hoofdkostw. met partner;2018;0.3;47.6;52.4;-5.2;-0.6;2.1;9.2
451;Mannen;Positie hh: hoofdkostw. met partner;2019;1.3;35.4;64.6;-4.2;0.4;3.0;10.1
452;Mannen;Positie hh: hoofdkostw. met partner;2020;2.1;31.5;68.5;-4.2;1.0;4.2;11.2
453;Mannen;Positie hh: hoofdkostw. met partner;2021;0.9;44.1;55.9;-4.9;-0.4;2.9;10.4
454;Mannen;Positie hh: hoofdkostw. met partner;2022;-2.1;59.8;40.2;-7.7;-3.3;0.1;7.1
455;Mannen;Positie hh: hoofdkostw. met partner;2023;-0.1;51.1;48.9;-6.4;-1.5;1.3;7.0
456;Mannen;Positie hh: partner van hoofdkostwinner;2012;-1.1;56.6;43.4;-9.4;-2.7;0.6;7.2
457;Mannen;Positie hh: partner van hoofdkostwinner;2013;-0.7;53.7;46.3;-9.4;-2.7;1.3;8.1
458;Mannen;Positie hh: partner van hoofdkostwinner;2014;2.2;37.1;62.9;-6.2;0.6;4.3;11.8
459;Mannen;Positie hh: partner van hoofdkostwinner;2015;1.6;40.1;59.9;-6.5;0.0;3.7;11.4
460;Mannen;Positie hh: partner van hoofdkostwinner;2016;3.5;31.6;68.4;-4.2;1.5;5.8;13.8
461;Mannen;Positie hh: partner van hoofdkostwinner;2017;0.7;44.8;55.2;-6.3;-0.6;2.6;10.6
462;Mannen;Positie hh: partner van hoofdkostwinner;2018;0.7;45.3;54.7;-6.0;-0.6;2.7;10.6
463;Mannen;Positie hh: partner van hoofdkostwinner;2019;1.6;36.8;63.2;-5.2;0.4;3.6;11.2
464;Mannen;Positie hh: partner van hoofdkostwinner;2020;2.9;32.0;68.0;-5.0;1.3;5.2;12.8
465;Mannen;Positie hh: partner van hoofdkostwinner;2021;1.5;41.0;59.0;-5.6;-0.1;3.7;12.0
466;Mannen;Positie hh: partner van hoofdkostwinner;2022;-1.4;56.3;43.7;-8.4;-3.1;0.9;8.4
467;Mannen;Positie hh: partner van hoofdkostwinner;2023;0.0;49.8;50.2;-6.8;-1.5;1.7;7.8
468;Mannen;Positie hh: kind < 18 jaar;2012;-0.7;53.7;46.3;-8.8;-2.5;1.2;7.7
469;Mannen;Positie hh: kind < 18 jaar;2013;0.1;49.2;50.8;-8.4;-1.7;2.1;8.7
470;Mannen;Positie hh: kind < 18 jaar;2014;2.8;35.3;64.7;-5.5;1.0;4.9;12.3
471;Mannen;Positie hh: kind < 18 jaar;2015;2.7;36.0;64.0;-5.9;0.9;4.9;12.5
472;Mannen;Positie hh: kind < 18 jaar;2016;5.0;27.7;72.3;-3.3;3.0;7.2;15.1
473;Mannen;Positie hh: kind < 18 jaar;2017;1.9;38.4;61.6;-5.6;0.3;4.1;12.5
474;Mannen;Positie hh: kind < 18 jaar;2018;2.1;38.4;61.6;-5.6;0.3;4.4;12.7
475;Mannen;Positie hh: kind < 18 jaar;2019;2.8;34.3;65.7;-4.9;1.0;5.1;13.3
476;Mannen;Positie hh: kind < 18 jaar;2020;4.5;29.7;70.3;-4.4;2.4;6.8;14.7
477;Mannen;Positie hh: kind < 18 jaar;2021;3.0;34.7;65.3;-5.0;1.1;5.2;13.8
478;Mannen;Positie hh: kind < 18 jaar;2022;0.4;48.1;51.9;-7.4;-1.7;2.8;10.8
479;Mannen;Positie hh: kind < 18 jaar;2023;1.6;42.0;58.0;-6.2;-0.4;3.6;10.2
480;Mannen;Positie hh: kind >=18 jaar;2012;-0.2;50.8;49.2;-9.7;-2.4;2.3;10.1
481;Mannen;Positie hh: kind >=18 jaar;2013;0.6;47.6;52.4;-9.1;-1.8;3.3;11.7
482;Mannen;Positie hh: kind >=18 jaar;2014;3.6;35.5;64.5;-6.1;1.1;6.5;15.9
483;Mannen;Positie hh: kind >=18 jaar;2015;3.7;35.7;64.3;-6.1;1.1;6.8;16.3
484;Mannen;Positie hh: kind >=18 jaar;2016;5.9;29.3;70.7;-3.9;3.1;9.1;19.1
485;Mannen;Positie hh: kind >=18 jaar;2017;3.5;36.5;63.5;-5.6;0.8;6.8;17.1
486;Mannen;Positie hh: kind >=18 jaar;2018;3.7;36.1;63.9;-5.7;0.9;6.9;16.9
487;Mannen;Positie hh: kind >=18 jaar;2019;4.4;32.4;67.6;-4.9;1.8;7.6;17.6
488;Mannen;Positie hh: kind >=18 jaar;2020;5.0;31.3;68.7;-5.3;2.3;8.2;18.2
489;Mannen;Positie hh: kind >=18 jaar;2021;4.4;33.4;66.6;-5.2;1.7;7.7;18.3
490;Mannen;Positie hh: kind >=18 jaar;2022;1.3;45.6;54.4;-8.2;-1.5;4.5;14.7
491;Mannen;Positie hh: kind >=18 jaar;2023;3.0;37.9;62.1;-6.2;0.5;5.8;14.8
492;Mannen;Positie hh: overig lid;2012;-1.6;57.2;42.8;-12.3;-3.9;0.7;9.3
493;Mannen;Positie hh: overig lid;2013;-1.0;54.7;45.3;-11.6;-3.4;1.3;10.5
494;Mannen;Positie hh: overig lid;2014;2.0;40.7;59.3;-8.4;-0.2;4.4;14.6
495;Mannen;Positie hh: overig lid;2015;1.6;42.3;57.7;-8.7;-0.5;4.3;14.9
496;Mannen;Positie hh: overig lid;2016;3.7;34.7;65.3;-6.5;1.3;6.5;17.0
497;Mannen;Positie hh: overig lid;2017;1.5;42.7;57.3;-7.6;-0.5;4.5;15.8
498;Mannen;Positie hh: overig lid;2018;1.6;42.3;57.7;-7.6;-0.4;4.6;15.4
499;Mannen;Positie hh: overig lid;2019;2.5;37.3;62.7;-6.8;0.5;5.3;15.8
500;Mannen;Positie hh: overig lid;2020;3.3;35.2;64.8;-7.1;1.2;6.1;16.6
501;Mannen;Positie hh: overig lid;2021;2.5;38.5;61.5;-7.2;0.3;5.4;16.3
502;Mannen;Positie hh: overig lid;2022;-0.5;51.8;48.2;-9.9;-2.9;2.4;13.2
503;Mannen;Positie hh: overig lid;2023;1.2;44.2;55.8;-8.0;-0.9;3.6;12.2
504;Mannen;SEC: werknemer;2012;-0.8;54.5;45.5;-8.2;-2.5;1.0;7.0
505;Mannen;SEC: werknemer;2013;0.4;47.6;52.4;-7.2;-1.3;2.2;8.6
506;Mannen;SEC: werknemer;2014;2.8;34.9;65.1;-5.2;1.0;4.6;11.1
507;Mannen;SEC: werknemer;2015;2.4;36.1;63.9;-5.1;0.7;4.4;11.4
508;Mannen;SEC: werknemer;2016;4.8;27.8;72.2;-3.1;2.9;6.8;14.1
509;Mannen;SEC: werknemer;2017;1.3;42.1;57.9;-5.8;-0.3;3.4;11.0
510;Mannen;SEC: werknemer;2018;1.6;40.3;59.7;-5.5;0.0;3.8;11.5
511;Mannen;SEC: werknemer;2019;2.5;34.9;65.1;-4.7;0.9;4.6;12.2
512;Mannen;SEC: werknemer;2020;4.1;30.1;69.9;-4.1;2.3;6.1;13.5
513;Mannen;SEC: werknemer;2021;2.7;34.6;65.4;-4.8;1.0;4.8;12.9
514;Mannen;SEC: werknemer;2022;-0.7;53.3;46.7;-7.8;-2.5;1.5;9.3
515;Mannen;SEC: werknemer;2023;0.6;46.6;53.4;-6.5;-1.2;2.7;9.7
516;Mannen;SEC: zelfstandige;2012;-2.3;55.6;44.4;-21.1;-6.9;2.1;18.0
517;Mannen;SEC: zelfstandige;2013;-3.0;56.8;43.2;-20.9;-7.4;1.6;18.0
518;Mannen;SEC: zelfstandige;2014;3.7;41.7;58.3;-13.9;-0.7;9.2;30.3
519;Mannen;SEC: zelfstandige;2015;1.4;46.5;53.5;-18.5;-3.1;6.2;22.5
520;Mannen;SEC: zelfstandige;2016;4.8;38.7;61.3;-11.8;0.5;9.9;27.8
521;Mannen;SEC: zelfstandige;2017;2.5;44.1;55.9;-13.8;-1.6;7.6;25.1
522;Mannen;SEC: zelfstandige;2018;2.0;45.3;54.7;-14.8;-2.1;6.8;23.0
523;Mannen;SEC: zelfstandige;2019;2.2;44.7;55.3;-14.3;-1.8;6.9;24.1
524;Mannen;SEC: zelfstandige;2020;2.7;43.8;56.2;-17.1;-2.0;7.7;24.2
525;Mannen;SEC: zelfstandige;2021;2.2;44.7;55.3;-14.3;-1.9;7.0;24.0
526;Mannen;SEC: zelfstandige;2022;-1.4;53.3;46.7;-17.6;-5.3;3.3;19.6
527;Mannen;SEC: zelfstandige;2023;-1.8;56.6;43.4;-15.5;-5.0;1.0;10.9
528;Mannen;SEC: uitkerings- en pensioenontvanger;2012;-1.2;66.2;33.8;-6.2;-1.9;-0.6;3.2
529;Mannen;SEC: uitkerings- en pensioenontvanger;2013;-2.7;73.1;26.9;-8.3;-3.8;-1.7;1.8
530;Mannen;SEC: uitkerings- en pensioenontvanger;2014;0.8;39.6;60.4;-4.4;0.0;1.6;5.6
531;Mannen;SEC: uitkerings- en pensioenontvanger;2015;0.1;48.0;52.0;-4.6;-0.6;0.8;4.4
532;Mannen;SEC: uitkerings- en pensioenontvanger;2016;0.9;37.7;62.3;-3.6;0.2;1.5;5.3
533;Mannen;SEC: uitkerings- en pensioenontvanger;2017;-0.1;51.9;48.1;-4.2;-0.7;0.4;4.1
534;Mannen;SEC: uitkerings- en pensioenontvanger;2018;-0.3;58.9;41.1;-3.9;-0.8;0.1;3.9
535;Mannen;SEC: uitkerings- en pensioenontvanger;2019;0.7;33.1;66.9;-2.4;0.3;1.2;4.9
536;Mannen;SEC: uitkerings- en pensioenontvanger;2020;1.2;29.8;70.2;-3.2;0.8;1.6;5.0
537;Mannen;SEC: uitkerings- en pensioenontvanger;2021;-0.3;56.3;43.7;-3.5;-0.6;0.2;5.0
538;Mannen;SEC: uitkerings- en pensioenontvanger;2022;-2.8;65.5;34.5;-5.9;-3.4;-1.5;4.8
539;Mannen;SEC: uitkerings- en pensioenontvanger;2023;-0.2;52.2;47.8;-4.6;-1.1;0.7;4.0
540;Mannen;SEC: uitkeringsontvanger;2012;-1.4;63.7;36.3;-9.2;-2.4;-0.6;5.6
541;Mannen;SEC: uitkeringsontvanger;2013;-1.7;64.0;36.0;-10.4;-2.7;-0.7;5.8
542;Mannen;SEC: uitkeringsontvanger;2014;1.4;38.7;61.3;-7.1;0.2;2.3;9.7
543;Mannen;SEC: uitkeringsontvanger;2015;0.6;42.8;57.2;-7.3;-0.3;1.4;8.4
544;Mannen;SEC: uitkeringsontvanger;2016;1.3;33.5;66.5;-5.4;0.9;2.4;9.7
545;Mannen;SEC: uitkeringsontvanger;2017;0.3;42.7;57.3;-5.7;-0.2;1.0;8.0
546;Mannen;SEC: uitkeringsontvanger;2018;-0.1;52.0;48.0;-5.6;-0.5;0.6;7.4
547;Mannen;SEC: uitkeringsontvanger;2019;0.7;34.3;65.7;-4.1;0.3;1.5;8.2
548;Mannen;SEC: uitkeringsontvanger;2020;1.7;28.0;72.0;-3.7;1.4;2.3;8.8
549;Mannen;SEC: uitkeringsontvanger;2021;0.1;48.5;51.5;-4.9;-0.3;0.9;8.0
550;Mannen;SEC: uitkeringsontvanger;2022;2.5;42.1;57.9;-5.5;-0.7;4.8;8.1
551;Mannen;SEC: uitkeringsontvanger;2023;1.5;34.6;65.4;-4.0;0.6;2.6;8.0
552;Mannen;SEC: ontvanger werkloosheidsuitkering;2012;-1.9;58.5;41.5;-14.4;-4.7;0.4;7.6
553;Mannen;SEC: ontvanger werkloosheidsuitkering;2013;-2.0;57.9;42.1;-15.0;-5.1;0.6;8.5
554;Mannen;SEC: ontvanger werkloosheidsuitkering;2014;0.0;50.0;50.0;-13.3;-3.0;2.6;10.5
555;Mannen;SEC: ontvanger werkloosheidsuitkering;2015;0.2;48.9;51.1;-12.4;-2.5;2.5;10.7
556;Mannen;SEC: ontvanger werkloosheidsuitkering;2016;1.7;42.8;57.2;-11.0;-0.8;4.1;12.8
557;Mannen;SEC: ontvanger werkloosheidsuitkering;2017;0.4;48.3;51.7;-12.2;-1.9;2.7;12.0
558;Mannen;SEC: ontvanger werkloosheidsuitkering;2018;0.5;47.2;52.8;-11.9;-1.7;2.8;12.0
559;Mannen;SEC: ontvanger werkloosheidsuitkering;2019;1.1;45.5;54.5;-12.1;-1.6;3.6;12.6
560;Mannen;SEC: ontvanger werkloosheidsuitkering;2020;1.2;46.3;53.7;-14.4;-2.4;3.9;12.9
561;Mannen;SEC: ontvanger werkloosheidsuitkering;2021;1.1;46.7;53.3;-14.9;-2.4;4.5;15.3
562;Mannen;SEC: ontvanger werkloosheidsuitkering;2022;-1.2;53.5;46.5;-17.6;-5.0;2.0;11.2
563;Mannen;SEC: ontvanger werkloosheidsuitkering;2023;-0.1;50.4;49.6;-17.3;-4.4;3.5;12.0
564;Mannen;SEC: ontvanger van sociale voorziening;2012;-1.4;66.2;33.8;-7.8;-2.1;-0.9;5.3
565;Mannen;SEC: ontvanger van sociale voorziening;2013;-1.7;66.6;33.4;-9.1;-2.2;-1.1;5.3
566;Mannen;SEC: ontvanger van sociale voorziening;2014;1.9;30.3;69.7;-4.0;1.2;2.6;10.7
567;Mannen;SEC: ontvanger van sociale voorziening;2015;0.8;35.8;64.2;-4.9;0.3;1.5;8.3
568;Mannen;SEC: ontvanger van sociale voorziening;2016;1.3;29.8;70.2;-3.7;1.0;1.9;8.5
569;Mannen;SEC: ontvanger van sociale voorziening;2017;0.4;36.4;63.6;-3.3;0.1;0.9;7.0
570;Mannen;SEC: ontvanger van sociale voorziening;2018;-0.2;55.3;44.7;-4.1;-0.5;0.2;6.0
571;Mannen;SEC: ontvanger van sociale voorziening;2019;0.5;32.7;67.3;-2.3;0.2;1.0;6.5
572;Mannen;SEC: ontvanger van sociale voorziening;2020;1.7;22.8;77.2;-1.1;1.5;2.0;7.1
573;Mannen;SEC: ontvanger van sociale voorziening;2021;-0.1;52.2;47.8;-2.4;-0.3;0.4;7.0
574;Mannen;SEC: ontvanger van sociale voorziening;2022;4.9;27.9;72.1;-2.9;3.3;5.6;8.4
575;Mannen;SEC: ontvanger van sociale voorziening;2023;1.2;33.0;67.0;-2.9;0.7;2.0;6.9
576;Mannen;SEC: arbeidsongeschikte;2012;-1.1;62.5;37.5;-8.1;-2.2;-0.3;5.1
577;Mannen;SEC: arbeidsongeschikte;2013;-1.6;63.1;36.9;-8.8;-2.7;-0.5;5.2
578;Mannen;SEC: arbeidsongeschikte;2014;0.9;41.6;58.4;-6.1;-0.2;1.9;8.2
579;Mannen;SEC: arbeidsongeschikte;2015;0.3;46.8;53.2;-6.5;-0.7;1.2;7.4
580;Mannen;SEC: arbeidsongeschikte;2016;1.4;33.4;66.6;-4.6;0.8;2.7;9.5
581;Mannen;SEC: arbeidsongeschikte;2017;0.1;48.3;51.7;-6.2;-0.6;1.0;7.8
582;Mannen;SEC: arbeidsongeschikte;2018;0.1;48.5;51.5;-6.0;-0.4;0.9;7.9
583;Mannen;SEC: arbeidsongeschikte;2019;1.1;33.6;66.4;-4.6;0.5;2.1;9.0
584;Mannen;SEC: arbeidsongeschikte;2020;1.8;30.4;69.6;-4.8;1.4;2.8;9.8
585;Mannen;SEC: arbeidsongeschikte;2021;0.2;43.7;56.3;-6.4;-0.2;1.2;8.2
586;Mannen;SEC: arbeidsongeschikte;2022;-1.6;57.1;42.9;-7.7;-2.6;0.9;6.9
587;Mannen;SEC: arbeidsongeschikte;2023;2.0;34.8;65.2;-4.5;0.8;3.2;8.7
588;Mannen;SEC: pensioenontvanger;2012;-1.2;67.5;32.5;-5.2;-1.8;-0.7;2.4
589;Mannen;SEC: pensioenontvanger;2013;-3.1;76.8;23.2;-7.7;-4.0;-2.1;0.7
590;Mannen;SEC: pensioenontvanger;2014;0.7;39.9;60.1;-3.5;0.0;1.4;4.3
591;Mannen;SEC: pensioenontvanger;2015;0.0;49.8;50.2;-3.7;-0.6;0.6;3.2
592;Mannen;SEC: pensioenontvanger;2016;0.8;38.8;61.2;-3.0;0.1;1.3;4.0
593;Mannen;SEC: pensioenontvanger;2017;-0.3;55.1;44.9;-3.6;-0.8;0.3;2.9
594;Mannen;SEC: pensioenontvanger;2018;-0.4;61.3;38.7;-3.1;-0.8;-0.1;2.8
595;Mannen;SEC: pensioenontvanger;2019;0.7;32.2;67.8;-1.8;0.3;1.1;4.0
596;Mannen;SEC: pensioenontvanger;2020;1.1;29.8;70.2;-2.7;0.7;1.5;3.8
597;Mannen;SEC: pensioenontvanger;2021;-0.3;58.9;41.1;-2.9;-0.7;0.1;3.9
598;Mannen;SEC: pensioenontvanger;2022;-3.1;72.7;27.3;-5.7;-3.5;-2.5;2.3
599;Mannen;SEC: pensioenontvanger;2023;-0.6;57.4;42.6;-4.5;-1.4;0.2;2.8
600;Mannen;SEC:(school)kind of student;2012;-0.9;54.4;45.6;-10.2;-2.9;1.2;8.1
601;Mannen;SEC:(school)kind of student;2013;0.0;49.8;50.2;-9.7;-2.0;2.1;9.4
602;Mannen;SEC:(school)kind of student;2014;2.7;37.4;62.6;-7.1;0.6;4.9;13.0
603;Mannen;SEC:(school)kind of student;2015;2.7;37.6;62.4;-7.5;0.6;5.0;13.3
604;Mannen;SEC:(school)kind of student;2016;4.9;30.0;70.0;-4.7;2.6;7.2;15.9
605;Mannen;SEC:(school)kind of student;2017;1.9;39.5;60.5;-6.6;0.1;4.3;13.5
606;Mannen;SEC:(school)kind of student;2018;2.1;39.4;60.6;-6.5;0.1;4.5;13.5
607;Mannen;SEC:(school)kind of student;2019;2.8;35.7;64.3;-5.8;0.9;5.2;14.1
608;Mannen;SEC:(school)kind of student;2020;4.4;31.7;68.3;-5.5;2.1;6.8;15.2
609;Mannen;SEC:(school)kind of student;2021;2.9;36.0;64.0;-5.9;0.9;5.3;14.5
610;Mannen;SEC:(school)kind of student;2022;0.4;48.4;51.6;-8.3;-1.9;2.9;11.5
611;Mannen;SEC:(school)kind of student;2023;1.6;42.6;57.4;-7.0;-0.6;3.8;11.0
612;Mannen;SEC: overige (zonder inkomen);2012;-1.6;59.4;40.6;-11.5;-3.4;0.1;9.0
613;Mannen;SEC: overige (zonder inkomen);2013;-1.3;56.7;43.3;-12.4;-3.3;0.7;8.9
614;Mannen;SEC: overige (zonder inkomen);2014;1.7;39.6;60.4;-8.3;0.1;3.7;12.9
615;Mannen;SEC: overige (zonder inkomen);2015;0.8;44.5;55.5;-9.3;-0.7;2.6;11.8
616;Mannen;SEC: overige (zonder inkomen);2016;2.2;36.6;63.4;-7.1;0.6;4.4;13.5
617;Mannen;SEC: overige (zonder inkomen);2017;0.1;49.1;50.9;-8.7;-1.2;1.7;11.6
618;Mannen;SEC: overige (zonder inkomen);2018;0.2;48.0;52.0;-7.7;-0.8;2.1;12.3
619;Mannen;SEC: overige (zonder inkomen);2019;1.3;39.2;60.8;-6.5;0.1;3.2;13.6
620;Mannen;SEC: overige (zonder inkomen);2020;2.4;32.9;67.1;-6.7;1.1;4.4;13.7
621;Mannen;SEC: overige (zonder inkomen);2021;0.8;44.8;55.2;-7.3;-0.6;3.0;13.9
622;Mannen;SEC: overige (zonder inkomen);2022;-0.5;51.9;48.1;-9.0;-2.7;2.2;11.3
623;Mannen;SEC: overige (zonder inkomen);2023;-0.1;50.4;49.6;-9.6;-2.1;1.9;10.0
624;Vrouwen;Totaal personen;2012;-1.1;58.3;41.7;-9.2;-2.4;0.3;6.8
625;Vrouwen;Totaal personen;2013;-1.2;56.8;43.2;-9.4;-2.8;0.6;7.6
626;Vrouwen;Totaal personen;2014;1.8;37.3;62.7;-6.3;0.4;3.5;11.2
627;Vrouwen;Totaal personen;2015;1.3;40.1;59.9;-6.5;0.0;3.2;11.1
628;Vrouwen;Totaal personen;2016;2.7;32.3;67.7;-4.5;1.2;5.1;13.4
629;Vrouwen;Totaal personen;2017;0.6;44.0;56.0;-6.3;-0.5;2.4;11.1
630;Vrouwen;Totaal personen;2018;0.4;46.1;53.9;-6.2;-0.5;2.5;11.1
631;Vrouwen;Totaal personen;2019;1.4;35.4;64.6;-5.2;0.4;3.4;11.9
632;Vrouwen;Totaal personen;2020;2.4;31.5;68.5;-5.3;1.2;4.7;13.0
633;Vrouwen;Totaal personen;2021;1.2;42.3;57.7;-5.6;-0.2;3.5;12.6
634;Vrouwen;Totaal personen;2022;-1.1;54.6;45.4;-8.2;-2.9;1.5;9.2
635;Vrouwen;Totaal personen;2023;0.3;47.8;52.2;-6.9;-1.2;2.1;9.2
636;Vrouwen;Leeftijd: 0 tot 15 jaar;2012;-0.8;54.7;45.3;-9.1;-2.6;1.0;7.3
637;Vrouwen;Leeftijd: 0 tot 15 jaar;2013;-0.1;50.3;49.7;-8.7;-1.8;1.8;8.3
638;Vrouwen;Leeftijd: 0 tot 15 jaar;2014;2.7;36.0;64.0;-5.8;0.9;4.6;11.9
639;Vrouwen;Leeftijd: 0 tot 15 jaar;2015;2.5;36.8;63.2;-6.2;0.7;4.5;12.0
640;Vrouwen;Leeftijd: 0 tot 15 jaar;2016;4.9;28.0;72.0;-3.5;2.9;7.0;14.8
641;Vrouwen;Leeftijd: 0 tot 15 jaar;2017;1.7;39.5;60.5;-6.0;0.1;3.7;11.9
642;Vrouwen;Leeftijd: 0 tot 15 jaar;2018;1.8;39.6;60.4;-5.9;0.1;4.0;12.1
643;Vrouwen;Leeftijd: 0 tot 15 jaar;2019;2.5;35.6;64.4;-5.4;0.8;4.6;12.6
644;Vrouwen;Leeftijd: 0 tot 15 jaar;2020;4.2;30.5;69.5;-4.8;2.2;6.4;14.1
645;Vrouwen;Leeftijd: 0 tot 15 jaar;2021;2.7;35.6;64.4;-5.3;0.8;4.8;13.1
646;Vrouwen;Leeftijd: 0 tot 15 jaar;2022;0.0;49.8;50.2;-7.8;-2.0;2.3;10.1
647;Vrouwen;Leeftijd: 0 tot 15 jaar;2023;1.2;43.5;56.5;-6.5;-0.7;3.2;9.4
648;Vrouwen;Leeftijd: 15 tot 25 jaar;2012;-0.3;51.0;49.0;-14.8;-3.3;2.7;12.6
649;Vrouwen;Leeftijd: 15 tot 25 jaar;2013;0.8;47.4;52.6;-14.1;-2.3;3.9;14.5
650;Vrouwen;Leeftijd: 15 tot 25 jaar;2014;3.5;39.2;60.8;-11.7;0.3;6.8;18.4
651;Vrouwen;Leeftijd: 15 tot 25 jaar;2015;3.8;38.4;61.6;-12.0;0.6;7.1;19.0
652;Vrouwen;Leeftijd: 15 tot 25 jaar;2016;5.9;32.7;67.3;-8.1;2.7;9.5;22.2
653;Vrouwen;Leeftijd: 15 tot 25 jaar;2017;3.7;37.9;62.1;-8.9;0.7;7.3;20.2
654;Vrouwen;Leeftijd: 15 tot 25 jaar;2018;3.9;37.3;62.7;-8.7;0.8;7.4;19.7
655;Vrouwen;Leeftijd: 15 tot 25 jaar;2019;4.9;34.3;65.7;-7.3;1.8;8.3;20.3
656;Vrouwen;Leeftijd: 15 tot 25 jaar;2020;5.7;33.2;66.8;-7.9;2.5;9.1;20.5
657;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;4.6;35.4;64.6;-8.0;1.5;8.2;20.4
658;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;2.0;43.8;56.2;-10.5;-1.2;5.4;17.0
659;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;3.4;38.9;61.1;-8.9;0.3;6.7;17.4
660;Vrouwen;Leeftijd: 25 tot 45 jaar;2012;-0.8;54.4;45.6;-10.9;-2.8;1.2;8.3
661;Vrouwen;Leeftijd: 25 tot 45 jaar;2013;-0.1;50.3;49.7;-10.5;-2.0;2.0;9.4
662;Vrouwen;Leeftijd: 25 tot 45 jaar;2014;2.7;37.0;63.0;-7.6;0.7;4.9;13.2
663;Vrouwen;Leeftijd: 25 tot 45 jaar;2015;2.4;38.4;61.6;-8.1;0.4;4.7;13.6
664;Vrouwen;Leeftijd: 25 tot 45 jaar;2016;4.8;30.6;69.4;-5.5;2.5;7.2;16.5
665;Vrouwen;Leeftijd: 25 tot 45 jaar;2017;1.5;41.2;58.8;-8.0;-0.2;3.9;13.6
666;Vrouwen;Leeftijd: 25 tot 45 jaar;2018;1.7;41.1;58.9;-7.8;-0.2;4.2;13.9
667;Vrouwen;Leeftijd: 25 tot 45 jaar;2019;2.5;37.1;62.9;-7.3;0.5;4.9;14.3
668;Vrouwen;Leeftijd: 25 tot 45 jaar;2020;4.2;32.4;67.6;-6.6;1.9;6.7;15.8
669;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;2.6;37.2;62.8;-7.2;0.6;5.1;15.2
670;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;0.1;49.5;50.5;-9.7;-2.1;2.7;11.9
671;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;1.1;44.5;55.5;-8.5;-1.0;3.3;11.0
672;Vrouwen;Leeftijd: 45 tot 65 jaar;2012;-1.4;59.0;41.0;-9.5;-3.0;0.2;7.0
673;Vrouwen;Leeftijd: 45 tot 65 jaar;2013;-1.1;56.0;44.0;-9.8;-2.8;0.8;8.0
674;Vrouwen;Leeftijd: 45 tot 65 jaar;2014;2.0;38.3;61.7;-6.8;0.3;3.9;12.0
675;Vrouwen;Leeftijd: 45 tot 65 jaar;2015;1.5;40.2;59.8;-7.2;0.0;3.5;11.6
676;Vrouwen;Leeftijd: 45 tot 65 jaar;2016;3.0;33.5;66.5;-5.4;1.2;5.2;13.5
677;Vrouwen;Leeftijd: 45 tot 65 jaar;2017;0.5;45.7;54.3;-7.2;-0.8;2.5;11.4
678;Vrouwen;Leeftijd: 45 tot 65 jaar;2018;0.4;47.3;52.7;-7.3;-0.8;2.4;11.1
679;Vrouwen;Leeftijd: 45 tot 65 jaar;2019;1.5;38.4;61.6;-6.1;0.2;3.5;12.3
680;Vrouwen;Leeftijd: 45 tot 65 jaar;2020;2.6;34.3;65.7;-6.5;1.2;4.8;13.2
681;Vrouwen;Leeftijd: 45 tot 65 jaar;2021;1.4;41.8;58.2;-6.8;-0.2;3.6;13.0
682;Vrouwen;Leeftijd: 45 tot 65 jaar;2022;-1.1;54.3;45.7;-9.5;-2.9;1.6;9.6
683;Vrouwen;Leeftijd: 45 tot 65 jaar;2023;0.1;49.4;50.6;-7.8;-1.7;2.0;9.3
684;Vrouwen;Leeftijd: 65 jaar of ouder;2012;-1.2;71.2;28.8;-4.1;-1.6;-0.8;1.3
685;Vrouwen;Leeftijd: 65 jaar of ouder;2013;-2.7;79.0;21.0;-6.7;-3.6;-1.8;0.2
686;Vrouwen;Leeftijd: 65 jaar of ouder;2014;0.9;36.1;63.9;-2.6;0.3;1.4;3.4
687;Vrouwen;Leeftijd: 65 jaar of ouder;2015;0.2;45.9;54.1;-2.8;-0.3;0.7;2.4
688;Vrouwen;Leeftijd: 65 jaar of ouder;2016;0.9;36.1;63.9;-2.4;0.3;1.4;3.1
689;Vrouwen;Leeftijd: 65 jaar of ouder;2017;-0.1;51.6;48.4;-2.9;-0.6;0.4;2.2
690;Vrouwen;Leeftijd: 65 jaar of ouder;2018;-0.3;60.4;39.6;-2.5;-0.6;0.0;2.2
691;Vrouwen;Leeftijd: 65 jaar of ouder;2019;0.7;29.7;70.3;-1.2;0.4;1.0;3.4
692;Vrouwen;Leeftijd: 65 jaar of ouder;2020;1.2;26.4;73.6;-1.7;0.9;1.6;3.6
693;Vrouwen;Leeftijd: 65 jaar of ouder;2021;-0.2;57.3;42.7;-2.2;-0.5;0.1;3.8
694;Vrouwen;Leeftijd: 65 jaar of ouder;2022;-2.9;69.8;30.2;-5.2;-3.4;-2.2;3.3
695;Vrouwen;Leeftijd: 65 jaar of ouder;2023;-0.5;57.0;43.0;-4.3;-1.3;0.2;2.6
696;Vrouwen;Herkomst: autochtoon;2012;-1.1;58.3;41.7;-8.6;-2.3;0.3;6.5
