ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Naam_61;Code_62;Omschrijving_63;Code_64;Omschrijving_65;Inwonertal_66;Omgevingsadressendichtheid_67
422;179;179;Stad Delden                ;SDN;658;8;Almelo          ;35;Twente                        ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;07;Enschede/Hengelo     ;nvt ;-  ;nvt                           ;04;Enschede/Hengelo/Almelo   ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;7343;650
423;37;37;Stadskanaal                ;SKL;659;18;Groningen       ;34;Groningen                     ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;4;Groninger Veenkolonien                  ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;59;Winschoten         ;1;Groningen       ;1;Noord-Nederland;2004;Westerwolde en Groninger Veenkolonien   ;2;Veenkolonien en Oldambt       ;6;Stadskanaal           ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Noord-Nederland   ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;2.3 ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;32838;649
424;180;180;Staphorst                  ;SHT;661;7;Zwolle          ;41;IJssel-Vecht                  ;8;Meppel-Steenwijk                   ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;15;Meppel                ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;8.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;15227;305
425;532;532;Stede Broec                ;SBC;662;14;Alkmaar         ;24;West-Friesland                ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;39;Enkhuizen             ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;3;Ijsselmeerkust                          ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;26.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;21126;914
426;851;851;Steenbergen                ;SBN;664;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;51;GD Streekgewest Westelijk Noord-Brabant ;8;Bergen op Zoom     ;17;Tilburg         ;4;Zuid-Nederland ;3001;Noordwesthoek                           ;11;Zuidwestelijk  akkerbouwgebied;65;Roosendaal en Nispen  ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;4;Deltagebied                             ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;- ;Niet van toepassing  ;44.2;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;23152;530
427;280;280;Steenderen                 ;STN;665;6;Zutphen         ;43;Achterhoek                    ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;- ;Niet van toepassing  ;16.1;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;4888;134
428;181;181;Steenwijk                  ;SWK;666;7;Zwolle          ;41;IJssel-Vecht                  ;8;Meppel-Steenwijk                   ;10;Noord-Overijssel                   ;19;Noordwest-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;16;Steenwijk             ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;12;Groningse, Friese en Drentse zandgronden;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;8.2 ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;22740;788
429;971;971;Stein                      ;SIN;667;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westleijke Mijnstreek                   ;14;Geleen/Sittard       ;nvt ;-  ;nvt                           ;21;Sittard/Geleen            ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;26303;747
430;617;617;Strijen                    ;SRN;672;11;Dordrecht       ;10;Zuid-Holland Zuid             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;90;Hoeksche Waard                          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;38;Oud-Beijerland     ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk  akkerbouwgebied;55;Oud-Beijerland        ;17;Rijnmond groot                  ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;34;Groot-Rijnmond (exclusief Rijnmond)     ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;- ;Niet van toepassing  ;28.2;292;Overig Groot-Rijnmond         ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;9452;550
431;974;974;Susteren                   ;SSN;673;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westleijke Mijnstreek                   ;14;Geleen/Sittard       ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13033;473
432;975;975;Swalmen                    ;SWN;674;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;- ;Niet van toepassing  ;47.1;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8540;540
433;976;976;Tegelen                    ;TGN;676;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;121;Industriegebied Venlo-Beesel            ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                           ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;24;Venlo                     ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;19324;932
434;715;715;Terneuzen                  ;TNN;679;12;Middelburg      ;5;Zeeland                       ;37;Terneuzen-Hulst                    ;31;Zeeuwsch-Vlaanderen                ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;42;Terneuzen          ;16;Middelburg      ;3;West-Nederland ;2903;Zeeuwsch-Vlaanderen                     ;11;Zuidwestelijk  akkerbouwgebied;62;Terneuzen             ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;43;Terneuzen en Axel                       ;8;Zuidwest-Nederland;33;Zeeuwsch-Vlaanderen                     ;24;Zeeland                                 ;33;Zuid-Zeeland                            ;- ;Niet van toepassing  ;37.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;4;Weinig stedelijk    ;34687;924
435;93;93;Terschelling               ;TSG;680;17;Leeuwarden      ;23;Noord-Friesland               ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;13;Friese Waddeneilanden                   ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;4;GGD Noord-Friesland                     ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2104;Eilanden                                ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;1;Waddeneilanden                          ;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;4761;182
436;448;448;Texel                      ;TXL;682;14;Alkmaar         ;6;Kop van Noord-Holland         ;27;Den Helder-Schagen                 ;18;Kop van Noord-Holland              ;50;Texel                                   ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland               ;48;Den Helder         ;11;Den Helder      ;3;West-Nederland ;2704;Texel en Land van Zijpe                 ;7;Westelijk Holland             ;37;Den Helder            ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;1;Waddeneilanden                          ;21;Kop van Noord-Holland                   ;7;West-Nederland 3  ;23;Kop van Noord-Holland                   ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13343;325
437;716;716;Tholen                     ;TLN;683;12;Middelburg      ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;32;Overig Zeeland                     ;94;Sint Philipsland en Tholen              ;3;'s-Gravenhage   ;20;Breda             ;21;Zeeland          ;50;GGD Zeeland                             ;41;Zierikzee          ;16;Middelburg      ;3;West-Nederland ;2901;Noordelijk Zeeland                      ;11;Zuidwestelijk  akkerbouwgebied;64;Bergen op Zoom        ;20;West-Noord-Brabant              ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;44;Overig Zeeland (exclusief Vlissingen)   ;8;Zuidwest-Nederland;31;Oosterschelde regio                     ;24;Zeeland                                 ;32;Noord- en Midden Zeeland                ;- ;Niet van toepassing  ;44.1;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;23595;365
438;977;977;Thorn                      ;TRN;684;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;52;Midden-Limburg                          ;3;Zuid-Nederland    ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;- ;Niet van toepassing  ;47.1;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;2659;322
439;281;281;Tiel                       ;TIL;685;5;Arnhem          ;62;Rivierenland                  ;18;Tiel                               ;16;Zuidwest-Gelderland                ;38;Westelijke Betuwe                       ;2;Arnhem          ;9;Utrecht           ;8;Nijmegen         ;20;GGD Rivierenland                        ;16;Tiel               ;6;Nijmegen        ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;31;Tiel                  ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;19;Zuidwest-Gelderland                     ;2;Oost-Nederland    ;15;Rivierenland                            ;12;Nijmegen e.o. en Betuwe                 ;15;Betuwe                                  ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;37436;1119
440;855;855;Tilburg                    ;TBG;688;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;107;Tilburg                                 ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;53;GGD Midden Brabant                      ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;48;Midden-Noord-Brabant                    ;3;Zuid-Nederland    ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;10;Tilburg              ;nvt ;-  ;nvt                           ;18;Tilburg                   ;7;150 000 - < 250 000 inwoners;2;Sterk stedelijk     ;190559;2425
441;183;183;Tubbergen                  ;TBN;689;8;Almelo          ;35;Twente                        ;12;Almelo                             ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;26;Almelo             ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;21;Almelo                ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;15;Twente                                  ;2;Oost-Nederland    ;12;Twente                                  ;7;Twente                                  ;7;Almelo                                  ;- ;Niet van toepassing  ;12.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;19879;213
442;737;737;Tytsjerksteradiel          ;TDL;691;17;Leeuwarden      ;39;De Friese wouden              ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;9;Fries zandgebied                        ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;6;GGD De Friese Wouden                    ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2103;De Wouden                               ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;6;Noord-Friesland (exclusief Harlingen)   ;1;Noord-Nederland   ;6;Friesland-oost                          ;4;Oost-Friesland/Zuid-West-Friesland      ;4;Oost-Friesland/Zuid-West Friesland      ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;5;Niet stedelijk      ;31111;368
443;282;282;Ubbergen                   ;UBN;692;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                         ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;11;Nijmegen             ;15.1;-  ;nvt                           ;06;Nijmegen                  ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9288;316
444;856;856;Uden                       ;UDN;693;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant (0.2);41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;112;Midden-Meijerij                         ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;71;Uden                  ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;- ;Niet van toepassing  ;41.2;352;Overig Noordoost-Noord-Brabant;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;39384;1187
445;450;450;Uitgeest                   ;UGT;695;15;Haarlem         ;44;Zuid- en Midden Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;20;IJmond                             ;55;Noord-Kennemerland                      ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;30;GGD Midden-Kennemerland                 ;49;Haarlem            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en Noordhollandse Droogmakerij;8;Waterland en Droogmakerijen   ;42;Velsen                ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;6;Hollands-Utrechtse meren                ;23;IJmond (exclusief Velsen/IJmuiden)      ;6;West-Nederland 2  ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;22;Midden-Kennemerland                     ;- ;Niet van toepassing  ;22.2;-  ;nvt                           ;10;Haarlem                   ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;11104;863
446;451;451;Uithoorn                   ;UHN;696;13;Amsterdam       ;51;Amsterdam e.o                 ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;62;Noordhollandse Meerlanden               ;4;Amsterdam       ;13;Amsterdam         ;14;Amsterdam        ;35;GGD Amstelland - De Meerlanden          ;44;Amsterdam          ;10;Haarlem         ;3;West-Nederland ;2703;Amstelland en Aalsmeer                  ;7;Westelijk Holland             ;44;Amsterdam             ;15;Zuid-Noord-Holland              ;13;Amsterdam-Amstelland     ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;27;Groot-Amsterdam (exclusief Amsterdam)   ;7;West-Nederland 3  ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;23;Amstelland/Meerlanden                   ;- ;Niet van toepassing  ;21.1;232;Overig Groot-Amsterdam        ;- ;Niet van toepassing       ;4;20 000 - < 50 000 inwoners  ;3;Matig stedelijk     ;25945;1285
447;184;184;Urk                        ;URK;701;7;Zwolle          ;65;Flevoland                     ;11;Zwolle-Kampen                      ;40;Flevoland                          ;25;Urk                                     ;2;Arnhem          ;3;Zwolle            ;10;Flevoland        ;22;GGD Flevoland                           ;63;Lelystad           ;5;Lelystad        ;2;Oost-Nederland ;2401;Noordoostelijke Polder                  ;6;IJsselmeerpolders             ;17;Noordoostpolder       ;5;Zwolle-Meppel en omstreken      ;25;Flevoland                ;24;Flevoland                 ;7;Flevoland                          ;3;Ijsselmeerkust                          ;54;Flevoland                               ;2;Oost-Nederland    ;18;Flevoland                               ;31;Flevoland                               ;46;Flevoland                               ;- ;Niet van toepassing  ;11.2;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;15451;897
448;344;344;Utrecht                    ;URT;706;16;Utrecht         ;37;Utrecht                       ;19;Utrecht-Zeist-Woerden              ;17;Utrecht                            ;47;Stad Utrecht                            ;4;Amsterdam       ;9;Utrecht           ;9;Utrecht          ;24;GG en GD Utrecht                        ;51;Utrecht            ;8;Utrecht         ;3;West-Nederland ;2603;Centraal tuinbouwgebied in Utrecht      ;10;Rivierengebied                ;36;Utrecht               ;13;Utrecht en omstreken            ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;16;Amsterdam, Rotterdam, 's-Gravenhage,Utr.;20;Utrecht                                 ;7;West-Nederland 3  ;19;Utrecht                                 ;14;West-Utrecht                            ;17;West-Utrecht                            ;04;Utrecht              ;19.1;-  ;nvt                           ;07;Utrecht                   ;7;150 000 - < 250 000 inwoners;1;Zeer sterk stedelijk;232718;3345
449;981;981;Vaals                      ;VLS;707;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;53;Zuid-Limburg                            ;3;Zuid-Nederland    ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;10981;735
450;283;283;Valburg                    ;VBG;708;5;Arnhem          ;45;Arnhem en omstreken           ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;37;Oostelijke Betuwe                       ;2;Arnhem          ;7;Nijmegen          ;7;Arnhem           ;19;Dienst Welzijn en Volksgezondheid Arnhem;17;Nijmegen           ;7;Arnhem          ;2;Oost-Nederland ;2505;Veluwezoom en Betuwe                    ;10;Rivierengebied                ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;7;Gelderland-Midden        ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;9;Gelders Rivierengebied                  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                         ;10;Arnhem e.o.                             ;13;Arnhem e.o.                             ;- ;Niet van toepassing  ;15.1;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13022;311
