ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumption_1;FinalConsumptionRelative_2;AvoidedEnergy_3;AvoidedEnergyRelative_4;AvoidedEmission_5;AvoidedEmissionRelative_6
3678;Biomassboliers companies, heat only;Heat;2008;6434.0;0.28;6024.0;0.18;342.0;0.19
3679;Biomassboliers companies, heat only;Heat;2009;6512.0;0.3;6102.0;0.19;345.0;0.2
3680;Biomassboliers companies, heat only;Heat;2010;5477.0;0.23;5076.0;0.15;287.0;0.16
3681;Biomassboliers companies, heat only;Heat;2011;5222.0;0.24;4846.0;0.15;274.0;0.16
3682;Biomassboliers companies, heat only;Heat;2012;5340.0;0.24;4998.0;0.15;282.0;0.17
3683;Biomassboliers companies, heat only;Heat;2013;5474.0;0.25;5215.0;0.16;295.0;0.18
3684;Biomassboliers companies, heat only;Heat;2014;7558.0;0.38;7124.0;0.23;402.0;0.25
3685;Biomassboliers companies, heat only;Heat;2015;8692.0;0.42;8634.0;0.28;488.0;0.29
3686;Biomassboliers companies, heat only;Heat;2016;9508.0;0.45;9070.0;0.29;512.0;0.31
3687;Biomassboliers companies, heat only;Heat;2017;9823.0;0.46;9233.0;0.29;523.0;0.32
3688;Biomassboliers companies, heat only;Heat;2018;11749.0;0.56;10471.0;0.34;593.0;0.37
3689;Biomassboliers companies, heat only;Heat;2019;12448.0;0.59;11748.0;0.38;665.0;0.43
3690;Biomassboliers companies, heat only;Transport;1990;;;;;;
3691;Biomassboliers companies, heat only;Transport;1991;;;;;;
3692;Biomassboliers companies, heat only;Transport;1992;;;;;;
3693;Biomassboliers companies, heat only;Transport;1993;;;;;;
3694;Biomassboliers companies, heat only;Transport;1994;;;;;;
3695;Biomassboliers companies, heat only;Transport;1995;;;;;;
3696;Biomassboliers companies, heat only;Transport;1996;;;;;;
3697;Biomassboliers companies, heat only;Transport;1997;;;;;;
3698;Biomassboliers companies, heat only;Transport;1998;;;;;;
3699;Biomassboliers companies, heat only;Transport;1999;;;;;;
3700;Biomassboliers companies, heat only;Transport;2000;;;;;;
3701;Biomassboliers companies, heat only;Transport;2001;;;;;;
3702;Biomassboliers companies, heat only;Transport;2002;;;;;;
3703;Biomassboliers companies, heat only;Transport;2003;;;;;;
3704;Biomassboliers companies, heat only;Transport;2004;;;;;;
3705;Biomassboliers companies, heat only;Transport;2005;;;;;;
3706;Biomassboliers companies, heat only;Transport;2006;;;;;;
3707;Biomassboliers companies, heat only;Transport;2007;;;;;;
3708;Biomassboliers companies, heat only;Transport;2008;;;;;;
3709;Biomassboliers companies, heat only;Transport;2009;;;;;;
3710;Biomassboliers companies, heat only;Transport;2010;;;;;;
3711;Biomassboliers companies, heat only;Transport;2011;;;;;;
3712;Biomassboliers companies, heat only;Transport;2012;;;;;;
3713;Biomassboliers companies, heat only;Transport;2013;;;;;;
3714;Biomassboliers companies, heat only;Transport;2014;;;;;;
3715;Biomassboliers companies, heat only;Transport;2015;;;;;;
3716;Biomassboliers companies, heat only;Transport;2016;;;;;;
3717;Biomassboliers companies, heat only;Transport;2017;;;;;;
3718;Biomassboliers companies, heat only;Transport;2018;;;;;;
3719;Biomassboliers companies, heat only;Transport;2019;;;;;;
3720;Total biogas;Total energy applications;1990;2084.0;0.11;1795.0;0.06;114.0;0.07
3721;Total biogas;Total energy applications;1991;2557.0;0.13;2457.0;0.08;154.0;0.09
3722;Total biogas;Total energy applications;1992;3022.0;0.16;2941.0;0.1;182.0;0.11
3723;Total biogas;Total energy applications;1993;3354.0;0.17;3586.0;0.12;224.0;0.13
3724;Total biogas;Total energy applications;1994;3593.0;0.18;3934.0;0.13;251.0;0.14
3725;Total biogas;Total energy applications;1995;3733.0;0.18;4095.0;0.13;266.0;0.15
3726;Total biogas;Total energy applications;1996;3876.0;0.18;4238.0;0.13;274.0;0.15
3727;Total biogas;Total energy applications;1997;3765.0;0.18;4122.0;0.13;270.0;0.15
3728;Total biogas;Total energy applications;1998;3614.0;0.17;4004.0;0.13;260.0;0.15
3729;Total biogas;Total energy applications;1999;3773.0;0.18;4261.0;0.14;273.0;0.16
3730;Total biogas;Total energy applications;2000;3830.0;0.18;4396.0;0.14;287.0;0.17
3731;Total biogas;Total energy applications;2001;3920.0;0.18;4515.0;0.14;296.0;0.17
3732;Total biogas;Total energy applications;2002;3916.0;0.18;4660.0;0.14;306.0;0.17
3733;Total biogas;Total energy applications;2003;3835.0;0.17;4533.0;0.14;297.0;0.16
3734;Total biogas;Total energy applications;2004;3937.0;0.17;4478.0;0.13;287.0;0.16
3735;Total biogas;Total energy applications;2005;3752.0;0.16;4209.0;0.13;271.0;0.15
3736;Total biogas;Total energy applications;2006;4121.0;0.18;4588.0;0.14;301.0;0.17
3737;Total biogas;Total energy applications;2007;4658.0;0.21;5690.0;0.17;375.0;0.22
3738;Total biogas;Total energy applications;2008;5861.0;0.26;7573.0;0.23;504.0;0.29
3739;Total biogas;Total energy applications;2009;7047.0;0.32;9232.0;0.29;610.0;0.36
3740;Total biogas;Total energy applications;2010;8040.0;0.34;10233.0;0.29;667.0;0.37
3741;Total biogas;Total energy applications;2011;8184.0;0.37;10184.0;0.31;668.0;0.39
3742;Total biogas;Total energy applications;2012;8774.0;0.4;10815.0;0.33;735.0;0.44
3743;Total biogas;Total energy applications;2013;9601.0;0.44;11335.0;0.36;780.0;0.47
3744;Total biogas;Total energy applications;2014;10239.0;0.51;12268.0;0.4;840.0;0.53
3745;Total biogas;Total energy applications;2015;10903.0;0.53;13075.0;0.42;928.0;0.56
3746;Total biogas;Total energy applications;2016;10575.0;0.5;12658.0;0.4;866.0;0.52
3747;Total biogas;Total energy applications;2017;10554.0;0.5;12127.0;0.38;814.0;0.49
3748;Total biogas;Total energy applications;2018;11295.0;0.53;12653.0;0.41;822.0;0.51
3749;Total biogas;Total energy applications;2019;12412.0;0.59;13748.0;0.45;896.0;0.58
3750;Total biogas;Electricity;1990;339.0;0.02;823.0;0.03;59.0;0.04
3751;Total biogas;Electricity;1991;450.0;0.02;1096.0;0.04;76.0;0.04
3752;Total biogas;Electricity;1992;519.0;0.03;1246.0;0.04;85.0;0.05
3753;Total biogas;Electricity;1993;700.0;0.04;1727.0;0.06;118.0;0.07
3754;Total biogas;Electricity;1994;856.0;0.04;2131.0;0.07;149.0;0.08
3755;Total biogas;Electricity;1995;957.0;0.05;2371.0;0.08;169.0;0.1
3756;Total biogas;Electricity;1996;1019.0;0.05;2468.0;0.08;173.0;0.09
3757;Total biogas;Electricity;1997;1005.0;0.05;2330.0;0.07;168.0;0.1
3758;Total biogas;Electricity;1998;976.0;0.05;2252.0;0.07;160.0;0.09
3759;Total biogas;Electricity;1999;1058.0;0.05;2444.0;0.08;170.0;0.1
3760;Total biogas;Electricity;2000;1097.0;0.05;2550.0;0.08;182.0;0.11
3761;Total biogas;Electricity;2001;1180.0;0.05;2798.0;0.09;198.0;0.11
3762;Total biogas;Electricity;2002;1254.0;0.06;2996.0;0.09;212.0;0.12
3763;Total biogas;Electricity;2003;1219.0;0.06;2901.0;0.09;204.0;0.11
3764;Total biogas;Electricity;2004;1115.0;0.05;2584.0;0.08;180.0;0.1
3765;Total biogas;Electricity;2005;1123.0;0.05;2596.0;0.08;179.0;0.1
3766;Total biogas;Electricity;2006;1365.0;0.06;3078.0;0.09;215.0;0.12
3767;Total biogas;Electricity;2007;1905.0;0.08;4274.0;0.13;295.0;0.17
3768;Total biogas;Electricity;2008;2702.0;0.12;6134.0;0.19;423.0;0.24
3769;Total biogas;Electricity;2009;3362.0;0.15;7476.0;0.23;511.0;0.3
3770;Total biogas;Electricity;2010;3757.0;0.16;8146.0;0.23;549.0;0.3
3771;Total biogas;Electricity;2011;3762.0;0.17;7938.0;0.25;535.0;0.32
3772;Total biogas;Electricity;2012;3710.0;0.17;8052.0;0.25;572.0;0.34
3773;Total biogas;Electricity;2013;3701.0;0.17;7839.0;0.25;577.0;0.35
3774;Total biogas;Electricity;2014;3876.0;0.19;8345.0;0.27;613.0;0.39
3775;Total biogas;Electricity;2015;4068.0;0.2;8708.0;0.28;678.0;0.41
3776;Total biogas;Electricity;2016;3954.0;0.19;8147.0;0.26;608.0;0.36
3777;Total biogas;Electricity;2017;3792.0;0.18;7462.0;0.24;545.0;0.33
3778;Total biogas;Electricity;2018;3693.0;0.17;7071.0;0.23;500.0;0.31
3779;Total biogas;Electricity;2019;3888.0;0.19;7308.0;0.24;517.0;0.33
3780;Total biogas;Heat;1990;1745.0;0.1;973.0;0.03;55.0;0.03
3781;Total biogas;Heat;1991;2108.0;0.11;1361.0;0.05;77.0;0.05
3782;Total biogas;Heat;1992;2503.0;0.13;1695.0;0.06;96.0;0.06
3783;Total biogas;Heat;1993;2654.0;0.13;1859.0;0.06;106.0;0.06
3784;Total biogas;Heat;1994;2737.0;0.14;1803.0;0.06;102.0;0.06
3785;Total biogas;Heat;1995;2776.0;0.14;1724.0;0.06;98.0;0.06
3786;Total biogas;Heat;1996;2857.0;0.13;1769.0;0.05;100.0;0.05
3787;Total biogas;Heat;1997;2760.0;0.13;1792.0;0.06;102.0;0.06
3788;Total biogas;Heat;1998;2637.0;0.12;1753.0;0.06;100.0;0.06
3789;Total biogas;Heat;1999;2714.0;0.13;1817.0;0.06;103.0;0.06
3790;Total biogas;Heat;2000;2733.0;0.13;1846.0;0.06;105.0;0.06
3791;Total biogas;Heat;2001;2741.0;0.13;1717.0;0.05;98.0;0.05
3792;Total biogas;Heat;2002;2663.0;0.12;1663.0;0.05;94.0;0.05
3793;Total biogas;Heat;2003;2616.0;0.12;1632.0;0.05;93.0;0.05
3794;Total biogas;Heat;2004;2822.0;0.12;1894.0;0.06;108.0;0.06
3795;Total biogas;Heat;2005;2629.0;0.11;1613.0;0.05;92.0;0.05
3796;Total biogas;Heat;2006;2756.0;0.12;1510.0;0.05;86.0;0.05
3797;Total biogas;Heat;2007;2753.0;0.12;1416.0;0.04;80.0;0.05
3798;Total biogas;Heat;2008;3159.0;0.14;1439.0;0.04;82.0;0.05
3799;Total biogas;Heat;2009;3685.0;0.17;1756.0;0.05;99.0;0.06
3800;Total biogas;Heat;2010;4283.0;0.18;2087.0;0.06;118.0;0.06
3801;Total biogas;Heat;2011;4075.0;0.19;1893.0;0.06;107.0;0.06
3802;Total biogas;Heat;2012;4717.0;0.21;2412.0;0.07;136.0;0.08
3803;Total biogas;Heat;2013;5594.0;0.25;3185.0;0.1;180.0;0.11
3804;Total biogas;Heat;2014;6081.0;0.3;3634.0;0.12;205.0;0.13
3805;Total biogas;Heat;2015;6656.0;0.32;4183.0;0.13;236.0;0.14
3806;Total biogas;Heat;2016;6437.0;0.31;4322.0;0.14;244.0;0.15
3807;Total biogas;Heat;2017;6533.0;0.31;4423.0;0.14;250.0;0.15
3808;Total biogas;Heat;2018;7294.0;0.34;5255.0;0.17;297.0;0.19
3809;Total biogas;Heat;2019;7734.0;0.37;5615.0;0.18;318.0;0.2
3810;Total biogas;Transport;1990;0.0;0.0;0.0;0.0;0.0;0.0
3811;Total biogas;Transport;1991;0.0;0.0;0.0;0.0;0.0;0.0
3812;Total biogas;Transport;1992;0.0;0.0;0.0;0.0;0.0;0.0
3813;Total biogas;Transport;1993;0.0;0.0;0.0;0.0;0.0;0.0
3814;Total biogas;Transport;1994;0.0;0.0;0.0;0.0;0.0;0.0
3815;Total biogas;Transport;1995;0.0;0.0;0.0;0.0;0.0;0.0
3816;Total biogas;Transport;1996;0.0;0.0;0.0;0.0;0.0;0.0
3817;Total biogas;Transport;1997;0.0;0.0;0.0;0.0;0.0;0.0
3818;Total biogas;Transport;1998;0.0;0.0;0.0;0.0;0.0;0.0
3819;Total biogas;Transport;1999;0.0;0.0;0.0;0.0;0.0;0.0
3820;Total biogas;Transport;2000;0.0;0.0;0.0;0.0;0.0;0.0
3821;Total biogas;Transport;2001;0.0;0.0;0.0;0.0;0.0;0.0
3822;Total biogas;Transport;2002;0.0;0.0;0.0;0.0;0.0;0.0
3823;Total biogas;Transport;2003;0.0;0.0;0.0;0.0;0.0;0.0
3824;Total biogas;Transport;2004;0.0;0.0;0.0;0.0;0.0;0.0
3825;Total biogas;Transport;2005;0.0;0.0;0.0;0.0;0.0;0.0
3826;Total biogas;Transport;2006;0.0;0.0;0.0;0.0;0.0;0.0
3827;Total biogas;Transport;2007;0.0;0.0;0.0;0.0;0.0;0.0
3828;Total biogas;Transport;2008;0.0;0.0;0.0;0.0;0.0;0.0
3829;Total biogas;Transport;2009;0.0;0.0;0.0;0.0;0.0;0.0
3830;Total biogas;Transport;2010;0.0;0.0;0.0;0.0;0.0;0.0
3831;Total biogas;Transport;2011;347.0;0.02;352.0;0.01;26.0;0.02
3832;Total biogas;Transport;2012;347.0;0.02;351.0;0.01;26.0;0.02
3833;Total biogas;Transport;2013;306.0;0.01;311.0;0.01;23.0;0.01
3834;Total biogas;Transport;2014;282.0;0.01;290.0;0.01;22.0;0.01
3835;Total biogas;Transport;2015;179.0;0.01;184.0;0.01;14.0;0.01
3836;Total biogas;Transport;2016;184.0;0.01;189.0;0.01;14.0;0.01
3837;Total biogas;Transport;2017;230.0;0.01;243.0;0.01;18.0;0.01
3838;Total biogas;Transport;2018;308.0;0.01;327.0;0.01;24.0;0.02
3839;Total biogas;Transport;2019;790.0;0.04;825.0;0.03;61.0;0.04
3840;Biogas from landfills;Total energy applications;1990;227.0;0.01;337.0;0.01;22.0;0.01
3841;Biogas from landfills;Total energy applications;1991;431.0;0.02;627.0;0.02;39.0;0.02
3842;Biogas from landfills;Total energy applications;1992;942.0;0.05;1209.0;0.04;73.0;0.04
3843;Biogas from landfills;Total energy applications;1993;1057.0;0.05;1585.0;0.05;100.0;0.06
3844;Biogas from landfills;Total energy applications;1994;1184.0;0.06;1967.0;0.07;128.0;0.07
3845;Biogas from landfills;Total energy applications;1995;1256.0;0.06;2124.0;0.07;140.0;0.08
3846;Biogas from landfills;Total energy applications;1996;1323.0;0.06;2255.0;0.07;148.0;0.08
3847;Biogas from landfills;Total energy applications;1997;1057.0;0.05;1854.0;0.06;126.0;0.07
3848;Biogas from landfills;Total energy applications;1998;1094.0;0.05;1911.0;0.06;128.0;0.07
3849;Biogas from landfills;Total energy applications;1999;1121.0;0.05;1970.0;0.06;130.0;0.08
3850;Biogas from landfills;Total energy applications;2000;1113.0;0.05;2000.0;0.06;135.0;0.08
3851;Biogas from landfills;Total energy applications;2001;1059.0;0.05;1996.0;0.06;135.0;0.08
3852;Biogas from landfills;Total energy applications;2002;1106.0;0.05;2137.0;0.07;145.0;0.08
3853;Biogas from landfills;Total energy applications;2003;944.0;0.04;1896.0;0.06;129.0;0.07
3854;Biogas from landfills;Total energy applications;2004;903.0;0.04;1677.0;0.05;112.0;0.06
3855;Biogas from landfills;Total energy applications;2005;884.0;0.04;1623.0;0.05;107.0;0.06
3856;Biogas from landfills;Total energy applications;2006;846.0;0.04;1531.0;0.05;103.0;0.06
3857;Biogas from landfills;Total energy applications;2007;805.0;0.04;1427.0;0.04;94.0;0.05
3858;Biogas from landfills;Total energy applications;2008;808.0;0.04;1417.0;0.04;93.0;0.05
3859;Biogas from landfills;Total energy applications;2009;726.0;0.03;1267.0;0.04;83.0;0.05
3860;Biogas from landfills;Total energy applications;2010;659.0;0.03;1142.0;0.03;74.0;0.04
3861;Biogas from landfills;Total energy applications;2011;651.0;0.03;1020.0;0.03;69.0;0.04
3862;Biogas from landfills;Total energy applications;2012;552.0;0.03;880.0;0.03;60.0;0.04
3863;Biogas from landfills;Total energy applications;2013;463.0;0.02;726.0;0.02;50.0;0.03
3864;Biogas from landfills;Total energy applications;2014;443.0;0.02;686.0;0.02;47.0;0.03
3865;Biogas from landfills;Total energy applications;2015;386.0;0.02;610.0;0.02;43.0;0.03
3866;Biogas from landfills;Total energy applications;2016;307.0;0.01;475.0;0.02;33.0;0.02
3867;Biogas from landfills;Total energy applications;2017;350.0;0.02;494.0;0.02;33.0;0.02
3868;Biogas from landfills;Total energy applications;2018;279.0;0.01;376.0;0.01;24.0;0.02
3869;Biogas from landfills;Total energy applications;2019;280.0;0.01;376.0;0.01;24.0;0.02
3870;Biogas from landfills;Electricity;1990;70.0;0.0;171.0;0.01;12.0;0.01
3871;Biogas from landfills;Electricity;1991;122.0;0.01;298.0;0.01;21.0;0.01
3872;Biogas from landfills;Electricity;1992;170.0;0.01;394.0;0.01;27.0;0.02
3873;Biogas from landfills;Electricity;1993;333.0;0.02;824.0;0.03;56.0;0.03
3874;Biogas from landfills;Electricity;1994;490.0;0.02;1239.0;0.04;87.0;0.05
3875;Biogas from landfills;Electricity;1995;551.0;0.03;1385.0;0.05;99.0;0.06
3876;Biogas from landfills;Electricity;1996;615.0;0.03;1516.0;0.05;106.0;0.06
3877;Biogas from landfills;Electricity;1997;567.0;0.03;1337.0;0.04;97.0;0.05
3878;Biogas from landfills;Electricity;1998;589.0;0.03;1380.0;0.04;98.0;0.06
3879;Biogas from landfills;Electricity;1999;615.0;0.03;1440.0;0.05;100.0;0.06
3880;Biogas from landfills;Electricity;2000;638.0;0.03;1500.0;0.05;107.0;0.06
3881;Biogas from landfills;Electricity;2001;655.0;0.03;1572.0;0.05;111.0;0.06
3882;Biogas from landfills;Electricity;2002;708.0;0.03;1717.0;0.05;121.0;0.07
3883;Biogas from landfills;Electricity;2003;657.0;0.03;1593.0;0.05;112.0;0.06
3884;Biogas from landfills;Electricity;2004;558.0;0.02;1313.0;0.04;91.0;0.05
3885;Biogas from landfills;Electricity;2005;533.0;0.02;1248.0;0.04;86.0;0.05
3886;Biogas from landfills;Electricity;2006;519.0;0.02;1187.0;0.04;83.0;0.05
3887;Biogas from landfills;Electricity;2007;477.0;0.02;1081.0;0.03;75.0;0.04
3888;Biogas from landfills;Electricity;2008;455.0;0.02;1046.0;0.03;72.0;0.04
3889;Biogas from landfills;Electricity;2009;425.0;0.02;953.0;0.03;65.0;0.04
3890;Biogas from landfills;Electricity;2010;392.0;0.02;861.0;0.02;58.0;0.03
3891;Biogas from landfills;Electricity;2011;314.0;0.01;670.0;0.02;45.0;0.03
3892;Biogas from landfills;Electricity;2012;267.0;0.01;593.0;0.02;42.0;0.03
3893;Biogas from landfills;Electricity;2013;217.0;0.01;478.0;0.02;35.0;0.02
3894;Biogas from landfills;Electricity;2014;197.0;0.01;436.0;0.01;32.0;0.02
3895;Biogas from landfills;Electricity;2015;180.0;0.01;400.0;0.01;31.0;0.02
3896;Biogas from landfills;Electricity;2016;144.0;0.01;310.0;0.01;23.0;0.01
3897;Biogas from landfills;Electricity;2017;131.0;0.01;269.0;0.01;20.0;0.01
3898;Biogas from landfills;Electricity;2018;103.0;0.0;196.0;0.01;14.0;0.01
3899;Biogas from landfills;Electricity;2019;104.0;0.0;198.0;0.01;14.0;0.01
3900;Biogas from landfills;Heat;1990;157.0;0.01;166.0;0.01;9.0;0.01
3901;Biogas from landfills;Heat;1991;309.0;0.02;328.0;0.01;19.0;0.01
3902;Biogas from landfills;Heat;1992;771.0;0.04;815.0;0.03;46.0;0.03
3903;Biogas from landfills;Heat;1993;724.0;0.04;761.0;0.03;43.0;0.03
3904;Biogas from landfills;Heat;1994;693.0;0.04;729.0;0.02;41.0;0.02
3905;Biogas from landfills;Heat;1995;705.0;0.03;738.0;0.02;42.0;0.02
3906;Biogas from landfills;Heat;1996;708.0;0.03;738.0;0.02;42.0;0.02
3907;Biogas from landfills;Heat;1997;490.0;0.02;518.0;0.02;29.0;0.02
3908;Biogas from landfills;Heat;1998;506.0;0.02;531.0;0.02;30.0;0.02
3909;Biogas from landfills;Heat;1999;506.0;0.02;531.0;0.02;30.0;0.02
3910;Biogas from landfills;Heat;2000;475.0;0.02;500.0;0.02;28.0;0.02
3911;Biogas from landfills;Heat;2001;405.0;0.02;424.0;0.01;24.0;0.01
3912;Biogas from landfills;Heat;2002;397.0;0.02;420.0;0.01;24.0;0.01
3913;Biogas from landfills;Heat;2003;287.0;0.01;303.0;0.01;17.0;0.01
3914;Biogas from landfills;Heat;2004;344.0;0.01;364.0;0.01;21.0;0.01
3915;Biogas from landfills;Heat;2005;351.0;0.02;374.0;0.01;21.0;0.01
3916;Biogas from landfills;Heat;2006;326.0;0.01;344.0;0.01;20.0;0.01
3917;Biogas from landfills;Heat;2007;328.0;0.01;347.0;0.01;20.0;0.01
3918;Biogas from landfills;Heat;2008;353.0;0.02;372.0;0.01;21.0;0.01
3919;Biogas from landfills;Heat;2009;302.0;0.01;314.0;0.01;18.0;0.01
3920;Biogas from landfills;Heat;2010;267.0;0.01;281.0;0.01;16.0;0.01
3921;Biogas from landfills;Heat;2011;136.0;0.01;144.0;0.0;8.0;0.0
3922;Biogas from landfills;Heat;2012;187.0;0.01;188.0;0.01;11.0;0.01
3923;Biogas from landfills;Heat;2013;210.0;0.01;212.0;0.01;12.0;0.01
3924;Biogas from landfills;Heat;2014;212.0;0.01;216.0;0.01;12.0;0.01
3925;Biogas from landfills;Heat;2015;193.0;0.01;196.0;0.01;11.0;0.01
3926;Biogas from landfills;Heat;2016;153.0;0.01;155.0;0.0;9.0;0.01
3927;Biogas from landfills;Heat;2017;208.0;0.01;213.0;0.01;12.0;0.01
3928;Biogas from landfills;Heat;2018;165.0;0.01;168.0;0.01;9.0;0.01
3929;Biogas from landfills;Heat;2019;154.0;0.01;155.0;0.01;9.0;0.01
3930;Biogas from landfills;Transport;1990;0.0;0.0;0.0;0.0;0.0;0.0
3931;Biogas from landfills;Transport;1991;0.0;0.0;0.0;0.0;0.0;0.0
3932;Biogas from landfills;Transport;1992;0.0;0.0;0.0;0.0;0.0;0.0
3933;Biogas from landfills;Transport;1993;0.0;0.0;0.0;0.0;0.0;0.0
3934;Biogas from landfills;Transport;1994;0.0;0.0;0.0;0.0;0.0;0.0
3935;Biogas from landfills;Transport;1995;0.0;0.0;0.0;0.0;0.0;0.0
3936;Biogas from landfills;Transport;1996;0.0;0.0;0.0;0.0;0.0;0.0
3937;Biogas from landfills;Transport;1997;0.0;0.0;0.0;0.0;0.0;0.0
3938;Biogas from landfills;Transport;1998;0.0;0.0;0.0;0.0;0.0;0.0
3939;Biogas from landfills;Transport;1999;0.0;0.0;0.0;0.0;0.0;0.0
3940;Biogas from landfills;Transport;2000;0.0;0.0;0.0;0.0;0.0;0.0
3941;Biogas from landfills;Transport;2001;0.0;0.0;0.0;0.0;0.0;0.0
3942;Biogas from landfills;Transport;2002;0.0;0.0;0.0;0.0;0.0;0.0
3943;Biogas from landfills;Transport;2003;0.0;0.0;0.0;0.0;0.0;0.0
3944;Biogas from landfills;Transport;2004;0.0;0.0;0.0;0.0;0.0;0.0
3945;Biogas from landfills;Transport;2005;0.0;0.0;0.0;0.0;0.0;0.0
3946;Biogas from landfills;Transport;2006;0.0;0.0;0.0;0.0;0.0;0.0
3947;Biogas from landfills;Transport;2007;0.0;0.0;0.0;0.0;0.0;0.0
3948;Biogas from landfills;Transport;2008;0.0;0.0;0.0;0.0;0.0;0.0
3949;Biogas from landfills;Transport;2009;0.0;0.0;0.0;0.0;0.0;0.0
3950;Biogas from landfills;Transport;2010;0.0;0.0;0.0;0.0;0.0;0.0
3951;Biogas from landfills;Transport;2011;202.0;0.01;205.0;0.01;15.0;0.01
3952;Biogas from landfills;Transport;2012;98.0;0.0;99.0;0.0;7.0;0.0
3953;Biogas from landfills;Transport;2013;35.0;0.0;36.0;0.0;3.0;0.0
3954;Biogas from landfills;Transport;2014;33.0;0.0;34.0;0.0;3.0;0.0
3955;Biogas from landfills;Transport;2015;13.0;0.0;14.0;0.0;1.0;0.0
3956;Biogas from landfills;Transport;2016;10.0;0.0;11.0;0.0;1.0;0.0
3957;Biogas from landfills;Transport;2017;12.0;0.0;12.0;0.0;1.0;0.0
3958;Biogas from landfills;Transport;2018;12.0;0.0;12.0;0.0;1.0;0.0
3959;Biogas from landfills;Transport;2019;22.0;0.0;23.0;0.0;2.0;0.0
3960;Biogas from sewage water purification;Total energy applications;1990;1396.0;0.07;1026.0;0.03;68.0;0.04
3961;Biogas from sewage water purification;Total energy applications;1991;1573.0;0.08;1318.0;0.04;85.0;0.05
3962;Biogas from sewage water purification;Total energy applications;1992;1471.0;0.08;1163.0;0.04;76.0;0.04
3963;Biogas from sewage water purification;Total energy applications;1993;1668.0;0.08;1408.0;0.05;90.0;0.05
3964;Biogas from sewage water purification;Total energy applications;1994;1668.0;0.08;1297.0;0.04;85.0;0.05
3965;Biogas from sewage water purification;Total energy applications;1995;1660.0;0.08;1215.0;0.04;83.0;0.05
3966;Biogas from sewage water purification;Total energy applications;1996;1668.0;0.08;1158.0;0.04;78.0;0.04
3967;Biogas from sewage water purification;Total energy applications;1997;1761.0;0.08;1382.0;0.04;93.0;0.05
3968;Biogas from sewage water purification;Total energy applications;1998;1628.0;0.08;1249.0;0.04;83.0;0.05
3969;Biogas from sewage water purification;Total energy applications;1999;1725.0;0.08;1400.0;0.05;91.0;0.05
3970;Biogas from sewage water purification;Total energy applications;2000;1760.0;0.08;1467.0;0.05;97.0;0.06
3971;Biogas from sewage water purification;Total energy applications;2001;1889.0;0.09;1579.0;0.05;105.0;0.06
3972;Biogas from sewage water purification;Total energy applications;2002;1840.0;0.09;1567.0;0.05;105.0;0.06
3973;Biogas from sewage water purification;Total energy applications;2003;1816.0;0.08;1590.0;0.05;105.0;0.06
3974;Biogas from sewage water purification;Total energy applications;2004;1873.0;0.08;1701.0;0.05;111.0;0.06
3975;Biogas from sewage water purification;Total energy applications;2005;1750.0;0.08;1461.0;0.04;96.0;0.05
3976;Biogas from sewage water purification;Total energy applications;2006;1737.0;0.08;1330.0;0.04;90.0;0.05
3977;Biogas from sewage water purification;Total energy applications;2007;1733.0;0.08;1452.0;0.04;97.0;0.06
3978;Biogas from sewage water purification;Total energy applications;2008;1802.0;0.08;1504.0;0.05;101.0;0.06
3979;Biogas from sewage water purification;Total energy applications;2009;1821.0;0.08;1482.0;0.05;98.0;0.06
3980;Biogas from sewage water purification;Total energy applications;2010;1848.0;0.08;1508.0;0.04;100.0;0.05
3981;Biogas from sewage water purification;Total energy applications;2011;1920.0;0.09;1680.0;0.05;110.0;0.06
3982;Biogas from sewage water purification;Total energy applications;2012;1948.0;0.09;1748.0;0.05;121.0;0.07
3983;Biogas from sewage water purification;Total energy applications;2013;2040.0;0.09;1858.0;0.06;132.0;0.08
3984;Biogas from sewage water purification;Total energy applications;2014;2013.0;0.1;1971.0;0.06;140.0;0.09
3985;Biogas from sewage water purification;Total energy applications;2015;1948.0;0.09;1940.0;0.06;146.0;0.09
3986;Biogas from sewage water purification;Total energy applications;2016;2059.0;0.1;2015.0;0.06;144.0;0.09
3987;Biogas from sewage water purification;Total energy applications;2017;1991.0;0.09;1769.0;0.06;125.0;0.08
3988;Biogas from sewage water purification;Total energy applications;2018;2073.0;0.1;1963.0;0.06;132.0;0.08
3989;Biogas from sewage water purification;Total energy applications;2019;2207.0;0.11;2115.0;0.07;142.0;0.09
3990;Biogas from sewage water purification;Electricity;1990;254.0;0.01;638.0;0.02;46.0;0.03
3991;Biogas from sewage water purification;Electricity;1991;313.0;0.02;789.0;0.03;55.0;0.03
3992;Biogas from sewage water purification;Electricity;1992;330.0;0.02;837.0;0.03;57.0;0.03
3993;Biogas from sewage water purification;Electricity;1993;341.0;0.02;870.0;0.03;59.0;0.03
3994;Biogas from sewage water purification;Electricity;1994;355.0;0.02;903.0;0.03;63.0;0.04
3995;Biogas from sewage water purification;Electricity;1995;382.0;0.02;966.0;0.03;69.0;0.04
3996;Biogas from sewage water purification;Electricity;1996;368.0;0.02;910.0;0.03;64.0;0.03
3997;Biogas from sewage water purification;Electricity;1997;408.0;0.02;966.0;0.03;70.0;0.04
3998;Biogas from sewage water purification;Electricity;1998;352.0;0.02;831.0;0.03;59.0;0.03
