ID;Geslacht;Leeftijdsgroep;Herkomstgroepering;VerdachtenNaarSoortMisdrijf;Perioden;AantalVerdachten_1;VerdachtenPer1000Inwoners_2
5912;Totaal mannen en vrouwen;45 tot 65 jaar;5;Overige misdrijven;2009;40;1
5913;Totaal mannen en vrouwen;45 tot 65 jaar;5;Overige misdrijven;2010;60;1
5914;Totaal mannen en vrouwen;45 tot 65 jaar;5;Overige misdrijven;2011;70;1
5915;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;1999;40;1
5916;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2000;40;1
5917;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2001;40;1
5918;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2002;40;1
5919;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2003;70;2
5920;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2004;80;2
5921;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2005;110;2
5922;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2006;120;3
5923;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2007;100;2
5924;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2008;110;2
5925;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2009;80;1
5926;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2010;90;1
5927;Totaal mannen en vrouwen;45 tot 65 jaar;5;Verdachten van meer soorten misdrijven;2011;110;2
5928;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;1999;1020;21
5929;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2000;1060;20
5930;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2001;1280;23
5931;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2002;1430;24
5932;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2003;1750;28
5933;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2004;2010;30
5934;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2005;2060;29
5935;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2006;2280;31
5936;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2007;2210;29
5937;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2008;2200;27
5938;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2009;2110;25
5939;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2010;2140;24
5940;Totaal mannen en vrouwen;45 tot 65 jaar;6;Totaal verdachten van misdrijven;2011;2040;22
5941;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;1999;340;7
5942;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2000;330;6
5943;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2001;390;7
5944;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2002;410;7
5945;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2003;430;7
5946;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2004;460;7
5947;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2005;470;7
5948;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2006;570;8
5949;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2007;550;7
5950;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2008;550;7
5951;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2009;570;7
5952;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2010;620;7
5953;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vermogensmisdrijven;2011;610;7
5954;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;1999;40;1
5955;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2000;70;1
5956;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2001;50;1
5957;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2002;60;1
5958;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2003;90;1
5959;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2004;100;1
5960;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2005;110;2
5961;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2006;120;2
5962;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2007;110;1
5963;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2008;110;1
5964;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2009;100;1
5965;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2010;120;1
5966;Totaal mannen en vrouwen;45 tot 65 jaar;6;Vernieling en openbare orde;2011;100;1
5967;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;1999;130;3
5968;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2000;140;3
5969;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2001;210;4
5970;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2002;220;4
5971;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2003;320;5
5972;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2004;380;6
5973;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2005;420;6
5974;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2006;490;7
5975;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2007;450;6
5976;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2008;470;6
5977;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2009;500;6
5978;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2010;490;6
5979;Totaal mannen en vrouwen;45 tot 65 jaar;6;Geweldsmisdrijven;2011;470;5
5980;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;1999;250;5
5981;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2000;280;5
5982;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2001;310;6
5983;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2002;380;6
5984;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2003;430;7
5985;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2004;440;7
5986;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2005;440;6
5987;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2006;520;7
5988;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2007;510;7
5989;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2008;490;6
5990;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2009;440;5
5991;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2010;400;4
5992;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verkeersmisdrijven;2011;400;4
5993;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;1999;90;2
5994;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2000;70;1
5995;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2001;100;2
5996;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2002;120;2
5997;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2003;180;3
5998;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2004;250;4
5999;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2005;240;3
6000;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2006;220;3
6001;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2007;190;3
6002;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2008;170;2
6003;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2009;170;2
6004;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2010;150;2
6005;Totaal mannen en vrouwen;45 tot 65 jaar;6;Drugsmisdrijven;2011;150;2
6006;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;1999;20;0
6007;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2000;40;1
6008;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2001;40;1
6009;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2002;40;1
6010;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2003;60;1
6011;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2004;100;2
6012;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2005;100;1
6013;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2006;80;1
6014;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2007;90;1
6015;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2008;90;1
6016;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2009;60;1
6017;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2010;110;1
6018;Totaal mannen en vrouwen;45 tot 65 jaar;6;Overige misdrijven;2011;80;1
6019;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;1999;160;3
6020;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2000;140;3
6021;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2001;180;3
6022;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2002;210;3
6023;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2003;250;4
6024;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2004;290;4
6025;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2005;290;4
6026;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2006;290;4
6027;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2007;310;4
6028;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2008;320;4
6029;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2009;270;3
6030;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2010;250;3
6031;Totaal mannen en vrouwen;45 tot 65 jaar;6;Verdachten van meer soorten misdrijven;2011;240;3
6032;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;1999;380;27
6033;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2000;430;27
6034;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2001;480;27
6035;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2002;650;34
6036;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2003;780;38
6037;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2004;860;40
6038;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2005;900;40
6039;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2006;960;42
6040;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2007;1000;42
6041;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2008;1000;40
6042;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2009;990;38
6043;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2010;980;36
6044;Totaal mannen en vrouwen;45 tot 65 jaar;7;Totaal verdachten van misdrijven;2011;920;33
6045;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;1999;130;9
6046;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2000;130;8
6047;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2001;170;10
6048;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2002;220;12
6049;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2003;210;10
6050;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2004;230;11
6051;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2005;250;11
6052;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2006;260;11
6053;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2007;280;12
6054;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2008;280;11
6055;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2009;280;11
6056;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2010;310;11
6057;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vermogensmisdrijven;2011;320;11
6058;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;1999;10;0
6059;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2000;20;1
6060;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2001;20;1
6061;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2002;30;2
6062;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2003;40;2
6063;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2004;30;2
6064;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2005;50;2
6065;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2006;40;2
6066;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2007;40;2
6067;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2008;40;2
6068;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2009;30;1
6069;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2010;50;2
6070;Totaal mannen en vrouwen;45 tot 65 jaar;7;Vernieling en openbare orde;2011;50;2
6071;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;1999;50;3
6072;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2000;50;3
6073;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2001;50;3
6074;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2002;80;4
6075;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2003;120;6
6076;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2004;160;8
6077;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2005;160;7
6078;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2006;170;7
6079;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2007;200;8
6080;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2008;170;7
6081;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2009;200;8
6082;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2010;180;7
6083;Totaal mannen en vrouwen;45 tot 65 jaar;7;Geweldsmisdrijven;2011;160;6
6084;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;1999;110;8
6085;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2000;120;8
6086;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2001;120;7
6087;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2002;150;8
6088;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2003;170;8
6089;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2004;170;8
6090;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2005;190;8
6091;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2006;210;9
6092;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2007;210;9
6093;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2008;220;9
6094;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2009;190;7
6095;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2010;190;7
6096;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verkeersmisdrijven;2011;150;5
6097;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;1999;30;2
6098;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2000;20;2
6099;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2001;30;2
6100;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2002;60;3
6101;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2003;80;4
6102;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2004;80;4
6103;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2005;80;3
6104;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2006;70;3
6105;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2007;70;3
6106;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2008;50;2
6107;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2009;60;2
6108;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2010;60;2
6109;Totaal mannen en vrouwen;45 tot 65 jaar;7;Drugsmisdrijven;2011;60;2
6110;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;1999;10;1
6111;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2000;10;1
6112;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2001;10;1
6113;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2002;20;1
6114;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2003;20;1
6115;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2004;30;1
6116;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2005;30;1
6117;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2006;40;2
6118;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2007;30;1
6119;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2008;30;1
6120;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2009;40;2
6121;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2010;40;1
6122;Totaal mannen en vrouwen;45 tot 65 jaar;7;Overige misdrijven;2011;20;1
6123;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;1999;50;4
6124;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2000;70;4
6125;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2001;80;4
6126;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2002;100;5
6127;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2003;140;7
6128;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2004;160;7
6129;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2005;150;7
6130;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2006;170;8
6131;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2007;180;8
6132;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2008;200;8
6133;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2009;180;7
6134;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2010;160;6
6135;Totaal mannen en vrouwen;45 tot 65 jaar;7;Verdachten van meer soorten misdrijven;2011;160;6
6136;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;1999;560;12
6137;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2000;670;13
6138;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2001;740;13
6139;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2002;840;13
6140;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2003;1140;16
6141;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2004;1280;17
6142;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2005;1440;17
6143;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2006;1600;18
6144;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2007;1720;18
6145;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2008;1740;17
6146;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2009;1730;16
6147;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2010;1750;15
6148;Totaal mannen en vrouwen;45 tot 65 jaar;8;Totaal verdachten van misdrijven;2011;1680;13
6149;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;1999;190;4
6150;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2000;220;4
6151;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2001;240;4
6152;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2002;220;3
6153;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2003;270;4
6154;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2004;300;4
6155;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2005;350;4
6156;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2006;410;5
6157;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2007;420;4
6158;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2008;460;4
6159;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2009;420;4
6160;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2010;510;4
6161;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vermogensmisdrijven;2011;460;4
6162;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;1999;30;1
6163;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2000;40;1
6164;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2001;40;1
6165;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2002;50;1
6166;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2003;60;1
6167;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2004;80;1
6168;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2005;90;1
6169;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2006;80;1
6170;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2007;100;1
6171;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2008;120;1
6172;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2009;110;1
6173;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2010;100;1
6174;Totaal mannen en vrouwen;45 tot 65 jaar;8;Vernieling en openbare orde;2011;100;1
6175;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;1999;80;2
6176;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2000;100;2
6177;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2001;130;2
6178;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2002;160;2
6179;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2003;270;4
6180;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2004;300;4
6181;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2005;360;4
6182;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2006;420;5
6183;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2007;470;5
6184;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2008;450;4
6185;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2009;530;5
6186;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2010;480;4
6187;Totaal mannen en vrouwen;45 tot 65 jaar;8;Geweldsmisdrijven;2011;480;4
6188;Totaal mannen en vrouwen;45 tot 65 jaar;8;Verkeersmisdrijven;1999;160;3
6189;Totaal mannen en vrouwen;45 tot 65 jaar;8;Verkeersmisdrijven;2000;180;3
6190;Totaal mannen en vrouwen;45 tot 65 jaar;8;Verkeersmisdrijven;2001;210;4
