ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
6195;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Totaal burgerlijke staat;2008;161100.0;1400.0;9500.0;64.0;300.0;6000.0;40.0;13.0;1700.0;15500.0;104.0
6196;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Totaal burgerlijke staat;2009;157100.0;1400.0;9800.0;66.0;;;;7.0;;;
6197;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Totaal burgerlijke staat;2010;160850.0;1400.0;10000.0;68.0;;;;8.0;;;
6198;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Totaal burgerlijke staat;2011;164800.0;1500.0;10200.0;69.0;;;;7.0;;;
6199;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Totaal burgerlijke staat;2012;163850.0;1400.0;10200.0;68.0;;;;5.0;;;
6200;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2005;56200.0;1200.0;7500.0;62.0;300.0;3900.0;32.0;12.0;1500.0;11400.0;94.0
6201;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2006;54550.0;1200.0;7600.0;58.0;300.0;4800.0;37.0;13.0;1500.0;12400.0;95.0
6202;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2007;50700.0;1200.0;7800.0;58.0;400.0;5500.0;40.0;14.0;1600.0;13300.0;98.0
6203;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2008;49150.0;1200.0;8100.0;56.0;400.0;5900.0;41.0;15.0;1600.0;14000.0;97.0
6204;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2009;48300.0;1200.0;8500.0;60.0;;;;11.0;;;
6205;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2010;46750.0;1300.0;8500.0;60.0;;;;11.0;;;
6206;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2011;44550.0;1300.0;8700.0;60.0;;;;10.0;;;
6207;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gehuwd;2012;42300.0;1200.0;8700.0;59.0;;;;9.0;;;
6208;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2005;94550.0;1400.0;9400.0;75.0;300.0;4100.0;33.0;6.0;1700.0;13500.0;108.0
6209;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2006;93550.0;1400.0;9600.0;71.0;300.0;5000.0;37.0;6.0;1700.0;14600.0;108.0
6210;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2007;99450.0;1400.0;9800.0;69.0;300.0;5800.0;41.0;7.0;1700.0;15600.0;110.0
6211;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2008;107950.0;1400.0;10100.0;67.0;300.0;6100.0;41.0;12.0;1700.0;16200.0;108.0
6212;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2009;105000.0;1400.0;10400.0;69.0;;;;6.0;;;
6213;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2010;110650.0;1500.0;10600.0;71.0;;;;6.0;;;
6214;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2011;117150.0;1600.0;10800.0;72.0;;;;6.0;;;
6215;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Ongehuwd;2012;118650.0;1500.0;10800.0;71.0;;;;4.0;;;
6216;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2005;4150.0;1800.0;9800.0;64.0;300.0;3500.0;23.0;6.0;2100.0;13300.0;87.0
6217;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2006;4150.0;1900.0;9900.0;62.0;400.0;4300.0;27.0;6.0;2300.0;14200.0;89.0
6218;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2007;4100.0;1900.0;10300.0;60.0;500.0;5400.0;32.0;8.0;2400.0;15700.0;92.0
6219;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2008;3900.0;2000.0;10500.0;61.0;400.0;5600.0;32.0;11.0;2400.0;16100.0;93.0
6220;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2009;3700.0;2000.0;10800.0;62.0;;;;6.0;;;
6221;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2010;3350.0;2000.0;10900.0;63.0;;;;6.0;;;
6222;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2011;3000.0;2100.0;11100.0;63.0;;;;6.0;;;
6223;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Gescheiden;2012;2800.0;2100.0;11200.0;66.0;;;;5.0;;;
6224;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2005;200.0;1300.0;9400.0;69.0;300.0;1200.0;8.0;12.0;1600.0;10600.0;77.0
6225;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2006;150.0;1400.0;9600.0;69.0;400.0;1800.0;13.0;8.0;1800.0;11400.0;82.0
6226;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2007;150.0;1400.0;10000.0;67.0;200.0;2400.0;16.0;11.0;1600.0;12400.0;83.0
6227;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2008;100.0;1400.0;10200.0;65.0;400.0;2400.0;15.0;13.0;1800.0;12600.0;80.0
6228;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2009;150.0;1300.0;10500.0;109.0;;;;7.0;;;
6229;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2010;150.0;1300.0;10800.0;110.0;;;;8.0;;;
6230;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2011;100.0;1400.0;11000.0;109.0;;;;6.0;;;
6231;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Verweduwd;2012;100.0;1500.0;11200.0;90.0;;;;4.0;;;
6232;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2005;98850.0;1400.0;9400.0;74.0;300.0;4100.0;32.0;6.0;1700.0;13500.0;106.0
6233;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2006;97900.0;1500.0;9600.0;70.0;300.0;4900.0;36.0;6.0;1800.0;14500.0;106.0
6234;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2007;103700.0;1500.0;9900.0;68.0;300.0;5800.0;40.0;7.0;1800.0;15700.0;108.0
6235;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2008;111950.0;1400.0;10100.0;67.0;300.0;6100.0;40.0;12.0;1700.0;16200.0;107.0
6236;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2009;108800.0;1500.0;10400.0;69.0;;;;6.0;;;
6237;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2010;114100.0;1500.0;10600.0;71.0;;;;6.0;;;
6238;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2011;120250.0;1600.0;10800.0;72.0;;;;6.0;;;
6239;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Eerste generatie allochtonen;Niet gehuwd;2012;121550.0;1500.0;10800.0;71.0;;;;4.0;;;
6240;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2005;100700.0;2300.0;9900.0;52.0;600.0;7000.0;37.0;11.0;2900.0;16900.0;89.0
6241;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2006;107550.0;2300.0;10100.0;49.0;600.0;8400.0;41.0;12.0;2900.0;18500.0;90.0
6242;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2007;113050.0;2400.0;10400.0;49.0;800.0;9600.0;45.0;12.0;3200.0;20000.0;94.0
6243;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2008;117500.0;2500.0;10700.0;48.0;700.0;10100.0;45.0;13.0;3200.0;20800.0;93.0
6244;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2009;116400.0;2700.0;11300.0;50.0;400.0;5600.0;25.0;9.0;3100.0;16900.0;75.0
6245;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2010;117950.0;2700.0;11400.0;52.0;400.0;5100.0;23.0;9.0;3100.0;16500.0;75.0
6246;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2011;119300.0;2700.0;11600.0;54.0;300.0;4900.0;22.0;8.0;3000.0;16500.0;76.0
6247;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Totaal burgerlijke staat;2012;121950.0;2800.0;11800.0;56.0;300.0;4400.0;21.0;7.0;3100.0;16200.0;77.0
6248;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2005;21250.0;2000.0;8400.0;42.0;700.0;7500.0;38.0;17.0;2700.0;15900.0;80.0
6249;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2006;22700.0;2000.0;8500.0;40.0;800.0;9000.0;43.0;18.0;2800.0;17500.0;83.0
6250;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2007;23650.0;2100.0;8800.0;40.0;900.0;10200.0;46.0;18.0;3000.0;19000.0;86.0
6251;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2008;24900.0;2200.0;9100.0;39.0;900.0;10800.0;47.0;17.0;3100.0;19900.0;86.0
6252;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2009;25300.0;2300.0;9500.0;40.0;300.0;4000.0;17.0;13.0;2600.0;13500.0;57.0
6253;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2010;25350.0;2300.0;9600.0;40.0;300.0;3900.0;16.0;13.0;2600.0;13500.0;56.0
6254;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2011;24650.0;2400.0;9800.0;41.0;300.0;3800.0;16.0;12.0;2700.0;13600.0;57.0
6255;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gehuwd;2012;24450.0;2400.0;9900.0;43.0;300.0;3500.0;15.0;11.0;2700.0;13400.0;58.0
6256;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2005;77300.0;2400.0;10300.0;55.0;600.0;6900.0;36.0;10.0;3000.0;17200.0;91.0
6257;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2006;82450.0;2400.0;10500.0;52.0;500.0;8300.0;41.0;10.0;2900.0;18800.0;93.0
6258;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2007;86600.0;2500.0;10800.0;51.0;700.0;9600.0;45.0;10.0;3200.0;20400.0;96.0
6259;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2008;89700.0;2600.0;11200.0;50.0;700.0;10000.0;45.0;12.0;3300.0;21200.0;95.0
6260;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2009;88250.0;2700.0;11700.0;53.0;400.0;6100.0;28.0;8.0;3100.0;17800.0;81.0
6261;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2010;89900.0;2800.0;11900.0;55.0;400.0;5500.0;26.0;8.0;3200.0;17400.0;81.0
6262;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2011;92150.0;2800.0;12100.0;57.0;300.0;5200.0;25.0;8.0;3100.0;17300.0;82.0
6263;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Ongehuwd;2012;95050.0;2900.0;12300.0;59.0;300.0;4700.0;23.0;6.0;3200.0;17000.0;82.0
6264;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2005;2100.0;2600.0;10600.0;59.0;500.0;5000.0;28.0;7.0;3100.0;15600.0;87.0
6265;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2006;2350.0;2600.0;10800.0;57.0;600.0;6100.0;33.0;7.0;3200.0;16900.0;90.0
6266;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2007;2750.0;2700.0;11100.0;55.0;700.0;7600.0;38.0;8.0;3400.0;18700.0;93.0
6267;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2008;2850.0;2800.0;11500.0;54.0;700.0;8100.0;38.0;12.0;3500.0;19600.0;92.0
6268;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2009;2800.0;2900.0;12000.0;57.0;200.0;2400.0;11.0;6.0;3100.0;14400.0;68.0
6269;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2010;2700.0;3000.0;12200.0;56.0;200.0;2300.0;11.0;7.0;3200.0;14500.0;67.0
6270;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2011;2500.0;3100.0;12400.0;58.0;200.0;2200.0;10.0;6.0;3300.0;14600.0;68.0
6271;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Gescheiden;2012;2450.0;3100.0;12600.0;61.0;200.0;2000.0;10.0;5.0;3300.0;14600.0;71.0
6272;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2005;50.0;2700.0;11100.0;51.0;400.0;4200.0;19.0;24.0;3100.0;15300.0;70.0
6273;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2006;50.0;2600.0;10700.0;49.0;400.0;5400.0;25.0;23.0;3000.0;16100.0;74.0
6274;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2007;50.0;2800.0;11600.0;50.0;700.0;6200.0;27.0;21.0;3500.0;17800.0;77.0
6275;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2008;50.0;2800.0;11400.0;44.0;800.0;7200.0;28.0;33.0;3600.0;18600.0;72.0
6276;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2009;50.0;3000.0;12200.0;72.0;400.0;4000.0;24.0;28.0;3400.0;16200.0;96.0
6277;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2010;50.0;3000.0;12400.0;72.0;400.0;3100.0;18.0;34.0;3400.0;15500.0;90.0
6278;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2011;50.0;3100.0;12900.0;71.0;200.0;2000.0;11.0;34.0;3300.0;14900.0;82.0
6279;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Verweduwd;2012;50.0;3000.0;12700.0;84.0;100.0;1300.0;9.0;17.0;3100.0;14000.0;93.0
6280;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2005;79450.0;2400.0;10300.0;55.0;600.0;6900.0;36.0;10.0;3000.0;17200.0;91.0
6281;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2006;84850.0;2400.0;10500.0;52.0;500.0;8300.0;41.0;10.0;2900.0;18800.0;93.0
6282;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2007;89400.0;2500.0;10800.0;51.0;700.0;9500.0;45.0;10.0;3200.0;20300.0;96.0
6283;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2008;92600.0;2600.0;11200.0;51.0;700.0;9900.0;45.0;12.0;3300.0;21100.0;96.0
6284;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2009;91100.0;2700.0;11700.0;53.0;400.0;6000.0;27.0;8.0;3100.0;17700.0;80.0
6285;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2010;92600.0;2800.0;11900.0;55.0;400.0;5400.0;25.0;8.0;3200.0;17300.0;80.0
6286;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2011;94650.0;2800.0;12100.0;57.0;300.0;5100.0;24.0;8.0;3100.0;17200.0;81.0
6287;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Tweede generatie allochtonen;Niet gehuwd;2012;97500.0;2900.0;12300.0;60.0;300.0;4700.0;23.0;6.0;3200.0;17000.0;83.0
6288;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2005;;;;;;;;;;;
6289;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2006;;;;;;;;;;;
6290;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2007;;;;;;;;;;;
6291;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2008;;;;;;;;;;;
6292;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2009;;;;;;;;;;;
6293;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2010;;;;;;;;;;;
6294;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2011;;;;;;;;;;;
6295;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Totaal burgerlijke staat;2012;;;;;;;;;;;
6296;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2005;;;;;;;;;;;
6297;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2006;;;;;;;;;;;
6298;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2007;;;;;;;;;;;
6299;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2008;;;;;;;;;;;
6300;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2009;;;;;;;;;;;
6301;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2010;;;;;;;;;;;
6302;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2011;;;;;;;;;;;
6303;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gehuwd;2012;;;;;;;;;;;
6304;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2005;;;;;;;;;;;
6305;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2006;;;;;;;;;;;
6306;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2007;;;;;;;;;;;
6307;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2008;;;;;;;;;;;
6308;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2009;;;;;;;;;;;
6309;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2010;;;;;;;;;;;
6310;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2011;;;;;;;;;;;
6311;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Ongehuwd;2012;;;;;;;;;;;
6312;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2005;;;;;;;;;;;
6313;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2006;;;;;;;;;;;
6314;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2007;;;;;;;;;;;
6315;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2008;;;;;;;;;;;
6316;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2009;;;;;;;;;;;
6317;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2010;;;;;;;;;;;
6318;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2011;;;;;;;;;;;
6319;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Gescheiden;2012;;;;;;;;;;;
6320;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2005;;;;;;;;;;;
6321;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2006;;;;;;;;;;;
6322;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2007;;;;;;;;;;;
6323;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2008;;;;;;;;;;;
6324;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2009;;;;;;;;;;;
6325;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2010;;;;;;;;;;;
6326;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2011;;;;;;;;;;;
6327;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Verweduwd;2012;;;;;;;;;;;
6328;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2005;;;;;;;;;;;
6329;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2006;;;;;;;;;;;
6330;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2007;;;;;;;;;;;
6331;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2008;;;;;;;;;;;
6332;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2009;;;;;;;;;;;
6333;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2010;;;;;;;;;;;
6334;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2011;;;;;;;;;;;
6335;Totaal mannen en vrouwen;25 tot 30 jaar;Allochtonen;Autochtonen;Niet gehuwd;2012;;;;;;;;;;;
6336;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2005;99200.0;1700.0;9200.0;56.0;500.0;6300.0;38.0;13.0;2200.0;15500.0;94.0
6337;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2006;99200.0;1700.0;9300.0;52.0;500.0;7600.0;43.0;13.0;2200.0;16900.0;95.0
6338;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2007;102350.0;1700.0;9600.0;52.0;600.0;8500.0;46.0;13.0;2300.0;18100.0;98.0
6339;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2008;106500.0;1700.0;9900.0;51.0;600.0;8800.0;46.0;16.0;2300.0;18700.0;97.0
6340;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2009;108900.0;1700.0;10200.0;52.0;300.0;3900.0;20.0;10.0;2000.0;14100.0;72.0
6341;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2010;111400.0;1700.0;10300.0;55.0;300.0;3400.0;18.0;10.0;2000.0;13700.0;73.0
6342;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2011;115600.0;1800.0;10500.0;56.0;200.0;3100.0;16.0;9.0;2000.0;13600.0;72.0
6343;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Totaal burgerlijke staat;2012;118350.0;1700.0;10500.0;56.0;200.0;2800.0;15.0;7.0;1900.0;13300.0;71.0
6344;Totaal mannen en vrouwen;25 tot 30 jaar;Westerse allochtonen;Totaal alle generaties;Gehuwd;2005;18450.0;1300.0;7600.0;47.0;500.0;6400.0;40.0;22.0;1800.0;14000.0;87.0
