ID;TypeHuishouden;LeeftijdJongstePartner;Herkomst;Generatie;OoitOfNooitGescheiden;Perioden;AantalParen_1;OpgebouwdeJaarlijkseAanspraken_2;TeBereikenJaarlijkseAanspraken_3;Vervangingspercentage_4;OpgebouwdeJaarlijkseAanspraken_5;TeBereikenJaarlijkseAanspraken_6;Vervangingspercentage_7;Vermogen_8;OpgebouwdeJaarlijkseAanspraken_9;TeBereikenJaarlijkseAanspraken_10;Vervangingspercentage_11
5354;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2007;1200;10400.0;11500.0;21.0;12700.0;14200.0;26.0;56.0;23100.0;25700.0;47.0
5355;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2008;1450;11000.0;12100.0;22.0;12600.0;14100.0;25.0;57.0;23600.0;26200.0;47.0
5356;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2009;1650;11700.0;12900.0;24.0;7400.0;8000.0;15.0;56.0;19100.0;20900.0;39.0
5357;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2010;1850;12000.0;13200.0;25.0;7000.0;7500.0;14.0;52.0;19000.0;20700.0;39.0
5358;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2011;1950;12200.0;13300.0;25.0;6400.0;6800.0;13.0;51.0;18600.0;20100.0;38.0
5359;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Nooit gescheiden;2012;1800;12000.0;13200.0;25.0;5600.0;6000.0;11.0;49.0;17600.0;19200.0;36.0
5360;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2005;100;9200.0;10200.0;25.0;9500.0;10300.0;25.0;57.0;18700.0;20500.0;50.0
5361;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2006;50;9600.0;10600.0;26.0;9800.0;10600.0;26.0;55.0;19400.0;21200.0;52.0
5362;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2007;100;10600.0;11700.0;26.0;11000.0;12500.0;28.0;61.0;21600.0;24200.0;54.0
5363;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2008;100;10800.0;11900.0;25.0;10400.0;11700.0;25.0;55.0;21200.0;23600.0;50.0
5364;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2009;150;11400.0;12600.0;26.0;6600.0;7300.0;15.0;46.0;18000.0;19900.0;41.0
5365;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2010;200;12200.0;13400.0;25.0;7000.0;7700.0;15.0;51.0;19200.0;21100.0;40.0
5366;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2011;150;12900.0;14000.0;25.0;8300.0;9100.0;16.0;51.0;21200.0;23100.0;41.0
5367;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Gemengde scheidingsachtergrond;2012;150;12900.0;14000.0;26.0;8800.0;9700.0;18.0;50.0;21700.0;23700.0;44.0
5368;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2005;100;9000.0;9900.0;22.0;10000.0;10800.0;24.0;48.0;19000.0;20700.0;46.0
5369;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2006;100;9200.0;10200.0;15.0;8900.0;9600.0;15.0;46.0;18100.0;19800.0;30.0
5370;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2007;100;9700.0;10800.0;24.0;10000.0;11100.0;25.0;46.0;19700.0;21900.0;49.0
5371;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2008;100;11200.0;12300.0;24.0;11600.0;13000.0;25.0;44.0;22800.0;25300.0;49.0
5372;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2009;150;11800.0;13000.0;24.0;8100.0;8700.0;16.0;44.0;19900.0;21700.0;40.0
5373;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2010;200;12300.0;13400.0;26.0;8300.0;8900.0;17.0;46.0;20600.0;22300.0;43.0
5374;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2011;150;14400.0;15500.0;28.0;9700.0;10500.0;19.0;40.0;24100.0;26000.0;47.0
5375;Totaal huishoudsamenstelling;60 tot 65 jaar;Autochtonen en westerse allochtonen;Niet geboren in Nederland;Ooit gescheiden;2012;100;14400.0;15500.0;27.0;8800.0;9500.0;16.0;40.0;23200.0;25000.0;43.0
5376;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2005;1050;12100.0;13100.0;26.0;15000.0;15800.0;31.0;69.0;27100.0;28900.0;57.0
5377;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2006;1300;12500.0;13600.0;24.0;15800.0;17000.0;29.0;70.0;28300.0;30600.0;53.0
5378;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2007;1450;13100.0;14200.0;23.0;17700.0;19200.0;31.0;72.0;30800.0;33400.0;54.0
5379;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2008;1650;13600.0;14700.0;24.0;17800.0;19300.0;32.0;73.0;31400.0;34000.0;56.0
5380;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2009;7750;7400.0;8000.0;38.0;4700.0;5100.0;24.0;20.0;12100.0;13100.0;62.0
5381;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2010;8550;7600.0;8200.0;37.0;4700.0;5100.0;23.0;22.0;12300.0;13300.0;60.0
5382;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2011;9200;7700.0;8400.0;37.0;4400.0;4800.0;21.0;22.0;12100.0;13200.0;58.0
5383;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Totaal ooit of nooit gescheiden;2012;9950;7800.0;8500.0;39.0;4100.0;4500.0;21.0;21.0;11900.0;13000.0;60.0
5384;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2005;750;12300.0;13300.0;25.0;16100.0;17000.0;33.0;74.0;28400.0;30300.0;58.0
5385;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2006;900;12700.0;13800.0;24.0;16900.0;18200.0;32.0;76.0;29600.0;32000.0;56.0
5386;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2007;1050;13200.0;14300.0;23.0;18500.0;20100.0;32.0;78.0;31700.0;34400.0;55.0
5387;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2008;1200;13700.0;14800.0;24.0;18300.0;20000.0;32.0;77.0;32000.0;34800.0;56.0
5388;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2009;6550;7100.0;7700.0;41.0;4100.0;4400.0;23.0;18.0;11200.0;12100.0;64.0
5389;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2010;7250;7300.0;7900.0;40.0;4100.0;4400.0;22.0;21.0;11400.0;12300.0;62.0
5390;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2011;8100;7400.0;8000.0;40.0;3800.0;4200.0;21.0;21.0;11200.0;12200.0;61.0
5391;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Nooit gescheiden;2012;8700;7500.0;8100.0;42.0;3600.0;3900.0;20.0;19.0;11100.0;12000.0;62.0
5392;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2005;150;11000.0;12000.0;26.0;11300.0;11800.0;25.0;55.0;22300.0;23800.0;51.0
5393;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2006;200;11800.0;12800.0;21.0;12200.0;13100.0;21.0;57.0;24000.0;25900.0;42.0
5394;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2007;200;12400.0;13400.0;24.0;14900.0;16100.0;29.0;62.0;27300.0;29500.0;53.0
5395;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2008;250;13100.0;14200.0;27.0;14800.0;15900.0;31.0;63.0;27900.0;30100.0;58.0
5396;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2009;950;8000.0;8700.0;31.0;6300.0;6900.0;25.0;25.0;14300.0;15600.0;56.0
5397;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2010;1000;8100.0;8800.0;30.0;6500.0;7100.0;24.0;28.0;14600.0;15900.0;54.0
5398;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2011;900;8900.0;9700.0;29.0;7000.0;7700.0;23.0;30.0;15900.0;17400.0;52.0
5399;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Gemengde scheidingsachtergrond;2012;1050;8800.0;9500.0;30.0;6200.0;6800.0;21.0;28.0;15000.0;16300.0;51.0
5400;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2005;150;12300.0;13300.0;29.0;12700.0;13400.0;29.0;54.0;25000.0;26700.0;58.0
5401;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2006;150;12400.0;13500.0;25.0;14200.0;15100.0;28.0;53.0;26600.0;28600.0;53.0
5402;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2007;200;13100.0;14200.0;23.0;16300.0;17800.0;29.0;54.0;29400.0;32000.0;52.0
5403;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2008;200;13300.0;14500.0;25.0;17900.0;19300.0;33.0;57.0;31200.0;33800.0;58.0
5404;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2009;250;13800.0;14900.0;24.0;14900.0;16200.0;26.0;54.0;28700.0;31100.0;50.0
5405;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2010;250;14200.0;15300.0;26.0;15000.0;16300.0;27.0;51.0;29200.0;31600.0;53.0
5406;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2011;200;15200.0;16300.0;25.0;14000.0;15500.0;24.0;50.0;29200.0;31800.0;49.0
5407;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Totaal alle generaties;Ooit gescheiden;2012;250;15500.0;16700.0;27.0;13200.0;14600.0;24.0;55.0;28700.0;31300.0;51.0
5408;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2005;150;14600.0;15600.0;26.0;17300.0;18200.0;30.0;79.0;31900.0;33800.0;56.0
5409;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2006;250;14700.0;15800.0;25.0;19000.0;20500.0;33.0;83.0;33700.0;36300.0;58.0
5410;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2007;300;15100.0;16200.0;23.0;22500.0;24200.0;35.0;85.0;37600.0;40400.0;58.0
5411;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2008;350;15600.0;16700.0;25.0;20000.0;21700.0;33.0;82.0;35600.0;38400.0;58.0
5412;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2009;500;14200.0;15200.0;28.0;15800.0;17100.0;31.0;65.0;30000.0;32300.0;59.0
5413;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2010;550;14300.0;15200.0;27.0;15900.0;17000.0;31.0;63.0;30200.0;32200.0;58.0
5414;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2011;500;14500.0;15400.0;26.0;14700.0;16000.0;27.0;61.0;29200.0;31400.0;53.0
5415;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Totaal ooit of nooit gescheiden;2012;500;14500.0;15400.0;27.0;13500.0;14800.0;26.0;60.0;28000.0;30200.0;53.0
5416;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2005;150;14600.0;15600.0;26.0;17600.0;18600.0;31.0;79.0;32200.0;34200.0;57.0
5417;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2006;200;14800.0;15900.0;25.0;19300.0;20900.0;33.0;82.0;34100.0;36800.0;58.0
5418;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2007;250;15100.0;16200.0;24.0;22700.0;24400.0;35.0;85.0;37800.0;40600.0;59.0
5419;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2008;300;15600.0;16700.0;25.0;20000.0;21800.0;32.0;83.0;35600.0;38500.0;57.0
5420;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2009;400;14500.0;15500.0;28.0;15800.0;17100.0;31.0;67.0;30300.0;32600.0;59.0
5421;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2010;450;14400.0;15300.0;28.0;15600.0;16700.0;30.0;66.0;30000.0;32000.0;58.0
5422;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2011;400;14700.0;15600.0;27.0;14800.0;16200.0;28.0;64.0;29500.0;31800.0;55.0
5423;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Nooit gescheiden;2012;400;14500.0;15400.0;27.0;13400.0;14700.0;26.0;62.0;27900.0;30100.0;53.0
5424;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2005;0;;;;;;;;;;
5425;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2006;0;;;;;;;;;;
5426;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2007;50;14900.0;16100.0;27.0;21600.0;22500.0;37.0;90.0;36500.0;38600.0;64.0
5427;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2008;50;15300.0;16400.0;32.0;20600.0;21900.0;43.0;84.0;35900.0;38300.0;75.0
5428;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2009;50;12200.0;12900.0;31.0;13400.0;14500.0;35.0;55.0;25600.0;27400.0;66.0
5429;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2010;50;12200.0;12900.0;28.0;15200.0;16200.0;35.0;46.0;27400.0;29100.0;63.0
5430;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2011;50;11900.0;12600.0;25.0;11900.0;12600.0;25.0;44.0;23800.0;25200.0;50.0
5431;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Gemengde scheidingsachtergrond;2012;50;12500.0;13300.0;30.0;12300.0;13000.0;29.0;44.0;24800.0;26300.0;59.0
5432;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2005;0;;;;;;;;;;
5433;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2006;0;;;;;;;;;;
5434;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2007;0;;;;;;;;;;
5435;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2008;50;15000.0;16200.0;26.0;18600.0;20500.0;32.0;68.0;33600.0;36700.0;58.0
5436;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2009;50;15500.0;16700.0;18.0;20700.0;23700.0;25.0;69.0;36200.0;40400.0;43.0
5437;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2010;50;16400.0;17600.0;23.0;20700.0;22700.0;30.0;63.0;37100.0;40300.0;53.0
5438;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2011;50;17000.0;18200.0;23.0;17600.0;19800.0;25.0;57.0;34600.0;38000.0;48.0
5439;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Geboren in Nederland;Ooit gescheiden;2012;50;17300.0;18500.0;26.0;16400.0;18200.0;26.0;59.0;33700.0;36700.0;52.0
5440;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2005;800;11900.0;12900.0;26.0;14900.0;15700.0;32.0;68.0;26800.0;28600.0;58.0
5441;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2006;950;12300.0;13300.0;24.0;15500.0;16500.0;29.0;69.0;27800.0;29800.0;53.0
5442;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2007;1000;12900.0;13900.0;24.0;16900.0;18300.0;31.0;71.0;29800.0;32200.0;55.0
5443;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2008;1150;13300.0;14400.0;24.0;17700.0;19200.0;32.0;72.0;31000.0;33600.0;56.0
5444;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2009;7050;6800.0;7400.0;41.0;3800.0;4100.0;23.0;16.0;10600.0;11500.0;64.0
5445;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2010;7800;7000.0;7600.0;41.0;3800.0;4100.0;22.0;19.0;10800.0;11700.0;63.0
5446;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2011;8450;7200.0;7900.0;41.0;3700.0;4000.0;21.0;19.0;10900.0;11900.0;62.0
5447;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Totaal ooit of nooit gescheiden;2012;9200;7300.0;8000.0;43.0;3400.0;3800.0;20.0;18.0;10700.0;11800.0;63.0
5448;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2005;550;12100.0;13100.0;26.0;16100.0;17000.0;33.0;75.0;28200.0;30100.0;59.0
5449;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2006;650;12400.0;13400.0;24.0;16600.0;17800.0;32.0;77.0;29000.0;31200.0;56.0
5450;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2007;700;13000.0;14000.0;23.0;17700.0;19200.0;32.0;78.0;30700.0;33200.0;55.0
5451;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2008;800;13400.0;14500.0;23.0;18300.0;19900.0;32.0;78.0;31700.0;34400.0;55.0
5452;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2009;6050;6500.0;7100.0;45.0;3200.0;3500.0;22.0;14.0;9700.0;10600.0;67.0
5453;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2010;6650;6700.0;7300.0;45.0;3200.0;3500.0;21.0;17.0;9900.0;10800.0;66.0
5454;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2011;7550;6900.0;7500.0;44.0;3100.0;3400.0;20.0;17.0;10000.0;10900.0;64.0
5455;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Nooit gescheiden;2012;8100;7000.0;7700.0;46.0;3000.0;3300.0;20.0;16.0;10000.0;11000.0;66.0
5456;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2005;150;11300.0;12200.0;27.0;11300.0;11800.0;26.0;53.0;22600.0;24000.0;53.0
5457;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2006;150;11800.0;12800.0;20.0;12000.0;12800.0;20.0;54.0;23800.0;25600.0;40.0
5458;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2007;150;12200.0;13300.0;24.0;14700.0;15900.0;29.0;58.0;26900.0;29200.0;53.0
5459;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2008;200;13000.0;14100.0;28.0;14500.0;15700.0;31.0;62.0;27500.0;29800.0;59.0
5460;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2009;850;7600.0;8300.0;32.0;5700.0;6200.0;24.0;22.0;13300.0;14500.0;56.0
5461;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2010;900;7700.0;8400.0;31.0;5900.0;6400.0;24.0;26.0;13600.0;14800.0;55.0
5462;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2011;800;8600.0;9300.0;30.0;6500.0;7200.0;23.0;28.0;15100.0;16500.0;53.0
5463;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Gemengde scheidingsachtergrond;2012;950;8400.0;9200.0;30.0;5700.0;6300.0;21.0;26.0;14100.0;15500.0;51.0
5464;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2005;100;11900.0;13000.0;28.0;13200.0;13900.0;30.0;51.0;25100.0;26900.0;58.0
5465;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2006;150;12200.0;13300.0;24.0;14500.0;15300.0;28.0;51.0;26700.0;28600.0;52.0
5466;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2007;150;13100.0;14200.0;24.0;15400.0;16800.0;29.0;52.0;28500.0;31000.0;53.0
5467;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2008;150;13300.0;14500.0;25.0;18300.0;19600.0;34.0;58.0;31600.0;34100.0;59.0
5468;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2009;150;14000.0;15100.0;27.0;14900.0;16000.0;28.0;53.0;28900.0;31100.0;55.0
5469;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2010;200;14200.0;15300.0;27.0;14800.0;16000.0;28.0;49.0;29000.0;31300.0;55.0
5470;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2011;150;14900.0;16000.0;26.0;13600.0;14900.0;24.0;46.0;28500.0;30900.0;50.0
5471;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Gemengde generatie;Ooit gescheiden;2012;150;15400.0;16600.0;27.0;12900.0;14200.0;23.0;54.0;28300.0;30800.0;50.0
5472;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2005;100;9500.0;10500.0;24.0;11400.0;12400.0;28.0;56.0;20900.0;22900.0;52.0
5473;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2006;100;10100.0;11100.0;20.0;12100.0;13600.0;24.0;54.0;22200.0;24700.0;44.0
5474;Totaal huishoudsamenstelling;60 tot 65 jaar;Gemengde herkomst;Niet geboren in Nederland;Totaal ooit of nooit gescheiden;2007;150;10200.0;11400.0;19.0;13200.0;14900.0;24.0;53.0;23400.0;26300.0;43.0
