ID;Achtergrondkenmerken;Perioden;TotaalVakantiejaar_1;Herfstperiode_2;Kerstperiode_3;Krokusperiode_4;Paasperiode_5;Voorseizoen_6;Hoogseizoen_7;Naseizoen_8
593;Sociale groep: huisvr./-man z. a. beroep;2015;10.1;0.8;0.4;0.7;0.3;2.7;3.8;1.3
594;Sociale groep: huisvr./-man z. a. beroep;2016;9.5;1.0;0.4;0.7;0.5;2.3;3.5;1.1
595;Sociale groep: studerend, schoolgaand;2000;15.9;0.6;1.1;0.8;0.3;1.6;10.9;0.6
596;Sociale groep: studerend, schoolgaand;2001;11.2;0.4;0.9;0.7;0.3;0.9;7.4;0.5
597;Sociale groep: studerend, schoolgaand;2002;4.9;0.3;0.3;0.4;0.2;0.4;3.1;0.3
598;Sociale groep: studerend, schoolgaand;2003;9.5;0.5;0.6;0.8;0.2;1.1;5.7;0.6
599;Sociale groep: studerend, schoolgaand;2004;9.7;0.5;0.4;0.6;0.4;0.9;6.1;0.8
600;Sociale groep: studerend, schoolgaand;2005;7.5;0.3;0.3;0.4;0.5;0.9;4.5;0.6
601;Sociale groep: studerend, schoolgaand;2006;7.7;0.4;0.5;0.5;0.1;1.1;4.8;0.3
602;Sociale groep: studerend, schoolgaand;2007;9.9;0.5;0.7;0.6;0.4;0.7;6.5;0.5
603;Sociale groep: studerend, schoolgaand;2008;8.4;0.4;0.6;0.6;0.3;0.9;5.3;0.2
604;Sociale groep: studerend, schoolgaand;2009;9.2;0.4;0.5;0.4;0.6;1.1;6.1;0.2
605;Sociale groep: studerend, schoolgaand;2010;11.4;0.6;0.8;0.9;0.9;1.3;7.0;0.1
606;Sociale groep: studerend, schoolgaand;2011;10.9;0.5;0.8;0.8;0.5;1.1;7.2;0.2
607;Sociale groep: studerend, schoolgaand;2012;10.4;0.4;0.5;1.1;0.4;1.1;6.6;0.3
608;Sociale groep: studerend, schoolgaand;2013;10.3;0.6;0.8;0.7;0.3;1.1;6.7;0.1
609;Sociale groep: studerend, schoolgaand;2014;10.2;0.9;0.5;0.5;0.4;1.1;6.8;0.1
610;Sociale groep: studerend, schoolgaand;2015;10.8;0.5;0.6;0.7;0.3;1.6;6.9;0.3
611;Sociale groep: studerend, schoolgaand;2016;10.0;0.5;0.7;0.8;0.5;1.7;5.7;0.1
612;Andere sociale groep;2000;11.3;0.7;0.4;1.1;0.6;2.2;5.3;1.0
613;Andere sociale groep;2001;7.0;0.4;0.2;0.3;0.3;1.5;3.4;0.9
614;Andere sociale groep;2002;3.2;0.1;0.2;0.4;0.1;0.9;1.2;0.3
615;Andere sociale groep;2003;3.6;0.3;0.3;0.2;0.1;1.1;1.1;0.5
616;Andere sociale groep;2004;4.2;0.3;0.3;0.3;0.1;0.8;1.7;0.7
617;Andere sociale groep;2005;3.9;0.5;0.1;0.4;0.3;0.6;1.3;0.7
618;Andere sociale groep;2006;2.4;0.3;0.1;0.1;0.1;0.7;0.8;0.2
619;Andere sociale groep;2007;2.2;0.1;0.2;0.1;0.1;0.5;1.0;0.2
620;Andere sociale groep;2008;1.4;0.1;0.1;0.1;0.0;0.3;0.4;0.2
621;Andere sociale groep;2009;3.5;0.3;0.4;0.3;0.2;0.7;1.1;0.5
622;Andere sociale groep;2010;2.6;0.2;0.2;0.1;0.4;0.5;0.8;0.3
623;Andere sociale groep;2011;2.8;0.3;0.1;0.3;0.1;0.8;1.0;0.2
624;Andere sociale groep;2012;3.5;0.3;0.2;0.4;0.1;0.9;1.3;0.3
625;Andere sociale groep;2013;5.2;0.7;0.4;0.2;0.3;1.0;2.0;0.7
626;Andere sociale groep;2014;6.1;0.6;0.4;0.4;0.4;1.5;2.1;0.7
627;Andere sociale groep;2015;6.4;0.7;0.5;0.5;0.6;1.2;2.4;0.6
628;Andere sociale groep;2016;4.8;0.6;0.3;0.2;0.2;1.0;1.8;0.7
629;Regio Noord;2000;89.2;4.6;2.7;5.6;3.6;16.3;44.9;11.4
630;Regio Noord;2001;88.8;5.3;2.8;5.5;3.3;17.2;46.4;8.3
631;Regio Noord;2002;94.5;8.1;4.8;7.1;4.2;20.8;40.6;8.9
632;Regio Noord;2003;93.8;8.7;6.0;7.5;4.6;19.4;39.0;8.6
633;Regio Noord;2004;96.4;7.8;5.0;8.5;4.1;19.4;40.8;10.8
634;Regio Noord;2005;95.3;8.0;5.1;7.6;3.2;20.3;33.2;17.9
635;Regio Noord;2006;95.1;8.0;5.9;6.2;4.6;21.5;40.7;8.1
636;Regio Noord;2007;96.3;8.5;5.1;7.5;5.1;19.7;41.6;8.7
637;Regio Noord;2008;97.0;8.9;5.7;6.6;5.0;21.7;36.6;8.2
638;Regio Noord;2009;96.3;8.5;6.0;6.9;7.2;20.9;39.8;6.9
639;Regio Noord;2010;94.4;8.8;5.1;7.4;7.0;19.4;41.2;5.5
640;Regio Noord;2011;99.4;8.8;5.7;7.5;5.6;23.2;42.3;6.4
641;Regio Noord;2012;96.4;7.5;5.3;7.2;4.7;20.7;43.7;7.4
642;Regio Noord;2013;98.1;9.7;5.9;7.0;4.3;20.3;41.5;9.3
643;Regio Noord;2014;91.6;9.4;5.8;5.8;4.5;18.9;39.2;8.1
644;Regio Noord;2015;91.6;8.8;4.9;6.2;4.0;20.5;38.7;8.4
645;Regio Noord;2016;95.9;8.8;6.4;7.3;5.3;20.5;39.0;8.6
646;Regio Midden;2000;92.0;7.5;3.3;6.7;3.8;15.2;47.2;8.3
647;Regio Midden;2001;95.0;7.7;4.6;5.9;4.1;17.0;43.4;12.2
648;Regio Midden;2002;105.2;8.8;5.8;8.8;4.6;23.0;41.4;12.7
649;Regio Midden;2003;98.6;8.5;6.2;7.9;4.1;21.4;40.7;9.8
650;Regio Midden;2004;105.2;9.7;6.0;8.1;5.1;21.2;43.2;11.9
651;Regio Midden;2005;101.6;8.9;4.9;7.5;4.8;21.3;41.1;13.0
652;Regio Midden;2006;98.4;7.6;5.7;7.3;5.5;21.0;42.1;9.3
653;Regio Midden;2007;103.4;10.0;6.4;7.3;5.4;21.3;43.7;9.2
654;Regio Midden;2008;111.1;9.0;6.6;7.9;5.8;24.4;45.0;9.6
655;Regio Midden;2009;103.7;9.1;6.2;7.7;8.9;20.4;43.1;8.4
656;Regio Midden;2010;108.1;9.1;7.2;7.5;7.9;24.8;44.9;6.7
657;Regio Midden;2011;102.6;8.7;5.4;7.9;8.0;24.8;41.1;6.6
658;Regio Midden;2012;104.2;9.3;5.6;7.6;6.1;23.9;44.5;7.3
659;Regio Midden;2013;103.9;9.9;6.8;7.5;4.4;21.7;44.2;9.4
660;Regio Midden;2014;102.9;9.6;6.6;7.2;5.0;22.5;42.4;9.6
661;Regio Midden;2015;101.9;9.6;5.6;7.5;4.1;23.3;42.7;9.1
662;Regio Midden;2016;102.1;8.7;5.5;8.0;5.7;21.1;44.1;8.9
663;Regio Zuid;2000;57.4;4.7;2.3;3.3;2.6;9.7;29.7;5.2
664;Regio Zuid;2001;61.7;5.5;2.6;3.9;2.1;10.4;31.8;5.5
665;Regio Zuid;2002;68.3;5.5;2.4;5.3;3.5;15.5;29.1;6.9
666;Regio Zuid;2003;65.6;5.6;3.4;5.0;2.1;13.9;27.5;8.1
667;Regio Zuid;2004;67.9;5.0;3.9;4.9;3.1;14.5;24.3;12.2
668;Regio Zuid;2005;66.7;5.8;3.0;4.5;3.0;14.2;27.4;8.8
669;Regio Zuid;2006;67.0;6.0;4.0;5.0;3.0;15.0;29.0;6.0
670;Regio Zuid;2007;64.8;6.0;4.1;4.2;3.7;14.1;26.5;6.2
671;Regio Zuid;2008;68.9;6.6;4.2;4.4;4.0;14.9;26.7;6.5
672;Regio Zuid;2009;71.2;7.2;4.2;5.0;6.1;12.7;30.2;5.9
673;Regio Zuid;2010;71.2;6.3;4.2;5.1;5.2;14.6;31.6;4.0
674;Regio Zuid;2011;68.9;6.4;3.7;5.2;4.3;14.1;30.7;4.5
675;Regio Zuid;2012;71.1;6.9;3.9;6.0;5.3;15.3;28.3;5.3
676;Regio Zuid;2013;68.5;6.3;3.3;5.0;2.8;16.1;28.0;7.0
677;Regio Zuid;2014;65.4;6.3;3.8;5.2;2.5;15.2;26.2;6.1
678;Regio Zuid;2015;70.7;6.7;4.5;5.2;2.8;17.1;26.7;7.5
679;Regio Zuid;2016;68.7;6.2;3.5;5.1;4.0;15.6;27.8;6.6
