ID;Geslacht;Leeftijd;BurgerlijkeStaat;KerkelijkeGezindte;Regio;Bewoners_1
4167;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 50001 - 100000 inwoners;2760
4168;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 20001 - 50000 inwoners;3674
4169;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 10001 - 20000 inwoners;3868
4170;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 5001 - 10000 inwoners;2158
4171;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 2001 - 5000 inwoners;1430
4172;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 1001 - 2000 inwoners;264
4173;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 501 - 1000 inwoners;62
4174;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gemeenten met 500 of minder inwoners;5
4175;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Amsterdam;9277
4176;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Rotterdam;4000
4177;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;'s-Gravenhage;5060
4178;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Utrecht;741
4179;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Haarlem;1324
4180;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Groningen;1064
4181;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Eindhoven;67
4182;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Nijmegen;167
4183;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Tilburg;8
4184;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Arnhem;460
4185;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Leiden;358
4186;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Maastricht;20
4187;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Apeldoorn;252
4188;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Hilversum;453
4189;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Dordrecht;339
4190;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Schiedam;169
4191;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Enschede;241
4192;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Delft;226
4193;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Leeuwarden;531
4194;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Heerlen;32
4195;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Breda;41
4196;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;'s-Hertogenbosch;14
4197;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Velsen;274
4198;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Emmen;103
4199;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Zwolle;128
4200;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Amersfoort;168
4201;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Kerkrade;5
4202;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Deventer;196
4203;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Hengelo (O.);123
4204;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Zaandam;386
4205;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Almelo;190
4206;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Lonneker;106
4207;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Ede;34
4208;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Helder (Den);322
4209;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Gouda;97
4210;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Alkmaar;215
4211;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Vlaardingen;55
4212;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Haarlemmermeer;56
4213;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Helmond;6
4214;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Bussum;187
4215;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Zeist;127
4216;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Rheden;85
4217;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Venlo;5
4218;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Roosendaal en Nispen;5
4219;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Vlissingen;171
4220;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Tot geen kerkelijke gezindte behorend;Bergen op Zoom;12
4221;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Nederland;11
4222;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Groningen (provincie);0
4223;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Friesland;0
4224;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Drenthe;1
4225;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Overijssel;0
4226;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gelderland;1
4227;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Utrecht (provincie);2
4228;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Noord-Holland;1
4229;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Zuid-Holland;4
4230;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Zeeland;0
4231;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Noord-Brabant;2
4232;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Limburg;0
4233;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met meer dan 100000 inwoners;0
4234;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 50001 - 100000 inwoners;1
4235;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 20001 - 50000 inwoners;0
4236;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 10001 - 20000 inwoners;1
4237;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 5001 - 10000 inwoners;2
4238;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 2001 - 5000 inwoners;7
4239;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 1001 - 2000 inwoners;0
4240;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 501 - 1000 inwoners;0
4241;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gemeenten met 500 of minder inwoners;0
4242;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Amsterdam;0
4243;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Rotterdam;0
4244;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;'s-Gravenhage;0
4245;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Utrecht;0
4246;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Haarlem;0
4247;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Groningen;0
4248;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Eindhoven;0
4249;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Nijmegen;0
4250;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Tilburg;0
4251;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Arnhem;0
4252;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Leiden;0
4253;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Maastricht;0
4254;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Apeldoorn;0
4255;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Hilversum;0
4256;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Dordrecht;0
4257;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Schiedam;0
4258;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Enschede;0
4259;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Delft;1
4260;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Leeuwarden;0
4261;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Heerlen;0
4262;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Breda;0
4263;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;'s-Hertogenbosch;0
4264;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Velsen;0
4265;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Emmen;0
4266;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Zwolle;0
4267;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Amersfoort;0
4268;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Kerkrade;0
4269;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Deventer;0
4270;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Hengelo (O.);0
4271;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Zaandam;0
4272;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Almelo;0
4273;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Lonneker;0
4274;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Ede;0
4275;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Helder (Den);0
4276;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Gouda;0
4277;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Alkmaar;0
4278;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Vlaardingen;0
4279;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Haarlemmermeer;0
4280;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Helmond;0
4281;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Bussum;0
4282;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Zeist;0
4283;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Rheden;0
4284;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Venlo;0
4285;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Roosendaal en Nispen;0
4286;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Vlissingen;0
4287;Totaal mannen en vrouwen;Totaal alle leeftijden;Gehuwd geweest (incl. gesch. van echt);Kerkelijke gezindte onbekend;Bergen op Zoom;0
4288;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Nederland;46
4289;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Groningen (provincie);0
4290;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Friesland;0
4291;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Drenthe;0
4292;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Overijssel;0
4293;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gelderland;3
4294;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Utrecht (provincie);0
4295;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Noord-Holland;10
4296;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Zuid-Holland;7
4297;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Zeeland;0
4298;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Noord-Brabant;23
4299;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Limburg;3
4300;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met meer dan 100000 inwoners;3
4301;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 50001 - 100000 inwoners;24
4302;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 20001 - 50000 inwoners;0
4303;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 10001 - 20000 inwoners;5
4304;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 5001 - 10000 inwoners;3
4305;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 2001 - 5000 inwoners;11
4306;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 1001 - 2000 inwoners;0
4307;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 501 - 1000 inwoners;0
4308;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gemeenten met 500 of minder inwoners;0
4309;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Amsterdam;0
4310;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Rotterdam;0
4311;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;'s-Gravenhage;3
4312;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Utrecht;0
4313;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Haarlem;0
4314;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Groningen;0
4315;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Eindhoven;22
4316;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Nijmegen;0
4317;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Tilburg;0
4318;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Arnhem;2
4319;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Leiden;0
4320;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Maastricht;0
4321;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Apeldoorn;0
4322;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Hilversum;0
4323;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Dordrecht;0
4324;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Schiedam;0
4325;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Enschede;0
4326;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Delft;0
4327;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Leeuwarden;0
4328;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Heerlen;0
4329;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Breda;0
4330;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;'s-Hertogenbosch;0
4331;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Velsen;0
4332;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Emmen;0
4333;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Zwolle;0
4334;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Amersfoort;0
4335;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Kerkrade;0
4336;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Deventer;0
4337;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Hengelo (O.);0
4338;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Zaandam;0
4339;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Almelo;0
4340;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Lonneker;0
4341;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Ede;0
4342;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Helder (Den);0
4343;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Gouda;0
4344;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Alkmaar;0
4345;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Vlaardingen;0
4346;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Haarlemmermeer;0
4347;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Helmond;0
4348;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Bussum;0
4349;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Zeist;0
4350;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Rheden;0
4351;Totaal mannen en vrouwen;Totaal alle leeftijden;Burgerlijke staat onbekend;Totaal alle kerkelijke gezindten;Venlo;0
