ID;SectorsAssets;CounterpartSectorsLiabilities;BalanceSheetsAndTransactions;Periods;SavingsTransferableAndOtherDeposits_1;ShortTermSecurities_2;LongTermSecurities_3;ShortTermLoans_4;LongTermLoans_5;ListedShares_6;InvestmentFundSharesOrUnits_7
4224;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2007;0.0;;;45.0;8.0;;
4225;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2008 1st quarter;0.0;;;-39.0;68.0;;
4226;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2008 2nd quarter;0.0;;;-26.0;4.0;;
4227;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2008 3rd quarter;0.0;;;-347.0;-92.0;;
4228;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2008 4th quarter;0.0;;;268.0;-145.0;;
4229;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2008;0.0;;;-144.0;-165.0;;
4230;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2009 1st quarter;0.0;;;-141.0;103.0;;
4231;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2009 2nd quarter;0.0;;;124.0;-36.0;;
4232;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2009 3rd quarter;0.0;;;82.0;-126.0;;
4233;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2009 4th quarter;0.0;;;-9.0;-39.0;;
4234;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2009;0.0;;;56.0;-98.0;;
4235;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2010 1st quarter;0.0;0.0;0.0;46.0;77.0;0.0;0.0
4236;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2010 2nd quarter;0.0;0.0;0.0;54.0;-80.0;0.0;0.0
4237;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2010 3rd quarter;0.0;0.0;0.0;-65.0;9.0;0.0;0.0
4238;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2010 4th quarter;0.0;0.0;0.0;70.0;59.0;0.0;0.0
4239;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2010;0.0;0.0;0.0;105.0;65.0;0.0;0.0
4240;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2011 1st quarter;0.0;0.0;0.0;132.0;-1477.0;0.0;0.0
4241;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2011 2nd quarter;0.0;0.0;0.0;-152.0;189.0;0.0;0.0
4242;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2011 3rd quarter;0.0;0.0;0.0;3230.0;-76.0;0.0;0.0
4243;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2011 4th quarter;0.0;0.0;0.0;282.0;-273.0;0.0;0.0
4244;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2011;0.0;0.0;0.0;3492.0;-1637.0;0.0;0.0
4245;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2012 1st quarter;0.0;0.0;2.0;-268.0;108.0;0.0;0.0
4246;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2012 2nd quarter;0.0;0.0;-2.0;262.0;85.0;0.0;0.0
4247;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2012 3rd quarter;0.0;0.0;2.0;-21.0;4.0;0.0;0.0
4248;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2012 4th quarter;0.0;0.0;0.0;-108.0;61.0;0.0;0.0
4249;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2012;0.0;0.0;2.0;-135.0;258.0;0.0;0.0
4250;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2013 1st quarter;0.0;0.0;-7.0;3.0;-65.0;0.0;0.0
4251;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2013 2nd quarter;0.0;0.0;-2.0;-5.0;26.0;0.0;0.0
4252;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2013 3rd quarter;0.0;0.0;-4.0;-19.0;3.0;0.0;0.0
4253;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2013 4th quarter;0.0;0.0;7.0;-13.0;2.0;0.0;0.0
4254;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2013;0.0;0.0;-6.0;-34.0;-34.0;0.0;0.0
4255;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2014 1st quarter;0.0;0.0;6.0;5.0;-95.0;0.0;0.0
4256;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2014 2nd quarter;0.0;0.0;6.0;4.0;-93.0;0.0;0.0
4257;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2014 3rd quarter;0.0;0.0;-3.0;-3.0;-66.0;0.0;0.0
4258;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2014 4th quarter;0.0;0.0;-1.0;39.0;199.0;0.0;0.0
4259;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2014;0.0;0.0;8.0;45.0;-55.0;0.0;0.0
4260;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2015 1st quarter;0.0;0.0;0.0;27.0;-1.0;0.0;0.0
4261;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2015 2nd quarter;0.0;0.0;-3.0;-1.0;-1.0;0.0;0.0
4262;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2015 3rd quarter;0.0;0.0;-1.0;0.0;-62.0;0.0;0.0
4263;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2015 4th quarter;0.0;0.0;-7.0;9.0;19.0;0.0;0.0
4264;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2015;0.0;0.0;-11.0;35.0;-45.0;0.0;0.0
4265;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2016 1st quarter;0.0;0.0;-1.0;-7.0;-1.0;0.0;0.0
4266;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2016 2nd quarter;0.0;0.0;-3.0;-9.0;-86.0;0.0;0.0
4267;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2016 3rd quarter;0.0;0.0;8.0;0.0;33.0;0.0;0.0
4268;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2016 4th quarter;0.0;0.0;5.0;23.0;-7.0;0.0;0.0
4269;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2016;0.0;0.0;9.0;7.0;-61.0;0.0;0.0
4270;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2017 1st quarter;0.0;0.0;3.0;-4.0;22.0;0.0;0.0
4271;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2017 2nd quarter;0.0;0.0;1.0;-44.0;-24.0;0.0;0.0
4272;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2017 3rd quarter;0.0;0.0;3.0;-33.0;10.0;0.0;0.0
4273;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2017 4th quarter;0.0;0.0;1.0;-289.0;2.0;0.0;0.0
4274;Total domestic sectors;Insurance corporations and pension funds;Total other changes;2017;0.0;0.0;8.0;-370.0;10.0;0.0;0.0
4275;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;1999 1st quarter;;;;;;;
4276;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;1999 2nd quarter;;;;;;;
4277;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;1999 3rd quarter;;;;;;;
4278;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;1999 4th quarter;;;;;;;
4279;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;1999;;;;;;;
4280;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2000 1st quarter;;;;;;;
4281;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2000 2nd quarter;;;;;;;
4282;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2000 3rd quarter;;;;;;;
4283;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2000 4th quarter;;;;;;;
4284;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2000;;;;;;;
4285;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2001 1st quarter;;;;;;;
4286;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2001 2nd quarter;;;;;;;
4287;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2001 3rd quarter;;;;;;;
4288;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2001 4th quarter;;;;;;;
4289;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2001;;;;;;;
4290;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2002 1st quarter;;;;;;;
4291;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2002 2nd quarter;;;;;;;
4292;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2002 3rd quarter;;;;;;;
4293;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2002 4th quarter;;;;;;;
4294;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2002;;;;;;;
4295;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2003 1st quarter;;;;;;;
4296;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2003 2nd quarter;;;;;;;
4297;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2003 3rd quarter;;;;;;;
4298;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2003 4th quarter;;;;;;;
4299;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2003;;;;;;;
4300;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2004 1st quarter;;;;;;;
4301;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2004 2nd quarter;;;;;;;
4302;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2004 3rd quarter;;;;;;;
4303;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2004 4th quarter;;;;;;;
4304;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2004;;;;;;;
4305;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2005 1st quarter;;;;;;;
4306;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2005 2nd quarter;;;;;;;
4307;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2005 3rd quarter;;;;;;;
4308;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2005 4th quarter;;;;;;;
4309;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2005;;;;;;;
4310;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2006 1st quarter;;;;;;;
4311;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2006 2nd quarter;;;;;;;
4312;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2006 3rd quarter;;;;;;;
4313;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2006 4th quarter;;;;;;;
4314;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2006;;;;;;;
4315;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2007 1st quarter;;;;;;;
4316;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2007 2nd quarter;;;;;;;
4317;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2007 3rd quarter;;;;;;;
4318;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2007 4th quarter;;;;;;;
4319;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2007;;;;;;;
4320;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2008 1st quarter;;;;;;;
4321;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2008 2nd quarter;;;;;;;
4322;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2008 3rd quarter;;;;;;;
4323;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2008 4th quarter;;;;;;;
4324;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2008;;;;;;;
4325;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2009 1st quarter;;;;;;;
4326;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2009 2nd quarter;;;;;;;
4327;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2009 3rd quarter;;;;;;;
4328;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2009 4th quarter;;;;;;;
4329;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2009;;;;;;;
4330;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2010 1st quarter;;;;;;;
4331;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2010 2nd quarter;;;;;;;
4332;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2010 3rd quarter;;;;;;;
4333;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2010 4th quarter;;;;;;;
4334;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2010;;;;;;;
4335;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2011 1st quarter;;;;;;;
4336;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2011 2nd quarter;;;;;;;
4337;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2011 3rd quarter;;;;;;;
4338;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2011 4th quarter;;;;;;;
4339;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2011;;;;;;;
4340;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2012 1st quarter;0.0;0.0;2.0;-268.0;108.0;0.0;0.0
4341;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2012 2nd quarter;0.0;0.0;-2.0;262.0;85.0;0.0;0.0
4342;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2012 3rd quarter;0.0;0.0;2.0;-21.0;4.0;0.0;0.0
4343;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2012 4th quarter;0.0;0.0;0.0;-108.0;61.0;0.0;0.0
4344;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2012;0.0;0.0;2.0;-135.0;258.0;0.0;0.0
4345;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2013 1st quarter;0.0;0.0;-7.0;3.0;-65.0;0.0;0.0
4346;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2013 2nd quarter;0.0;0.0;-2.0;-5.0;26.0;0.0;0.0
4347;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2013 3rd quarter;0.0;0.0;-4.0;-19.0;3.0;0.0;0.0
4348;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2013 4th quarter;0.0;0.0;7.0;-13.0;2.0;0.0;0.0
4349;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2013;0.0;0.0;-6.0;-34.0;-34.0;0.0;0.0
4350;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2014 1st quarter;0.0;0.0;6.0;5.0;-95.0;0.0;0.0
4351;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2014 2nd quarter;0.0;0.0;6.0;4.0;-93.0;0.0;0.0
4352;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2014 3rd quarter;0.0;0.0;-3.0;-3.0;-66.0;0.0;0.0
4353;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2014 4th quarter;0.0;0.0;-1.0;39.0;199.0;0.0;0.0
4354;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2014;0.0;0.0;8.0;45.0;-55.0;0.0;0.0
4355;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2015 1st quarter;0.0;0.0;0.0;27.0;-1.0;0.0;0.0
4356;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2015 2nd quarter;0.0;0.0;-3.0;-1.0;-1.0;0.0;0.0
4357;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2015 3rd quarter;0.0;0.0;-1.0;0.0;-62.0;0.0;0.0
4358;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2015 4th quarter;0.0;0.0;-7.0;9.0;19.0;0.0;0.0
4359;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2015;0.0;0.0;-11.0;35.0;-45.0;0.0;0.0
4360;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2016 1st quarter;0.0;0.0;-1.0;-7.0;-1.0;0.0;0.0
4361;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2016 2nd quarter;0.0;0.0;-3.0;-9.0;-86.0;0.0;0.0
4362;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2016 3rd quarter;0.0;0.0;8.0;0.0;33.0;0.0;0.0
4363;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2016 4th quarter;0.0;0.0;5.0;23.0;-7.0;0.0;0.0
4364;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2016;0.0;0.0;9.0;7.0;-61.0;0.0;0.0
4365;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2017 1st quarter;0.0;0.0;3.0;-4.0;22.0;0.0;0.0
4366;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2017 2nd quarter;0.0;0.0;1.0;-44.0;-24.0;0.0;0.0
4367;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2017 3rd quarter;0.0;0.0;3.0;-33.0;10.0;0.0;0.0
4368;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2017 4th quarter;0.0;0.0;1.0;-289.0;2.0;0.0;0.0
4369;Total domestic sectors;Insurance corporations and pension funds;Price changes and revaluations;2017;0.0;0.0;8.0;-370.0;10.0;0.0;0.0
4370;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;1999 1st quarter;;;;;;;
4371;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;1999 2nd quarter;;;;;;;
4372;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;1999 3rd quarter;;;;;;;
4373;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;1999 4th quarter;;;;;;;
4374;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;1999;;;;;;;
4375;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2000 1st quarter;;;;;;;
4376;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2000 2nd quarter;;;;;;;
4377;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2000 3rd quarter;;;;;;;
4378;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2000 4th quarter;;;;;;;
4379;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2000;;;;;;;
4380;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2001 1st quarter;;;;;;;
4381;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2001 2nd quarter;;;;;;;
4382;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2001 3rd quarter;;;;;;;
4383;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2001 4th quarter;;;;;;;
4384;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2001;;;;;;;
4385;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2002 1st quarter;;;;;;;
4386;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2002 2nd quarter;;;;;;;
4387;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2002 3rd quarter;;;;;;;
4388;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2002 4th quarter;;;;;;;
4389;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2002;;;;;;;
4390;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2003 1st quarter;;;;;;;
4391;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2003 2nd quarter;;;;;;;
4392;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2003 3rd quarter;;;;;;;
4393;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2003 4th quarter;;;;;;;
4394;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2003;;;;;;;
4395;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2004 1st quarter;;;;;;;
4396;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2004 2nd quarter;;;;;;;
4397;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2004 3rd quarter;;;;;;;
4398;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2004 4th quarter;;;;;;;
4399;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2004;;;;;;;
4400;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2005 1st quarter;;;;;;;
4401;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2005 2nd quarter;;;;;;;
4402;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2005 3rd quarter;;;;;;;
4403;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2005 4th quarter;;;;;;;
4404;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2005;;;;;;;
4405;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2006 1st quarter;;;;;;;
4406;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2006 2nd quarter;;;;;;;
4407;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2006 3rd quarter;;;;;;;
4408;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2006 4th quarter;;;;;;;
4409;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2006;;;;;;;
4410;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2007 1st quarter;;;;;;;
4411;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2007 2nd quarter;;;;;;;
4412;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2007 3rd quarter;;;;;;;
4413;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2007 4th quarter;;;;;;;
4414;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2007;;;;;;;
4415;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2008 1st quarter;;;;;;;
4416;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2008 2nd quarter;;;;;;;
4417;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2008 3rd quarter;;;;;;;
4418;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2008 4th quarter;;;;;;;
4419;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2008;;;;;;;
4420;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2009 1st quarter;;;;;;;
4421;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2009 2nd quarter;;;;;;;
4422;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2009 3rd quarter;;;;;;;
4423;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2009 4th quarter;;;;;;;
4424;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2009;;;;;;;
4425;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2010 1st quarter;;;;;;;
4426;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2010 2nd quarter;;;;;;;
4427;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2010 3rd quarter;;;;;;;
4428;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2010 4th quarter;;;;;;;
4429;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2010;;;;;;;
4430;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2011 1st quarter;;;;;;;
4431;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2011 2nd quarter;;;;;;;
4432;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2011 3rd quarter;;;;;;;
4433;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2011 4th quarter;;;;;;;
4434;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2011;;;;;;;
4435;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2012 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4436;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2012 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4437;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2012 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4438;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2012 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4439;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4440;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2013 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4441;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2013 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4442;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2013 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4443;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2013 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4444;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2013;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4445;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2014 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4446;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2014 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4447;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2014 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4448;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4449;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4450;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2015 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4451;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4452;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4453;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4454;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4455;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4456;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4457;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4458;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4459;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4460;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4461;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4462;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4463;Total domestic sectors;Insurance corporations and pension funds;Other volume changes;2017 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0;0.0
