ID;SectorBranchesSIC2008;Periods;LabourPriceIndex_1;YearOnYearChangePriceOfLabour_2;WageCostsPerHourWorked_3;YearOnYearChangeWageCostsPerHour_4;StructuralEffect_5
663;G-N Commercial services;2020;108.1;1.2;108.9;3.7;2.4
664;G-N Commercial services;2021;110.0;1.8;110.5;1.5;-0.3
665;G-N Commercial services;2022;117.5;6.8;117.2;6.0;-0.7
666;G-N Commercial services;2023;125.6;6.9;126.0;7.5;0.6
667;G-N Commercial services;2006 January - 2006 December;88.8;0.6;85.3;1.4;0.8
668;G-N Commercial services;2006 April - 2007 March;89.8;;86.2;;
669;G-N Commercial services;2006 July - 2007 June;90.4;;86.9;;
670;G-N Commercial services;2006 October - 2007 September;91.0;;87.4;;
671;G-N Commercial services;2007 January - 2007 December;91.8;3.3;88.2;3.4;0.1
672;G-N Commercial services;2007 April - 2008 March;92.9;3.5;89.4;3.7;0.2
673;G-N Commercial services;2007 July - 2008 June;93.9;3.8;90.3;3.9;0.1
674;G-N Commercial services;2007 October - 2008 September;94.3;3.7;90.8;3.9;0.1
675;G-N Commercial services;2008 January - 2008 December;94.7;3.2;91.2;3.4;0.2
676;G-N Commercial services;2008 April - 2009 March;94.7;2.0;91.6;2.5;0.5
677;G-N Commercial services;2008 July - 2009 June;95.4;1.6;92.6;2.6;0.9
678;G-N Commercial services;2008 October - 2009 September;95.3;1.0;93.0;2.4;1.4
679;G-N Commercial services;2009 January - 2009 December;94.9;0.3;93.1;2.1;1.9
680;G-N Commercial services;2009 April - 2010 March;95.4;0.7;94.1;2.7;1.9
681;G-N Commercial services;2009 July - 2010 June;95.5;0.2;94.4;1.9;1.7
682;G-N Commercial services;2009 October - 2010 September;95.1;-0.2;93.9;1.0;1.2
683;G-N Commercial services;2010 January - 2010 December;95.2;0.3;94.0;1.0;0.7
684;G-N Commercial services;2010 April - 2011 March;95.4;-0.1;94.2;0.2;0.3
685;G-N Commercial services;2010 July - 2011 June;95.5;-0.1;94.4;0.0;0.1
686;G-N Commercial services;2010 October - 2011 September;95.8;0.7;94.8;0.9;0.2
687;G-N Commercial services;2011 January - 2011 December;96.8;1.7;95.9;1.9;0.2
688;G-N Commercial services;2011 April - 2012 March;96.8;1.5;96.0;1.8;0.4
689;G-N Commercial services;2011 July - 2012 June;96.9;1.5;96.4;2.1;0.6
690;G-N Commercial services;2011 October - 2012 September;97.7;2.1;97.4;2.7;0.7
691;G-N Commercial services;2012 January - 2012 December;98.5;1.8;98.4;2.6;0.8
692;G-N Commercial services;2012 April - 2013 March;99.8;3.1;99.8;4.0;0.8
693;G-N Commercial services;2012 July - 2013 June;99.8;2.9;100.0;3.8;0.8
694;G-N Commercial services;2012 October - 2013 September;99.9;2.2;100.3;3.0;0.8
695;G-N Commercial services;2013 January - 2013 December;99.8;1.3;100.3;1.9;0.6
696;G-N Commercial services;2013 April - 2014 March;99.6;-0.1;100.2;0.4;0.6
697;G-N Commercial services;2013 July - 2014 June;99.7;-0.1;100.3;0.3;0.4
698;G-N Commercial services;2013 October - 2014 September;99.6;-0.3;100.2;-0.1;0.2
699;G-N Commercial services;2014 January - 2014 December;100.2;0.4;100.8;0.5;0.1
700;G-N Commercial services;2014 April - 2015 March ;100.4;0.7;100.8;0.5;-0.2
701;G-N Commercial services;2014 July - 2015 June;100.6;0.9;100.9;0.6;-0.3
702;G-N Commercial services;2014 October - 2015 September;100.8;1.2;101.0;0.7;-0.5
703;G-N Commercial services;2015 January - 2015 December;100.0;-0.2;100.0;-0.8;-0.6
704;G-N Commercial services;2015 April - 2016 March;100.2;-0.1;100.1;-0.7;-0.5
705;G-N Commercial services;2015 July - 2016 June;99.6;-1.1;99.3;-1.6;-0.5
706;G-N Commercial services;2015 October - 2016 September;99.9;-0.9;99.5;-1.4;-0.5
707;G-N Commercial services;2016 January - 2016 December;100.4;0.4;99.8;-0.2;-0.6
708;G-N Commercial services;2016 April - 2017 March;99.8;-0.4;99.1;-1.0;-0.6
709;G-N Commercial services;2016 July - 2017 June;100.4;0.9;99.6;0.3;-0.6
710;G-N Commercial services;2016 October - 2017 September;100.9;1.0;99.7;0.2;-0.7
711;G-N Commercial services;2017 January - 2017 December;101.7;1.3;100.3;0.5;-0.8
712;G-N Commercial services;2017 April - 2018 March;102.6;2.8;101.0;1.9;-0.9
713;G-N Commercial services;2017 July - 2018 June;103.5;3.0;101.7;2.1;-0.9
714;G-N Commercial services;2017 October - 2018 September;104.1;3.2;102.2;2.5;-0.7
715;G-N Commercial services;2018 January - 2018 December;104.1;2.3;102.2;1.9;-0.4
716;G-N Commercial services;2018 April - 2019 March;105.0;2.4;103.1;2.1;-0.3
717;G-N Commercial services;2018 July - 2019 June;105.6;2.1;103.7;2.0;-0.1
718;G-N Commercial services;2018 October - 2019 September;105.8;1.7;104.0;1.8;0.1
719;G-N Commercial services;2019 January - 2019 December;106.8;2.5;105.1;2.8;0.2
720;G-N Commercial services;2019 April - 2020 March;108.5;3.3;107.1;3.9;0.6
721;G-N Commercial services;2019 July - 2020 June;107.4;1.7;106.8;3.0;1.3
722;G-N Commercial services;2019 October - 2020 September;108.9;2.9;108.9;4.7;1.7
723;G-N Commercial services;2020 January - 2020 December;108.1;1.2;108.9;3.7;2.4
724;G-N Commercial services;2020 April - 2021 March;106.4;-1.9;107.9;0.8;2.7
725;G-N Commercial services;2020 July - 2021 June;108.1;0.7;109.3;2.3;1.6
726;G-N Commercial services;2020 October - 2021 September;109.2;0.2;110.1;1.1;0.8
727;G-N Commercial services;2021 January - 2021 December;110.0;1.8;110.5;1.5;-0.3
728;G-N Commercial services;2021 April - 2022 March;111.2;4.5;111.2;3.0;-1.4
729;G-N Commercial services;2021 July - 2022 June;113.5;5.0;113.2;3.6;-1.3
730;G-N Commercial services;2021 October - 2022 September;115.0;5.3;114.7;4.2;-1.1
731;G-N Commercial services;2022 January - 2022 December;117.5;6.8;117.2;6.0;-0.7
732;G-N Commercial services;2022 April - 2023 March;119.3;7.2;119.1;7.1;-0.1
733;G-N Commercial services;2022 July - 2023 June;121.2;6.7;121.3;7.1;0.4
734;G-N Commercial services;2022 October - 2023 September;123.2;7.2;123.4;7.6;0.4
735;G-N Commercial services;2023 January - 2023 December;125.6;6.9;126.0;7.5;0.6
736;G-I Trade, transport, hotels, catering;2001;80.2;;73.0;;
737;G-I Trade, transport, hotels, catering;2002;83.4;4.0;76.3;4.5;0.5
738;G-I Trade, transport, hotels, catering;2003;86.3;3.5;79.9;4.7;1.1
739;G-I Trade, transport, hotels, catering;2004;85.2;-1.3;79.5;-0.5;0.7
740;G-I Trade, transport, hotels, catering;2005;86.4;1.4;81.6;2.7;1.3
741;G-I Trade, transport, hotels, catering;2006;87.4;1.2;83.1;1.8;0.6
742;G-I Trade, transport, hotels, catering;2007;89.6;2.5;85.4;2.8;0.3
743;G-I Trade, transport, hotels, catering;2008;92.5;3.1;88.4;3.5;0.3
744;G-I Trade, transport, hotels, catering;2009;93.4;1.0;90.3;2.1;1.2
745;G-I Trade, transport, hotels, catering;2010;93.7;0.4;91.7;1.6;1.1
746;G-I Trade, transport, hotels, catering;2011;95.4;1.8;93.6;2.1;0.3
747;G-I Trade, transport, hotels, catering;2012;97.7;2.4;96.6;3.2;0.8
748;G-I Trade, transport, hotels, catering;2013;98.5;0.8;98.2;1.6;0.9
749;G-I Trade, transport, hotels, catering;2014;98.9;0.4;99.0;0.8;0.3
750;G-I Trade, transport, hotels, catering;2015;100.0;1.1;100.0;1.0;-0.1
751;G-I Trade, transport, hotels, catering;2016;100.3;0.3;100.1;0.1;-0.2
752;G-I Trade, transport, hotels, catering;2017;101.4;1.1;100.9;0.8;-0.3
753;G-I Trade, transport, hotels, catering;2018;103.9;2.4;103.2;2.3;-0.2
754;G-I Trade, transport, hotels, catering;2019;106.3;2.3;105.8;2.5;0.2
755;G-I Trade, transport, hotels, catering;2020;108.5;2.1;109.6;3.6;1.4
756;G-I Trade, transport, hotels, catering;2021;108.0;-0.5;109.2;-0.4;0.1
757;G-I Trade, transport, hotels, catering;2022;116.4;7.7;116.2;6.4;-1.2
758;G-I Trade, transport, hotels, catering;2023;125.7;8.0;125.4;7.9;-0.2
759;G-I Trade, transport, hotels, catering;2006 January - 2006 December;87.4;1.2;83.1;1.8;0.6
760;G-I Trade, transport, hotels, catering;2006 April - 2007 March;88.3;;83.9;;
761;G-I Trade, transport, hotels, catering;2006 July - 2007 June;88.8;;84.6;;
762;G-I Trade, transport, hotels, catering;2006 October - 2007 September;89.3;;85.0;;
763;G-I Trade, transport, hotels, catering;2007 January - 2007 December;89.6;2.5;85.4;2.8;0.3
764;G-I Trade, transport, hotels, catering;2007 April - 2008 March;90.7;2.7;86.5;3.0;0.3
765;G-I Trade, transport, hotels, catering;2007 July - 2008 June;91.4;2.9;87.2;3.2;0.3
766;G-I Trade, transport, hotels, catering;2007 October - 2008 September;91.9;2.9;87.8;3.2;0.3
767;G-I Trade, transport, hotels, catering;2008 January - 2008 December;92.5;3.1;88.4;3.5;0.3
768;G-I Trade, transport, hotels, catering;2008 April - 2009 March;93.0;2.5;89.1;3.0;0.5
769;G-I Trade, transport, hotels, catering;2008 July - 2009 June;93.8;2.6;90.1;3.3;0.7
770;G-I Trade, transport, hotels, catering;2008 October - 2009 September;93.7;1.9;90.3;2.9;1.0
771;G-I Trade, transport, hotels, catering;2009 January - 2009 December;93.4;1.0;90.3;2.1;1.2
772;G-I Trade, transport, hotels, catering;2009 April - 2010 March;93.8;0.9;91.1;2.3;1.4
773;G-I Trade, transport, hotels, catering;2009 July - 2010 June;94.1;0.4;91.7;1.8;1.4
774;G-I Trade, transport, hotels, catering;2009 October - 2010 September;93.6;-0.1;91.4;1.2;1.2
775;G-I Trade, transport, hotels, catering;2010 January - 2010 December;93.7;0.4;91.7;1.6;1.1
776;G-I Trade, transport, hotels, catering;2010 April - 2011 March;93.9;0.1;91.9;0.9;0.8
777;G-I Trade, transport, hotels, catering;2010 July - 2011 June;94.0;-0.1;92.1;0.5;0.6
778;G-I Trade, transport, hotels, catering;2010 October - 2011 September;94.3;0.7;92.5;1.2;0.5
779;G-I Trade, transport, hotels, catering;2011 January - 2011 December;95.4;1.8;93.6;2.1;0.3
780;G-I Trade, transport, hotels, catering;2011 April - 2012 March;95.5;1.8;93.9;2.1;0.3
781;G-I Trade, transport, hotels, catering;2011 July - 2012 June;96.0;2.1;94.5;2.6;0.4
782;G-I Trade, transport, hotels, catering;2011 October - 2012 September;96.9;2.7;95.5;3.3;0.6
783;G-I Trade, transport, hotels, catering;2012 January - 2012 December;97.7;2.4;96.6;3.2;0.8
784;G-I Trade, transport, hotels, catering;2012 April - 2013 March;98.8;3.4;97.9;4.3;0.8
785;G-I Trade, transport, hotels, catering;2012 July - 2013 June;98.9;3.0;98.2;3.9;0.9
786;G-I Trade, transport, hotels, catering;2012 October - 2013 September;98.9;2.1;98.4;3.0;0.9
787;G-I Trade, transport, hotels, catering;2013 January - 2013 December;98.5;0.8;98.2;1.6;0.9
788;G-I Trade, transport, hotels, catering;2013 April - 2014 March;98.4;-0.4;98.3;0.4;0.8
789;G-I Trade, transport, hotels, catering;2013 July - 2014 June;98.5;-0.3;98.5;0.3;0.6
790;G-I Trade, transport, hotels, catering;2013 October - 2014 September;98.4;-0.5;98.4;0.0;0.5
791;G-I Trade, transport, hotels, catering;2014 January - 2014 December;98.9;0.4;99.0;0.8;0.3
792;G-I Trade, transport, hotels, catering;2014 April - 2015 March ;99.4;1.0;99.5;1.3;0.2
793;G-I Trade, transport, hotels, catering;2014 July - 2015 June;99.9;1.4;100.0;1.6;0.2
794;G-I Trade, transport, hotels, catering;2014 October - 2015 September;100.5;2.1;100.6;2.2;0.0
795;G-I Trade, transport, hotels, catering;2015 January - 2015 December;100.0;1.1;100.0;1.0;-0.1
796;G-I Trade, transport, hotels, catering;2015 April - 2016 March;100.2;0.7;100.1;0.6;-0.1
797;G-I Trade, transport, hotels, catering;2015 July - 2016 June;99.5;-0.5;99.4;-0.7;-0.2
798;G-I Trade, transport, hotels, catering;2015 October - 2016 September;99.7;-0.8;99.6;-1.0;-0.2
799;G-I Trade, transport, hotels, catering;2016 January - 2016 December;100.3;0.3;100.1;0.1;-0.2
800;G-I Trade, transport, hotels, catering;2016 April - 2017 March;99.6;-0.5;99.4;-0.7;-0.1
801;G-I Trade, transport, hotels, catering;2016 July - 2017 June;100.2;0.7;100.0;0.6;-0.1
802;G-I Trade, transport, hotels, catering;2016 October - 2017 September;100.6;0.9;100.3;0.7;-0.2
803;G-I Trade, transport, hotels, catering;2017 January - 2017 December;101.4;1.1;100.9;0.8;-0.3
804;G-I Trade, transport, hotels, catering;2017 April - 2018 March;102.3;2.7;101.7;2.3;-0.4
805;G-I Trade, transport, hotels, catering;2017 July - 2018 June;103.2;3.0;102.6;2.6;-0.4
806;G-I Trade, transport, hotels, catering;2017 October - 2018 September;103.8;3.2;103.1;2.8;-0.3
807;G-I Trade, transport, hotels, catering;2018 January - 2018 December;103.9;2.4;103.2;2.3;-0.2
808;G-I Trade, transport, hotels, catering;2018 April - 2019 March;104.8;2.4;104.1;2.3;-0.1
809;G-I Trade, transport, hotels, catering;2018 July - 2019 June;105.3;2.0;104.7;2.0;0.0
810;G-I Trade, transport, hotels, catering;2018 October - 2019 September;105.4;1.6;104.9;1.7;0.2
811;G-I Trade, transport, hotels, catering;2019 January - 2019 December;106.3;2.3;105.8;2.5;0.2
812;G-I Trade, transport, hotels, catering;2019 April - 2020 March;108.4;3.5;108.1;3.8;0.3
813;G-I Trade, transport, hotels, catering;2019 July - 2020 June;107.7;2.2;107.8;3.0;0.7
814;G-I Trade, transport, hotels, catering;2019 October - 2020 September;109.4;3.8;109.8;4.6;0.8
815;G-I Trade, transport, hotels, catering;2020 January - 2020 December;108.5;2.1;109.6;3.6;1.4
816;G-I Trade, transport, hotels, catering;2020 April - 2021 March;105.9;-2.3;107.8;-0.2;2.1
817;G-I Trade, transport, hotels, catering;2020 July - 2021 June;107.1;-0.5;108.9;1.0;1.5
818;G-I Trade, transport, hotels, catering;2020 October - 2021 September;107.6;-1.6;109.3;-0.4;1.2
819;G-I Trade, transport, hotels, catering;2021 January - 2021 December;108.0;-0.5;109.2;-0.4;0.1
820;G-I Trade, transport, hotels, catering;2021 April - 2022 March;109.0;2.9;109.4;1.5;-1.4
821;G-I Trade, transport, hotels, catering;2021 July - 2022 June;111.5;4.1;111.5;2.4;-1.6
822;G-I Trade, transport, hotels, catering;2021 October - 2022 September;113.3;5.2;113.3;3.7;-1.5
823;G-I Trade, transport, hotels, catering;2022 January - 2022 December;116.4;7.7;116.2;6.4;-1.2
824;G-I Trade, transport, hotels, catering;2022 April - 2023 March;118.7;8.9;118.4;8.2;-0.6
825;G-I Trade, transport, hotels, catering;2022 July - 2023 June;120.9;8.4;120.8;8.3;-0.1
826;G-I Trade, transport, hotels, catering;2022 October - 2023 September;123.2;8.7;123.0;8.6;-0.1
827;G-I Trade, transport, hotels, catering;2023 January - 2023 December;125.7;8.0;125.4;7.9;-0.2
828;G Wholesale and retail trade;2001;79.8;;70.7;;
829;G Wholesale and retail trade;2002;83.2;4.2;74.0;4.6;0.3
830;G Wholesale and retail trade;2003;86.6;4.2;78.1;5.6;1.3
831;G Wholesale and retail trade;2004;85.3;-1.5;77.5;-0.7;0.8
832;G Wholesale and retail trade;2005;86.7;1.6;80.0;3.1;1.5
833;G Wholesale and retail trade;2006;87.6;1.1;81.6;2.1;1.0
834;G Wholesale and retail trade;2007;89.7;2.4;83.9;2.8;0.3
835;G Wholesale and retail trade;2008;92.8;3.4;87.1;3.9;0.5
836;G Wholesale and retail trade;2009;93.4;0.7;89.1;2.2;1.5
837;G Wholesale and retail trade;2010;93.8;0.4;90.9;2.1;1.7
838;G Wholesale and retail trade;2011;95.6;1.9;93.1;2.4;0.5
839;G Wholesale and retail trade;2012;98.1;2.6;96.4;3.5;0.9
840;G Wholesale and retail trade;2013;98.5;0.5;97.8;1.5;1.0
841;G Wholesale and retail trade;2014;99.1;0.6;98.9;1.1;0.5
842;G Wholesale and retail trade;2015;100.0;0.9;100.0;1.1;0.3
843;G Wholesale and retail trade;2016;99.9;-0.1;100.0;0.0;0.1
844;G Wholesale and retail trade;2017;101.2;1.4;101.4;1.4;0.1
845;G Wholesale and retail trade;2018;103.4;2.1;103.5;2.1;0.0
846;G Wholesale and retail trade;2019;105.6;2.2;106.2;2.6;0.4
847;G Wholesale and retail trade;2020;108.4;2.6;109.4;3.0;0.4
848;G Wholesale and retail trade;2021;110.4;1.9;112.2;2.6;0.7
849;G Wholesale and retail trade;2022;116.8;5.8;118.3;5.4;-0.4
850;G Wholesale and retail trade;2023;124.6;6.7;126.3;6.8;0.2
851;G Wholesale and retail trade;2006 January - 2006 December;87.6;1.1;81.6;2.1;1.0
852;G Wholesale and retail trade;2006 April - 2007 March;88.5;;82.5;;
853;G Wholesale and retail trade;2006 July - 2007 June;89.1;;83.1;;
854;G Wholesale and retail trade;2006 October - 2007 September;89.5;;83.5;;
855;G Wholesale and retail trade;2007 January - 2007 December;89.7;2.4;83.9;2.8;0.3
856;G Wholesale and retail trade;2007 April - 2008 March;90.7;2.4;84.9;2.8;0.4
857;G Wholesale and retail trade;2007 July - 2008 June;91.6;2.9;85.8;3.3;0.4
858;G Wholesale and retail trade;2007 October - 2008 September;92.0;2.9;86.3;3.3;0.5
859;G Wholesale and retail trade;2008 January - 2008 December;92.8;3.4;87.1;3.9;0.5
860;G Wholesale and retail trade;2008 April - 2009 March;93.3;2.9;87.9;3.6;0.6
861;G Wholesale and retail trade;2008 July - 2009 June;94.1;2.7;88.9;3.6;0.9
862;G Wholesale and retail trade;2008 October - 2009 September;94.0;2.1;89.2;3.4;1.2
863;G Wholesale and retail trade;2009 January - 2009 December;93.4;0.7;89.1;2.2;1.5
864;G Wholesale and retail trade;2009 April - 2010 March;93.7;0.4;89.8;2.2;1.7
865;G Wholesale and retail trade;2009 July - 2010 June;94.1;0.0;90.6;1.8;1.8
866;G Wholesale and retail trade;2009 October - 2010 September;93.7;-0.3;90.5;1.5;1.8
867;G Wholesale and retail trade;2010 January - 2010 December;93.8;0.4;90.9;2.1;1.7
868;G Wholesale and retail trade;2010 April - 2011 March;94.0;0.3;91.3;1.6;1.3
869;G Wholesale and retail trade;2010 July - 2011 June;94.2;0.1;91.6;1.1;1.0
870;G Wholesale and retail trade;2010 October - 2011 September;94.5;0.9;91.9;1.6;0.7
871;G Wholesale and retail trade;2011 January - 2011 December;95.6;1.9;93.1;2.4;0.5
872;G Wholesale and retail trade;2011 April - 2012 March;95.7;1.8;93.4;2.3;0.5
873;G Wholesale and retail trade;2011 July - 2012 June;96.1;2.0;94.0;2.6;0.6
874;G Wholesale and retail trade;2011 October - 2012 September;97.2;2.9;95.2;3.6;0.7
875;G Wholesale and retail trade;2012 January - 2012 December;98.1;2.6;96.4;3.5;0.9
876;G Wholesale and retail trade;2012 April - 2013 March;99.1;3.6;97.6;4.5;0.9
877;G Wholesale and retail trade;2012 July - 2013 June;99.1;3.1;97.9;4.2;1.0
878;G Wholesale and retail trade;2012 October - 2013 September;99.0;1.9;98.0;3.0;1.1
879;G Wholesale and retail trade;2013 January - 2013 December;98.5;0.5;97.8;1.5;1.0
880;G Wholesale and retail trade;2013 April - 2014 March;98.5;-0.6;97.9;0.3;0.9
881;G Wholesale and retail trade;2013 July - 2014 June;98.7;-0.4;98.2;0.3;0.8
882;G Wholesale and retail trade;2013 October - 2014 September;98.6;-0.4;98.2;0.2;0.6
883;G Wholesale and retail trade;2014 January - 2014 December;99.1;0.6;98.9;1.1;0.5
884;G Wholesale and retail trade;2014 April - 2015 March ;99.7;1.2;99.5;1.6;0.4
885;G Wholesale and retail trade;2014 July - 2015 June;100.2;1.5;100.1;2.0;0.4
886;G Wholesale and retail trade;2014 October - 2015 September;100.7;2.1;100.7;2.5;0.4
887;G Wholesale and retail trade;2015 January - 2015 December;100.0;0.9;100.0;1.1;0.3
888;G Wholesale and retail trade;2015 April - 2016 March;100.0;0.4;100.1;0.6;0.2
889;G Wholesale and retail trade;2015 July - 2016 June;99.3;-0.9;99.3;-0.9;0.1
890;G Wholesale and retail trade;2015 October - 2016 September;99.4;-1.3;99.4;-1.2;0.1
891;G Wholesale and retail trade;2016 January - 2016 December;99.9;-0.1;100.0;0.0;0.1
892;G Wholesale and retail trade;2016 April - 2017 March;99.2;-0.8;99.4;-0.6;0.2
893;G Wholesale and retail trade;2016 July - 2017 June;100.0;0.7;100.2;1.0;0.2
894;G Wholesale and retail trade;2016 October - 2017 September;100.4;1.1;100.6;1.2;0.1
895;G Wholesale and retail trade;2017 January - 2017 December;101.2;1.4;101.4;1.4;0.1
896;G Wholesale and retail trade;2017 April - 2018 March;102.0;2.8;102.2;2.8;0.0
897;G Wholesale and retail trade;2017 July - 2018 June;102.8;2.8;102.9;2.7;-0.1
898;G Wholesale and retail trade;2017 October - 2018 September;103.3;2.9;103.5;2.8;-0.1
899;G Wholesale and retail trade;2018 January - 2018 December;103.4;2.1;103.5;2.1;0.0
900;G Wholesale and retail trade;2018 April - 2019 March;104.3;2.2;104.5;2.3;0.1
901;G Wholesale and retail trade;2018 July - 2019 June;104.8;2.0;105.1;2.1;0.2
902;G Wholesale and retail trade;2018 October - 2019 September;104.8;1.4;105.3;1.7;0.3
903;G Wholesale and retail trade;2019 January - 2019 December;105.6;2.2;106.2;2.6;0.4
904;G Wholesale and retail trade;2019 April - 2020 March;107.6;3.2;108.3;3.7;0.5
905;G Wholesale and retail trade;2019 July - 2020 June;106.7;1.8;107.4;2.2;0.4
906;G Wholesale and retail trade;2019 October - 2020 September;108.7;3.7;109.5;4.0;0.3
907;G Wholesale and retail trade;2020 January - 2020 December;108.4;2.6;109.4;3.0;0.4
908;G Wholesale and retail trade;2020 April - 2021 March;107.2;-0.4;108.6;0.3;0.6
909;G Wholesale and retail trade;2020 July - 2021 June;109.1;2.2;110.8;3.2;0.9
910;G Wholesale and retail trade;2020 October - 2021 September;109.9;1.1;111.7;2.0;0.9
911;G Wholesale and retail trade;2021 January - 2021 December;110.4;1.9;112.2;2.6;0.7
912;G Wholesale and retail trade;2021 April - 2022 March;111.0;3.5;112.5;3.6;0.1
913;G Wholesale and retail trade;2021 July - 2022 June;113.1;3.7;114.5;3.4;-0.3
914;G Wholesale and retail trade;2021 October - 2022 September;114.3;4.0;115.8;3.7;-0.3
915;G Wholesale and retail trade;2022 January - 2022 December;116.8;5.8;118.3;5.4;-0.4
916;G Wholesale and retail trade;2022 April - 2023 March;118.2;6.5;119.7;6.4;-0.1
917;G Wholesale and retail trade;2022 July - 2023 June;120.2;6.4;121.9;6.4;0.1
918;G Wholesale and retail trade;2022 October - 2023 September;122.3;7.0;124.0;7.1;0.1
919;G Wholesale and retail trade;2023 January - 2023 December;124.6;6.7;126.3;6.8;0.2
920;H Transportation and storage;2001;79.2;;72.8;;
921;H Transportation and storage;2002;82.3;3.9;76.2;4.7;0.8
922;H Transportation and storage;2003;84.4;2.6;78.8;3.3;0.7
923;H Transportation and storage;2004;83.8;-0.7;78.9;0.1;0.8
924;H Transportation and storage;2005;84.4;0.7;80.3;1.8;1.1
925;H Transportation and storage;2006;85.6;1.4;81.7;1.8;0.4
926;H Transportation and storage;2007;88.3;3.2;84.5;3.5;0.3
927;H Transportation and storage;2008;90.9;2.9;87.2;3.1;0.2
928;H Transportation and storage;2009;92.5;1.7;89.3;2.5;0.8
929;H Transportation and storage;2010;93.1;0.6;90.2;0.9;0.3
930;H Transportation and storage;2011;94.8;1.9;92.4;2.4;0.5
931;H Transportation and storage;2012;96.9;2.1;95.2;3.1;0.9
932;H Transportation and storage;2013;98.3;1.5;97.8;2.7;1.1
933;H Transportation and storage;2014;97.9;-0.5;97.9;0.1;0.6
934;H Transportation and storage;2015;100.0;2.2;100.0;2.2;0.0
935;H Transportation and storage;2016;101.1;1.1;100.8;0.8;-0.2
936;H Transportation and storage;2017;102.2;1.1;101.5;0.7;-0.4
937;H Transportation and storage;2018;105.6;3.4;104.7;3.1;-0.2
938;H Transportation and storage;2019;108.2;2.4;107.3;2.5;0.1
939;H Transportation and storage;2020;110.2;1.9;109.1;1.6;-0.3
940;H Transportation and storage;2021;107.7;-2.2;106.6;-2.3;0.0
941;H Transportation and storage;2022;117.0;8.6;116.3;9.1;0.5
942;H Transportation and storage;2023;128.1;9.4;127.3;9.4;0.0
943;H Transportation and storage;2006 January - 2006 December;85.6;1.4;81.7;1.8;0.4
944;H Transportation and storage;2006 April - 2007 March;86.4;;82.6;;
945;H Transportation and storage;2006 July - 2007 June;87.2;;83.4;;
946;H Transportation and storage;2006 October - 2007 September;87.8;;84.0;;
947;H Transportation and storage;2007 January - 2007 December;88.3;3.2;84.5;3.5;0.3
948;H Transportation and storage;2007 April - 2008 March;89.5;3.6;85.7;3.8;0.2
949;H Transportation and storage;2007 July - 2008 June;89.9;3.1;86.1;3.2;0.1
950;H Transportation and storage;2007 October - 2008 September;90.7;3.3;86.9;3.4;0.1
951;H Transportation and storage;2008 January - 2008 December;90.9;2.9;87.2;3.1;0.2
952;H Transportation and storage;2008 April - 2009 March;91.5;2.3;87.9;2.5;0.3
953;H Transportation and storage;2008 July - 2009 June;92.5;2.9;89.0;3.4;0.4
954;H Transportation and storage;2008 October - 2009 September;92.5;2.0;89.2;2.6;0.6
955;H Transportation and storage;2009 January - 2009 December;92.5;1.7;89.3;2.5;0.8
956;H Transportation and storage;2009 April - 2010 March;92.9;1.5;90.0;2.4;0.9
957;H Transportation and storage;2009 July - 2010 June;93.1;0.6;90.2;1.4;0.8
958;H Transportation and storage;2009 October - 2010 September;92.9;0.5;90.0;1.0;0.5
959;H Transportation and storage;2010 January - 2010 December;93.1;0.6;90.2;0.9;0.3
960;H Transportation and storage;2010 April - 2011 March;93.1;0.2;90.3;0.4;0.2
961;H Transportation and storage;2010 July - 2011 June;93.1;0.0;90.5;0.3;0.2
962;H Transportation and storage;2010 October - 2011 September;93.7;0.8;91.1;1.2;0.4
963;H Transportation and storage;2011 January - 2011 December;94.8;1.9;92.4;2.4;0.5
964;H Transportation and storage;2011 April - 2012 March;95.1;2.1;92.7;2.7;0.6
965;H Transportation and storage;2011 July - 2012 June;95.6;2.6;93.4;3.3;0.7
966;H Transportation and storage;2011 October - 2012 September;96.0;2.5;94.1;3.3;0.8
967;H Transportation and storage;2012 January - 2012 December;96.9;2.1;95.2;3.1;0.9
968;H Transportation and storage;2012 April - 2013 March;98.0;3.1;96.6;4.2;1.0
969;H Transportation and storage;2012 July - 2013 June;98.2;2.8;97.2;4.0;1.2
970;H Transportation and storage;2012 October - 2013 September;98.5;2.5;97.6;3.7;1.2
971;H Transportation and storage;2013 January - 2013 December;98.3;1.5;97.8;2.7;1.1
972;H Transportation and storage;2013 April - 2014 March;98.0;0.0;97.6;1.0;1.0
973;H Transportation and storage;2013 July - 2014 June;97.8;-0.4;97.6;0.5;0.9
974;H Transportation and storage;2013 October - 2014 September;97.5;-0.9;97.4;-0.2;0.7
975;H Transportation and storage;2014 January - 2014 December;97.9;-0.5;97.9;0.1;0.6
976;H Transportation and storage;2014 April - 2015 March ;98.4;0.4;98.4;0.8;0.4
977;H Transportation and storage;2014 July - 2015 June;99.2;1.4;99.2;1.6;0.2
978;H Transportation and storage;2014 October - 2015 September;100.0;2.6;100.0;2.7;0.1
979;H Transportation and storage;2015 January - 2015 December;100.0;2.2;100.0;2.2;0.0
980;H Transportation and storage;2015 April - 2016 March;100.4;2.0;100.3;1.9;-0.1
981;H Transportation and storage;2015 July - 2016 June;99.9;0.7;99.8;0.6;-0.1
982;H Transportation and storage;2015 October - 2016 September;100.3;0.3;100.2;0.2;-0.1
