ID;Geslacht;Onderwijssoort;BedrijstakkenSBI2008;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;AlleSchoolverlatersUurloon_1;ZonderStartkwalificatieUurloon_2;MetStartkwalificatieUurloon_3
5867;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2009/'10;19.52;19.45;19.57
5868;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2010/'11;20.4;18.8;20.49
5869;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2011/'12;20.2;;20.25
5870;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2012/'13;;;
5871;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2013/'14;;;
5872;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2014/'15;;;
5873;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2015/'16;;;
5874;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2016/'17;;;
5875;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2017/'18;;;
5876;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2018/'19;;;
5877;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2019/'20;;;
5878;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2020/'21;;;
5879;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Met startkwalificatie;10 jaar na verlaten onderwijs;2021/'22;;;
5880;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2007/'08;8.81;8.81;
5881;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2008/'09;8.07;8.07;
5882;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2009/'10;8.27;8.27;
5883;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2010/'11;8.94;8.94;
5884;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2011/'12;8.18;8.18;
5885;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2012/'13;7.66;7.66;
5886;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2013/'14;7.9;7.9;
5887;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2014/'15;8.47;8.47;
5888;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2015/'16;8.93;8.93;
5889;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2016/'17;7.95;7.95;
5890;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2017/'18;7.96;7.96;
5891;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2018/'19;9.76;9.76;
5892;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2019/'20;10.96;10.96;
5893;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2020/'21;11.28;11.28;
5894;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;Direct na verlaten onderwijs;2021/'22;11.19;11.19;
5895;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;10.09;10.09;
5896;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2008/'09;9.15;9.15;
5897;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;9.78;9.78;
5898;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;8.93;8.93;
5899;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;8.81;8.81;
5900;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;7.4;7.4;
5901;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;8.85;8.85;
5902;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;9.75;9.75;
5903;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;9.36;9.36;
5904;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;11.3;11.3;
5905;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;10.77;10.77;
5906;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;11.13;11.13;
5907;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;11.6;11.6;
5908;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;12.26;12.26;
5909;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;1 jaar na verlaten onderwijs;2021/'22;;;
5910;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;11.47;11.47;
5911;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2008/'09;10.2;10.2;
5912;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;9.33;9.33;
5913;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;10.83;10.83;
5914;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;9.6;9.6;
5915;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;9.56;9.56;
5916;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2013/'14;10.2;10.2;
5917;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2014/'15;10.9;10.9;
5918;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2015/'16;10.9;10.9;
5919;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2016/'17;12.43;12.43;
5920;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2017/'18;11.33;11.33;
5921;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2018/'19;13.36;13.36;
5922;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2019/'20;13.05;13.05;
5923;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2020/'21;;;
5924;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;2 jaar na verlaten onderwijs;2021/'22;;;
5925;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2007/'08;11.67;11.67;
5926;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2008/'09;10.72;10.72;
5927;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2009/'10;10.61;10.61;
5928;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2010/'11;10.78;10.78;
5929;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2011/'12;10.72;10.72;
5930;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2012/'13;11.31;11.31;
5931;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2013/'14;11.71;11.71;
5932;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2014/'15;12.45;12.45;
5933;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2015/'16;12.94;12.94;
5934;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2016/'17;12.9;12.9;
5935;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2017/'18;13.35;13.35;
5936;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2018/'19;15.81;15.81;
5937;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2019/'20;;;
5938;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2020/'21;;;
5939;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;3 jaar na verlaten onderwijs;2021/'22;;;
5940;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2007/'08;12.54;12.54;
5941;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2008/'09;11.55;11.55;
5942;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2009/'10;11.5;11.5;
5943;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2010/'11;11.59;11.59;
5944;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2011/'12;12.58;12.58;
5945;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2012/'13;11.92;11.92;
5946;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2013/'14;12.68;12.68;
5947;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2014/'15;13.39;13.39;
5948;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2015/'16;14.08;14.08;
5949;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2016/'17;14.17;14.17;
5950;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2017/'18;15.94;15.94;
5951;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2018/'19;;;
5952;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2019/'20;;;
5953;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2020/'21;;;
5954;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;4 jaar na verlaten onderwijs;2021/'22;;;
5955;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2007/'08;13.06;13.06;
5956;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2008/'09;12.82;12.82;
5957;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2009/'10;11.94;11.94;
5958;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2010/'11;12.46;12.46;
5959;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2011/'12;13.77;13.77;
5960;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2012/'13;14.35;14.35;
5961;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2013/'14;14.02;14.02;
5962;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2014/'15;14.76;14.76;
5963;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2015/'16;14.18;14.18;
5964;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2016/'17;15.84;15.84;
5965;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2017/'18;;;
5966;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2018/'19;;;
5967;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2019/'20;;;
5968;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2020/'21;;;
5969;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;5 jaar na verlaten onderwijs;2021/'22;;;
5970;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2007/'08;17.42;17.42;
5971;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2008/'09;18.45;18.45;
5972;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2009/'10;17.45;17.45;
5973;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2010/'11;17.13;17.13;
5974;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2011/'12;19.38;19.38;
5975;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2012/'13;;;
5976;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2013/'14;;;
5977;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2014/'15;;;
5978;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2015/'16;;;
5979;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2016/'17;;;
5980;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2017/'18;;;
5981;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2018/'19;;;
5982;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2019/'20;;;
5983;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2020/'21;;;
5984;Totaal schoolverlaters;Totaal schoolverlaters;K Financiële dienstverlening;Zonder startkwalificatie;10 jaar na verlaten onderwijs;2021/'22;;;
5985;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2007/'08;9.03;7.65;9.57
5986;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2008/'09;8.93;6.5;9.13
5987;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2009/'10;8.51;7.1;8.83
5988;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2010/'11;8.81;7.69;9.07
5989;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2011/'12;8.28;7.34;8.48
5990;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2012/'13;8.5;6.85;8.71
5991;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2013/'14;8.14;6.84;8.25
5992;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2014/'15;8.95;7.09;9.17
5993;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2015/'16;9.23;7.73;9.42
5994;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2016/'17;9.82;8.78;9.98
5995;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2017/'18;9.8;8.16;10.07
5996;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2018/'19;11.21;9.61;11.26
5997;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2019/'20;11.14;9.93;11.24
5998;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2020/'21;11.82;10.2;12.03
5999;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;Direct na verlaten onderwijs;2021/'22;12.86;12.77;12.91
6000;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2007/'08;10.22;8.48;11.0
6001;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2008/'09;10.26;9.06;10.58
6002;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2009/'10;10.07;9.03;10.36
6003;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2010/'11;10.23;8.6;10.51
6004;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2011/'12;9.57;8.6;9.74
6005;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2012/'13;9.15;7.88;9.62
6006;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2013/'14;9.88;8.03;10.03
6007;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2014/'15;10.8;8.52;10.84
6008;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2015/'16;10.78;9.88;11.05
6009;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2016/'17;11.43;10.24;11.53
6010;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2017/'18;11.82;9.45;12.06
6011;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2018/'19;12.41;11.77;12.43
6012;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2019/'20;12.94;12.36;13.01
6013;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2020/'21;13.63;11.94;13.82
6014;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2021/'22;;;
6015;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2007/'08;11.21;9.69;11.47
6016;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2008/'09;11.5;9.54;11.89
6017;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2009/'10;10.58;8.66;11.01
6018;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2010/'11;10.57;9.47;10.96
6019;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2011/'12;10.39;9.52;10.45
6020;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2012/'13;10.88;10.18;11.02
6021;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2013/'14;11.38;10.23;11.65
6022;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2014/'15;11.55;10.74;11.66
6023;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2015/'16;12.07;11.01;12.14
6024;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2016/'17;13.03;12.19;13.16
6025;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2017/'18;13.42;12.78;13.52
6026;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2018/'19;13.61;12.53;14.11
6027;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2019/'20;14.38;12.98;14.68
6028;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2020/'21;;;
6029;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2021/'22;;;
6030;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2007/'08;11.75;10.22;12.29
6031;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2008/'09;12.04;10.89;12.35
6032;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2009/'10;11.6;10.34;11.88
6033;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2010/'11;11.28;10.52;11.64
6034;Totaal schoolverlaters;Totaal schoolverlaters;L Verhuur en handel van onroerend goed;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2011/'12;11.59;10.35;11.76
