ID;Kenmerken;Marges;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidFinancieleSituatie_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreZorgenOverFinancieleToekomst_13;GeenZorgen_14;WeinigZorgen_15;VeelZorgen_16
275;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2013;6.7;3.8;16.2;64.2;6.5;5.3;19.4;58.6;5.2;23.5;24.4;32.6;5.9;18.1;22.1;40.8
276;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2014;7.0;2.7;13.6;71.1;6.8;4.3;15.8;66.3;5.4;20.9;24.0;38.1;5.7;24.9;17.9;40.5
277;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2015;7.0;4.6;12.1;70.7;6.8;6.0;14.7;65.8;5.8;13.3;29.2;41.4;5.7;22.9;20.0;40.7
278;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2016;7.1;2.7;13.5;71.3;7.0;3.0;16.6;67.3;6.2;10.0;24.0;50.1;5.4;26.0;21.6;35.5
279;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2017;6.8;5.1;14.0;67.6;6.6;5.9;19.1;60.7;5.7;17.2;23.3;42.8;5.8;23.1;18.1;42.5
280;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2018;7.2;2.5;8.9;76.1;7.0;1.9;16.4;67.8;6.0;11.5;25.8;45.0;5.4;27.6;21.3;32.6
281;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2019;7.0;2.6;10.3;74.7;7.0;2.4;10.2;74.9;6.0;12.0;25.5;45.3;5.4;25.7;19.7;36.9
282;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2020;7.2;2.0;9.1;76.6;7.1;1.7;12.0;73.6;6.3;9.7;19.8;54.2;5.0;30.2;20.4;31.4
283;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2021;7.0;4.0;8.5;73.3;6.7;4.7;13.4;66.2;6.6;8.1;17.6;57.0;4.8;33.1;19.6;27.5
284;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2022;7.2;2.9;11.5;74.5;7.0;3.2;14.8;70.3;6.2;13.8;20.9;50.4;5.3;28.3;20.9;35.0
285;Positie: ouder in eenouderhuishouden;Ondergrens 95%-interval;2023;7.2;1.7;12.8;73.9;6.9;4.0;13.1;70.2;6.2;9.8;25.8;48.6;5.5;26.5;20.7;36.0
286;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2013;7.3;12.0;28.6;77.7;7.1;14.3;32.2;72.5;5.9;37.3;37.9;46.6;6.7;30.3;35.3;55.4
287;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2014;7.4;8.4;23.8;82.0;7.2;11.2;26.3;77.9;6.0;32.4;35.6;50.6;6.4;36.5;28.6;53.2
288;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2015;7.4;11.4;21.5;81.4;7.2;13.5;24.6;77.1;6.3;23.0;41.1;53.7;6.4;34.0;30.8;53.1
289;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2016;7.4;8.4;23.5;82.2;7.3;8.7;27.4;78.7;6.7;19.2;35.7;62.7;6.1;37.7;32.8;48.1
290;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2017;7.3;12.3;23.9;78.8;7.1;13.4;30.0;72.6;6.2;28.0;34.9;55.4;6.5;34.2;28.5;55.1
291;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2018;7.6;9.1;18.6;87.0;7.4;7.9;28.1;80.1;6.5;21.9;38.9;58.8;6.1;40.5;33.7;46.2
292;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2019;7.5;9.6;19.5;85.5;7.4;9.0;19.9;85.8;6.5;22.6;38.0;58.6;6.1;38.2;31.1;50.2
293;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2020;7.6;7.2;19.4;87.6;7.5;7.2;22.5;84.9;6.9;19.4;31.5;67.4;5.7;43.0;32.3;44.5
294;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2021;7.5;12.5;18.6;85.6;7.3;13.9;24.8;79.5;7.2;18.0;30.3;71.2;5.6;47.7;32.7;41.7
295;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2022;7.5;8.1;20.2;84.1;7.4;8.7;24.1;80.4;6.7;23.0;31.2;62.1;5.9;39.3;31.3;46.5
296;Positie: ouder in eenouderhuishouden;Bovengrens 95%-interval;2023;7.5;6.6;22.5;84.3;7.3;10.7;22.7;81.1;6.8;18.8;37.5;61.1;6.2;38.0;31.9;48.5
297;Positie: partner in paar met kind;Waarde;2013;7.9;1.4;6.9;91.7;7.7;2.2;9.5;88.3;7.0;8.1;21.0;70.9;5.3;37.8;28.9;33.3
298;Positie: partner in paar met kind;Waarde;2014;7.9;1.7;6.4;91.8;7.7;2.4;8.8;88.8;7.1;8.1;19.3;72.6;5.1;41.6;28.0;30.4
299;Positie: partner in paar met kind;Waarde;2015;7.9;1.8;7.0;91.2;7.7;2.6;9.8;87.5;7.1;7.6;20.0;72.5;5.0;43.4;26.9;29.6
300;Positie: partner in paar met kind;Waarde;2016;8.0;1.2;5.7;93.1;7.8;1.9;8.6;89.5;7.3;5.5;17.1;77.4;4.7;47.9;26.8;25.3
301;Positie: partner in paar met kind;Waarde;2017;8.0;1.2;5.8;93.0;7.9;1.5;7.0;91.5;7.5;4.2;15.3;80.5;4.6;49.2;27.0;23.8
302;Positie: partner in paar met kind;Waarde;2018;7.8;2.0;6.1;91.9;7.7;1.7;8.7;89.6;7.5;5.2;15.8;79.0;4.5;53.6;23.3;23.1
303;Positie: partner in paar met kind;Waarde;2019;7.9;1.8;6.3;91.9;7.8;1.5;7.5;91.0;7.4;5.6;14.7;79.8;4.5;51.0;24.9;24.2
304;Positie: partner in paar met kind;Waarde;2020;7.9;1.8;7.2;91.0;7.8;1.8;8.5;89.6;7.6;4.5;12.6;82.9;4.3;55.4;23.5;21.1
305;Positie: partner in paar met kind;Waarde;2021;7.8;2.0;6.6;91.4;7.8;2.0;8.4;89.6;7.8;2.9;10.8;86.2;4.0;61.8;19.3;18.9
306;Positie: partner in paar met kind;Waarde;2022;7.8;1.6;8.1;90.3;7.7;1.5;10.3;88.1;7.5;4.4;15.1;80.4;4.5;54.3;20.0;25.7
307;Positie: partner in paar met kind;Waarde;2023;7.8;0.8;7.8;91.4;7.8;1.2;9.0;89.7;7.5;4.2;15.2;80.6;4.5;54.3;20.8;24.9
308;Positie: partner in paar met kind;Ondergrens 95%-interval;2013;7.8;0.9;5.8;90.3;7.6;1.6;8.2;86.8;7.0;6.9;19.2;68.9;5.1;35.7;27.0;31.2
309;Positie: partner in paar met kind;Ondergrens 95%-interval;2014;7.8;1.2;5.4;90.6;7.7;1.8;7.6;87.4;7.0;7.0;17.6;70.6;5.0;39.5;26.2;28.5
310;Positie: partner in paar met kind;Ondergrens 95%-interval;2015;7.8;1.3;5.9;89.8;7.7;2.0;8.6;86.0;7.1;6.4;18.3;70.5;4.9;41.3;25.1;27.7
311;Positie: partner in paar met kind;Ondergrens 95%-interval;2016;7.9;0.8;4.8;91.9;7.7;1.4;7.4;88.1;7.3;4.6;15.5;75.5;4.6;45.8;24.9;23.5
312;Positie: partner in paar met kind;Ondergrens 95%-interval;2017;7.9;0.7;4.8;91.8;7.8;1.0;5.9;90.1;7.4;3.4;13.7;78.7;4.5;47.0;25.1;22.0
313;Positie: partner in paar met kind;Ondergrens 95%-interval;2018;7.8;1.4;5.1;90.6;7.7;1.2;7.5;88.1;7.4;4.3;14.2;77.1;4.4;51.4;21.5;21.3
314;Positie: partner in paar met kind;Ondergrens 95%-interval;2019;7.8;1.3;5.2;90.5;7.8;1.0;6.4;89.5;7.4;4.5;13.1;77.8;4.4;48.7;22.9;22.3
315;Positie: partner in paar met kind;Ondergrens 95%-interval;2020;7.8;1.3;6.1;89.6;7.7;1.3;7.3;88.1;7.6;3.6;11.1;81.1;4.2;53.2;21.6;19.3
316;Positie: partner in paar met kind;Ondergrens 95%-interval;2021;7.8;1.4;5.4;89.8;7.7;1.4;7.1;87.9;7.7;2.1;9.4;84.3;3.9;59.4;17.4;17.0
317;Positie: partner in paar met kind;Ondergrens 95%-interval;2022;7.7;1.1;7.0;88.9;7.6;1.1;9.1;86.6;7.4;3.6;13.6;78.6;4.4;52.1;18.3;23.8
318;Positie: partner in paar met kind;Ondergrens 95%-interval;2023;7.8;0.5;6.7;90.0;7.7;0.8;7.8;88.3;7.5;3.4;13.6;78.8;4.4;52.1;19.0;23.0
319;Positie: partner in paar met kind;Bovengrens 95%-interval;2013;7.9;2.0;8.2;92.9;7.8;3.0;11.0;89.7;7.1;9.5;22.8;72.9;5.4;39.9;30.9;35.4
320;Positie: partner in paar met kind;Bovengrens 95%-interval;2014;7.9;2.4;7.6;93.0;7.8;3.2;10.1;90.1;7.2;9.4;21.0;74.5;5.2;43.7;29.9;32.4
321;Positie: partner in paar met kind;Bovengrens 95%-interval;2015;7.9;2.5;8.3;92.4;7.8;3.5;11.2;88.9;7.2;8.8;21.8;74.4;5.1;45.6;28.9;31.7
322;Positie: partner in paar met kind;Bovengrens 95%-interval;2016;8.0;1.8;6.8;94.2;7.8;2.6;9.9;90.8;7.4;6.7;18.8;79.2;4.8;50.1;28.7;27.3
323;Positie: partner in paar met kind;Bovengrens 95%-interval;2017;8.0;1.8;7.0;94.1;7.9;2.2;8.2;92.7;7.6;5.3;16.9;82.2;4.7;51.3;29.0;25.8
324;Positie: partner in paar met kind;Bovengrens 95%-interval;2018;7.9;2.8;7.3;93.1;7.8;2.4;10.1;90.9;7.5;6.4;17.5;80.7;4.6;55.8;25.2;25.1
325;Positie: partner in paar met kind;Bovengrens 95%-interval;2019;7.9;2.6;7.5;93.1;7.9;2.2;8.9;92.3;7.5;6.8;16.4;81.6;4.6;53.2;26.9;26.2
326;Positie: partner in paar met kind;Bovengrens 95%-interval;2020;7.9;2.5;8.5;92.3;7.9;2.6;10.0;91.0;7.7;5.6;14.2;84.6;4.4;57.6;25.4;23.1
327;Positie: partner in paar met kind;Bovengrens 95%-interval;2021;7.9;3.0;8.0;92.7;7.9;3.1;9.8;91.0;7.9;4.0;12.5;87.9;4.1;64.1;21.3;21.0
328;Positie: partner in paar met kind;Bovengrens 95%-interval;2022;7.8;2.3;9.4;91.5;7.8;2.2;11.8;89.5;7.6;5.5;16.8;82.1;4.6;56.5;21.8;27.6
329;Positie: partner in paar met kind;Bovengrens 95%-interval;2023;7.9;1.3;9.1;92.6;7.8;1.8;10.5;91.1;7.6;5.2;16.9;82.4;4.6;56.5;22.7;26.9
330;Positie: partner in paar, geen kind;Waarde;2013;7.9;1.2;7.5;91.3;7.8;2.0;10.1;87.9;7.3;5.3;19.7;75.0;4.9;43.5;27.6;29.0
331;Positie: partner in paar, geen kind;Waarde;2014;7.9;1.4;6.3;92.3;7.8;1.9;7.9;90.2;7.4;4.6;16.7;78.7;4.6;49.0;23.4;27.7
332;Positie: partner in paar, geen kind;Waarde;2015;7.9;1.2;7.6;91.2;7.8;2.3;9.1;88.6;7.4;5.0;16.1;78.9;4.5;50.1;24.2;25.7
333;Positie: partner in paar, geen kind;Waarde;2016;7.9;1.2;7.1;91.7;7.8;1.7;9.4;89.0;7.5;4.2;16.7;79.2;4.6;49.3;24.6;26.1
334;Positie: partner in paar, geen kind;Waarde;2017;7.9;1.1;6.1;92.7;7.9;1.6;7.4;90.9;7.6;3.6;14.3;82.1;4.3;53.8;22.3;23.8
335;Positie: partner in paar, geen kind;Waarde;2018;7.9;1.6;7.0;91.4;7.8;1.2;8.5;90.3;7.6;4.3;12.3;83.4;4.2;56.0;21.1;22.9
336;Positie: partner in paar, geen kind;Waarde;2019;7.9;1.2;6.5;92.3;7.9;0.9;7.6;91.5;7.7;2.7;13.1;84.1;4.2;56.3;20.6;23.1
337;Positie: partner in paar, geen kind;Waarde;2020;7.9;2.0;6.5;91.5;7.8;1.6;8.4;90.0;7.8;3.4;10.4;86.2;4.1;58.0;19.7;22.3
338;Positie: partner in paar, geen kind;Waarde;2021;7.9;1.8;7.3;90.9;7.8;1.7;9.6;88.7;7.9;2.7;8.8;88.5;3.8;63.9;16.9;19.2
339;Positie: partner in paar, geen kind;Waarde;2022;7.8;1.4;8.2;90.4;7.7;1.6;10.2;88.3;7.7;3.8;13.8;82.4;4.3;55.7;17.9;26.4
340;Positie: partner in paar, geen kind;Waarde;2023;7.8;1.2;7.5;91.4;7.8;1.5;9.0;89.5;7.7;3.1;12.3;84.6;4.3;56.9;17.6;25.5
341;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2013;7.8;0.8;6.5;90.1;7.7;1.5;8.9;86.5;7.2;4.4;18.1;73.2;4.8;41.5;25.8;27.2
342;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2014;7.9;1.0;5.4;91.2;7.8;1.4;6.9;88.9;7.4;3.8;15.3;77.0;4.5;47.0;21.7;25.9
343;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2015;7.9;0.8;6.6;90.0;7.7;1.7;8.0;87.2;7.3;4.1;14.7;77.2;4.4;48.1;22.6;24.0
344;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2016;7.8;0.8;6.1;90.5;7.7;1.2;8.3;87.6;7.4;3.4;15.2;77.5;4.5;47.3;22.9;24.4
345;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2017;7.9;0.8;5.2;91.6;7.8;1.2;6.4;89.7;7.5;2.9;12.9;80.4;4.2;51.9;20.7;22.2
346;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2018;7.8;1.2;6.0;90.2;7.8;0.8;7.4;89.1;7.5;3.5;11.1;81.8;4.1;54.0;19.6;21.3
347;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2019;7.9;0.9;5.6;91.1;7.8;0.6;6.6;90.3;7.6;2.1;11.8;82.6;4.1;54.3;19.1;21.5
348;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2020;7.8;1.5;5.6;90.2;7.8;1.2;7.2;88.6;7.7;2.7;9.2;84.6;4.0;56.0;18.2;20.6
349;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2021;7.8;1.3;6.2;89.6;7.7;1.2;8.4;87.3;7.9;2.1;7.6;87.0;3.7;61.8;15.3;17.6
350;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2022;7.8;1.0;7.2;89.2;7.7;1.1;9.1;87.0;7.6;3.2;12.5;80.9;4.2;53.8;16.5;24.7
351;Positie: partner in paar, geen kind;Ondergrens 95%-interval;2023;7.8;0.8;6.5;90.2;7.7;1.1;7.9;88.2;7.7;2.4;11.1;83.1;4.2;55.0;16.2;23.8
352;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2013;7.9;1.7;8.7;92.4;7.8;2.7;11.4;89.2;7.3;6.3;21.4;76.7;5.0;45.5;29.4;30.8
353;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2014;8.0;2.0;7.3;93.3;7.9;2.6;9.0;91.3;7.5;5.6;18.3;80.3;4.7;51.0;25.1;29.5
354;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2015;8.0;1.7;8.8;92.3;7.8;3.0;10.4;89.8;7.5;5.9;17.6;80.5;4.6;52.1;25.9;27.4
355;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2016;7.9;1.8;8.2;92.8;7.8;2.3;10.6;90.2;7.5;5.1;18.2;80.8;4.7;51.3;26.4;27.9
356;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2017;8.0;1.7;7.2;93.7;7.9;2.2;8.6;92.0;7.7;4.5;15.8;83.6;4.4;55.8;24.1;25.6
357;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2018;7.9;2.2;8.1;92.5;7.9;1.7;9.7;91.5;7.7;5.3;13.7;84.8;4.3;57.9;22.8;24.6
358;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2019;8.0;1.8;7.6;93.3;7.9;1.4;8.7;92.6;7.7;3.5;14.6;85.6;4.3;58.2;22.3;24.8
359;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2020;7.9;2.7;7.7;92.6;7.9;2.3;9.6;91.2;7.8;4.3;11.8;87.6;4.2;60.0;21.4;24.0
360;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2021;7.9;2.4;8.5;92.1;7.9;2.4;10.9;90.1;8.0;3.6;10.1;89.8;3.9;65.9;18.6;21.0
361;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2022;7.8;2.0;9.3;91.5;7.8;2.1;11.4;89.5;7.7;4.7;15.1;83.8;4.4;57.6;19.4;28.1
362;Positie: partner in paar, geen kind;Bovengrens 95%-interval;2023;7.9;1.7;8.6;92.4;7.8;2.1;10.2;90.6;7.8;3.9;13.7;86.0;4.4;58.8;19.1;27.2
363;Positie: thuiswonend kind;Waarde;2013;7.7;2.1;8.9;88.9;7.5;3.9;13.0;83.1;7.1;8.5;22.0;69.5;4.9;43.7;27.3;29.0
364;Positie: thuiswonend kind;Waarde;2014;7.7;2.7;8.5;88.8;7.5;4.0;14.6;81.4;7.2;9.0;18.3;72.7;4.8;44.8;26.9;28.3
365;Positie: thuiswonend kind;Waarde;2015;7.6;1.6;10.6;87.8;7.5;2.5;11.6;85.9;7.1;7.8;20.6;71.5;4.9;45.8;24.3;29.9
366;Positie: thuiswonend kind;Waarde;2016;7.7;4.3;8.3;87.4;7.5;5.0;11.7;83.3;7.3;6.4;18.8;74.8;4.7;49.5;24.1;26.4
367;Positie: thuiswonend kind;Waarde;2017;7.6;3.0;12.1;85.0;7.5;4.0;12.9;83.2;7.4;6.6;17.8;75.7;4.6;52.7;22.3;25.0
368;Positie: thuiswonend kind;Waarde;2018;7.5;3.1;11.7;85.2;7.4;3.8;14.1;82.1;7.4;6.0;20.8;73.2;4.6;50.3;23.9;25.8
369;Positie: thuiswonend kind;Waarde;2019;7.6;2.6;9.9;87.4;7.5;4.0;11.9;84.1;7.5;6.6;14.3;79.1;4.7;48.9;24.8;26.3
370;Positie: thuiswonend kind;Waarde;2020;7.4;3.3;13.1;83.6;7.4;3.6;15.7;80.6;7.7;4.1;12.8;83.0;4.4;55.5;22.6;22.0
371;Positie: thuiswonend kind;Waarde;2021;7.3;3.4;19.7;76.8;7.1;4.1;21.9;74.1;7.6;6.9;12.5;80.6;4.7;49.5;21.4;29.2
372;Positie: thuiswonend kind;Waarde;2022;7.3;5.1;15.9;78.9;7.1;5.7;21.2;73.1;7.4;6.1;17.6;76.3;5.1;42.6;23.7;33.7
373;Positie: thuiswonend kind;Waarde;2023;7.3;3.2;16.0;80.8;7.1;4.2;22.5;73.3;7.4;5.7;18.2;76.0;5.4;36.5;27.4;36.1
374;Positie: thuiswonend kind;Ondergrens 95%-interval;2013;7.6;1.2;6.6;85.7;7.4;2.4;10.2;79.4;6.9;6.0;18.3;64.9;4.7;39.2;23.5;25.0
375;Positie: thuiswonend kind;Ondergrens 95%-interval;2014;7.6;1.6;6.4;85.8;7.3;2.6;11.8;77.8;7.0;6.7;15.2;68.7;4.6;40.7;23.2;24.5
376;Positie: thuiswonend kind;Ondergrens 95%-interval;2015;7.5;0.8;8.2;84.7;7.4;1.4;9.1;82.6;7.0;5.7;17.3;67.3;4.7;41.5;20.8;26.0
377;Positie: thuiswonend kind;Ondergrens 95%-interval;2016;7.5;2.8;6.1;84.2;7.4;3.4;9.2;79.8;7.2;4.5;15.6;70.8;4.5;45.3;20.7;22.8
378;Positie: thuiswonend kind;Ondergrens 95%-interval;2017;7.5;1.8;9.5;81.6;7.3;2.6;10.2;79.6;7.2;4.6;14.6;71.6;4.4;48.3;18.9;21.4
379;Positie: thuiswonend kind;Ondergrens 95%-interval;2018;7.4;1.9;9.1;81.8;7.3;2.4;11.3;78.4;7.2;4.2;17.4;69.1;4.4;46.1;20.5;22.2
380;Positie: thuiswonend kind;Ondergrens 95%-interval;2019;7.5;1.4;7.5;84.0;7.3;2.5;9.3;80.5;7.3;4.6;11.4;75.1;4.5;44.4;21.1;22.5
381;Positie: thuiswonend kind;Ondergrens 95%-interval;2020;7.3;2.1;10.4;80.2;7.3;2.3;12.8;77.0;7.6;2.7;10.2;79.6;4.2;51.2;19.2;18.6
382;Positie: thuiswonend kind;Ondergrens 95%-interval;2021;7.1;2.1;16.2;72.5;7.0;2.5;18.2;69.6;7.5;4.7;9.6;76.4;4.5;44.7;17.8;25.0
383;Positie: thuiswonend kind;Ondergrens 95%-interval;2022;7.1;3.6;13.3;75.5;7.0;4.2;18.1;69.4;7.3;4.5;14.7;72.8;4.9;38.8;20.5;30.1
384;Positie: thuiswonend kind;Ondergrens 95%-interval;2023;7.2;2.1;13.2;77.4;7.0;2.8;19.3;69.5;7.2;4.1;15.3;72.4;5.2;32.7;23.9;32.3
385;Positie: thuiswonend kind;Bovengrens 95%-interval;2013;7.8;3.9;11.9;91.5;7.6;6.2;16.3;86.3;7.3;11.8;26.2;73.7;5.1;48.2;31.6;33.4
386;Positie: thuiswonend kind;Bovengrens 95%-interval;2014;7.8;4.5;11.2;91.2;7.6;6.0;17.9;84.5;7.3;11.8;21.9;76.4;5.1;49.1;30.9;32.3
387;Positie: thuiswonend kind;Bovengrens 95%-interval;2015;7.8;3.2;13.5;90.4;7.7;4.3;14.6;88.7;7.3;10.7;24.5;75.3;5.1;50.1;28.2;34.1
388;Positie: thuiswonend kind;Bovengrens 95%-interval;2016;7.8;6.5;11.0;90.1;7.6;7.3;14.8;86.3;7.5;8.9;22.5;78.4;4.9;53.8;28.0;30.3
389;Positie: thuiswonend kind;Bovengrens 95%-interval;2017;7.7;4.8;15.2;87.8;7.6;6.1;16.1;86.2;7.6;9.2;21.4;79.3;4.8;57.0;26.1;29.0
390;Positie: thuiswonend kind;Bovengrens 95%-interval;2018;7.7;5.1;14.8;88.0;7.5;6.0;17.4;85.2;7.5;8.5;24.7;77.0;4.9;54.5;27.8;29.6
391;Positie: thuiswonend kind;Bovengrens 95%-interval;2019;7.7;4.8;13.0;90.2;7.6;6.3;15.2;87.1;7.7;9.4;17.8;82.6;4.9;53.4;28.9;30.4
392;Positie: thuiswonend kind;Bovengrens 95%-interval;2020;7.6;5.2;16.3;86.6;7.5;5.7;19.2;83.8;7.9;6.2;15.9;86.0;4.6;59.6;26.4;25.7
393;Positie: thuiswonend kind;Bovengrens 95%-interval;2021;7.4;5.7;23.9;80.6;7.2;6.5;26.1;78.0;7.8;10.0;16.1;84.2;4.9;54.2;25.5;33.7
394;Positie: thuiswonend kind;Bovengrens 95%-interval;2022;7.4;7.2;19.0;82.0;7.2;7.8;24.7;76.5;7.6;8.3;20.8;79.6;5.3;46.5;27.2;37.5
395;Positie: thuiswonend kind;Bovengrens 95%-interval;2023;7.4;5.0;19.2;83.8;7.2;6.3;26.1;76.7;7.5;8.1;21.6;79.4;5.6;40.4;31.2;40.1
396;Positie: overig lid;Waarde;2013;7.7;3.5;9.9;86.5;7.4;6.8;15.3;77.9;6.4;17.7;25.6;56.8;5.4;34.5;29.2;36.4
397;Positie: overig lid;Waarde;2014;7.6;3.0;10.3;86.6;7.3;3.8;16.3;80.0;6.2;18.0;28.7;53.3;5.2;41.1;23.9;35.0
398;Positie: overig lid;Waarde;2015;7.5;2.4;13.4;84.3;7.3;6.1;16.6;77.3;6.7;13.8;20.0;66.2;5.1;41.3;28.3;30.4
399;Positie: overig lid;Waarde;2016;7.7;1.1;13.3;85.6;7.5;0.9;18.2;80.9;6.9;6.6;28.8;64.6;5.0;45.0;21.8;33.2
400;Positie: overig lid;Waarde;2017;7.5;4.6;14.4;81.0;7.4;3.9;19.0;77.2;6.6;12.5;27.3;60.2;4.8;47.3;25.3;27.4
401;Positie: overig lid;Waarde;2018;7.5;5.4;10.3;84.3;7.5;4.3;15.3;80.4;6.9;8.5;28.9;62.5;5.0;42.2;26.8;31.0
402;Positie: overig lid;Waarde;2019;7.5;5.5;10.4;84.1;7.5;4.2;13.4;82.4;6.7;16.2;22.1;61.7;5.3;42.4;23.7;33.9
403;Positie: overig lid;Waarde;2020;7.5;3.5;12.2;84.3;7.4;3.3;12.1;84.7;7.2;7.3;22.2;70.5;5.1;44.3;21.6;34.0
404;Positie: overig lid;Waarde;2021;7.5;4.2;10.1;85.8;7.3;5.7;14.7;79.6;7.4;8.5;19.2;72.3;4.8;49.7;17.8;32.4
405;Positie: overig lid;Waarde;2022;;;;;;;;;;;;;;;;
406;Positie: overig lid;Waarde;2023;;;;;;;;;;;;;;;;
407;Positie: overig lid;Ondergrens 95%-interval;2013;7.4;1.2;5.8;79.1;7.1;3.4;10.2;69.9;6.0;11.8;18.8;48.0;5.0;26.8;21.9;28.3
408;Positie: overig lid;Ondergrens 95%-interval;2014;7.4;1.2;6.5;80.3;7.1;1.6;11.1;72.6;5.9;12.5;21.9;45.2;4.8;33.5;17.8;27.7
409;Positie: overig lid;Ondergrens 95%-interval;2015;7.3;0.7;8.6;77.0;7.0;3.0;11.3;69.6;6.4;9.0;14.1;58.0;4.7;33.5;21.4;23.4
410;Positie: overig lid;Ondergrens 95%-interval;2016;7.5;0.3;8.9;79.4;7.3;0.2;13.0;74.2;6.7;3.6;22.3;56.9;4.6;37.4;16.0;26.5
411;Positie: overig lid;Ondergrens 95%-interval;2017;7.3;2.3;9.9;74.5;7.1;1.9;13.6;70.2;6.3;8.3;21.0;52.6;4.4;39.9;19.2;21.0
412;Positie: overig lid;Ondergrens 95%-interval;2018;7.2;2.7;6.3;77.5;7.2;1.9;10.4;73.3;6.6;4.9;22.2;54.5;4.6;34.6;20.4;24.1
413;Positie: overig lid;Ondergrens 95%-interval;2019;7.2;2.5;6.3;76.7;7.2;1.7;8.6;74.9;6.3;10.7;16.1;53.4;4.9;34.8;17.6;26.5
414;Positie: overig lid;Ondergrens 95%-interval;2020;7.3;1.6;7.9;77.7;7.2;1.5;7.7;78.1;6.9;4.1;16.5;63.1;4.7;37.0;16.1;27.2
415;Positie: overig lid;Ondergrens 95%-interval;2021;7.3;1.8;6.0;78.8;7.0;2.8;9.7;72.0;7.1;4.8;13.5;64.3;4.3;41.4;12.4;25.1
416;Positie: overig lid;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;
417;Positie: overig lid;Ondergrens 95%-interval;2023;;;;;;;;;;;;;;;;
418;Positie: overig lid;Bovengrens 95%-interval;2013;7.9;9.6;16.6;91.6;7.7;13.0;22.5;84.3;6.7;25.6;33.8;65.2;5.9;43.1;37.7;45.3
419;Positie: overig lid;Bovengrens 95%-interval;2014;7.8;7.4;16.1;91.1;7.5;8.4;23.3;85.7;6.6;25.2;36.6;61.2;5.6;49.0;31.4;43.1
420;Positie: overig lid;Bovengrens 95%-interval;2015;7.8;7.2;20.3;89.5;7.5;11.9;23.6;83.5;7.1;20.6;27.4;73.5;5.5;49.6;36.3;38.4
421;Positie: overig lid;Bovengrens 95%-interval;2016;7.9;4.3;19.4;90.2;7.7;4.1;24.8;86.2;7.2;11.8;36.3;71.6;5.4;52.8;29.0;40.7
422;Positie: overig lid;Bovengrens 95%-interval;2017;7.7;8.7;20.5;86.2;7.6;7.6;25.7;82.9;6.9;18.3;34.7;67.3;5.2;54.9;32.4;34.9
423;Positie: overig lid;Bovengrens 95%-interval;2018;7.7;10.4;16.3;89.3;7.7;9.5;21.8;86.0;7.2;14.5;36.7;70.0;5.4;50.2;34.4;38.8
424;Positie: overig lid;Bovengrens 95%-interval;2019;7.8;11.9;16.7;89.5;7.8;10.0;20.2;88.0;7.1;23.7;29.6;69.4;5.8;50.5;31.2;42.1
