ID;KenmerkenArbeidsongeval;Marges;Perioden;Arbeidsongeval4DagenVerzuimOfMeer_1
800;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2014;7.0
801;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2015;6.0
802;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2016;6.0
803;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2017;7.0
804;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2018;7.0
805;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2019;7.0
806;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2020;5.0
807;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2021;4.0
808;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2022;4.0
809;Soort letsel: ander lichamelijk letsel;Bovengrens 95%-interval;2023;5.0
810;Soort letsel: psychische schade;Waarde;2014;21.0
811;Soort letsel: psychische schade;Waarde;2015;14.0
812;Soort letsel: psychische schade;Waarde;2016;18.0
813;Soort letsel: psychische schade;Waarde;2017;25.0
814;Soort letsel: psychische schade;Waarde;2018;24.0
815;Soort letsel: psychische schade;Waarde;2019;24.0
816;Soort letsel: psychische schade;Waarde;2020;16.0
817;Soort letsel: psychische schade;Waarde;2021;19.0
818;Soort letsel: psychische schade;Waarde;2022;22.0
819;Soort letsel: psychische schade;Waarde;2023;23.0
820;Soort letsel: psychische schade;Ondergrens 95%-interval;2014;18.0
821;Soort letsel: psychische schade;Ondergrens 95%-interval;2015;12.0
822;Soort letsel: psychische schade;Ondergrens 95%-interval;2016;15.0
823;Soort letsel: psychische schade;Ondergrens 95%-interval;2017;21.0
824;Soort letsel: psychische schade;Ondergrens 95%-interval;2018;21.0
825;Soort letsel: psychische schade;Ondergrens 95%-interval;2019;21.0
826;Soort letsel: psychische schade;Ondergrens 95%-interval;2020;13.0
827;Soort letsel: psychische schade;Ondergrens 95%-interval;2021;16.0
828;Soort letsel: psychische schade;Ondergrens 95%-interval;2022;19.0
829;Soort letsel: psychische schade;Ondergrens 95%-interval;2023;20.0
830;Soort letsel: psychische schade;Bovengrens 95%-interval;2014;25.0
831;Soort letsel: psychische schade;Bovengrens 95%-interval;2015;18.0
832;Soort letsel: psychische schade;Bovengrens 95%-interval;2016;22.0
833;Soort letsel: psychische schade;Bovengrens 95%-interval;2017;30.0
834;Soort letsel: psychische schade;Bovengrens 95%-interval;2018;28.0
835;Soort letsel: psychische schade;Bovengrens 95%-interval;2019;28.0
836;Soort letsel: psychische schade;Bovengrens 95%-interval;2020;19.0
837;Soort letsel: psychische schade;Bovengrens 95%-interval;2021;22.0
838;Soort letsel: psychische schade;Bovengrens 95%-interval;2022;26.0
839;Soort letsel: psychische schade;Bovengrens 95%-interval;2023;27.0
840;Soort letsel: onderscheid niet te maken;Waarde;2014;14.0
841;Soort letsel: onderscheid niet te maken;Waarde;2015;10.0
842;Soort letsel: onderscheid niet te maken;Waarde;2016;14.0
843;Soort letsel: onderscheid niet te maken;Waarde;2017;14.0
844;Soort letsel: onderscheid niet te maken;Waarde;2018;12.0
845;Soort letsel: onderscheid niet te maken;Waarde;2019;9.0
846;Soort letsel: onderscheid niet te maken;Waarde;2020;11.0
847;Soort letsel: onderscheid niet te maken;Waarde;2021;11.0
848;Soort letsel: onderscheid niet te maken;Waarde;2022;11.0
849;Soort letsel: onderscheid niet te maken;Waarde;2023;11.0
850;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2014;11.0
851;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2015;8.0
852;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2016;11.0
853;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2017;12.0
854;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2018;9.0
855;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2019;7.0
856;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2020;9.0
857;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2021;9.0
858;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2022;9.0
859;Soort letsel: onderscheid niet te maken;Ondergrens 95%-interval;2023;9.0
860;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2014;17.0
861;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2015;13.0
862;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2016;17.0
863;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2017;18.0
864;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2018;14.0
865;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2019;12.0
866;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2020;14.0
867;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2021;14.0
868;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2022;14.0
869;Soort letsel: onderscheid niet te maken;Bovengrens 95%-interval;2023;14.0
870;Soort letsel: onbekend;Waarde;2014;2.0
871;Soort letsel: onbekend;Waarde;2015;2.0
872;Soort letsel: onbekend;Waarde;2016;1.0
873;Soort letsel: onbekend;Waarde;2017;2.0
874;Soort letsel: onbekend;Waarde;2018;1.0
875;Soort letsel: onbekend;Waarde;2019;2.0
876;Soort letsel: onbekend;Waarde;2020;1.0
877;Soort letsel: onbekend;Waarde;2021;2.0
878;Soort letsel: onbekend;Waarde;2022;2.0
879;Soort letsel: onbekend;Waarde;2023;3.0
880;Soort letsel: onbekend;Ondergrens 95%-interval;2014;1.0
881;Soort letsel: onbekend;Ondergrens 95%-interval;2015;1.0
882;Soort letsel: onbekend;Ondergrens 95%-interval;2016;0.0
883;Soort letsel: onbekend;Ondergrens 95%-interval;2017;1.0
884;Soort letsel: onbekend;Ondergrens 95%-interval;2018;1.0
885;Soort letsel: onbekend;Ondergrens 95%-interval;2019;1.0
886;Soort letsel: onbekend;Ondergrens 95%-interval;2020;0.0
887;Soort letsel: onbekend;Ondergrens 95%-interval;2021;1.0
888;Soort letsel: onbekend;Ondergrens 95%-interval;2022;1.0
889;Soort letsel: onbekend;Ondergrens 95%-interval;2023;2.0
890;Soort letsel: onbekend;Bovengrens 95%-interval;2014;4.0
891;Soort letsel: onbekend;Bovengrens 95%-interval;2015;4.0
892;Soort letsel: onbekend;Bovengrens 95%-interval;2016;2.0
893;Soort letsel: onbekend;Bovengrens 95%-interval;2017;4.0
894;Soort letsel: onbekend;Bovengrens 95%-interval;2018;2.0
895;Soort letsel: onbekend;Bovengrens 95%-interval;2019;3.0
896;Soort letsel: onbekend;Bovengrens 95%-interval;2020;2.0
897;Soort letsel: onbekend;Bovengrens 95%-interval;2021;4.0
898;Soort letsel: onbekend;Bovengrens 95%-interval;2022;4.0
899;Soort letsel: onbekend;Bovengrens 95%-interval;2023;4.0
900;Hulp: ja, op het werk;Waarde;2014;18.0
901;Hulp: ja, op het werk;Waarde;2015;10.0
902;Hulp: ja, op het werk;Waarde;2016;10.0
903;Hulp: ja, op het werk;Waarde;2017;14.0
904;Hulp: ja, op het werk;Waarde;2018;14.0
905;Hulp: ja, op het werk;Waarde;2019;13.0
906;Hulp: ja, op het werk;Waarde;2020;11.0
907;Hulp: ja, op het werk;Waarde;2021;14.0
908;Hulp: ja, op het werk;Waarde;2022;13.0
909;Hulp: ja, op het werk;Waarde;2023;
910;Hulp: ja, op het werk;Ondergrens 95%-interval;2014;15.0
911;Hulp: ja, op het werk;Ondergrens 95%-interval;2015;8.0
912;Hulp: ja, op het werk;Ondergrens 95%-interval;2016;7.0
913;Hulp: ja, op het werk;Ondergrens 95%-interval;2017;11.0
914;Hulp: ja, op het werk;Ondergrens 95%-interval;2018;12.0
915;Hulp: ja, op het werk;Ondergrens 95%-interval;2019;11.0
916;Hulp: ja, op het werk;Ondergrens 95%-interval;2020;9.0
917;Hulp: ja, op het werk;Ondergrens 95%-interval;2021;11.0
918;Hulp: ja, op het werk;Ondergrens 95%-interval;2022;10.0
919;Hulp: ja, op het werk;Ondergrens 95%-interval;2023;
920;Hulp: ja, op het werk;Bovengrens 95%-interval;2014;22.0
921;Hulp: ja, op het werk;Bovengrens 95%-interval;2015;13.0
922;Hulp: ja, op het werk;Bovengrens 95%-interval;2016;13.0
923;Hulp: ja, op het werk;Bovengrens 95%-interval;2017;17.0
924;Hulp: ja, op het werk;Bovengrens 95%-interval;2018;17.0
925;Hulp: ja, op het werk;Bovengrens 95%-interval;2019;16.0
926;Hulp: ja, op het werk;Bovengrens 95%-interval;2020;13.0
927;Hulp: ja, op het werk;Bovengrens 95%-interval;2021;17.0
928;Hulp: ja, op het werk;Bovengrens 95%-interval;2022;16.0
929;Hulp: ja, op het werk;Bovengrens 95%-interval;2023;
930;Hulp: ja, eerste hulp ziekenhuis;Waarde;2014;21.0
931;Hulp: ja, eerste hulp ziekenhuis;Waarde;2015;19.0
932;Hulp: ja, eerste hulp ziekenhuis;Waarde;2016;19.0
933;Hulp: ja, eerste hulp ziekenhuis;Waarde;2017;19.0
934;Hulp: ja, eerste hulp ziekenhuis;Waarde;2018;21.0
935;Hulp: ja, eerste hulp ziekenhuis;Waarde;2019;20.0
936;Hulp: ja, eerste hulp ziekenhuis;Waarde;2020;16.0
937;Hulp: ja, eerste hulp ziekenhuis;Waarde;2021;20.0
938;Hulp: ja, eerste hulp ziekenhuis;Waarde;2022;15.0
939;Hulp: ja, eerste hulp ziekenhuis;Waarde;2023;
940;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2014;18.0
941;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2015;16.0
942;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2016;16.0
943;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2017;16.0
944;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2018;18.0
945;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2019;17.0
946;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2020;13.0
947;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2021;16.0
948;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2022;12.0
949;Hulp: ja, eerste hulp ziekenhuis;Ondergrens 95%-interval;2023;
950;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2014;26.0
951;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2015;23.0
952;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2016;23.0
953;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2017;23.0
954;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2018;24.0
955;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2019;23.0
956;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2020;19.0
957;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2021;23.0
958;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2022;18.0
959;Hulp: ja, eerste hulp ziekenhuis;Bovengrens 95%-interval;2023;
960;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2014;14.0
961;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2015;16.0
962;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2016;14.0
963;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2017;15.0
964;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2018;19.0
965;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2019;18.0
966;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2020;17.0
967;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2021;14.0
968;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2022;17.0
969;Hulp: ja, ziekenhuis , niet overnacht;Waarde;2023;
970;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2014;11.0
971;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2015;13.0
972;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2016;12.0
973;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2017;12.0
974;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2018;16.0
975;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2019;15.0
976;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2020;14.0
977;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2021;12.0
978;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2022;14.0
979;Hulp: ja, ziekenhuis , niet overnacht;Ondergrens 95%-interval;2023;
980;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2014;17.0
981;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2015;20.0
982;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2016;18.0
983;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2017;19.0
984;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2018;23.0
985;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2019;21.0
986;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2020;20.0
987;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2021;18.0
988;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2022;20.0
989;Hulp: ja, ziekenhuis , niet overnacht;Bovengrens 95%-interval;2023;
990;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2014;7.0
991;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2015;5.0
992;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2016;4.0
993;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2017;4.0
994;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2018;5.0
995;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2019;4.0
996;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2020;2.0
997;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2021;3.0
998;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2022;3.0
999;Hulp: ja, ziekenhuis, => 1 overnachting;Waarde;2023;
1000;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2014;5.0
1001;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2015;3.0
1002;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2016;3.0
1003;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2017;3.0
1004;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2018;3.0
1005;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2019;3.0
1006;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2020;1.0
1007;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2021;2.0
1008;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2022;2.0
1009;Hulp: ja, ziekenhuis, => 1 overnachting;Ondergrens 95%-interval;2023;
1010;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2014;10.0
1011;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2015;7.0
1012;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2016;6.0
1013;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2017;6.0
1014;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2018;6.0
1015;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2019;5.0
1016;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2020;4.0
1017;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2021;5.0
1018;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2022;4.0
1019;Hulp: ja, ziekenhuis, => 1 overnachting;Bovengrens 95%-interval;2023;
1020;Hulp: ja, ergens anders;Waarde;2014;31.0
1021;Hulp: ja, ergens anders;Waarde;2015;20.0
1022;Hulp: ja, ergens anders;Waarde;2016;28.0
1023;Hulp: ja, ergens anders;Waarde;2017;33.0
1024;Hulp: ja, ergens anders;Waarde;2018;26.0
1025;Hulp: ja, ergens anders;Waarde;2019;33.0
1026;Hulp: ja, ergens anders;Waarde;2020;24.0
1027;Hulp: ja, ergens anders;Waarde;2021;25.0
1028;Hulp: ja, ergens anders;Waarde;2022;28.0
1029;Hulp: ja, ergens anders;Waarde;2023;
1030;Hulp: ja, ergens anders;Ondergrens 95%-interval;2014;26.0
1031;Hulp: ja, ergens anders;Ondergrens 95%-interval;2015;17.0
1032;Hulp: ja, ergens anders;Ondergrens 95%-interval;2016;24.0
1033;Hulp: ja, ergens anders;Ondergrens 95%-interval;2017;28.0
1034;Hulp: ja, ergens anders;Ondergrens 95%-interval;2018;23.0
1035;Hulp: ja, ergens anders;Ondergrens 95%-interval;2019;29.0
1036;Hulp: ja, ergens anders;Ondergrens 95%-interval;2020;21.0
1037;Hulp: ja, ergens anders;Ondergrens 95%-interval;2021;22.0
1038;Hulp: ja, ergens anders;Ondergrens 95%-interval;2022;24.0
1039;Hulp: ja, ergens anders;Ondergrens 95%-interval;2023;
1040;Hulp: ja, ergens anders;Bovengrens 95%-interval;2014;36.0
1041;Hulp: ja, ergens anders;Bovengrens 95%-interval;2015;25.0
1042;Hulp: ja, ergens anders;Bovengrens 95%-interval;2016;32.0
1043;Hulp: ja, ergens anders;Bovengrens 95%-interval;2017;38.0
1044;Hulp: ja, ergens anders;Bovengrens 95%-interval;2018;30.0
1045;Hulp: ja, ergens anders;Bovengrens 95%-interval;2019;37.0
1046;Hulp: ja, ergens anders;Bovengrens 95%-interval;2020;28.0
1047;Hulp: ja, ergens anders;Bovengrens 95%-interval;2021;30.0
1048;Hulp: ja, ergens anders;Bovengrens 95%-interval;2022;32.0
1049;Hulp: ja, ergens anders;Bovengrens 95%-interval;2023;
1050;Hulp: nee, geen medische hulp gehad;Waarde;2014;11.0
1051;Hulp: nee, geen medische hulp gehad;Waarde;2015;12.0
1052;Hulp: nee, geen medische hulp gehad;Waarde;2016;15.0
1053;Hulp: nee, geen medische hulp gehad;Waarde;2017;18.0
1054;Hulp: nee, geen medische hulp gehad;Waarde;2018;15.0
1055;Hulp: nee, geen medische hulp gehad;Waarde;2019;14.0
1056;Hulp: nee, geen medische hulp gehad;Waarde;2020;16.0
1057;Hulp: nee, geen medische hulp gehad;Waarde;2021;16.0
1058;Hulp: nee, geen medische hulp gehad;Waarde;2022;20.0
1059;Hulp: nee, geen medische hulp gehad;Waarde;2023;
1060;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2014;9.0
1061;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2015;9.0
1062;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2016;12.0
1063;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2017;14.0
1064;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2018;13.0
1065;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2019;12.0
1066;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2020;13.0
1067;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2021;13.0
1068;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2022;17.0
1069;Hulp: nee, geen medische hulp gehad;Ondergrens 95%-interval;2023;
1070;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2014;14.0
1071;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2015;15.0
1072;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2016;18.0
1073;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2017;21.0
1074;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2018;18.0
1075;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2019;17.0
1076;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2020;19.0
1077;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2021;19.0
1078;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2022;23.0
1079;Hulp: nee, geen medische hulp gehad;Bovengrens 95%-interval;2023;
1080;Hulp: op het werk;Waarde;2014;
1081;Hulp: op het werk;Waarde;2015;
1082;Hulp: op het werk;Waarde;2016;
1083;Hulp: op het werk;Waarde;2017;
1084;Hulp: op het werk;Waarde;2018;
1085;Hulp: op het werk;Waarde;2019;
1086;Hulp: op het werk;Waarde;2020;
1087;Hulp: op het werk;Waarde;2021;
1088;Hulp: op het werk;Waarde;2022;
1089;Hulp: op het werk;Waarde;2023;14.0
1090;Hulp: op het werk;Ondergrens 95%-interval;2014;
1091;Hulp: op het werk;Ondergrens 95%-interval;2015;
1092;Hulp: op het werk;Ondergrens 95%-interval;2016;
1093;Hulp: op het werk;Ondergrens 95%-interval;2017;
1094;Hulp: op het werk;Ondergrens 95%-interval;2018;
1095;Hulp: op het werk;Ondergrens 95%-interval;2019;
1096;Hulp: op het werk;Ondergrens 95%-interval;2020;
1097;Hulp: op het werk;Ondergrens 95%-interval;2021;
1098;Hulp: op het werk;Ondergrens 95%-interval;2022;
1099;Hulp: op het werk;Ondergrens 95%-interval;2023;11.0
1100;Hulp: op het werk;Bovengrens 95%-interval;2014;
1101;Hulp: op het werk;Bovengrens 95%-interval;2015;
1102;Hulp: op het werk;Bovengrens 95%-interval;2016;
1103;Hulp: op het werk;Bovengrens 95%-interval;2017;
1104;Hulp: op het werk;Bovengrens 95%-interval;2018;
1105;Hulp: op het werk;Bovengrens 95%-interval;2019;
1106;Hulp: op het werk;Bovengrens 95%-interval;2020;
1107;Hulp: op het werk;Bovengrens 95%-interval;2021;
1108;Hulp: op het werk;Bovengrens 95%-interval;2022;
1109;Hulp: op het werk;Bovengrens 95%-interval;2023;17.0
1110;Hulp: huisarts of praktijkondersteuner;Waarde;2014;
1111;Hulp: huisarts of praktijkondersteuner;Waarde;2015;
1112;Hulp: huisarts of praktijkondersteuner;Waarde;2016;
1113;Hulp: huisarts of praktijkondersteuner;Waarde;2017;
1114;Hulp: huisarts of praktijkondersteuner;Waarde;2018;
1115;Hulp: huisarts of praktijkondersteuner;Waarde;2019;
1116;Hulp: huisarts of praktijkondersteuner;Waarde;2020;
1117;Hulp: huisarts of praktijkondersteuner;Waarde;2021;
1118;Hulp: huisarts of praktijkondersteuner;Waarde;2022;
1119;Hulp: huisarts of praktijkondersteuner;Waarde;2023;40.0
1120;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2014;
1121;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2015;
1122;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2016;
1123;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2017;
1124;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2018;
1125;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2019;
1126;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2020;
1127;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2021;
1128;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2022;
1129;Hulp: huisarts of praktijkondersteuner;Ondergrens 95%-interval;2023;35.0
1130;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2014;
1131;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2015;
1132;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2016;
1133;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2017;
1134;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2018;
1135;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2019;
1136;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2020;
1137;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2021;
1138;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2022;
1139;Hulp: huisarts of praktijkondersteuner;Bovengrens 95%-interval;2023;44.0
1140;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2014;
1141;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2015;
1142;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2016;
1143;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2017;
1144;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2018;
1145;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2019;
1146;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2020;
1147;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2021;
1148;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2022;
1149;Hulp: (spoedeisende) 1e hulp ziekenhuis;Waarde;2023;16.0
1150;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2014;
1151;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2015;
1152;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2016;
1153;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2017;
1154;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2018;
1155;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2019;
1156;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2020;
1157;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2021;
1158;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2022;
1159;Hulp: (spoedeisende) 1e hulp ziekenhuis;Ondergrens 95%-interval;2023;13.0
1160;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2014;
1161;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2015;
1162;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2016;
1163;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2017;
1164;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2018;
1165;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2019;
1166;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2020;
1167;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2021;
1168;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2022;
1169;Hulp: (spoedeisende) 1e hulp ziekenhuis;Bovengrens 95%-interval;2023;19.0
1170;Hulp: zieken. of klin. niet overnacht;Waarde;2014;
1171;Hulp: zieken. of klin. niet overnacht;Waarde;2015;
1172;Hulp: zieken. of klin. niet overnacht;Waarde;2016;
1173;Hulp: zieken. of klin. niet overnacht;Waarde;2017;
1174;Hulp: zieken. of klin. niet overnacht;Waarde;2018;
1175;Hulp: zieken. of klin. niet overnacht;Waarde;2019;
1176;Hulp: zieken. of klin. niet overnacht;Waarde;2020;
