ID;Geslacht;Leeftijd;TypeReIntegratieParticipatievoorz;StatusPersoonEindeVerslagperiode;Migratieachtergrond;Perioden;PersonenMetVoorziening_1
4337;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 juni;130
4338;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 juli;130
4339;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 augustus;130
4340;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 september;130
4341;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 oktober;120
4342;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 november;130
4343;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2020 december;190
4344;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 januari;140
4345;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 februari;190
4346;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 maart;150
4347;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 april;170
4348;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 mei;170
4349;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 juni;170
4350;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 juli;240
4351;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 augustus;170
4352;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 september;180
4353;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 oktober;190
4354;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 november;230
4355;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2021 december;310
4356;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 januari;230
4357;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 februari;290
4358;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 maart;290
4359;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 april;210
4360;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 mei;240
4361;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 juni;200
4362;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 juli;240
4363;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 augustus;200
4364;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 september;220
4365;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 oktober;250
4366;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 november;260
4367;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Totaal;2022 december;340
4368;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 januari;130
4369;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 februari;150
4370;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 maart;120
4371;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 april;80
4372;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 mei;60
4373;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 juni ;80
4374;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 juli;100
4375;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 augustus;80
4376;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 september;100
4377;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 oktober;120
4378;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 november;100
4379;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2019 december;120
4380;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 januari;100
4381;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 februari;100
4382;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 maart;120
4383;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 april;70
4384;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 mei;80
4385;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 juni;100
4386;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 juli;100
4387;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 augustus;100
4388;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 september;100
4389;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 oktober;80
4390;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 november;100
4391;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2020 december;140
4392;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 januari;100
4393;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 februari;140
4394;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 maart;100
4395;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 april;140
4396;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 mei;110
4397;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 juni;120
4398;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 juli;160
4399;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 augustus;110
4400;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 september;110
4401;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 oktober;150
4402;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 november;160
4403;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2021 december;220
4404;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 januari;170
4405;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 februari;190
4406;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 maart;200
4407;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 april;150
4408;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 mei;160
4409;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 juni;150
4410;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 juli;160
4411;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 augustus;140
4412;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 september;160
4413;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 oktober;180
4414;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 november;160
4415;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Nederlandse achtergrond;2022 december;250
4416;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 januari;60
4417;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 februari;50
4418;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 maart;40
4419;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 april;50
4420;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 mei;40
4421;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 juni ;30
4422;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 juli;60
4423;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 augustus;40
4424;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 september;40
4425;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 oktober;70
4426;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 november;40
4427;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2019 december;40
4428;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 januari;40
4429;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 februari;40
4430;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 maart;50
4431;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 april;40
4432;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 mei;30
4433;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 juni;30
4434;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 juli;40
4435;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 augustus;30
4436;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 september;30
4437;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 oktober;30
4438;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 november;30
4439;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2020 december;50
4440;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 januari;40
4441;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 februari;50
4442;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 maart;50
4443;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 april;30
4444;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 mei;60
4445;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 juni;50
4446;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 juli;80
4447;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 augustus;60
4448;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 september;70
4449;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 oktober;50
4450;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 november;80
4451;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2021 december;90
4452;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 januari;70
4453;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 februari;90
4454;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 maart;100
4455;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 april;60
4456;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 mei;80
4457;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 juni;50
4458;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 juli;80
4459;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 augustus;60
4460;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 september;70
4461;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 oktober;70
4462;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 november;100
4463;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Met migratieachtergrond:;2022 december;100
4464;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 januari;20
4465;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 februari;10
4466;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 maart;10
4467;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 april;10
4468;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 mei;10
4469;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 juni ;0
4470;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 juli;20
4471;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 augustus;10
4472;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 september;10
4473;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 oktober;10
4474;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 november;10
4475;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2019 december;10
4476;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 januari;10
4477;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 februari;10
4478;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 maart;10
4479;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 april;20
4480;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 mei;10
4481;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 juni;10
4482;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 juli;10
4483;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 augustus;10
4484;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 september;0
4485;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 oktober;10
4486;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 november;10
4487;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2020 december;10
4488;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 januari;10
4489;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 februari;10
4490;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 maart;10
4491;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 april;10
4492;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 mei;20
4493;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 juni;10
4494;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 juli;30
4495;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 augustus;10
4496;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 september;10
4497;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 oktober;10
4498;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 november;10
4499;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2021 december;30
4500;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 januari;20
4501;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 februari;30
4502;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 maart;30
4503;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 april;10
4504;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 mei;10
4505;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 juni;10
4506;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 juli;20
4507;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 augustus;10
4508;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 september;10
4509;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 oktober;20
4510;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 november;20
4511;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Westerse migratieachtergrond;2022 december;30
4512;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 januari;50
4513;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 februari;40
4514;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 maart;30
4515;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 april;40
4516;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 mei;30
4517;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 juni ;20
4518;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 juli;40
4519;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 augustus;30
4520;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 september;40
4521;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 oktober;60
4522;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 november;30
4523;Totaal mannen en vrouwen;Totaal leeftijd;Forfaitaire loonkostensubsidie;Uitgestroomde personen;Niet-westerse migratieachtergrond;2019 december;30
