ID;Geslacht;Studierichting;Herkomstgroepering;Perioden;Gediplomeerden_1
3804;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;1998/'99;4
3805;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;1999/'00;0
3806;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2000/'01;1
3807;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2001/'02;1
3808;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2002/'03;0
3809;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2003/'04;2
3810;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2004/'05;4
3811;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2005/'06;4
3812;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2006/'07;5
3813;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2007/'08;10
3814;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2008/'09;6
3815;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2009/'10;12
3816;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2010/'11;14
3817;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2011/'12;9
3818;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2012/'13;8
3819;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2013/'14;2
3820;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2014/'15;9
3821;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Marokko, 2e generatie;2015/'16;10
3822;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;1995/'96;33
3823;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;1996/'97;23
3824;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;1997/'98;18
3825;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;1998/'99;16
3826;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;1999/'00;13
3827;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2000/'01;13
3828;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2001/'02;14
3829;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2002/'03;19
3830;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2003/'04;24
3831;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2004/'05;23
3832;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2005/'06;27
3833;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2006/'07;14
3834;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2007/'08;29
3835;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2008/'09;20
3836;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2009/'10;23
3837;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2010/'11;25
3838;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2011/'12;18
3839;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2012/'13;16
3840;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2013/'14;15
3841;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2014/'15;20
3842;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname;2015/'16;18
3843;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;1995/'96;23
3844;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;1996/'97;19
3845;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;1997/'98;11
3846;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;1998/'99;15
3847;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;1999/'00;9
3848;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2000/'01;9
3849;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2001/'02;11
3850;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2002/'03;16
3851;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2003/'04;19
3852;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2004/'05;17
3853;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2005/'06;17
3854;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2006/'07;8
3855;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2007/'08;15
3856;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2008/'09;8
3857;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2009/'10;12
3858;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2010/'11;12
3859;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2011/'12;11
3860;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2012/'13;6
3861;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2013/'14;7
3862;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2014/'15;5
3863;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 1e generatie;2015/'16;3
3864;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;1995/'96;10
3865;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;1996/'97;4
3866;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;1997/'98;7
3867;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;1998/'99;1
3868;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;1999/'00;4
3869;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2000/'01;4
3870;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2001/'02;3
3871;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2002/'03;3
3872;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2003/'04;5
3873;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2004/'05;6
3874;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2005/'06;10
3875;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2006/'07;6
3876;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2007/'08;14
3877;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2008/'09;12
3878;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2009/'10;11
3879;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2010/'11;13
3880;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2011/'12;7
3881;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2012/'13;10
3882;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2013/'14;8
3883;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2014/'15;15
3884;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Suriname, 2e generatie;2015/'16;15
3885;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;1995/'96;27
3886;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;1996/'97;20
3887;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;1997/'98;24
3888;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;1998/'99;11
3889;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;1999/'00;13
3890;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2000/'01;24
3891;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2001/'02;17
3892;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2002/'03;17
3893;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2003/'04;29
3894;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2004/'05;29
3895;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2005/'06;28
3896;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2006/'07;19
3897;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2007/'08;18
3898;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2008/'09;11
3899;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2009/'10;14
3900;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2010/'11;24
3901;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2011/'12;14
3902;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2012/'13;15
3903;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2013/'14;17
3904;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2014/'15;19
3905;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(voormalige) Nederlandse Antillen, Aruba;2015/'16;20
3906;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;1995/'96;17
3907;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;1996/'97;13
3908;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;1997/'98;18
3909;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;1998/'99;8
3910;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;1999/'00;11
3911;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2000/'01;22
3912;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2001/'02;14
3913;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2002/'03;13
3914;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2003/'04;26
3915;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2004/'05;26
3916;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2005/'06;21
3917;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2006/'07;14
3918;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2007/'08;12
3919;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2008/'09;9
3920;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2009/'10;7
3921;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2010/'11;13
3922;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2011/'12;11
3923;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2012/'13;9
3924;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2013/'14;11
3925;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2014/'15;11
3926;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 1e generatie;2015/'16;8
3927;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;1995/'96;10
3928;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;1996/'97;7
3929;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;1997/'98;6
3930;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;1998/'99;3
3931;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;1999/'00;2
3932;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2000/'01;2
3933;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2001/'02;3
3934;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2002/'03;4
3935;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2003/'04;3
3936;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2004/'05;3
3937;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2005/'06;7
3938;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2006/'07;5
3939;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2007/'08;6
3940;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2008/'09;2
3941;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2009/'10;7
3942;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2010/'11;11
3943;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2011/'12;3
3944;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2012/'13;6
3945;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2013/'14;6
3946;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2014/'15;8
3947;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;(vm) Ned Antillen, Aruba, 2e generatie;2015/'16;12
3948;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;1995/'96;13
3949;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;1996/'97;15
3950;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;1997/'98;36
3951;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;1998/'99;14
3952;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;1999/'00;16
3953;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2000/'01;12
3954;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2001/'02;12
3955;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2002/'03;12
3956;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2003/'04;10
3957;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2004/'05;16
3958;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2005/'06;10
3959;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2006/'07;21
3960;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2007/'08;25
3961;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2008/'09;24
3962;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2009/'10;19
3963;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2010/'11;28
3964;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2011/'12;26
3965;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2012/'13;29
3966;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2013/'14;20
3967;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2014/'15;18
3968;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Overige niet-westerse allochtoon;2015/'16;34
3969;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;1995/'96;9
3970;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;1996/'97;10
3971;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;1997/'98;25
3972;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;1998/'99;10
3973;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;1999/'00;11
3974;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2000/'01;7
3975;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2001/'02;8
3976;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2002/'03;10
3977;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2003/'04;3
3978;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2004/'05;13
3979;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2005/'06;6
3980;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2006/'07;13
3981;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2007/'08;12
3982;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2008/'09;12
3983;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2009/'10;6
3984;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2010/'11;18
3985;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2011/'12;11
3986;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2012/'13;15
3987;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2013/'14;8
3988;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2014/'15;8
3989;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,1e generatie;2015/'16;15
3990;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;1995/'96;4
3991;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;1996/'97;5
3992;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;1997/'98;11
3993;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;1998/'99;4
3994;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;1999/'00;5
3995;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2000/'01;5
3996;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2001/'02;4
3997;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2002/'03;2
3998;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2003/'04;7
3999;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2004/'05;3
4000;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2005/'06;4
4001;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2006/'07;8
4002;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2007/'08;13
4003;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2008/'09;12
4004;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2009/'10;13
4005;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2010/'11;10
4006;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2011/'12;15
4007;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2012/'13;14
4008;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2013/'14;12
4009;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2014/'15;10
4010;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Ov niet-westerse allochtoon,2e generatie;2015/'16;19
4011;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;1995/'96;108
4012;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;1996/'97;78
4013;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;1997/'98;78
4014;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;1998/'99;87
4015;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;1999/'00;101
4016;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2000/'01;81
4017;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2001/'02;84
4018;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2002/'03;96
4019;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2003/'04;30
4020;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2004/'05;39
4021;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2005/'06;32
4022;Totaal mannen en vrouwen;146 Lerarenopleidingen beroepsonderwijs;Herkomst onbekend;2006/'07;28
