ID;Sex;PersonCharacteristics;Periods;NumberOfPersons_1;MeanEquivalisedIncome_2;NumberOfPersonsWithIncome_3;MeanPersonalIncome_4;MedianDevelopmentPurchasingPower_5;PersonsEconomicallyIndependent_6;LowIncomePersons_7
558;Male;SEC: employee;2023;3550.6;45.7;3550.6;60.5;0.6;96.7;0.7
559;Male;SEC: self-employed (total);2011;682.6;35.3;682.6;47.4;;85.0;9.1
560;Male;SEC: self-employed (total);2012;692.5;35.1;692.5;46.3;-2.3;83.5;10.0
561;Male;SEC: self-employed (total);2013;699.1;34.2;699.1;46.1;-3.0;83.2;10.0
562;Male;SEC: self-employed (total);2014;717.2;39.4;717.2;47.5;3.7;84.1;8.8
563;Male;SEC: self-employed (total);2015;735.7;35.8;735.7;48.2;1.4;84.9;8.3
564;Male;SEC: self-employed (total);2016;753.7;38.8;753.7;49.9;4.8;86.0;7.0
565;Male;SEC: self-employed (total);2017;760.2;40.5;760.2;52.3;2.5;87.0;6.4
566;Male;SEC: self-employed (total);2018;789.7;42.3;789.7;53.3;2.0;87.9;5.9
567;Male;SEC: self-employed (total);2019;816.7;48.9;816.7;54.5;2.2;88.2;5.5
568;Male;SEC: self-employed (total);2020;821.6;46.6;821.6;55.1;2.7;84.6;4.9
569;Male;SEC: self-employed (total);2021;849.4;48.3;849.4;57.9;2.2;86.6;4.7
570;Male;SEC: self-employed (total);2022;893.2;51.1;893.2;59.9;-1.4;89.8;4.4
571;Male;SEC: self-employed (total);2023;921.4;54.3;921.4;61.3;-1.8;88.5;5.1
572;Male;SEC: benefit recipient and pensioner;2011;1876.6;23.6;1876.6;26.6;;5.1;8.9
573;Male;SEC: benefit recipient and pensioner;2012;1932.9;24.0;1932.9;26.6;-1.2;4.7;10.3
574;Male;SEC: benefit recipient and pensioner;2013;2006.5;24.0;2006.5;26.8;-2.7;4.7;11.6
575;Male;SEC: benefit recipient and pensioner;2014;2030.6;25.2;2030.6;27.6;0.8;4.7;11.3
576;Male;SEC: benefit recipient and pensioner;2015;2028.4;24.8;2028.4;27.4;0.1;4.8;11.4
577;Male;SEC: benefit recipient and pensioner;2016;2028.0;25.5;2028.0;28.0;0.9;5.3;11.5
578;Male;SEC: benefit recipient and pensioner;2017;2045.9;27.2;2045.9;31.0;-0.1;6.5;12.0
579;Male;SEC: benefit recipient and pensioner;2018;2011.5;26.3;2011.5;28.8;-0.3;5.3;12.2
580;Male;SEC: benefit recipient and pensioner;2019;1998.5;28.1;1998.5;29.5;0.7;5.5;11.6
581;Male;SEC: benefit recipient and pensioner;2020;2062.4;28.2;2062.4;29.9;1.2;5.2;10.6
582;Male;SEC: benefit recipient and pensioner;2021;2064.1;29.4;2064.1;30.9;-0.3;5.7;9.9
583;Male;SEC: benefit recipient and pensioner;2022;2042.0;30.7;2042.0;31.5;-2.8;4.8;6.3
584;Male;SEC: benefit recipient and pensioner;2023;2041.1;33.4;2041.1;34.2;-0.2;5.1;5.3
585;Male;SEC: benefit claimant;2011;546.6;18.5;546.6;20.9;;2.9;26.3
586;Male;SEC: benefit claimant;2012;572.0;18.6;572.0;20.9;-1.4;2.9;29.6
587;Male;SEC: benefit claimant;2013;622.3;18.8;622.3;21.3;-1.7;3.1;31.6
588;Male;SEC: benefit claimant;2014;630.5;19.4;630.5;21.3;1.4;2.9;31.5
589;Male;SEC: benefit claimant;2015;614.1;19.4;614.1;21.1;0.6;2.7;33.2
590;Male;SEC: benefit claimant;2016;599.1;19.7;599.1;21.1;1.3;2.7;34.6
591;Male;SEC: benefit claimant;2017;590.5;20.0;590.5;21.2;0.3;2.6;36.5
592;Male;SEC: benefit claimant;2018;561.0;20.2;561.0;21.6;-0.1;2.6;37.6
593;Male;SEC: benefit claimant;2019;540.8;21.2;540.8;22.1;0.7;2.6;36.5
594;Male;SEC: benefit claimant;2020;575.0;21.8;575.0;22.0;1.7;2.4;32.1
595;Male;SEC: benefit claimant;2021;549.6;22.4;549.6;22.5;0.1;2.5;32.0
596;Male;SEC: benefit claimant;2022;530.4;23.6;530.4;23.1;2.5;2.4;20.7
597;Male;SEC: benefit claimant;2023;521.1;25.8;521.1;25.8;1.5;2.6;16.4
598;Male;SEC: claiming unemployment benefit;2011;92.9;21.6;92.9;27.3;;8.9;10.3
599;Male;SEC: claiming unemployment benefit;2012;109.6;21.6;109.6;27.1;-1.9;8.6;10.9
600;Male;SEC: claiming unemployment benefit;2013;138.8;22.0;138.8;27.3;-2.0;8.5;11.0
601;Male;SEC: claiming unemployment benefit;2014;142.0;22.7;142.0;27.5;0.0;8.0;10.2
602;Male;SEC: claiming unemployment benefit;2015;120.1;23.3;120.1;28.1;0.2;8.1;9.2
603;Male;SEC: claiming unemployment benefit;2016;98.7;24.3;98.7;28.8;1.7;9.1;8.6
604;Male;SEC: claiming unemployment benefit;2017;80.0;25.2;80.0;29.5;0.4;9.8;8.3
605;Male;SEC: claiming unemployment benefit;2018;62.7;25.9;62.7;30.5;0.5;10.7;8.3
606;Male;SEC: claiming unemployment benefit;2019;54.9;27.0;54.9;30.7;1.1;11.0;8.1
607;Male;SEC: claiming unemployment benefit;2020;62.1;27.1;62.1;29.6;1.2;10.0;8.8
608;Male;SEC: claiming unemployment benefit;2021;50.9;27.8;50.9;29.8;1.1;11.6;8.0
609;Male;SEC: claiming unemployment benefit;2022;33.7;29.7;33.7;31.7;-1.2;12.0;5.9
610;Male;SEC: claiming unemployment benefit;2023;33.5;31.8;33.5;33.6;-0.1;12.7;6.3
611;Male;SEC: claiming social provision benefit;2011;219.9;14.6;219.9;13.2;;0.1;52.0
612;Male;SEC: claiming social provision benefit;2012;231.4;14.6;231.4;13.2;-1.4;0.1;58.1
613;Male;SEC: claiming social provision benefit;2013;254.1;14.7;254.1;13.5;-1.7;0.0;61.3
614;Male;SEC: claiming social provision benefit;2014;264.3;15.3;264.3;13.6;1.9;0.1;60.6
615;Male;SEC: claiming social provision benefit;2015;273.4;15.4;273.4;13.6;0.8;0.1;61.9
616;Male;SEC: claiming social provision benefit;2016;280.6;15.5;280.6;13.7;1.3;0.0;62.9
617;Male;SEC: claiming social provision benefit;2017;287.4;15.8;287.4;14.0;0.4;0.0;64.5
618;Male;SEC: claiming social provision benefit;2018;273.1;15.9;273.1;14.1;-0.2;0.0;66.2
619;Male;SEC: claiming social provision benefit;2019;260.4;16.7;260.4;14.4;0.5;0.0;65.0
620;Male;SEC: claiming social provision benefit;2020;285.8;17.5;285.8;14.5;1.7;0.1;55.2
621;Male;SEC: claiming social provision benefit;2021;274.7;18.0;274.7;14.9;-0.1;0.1;54.8
622;Male;SEC: claiming social provision benefit;2022;274.4;19.2;274.4;15.3;4.9;0.1;35.9
623;Male;SEC: claiming social provision benefit;2023;262.7;20.6;262.7;17.2;1.2;0.1;27.9
624;Male;SEC: claiming disability benefit;2011;233.8;21.1;233.8;25.6;;3.1;9.7
625;Male;SEC: claiming disability benefit;2012;231.0;21.2;231.0;25.7;-1.1;3.0;11.0
626;Male;SEC: claiming disability benefit;2013;229.4;21.4;229.4;26.2;-1.6;3.1;12.5
627;Male;SEC: claiming disability benefit;2014;224.3;22.0;224.3;26.4;0.9;3.1;12.0
628;Male;SEC: claiming disability benefit;2015;220.6;22.2;220.6;26.5;0.3;3.1;12.0
629;Male;SEC: claiming disability benefit;2016;219.7;22.9;219.7;27.0;1.4;3.2;11.2
630;Male;SEC: claiming disability benefit;2017;223.1;23.5;223.1;27.6;0.1;3.4;11.4
631;Male;SEC: claiming disability benefit;2018;225.2;23.7;225.2;28.1;0.1;3.5;11.7
632;Male;SEC: claiming disability benefit;2019;225.5;25.1;225.5;28.8;1.1;3.6;11.1
633;Male;SEC: claiming disability benefit;2020;227.2;25.8;227.2;29.5;1.8;3.3;10.3
634;Male;SEC: claiming disability benefit;2021;224.0;26.6;224.0;30.0;0.2;3.5;10.2
635;Male;SEC: claiming disability benefit;2022;222.3;28.2;222.3;31.4;-1.6;3.8;5.3
636;Male;SEC: claiming disability benefit;2023;225.0;30.9;225.0;34.7;2.0;4.1;4.9
637;Male;SEC: pensioner;2011;1330.0;25.7;1330.0;28.9;;12.1;1.9
638;Male;SEC: pensioner;2012;1360.9;26.3;1360.9;29.0;-1.2;11.7;2.5
639;Male;SEC: pensioner;2013;1384.2;26.3;1384.2;29.3;-3.1;12.6;2.8
640;Male;SEC: pensioner;2014;1400.1;27.8;1400.1;30.4;0.7;15.1;2.5
641;Male;SEC: pensioner;2015;1414.2;27.2;1414.2;30.1;0.0;18.0;2.3
642;Male;SEC: pensioner;2016;1428.9;27.9;1428.9;30.9;0.8;21.3;2.2
643;Male;SEC: pensioner;2017;1455.5;30.1;1455.5;35.0;-0.3;28.2;2.3
644;Male;SEC: pensioner;2018;1450.5;28.6;1450.5;31.6;-0.4;21.8;2.7
645;Male;SEC: pensioner;2019;1457.7;30.6;1457.7;32.3;0.7;22.4;2.6
646;Male;SEC: pensioner;2020;1487.4;30.7;1487.4;32.9;1.1;23.3;2.6
647;Male;SEC: pensioner;2021;1514.5;32.0;1514.5;33.9;-0.3;26.1;2.3
648;Male;SEC: pensioner;2022;1511.6;33.2;1511.6;34.5;-3.1;21.0;1.6
649;Male;SEC: pensioner;2023;1520.0;36.1;1520.0;37.0;-0.6;20.6;1.6
650;Male;SEC: (school) child or student;2011;2131.9;25.0;632.1;4.2;;;7.6
651;Male;SEC: (school) child or student;2012;2139.2;25.1;636.4;4.3;-0.9;;8.8
652;Male;SEC: (school) child or student;2013;2143.4;25.3;643.2;4.3;0.0;;9.5
653;Male;SEC: (school) child or student;2014;2145.4;26.8;655.6;4.3;2.7;;9.2
654;Male;SEC: (school) child or student;2015;2137.4;26.7;662.9;4.4;2.7;;8.8
655;Male;SEC: (school) child or student;2016;2125.3;28.1;663.0;4.4;4.9;;8.1
656;Male;SEC: (school) child or student;2017;2116.0;29.3;669.9;4.4;1.9;;7.7
657;Male;SEC: (school) child or student;2018;2102.4;29.9;674.4;4.4;2.1;;7.6
658;Male;SEC: (school) child or student;2019;2087.4;32.4;674.7;4.5;2.8;;7.0
659;Male;SEC: (school) child or student;2020;2074.4;33.0;645.8;4.7;4.4;;6.5
660;Male;SEC: (school) child or student;2021;2056.6;34.6;656.3;4.8;2.9;;5.8
661;Male;SEC: (school) child or student;2022;2040.4;36.8;682.4;5.1;0.4;;4.6
662;Male;SEC: (school) child or student;2023;2030.1;39.5;684.0;5.6;1.6;;4.0
663;Male;SEC: other (without income);2011;66.7;18.7;;;;0.0;27.7
664;Male;SEC: other (without income);2012;70.2;18.5;;;-1.6;0.0;29.6
665;Male;SEC: other (without income);2013;76.0;18.8;;;-1.3;0.0;30.7
666;Male;SEC: other (without income);2014;77.6;20.3;;;1.7;0.0;29.1
667;Male;SEC: other (without income);2015;79.6;19.6;;;0.8;0.0;28.3
668;Male;SEC: other (without income);2016;79.3;21.0;;;2.2;0.0;25.7
669;Male;SEC: other (without income);2017;76.4;21.5;;;0.1;0.0;25.2
670;Male;SEC: other (without income);2018;77.7;22.1;;;0.2;0.0;26.2
671;Male;SEC: other (without income);2019;79.7;24.9;;;1.3;0.0;25.7
672;Male;SEC: other (without income);2020;79.8;23.9;;;2.4;0.0;24.0
673;Male;SEC: other (without income);2021;83.7;25.2;;;0.8;0.0;23.1
674;Male;SEC: other (without income);2022;72.2;27.7;;;-0.5;0.0;19.7
675;Male;SEC: other (without income);2023;97.2;27.9;;;-0.1;0.0;22.4
676;Female;Total persons;2011;8225.9;26.4;6290.1;20.9;;56.5;6.0
677;Female;Total persons;2012;8259.0;26.6;6345.8;21.3;-1.1;56.8;7.0
678;Female;Total persons;2013;8285.1;26.8;6383.2;21.7;-1.2;56.7;7.7
679;Female;Total persons;2014;8293.7;28.3;6412.4;22.1;1.8;57.1;7.4
680;Female;Total persons;2015;8330.7;28.1;6472.1;22.5;1.3;57.9;7.1
681;Female;Total persons;2016;8360.9;29.3;6532.8;23.1;2.7;59.3;6.6
682;Female;Total persons;2017;8411.4;30.4;6623.4;23.8;0.6;60.7;6.5
683;Female;Total persons;2018;8457.6;30.8;6708.7;24.4;0.4;62.5;6.5
684;Female;Total persons;2019;8507.7;33.2;6792.5;25.4;1.4;64.0;6.1
685;Female;Total persons;2020;8558.0;33.7;6853.7;26.4;2.4;64.4;5.6
686;Female;Total persons;2021;8596.8;35.3;6942.7;27.5;1.2;66.5;5.1
687;Female;Total persons;2022;8649.0;37.4;7054.7;29.2;-1.1;69.1;3.7
688;Female;Total persons;2023;8749.5;40.3;7151.6;31.4;0.3;69.5;3.3
689;Female;Age: 0 to 14 years;2011;1408.0;25.4;48.1;0.8;;;8.6
690;Female;Age: 0 to 14 years;2012;1402.3;25.4;46.0;0.8;-0.8;;9.7
691;Female;Age: 0 to 14 years;2013;1392.1;25.8;43.4;0.8;-0.1;;10.6
692;Female;Age: 0 to 14 years;2014;1378.7;27.4;42.6;0.8;2.7;;10.3
693;Female;Age: 0 to 14 years;2015;1367.9;27.3;45.9;0.9;2.5;;9.9
694;Female;Age: 0 to 14 years;2016;1353.5;28.7;47.9;0.8;4.9;;9.2
695;Female;Age: 0 to 14 years;2017;1343.6;29.8;52.5;0.8;1.7;;8.8
696;Female;Age: 0 to 14 years;2018;1334.3;30.4;58.8;0.8;1.8;;8.7
697;Female;Age: 0 to 14 years;2019;1324.0;32.7;62.3;0.9;2.5;;8.1
698;Female;Age: 0 to 14 years;2020;1317.1;33.3;55.1;0.8;4.2;;7.5
699;Female;Age: 0 to 14 years;2021;1310.1;34.9;67.6;0.9;2.7;;6.6
700;Female;Age: 0 to 14 years;2022;1310.2;37.1;82.4;0.9;0.0;;5.3
701;Female;Age: 0 to 14 years;2023;1315.2;39.6;87.7;1.0;1.2;;4.6
702;Female;Age: 15 to 24 years;2011;978.3;24.3;906.6;9.8;;61.1;6.1
703;Female;Age: 15 to 24 years;2012;978.1;24.2;902.0;9.6;-0.3;59.0;7.2
704;Female;Age: 15 to 24 years;2013;978.6;24.5;898.4;9.5;0.8;56.8;7.8
705;Female;Age: 15 to 24 years;2014;982.1;25.8;900.0;9.3;3.5;56.3;7.4
706;Female;Age: 15 to 24 years;2015;986.3;25.7;903.8;9.4;3.8;57.3;6.9
707;Female;Age: 15 to 24 years;2016;990.7;27.1;905.5;9.5;5.9;60.3;6.2
708;Female;Age: 15 to 24 years;2017;996.2;28.6;913.7;9.8;3.7;63.5;5.9
709;Female;Age: 15 to 24 years;2018;1005.3;29.2;924.3;10.3;3.9;67.2;5.6
710;Female;Age: 15 to 24 years;2019;1013.1;32.1;934.4;10.8;4.9;69.8;5.1
711;Female;Age: 15 to 24 years;2020;1015.9;32.9;927.3;11.3;5.7;70.1;4.6
712;Female;Age: 15 to 24 years;2021;1018.0;34.5;942.1;11.9;4.6;74.0;4.0
713;Female;Age: 15 to 24 years;2022;1027.3;36.6;967.7;12.9;2.0;78.3;3.3
714;Female;Age: 15 to 24 years;2023;1040.2;39.8;985.2;14.2;3.4;77.8;3.1
715;Female;Age: 25 to 44 years;2011;2168.9;26.3;2012.4;26.2;;65.6;7.1
716;Female;Age: 25 to 44 years;2012;2148.4;26.3;1998.8;26.6;-0.8;65.5;8.2
717;Female;Age: 25 to 44 years;2013;2127.7;26.5;1978.4;27.1;-0.1;65.1;9.2
718;Female;Age: 25 to 44 years;2014;2104.9;27.8;1958.1;27.6;2.7;65.2;8.9
719;Female;Age: 25 to 44 years;2015;2081.8;27.9;1938.7;28.0;2.4;65.9;8.6
720;Female;Age: 25 to 44 years;2016;2066.1;29.3;1931.0;28.7;4.8;67.5;7.9
721;Female;Age: 25 to 44 years;2017;2062.5;30.2;1938.5;29.3;1.5;68.9;7.6
722;Female;Age: 25 to 44 years;2018;2065.3;30.7;1950.6;30.3;1.7;70.7;7.4
723;Female;Age: 25 to 44 years;2019;2080.5;32.7;1971.7;31.5;2.5;72.2;6.8
724;Female;Age: 25 to 44 years;2020;2102.2;33.7;1998.1;32.9;4.2;72.1;5.9
725;Female;Age: 25 to 44 years;2021;2119.8;35.5;2020.4;34.4;2.6;74.1;5.4
726;Female;Age: 25 to 44 years;2022;2142.0;37.7;2052.1;36.8;0.1;76.7;3.7
727;Female;Age: 25 to 44 years;2023;2193.0;40.3;2095.9;39.5;1.1;76.9;3.7
728;Female;Age: 45 to 64 years;2011;2311.2;29.8;1964.1;24.3;;46.9;5.9
729;Female;Age: 45 to 64 years;2012;2312.4;29.9;1981.7;25.0;-1.4;48.1;6.6
730;Female;Age: 45 to 64 years;2013;2316.6;30.1;1993.3;25.8;-1.1;48.9;7.5
731;Female;Age: 45 to 64 years;2014;2325.2;32.1;2009.4;26.6;2.0;49.8;7.3
732;Female;Age: 45 to 64 years;2015;2345.6;31.6;2035.4;27.3;1.5;50.7;7.4
733;Female;Age: 45 to 64 years;2016;2364.7;33.0;2063.4;28.3;3.0;52.1;7.2
734;Female;Age: 45 to 64 years;2017;2384.0;34.3;2094.5;29.4;0.5;53.4;7.3
735;Female;Age: 45 to 64 years;2018;2393.6;34.5;2117.0;30.2;0.4;54.9;7.5
736;Female;Age: 45 to 64 years;2019;2396.0;37.6;2138.1;31.4;1.5;56.8;7.2
737;Female;Age: 45 to 64 years;2020;2394.4;37.9;2152.8;32.6;2.6;57.4;6.7
738;Female;Age: 45 to 64 years;2021;2387.2;39.7;2158.7;34.0;1.4;59.4;6.4
739;Female;Age: 45 to 64 years;2022;2375.7;42.1;2170.4;36.0;-1.1;62.0;4.4
740;Female;Age: 45 to 64 years;2023;2373.4;45.5;2172.7;38.6;0.1;63.1;3.6
741;Female;Age: 65 years or older;2011;1359.4;23.6;1358.8;16.4;;;1.9
742;Female;Age: 65 years or older;2012;1417.9;24.3;1417.3;16.7;-1.2;;2.8
743;Female;Age: 65 years or older;2013;1470.2;24.3;1469.7;16.8;-2.7;;3.2
744;Female;Age: 65 years or older;2014;1502.9;25.6;1502.3;17.2;0.9;;2.8
745;Female;Age: 65 years or older;2015;1549.1;25.3;1548.2;17.5;0.2;;2.2
746;Female;Age: 65 years or older;2016;1585.9;25.9;1584.9;18.0;0.9;;2.2
747;Female;Age: 65 years or older;2017;1625.1;26.7;1624.2;18.6;-0.1;;2.3
748;Female;Age: 65 years or older;2018;1659.2;26.7;1658.1;18.8;-0.3;;2.6
749;Female;Age: 65 years or older;2019;1694.1;28.6;1686.1;19.6;0.7;21.6;2.6
750;Female;Age: 65 years or older;2020;1728.5;28.7;1720.5;20.3;1.2;23.1;2.6
751;Female;Age: 65 years or older;2021;1761.6;29.8;1753.9;21.0;-0.2;24.6;2.2
752;Female;Age: 65 years or older;2022;1793.8;31.5;1782.1;22.2;-2.9;26.3;1.7
753;Female;Age: 65 years or older;2023;1827.8;34.2;1810.1;24.1;-0.5;27.1;1.9
754;Female;Background: Dutch;2011;6550.2;27.3;5086.9;21.1;;59.0;4.0
755;Female;Background: Dutch;2012;6552.2;27.5;5115.7;21.5;-1.1;59.6;4.5
756;Female;Background: Dutch;2013;6551.6;27.8;5132.4;21.9;-1.1;59.8;5.0
757;Female;Background: Dutch;2014;6533.4;29.4;5138.5;22.3;1.8;60.4;4.8
758;Female;Background: Dutch;2015;6535.6;29.1;5166.1;22.7;1.2;61.3;4.6
759;Female;Background: Dutch;2016;6527.0;30.5;5190.5;23.4;2.6;62.9;4.2
760;Female;Background: Dutch;2017;6528.3;31.6;5232.5;24.1;0.5;64.4;4.1
761;Female;Background: Dutch;2018;6518.2;32.0;5262.4;24.7;0.3;66.1;4.0
762;Female;Background: Dutch;2019;6509.7;34.5;5290.7;25.7;1.3;67.7;3.7
763;Female;Background: Dutch;2020;6500.0;35.0;5300.8;26.7;2.3;68.2;3.4
764;Female;Background: Dutch;2021;;;;;;;
765;Female;Background: Dutch;2022;;;;;;;
766;Female;Background: Dutch;2023;;;;;;;
767;Female;Background: western;2011;758.9;26.5;600.8;22.5;;54.0;8.0
768;Female;Background: western;2012;770.7;26.6;611.4;22.9;-1.2;54.2;9.2
769;Female;Background: western;2013;781.6;26.7;619.4;23.2;-1.4;53.9;10.2
770;Female;Background: western;2014;792.4;28.2;628.4;23.8;1.8;54.2;9.7
771;Female;Background: western;2015;807.2;28.2;640.9;24.3;1.2;55.1;9.0
772;Female;Background: western;2016;820.7;29.3;652.8;24.9;2.5;56.5;8.4
773;Female;Background: western;2017;837.2;30.3;669.3;25.7;0.6;58.1;8.0
774;Female;Background: western;2018;856.6;30.6;688.3;26.4;0.5;60.2;7.8
775;Female;Background: western;2019;878.1;33.0;708.8;27.5;1.4;62.1;7.3
776;Female;Background: western;2020;901.1;33.3;726.8;28.5;2.2;61.9;6.7
777;Female;Background: western;2021;;;;;;;
778;Female;Background: western;2022;;;;;;;
779;Female;Background: western;2023;;;;;;;
780;Female;Background: non-western;2011;916.7;19.7;602.3;17.9;;40.8;19.4
781;Female;Background: non-western;2012;936.1;19.7;618.7;18.1;-1.8;40.1;23.0
782;Female;Background: non-western;2013;952.0;19.9;631.4;18.3;-1.1;39.2;25.2
783;Female;Background: non-western;2014;967.9;20.8;645.5;18.7;2.2;38.9;24.1
784;Female;Background: non-western;2015;987.8;21.3;665.1;18.7;2.1;39.4;22.6
785;Female;Background: non-western;2016;1013.2;22.3;689.5;19.1;3.5;40.6;21.5
786;Female;Background: non-western;2017;1046.0;23.1;721.6;19.8;1.6;42.1;20.9
787;Female;Background: non-western;2018;1082.8;23.9;758.1;20.5;1.4;44.4;20.8
788;Female;Background: non-western;2019;1119.9;25.4;793.0;21.5;2.3;46.5;19.2
789;Female;Background: non-western;2020;1156.9;26.6;826.2;22.7;3.3;46.9;17.2
790;Female;Background: non-western;2021;;;;;;;
791;Female;Background: non-western;2022;;;;;;;
792;Female;Background: non-western;2023;;;;;;;
793;Female;Pos. in hh.: main earner;2011;2440.9;21.9;2433.2;28.3;;68.3;10.7
794;Female;Pos. in hh.: main earner;2012;2498.3;22.1;2490.1;28.6;-1.1;68.2;12.3
795;Female;Pos. in hh.: main earner;2013;2549.6;22.3;2540.6;29.0;-1.4;67.7;13.6
796;Female;Pos. in hh.: main earner;2014;2572.6;23.3;2563.3;29.8;1.7;67.9;12.9
797;Female;Pos. in hh.: main earner;2015;2627.4;23.5;2617.5;30.1;1.1;68.1;12.1
798;Female;Pos. in hh.: main earner;2016;2660.6;24.4;2648.0;30.9;1.7;68.8;11.5
799;Female;Pos. in hh.: main earner;2017;2695.2;25.1;2681.7;31.8;0.4;69.5;11.4
800;Female;Pos. in hh.: main earner;2018;2731.4;25.5;2714.5;32.5;0.0;70.7;11.2
801;Female;Pos. in hh.: main earner;2019;2774.7;27.1;2757.6;33.7;1.0;71.8;10.6
802;Female;Pos. in hh.: main earner;2020;2836.3;28.0;2817.8;35.0;1.9;71.8;9.5
803;Female;Pos. in hh.: main earner;2021;2874.7;29.3;2858.0;36.3;0.3;73.3;8.7
804;Female;Pos. in hh.: main earner;2022;2930.8;31.2;2930.8;38.4;-1.1;75.5;5.6
805;Female;Pos. in hh.: main earner;2023;3015.7;33.6;3005.7;40.9;0.2;75.2;5.0
806;Female;Pos. in hh.: main earner without partner;2011;1818.5;19.5;1811.8;24.7;;59.3;12.2
807;Female;Pos. in hh.: main earner without partner;2012;1849.4;19.8;1842.1;25.0;-1.1;58.9;14.2
808;Female;Pos. in hh.: main earner without partner;2013;1873.7;19.9;1865.7;25.2;-1.5;58.1;15.9
809;Female;Pos. in hh.: main earner without partner;2014;1882.4;20.6;1874.1;25.7;1.6;58.0;15.4
810;Female;Pos. in hh.: main earner without partner;2015;1914.0;20.8;1905.3;25.7;1.0;58.2;14.4
811;Female;Pos. in hh.: main earner without partner;2016;1934.8;21.4;1923.4;26.3;1.5;58.9;13.9
812;Female;Pos. in hh.: main earner without partner;2017;1957.2;21.9;1945.0;27.0;0.4;59.6;13.9
813;Female;Pos. in hh.: main earner without partner;2018;1977.9;22.3;1962.4;27.5;-0.1;61.2;13.6
814;Female;Pos. in hh.: main earner without partner;2019;2002.2;23.5;1986.6;28.4;0.9;62.6;13.0
815;Female;Pos. in hh.: main earner without partner;2020;2020.5;24.3;2003.6;29.4;1.7;62.5;11.6
816;Female;Pos. in hh.: main earner without partner;2021;2037.7;25.4;2022.6;30.4;0.1;64.1;10.7
817;Female;Pos. in hh.: main earner without partner;2022;2074.1;27.0;2074.1;32.1;-1.0;66.6;6.6
818;Female;Pos. in hh.: main earner without partner;2023;2126.6;29.1;2118.0;34.2;0.2;66.5;5.7
819;Female;Pos. in hh.: main earner with partner;2011;622.4;28.7;621.5;38.6;;85.6;6.4
820;Female;Pos. in hh.: main earner with partner;2012;649.0;28.8;648.0;39.0;-1.1;85.4;7.2
821;Female;Pos. in hh.: main earner with partner;2013;676.0;29.1;675.0;39.6;-0.7;85.2;7.5
822;Female;Pos. in hh.: main earner with partner;2014;690.2;30.7;689.2;40.9;2.2;85.7;6.7
823;Female;Pos. in hh.: main earner with partner;2015;713.4;30.8;712.2;41.7;1.6;85.8;6.6
824;Female;Pos. in hh.: main earner with partner;2016;725.7;32.4;724.5;43.1;3.5;86.6;5.6
825;Female;Pos. in hh.: main earner with partner;2017;737.9;33.5;736.7;44.5;0.7;87.2;5.2
826;Female;Pos. in hh.: main earner with partner;2018;753.5;33.9;752.1;45.6;0.7;87.8;5.4
827;Female;Pos. in hh.: main earner with partner;2019;772.4;36.3;771.0;47.2;1.6;88.2;5.0
828;Female;Pos. in hh.: main earner with partner;2020;815.7;37.0;814.2;48.5;2.9;87.9;4.7
829;Female;Pos. in hh.: main earner with partner;2021;837.0;39.1;835.4;50.6;1.5;88.9;4.2
830;Female;Pos. in hh.: main earner with partner;2022;856.7;41.3;856.7;53.5;-1.4;90.7;3.2
831;Female;Pos. in hh.: main earner with partner;2023;889.1;44.4;887.7;56.8;0.1;90.2;3.2
832;Female;Pos. in hh.: partner of main earner;2011;3549.3;29.4;3058.5;18.1;;49.8;2.5
833;Female;Pos. in hh.: partner of main earner;2012;3523.8;29.6;3054.4;18.4;-1.2;50.2;2.9
834;Female;Pos. in hh.: partner of main earner;2013;3502.1;29.9;3041.3;18.7;-1.4;50.4;3.2
835;Female;Pos. in hh.: partner of main earner;2014;3493.1;31.7;3043.0;19.0;1.6;50.9;3.1
836;Female;Pos. in hh.: partner of main earner;2015;3473.4;31.3;3034.1;19.4;0.9;51.8;3.0
837;Female;Pos. in hh.: partner of main earner;2016;3466.1;32.7;3044.4;20.0;2.5;53.4;2.7
838;Female;Pos. in hh.: partner of main earner;2017;3469.3;34.0;3070.7;20.7;0.3;55.0;2.7
839;Female;Pos. in hh.: partner of main earner;2018;3470.3;34.1;3094.8;21.3;0.3;56.9;2.8
840;Female;Pos. in hh.: partner of main earner;2019;3467.4;37.0;3109.9;22.2;1.3;58.5;2.6
841;Female;Pos. in hh.: partner of main earner;2020;3447.0;37.4;3110.5;23.1;2.1;58.9;2.4
842;Female;Pos. in hh.: partner of main earner;2021;3449.3;39.1;3131.3;24.1;0.9;61.3;2.3
843;Female;Pos. in hh.: partner of main earner;2022;3445.7;41.4;3145.9;25.6;-2.1;63.9;1.9
844;Female;Pos. in hh.: partner of main earner;2023;3435.0;44.7;3138.4;27.6;-0.1;64.6;1.9
845;Female;Pos. in hh.: child underage;2011;1668.4;25.8;273.4;1.9;;18.5;8.0
846;Female;Pos. in hh.: child underage;2012;1659.5;25.9;265.4;2.0;-0.7;16.6;9.1
847;Female;Pos. in hh.: child underage;2013;1647.4;26.2;258.1;2.0;0.2;15.8;10.0
848;Female;Pos. in hh.: child underage;2014;1637.8;27.9;259.4;2.0;2.9;13.4;9.7
849;Female;Pos. in hh.: child underage;2015;1630.1;27.7;267.0;2.0;2.8;11.8;9.2
850;Female;Pos. in hh.: child underage;2016;1622.6;29.2;278.6;2.0;5.1;15.7;8.5
