ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;Onderzoekspopulatie_1;Innovatoren_2;BedrijvenMetProductinnovaties_3;Goederen_4;DoorHetEigenBedrijf_5;InEenSamenwerkingsverband_6;DoorAanpassing_7;UitsluitendDoorDerden_8;Diensten_9;DoorHetEigenBedrijf_10;InEenSamenwerkingsverband_11;DoorAanpassing_12;UitsluitendDoorDerden_13;NieuwVoorDeMarkt_14;AlleenNieuwVoorHetBedrijf_15;BedrijvenMetProcesinnovaties_16;ProductieVanGoederenEnDiensten_17;Logistiek_18;InformatieverwerkingOfCommunicatie_19;Administratie_20;ProceduresOfExterneRelaties_21;BesluitvormingOfPersoneelsbeheer_22;MarketingOfService_23;DoorHetEigenBedrijf_24;InEenSamenwerkingsverband_25;DoorAanpassing_26;UitsluitendDoorDerden_27;NieuwVoorDeMarkt_28;AlleenNieuweVoorHetBedrijf_29;Onbekend_30;AfgebrokenInnovaties_31;OnafgerondeInnovaties_32
200;10 of meer werkzame personen;72 Research;2020 - 2022;440.0;370.0;165.0;115.0;91.0;57.0;14.0;2.0;85.0;87.0;32.0;19.0;10.0;95.0;60.0;220.0;140.0;30.0;110.0;100.0;100.0;100.0;50.0;65.0;57.0;17.0;11.0;85.0;105.0;30.0;80.0;220.0
201;10 of meer werkzame personen;73-75 Reclame, design, overige diensten;2016 - 2018;1330.0;480.0;290.0;80.0;40.0;8.0;21.0;57.0;240.0;88.0;53.0;36.0;23.0;15.0;70.0;395.0;80.0;55.0;185.0;170.0;175.0;140.0;130.0;70.0;57.0;23.0;11.0;15.0;340.0;40.0;45.0;80.0
202;10 of meer werkzame personen;73-75 Reclame, design, overige diensten;2018 - 2020;1380.0;610.0;295.0;120.0;38.0;5.0;1.0;62.0;290.0;67.0;15.0;31.0;28.0;80.0;115.0;455.0;170.0;100.0;240.0;240.0;90.0;130.0;105.0;39.0;27.0;9.0;27.0;60.0;360.0;30.0;15.0;165.0
203;10 of meer werkzame personen;73-75 Reclame, design, overige diensten;2020 - 2022;1355.0;705.0;335.0;115.0;49.0;48.0;5.0;11.0;295.0;80.0;28.0;15.0;11.0;45.0;90.0;545.0;95.0;50.0;210.0;265.0;155.0;280.0;235.0;73.0;27.0;10.0;18.0;70.0;425.0;45.0;30.0;230.0
204;10 of meer werkzame personen;73 Reclamewezen en marktonderzoek;2016 - 2018;800.0;360.0;210.0;40.0;62.0;5.0;40.0;38.0;190.0;88.0;45.0;28.0;28.0;10.0;35.0;310.0;70.0;20.0;140.0;155.0;135.0;130.0;120.0;76.0;48.0;18.0;12.0;10.0;260.0;40.0;40.0;65.0
205;10 of meer werkzame personen;73 Reclamewezen en marktonderzoek;2018 - 2020;815.0;370.0;165.0;0.0;;;;;165.0;90.0;2.0;9.0;1.0;0.0;0.0;270.0;50.0;15.0;100.0;145.0;30.0;70.0;55.0;42.0;27.0;0.0;32.0;25.0;225.0;20.0;10.0;110.0
206;10 of meer werkzame personen;73 Reclamewezen en marktonderzoek;2020 - 2022;770.0;410.0;200.0;65.0;35.0;64.0;0.0;2.0;155.0;86.0;18.0;0.0;5.0;25.0;50.0;300.0;40.0;0.0;110.0;120.0;60.0;180.0;130.0;78.0;15.0;0.0;21.0;30.0;260.0;15.0;0.0;95.0
207;10 of meer werkzame personen;74 Design, fotografie, vertaalbureaus;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;10 of meer werkzame personen;74 Design, fotografie, vertaalbureaus;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;10 of meer werkzame personen;74 Design, fotografie, vertaalbureaus;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;10 of meer werkzame personen;75 Veterinaire dienstverlening;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;10 of meer werkzame personen;75 Veterinaire dienstverlening;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;10 of meer werkzame personen;75 Veterinaire dienstverlening;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;10 of meer werkzame personen;N Verhuur en overige zakelijke diensten;2016 - 2018;5145.0;1260.0;525.0;215.0;10.0;47.0;27.0;47.0;465.0;70.0;37.0;11.0;8.0;190.0;420.0;1085.0;250.0;150.0;640.0;670.0;345.0;445.0;235.0;45.0;35.0;23.0;31.0;90.0;840.0;155.0;65.0;325.0
214;10 of meer werkzame personen;N Verhuur en overige zakelijke diensten;2018 - 2020;5405.0;1925.0;350.0;155.0;92.0;16.0;0.0;3.0;260.0;55.0;48.0;17.0;8.0;210.0;250.0;1730.0;385.0;215.0;905.0;1120.0;415.0;575.0;500.0;49.0;36.0;23.0;24.0;30.0;1410.0;290.0;55.0;445.0
215;10 of meer werkzame personen;N Verhuur en overige zakelijke diensten;2020 - 2022;5400.0;2090.0;635.0;190.0;46.0;30.0;30.0;19.0;575.0;81.0;16.0;6.0;5.0;200.0;575.0;1940.0;380.0;265.0;955.0;1110.0;735.0;840.0;470.0;57.0;39.0;20.0;12.0;125.0;1575.0;235.0;115.0;565.0
216;10 tot 50 werkzame personen;A-N Business economy en landbouw;2016 - 2018;43950.0;14570.0;6300.0;4245.0;62.0;36.0;20.0;21.0;4040.0;66.0;35.0;23.0;17.0;3670.0;4335.0;12165.0;4035.0;2800.0;6095.0;7130.0;3310.0;3970.0;3830.0;54.0;38.0;14.0;27.0;1230.0;8665.0;2270.0;1605.0;5200.0
217;10 tot 50 werkzame personen;A-N Business economy en landbouw;2018 - 2020;45835.0;18170.0;7460.0;4715.0;65.0;43.0;16.0;15.0;5020.0;66.0;33.0;18.0;20.0;4200.0;5200.0;14925.0;4965.0;3505.0;7615.0;8400.0;3685.0;4995.0;5550.0;54.0;41.0;13.0;22.0;2280.0;10560.0;2085.0;1635.0;5310.0
218;10 tot 50 werkzame personen;A-N Business economy en landbouw;2020 - 2022;47480.0;21275.0;8520.0;5310.0;74.0;38.0;19.0;12.0;5665.0;75.0;32.0;17.0;14.0;4570.0;6125.0;17680.0;5995.0;4180.0;7530.0;9580.0;5020.0;5985.0;6490.0;56.0;44.0;16.0;16.0;2030.0;12785.0;2870.0;2055.0;7465.0
219;10 tot 50 werkzame personen;A Landbouw, bosbouw en visserij;2016 - 2018;1910.0;370.0;5.0;5.0;100.0;100.0;0.0;0.0;0.0;;;;;0.0;0.0;370.0;0.0;0.0;365.0;365.0;0.0;0.0;0.0;1.0;1.0;0.0;99.0;0.0;370.0;0.0;0.0;0.0
220;10 tot 50 werkzame personen;A Landbouw, bosbouw en visserij;2018 - 2020;2000.0;170.0;5.0;5.0;67.0;100.0;33.0;0.0;0.0;;;;;0.0;5.0;170.0;5.0;0.0;165.0;0.0;0.0;0.0;0.0;99.0;99.0;1.0;0.0;0.0;165.0;0.0;0.0;0.0
221;10 tot 50 werkzame personen;A Landbouw, bosbouw en visserij;2020 - 2022;2025.0;895.0;285.0;275.0;73.0;45.0;13.0;23.0;110.0;35.0;55.0;35.0;30.0;195.0;145.0;715.0;470.0;210.0;190.0;315.0;120.0;205.0;215.0;42.0;45.0;18.0;27.0;125.0;480.0;105.0;110.0;355.0
222;10 tot 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2016 - 2018;6250.0;2875.0;1515.0;1380.0;82.0;41.0;22.0;8.0;590.0;48.0;43.0;27.0;31.0;850.0;950.0;2300.0;1300.0;540.0;860.0;1185.0;645.0;825.0;735.0;63.0;44.0;14.0;17.0;365.0;1425.0;510.0;490.0;1370.0
223;10 tot 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2018 - 2020;6190.0;3220.0;1420.0;1325.0;77.0;45.0;14.0;7.0;430.0;70.0;38.0;19.0;13.0;925.0;810.0;2460.0;1425.0;625.0;1025.0;1240.0;640.0;975.0;835.0;61.0;41.0;15.0;15.0;355.0;1725.0;375.0;490.0;1300.0
224;10 tot 50 werkzame personen;B-E Nijverheid (geen bouw) en energie;2020 - 2022;6315.0;3465.0;1735.0;1510.0;82.0;42.0;14.0;6.0;685.0;72.0;33.0;21.0;17.0;875.0;990.0;2625.0;1470.0;635.0;990.0;1115.0;600.0;895.0;775.0;61.0;42.0;13.0;15.0;315.0;1865.0;445.0;370.0;1475.0
225;10 tot 50 werkzame personen;B Delfstoffenwinning;2016 - 2018;35.0;10.0;5.0;0.0;;;;;5.0;61.0;100.0;100.0;61.0;0.0;5.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;61.0;0.0;39.0;0.0;5.0;0.0;0.0;5.0
226;10 tot 50 werkzame personen;B Delfstoffenwinning;2018 - 2020;30.0;10.0;5.0;0.0;;;;;0.0;;;;;5.0;0.0;10.0;5.0;0.0;5.0;5.0;0.0;5.0;0.0;54.0;66.0;21.0;0.0;0.0;5.0;0.0;0.0;5.0
227;10 tot 50 werkzame personen;B Delfstoffenwinning;2020 - 2022;35.0;15.0;5.0;5.0;50.0;50.0;0.0;0.0;5.0;100.0;100.0;0.0;0.0;5.0;5.0;10.0;5.0;0.0;0.0;0.0;5.0;0.0;5.0;63.0;37.0;0.0;0.0;0.0;5.0;5.0;5.0;10.0
228;10 tot 50 werkzame personen;C Industrie;2016 - 2018;5975.0;2770.0;1485.0;1360.0;82.0;41.0;21.0;8.0;565.0;46.0;44.0;28.0;32.0;905.0;1020.0;2235.0;1275.0;535.0;830.0;1165.0;625.0;815.0;720.0;63.0;44.0;14.0;17.0;350.0;1395.0;485.0;485.0;1310.0
229;10 tot 50 werkzame personen;C Industrie;2018 - 2020;5935.0;3090.0;1375.0;1285.0;78.0;45.0;13.0;7.0;410.0;70.0;38.0;20.0;14.0;935.0;840.0;2370.0;1375.0;605.0;990.0;1195.0;635.0;940.0;825.0;61.0;41.0;15.0;15.0;355.0;1665.0;355.0;465.0;1250.0
230;10 tot 50 werkzame personen;C Industrie;2020 - 2022;6040.0;3330.0;1680.0;1475.0;82.0;42.0;14.0;6.0;650.0;72.0;33.0;22.0;17.0;935.0;1115.0;2520.0;1435.0;615.0;940.0;1055.0;560.0;860.0;740.0;61.0;42.0;13.0;16.0;300.0;1795.0;425.0;360.0;1430.0
231;10 tot 50 werkzame personen;10-12 Voedings-, genotmiddelenindustrie;2016 - 2018;905.0;305.0;185.0;165.0;71.0;42.0;7.0;12.0;70.0;8.0;45.0;14.0;34.0;65.0;145.0;240.0;100.0;45.0;65.0;130.0;45.0;80.0;100.0;53.0;58.0;13.0;21.0;25.0;190.0;30.0;50.0;90.0
232;10 tot 50 werkzame personen;10-12 Voedings-, genotmiddelenindustrie;2018 - 2020;890.0;350.0;100.0;85.0;92.0;36.0;17.0;0.0;25.0;75.0;75.0;75.0;50.0;55.0;80.0;245.0;125.0;40.0;75.0;145.0;40.0;90.0;80.0;58.0;45.0;11.0;18.0;15.0;170.0;55.0;45.0;90.0
233;10 tot 50 werkzame personen;10-12 Voedings-, genotmiddelenindustrie;2020 - 2022;900.0;415.0;175.0;135.0;84.0;48.0;0.0;1.0;70.0;97.0;91.0;32.0;32.0;65.0;90.0;345.0;210.0;125.0;85.0;130.0;50.0;90.0;130.0;62.0;55.0;8.0;12.0;0.0;275.0;70.0;20.0;105.0
234;10 tot 50 werkzame personen;10 Voedingsmiddelenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;10 tot 50 werkzame personen;10 Voedingsmiddelenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;10 tot 50 werkzame personen;10 Voedingsmiddelenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;10 tot 50 werkzame personen;11 Drankenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;10 tot 50 werkzame personen;11 Drankenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;10 tot 50 werkzame personen;11 Drankenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;10 tot 50 werkzame personen;12 Tabaksindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;10 tot 50 werkzame personen;12 Tabaksindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;10 tot 50 werkzame personen;12 Tabaksindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;10 tot 50 werkzame personen;13-15 Textiel-, kleding-, lederindustrie;2016 - 2018;185.0;105.0;55.0;55.0;76.0;64.0;20.0;13.0;15.0;50.0;50.0;0.0;0.0;50.0;30.0;75.0;55.0;25.0;20.0;35.0;25.0;30.0;15.0;48.0;40.0;8.0;43.0;10.0;45.0;15.0;15.0;35.0
244;10 tot 50 werkzame personen;13-15 Textiel-, kleding-, lederindustrie;2018 - 2020;180.0;105.0;60.0;60.0;64.0;73.0;12.0;0.0;15.0;50.0;100.0;0.0;0.0;60.0;5.0;80.0;65.0;20.0;45.0;45.0;45.0;35.0;20.0;55.0;45.0;9.0;18.0;15.0;45.0;20.0;30.0;50.0
245;10 tot 50 werkzame personen;13-15 Textiel-, kleding-, lederindustrie;2020 - 2022;170.0;115.0;60.0;60.0;84.0;35.0;8.0;0.0;10.0;73.0;27.0;0.0;0.0;45.0;30.0;85.0;60.0;15.0;25.0;35.0;20.0;15.0;30.0;77.0;21.0;11.0;11.0;15.0;55.0;15.0;20.0;50.0
246;10 tot 50 werkzame personen;13 Textielindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;10 tot 50 werkzame personen;13 Textielindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;10 tot 50 werkzame personen;13 Textielindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;10 tot 50 werkzame personen;14 Kledingindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;10 tot 50 werkzame personen;14 Kledingindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;10 tot 50 werkzame personen;14 Kledingindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;10 tot 50 werkzame personen;15 Leer- en schoenenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;10 tot 50 werkzame personen;15 Leer- en schoenenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;10 tot 50 werkzame personen;15 Leer- en schoenenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;10 tot 50 werkzame personen;16+23 Hout- en bouwmaterialenindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;10 tot 50 werkzame personen;16+23 Hout- en bouwmaterialenindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;10 tot 50 werkzame personen;16+23 Hout- en bouwmaterialenindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;10 tot 50 werkzame personen;16 Houtindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;10 tot 50 werkzame personen;16 Houtindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;10 tot 50 werkzame personen;16 Houtindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;10 tot 50 werkzame personen;17-18 Papier- en grafische industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;10 tot 50 werkzame personen;17-18 Papier- en grafische industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;10 tot 50 werkzame personen;17-18 Papier- en grafische industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;10 tot 50 werkzame personen;17 Papierindustrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;10 tot 50 werkzame personen;17 Papierindustrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;10 tot 50 werkzame personen;17 Papierindustrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;10 tot 50 werkzame personen;18 Grafische industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;10 tot 50 werkzame personen;18 Grafische industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;10 tot 50 werkzame personen;18 Grafische industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;10 tot 50 werkzame personen;19-22 Raffinaderijen en chemie;2016 - 2018;480.0;315.0;210.0;210.0;82.0;32.0;10.0;2.0;25.0;70.0;18.0;30.0;0.0;120.0;160.0;280.0;180.0;55.0;100.0;160.0;105.0;120.0;105.0;63.0;41.0;18.0;19.0;60.0;155.0;65.0;85.0;220.0
271;10 tot 50 werkzame personen;19-22 Raffinaderijen en chemie;2018 - 2020;465.0;315.0;185.0;170.0;87.0;30.0;20.0;17.0;60.0;27.0;72.0;41.0;50.0;100.0;130.0;230.0;150.0;55.0;100.0;110.0;45.0;75.0;65.0;58.0;44.0;30.0;11.0;40.0;150.0;40.0;30.0;160.0
272;10 tot 50 werkzame personen;19-22 Raffinaderijen en chemie;2020 - 2022;465.0;320.0;175.0;170.0;90.0;33.0;7.0;9.0;55.0;73.0;21.0;22.0;25.0;100.0;115.0;240.0;155.0;60.0;110.0;110.0;90.0;110.0;70.0;62.0;56.0;17.0;16.0;30.0;130.0;75.0;65.0;185.0
273;10 tot 50 werkzame personen;19 Aardolie-industrie;2016 - 2018;5.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0
274;10 tot 50 werkzame personen;19 Aardolie-industrie;2018 - 2020;5.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0
275;10 tot 50 werkzame personen;19 Aardolie-industrie;2020 - 2022;5.0;5.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;67.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
276;10 tot 50 werkzame personen;20-21 Chemie en farmaceutische industrie;2016 - 2018;210.0;125.0;100.0;95.0;84.0;43.0;20.0;5.0;25.0;73.0;15.0;27.0;0.0;80.0;75.0;90.0;60.0;10.0;20.0;20.0;25.0;20.0;25.0;80.0;37.0;10.0;6.0;10.0;55.0;25.0;30.0;90.0
277;10 tot 50 werkzame personen;20-21 Chemie en farmaceutische industrie;2018 - 2020;195.0;145.0;100.0;100.0;93.0;37.0;19.0;10.0;30.0;58.0;42.0;25.0;43.0;70.0;80.0;110.0;75.0;35.0;40.0;50.0;45.0;45.0;30.0;81.0;40.0;22.0;10.0;25.0;55.0;25.0;30.0;85.0
278;10 tot 50 werkzame personen;20-21 Chemie en farmaceutische industrie;2020 - 2022;185.0;135.0;75.0;75.0;100.0;20.0;15.0;5.0;40.0;93.0;24.0;26.0;10.0;60.0;55.0;85.0;75.0;35.0;50.0;40.0;45.0;50.0;50.0;84.0;66.0;9.0;9.0;15.0;35.0;35.0;25.0;80.0
279;10 tot 50 werkzame personen;20 Chemische industrie;2016 - 2018;180.0;105.0;85.0;85.0;87.0;40.0;20.0;4.0;20.0;68.0;18.0;32.0;0.0;70.0;65.0;75.0;50.0;5.0;15.0;15.0;15.0;15.0;20.0;81.0;28.0;8.0;7.0;5.0;50.0;20.0;20.0;80.0
280;10 tot 50 werkzame personen;20 Chemische industrie;2018 - 2020;165.0;130.0;90.0;90.0;93.0;38.0;20.0;10.0;25.0;57.0;43.0;25.0;40.0;65.0;70.0;95.0;70.0;35.0;35.0;40.0;40.0;40.0;30.0;82.0;39.0;24.0;10.0;25.0;50.0;20.0;25.0;75.0
281;10 tot 50 werkzame personen;20 Chemische industrie;2020 - 2022;155.0;110.0;60.0;60.0;100.0;14.0;13.0;6.0;30.0;100.0;23.0;23.0;12.0;50.0;40.0;65.0;60.0;30.0;40.0;35.0;35.0;45.0;35.0;83.0;61.0;12.0;12.0;15.0;20.0;30.0;20.0;65.0
282;10 tot 50 werkzame personen;21 Farmaceutische industrie;2016 - 2018;25.0;15.0;15.0;10.0;63.0;63.0;22.0;9.0;5.0;100.0;0.0;0.0;0.0;10.0;10.0;15.0;5.0;5.0;5.0;5.0;10.0;5.0;5.0;78.0;91.0;21.0;0.0;5.0;5.0;5.0;5.0;10.0
283;10 tot 50 werkzame personen;21 Farmaceutische industrie;2018 - 2020;30.0;20.0;10.0;10.0;88.0;25.0;13.0;12.0;5.0;66.0;30.0;30.0;64.0;5.0;5.0;10.0;5.0;0.0;5.0;10.0;5.0;0.0;0.0;70.0;49.0;0.0;10.0;0.0;10.0;0.0;5.0;10.0
284;10 tot 50 werkzame personen;21 Farmaceutische industrie;2020 - 2022;30.0;25.0;15.0;15.0;100.0;41.0;24.0;0.0;5.0;63.0;26.0;37.0;0.0;10.0;10.0;20.0;10.0;5.0;5.0;5.0;10.0;10.0;10.0;90.0;85.0;0.0;0.0;0.0;15.0;5.0;5.0;15.0
285;10 tot 50 werkzame personen;22 Rubber- en kunststofproductindustrie;2016 - 2018;270.0;190.0;110.0;110.0;79.0;22.0;1.0;0.0;0.0;;;;;45.0;85.0;190.0;120.0;50.0;80.0;140.0;80.0;100.0;80.0;55.0;42.0;21.0;25.0;50.0;100.0;40.0;55.0;125.0
286;10 tot 50 werkzame personen;22 Rubber- en kunststofproductindustrie;2018 - 2020;265.0;170.0;80.0;65.0;79.0;21.0;21.0;26.0;30.0;0.0;100.0;56.0;56.0;30.0;55.0;120.0;75.0;20.0;60.0;60.0;0.0;30.0;35.0;39.0;47.0;38.0;12.0;15.0;90.0;15.0;0.0;75.0
287;10 tot 50 werkzame personen;22 Rubber- en kunststofproductindustrie;2020 - 2022;275.0;180.0;100.0;100.0;83.0;43.0;0.0;13.0;15.0;27.0;13.0;13.0;60.0;40.0;60.0;150.0;80.0;25.0;60.0;70.0;45.0;60.0;20.0;50.0;50.0;23.0;21.0;15.0;95.0;40.0;40.0;105.0
288;10 tot 50 werkzame personen;23 Bouwmaterialenindustrie;2016 - 2018;165.0;105.0;50.0;40.0;95.0;28.0;8.0;3.0;30.0;0.0;64.0;65.0;4.0;30.0;10.0;75.0;75.0;35.0;30.0;50.0;30.0;30.0;20.0;52.0;29.0;3.0;49.0;20.0;40.0;20.0;10.0;65.0
289;10 tot 50 werkzame personen;23 Bouwmaterialenindustrie;2018 - 2020;170.0;95.0;60.0;60.0;64.0;7.0;2.0;29.0;10.0;91.0;9.0;0.0;0.0;40.0;30.0;75.0;40.0;25.0;25.0;40.0;10.0;20.0;25.0;59.0;30.0;11.0;12.0;20.0;40.0;20.0;10.0;30.0
290;10 tot 50 werkzame personen;23 Bouwmaterialenindustrie;2020 - 2022;175.0;85.0;45.0;45.0;81.0;30.0;3.0;9.0;5.0;83.0;0.0;0.0;17.0;25.0;30.0;65.0;45.0;15.0;25.0;20.0;20.0;25.0;20.0;64.0;44.0;9.0;5.0;15.0;40.0;5.0;20.0;45.0
291;10 tot 50 werkzame personen;24-30, 33 Metalektro;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;10 tot 50 werkzame personen;24-30, 33 Metalektro;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;10 tot 50 werkzame personen;24-30, 33 Metalektro;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;10 tot 50 werkzame personen;24-25 Basismetaal, metaalprod.-industrie;2016 - 2018;1430.0;560.0;235.0;200.0;77.0;33.0;37.0;16.0;100.0;38.0;39.0;26.0;40.0;125.0;125.0;460.0;250.0;120.0;175.0;225.0;115.0;165.0;120.0;64.0;30.0;13.0;20.0;75.0;295.0;90.0;90.0;240.0
295;10 tot 50 werkzame personen;24-25 Basismetaal, metaalprod.-industrie;2018 - 2020;1390.0;690.0;160.0;145.0;64.0;51.0;22.0;11.0;45.0;59.0;50.0;0.0;0.0;90.0;115.0;560.0;310.0;150.0;195.0;250.0;145.0;235.0;205.0;62.0;30.0;17.0;17.0;70.0;440.0;50.0;105.0;195.0
296;10 tot 50 werkzame personen;24-25 Basismetaal, metaalprod.-industrie;2020 - 2022;1450.0;775.0;315.0;230.0;72.0;31.0;29.0;17.0;145.0;55.0;45.0;30.0;14.0;105.0;170.0;625.0;355.0;140.0;220.0;305.0;135.0;235.0;165.0;52.0;42.0;10.0;24.0;70.0;465.0;90.0;70.0;285.0
297;10 tot 50 werkzame personen;24 Basismetaalindustrie;2016 - 2018;70.0;45.0;25.0;20.0;78.0;51.0;29.0;29.0;15.0;64.0;73.0;73.0;73.0;15.0;15.0;40.0;35.0;10.0;5.0;15.0;20.0;15.0;20.0;76.0;38.0;14.0;14.0;5.0;25.0;10.0;20.0;20.0
298;10 tot 50 werkzame personen;24 Basismetaalindustrie;2018 - 2020;60.0;35.0;10.0;10.0;67.0;67.0;0.0;0.0;10.0;100.0;50.0;0.0;0.0;10.0;10.0;30.0;20.0;15.0;10.0;15.0;15.0;15.0;15.0;55.0;45.0;0.0;14.0;5.0;20.0;5.0;10.0;20.0
299;10 tot 50 werkzame personen;24 Basismetaalindustrie;2020 - 2022;60.0;30.0;15.0;15.0;86.0;57.0;0.0;0.0;5.0;100.0;50.0;0.0;0.0;10.0;10.0;25.0;15.0;5.0;10.0;15.0;10.0;15.0;10.0;60.0;84.0;8.0;0.0;5.0;10.0;5.0;0.0;15.0
300;10 tot 50 werkzame personen;25 Metaalproductenindustrie;2016 - 2018;1360.0;515.0;210.0;180.0;77.0;31.0;38.0;15.0;80.0;33.0;33.0;17.0;34.0;110.0;110.0;420.0;215.0;110.0;170.0;205.0;95.0;150.0;100.0;63.0;30.0;13.0;21.0;70.0;270.0;80.0;70.0;220.0
301;10 tot 50 werkzame personen;25 Metaalproductenindustrie;2018 - 2020;1330.0;655.0;150.0;130.0;64.0;49.0;23.0;12.0;35.0;50.0;50.0;0.0;0.0;80.0;100.0;530.0;290.0;130.0;185.0;230.0;130.0;220.0;195.0;62.0;29.0;18.0;17.0;65.0;420.0;45.0;95.0;175.0
302;10 tot 50 werkzame personen;25 Metaalproductenindustrie;2020 - 2022;1390.0;745.0;300.0;215.0;71.0;29.0;31.0;18.0;145.0;54.0;45.0;31.0;15.0;95.0;165.0;600.0;340.0;140.0;210.0;290.0;125.0;225.0;155.0;52.0;41.0;10.0;25.0;65.0;455.0;85.0;70.0;270.0
303;10 tot 50 werkzame personen;26-28 Elektrotechn. en machine-industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;10 tot 50 werkzame personen;26-28 Elektrotechn. en machine-industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;10 tot 50 werkzame personen;26-28 Elektrotechn. en machine-industrie;2020 - 2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;10 tot 50 werkzame personen;26-27 Elektrische en elektron. Industrie;2016 - 2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;10 tot 50 werkzame personen;26-27 Elektrische en elektron. Industrie;2018 - 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
