ID;Sex;Age;PositionInHousehold;Periods;LabourForceAndNotInTheLabourForce_1;LabourForce_2;EmployedLabourForce_3;Employee_4;PermanentEmployee_5;FlexibleEmployee_6;SelfEmployedPerson_7;SelfEmployedWithoutEmployees_8;SelfEmployedWithEmployees_9;ContributingFamilyWorker_10;ProfessionalStatusIsUnknown_11;PartTime_12;LessThan20WorkingHoursAWeek_13;LessThan12WorkingHoursAWeek_14;k_12To19WorkingHoursAWeek_15;k_20To34WorkingHoursAWeek_16;k_20To27WorkingHoursAWeek_17;k_28To34WorkingHoursAWeek_18;FullTime_19;UnemployedLabourForce_20;UnemploymentRate_21;NotInTheLabourForce_22;GrossLabourParticipationRate_23;NetLabourParticipationRate_24
6096;Male;15 to 74 years;Parent;2020 2nd quater;2122.0;1964.0;1927.0;1490.0;1309.0;181.0;438.0;274.0;159.0;4.0;0.0;271.0;36.0;24.0;11.0;235.0;54.0;182.0;1656.0;37.0;1.9;158.0;92.6;90.8
6097;Male;15 to 74 years;Parent;2020 3rd quarter;2111.0;1961.0;1927.0;1488.0;1315.0;173.0;439.0;280.0;156.0;3.0;0.0;278.0;43.0;25.0;18.0;236.0;54.0;181.0;1649.0;34.0;1.7;150.0;92.9;91.3
6098;Male;15 to 74 years;Parent;2020 4th quarter;2106.0;1957.0;1920.0;1471.0;1295.0;177.0;449.0;289.0;155.0;6.0;0.0;284.0;48.0;28.0;20.0;236.0;57.0;179.0;1636.0;37.0;1.9;149.0;92.9;91.2
6099;Male;15 to 74 years;Parent;2020;2113.0;1960.0;1924.0;1487.0;1310.0;177.0;437.0;279.0;154.0;4.0;0.0;275.0;39.0;24.0;16.0;236.0;54.0;182.0;1649.0;36.0;1.8;153.0;92.8;91.1
6100;Male;15 to 74 years;Parent;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
6101;Male;15 to 74 years;Parent;2021 2nd quarter;2101.0;1953.0;1916.0;1457.0;1260.0;196.0;460.0;283.0;175.0;2.0;0.0;291.0;36.0;24.0;13.0;255.0;43.0;212.0;1625.0;37.0;1.9;148.0;93.0;91.2
6102;Male;15 to 74 years;Parent;2021 3rd quarter;2058.0;1912.0;1889.0;1460.0;1243.0;218.0;428.0;267.0;159.0;1.0;0.0;293.0;29.0;20.0;9.0;264.0;48.0;216.0;1595.0;24.0;1.2;145.0;92.9;91.8
6103;Male;15 to 74 years;Parent;2021 4th quarter;2063.0;1913.0;1883.0;1459.0;1261.0;198.0;424.0;265.0;157.0;2.0;0.0;310.0;34.0;19.0;15.0;277.0;46.0;231.0;1573.0;29.0;1.5;150.0;92.7;91.3
6104;Male;15 to 74 years;Parent;2021;2074.0;1926.0;1896.0;1459.0;1255.0;204.0;437.0;272.0;164.0;2.0;0.0;298.0;33.0;21.0;12.0;265.0;46.0;219.0;1598.0;30.0;1.6;148.0;92.9;91.4
6105;Male;15 to 74 years;Parent;2022 1st quarter;2039.0;1896.0;1872.0;1451.0;1248.0;203.0;422.0;266.0;153.0;2.0;0.0;310.0;33.0;18.0;15.0;277.0;49.0;227.0;1562.0;24.0;1.3;143.0;93.0;91.8
6106;Male;15 to 74 years;Parent;2022 2nd quarter;1989.0;1860.0;1842.0;1438.0;1239.0;199.0;404.0;257.0;146.0;1.0;0.0;290.0;30.0;18.0;12.0;260.0;47.0;213.0;1552.0;18.0;1.0;128.0;93.5;92.6
6107;Male;15 to 74 years;Parent;2022 3rd quarter;1997.0;1861.0;1842.0;1421.0;1233.0;188.0;421.0;284.0;135.0;1.0;0.0;290.0;30.0;17.0;13.0;260.0;45.0;214.0;1552.0;20.0;1.0;136.0;93.2;92.2
6108;Male;15 to 74 years;Parent;2022 4th quarter;2026.0;1892.0;1865.0;1432.0;1234.0;198.0;433.0;294.0;137.0;1.0;0.0;305.0;32.0;17.0;15.0;273.0;59.0;214.0;1560.0;27.0;1.4;135.0;93.4;92.0
6109;Male;15 to 74 years;Parent;2022;2013.0;1877.0;1855.0;1435.0;1238.0;197.0;420.0;275.0;143.0;2.0;0.0;299.0;32.0;18.0;14.0;267.0;50.0;217.0;1556.0;22.0;1.2;135.0;93.3;92.2
6110;Male;15 to 74 years;Parent;2023 1st quarter;2026.0;1903.0;1878.0;1440.0;1232.0;208.0;438.0;304.0;132.0;2.0;0.0;300.0;34.0;18.0;17.0;266.0;53.0;212.0;1578.0;26.0;1.3;123.0;93.9;92.7
6111;Male;15 to 74 years;Parent;2023 2nd quarter;2048.0;1924.0;1902.0;1447.0;1247.0;200.0;455.0;319.0;134.0;2.0;0.0;304.0;34.0;18.0;16.0;270.0;56.0;213.0;1598.0;22.0;1.2;124.0;93.9;92.9
6112;Male;15 to 74 years;Parent;2023 3rd quarter;2055.0;1929.0;1902.0;1446.0;1245.0;201.0;456.0;314.0;140.0;2.0;0.0;297.0;27.0;16.0;12.0;270.0;55.0;215.0;1604.0;27.0;1.4;126.0;93.9;92.5
6113;Male;15 to 74 years;Parent;2023 4th quarter;2036.0;1921.0;1898.0;1424.0;1210.0;214.0;474.0;325.0;147.0;2.0;0.0;322.0;40.0;25.0;16.0;282.0;52.0;229.0;1576.0;23.0;1.2;115.0;94.3;93.2
6114;Male;15 to 74 years;Parent;2023;2041.0;1919.0;1895.0;1439.0;1234.0;205.0;456.0;315.0;138.0;2.0;0.0;306.0;34.0;19.0;15.0;272.0;54.0;218.0;1589.0;25.0;1.3;122.0;94.0;92.8
6115;Male;15 to 74 years;Parent;2024 1st quarter;2051.0;1907.0;1885.0;1426.0;1223.0;203.0;458.0;316.0;142.0;0.0;0.0;312.0;42.0;24.0;17.0;270.0;52.0;218.0;1573.0;22.0;1.2;144.0;93.0;91.9
6116;Male;15 to 74 years;Parent;2024 2nd quarter;2062.0;1917.0;1891.0;1428.0;1222.0;206.0;463.0;318.0;144.0;1.0;0.0;322.0;34.0;17.0;17.0;288.0;55.0;232.0;1568.0;26.0;1.4;146.0;92.9;91.7
6117;Male;15 to 74 years;Parent;2024 3rd quarter;2080.0;1929.0;1908.0;1447.0;1257.0;190.0;461.0;317.0;143.0;0.0;0.0;312.0;42.0;23.0;18.0;270.0;46.0;223.0;1596.0;21.0;1.1;151.0;92.7;91.7
6118;Male;15 to 74 years;Parent;2024 4th quarter;2071.0;1924.0;1901.0;1436.0;1250.0;186.0;465.0;322.0;142.0;0.0;0.0;322.0;40.0;21.0;20.0;282.0;44.0;238.0;1578.0;24.0;1.2;147.0;92.9;91.8
6119;Male;15 to 74 years;Parent;2024;2066.0;1919.0;1896.0;1434.0;1238.0;196.0;462.0;318.0;143.0;0.0;0.0;317.0;39.0;21.0;18.0;278.0;50.0;228.0;1579.0;23.0;1.2;147.0;92.9;91.8
6120;Male;15 to 74 years;Parent in single-parent household;2013 1st quarter;83.0;69.0;64.0;50.0;44.0;6.0;14.0;10.0;3.0;0.0;0.0;10.0;3.0;2.0;1.0;7.0;2.0;5.0;54.0;5.0;7.4;14.0;83.1;77.0
6121;Male;15 to 74 years;Parent in single-parent household;2013 2nd quarter;84.0;70.0;65.0;50.0;44.0;6.0;15.0;11.0;4.0;0.0;0.0;12.0;3.0;2.0;2.0;8.0;3.0;6.0;53.0;5.0;7.7;14.0;83.5;77.1
6122;Male;15 to 74 years;Parent in single-parent household;2013 3rd quarter;85.0;73.0;65.0;53.0;45.0;8.0;12.0;9.0;3.0;0.0;0.0;11.0;3.0;1.0;1.0;8.0;3.0;6.0;54.0;8.0;10.8;12.0;86.2;76.9
6123;Male;15 to 74 years;Parent in single-parent household;2013 4th quarter;88.0;72.0;67.0;53.0;44.0;9.0;14.0;10.0;4.0;0.0;0.0;12.0;3.0;2.0;1.0;10.0;3.0;7.0;54.0;6.0;8.0;15.0;82.6;76.1
6124;Male;15 to 74 years;Parent in single-parent household;2013;85.0;71.0;65.0;52.0;44.0;7.0;14.0;10.0;3.0;0.0;0.0;11.0;3.0;2.0;1.0;8.0;2.0;6.0;54.0;6.0;8.5;14.0;83.9;76.7
6125;Male;15 to 74 years;Parent in single-parent household;2014 1st quarter;84.0;71.0;65.0;50.0;42.0;8.0;15.0;11.0;4.0;0.0;0.0;14.0;2.0;2.0;1.0;12.0;3.0;9.0;51.0;6.0;8.8;12.0;85.1;77.6
6126;Male;15 to 74 years;Parent in single-parent household;2014 2nd quarter;88.0;74.0;67.0;50.0;41.0;9.0;17.0;11.0;5.0;0.0;0.0;14.0;3.0;1.0;2.0;11.0;2.0;9.0;53.0;8.0;10.2;13.0;85.1;76.4
6127;Male;15 to 74 years;Parent in single-parent household;2014 3rd quarter;91.0;78.0;70.0;53.0;43.0;10.0;17.0;12.0;6.0;0.0;0.0;13.0;3.0;1.0;1.0;10.0;3.0;7.0;58.0;8.0;10.1;13.0;85.6;76.9
6128;Male;15 to 74 years;Parent in single-parent household;2014 4th quarter;88.0;73.0;67.0;53.0;44.0;9.0;14.0;11.0;3.0;0.0;0.0;13.0;3.0;2.0;2.0;10.0;4.0;6.0;54.0;6.0;7.7;15.0;82.8;76.4
6129;Male;15 to 74 years;Parent in single-parent household;2014;88.0;74.0;67.0;51.0;43.0;9.0;16.0;11.0;5.0;0.0;0.0;14.0;3.0;1.0;1.0;11.0;3.0;8.0;54.0;7.0;9.2;13.0;84.7;76.8
6130;Male;15 to 74 years;Parent in single-parent household;2015 1st quarter;89.0;74.0;67.0;52.0;43.0;9.0;15.0;12.0;3.0;0.0;0.0;14.0;5.0;4.0;1.0;9.0;3.0;6.0;53.0;7.0;9.6;15.0;83.3;75.2
6131;Male;15 to 74 years;Parent in single-parent household;2015 2nd quarter;87.0;73.0;67.0;55.0;43.0;12.0;12.0;10.0;2.0;0.0;0.0;12.0;4.0;3.0;1.0;8.0;3.0;6.0;55.0;6.0;8.6;14.0;84.1;76.8
6132;Male;15 to 74 years;Parent in single-parent household;2015 3rd quarter;86.0;70.0;65.0;53.0;44.0;8.0;12.0;9.0;2.0;0.0;0.0;11.0;3.0;2.0;1.0;8.0;2.0;6.0;54.0;5.0;7.6;16.0;81.7;75.4
6133;Male;15 to 74 years;Parent in single-parent household;2015 4th quarter;89.0;75.0;69.0;56.0;45.0;11.0;14.0;11.0;3.0;0.0;0.0;14.0;3.0;2.0;1.0;11.0;5.0;6.0;55.0;6.0;7.6;14.0;84.3;77.9
6134;Male;15 to 74 years;Parent in single-parent household;2015;88.0;73.0;67.0;54.0;44.0;10.0;13.0;11.0;2.0;0.0;0.0;13.0;4.0;3.0;1.0;9.0;3.0;6.0;54.0;6.0;8.4;15.0;83.3;76.4
6135;Male;15 to 74 years;Parent in single-parent household;2016 1st quarter;93.0;77.0;71.0;55.0;45.0;10.0;17.0;13.0;4.0;0.0;0.0;12.0;2.0;2.0;0.0;9.0;2.0;7.0;60.0;6.0;7.4;16.0;83.1;77.0
6136;Male;15 to 74 years;Parent in single-parent household;2016 2nd quarter;82.0;65.0;61.0;47.0;40.0;8.0;14.0;10.0;4.0;0.0;0.0;12.0;3.0;2.0;1.0;9.0;2.0;7.0;49.0;4.0;5.9;17.0;79.7;75.0
6137;Male;15 to 74 years;Parent in single-parent household;2016 3rd quarter;88.0;71.0;68.0;53.0;44.0;8.0;15.0;10.0;5.0;0.0;0.0;13.0;3.0;2.0;1.0;10.0;4.0;6.0;55.0;4.0;5.1;17.0;80.7;76.6
6138;Male;15 to 74 years;Parent in single-parent household;2016 4th quarter;87.0;70.0;66.0;53.0;44.0;9.0;13.0;8.0;5.0;0.0;0.0;12.0;3.0;2.0;1.0;9.0;3.0;6.0;54.0;4.0;6.0;16.0;81.1;76.2
6139;Male;15 to 74 years;Parent in single-parent household;2016;87.0;71.0;67.0;52.0;43.0;9.0;15.0;10.0;5.0;0.0;0.0;12.0;3.0;2.0;1.0;9.0;3.0;6.0;54.0;4.0;6.1;16.0;81.2;76.2
6140;Male;15 to 74 years;Parent in single-parent household;2017 1st quarter;91.0;74.0;70.0;55.0;44.0;11.0;15.0;9.0;6.0;0.0;0.0;14.0;3.0;2.0;1.0;11.0;4.0;8.0;56.0;4.0;5.8;17.0;81.5;76.8
6141;Male;15 to 74 years;Parent in single-parent household;2017 2nd quarter;97.0;76.0;74.0;59.0;47.0;12.0;15.0;11.0;3.0;0.0;0.0;13.0;3.0;1.0;1.0;10.0;5.0;6.0;61.0;3.0;3.3;21.0;78.4;75.8
6142;Male;15 to 74 years;Parent in single-parent household;2017 3rd quarter;90.0;71.0;67.0;51.0;43.0;8.0;16.0;11.0;4.0;0.0;0.0;11.0;2.0;1.0;1.0;9.0;4.0;5.0;56.0;5.0;6.4;19.0;78.8;73.8
6143;Male;15 to 74 years;Parent in single-parent household;2017 4th quarter;93.0;75.0;70.0;55.0;43.0;12.0;15.0;10.0;4.0;0.0;0.0;12.0;2.0;1.0;1.0;10.0;3.0;6.0;57.0;5.0;6.9;19.0;80.0;74.5
6144;Male;15 to 74 years;Parent in single-parent household;2017;93.0;74.0;70.0;55.0;44.0;11.0;15.0;11.0;4.0;0.0;0.0;12.0;2.0;1.0;1.0;10.0;4.0;6.0;58.0;4.0;5.6;19.0;79.7;75.3
6145;Male;15 to 74 years;Parent in single-parent household;2018 1st quarter;93.0;75.0;71.0;55.0;43.0;11.0;16.0;13.0;4.0;0.0;0.0;13.0;2.0;1.0;1.0;10.0;3.0;7.0;59.0;4.0;5.3;18.0;80.8;76.5
6146;Male;15 to 74 years;Parent in single-parent household;2018 2nd quarter;89.0;72.0;69.0;54.0;43.0;11.0;15.0;11.0;4.0;0.0;0.0;11.0;1.0;1.0;1.0;10.0;3.0;7.0;58.0;3.0;3.6;18.0;80.1;77.2
6147;Male;15 to 74 years;Parent in single-parent household;2018 3rd quarter;94.0;78.0;74.0;58.0;47.0;11.0;16.0;12.0;4.0;0.0;0.0;11.0;2.0;1.0;1.0;9.0;2.0;7.0;63.0;4.0;4.8;16.0;83.3;79.2
6148;Male;15 to 74 years;Parent in single-parent household;2018 4th quarter;99.0;84.0;79.0;62.0;48.0;15.0;17.0;13.0;4.0;0.0;0.0;13.0;3.0;2.0;1.0;10.0;4.0;6.0;67.0;4.0;5.1;15.0;84.4;80.1
6149;Male;15 to 74 years;Parent in single-parent household;2018;94.0;77.0;74.0;57.0;45.0;12.0;16.0;12.0;4.0;0.0;0.0;12.0;2.0;1.0;1.0;10.0;3.0;7.0;62.0;4.0;4.7;17.0;82.2;78.3
6150;Male;15 to 74 years;Parent in single-parent household;2019 1st quarter;93.0;76.0;72.0;56.0;44.0;13.0;16.0;12.0;4.0;0.0;0.0;12.0;3.0;2.0;1.0;9.0;3.0;6.0;60.0;3.0;4.5;17.0;81.5;77.8
6151;Male;15 to 74 years;Parent in single-parent household;2019 2nd quarter;94.0;78.0;75.0;59.0;45.0;15.0;16.0;13.0;3.0;0.0;0.0;13.0;3.0;2.0;1.0;10.0;3.0;7.0;62.0;3.0;3.3;16.0;83.0;80.3
6152;Male;15 to 74 years;Parent in single-parent household;2019 3rd quarter;98.0;84.0;82.0;66.0;52.0;14.0;16.0;13.0;3.0;0.0;0.0;13.0;3.0;2.0;1.0;10.0;5.0;5.0;69.0;2.0;2.7;14.0;86.0;83.8
6153;Male;15 to 74 years;Parent in single-parent household;2019 4th quarter;101.0;86.0;82.0;67.0;51.0;16.0;15.0;12.0;3.0;0.0;0.0;11.0;3.0;2.0;1.0;9.0;3.0;5.0;71.0;4.0;4.5;15.0;85.4;81.6
6154;Male;15 to 74 years;Parent in single-parent household;2019;96.0;81.0;78.0;62.0;48.0;14.0;16.0;13.0;3.0;0.0;0.0;12.0;3.0;2.0;1.0;9.0;3.0;6.0;65.0;3.0;3.7;15.0;84.0;80.9
6155;Male;15 to 74 years;Parent in single-parent household;2020 1st quarter;98.0;85.0;81.0;66.0;53.0;13.0;15.0;12.0;3.0;0.0;0.0;15.0;3.0;2.0;1.0;12.0;5.0;7.0;66.0;3.0;4.1;14.0;86.1;82.5
6156;Male;15 to 74 years;Parent in single-parent household;2020 2nd quater;106.0;89.0;87.0;68.0;59.0;9.0;19.0;15.0;4.0;0.0;0.0;14.0;3.0;2.0;1.0;11.0;5.0;5.0;73.0;2.0;2.0;18.0;83.4;81.8
6157;Male;15 to 74 years;Parent in single-parent household;2020 3rd quarter;111.0;94.0;90.0;68.0;58.0;10.0;22.0;17.0;5.0;0.0;0.0;14.0;2.0;2.0;0.0;12.0;5.0;7.0;76.0;3.0;3.7;18.0;84.0;80.9
6158;Male;15 to 74 years;Parent in single-parent household;2020 4th quarter;106.0;89.0;87.0;64.0;53.0;11.0;23.0;17.0;6.0;0.0;0.0;15.0;2.0;2.0;1.0;13.0;6.0;7.0;72.0;3.0;2.9;17.0;84.3;81.9
6159;Male;15 to 74 years;Parent in single-parent household;2020;106.0;89.0;86.0;66.0;56.0;11.0;20.0;15.0;5.0;0.0;0.0;14.0;3.0;2.0;1.0;12.0;5.0;7.0;72.0;3.0;3.1;16.0;84.4;81.8
6160;Male;15 to 74 years;Parent in single-parent household;2021 1st quarter;;;;;;;;;;;;;;;;;;;;;;;;
6161;Male;15 to 74 years;Parent in single-parent household;2021 2nd quarter;96.0;82.0;79.0;59.0;46.0;13.0;20.0;11.0;9.0;0.0;0.0;11.0;3.0;3.0;0.0;8.0;0.0;8.0;68.0;3.0;3.7;14.0;85.5;82.4
6162;Male;15 to 74 years;Parent in single-parent household;2021 3rd quarter;91.0;78.0;77.0;59.0;50.0;10.0;17.0;10.0;7.0;0.0;0.0;13.0;2.0;2.0;0.0;11.0;2.0;9.0;64.0;2.0;2.1;12.0;86.3;84.5
6163;Male;15 to 74 years;Parent in single-parent household;2021 4th quarter;106.0;93.0;89.0;68.0;56.0;13.0;21.0;12.0;8.0;0.0;0.0;16.0;5.0;4.0;1.0;11.0;1.0;10.0;73.0;4.0;3.9;14.0;87.2;83.8
6164;Male;15 to 74 years;Parent in single-parent household;2021;98.0;84.0;81.0;62.0;51.0;12.0;19.0;11.0;8.0;0.0;0.0;13.0;3.0;3.0;0.0;10.0;1.0;9.0;68.0;3.0;3.3;13.0;86.4;83.5
6165;Male;15 to 74 years;Parent in single-parent household;2022 1st quarter;102.0;89.0;87.0;68.0;55.0;13.0;19.0;12.0;7.0;0.0;0.0;11.0;3.0;2.0;1.0;8.0;1.0;7.0;76.0;2.0;1.9;14.0;86.6;84.9
6166;Male;15 to 74 years;Parent in single-parent household;2022 2nd quarter;102.0;94.0;92.0;75.0;64.0;11.0;17.0;11.0;6.0;0.0;0.0;14.0;2.0;1.0;1.0;11.0;3.0;9.0;79.0;2.0;1.8;8.0;92.3;90.7
6167;Male;15 to 74 years;Parent in single-parent household;2022 3rd quarter;103.0;87.0;85.0;65.0;54.0;11.0;20.0;13.0;8.0;0.0;0.0;11.0;1.0;1.0;1.0;10.0;3.0;7.0;74.0;2.0;2.5;16.0;84.4;82.3
6168;Male;15 to 74 years;Parent in single-parent household;2022 4th quarter;112.0;94.0;89.0;71.0;54.0;16.0;19.0;14.0;5.0;0.0;0.0;15.0;2.0;1.0;1.0;13.0;5.0;8.0;75.0;4.0;4.5;18.0;83.8;80.1
6169;Male;15 to 74 years;Parent in single-parent household;2022;105.0;91.0;88.0;70.0;57.0;13.0;19.0;12.0;6.0;0.0;0.0;12.0;2.0;1.0;1.0;11.0;3.0;8.0;76.0;2.0;2.7;14.0;86.7;84.4
6170;Male;15 to 74 years;Parent in single-parent household;2023 1st quarter;108.0;91.0;88.0;69.0;52.0;17.0;19.0;14.0;5.0;0.0;0.0;20.0;6.0;2.0;4.0;14.0;5.0;9.0;67.0;4.0;4.0;17.0;84.5;81.1
6171;Male;15 to 74 years;Parent in single-parent household;2023 2nd quarter;109.0;94.0;91.0;69.0;49.0;19.0;22.0;16.0;6.0;0.0;0.0;21.0;6.0;2.0;4.0;15.0;7.0;8.0;70.0;4.0;3.7;15.0;86.3;83.1
6172;Male;15 to 74 years;Parent in single-parent household;2023 3rd quarter;106.0;94.0;91.0;64.0;50.0;14.0;27.0;22.0;5.0;0.0;0.0;19.0;4.0;3.0;1.0;15.0;5.0;9.0;73.0;3.0;3.3;12.0;88.9;86.0
6173;Male;15 to 74 years;Parent in single-parent household;2023 4th quarter;108.0;94.0;90.0;66.0;48.0;18.0;24.0;18.0;6.0;1.0;0.0;22.0;7.0;5.0;2.0;15.0;6.0;9.0;69.0;3.0;3.6;14.0;87.1;83.9
6174;Male;15 to 74 years;Parent in single-parent household;2023;108.0;93.0;90.0;67.0;50.0;17.0;23.0;17.0;5.0;0.0;0.0;20.0;6.0;3.0;3.0;15.0;6.0;9.0;70.0;3.0;3.7;14.0;86.7;83.5
6175;Male;15 to 74 years;Parent in single-parent household;2024 1st quarter;102.0;87.0;83.0;64.0;49.0;15.0;20.0;15.0;5.0;0.0;0.0;18.0;6.0;4.0;2.0;12.0;5.0;7.0;65.0;3.0;3.9;16.0;84.6;81.4
6176;Male;15 to 74 years;Parent in single-parent household;2024 2nd quarter;110.0;97.0;95.0;68.0;52.0;16.0;27.0;20.0;7.0;0.0;0.0;21.0;6.0;3.0;3.0;16.0;4.0;12.0;74.0;2.0;1.9;13.0;88.2;86.5
6177;Male;15 to 74 years;Parent in single-parent household;2024 3rd quarter;111.0;96.0;94.0;66.0;55.0;11.0;27.0;20.0;8.0;0.0;0.0;20.0;7.0;4.0;3.0;13.0;2.0;10.0;74.0;2.0;1.8;15.0;86.3;84.8
6178;Male;15 to 74 years;Parent in single-parent household;2024 4th quarter;116.0;100.0;99.0;73.0;64.0;9.0;26.0;18.0;8.0;0.0;0.0;20.0;4.0;1.0;2.0;17.0;5.0;12.0;78.0;1.0;1.4;16.0;86.4;85.2
6179;Male;15 to 74 years;Parent in single-parent household;2024;110.0;95.0;93.0;68.0;55.0;13.0;25.0;18.0;7.0;0.0;0.0;20.0;6.0;3.0;3.0;14.0;4.0;10.0;73.0;2.0;2.2;15.0;86.4;84.5
6180;Male;15 to 74 years;Partner in couple;2013 1st quarter;3943.0;3090.0;2948.0;2350.0;1921.0;429.0;598.0;396.0;196.0;6.0;0.0;465.0;140.0;87.0;52.0;326.0;111.0;215.0;2483.0;141.0;4.6;853.0;78.4;74.8
6181;Male;15 to 74 years;Partner in couple;2013 2nd quarter;3935.0;3079.0;2935.0;2335.0;1903.0;432.0;600.0;395.0;197.0;7.0;0.0;454.0;140.0;90.0;49.0;314.0;105.0;209.0;2481.0;144.0;4.7;856.0;78.3;74.6
6182;Male;15 to 74 years;Partner in couple;2013 3rd quarter;3950.0;3098.0;2947.0;2334.0;1891.0;443.0;613.0;405.0;200.0;8.0;0.0;458.0;141.0;95.0;47.0;317.0;99.0;218.0;2489.0;151.0;4.9;853.0;78.4;74.6
6183;Male;15 to 74 years;Partner in couple;2013 4th quarter;3949.0;3110.0;2949.0;2334.0;1872.0;462.0;615.0;406.0;202.0;7.0;0.0;463.0;143.0;93.0;50.0;320.0;106.0;214.0;2486.0;161.0;5.2;839.0;78.8;74.7
6184;Male;15 to 74 years;Partner in couple;2013;3944.0;3094.0;2945.0;2338.0;1897.0;442.0;606.0;400.0;199.0;7.0;0.0;460.0;141.0;91.0;50.0;319.0;105.0;214.0;2485.0;149.0;4.8;850.0;78.4;74.7
6185;Male;15 to 74 years;Partner in couple;2014 1st quarter;3944.0;3097.0;2929.0;2312.0;1853.0;459.0;617.0;407.0;205.0;6.0;0.0;468.0;142.0;91.0;51.0;326.0;108.0;218.0;2461.0;168.0;5.4;847.0;78.5;74.3
6186;Male;15 to 74 years;Partner in couple;2014 2nd quarter;3934.0;3106.0;2944.0;2333.0;1851.0;482.0;611.0;406.0;202.0;4.0;0.0;475.0;138.0;89.0;48.0;338.0;112.0;226.0;2469.0;162.0;5.2;828.0;79.0;74.8
6187;Male;15 to 74 years;Partner in couple;2014 3rd quarter;3912.0;3071.0;2933.0;2322.0;1848.0;474.0;612.0;409.0;197.0;5.0;0.0;462.0;132.0;85.0;47.0;330.0;112.0;218.0;2471.0;138.0;4.5;841.0;78.5;75.0
6188;Male;15 to 74 years;Partner in couple;2014 4th quarter;3912.0;3088.0;2943.0;2317.0;1862.0;454.0;626.0;426.0;194.0;7.0;0.0;463.0;130.0;84.0;45.0;333.0;104.0;230.0;2480.0;145.0;4.7;824.0;78.9;75.2
6189;Male;15 to 74 years;Partner in couple;2014;3926.0;3090.0;2937.0;2321.0;1854.0;467.0;617.0;412.0;200.0;5.0;0.0;467.0;135.0;87.0;48.0;332.0;109.0;223.0;2470.0;153.0;5.0;835.0;78.7;74.8
6190;Male;15 to 74 years;Partner in couple;2015 1st quarter;3925.0;3093.0;2933.0;2317.0;1870.0;447.0;616.0;419.0;191.0;5.0;0.0;472.0;130.0;87.0;43.0;342.0;109.0;233.0;2461.0;160.0;5.2;831.0;78.8;74.7
6191;Male;15 to 74 years;Partner in couple;2015 2nd quarter;3923.0;3089.0;2949.0;2334.0;1877.0;457.0;615.0;418.0;191.0;6.0;0.0;466.0;127.0;84.0;43.0;340.0;110.0;230.0;2483.0;140.0;4.5;833.0;78.8;75.2
6192;Male;15 to 74 years;Partner in couple;2015 3rd quarter;3931.0;3097.0;2960.0;2341.0;1875.0;466.0;619.0;429.0;183.0;7.0;0.0;463.0;134.0;92.0;42.0;328.0;102.0;227.0;2498.0;137.0;4.4;834.0;78.8;75.3
6193;Male;15 to 74 years;Partner in couple;2015 4th quarter;3914.0;3075.0;2948.0;2321.0;1865.0;456.0;627.0;436.0;184.0;7.0;0.0;459.0;132.0;89.0;43.0;327.0;104.0;223.0;2489.0;127.0;4.1;839.0;78.6;75.3
6194;Male;15 to 74 years;Partner in couple;2015;3923.0;3089.0;2948.0;2328.0;1872.0;457.0;619.0;425.0;187.0;7.0;0.0;465.0;131.0;88.0;43.0;334.0;106.0;228.0;2483.0;141.0;4.6;835.0;78.7;75.1
6195;Male;15 to 74 years;Partner in couple;2016 1st quarter;3891.0;3052.0;2929.0;2307.0;1859.0;449.0;622.0;429.0;186.0;7.0;0.0;465.0;136.0;90.0;46.0;329.0;102.0;227.0;2464.0;123.0;4.0;840.0;78.4;75.3
6196;Male;15 to 74 years;Partner in couple;2016 2nd quarter;3881.0;3042.0;2932.0;2309.0;1843.0;465.0;623.0;431.0;187.0;5.0;0.0;457.0;129.0;88.0;41.0;328.0;102.0;227.0;2474.0;111.0;3.6;839.0;78.4;75.5
6197;Male;15 to 74 years;Partner in couple;2016 3rd quarter;3893.0;3052.0;2943.0;2316.0;1848.0;468.0;628.0;428.0;195.0;4.0;0.0;446.0;124.0;86.0;38.0;322.0;98.0;223.0;2498.0;109.0;3.6;841.0;78.4;75.6
6198;Male;15 to 74 years;Partner in couple;2016 4th quarter;3897.0;3045.0;2944.0;2309.0;1845.0;464.0;634.0;435.0;195.0;4.0;0.0;453.0;127.0;87.0;41.0;326.0;99.0;226.0;2491.0;102.0;3.3;851.0;78.2;75.5
6199;Male;15 to 74 years;Partner in couple;2016;3890.0;3048.0;2937.0;2310.0;1849.0;462.0;627.0;431.0;191.0;5.0;0.0;455.0;129.0;88.0;41.0;326.0;100.0;226.0;2482.0;111.0;3.6;842.0;78.3;75.5
6200;Male;15 to 74 years;Partner in couple;2017 1st quarter;3903.0;3061.0;2954.0;2313.0;1852.0;461.0;641.0;444.0;194.0;3.0;0.0;470.0;130.0;88.0;42.0;340.0;107.0;233.0;2484.0;107.0;3.5;842.0;78.4;75.7
6201;Male;15 to 74 years;Partner in couple;2017 2nd quarter;3883.0;3036.0;2948.0;2325.0;1856.0;469.0;623.0;432.0;188.0;3.0;0.0;474.0;126.0;79.0;47.0;348.0;110.0;238.0;2474.0;88.0;2.9;847.0;78.2;75.9
